[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[282655] ['2/7', '5/9', '5/9', '3/2', '9'] -> (3/2 + (9 * (5/9 + (5/9 / 2/7))))
[282656] ['3/4', '6/7', '7/3', '7/2', '7'] -> (7 / (7/2 - (7/3 + (3/4 / 6/7))))
[282657] ['1/6', '4/9', '4/9', '5/2', '3'] -> (3 + ((5/2 + (4/9 / 4/9)) / 1/6))
[282658] ['1/2', '5/9', '4/5', '5/3', '2'] -> (2 / (1/2 - ((5/9 / 4/5) / 5/3)))
[282659] ['2/5', '9/8', '9/8', '7/3', '9'] -> ((9 / 2/5) - (9/8 - (9/8 * 7/3)))
[282660] ['1/3', '3/8', '5/7', '5/3', '3'] -> (3 / (5/7 * (3/8 - (1/3 / 5/3))))
[282661] ['1/7', '1/6', '1/3', '9/7', '2'] -> (((1/7 * 2) + (9/7 / 1/6)) / 1/3)
[282662] ['4/9', '5/9', '5/7', '8/9', '8'] -> (8 / ((4/9 - 8/9) + (5/9 / 5/7)))
[282663] ['1/2', '5/9', '4/5', '7/4', '2'] -> (2 / (5/9 * (7/4 - (4/5 / 1/2))))
[282664] ['1/4', '3/7', '8/9', '7/6', '6'] -> (((6 + (7/6 / 1/4)) / 3/7) - 8/9)
[282665] ['1/6', '4/9', '1/2', '4/7', '3'] -> ((1/6 + (3 / (1/2 * 4/7))) / 4/9)
[282666] ['2/5', '4/5', '9/5', '9/5', '5'] -> (5 * ((2/5 + 4/5) + (9/5 + 9/5)))
[282667] ['1/8', '1/7', '4/3', '2', '9/4'] -> (((2 / 1/7) + (9/4 / 1/8)) / 4/3)
[282668] ['3/4', '7/8', '7/8', '8/9', '7'] -> (7 / (7/8 - (8/9 * (3/4 * 7/8))))
[282669] ['4/9', '5/9', '5/7', '7/6', '8'] -> ((8 / 7/6) / ((4/9 + 5/9) - 5/7))
[282670] ['2/3', '2/3', '1', '8/5', '8/5'] -> ((8/5 / 2/3) / (8/5 - (1 / 2/3)))
[282671] ['2/5', '9/8', '8/7', '7/6', '9'] -> ((7/6 * (9/8 * 8/7)) + (9 / 2/5))
[282672] ['2/5', '4/5', '9/5', '9/2', '5'] -> ((9/5 / (2/5 + 4/5)) + (9/2 * 5))
[282673] ['1/8', '1/7', '4/3', '2', '5/2'] -> ((5/2 / (1/8 + 4/3)) / (1/7 / 2))
[282674] ['4/9', '5/9', '5/7', '6/5', '8'] -> (5/7 * (6/5 + (8 / (4/9 * 5/9))))
[282675] ['1/9', '2/5', '7/6', '9/4', '8'] -> ((8 / (2/5 - (1/9 / 7/6))) - 9/4)
[282676] ['1/9', '1/3', '7/9', '1', '5/4'] -> ((1 + (7/9 / 1/3)) / (1/9 * 5/4))
[282677] ['1/2', '5/9', '4/5', '2', '7/3'] -> ((2 * 7/3) / ((5/9 / 4/5) - 1/2))
[282678] ['1/7', '1/6', '1/3', '2', '5/2'] -> ((5/2 / 1/7) + ((1/6 + 2) / 1/3))
[282679] ['1/9', '2/5', '7/6', '7/3', '8'] -> (8 * ((1/9 / 2/5) + (7/6 * 7/3)))
[282680] ['1/3', '3/8', '5/7', '3', '7/2'] -> (5/7 / ((3/8 / 3) - (1/3 / 7/2)))
[282681] ['2/5', '9/8', '8/7', '6/5', '9'] -> (((9 + (6/5 / 8/7)) / 2/5) - 9/8)
[282682] ['2/3', '2/3', '1', '8/5', '9/4'] -> (2/3 / ((1 / 9/4) - (2/3 / 8/5)))
[282683] ['1/6', '4/9', '1/2', '6/7', '3'] -> (3 / (1/2 * (4/9 - (1/6 / 6/7))))
[282684] ['1/4', '3/7', '8/9', '3/2', '6'] -> (3/2 * (1/4 + (6 / (3/7 * 8/9))))
[282685] ['1/9', '2/5', '7/6', '5/2', '8'] -> ((8 + (7/6 - 5/2)) / (1/9 / 2/5))
[282686] ['2/9', '4/7', '7/8', '5/3', '2'] -> ((2 + (5/3 / (4/7 * 7/8))) / 2/9)
[282687] ['2/5', '4/5', '7/3', '7/3', '5'] -> (7/3 + (5 * (7/3 + (4/5 / 2/5))))
[282688] ['1/7', '1/6', '3/8', '3/8', '2'] -> (2 / (1/7 * (3/8 - (1/6 - 3/8))))
[282689] ['1/8', '1/7', '7/5', '5/3', '2'] -> ((2 - (1/7 * 7/5)) / (1/8 / 5/3))
[282690] ['1/9', '1/3', '7/9', '1', '9/5'] -> ((7/9 + 1) / ((1/3 / 9/5) - 1/9))
[282691] ['1/3', '3/8', '3/4', '6/5', '3'] -> (3 / ((6/5 * (3/4 - 1/3)) - 3/8))
[282692] ['2/5', '4/5', '7/3', '8/3', '5'] -> (5 * ((8/3 / 2/5) - (4/5 * 7/3)))
[282693] ['2/9', '4/7', '7/8', '9/5', '2'] -> ((2 / 7/8) / ((4/7 / 9/5) - 2/9))
[282694] ['3/4', '7/8', '7/8', '5/3', '7'] -> (7 / ((7/8 * 5/3) - (7/8 / 3/4)))
[282695] ['1/9', '2/5', '6/5', '7/5', '8'] -> (8 / (1/9 * (7/5 + (2/5 + 6/5))))
[282696] ['1/8', '1/7', '7/5', '2', '9/4'] -> (7/5 * (((1/7 + 9/4) / 1/8) - 2))
[282697] ['3/4', '7/8', '7/8', '9/5', '7'] -> (7 / (3/4 * (7/8 - (7/8 / 9/5))))
[282698] ['4/9', '5/9', '5/7', '7/4', '8'] -> ((5/7 + (4/9 + 5/9)) * (7/4 * 8))
[282699] ['1/6', '4/9', '1/2', '8/5', '3'] -> ((1/6 + 3) / (4/9 - (1/2 / 8/5)))
[282700] ['2/5', '4/5', '5/2', '5/2', '5'] -> (5/2 * ((5 * (4/5 * 5/2)) - 2/5))
[282701] ['1/9', '1/3', '7/9', '1', '9/2'] -> ((7/9 + 1) * (9/2 / (1/9 / 1/3)))
[282702] ['3/4', '7/8', '7/8', '7/3', '7'] -> (7 / (7/3 - (7/8 + (7/8 / 3/4))))
[282703] ['2/9', '4/7', '7/8', '2', '5/2'] -> (5/2 / (2/9 * (2 - (7/8 / 4/7))))
[282704] ['1/3', '3/8', '3/4', '7/3', '3'] -> (((3 / (3/4 / 7/3)) - 1/3) / 3/8)
[282705] ['1/8', '1/7', '7/5', '2', '7/3'] -> (((2 / 7/5) - 1/7) / (1/8 / 7/3))
[282706] ['1/7', '1/6', '3/8', '3/5', '2'] -> (((2 / (3/5 - 1/7)) - 3/8) / 1/6)
[282707] ['1/2', '5/9', '6/7', '7/8', '2'] -> (2 / (1/2 - (7/8 * (5/9 * 6/7))))
[282708] ['1/6', '4/9', '1/2', '9/5', '3'] -> (9/5 * ((3 / (4/9 * 1/2)) - 1/6))
[282709] ['2/5', '4/5', '9/2', '9/2', '5'] -> ((5 * (9/2 + (2/5 + 4/5))) - 9/2)
[282710] ['1/3', '3/8', '7/9', '4/5', '3'] -> (3 / ((1/3 / 4/5) - (3/8 * 7/9)))
[282711] ['3/4', '7/8', '7/8', '8/3', '7'] -> ((7 / (7/8 - 3/4)) / (7/8 * 8/3))
[282712] ['1/7', '1/6', '3/8', '2/3', '2'] -> (((2/3 / 1/7) - 1/6) / (3/8 / 2))
[282713] ['2/9', '4/7', '7/8', '2', '9/2'] -> (2 / (7/8 * (2/9 - (4/7 / 9/2))))
[282714] ['1/9', '2/5', '6/5', '5/2', '8'] -> ((((8 / 5/2) - 2/5) / 1/9) - 6/5)
[282715] ['3/4', '7/8', '7/8', '9/2', '7'] -> ((7 / (3/4 / 9/2)) / (7/8 + 7/8))
[282716] ['1/3', '3/8', '7/9', '8/7', '3'] -> ((1/3 / 7/9) / (8/7 - (3/8 * 3)))
[282717] ['2/5', '9/8', '8/7', '5/2', '9'] -> ((8/7 * 5/2) * (2/5 + (9 / 9/8)))
[282718] ['2/7', '5/9', '4/7', '4/5', '9'] -> ((4/7 + 4/5) * (9 / (2/7 / 5/9)))
[282719] ['1/4', '3/7', '9/8', '5/4', '6'] -> ((6 * (9/8 + (5/4 / 3/7))) - 1/4)
[282720] ['1/2', '5/9', '6/7', '6/5', '2'] -> (2 / ((5/9 * 6/5) - (1/2 / 6/7)))
[282721] ['3/4', '7/8', '8/9', '9/8', '7'] -> ((7 / (7/8 * 8/9)) / (9/8 - 3/4))
[282722] ['1/9', '2/5', '6/5', '9/2', '8'] -> (8 / (1/9 * (6/5 + (2/5 * 9/2))))
[282723] ['2/5', '5/6', '5/6', '7/8', '5'] -> (5 / (7/8 - (2/5 * (5/6 + 5/6))))
[282724] ['2/9', '4/7', '8/9', '9/8', '2'] -> ((2/9 / (4/7 - (9/8 / 2))) - 8/9)
[282725] ['1/3', '3/8', '7/9', '7/5', '3'] -> (3 / (1/3 - ((3/8 * 7/9) / 7/5)))
[282726] ['2/5', '9/8', '8/7', '7/2', '9'] -> ((8/7 * 7/2) + (9 / (2/5 * 9/8)))
[282727] ['2/9', '4/7', '8/9', '8/7', '2'] -> ((8/7 * 2) / (8/9 - (2/9 + 4/7)))
[282728] ['3/4', '7/8', '8/9', '8/7', '7'] -> (7 / (7/8 - ((3/4 * 8/9) / 8/7)))
[282729] ['1/4', '3/7', '9/8', '4/3', '6'] -> (1/4 + (6 * (4/3 + (9/8 / 3/7))))
[282730] ['1/7', '1/6', '3/8', '4/5', '2'] -> (2 / (1/7 * (3/8 + (1/6 / 4/5))))
[282731] ['1/3', '3/8', '7/9', '3/2', '3'] -> (1/3 / (((7/9 * 3/2) / 3) - 3/8))
[282732] ['2/7', '2/5', '1', '9/8', '6/5'] -> (1 / ((2/5 / (2/7 * 6/5)) - 9/8))
[282733] ['4/9', '5/9', '3/4', '3/4', '8'] -> ((3/4 * 8) / ((4/9 + 5/9) - 3/4))
[282734] ['3/4', '7/8', '8/9', '7/6', '7'] -> (7 / (3/4 * (7/6 - (7/8 * 8/9))))
[282735] ['2/7', '5/9', '4/7', '8/7', '9'] -> (8/7 / ((2/7 / 9) - (5/9 - 4/7)))
[282736] ['3/4', '7/8', '8/9', '6/5', '7'] -> ((7 / ((7/8 / 3/4) - 8/9)) - 6/5)
[282737] ['1/7', '1/6', '3/8', '8/9', '2'] -> ((2 / (1/7 - (1/6 * 3/8))) - 8/9)
[282738] ['1/6', '4/9', '5/9', '8/7', '3'] -> (3 / ((1/6 + 4/9) - (5/9 / 8/7)))
[282739] ['4/9', '5/9', '3/4', '6/7', '8'] -> ((6/7 * (5/9 + 8)) / (3/4 - 4/9))
[282740] ['2/3', '2/3', '1', '9/5', '9/4'] -> (2/3 / (((9/4 - 1) / 9/5) - 2/3))
[282741] ['1/2', '5/9', '6/7', '5/3', '2'] -> (6/7 * ((5/3 / (5/9 - 1/2)) - 2))
[282742] ['2/5', '9/8', '7/6', '5/4', '9'] -> (((7/6 * 9) - (9/8 / 5/4)) / 2/5)
[282743] ['2/5', '5/6', '5/6', '6/5', '5'] -> (5 / ((5/6 / (6/5 - 2/5)) - 5/6))
[282744] ['1/9', '2/5', '5/4', '5/3', '8'] -> ((8 - (5/3 / 5/4)) / (1/9 / 2/5))
[282745] ['1/3', '3/8', '7/9', '9/5', '3'] -> (3 / (9/5 * (7/9 - (1/3 + 3/8))))
[282746] ['2/9', '4/7', '8/9', '3/2', '2'] -> ((2 + (8/9 / 4/7)) / (2/9 / 3/2))
[282747] ['1/8', '1/7', '3/2', '2', '9/2'] -> (((3/2 / 1/7) - 9/2) / (1/8 * 2))
[282748] ['1/2', '5/9', '6/7', '7/4', '2'] -> ((2 / (5/9 - 1/2)) / (6/7 * 7/4))
[282749] ['3/4', '7/8', '8/9', '4/3', '7'] -> ((7 / (3/4 * 7/8)) / (4/3 - 8/9))
[282750] ['2/7', '5/9', '4/7', '9/7', '9'] -> (((5/9 * 9) + (4/7 + 9/7)) / 2/7)
[282751] ['2/5', '5/6', '5/6', '5/4', '5'] -> (5 / (((5/4 - 5/6) / 2/5) - 5/6))
[282752] ['2/3', '2/3', '1', '9/5', '8/3'] -> (8/3 / ((1 / 9/5) - (2/3 * 2/3)))
[282753] ['3/4', '7/8', '8/9', '7/5', '7'] -> (7 / (7/5 * (7/8 - (3/4 * 8/9))))
[282754] ['1/6', '4/9', '5/9', '9/5', '3'] -> (((9/5 + 3) - (4/9 / 5/9)) / 1/6)
[282755] ['2/5', '9/8', '7/6', '4/3', '9'] -> ((7/6 + ((4/3 + 9) / 2/5)) / 9/8)
[282756] ['1/3', '3/8', '7/9', '5/2', '3'] -> (1/3 / ((7/9 * (3 - 5/2)) - 3/8))
[282757] ['2/7', '2/5', '1', '9/8', '8/5'] -> ((8/5 + (2/5 / 2/7)) / (9/8 - 1))
[282758] ['3/4', '7/8', '8/9', '3/2', '7'] -> (7 / ((3/4 + 7/8) - (8/9 * 3/2)))
[282759] ['1/9', '1/3', '5/6', '6/7', '1'] -> (((1 / (1/3 * 6/7)) - 5/6) / 1/9)
[282760] ['2/5', '9/8', '7/6', '7/5', '9'] -> ((9 / (2/5 * 9/8)) / (7/6 / 7/5))
[282761] ['1/2', '5/9', '6/7', '2', '7/3'] -> ((6/7 + 2) * (7/3 / (1/2 * 5/9)))
[282762] ['2/5', '5/6', '5/6', '4/3', '5'] -> ((5 / (2/5 * 5/6)) / (5/6 / 4/3))
[282763] ['1/9', '1/3', '5/6', '1', '9/8'] -> (1 / ((1/9 / 1/3) + (5/6 - 9/8)))
[282764] ['1/6', '4/9', '4/7', '4/7', '3'] -> (((4/7 / 1/6) / (4/7 - 4/9)) - 3)
[282765] ['1/9', '2/5', '5/4', '9/2', '8'] -> ((9/2 / (1/9 * 5/4)) - (2/5 + 8))
[282766] ['2/5', '5/6', '5/6', '3/2', '5'] -> ((5/6 + (5 / 2/5)) / (5/6 / 3/2))
[282767] ['1/2', '5/9', '6/7', '2', '7/2'] -> ((2 / 7/2) / (1/2 - (5/9 * 6/7)))
[282768] ['1/7', '1/6', '3/8', '5/3', '2'] -> ((2 / 1/7) / ((3/8 / 1/6) - 5/3))
[282769] ['4/9', '5/9', '7/9', '8/7', '8'] -> ((8 + (5/9 + 7/9)) / (4/9 / 8/7))
[282770] ['3/4', '7/8', '8/9', '9/4', '7'] -> ((7 / (9/4 * (7/8 - 3/4))) - 8/9)
[282771] ['2/5', '5/6', '5/6', '7/4', '5'] -> ((2/5 * 5) / (7/4 - (5/6 + 5/6)))
[282772] ['2/9', '4/7', '8/9', '2', '7/2'] -> ((2 * 7/2) * ((8/9 / 2/9) - 4/7))
[282773] ['4/9', '5/9', '7/9', '5/4', '8'] -> (8 / ((4/9 * 5/4) + (5/9 - 7/9)))
[282774] ['1/7', '1/6', '3/8', '7/4', '2'] -> (((7/4 + 2) / 1/7) - (3/8 / 1/6))
[282775] ['1/2', '5/9', '7/8', '8/9', '2'] -> (2 / ((7/8 / (1/2 / 5/9)) - 8/9))
[282776] ['2/5', '9/8', '7/6', '7/3', '9'] -> (9/8 * ((7/6 - 7/3) + (9 / 2/5)))
[282777] ['1/3', '3/8', '4/5', '9/7', '3'] -> (3 / ((1/3 / 4/5) - (3/8 / 9/7)))
[282778] ['1/4', '3/7', '7/6', '4/3', '6'] -> ((6 / 3/7) + ((7/6 + 4/3) / 1/4))
[282779] ['1/9', '1/3', '5/6', '1', '7/5'] -> (((7/5 / 1/3) - 1) / (1/9 / 5/6))
[282780] ['2/7', '2/5', '1', '9/8', '8/3'] -> ((1 / 2/7) / ((9/8 / 2/5) - 8/3))
[282781] ['2/5', '5/6', '5/6', '9/4', '5'] -> (5 / ((5/6 / 2/5) - (5/6 * 9/4)))
[282782] ['1/7', '1/6', '3/8', '2', '7/3'] -> ((7/3 * (1/7 + 2)) / (3/8 - 1/6))
[282783] ['1/6', '4/9', '4/7', '3/4', '3'] -> (1/6 / (4/9 - (3/4 / (4/7 * 3))))
[282784] ['2/5', '5/6', '5/6', '7/3', '5'] -> (5 / (5/6 * (7/3 - (5/6 / 2/5))))
[282785] ['3/4', '7/8', '9/8', '5/4', '7'] -> (7 / ((3/4 / 9/8) + (7/8 - 5/4)))
[282786] ['2/3', '2/3', '1', '7/3', '9/2'] -> ((9/2 + (7/3 / 2/3)) / (1 - 2/3))
[282787] ['4/9', '5/9', '7/9', '7/4', '8'] -> (8 / ((4/9 - 5/9) + (7/9 / 7/4)))
[282788] ['1/9', '2/5', '9/7', '5/3', '8'] -> ((8 / 5/3) / ((2/5 / 9/7) - 1/9))
[282789] ['2/5', '5/6', '5/6', '5/2', '5'] -> ((5 + (5/2 / 5/6)) / (2/5 * 5/6))
[282790] ['1/3', '3/8', '4/5', '3/2', '3'] -> ((3 + (3/2 / (3/8 * 4/5))) / 1/3)
[282791] ['1/2', '5/9', '7/8', '7/6', '2'] -> (2 / (1/2 - ((5/9 * 7/8) / 7/6)))
[282792] ['3/4', '7/8', '9/8', '8/5', '7'] -> ((7 * (3/4 + 9/8)) / (7/8 / 8/5))
[282793] ['2/5', '9/8', '7/6', '9/2', '9'] -> (9 * ((7/6 / 2/5) - (9/8 / 9/2)))
[282794] ['1/6', '4/9', '4/7', '7/8', '3'] -> (3 / ((4/7 * 7/8) - (1/6 / 4/9)))
[282795] ['2/5', '5/6', '5/6', '7/2', '5'] -> (5 * (((5/6 + 7/2) / 5/6) - 2/5))
[282796] ['2/7', '5/9', '3/5', '2/3', '9'] -> (9 * ((5/9 * 3/5) + (2/3 / 2/7)))
[282797] ['2/7', '2/5', '1', '8/7', '7/6'] -> ((8/7 / 2/5) / ((2/7 + 1) - 7/6))
[282798] ['2/3', '2/3', '1', '8/3', '7/2'] -> (1 / (8/3 - (7/2 / (2/3 + 2/3))))
[282799] ['1/3', '3/8', '4/5', '8/3', '3'] -> (((8/3 / 4/5) - 1/3) / (3/8 / 3))
[282800] ['2/5', '5/6', '6/7', '6/7', '5'] -> ((2/5 + (6/7 / 5)) / (6/7 - 5/6))
[282801] ['1/8', '1/7', '5/3', '2', '7/2'] -> (2 / (1/7 - ((1/8 * 5/3) / 7/2)))
[282802] ['3/4', '7/8', '9/8', '9/4', '7'] -> ((7 * (9/4 + (9/8 / 7/8))) - 3/4)
[282803] ['1/9', '2/5', '9/7', '7/3', '8'] -> ((9/7 * (2/5 + 8)) * (7/3 - 1/9))
[282804] ['2/3', '2/3', '1', '7/2', '9/2'] -> ((7/2 + 9/2) / ((2/3 + 2/3) - 1))
[282805] ['2/7', '5/9', '3/5', '7/9', '9'] -> ((3/5 + 9) / (7/9 * (2/7 / 5/9)))
[282806] ['2/5', '5/6', '6/7', '7/8', '5'] -> ((2/5 * 5) / (5/6 - (6/7 * 7/8)))
[282807] ['1/3', '3/8', '4/5', '3', '9/2'] -> ((3 / 1/3) + (9/2 / (3/8 * 4/5)))
[282808] ['2/7', '2/5', '1', '8/7', '9/7'] -> ((8/7 + ((1 + 9/7) / 2/5)) / 2/7)
[282809] ['2/3', '2/3', '1', '9/2', '9/2'] -> (9/2 * ((1 / 2/3) - (2/3 - 9/2)))
[282810] ['1/4', '3/7', '6/5', '4/3', '6'] -> ((6 / (4/3 * (3/7 - 1/4))) - 6/5)
[282811] ['1/2', '5/9', '7/8', '8/5', '2'] -> ((2 / 5/9) / ((7/8 / 1/2) - 8/5))
[282812] ['2/7', '2/5', '1', '8/7', '4/3'] -> (8/7 / (1 - (4/3 * (2/7 / 2/5))))
[282813] ['3/4', '7/8', '8/7', '8/7', '7'] -> ((8/7 + 8/7) / (3/4 / (7/8 + 7)))
[282814] ['2/5', '5/6', '6/7', '8/9', '5'] -> ((2/5 * 5) / ((5/6 / 6/7) - 8/9))
[282815] ['1/7', '1/6', '2/5', '2/3', '2'] -> ((2/3 / (1/6 * 2/5)) + (2 / 1/7))
[282816] ['2/5', '9/8', '6/5', '7/2', '9'] -> (9 / ((7/2 * (2/5 * 9/8)) - 6/5))
[282817] ['2/3', '5/7', '5/7', '3/4', '1'] -> ((1 + (5/7 / 5/7)) / (3/4 - 2/3))
[282818] ['2/5', '9/8', '5/4', '5/4', '9'] -> (9 / ((2/5 * 5/4) + (9/8 - 5/4)))
[282819] ['1/9', '2/5', '9/7', '7/2', '8'] -> (8 * ((1/9 / 2/5) + (7/2 / 9/7)))
[282820] ['1/6', '4/9', '4/7', '4/3', '3'] -> (4/3 + ((3 + (4/9 / 4/7)) / 1/6))
[282821] ['1/4', '3/7', '6/5', '8/5', '6'] -> (6/5 + (8/5 * (1/4 + (6 / 3/7))))
[282822] ['1/8', '1/7', '7/4', '2', '7/3'] -> ((1/7 + (2 / 7/4)) / (1/8 / 7/3))
[282823] ['1/2', '5/9', '7/8', '9/5', '2'] -> (9/5 / ((1/2 - 2) + (7/8 / 5/9)))
[282824] ['2/9', '4/7', '9/8', '5/3', '2'] -> (2 * ((5/3 / (2/9 * 4/7)) - 9/8))
[282825] ['2/5', '9/8', '5/4', '9/7', '9'] -> (9 / ((9/8 / 9/7) - (2/5 * 5/4)))
[282826] ['3/4', '7/8', '8/7', '9/7', '7'] -> ((8/7 + 7) / ((3/4 + 7/8) - 9/7))
[282827] ['1/7', '1/6', '2/5', '7/9', '2'] -> ((1/7 + (2 / 2/5)) / (1/6 / 7/9))
[282828] ['1/9', '1/3', '6/7', '1', '7/5'] -> ((1 + (7/5 * (1/3 + 6/7))) / 1/9)
[282829] ['2/3', '5/7', '5/7', '4/5', '1'] -> (4/5 / ((1 / (5/7 + 5/7)) - 2/3))
[282830] ['4/9', '5/9', '4/5', '3/2', '8'] -> (3/2 * (4/5 + ((4/9 + 8) / 5/9)))
[282831] ['3/4', '7/8', '8/7', '4/3', '7'] -> (7 / (4/3 * (7/8 - (3/4 / 8/7))))
[282832] ['2/7', '2/5', '1', '8/7', '9/5'] -> (8/7 / (((1 - 2/5) / 9/5) - 2/7))
[282833] ['1/2', '5/9', '7/8', '2', '9/4'] -> (2 / (1/2 * (5/9 - (7/8 / 9/4))))
[282834] ['1/6', '4/9', '4/7', '3/2', '3'] -> (4/7 * (3/2 + (3 / (1/6 * 4/9))))
[282835] ['1/9', '2/5', '4/3', '3/2', '8'] -> ((4/3 + (8 / 3/2)) / (1/9 / 2/5))
[282836] ['2/5', '5/6', '6/7', '6/5', '5'] -> ((6/7 + 6/5) * ((5 / 2/5) - 5/6))
[282837] ['2/3', '5/7', '5/7', '5/6', '1'] -> ((5/7 + 1) / (2/3 - (5/7 * 5/6)))
[282838] ['1/7', '1/6', '2/5', '5/6', '2'] -> ((2 + (2/5 / 1/7)) / (1/6 / 5/6))
[282839] ['3/4', '7/8', '8/7', '7/5', '7'] -> ((8/7 + 7) / (7/8 - (3/4 / 7/5)))
[282840] ['1/8', '1/7', '9/5', '2', '9/4'] -> ((2 / 1/7) + (9/4 / (1/8 * 9/5)))
[282841] ['4/9', '5/9', '4/5', '9/4', '8'] -> (4/9 + (8 * (9/4 + (5/9 / 4/5))))
[282842] ['1/9', '2/5', '4/3', '7/4', '8'] -> ((8 - (4/3 / 2/5)) / (1/9 * 7/4))
[282843] ['2/3', '5/7', '5/7', '7/8', '1'] -> ((1 / 5/7) / ((2/3 / 5/7) - 7/8))
[282844] ['2/5', '9/8', '5/4', '9/4', '9'] -> ((9 + (9/4 / 5/4)) / (2/5 * 9/8))
[282845] ['1/8', '1/7', '9/5', '2', '7/3'] -> ((2 - (1/7 * 7/3)) / (1/8 / 9/5))
[282846] ['2/7', '5/9', '3/5', '7/6', '9'] -> ((2/7 + (9 / 7/6)) / (5/9 * 3/5))
[282847] ['1/6', '4/9', '4/7', '5/3', '3'] -> ((5/3 + (3 * (4/9 / 4/7))) / 1/6)
[282848] ['1/4', '3/7', '6/5', '8/3', '6'] -> ((6 / ((1/4 * 8/3) - 3/7)) - 6/5)
[282849] ['2/9', '4/7', '9/8', '2', '7/3'] -> ((4/7 + 2) * (7/3 / (2/9 * 9/8)))
[282850] ['2/7', '2/5', '1', '8/7', '7/2'] -> ((7/2 + (1 / 2/5)) / (2/7 / 8/7))
[282851] ['1/2', '5/9', '7/8', '2', '9/2'] -> (2 / ((1/2 * 5/9) - (7/8 / 9/2)))
[282852] ['1/3', '3/8', '6/7', '8/9', '3'] -> (3 / (8/9 - (3/8 + (1/3 / 6/7))))
[282853] ['1/9', '1/3', '6/7', '1', '7/4'] -> ((1 - (1/3 - 6/7)) / (1/9 / 7/4))
[282854] ['1/9', '2/5', '4/3', '9/4', '8'] -> ((9/4 + (4/3 / (2/5 * 8))) / 1/9)
[282855] ['2/9', '4/7', '9/8', '2', '5/2'] -> ((5/2 + (2 / 4/7)) / (2/9 * 9/8))
[282856] ['2/7', '5/9', '3/5', '6/5', '9'] -> ((5/9 * 9) * (3/5 + (6/5 / 2/7)))
[282857] ['2/5', '9/8', '5/4', '8/3', '9'] -> ((9 + (9/8 * 8/3)) / (2/5 * 5/4))
[282858] ['1/6', '4/9', '4/7', '9/5', '3'] -> ((3 - (4/9 / 4/7)) / (1/6 / 9/5))
[282859] ['2/5', '5/6', '6/7', '7/5', '5'] -> ((6/7 + (5 / 5/6)) / (2/5 / 7/5))
[282860] ['2/9', '4/7', '9/8', '2', '8/3'] -> ((8/3 / (2/9 * 4/7)) / (2 - 9/8))
[282861] ['1/4', '3/7', '6/5', '9/2', '6'] -> ((9/2 / (1/4 - (3/7 / 6))) - 6/5)
[282862] ['3/4', '7/8', '8/7', '7/3', '7'] -> (7 / ((7/8 * (7/3 - 8/7)) - 3/4))
[282863] ['1/3', '3/8', '6/7', '6/5', '3'] -> ((3 / 6/5) / ((3/8 / 6/7) - 1/3))
[282864] ['2/7', '2/5', '1', '7/6', '6/5'] -> ((2/7 + 2/5) / ((6/5 / 7/6) - 1))
[282865] ['1/9', '1/3', '6/7', '1', '9/4'] -> (1 / (1/3 - (9/4 * (1/9 / 6/7))))
[282866] ['1/2', '5/9', '8/9', '8/7', '2'] -> (2 / ((5/9 / (1/2 * 8/7)) - 8/9))
[282867] ['2/3', '5/7', '5/7', '1', '6/5'] -> ((5/7 + 1) / (2/3 - (5/7 / 6/5)))
[282868] ['2/5', '9/8', '9/7', '9/7', '9'] -> ((9/7 + ((9/7 + 9) / 2/5)) / 9/8)
[282869] ['1/4', '3/7', '5/4', '7/5', '6'] -> (6 * (3/7 + (5/4 / (1/4 * 7/5))))
[282870] ['2/7', '5/9', '3/5', '4/3', '9'] -> (((9 + (4/3 / 2/7)) / 5/9) - 3/5)
[282871] ['2/5', '9/8', '9/7', '4/3', '9'] -> (9/7 * ((9 / (2/5 * 9/8)) - 4/3))
[282872] ['3/4', '7/8', '7/6', '7/6', '7'] -> ((7 / (7/8 - 3/4)) / (7/6 + 7/6))
[282873] ['2/7', '5/9', '3/5', '7/5', '9'] -> (3/5 + ((2/7 + 9) / (5/9 / 7/5)))
[282874] ['1/4', '3/7', '5/4', '8/5', '6'] -> (8/5 * ((6 / 3/7) - (1/4 - 5/4)))
[282875] ['1/8', '1/7', '2', '9/4', '7/3'] -> ((2 / (1/7 * 7/3)) + (9/4 / 1/8))
[282876] ['3/4', '7/8', '7/6', '6/5', '7'] -> (7 / (7/6 * (7/8 - (3/4 / 6/5))))
[282877] ['2/7', '5/9', '3/5', '3/2', '9'] -> (9 * (3/2 + (3/5 / (2/7 / 5/9))))
[282878] ['1/7', '1/6', '2/5', '3/2', '2'] -> ((1/6 + 3/2) * (2/5 + (2 / 1/7)))
[282879] ['4/9', '5/9', '5/6', '7/3', '8'] -> (8 * (7/3 + (5/6 * (4/9 / 5/9))))
[282880] ['1/6', '4/9', '3/5', '7/9', '3'] -> (4/9 / ((1/6 / 3/5) - (7/9 / 3)))
[282881] ['1/3', '3/8', '6/7', '7/4', '3'] -> (3 / ((7/4 * (1/3 * 6/7)) - 3/8))
[282882] ['1/9', '2/5', '7/5', '7/4', '8'] -> ((2/5 + 8) / (1/9 * (7/5 + 7/4)))
[282883] ['1/8', '1/7', '2', '9/4', '5/2'] -> (((9/4 + 5/2) / 1/8) - (2 / 1/7))
