[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[61322] ['1/2', '9/7', '7/4', '4', '9/2'] -> (((4 * 9/2) / (9/7 / 7/4)) - 1/2)
[61323] ['1/5', '7/8', '9/8', '8/7', '4'] -> (7/8 + ((9/8 + (4 / 8/7)) / 1/5))
[61324] ['3/8', '3/7', '7/9', '9/2', '8'] -> ((7/9 * 9/2) * (8 - (3/7 / 3/8)))
[61325] ['2/5', '1/2', '8/7', '8/3', '4'] -> ((4 / (1/2 - (2/5 / 8/7))) - 8/3)
[61326] ['1/5', '3/8', '7/5', '9/2', '6'] -> ((7/5 * 9/2) / (1/5 + (3/8 / 6)))
[61327] ['1/9', '4/7', '6/5', '9/7', '4'] -> (((4/7 / (9/7 - 6/5)) - 4) / 1/9)
[61328] ['1/9', '6/7', '7/8', '7/8', '3'] -> (6/7 * ((7/8 / 7/8) + (3 / 1/9)))
[61329] ['1/4', '2/3', '5/6', '6/7', '5'] -> (((5 / 6/7) - (2/3 - 5/6)) / 1/4)
[61330] ['1/9', '4/7', '6/5', '4/3', '4'] -> ((4/3 + (4 / 6/5)) / (1/9 / 4/7))
[61331] ['1/6', '3/8', '3/4', '6/5', '9'] -> (((3/8 * 9) + (3/4 / 6/5)) / 1/6)
[61332] ['3/8', '3/7', '4/5', '4/5', '8'] -> ((4/5 + (4/5 / 3/7)) + (8 / 3/8))
[61333] ['2/5', '3/5', '7/6', '7/4', '3'] -> (2/5 / ((3/5 - 7/6) + (7/4 / 3)))
[61334] ['1/5', '3/7', '4/7', '7/3', '5'] -> ((5 / 1/5) - (7/3 - (4/7 / 3/7)))
[61335] ['1/5', '7/8', '9/8', '9/7', '4'] -> ((9/7 / 9/8) + (4 / (1/5 * 7/8)))
[61336] ['1/9', '1/6', '5/7', '3/4', '7'] -> ((5/7 / 3/4) * (7 / (1/9 + 1/6)))
[61337] ['4/7', '3/5', '8/9', '1', '9/7'] -> ((8/9 * 9/7) / (1 - (4/7 / 3/5)))
[61338] ['1/9', '6/7', '7/8', '7/6', '3'] -> (((3 / 6/7) - 7/6) / (1/9 * 7/8))
[61339] ['3/8', '3/7', '4/5', '5/6', '8'] -> (((5/6 + (8 / 3/7)) / 4/5) - 3/8)
[61340] ['1/4', '2/3', '5/6', '8/7', '5'] -> (((8/7 * (5/6 + 5)) - 2/3) / 1/4)
[61341] ['1/9', '4/7', '6/5', '8/5', '4'] -> ((8/5 + 4) / (6/5 * (1/9 / 4/7)))
[61342] ['1/6', '3/8', '3/4', '8/5', '9'] -> ((9 + (3/8 / 1/6)) / (3/4 / 8/5))
[61343] ['1/9', '4/7', '6/5', '5/3', '4'] -> ((5/3 / (1/9 / 4/7)) * (4 - 6/5))
[61344] ['1/7', '1/4', '1/2', '7/9', '5'] -> (5 / (7/9 * (1/7 + (1/4 * 1/2))))
[61345] ['1/5', '7/8', '9/8', '5/3', '4'] -> ((7/8 + 9/8) * (4 / (1/5 * 5/3)))
[61346] ['3/8', '3/7', '4/5', '6/7', '8'] -> ((3/7 + (8 / (4/5 / 6/7))) / 3/8)
[61347] ['1/9', '4/7', '6/5', '7/4', '4'] -> (6/5 * ((4 / (1/9 * 7/4)) - 4/7))
[61348] ['1/9', '1/6', '5/7', '7/8', '7'] -> ((5/7 * 7) / (7/8 - (1/9 / 1/6)))
[61349] ['1/5', '3/8', '8/5', '7/3', '6'] -> (1/5 + ((3/8 + 6) * (8/5 * 7/3)))
[61350] ['2/5', '1/2', '7/6', '9/5', '4'] -> (4 / ((2/5 / 1/2) + (7/6 - 9/5)))
[61351] ['4/7', '3/5', '8/9', '1', '8/5'] -> (8/5 / (1 - (8/9 / (4/7 / 3/5))))
[61352] ['1/9', '6/7', '7/8', '3/2', '3'] -> ((3 / (1/9 * 6/7)) / (7/8 * 3/2))
[61353] ['1/9', '4/7', '6/5', '9/5', '4'] -> ((4 + (6/5 / 9/5)) / (1/9 / 4/7))
[61354] ['1/9', '1/6', '5/7', '8/9', '7'] -> (((5/7 * 7) - (1/9 + 8/9)) / 1/6)
[61355] ['2/5', '3/5', '6/5', '7/5', '3'] -> ((7/5 + (3/5 + 6/5)) / (2/5 / 3))
[61356] ['1/5', '3/8', '8/5', '5/2', '6'] -> (((6 / (3/8 * 5/2)) - 8/5) / 1/5)
[61357] ['2/5', '1/2', '7/6', '5/2', '4'] -> (4 / (2/5 - ((1/2 * 7/6) / 5/2)))
[61358] ['1/2', '9/7', '9/4', '5/2', '4'] -> (4 * (5/2 + (9/4 / (1/2 * 9/7))))
[61359] ['1/5', '3/8', '5/3', '5/3', '6'] -> ((6 / (1/5 * 3/8)) / (5/3 + 5/3))
[61360] ['1/5', '7/8', '9/8', '8/3', '4'] -> (8/3 / (4 - (7/8 / (1/5 * 9/8))))
[61361] ['1/4', '2/3', '6/7', '7/8', '5'] -> (((5 / (6/7 * 7/8)) - 2/3) / 1/4)
[61362] ['2/5', '3/5', '6/5', '5/3', '3'] -> (6/5 / ((3/5 / (3 - 5/3)) - 2/5))
[61363] ['1/9', '6/7', '7/8', '5/3', '3'] -> ((3 + (5/3 / 1/9)) / (6/7 * 7/8))
[61364] ['1/9', '1/6', '5/7', '8/7', '7'] -> (((5/7 - 7) + (8/7 / 1/9)) / 1/6)
[61365] ['2/5', '1/2', '7/6', '7/2', '4'] -> ((1/2 + 7/6) * (2/5 + (7/2 * 4)))
[61366] ['4/7', '3/5', '8/9', '1', '9/5'] -> (9/5 / ((1 / 8/9) - (3/5 / 4/7)))
[61367] ['1/5', '7/8', '9/8', '7/2', '4'] -> ((7/2 * 4) + ((7/8 + 9/8) / 1/5))
[61368] ['1/9', '4/7', '6/5', '5/2', '4'] -> ((4 / (5/2 * (1/9 * 4/7))) - 6/5)
[61369] ['1/7', '1/4', '1/2', '6/5', '5'] -> (6/5 / (1/7 * (1/4 + (1/2 / 5))))
[61370] ['3/8', '3/7', '4/5', '7/6', '8'] -> ((3/7 + (8 / (4/5 * 7/6))) / 3/8)
[61371] ['1/9', '6/7', '7/8', '7/4', '3'] -> (3 + (7/4 / (7/8 * (1/9 * 6/7))))
[61372] ['2/7', '5/8', '5/8', '2', '9/2'] -> ((5/8 + 5/8) + ((2 + 9/2) / 2/7))
[61373] ['1/2', '9/7', '9/4', '4', '9/2'] -> ((9/2 / (9/7 - (1/2 * 9/4))) - 4)
[61374] ['1/4', '2/3', '6/7', '8/9', '5'] -> (8/9 + ((5 + (2/3 / 6/7)) / 1/4))
[61375] ['1/9', '3/8', '4/7', '3/2', '5'] -> ((4/7 * ((5 / 1/9) - 3/8)) - 3/2)
[61376] ['4/7', '3/5', '8/9', '1', '9/4'] -> ((1 / (4/7 - (3/5 * 8/9))) - 9/4)
[61377] ['1/5', '7/8', '9/8', '4', '9/2'] -> ((9/8 - 4) + ((7/8 + 9/2) / 1/5))
[61378] ['1/5', '3/8', '5/3', '5/2', '6'] -> (6 / ((3/8 / (5/2 - 5/3)) - 1/5))
[61379] ['2/5', '3/5', '5/4', '5/4', '3'] -> (3 / (5/4 * (3/5 - (2/5 * 5/4))))
[61380] ['1/2', '9/7', '5/2', '5/2', '4'] -> (4 / (5/2 - ((1/2 + 5/2) / 9/7)))
[61381] ['3/8', '3/7', '4/5', '9/7', '8'] -> ((9/7 / ((3/8 / 4/5) - 3/7)) - 8)
[61382] ['1/7', '1/4', '1/2', '7/5', '5'] -> ((1/4 + (1/2 / 1/7)) * (7/5 + 5))
[61383] ['1/5', '3/7', '3/5', '8/9', '5'] -> (5 / ((3/5 / 8/9) - (1/5 / 3/7)))
[61384] ['1/9', '1/6', '5/7', '5/4', '7'] -> (1/9 / (1/6 - (5/4 / (5/7 + 7))))
[61385] ['1/9', '3/8', '4/7', '5/3', '5'] -> ((5/3 + 5) / (4/7 * (1/9 + 3/8)))
[61386] ['1/2', '9/7', '5/2', '4', '9/2'] -> (4 / ((5/2 / 9/2) - (1/2 / 9/7)))
[61387] ['1/9', '6/7', '7/8', '5/2', '3'] -> ((6/7 / 7/8) * ((3 / 1/9) - 5/2))
[61388] ['2/7', '5/8', '2/3', '7/9', '2'] -> (2/3 / (7/9 - (2/7 * (5/8 + 2))))
[61389] ['1/5', '7/8', '8/7', '9/7', '4'] -> (7/8 + ((9/7 + 4) / (1/5 * 8/7)))
[61390] ['1/5', '3/7', '3/5', '9/8', '5'] -> (5 / ((3/5 * 9/8) - (1/5 / 3/7)))
[61391] ['1/7', '1/4', '1/2', '5/3', '5'] -> ((5/3 - 1/2) / (1/4 / (1/7 + 5)))
[61392] ['4/7', '3/5', '8/9', '1', '8/3'] -> (8/3 / ((1 / 3/5) - (8/9 / 4/7)))
[61393] ['1/2', '9/7', '7/2', '4', '9/2'] -> (9/2 * (((7/2 + 4) / 9/7) - 1/2))
[61394] ['1/9', '1/6', '5/7', '7/5', '7'] -> (((7/5 / 1/9) - 7) / (1/6 / 5/7))
[61395] ['3/8', '3/7', '4/5', '8/5', '8'] -> ((8/5 / (3/8 * 4/5)) + (8 / 3/7))
[61396] ['2/5', '3/5', '5/4', '9/4', '3'] -> ((3 + (9/4 / 5/4)) / (3/5 - 2/5))
[61397] ['1/2', '9/7', '4', '9/2', '9/2'] -> (((4 + 9/2) + (9/2 / 9/7)) / 1/2)
[61398] ['1/6', '3/8', '7/9', '8/5', '9'] -> (((9 * (7/9 / 8/5)) - 3/8) / 1/6)
[61399] ['1/9', '3/8', '4/7', '9/4', '5'] -> (((1/9 * 9/4) + (5 / 4/7)) / 3/8)
[61400] ['1/9', '4/7', '5/4', '4/3', '4'] -> (((5/4 * 4) - (4/3 / 4/7)) / 1/9)
[61401] ['1/9', '1/6', '5/7', '3/2', '7'] -> (7 * (((5/7 - 1/6) / 1/9) - 3/2))
[61402] ['1/4', '2/3', '6/7', '8/5', '5'] -> (((8/5 / 6/7) - 2/3) / (1/4 / 5))
[61403] ['2/5', '3/5', '5/4', '7/3', '3'] -> (2/5 / ((3/5 - 5/4) - (7/3 - 3)))
[61404] ['2/5', '1/2', '5/4', '9/4', '4'] -> (((5/4 + 4) / (2/5 * 1/2)) - 9/4)
[61405] ['1/9', '6/7', '8/9', '8/9', '3'] -> (6/7 * ((8/9 / 8/9) + (3 / 1/9)))
[61406] ['1/9', '3/8', '4/7', '7/3', '5'] -> ((5 + (4/7 * 7/3)) / (3/8 - 1/9))
[61407] ['2/5', '1/2', '5/4', '7/3', '4'] -> (4 / ((1/2 / 2/5) + (5/4 - 7/3)))
[61408] ['1/6', '3/8', '7/9', '9/5', '9'] -> (((3/8 + 9) * (7/9 + 9/5)) - 1/6)
[61409] ['3/8', '3/7', '4/5', '9/5', '8'] -> ((8 + (9/5 / (3/8 * 3/7))) / 4/5)
[61410] ['2/5', '3/5', '5/4', '8/3', '3'] -> (3/5 / (((2/5 + 3) / 8/3) - 5/4))
[61411] ['1/4', '2/3', '6/7', '9/5', '5'] -> ((9/5 * 5) / (2/3 - (1/4 / 6/7)))
[61412] ['2/7', '5/8', '2/3', '7/6', '2'] -> (2 / ((5/8 * 2/3) - (2/7 * 7/6)))
[61413] ['1/9', '6/7', '8/9', '9/8', '3'] -> (6/7 * ((8/9 * 9/8) + (3 / 1/9)))
[61414] ['1/5', '3/7', '3/5', '5/3', '5'] -> ((3/7 + 3/5) * ((5 / 1/5) - 5/3))
[61415] ['3/8', '3/7', '4/5', '9/4', '8'] -> ((9/4 / (3/8 * 3/7)) + (8 / 4/5))
[61416] ['1/2', '4/3', '7/5', '3/2', '4'] -> (4 * ((1/2 / (7/5 - 4/3)) - 3/2))
[61417] ['1/6', '3/8', '7/9', '5/2', '9'] -> ((5/2 * (7/9 + 9)) - (1/6 / 3/8))
[61418] ['2/5', '1/2', '9/7', '4/3', '4'] -> (9/7 * ((4 / (2/5 * 1/2)) - 4/3))
[61419] ['4/7', '3/5', '1', '9/8', '6/5'] -> (3/5 / ((1 + 9/8) - (6/5 / 4/7)))
[61420] ['1/4', '2/3', '6/7', '7/3', '5'] -> ((6/7 * 7/3) * (5 / (2/3 - 1/4)))
[61421] ['3/8', '3/7', '4/5', '7/3', '8'] -> (((8 / 4/5) - (3/7 * 7/3)) / 3/8)
[61422] ['1/9', '1/6', '5/7', '7/3', '7'] -> ((5/7 / (1/9 + 1/6)) * (7/3 + 7))
[61423] ['1/9', '6/7', '8/9', '5/4', '3'] -> ((8/9 + 3) / (5/4 * (1/9 / 6/7)))
[61424] ['1/2', '4/3', '7/5', '7/4', '4'] -> ((1/2 * 4) / (4/3 - (7/4 / 7/5)))
[61425] ['1/5', '7/8', '8/7', '8/3', '4'] -> (8/3 * (4 + (8/7 / (1/5 / 7/8))))
[61426] ['1/5', '3/7', '3/5', '9/4', '5'] -> ((9/4 + (3/5 / 1/5)) * (5 - 3/7))
[61427] ['2/5', '1/2', '9/7', '7/5', '4'] -> ((9/7 * 4) / (1/2 - (2/5 / 7/5)))
[61428] ['1/9', '3/8', '4/7', '9/2', '5'] -> ((5 / 1/9) - (9/2 / (3/8 * 4/7)))
[61429] ['1/9', '4/7', '5/4', '7/4', '4'] -> ((5/4 + (7/4 / 1/9)) + (4 / 4/7))
[61430] ['3/8', '3/7', '4/5', '5/2', '8'] -> ((5/2 / (3/8 / 4/5)) + (8 / 3/7))
[61431] ['4/7', '3/5', '1', '9/8', '9/7'] -> (9/7 / (9/8 * (1 - (4/7 / 3/5))))
[61432] ['1/9', '1/6', '5/7', '8/3', '7'] -> ((5/7 * 7) / (1/6 + (1/9 / 8/3)))
[61433] ['1/4', '2/3', '6/7', '9/2', '5'] -> (((9/2 / (1/4 * 6/7)) - 5) / 2/3)
[61434] ['1/5', '3/8', '7/3', '9/2', '6'] -> ((7/3 + (6 / (1/5 * 9/2))) / 3/8)
[61435] ['2/7', '5/8', '2/3', '3/2', '2'] -> ((2/7 / (2/3 - 5/8)) * (3/2 + 2))
[61436] ['1/2', '4/3', '7/5', '5/2', '4'] -> (4 / ((1/2 * 7/5) - (4/3 / 5/2)))
[61437] ['1/9', '3/8', '3/5', '5/7', '5'] -> ((5 / (1/9 + 3/8)) / (3/5 * 5/7))
[61438] ['1/7', '1/4', '5/9', '3/4', '5'] -> (5 * ((3/4 / 1/7) - (1/4 / 5/9)))
[61439] ['1/4', '2/3', '7/8', '7/8', '5'] -> ((5 - (7/8 / 7/8)) / (1/4 * 2/3))
[61440] ['1/5', '3/8', '8/3', '8/3', '6'] -> ((3/8 * 6) * ((8/3 / 1/5) - 8/3))
[61441] ['1/4', '2/3', '7/8', '9/8', '5'] -> ((7/8 + 9/8) * (5 / (2/3 - 1/4)))
[61442] ['2/5', '1/2', '9/7', '7/4', '4'] -> (7/4 * (1/2 + ((9/7 + 4) / 2/5)))
[61443] ['1/9', '3/8', '3/5', '7/9', '5'] -> (((5 / 3/5) - (1/9 - 7/9)) / 3/8)
[61444] ['1/9', '1/6', '3/4', '4/5', '7'] -> (7 / ((1/9 * 3/4) + (1/6 / 4/5)))
[61445] ['2/7', '5/8', '2/3', '5/3', '2'] -> (2 / (2/7 * (2/3 - (5/8 / 5/3))))
[61446] ['1/9', '4/7', '5/4', '7/3', '4'] -> ((4/7 * (5/4 + 4)) + (7/3 / 1/9))
[61447] ['2/5', '3/5', '9/7', '5/2', '3'] -> (2/5 / (3/5 - (5/2 / (9/7 + 3))))
[61448] ['4/7', '3/5', '1', '9/8', '8/5'] -> (8/5 / (1 - (3/5 / (4/7 * 9/8))))
[61449] ['1/4', '2/3', '7/8', '8/7', '5'] -> ((5 - (7/8 * 8/7)) / (1/4 * 2/3))
[61450] ['1/2', '4/3', '8/5', '5/3', '4'] -> ((4/3 + (4 * (8/5 * 5/3))) / 1/2)
[61451] ['1/9', '1/6', '3/4', '6/7', '7'] -> ((6/7 * 7) / (1/6 + (1/9 * 3/4)))
[61452] ['1/9', '6/7', '8/9', '9/4', '3'] -> (3 + ((8/9 * 9/4) / (1/9 * 6/7)))
[61453] ['2/5', '3/5', '9/7', '8/3', '3'] -> (8/3 / ((2/5 / 9/7) - (3/5 / 3)))
[61454] ['1/9', '3/8', '3/5', '5/6', '5'] -> (5 / (3/5 * (5/6 - (1/9 + 3/8))))
[61455] ['1/6', '3/8', '4/5', '8/7', '9'] -> ((9 / (8/7 - 4/5)) - (3/8 / 1/6))
[61456] ['1/5', '3/7', '5/8', '2/3', '5'] -> (((2/3 / 1/5) + (5 / 3/7)) / 5/8)
[61457] ['3/8', '3/7', '5/6', '7/8', '8'] -> (8 / (((7/8 - 3/8) / 3/7) - 5/6))
[61458] ['1/9', '1/6', '3/4', '7/8', '7'] -> (7 / (7/8 * (1/9 + (1/6 / 3/4))))
[61459] ['1/7', '1/4', '5/9', '6/7', '5'] -> ((6/7 / 5) / ((1/7 / 5/9) - 1/4))
[61460] ['1/5', '3/8', '7/2', '7/2', '6'] -> ((((6 - 7/2) / 1/5) - 7/2) / 3/8)
[61461] ['1/9', '1/6', '3/4', '8/9', '7'] -> (7 / (1/6 * (8/9 + (1/9 + 3/4))))
[61462] ['2/7', '5/8', '2/3', '2', '7/3'] -> (((7/3 / 2/7) - 2/3) / (5/8 / 2))
[61463] ['4/7', '3/5', '1', '9/8', '9/4'] -> ((1 / (4/7 - (3/5 / 9/8))) - 9/4)
[61464] ['2/5', '1/2', '9/7', '5/2', '4'] -> ((2/5 / ((9/7 / 5/2) - 1/2)) - 4)
[61465] ['1/7', '1/4', '5/9', '7/8', '5'] -> (5 / (5/9 * (1/4 + (1/7 * 7/8))))
[61466] ['3/8', '3/7', '5/6', '9/8', '8'] -> ((8 * (3/8 / 3/7)) / (9/8 - 5/6))
[61467] ['1/5', '3/8', '9/2', '9/2', '6'] -> ((9/2 / (3/8 / 9/2)) - (6 / 1/5))
[61468] ['1/5', '3/7', '5/8', '7/9', '5'] -> (5 / ((3/7 * 7/9) - (1/5 * 5/8)))
[61469] ['1/9', '3/8', '3/5', '8/7', '5'] -> (3/8 + (5 / (8/7 * (1/9 / 3/5))))
[61470] ['2/7', '5/8', '2/3', '2', '5/2'] -> ((2 + (5/2 / (2/7 * 5/8))) / 2/3)
[61471] ['1/4', '2/3', '7/8', '9/5', '5'] -> ((2/3 + 5) / ((7/8 / 9/5) - 1/4))
[61472] ['1/9', '1/6', '3/4', '8/7', '7'] -> ((8/7 * 7) / (1/9 + (1/6 / 3/4)))
[61473] ['1/5', '2/5', '2/5', '3/7', '6'] -> ((2/5 + (6 / 3/7)) / (1/5 + 2/5))
[61474] ['1/5', '7/8', '7/6', '4', '9/2'] -> ((9/2 + (4 / 1/5)) / (7/8 * 7/6))
[61475] ['1/9', '4/7', '9/7', '9/7', '4'] -> (((4 / 9/7) - (4/7 / 9/7)) / 1/9)
[61476] ['1/6', '3/8', '4/5', '7/5', '9'] -> ((7/5 + 9) / (4/5 * (1/6 + 3/8)))
[61477] ['1/7', '1/4', '5/9', '8/7', '5'] -> (5 / (5/9 * (1/4 + (1/7 / 8/7))))
[61478] ['1/9', '4/7', '9/7', '7/5', '4'] -> ((4/7 + (4 / 7/5)) / (1/9 * 9/7))
[61479] ['2/7', '5/8', '2/3', '2', '9/2'] -> ((9/2 + (2 / (2/7 * 2/3))) / 5/8)
[61480] ['1/5', '7/8', '6/5', '6/5', '4'] -> (((6/5 / 6/5) + (4 / 1/5)) / 7/8)
[61481] ['3/8', '3/7', '5/6', '6/5', '8'] -> ((8 + (6/5 / 3/7)) / (3/8 / 5/6))
[61482] ['2/5', '3/5', '7/5', '3/2', '3'] -> ((7/5 + (3 / 3/5)) / (2/5 / 3/2))
[61483] ['1/9', '3/8', '3/5', '5/4', '5'] -> (5 / (1/9 * (5/4 + (3/8 / 3/5))))
[61484] ['1/9', '6/7', '9/8', '9/8', '3'] -> (6/7 * ((9/8 / 9/8) + (3 / 1/9)))
[61485] ['1/5', '3/7', '5/8', '7/8', '5'] -> ((5 / 1/5) - (5/8 + (3/7 * 7/8)))
[61486] ['1/7', '1/4', '5/9', '7/6', '5'] -> (5/9 / (1/4 - (7/6 / (1/7 + 5))))
[61487] ['1/5', '2/5', '2/5', '4/7', '6'] -> ((((6 - 2/5) / 4/7) - 1/5) / 2/5)
[61488] ['1/4', '2/3', '8/9', '8/7', '5'] -> ((5 - 8/7) / (1/4 / (2/3 + 8/9)))
[61489] ['2/7', '5/8', '5/7', '3/4', '2'] -> ((2 + (2/7 + 5/7)) / (3/4 - 5/8))
[61490] ['2/5', '3/5', '7/5', '7/4', '3'] -> (3/5 / ((7/5 + 3) - (7/4 / 2/5)))
[61491] ['1/9', '1/6', '3/4', '9/7', '7'] -> (((7 / 9/7) - 1/9) / (1/6 / 3/4))
[61492] ['3/8', '3/7', '5/6', '5/4', '8'] -> ((5/4 * (5/6 + (8 / 3/7))) - 3/8)
[61493] ['2/5', '1/2', '4/3', '7/2', '4'] -> ((4 / 2/5) / ((1/2 * 7/2) - 4/3))
[61494] ['1/9', '3/8', '3/5', '4/3', '5'] -> (((4/3 / 1/9) - (3/5 * 5)) / 3/8)
[61495] ['1/9', '1/6', '3/4', '7/5', '7'] -> ((7 / (1/9 + 1/6)) / (3/4 * 7/5))
[61496] ['1/9', '4/7', '9/7', '9/5', '4'] -> (((4/7 / 9/7) + (4 / 9/5)) / 1/9)
[61497] ['2/5', '3/5', '7/5', '9/4', '3'] -> ((2/5 * 3) / (7/5 - (3/5 * 9/4)))
[61498] ['3/8', '3/7', '5/6', '7/5', '8'] -> (((8 / 5/6) - (3/7 * 7/5)) / 3/8)
[61499] ['1/9', '6/7', '9/8', '5/4', '3'] -> (((9/8 + 3) - (5/4 / 6/7)) / 1/9)
[61500] ['1/4', '2/3', '8/9', '9/7', '5'] -> (9/7 * ((5 / 1/4) - (8/9 / 2/3)))
[61501] ['1/9', '3/8', '3/5', '3/2', '5'] -> ((5 / (1/9 / 3/5)) / (3/2 - 3/8))
[61502] ['2/7', '5/8', '5/7', '5/6', '2'] -> ((2 / (2/7 / 5/7)) / (5/6 - 5/8))
[61503] ['1/9', '1/6', '3/4', '7/4', '7'] -> ((1/6 / 7/4) / (1/9 - (3/4 / 7)))
[61504] ['2/5', '3/5', '7/5', '5/2', '3'] -> ((3 + (3/5 * 7/5)) / (2/5 / 5/2))
[61505] ['1/5', '3/7', '5/8', '5/4', '5'] -> (5 / ((5/8 / 1/5) - (5/4 / 3/7)))
[61506] ['1/9', '4/7', '9/7', '7/2', '4'] -> (7/2 * ((4 / 4/7) - (1/9 * 9/7)))
[61507] ['1/9', '1/6', '3/4', '9/5', '7'] -> ((7 / (1/9 + 1/6)) / (9/5 - 3/4))
[61508] ['1/2', '7/5', '7/5', '9/5', '4'] -> (4 * ((7/5 / 1/2) + (7/5 + 9/5)))
[61509] ['3/8', '3/7', '5/6', '5/3', '8'] -> ((5/3 / (3/8 * 5/6)) + (8 / 3/7))
[61510] ['2/5', '3/5', '7/5', '3', '7/2'] -> ((3/5 + (3 / 7/5)) / (2/5 / 7/2))
[61511] ['1/5', '7/8', '6/5', '7/3', '4'] -> (1/5 / (((6/5 + 7/3) / 4) - 7/8))
[61512] ['1/5', '2/5', '2/5', '7/3', '6'] -> ((2/5 + (7/3 * 6)) / (1/5 + 2/5))
[61513] ['1/9', '4/7', '9/7', '4', '9/2'] -> (9/2 * ((4 / (4/7 * 9/7)) - 1/9))
[61514] ['1/9', '3/8', '3/5', '9/4', '5'] -> ((3/5 * 5) / (3/8 - (1/9 * 9/4)))
[61515] ['2/5', '3/5', '7/5', '3', '9/2'] -> ((3/5 + 7/5) * (9/2 + (3 / 2/5)))
[61516] ['1/5', '2/5', '2/5', '8/3', '6'] -> ((6 * (1/5 + 2/5)) / (2/5 / 8/3))
[61517] ['1/9', '4/7', '4/3', '7/5', '4'] -> (((4 / 7/5) - 4/3) / (1/9 * 4/7))
[61518] ['3/8', '3/7', '5/6', '9/5', '8'] -> ((9/5 / (3/7 - 3/8)) - (8 / 5/6))
[61519] ['1/5', '7/8', '6/5', '8/3', '4'] -> ((6/5 / 8/3) / ((7/8 / 4) - 1/5))
[61520] ['1/9', '3/8', '3/5', '7/3', '5'] -> (((1/9 + 5) + (7/3 / 3/5)) / 3/8)
[61521] ['4/7', '3/5', '1', '8/7', '7/4'] -> ((8/7 / 4/7) / (7/4 - (1 / 3/5)))
[61522] ['2/5', '3/5', '3/2', '5/3', '3'] -> ((3 + (2/5 + 3/5)) / (5/3 - 3/2))
[61523] ['1/2', '7/5', '7/5', '4', '9/2'] -> (4 * ((1/2 + 9/2) + (7/5 / 7/5)))
[61524] ['2/5', '1/2', '5/3', '9/4', '4'] -> (4 / (9/4 - (5/3 / (2/5 / 1/2))))
[61525] ['1/4', '2/3', '8/9', '5/2', '5'] -> (((8/9 * (5/2 + 5)) - 2/3) / 1/4)
[61526] ['1/5', '2/5', '3/7', '3/7', '6'] -> ((6 - 2/5) / (1/5 / (3/7 + 3/7)))
[61527] ['1/9', '4/7', '4/3', '8/5', '4'] -> ((4 - (4/3 / 4/7)) / (1/9 / 8/5))
[61528] ['1/9', '3/8', '3/5', '8/3', '5'] -> (1/9 + ((3/8 + 5) / (3/5 / 8/3)))
[61529] ['2/5', '3/5', '3/2', '7/3', '3'] -> (((7/3 * 3) - 3/5) / (2/5 / 3/2))
[61530] ['1/5', '2/5', '3/7', '5/9', '6'] -> ((2/5 + (6 / 5/9)) / (1/5 / 3/7))
[61531] ['2/5', '1/2', '7/4', '7/4', '4'] -> ((4 * (7/4 + (7/4 / 2/5))) - 1/2)
[61532] ['1/9', '1/6', '7/9', '6/5', '7'] -> ((7 - 7/9) / (1/6 + (1/9 / 6/5)))
[61533] ['1/9', '3/8', '3/5', '9/2', '5'] -> ((3/5 * 5) / ((1/9 * 9/2) - 3/8))
[61534] ['4/7', '3/5', '1', '8/7', '5/2'] -> ((5/2 / (3/5 - (4/7 / 8/7))) - 1)
[61535] ['1/5', '7/8', '5/4', '4/3', '4'] -> (4 / (((4/3 - 7/8) / 5/4) - 1/5))
[61536] ['1/2', '7/5', '3/2', '9/5', '4'] -> (4 * (9/5 + (3/2 / (1/2 / 7/5))))
[61537] ['1/5', '2/5', '3/7', '3/5', '6'] -> ((1/5 + (3/5 / 3/7)) / (2/5 / 6))
[61538] ['2/7', '5/8', '5/7', '3/2', '2'] -> (3/2 / (2/7 - ((5/8 * 5/7) / 2)))
[61539] ['2/5', '1/2', '7/4', '7/3', '4'] -> (7/3 * ((1/2 / 7/4) + (4 / 2/5)))
[61540] ['1/9', '1/6', '7/9', '5/4', '7'] -> ((7 / (1/9 + 5/4)) / (1/6 / 7/9))
[61541] ['2/5', '3/5', '8/5', '7/3', '3'] -> (8/5 / (((3/5 * 7/3) / 3) - 2/5))
[61542] ['1/9', '3/8', '5/8', '5/7', '5'] -> ((5 - (5/8 / (3/8 * 5/7))) / 1/9)
[61543] ['2/7', '5/8', '5/7', '8/5', '2'] -> (((2/7 + 2) / (5/7 - 5/8)) - 8/5)
[61544] ['1/9', '4/7', '4/3', '7/3', '4'] -> (((4/3 / 1/9) + (4 / 7/3)) / 4/7)
[61545] ['2/5', '3/5', '8/5', '3', '7/2'] -> ((8/5 * 3) * (7/2 + (3/5 / 2/5)))
[61546] ['2/7', '5/8', '5/7', '5/3', '2'] -> ((5/7 / 5/8) / (2 - (2/7 + 5/3)))
[61547] ['1/5', '2/5', '3/7', '3/4', '6'] -> (6 / ((2/5 / 1/5) - (3/4 / 3/7)))
[61548] ['1/9', '3/8', '5/8', '7/9', '5'] -> ((5 / (1/9 + 7/9)) / (3/8 * 5/8))
[61549] ['1/5', '3/7', '5/8', '5/2', '5'] -> (5 / (1/5 * (5/2 - (5/8 / 3/7))))
[61550] ['1/4', '2/3', '9/8', '7/5', '5'] -> (7/5 / ((9/8 / 5) - (1/4 * 2/3)))
