[221626] ['7/8', '9/8', '9/8', '7/5', '9'] -> (9 / ((9/8 / 9/8) - (7/8 / 7/5)))
[228038] ['1/8', '2/7', '9/4', '7/3', '9'] -> ((9/4 / 1/8) + (9 * (2/7 * 7/3)))
[228039] ['1/5', '1/3', '5/9', '5/8', '2'] -> ((2 - 1/3) / (5/8 * (1/5 * 5/9)))
[228040] ['3/7', '5/7', '8/5', '7/4', '7'] -> ((8/5 + (3/7 + 5/7)) * (7/4 + 7))
[228041] ['3/8', '7/9', '7/5', '8/3', '8'] -> (7/5 * (8 + (8/3 / (3/8 * 7/9))))
[228042] ['1/4', '5/9', '5/4', '3', '7/2'] -> (3 * (5/4 + ((1/4 + 7/2) / 5/9)))
[228043] ['7/8', '8/7', '8/7', '5/3', '8'] -> (8 / ((7/8 * (8/7 + 8/7)) - 5/3))
[228044] ['1/9', '1/9', '1/7', '1/3', '2'] -> (2 + ((1/9 + (1/3 / 1/7)) / 1/9))
[228045] ['1/5', '1', '4/3', '4/3', '7/2'] -> ((1 + 7/2) * ((4/3 / 1/5) - 4/3))
[228046] ['1/7', '3/5', '1', '8/3', '8/3'] -> (8/3 * ((1 / (1/7 * 3/5)) - 8/3))
[228047] ['5/7', '9/8', '4/3', '7/4', '6'] -> (6 / ((9/8 * 4/3) - (5/7 * 7/4)))
[228048] ['3/7', '5/7', '8/5', '9/5', '7'] -> (((9/5 * 7) - (5/7 + 8/5)) / 3/7)
[228049] ['9/8', '9/8', '7/4', '7/2', '5'] -> ((5 * (7/4 + 7/2)) - (9/8 + 9/8))
[228050] ['8/9', '5/4', '5/3', '7/3', '9'] -> ((7/3 + 9) / ((8/9 + 5/4) - 5/3))
[228051] ['1/9', '1/9', '1/7', '3/8', '2'] -> ((2 + ((1/9 / 1/9) / 1/7)) / 3/8)
[228052] ['4/9', '6/5', '9/7', '8/3', '6'] -> ((6/5 * 9/7) * ((8/3 * 6) - 4/9))
[228053] ['1/5', '1', '4/3', '7/5', '3/2'] -> ((1 + 7/5) * (3/2 / (1/5 / 4/3)))
[228054] ['1/5', '1/3', '5/9', '3/4', '2'] -> (2 / (5/9 * (3/4 - (1/5 / 1/3))))
[228055] ['7/8', '8/7', '8/7', '9/5', '8'] -> ((8/7 + (8/7 / 7/8)) * (9/5 + 8))
[228056] ['1/6', '1/3', '1/3', '9/7', '7'] -> ((9/7 + (1/3 / 7)) / (1/6 * 1/3))
[228057] ['9/8', '9/8', '7/4', '9/2', '5'] -> ((7/4 + 5) * (9/2 / (9/8 * 9/8)))
[228058] ['1/8', '2/7', '9/4', '7/2', '9'] -> (((9 / 9/4) - (2/7 * 7/2)) / 1/8)
[228059] ['2/5', '3/7', '9/4', '5/2', '6'] -> ((6 / (2/5 - (3/7 / 5/2))) - 9/4)
[228060] ['8/9', '5/4', '5/3', '7/2', '9'] -> (9 / (7/2 - (5/4 + (5/3 / 8/9))))
[228061] ['7/8', '8/7', '8/7', '9/4', '8'] -> ((8 * (7/8 + 9/4)) - (8/7 / 8/7))
[228062] ['3/8', '7/9', '3/2', '8/5', '8'] -> (8/5 * (7/9 + (8 / (3/8 * 3/2))))
[228063] ['8/9', '5/4', '5/3', '9/2', '9'] -> (9 * ((8/9 * 9/2) - (5/3 / 5/4)))
[228064] ['9/8', '9/8', '9/5', '9/4', '5'] -> (5 * (9/5 + ((9/8 + 9/4) / 9/8)))
[228065] ['1/8', '2/7', '7/3', '5/2', '9'] -> ((5/2 / 1/8) / (9 - (7/3 / 2/7)))
[228066] ['4/5', '8/7', '4/3', '5/3', '2'] -> (4/5 / ((2 / 5/3) - (4/3 / 8/7)))
[228067] ['1/4', '5/9', '9/7', '8/5', '3'] -> ((3 / 9/7) / ((5/9 / 8/5) - 1/4))
[228068] ['8/9', '5/4', '7/4', '7/4', '9'] -> ((9 * (7/4 + (8/9 * 5/4))) - 7/4)
[228069] ['7/8', '8/7', '7/6', '7/6', '8'] -> ((7/6 + 7/6) * (8/7 + (8 / 7/8)))
[228070] ['3/8', '7/9', '3/2', '7/4', '8'] -> (8 * ((7/4 / (7/9 / 3/2)) - 3/8))
[228071] ['1/5', '1', '4/3', '7/5', '7/3'] -> (1 + ((4/3 + (7/5 * 7/3)) / 1/5))
[228072] ['1/5', '1/3', '5/9', '6/7', '2'] -> ((1/3 + (2 / 6/7)) / (1/5 * 5/9))
[228073] ['5/7', '9/8', '4/3', '5/2', '6'] -> (6 / ((9/8 / (5/2 - 4/3)) - 5/7))
[228074] ['1/6', '1/3', '3/8', '4/7', '7'] -> (7 * ((1/6 / (3/8 - 1/3)) - 4/7))
[228075] ['1/9', '1/9', '1/7', '3/5', '2'] -> (((1/9 + (2 / 3/5)) / 1/7) - 1/9)
[228076] ['2/5', '3/7', '9/4', '9/2', '6'] -> (((9/2 / 6) / (3/7 - 2/5)) - 9/4)
[228077] ['1/5', '1/3', '5/9', '7/8', '2'] -> ((1/3 + 2) / (7/8 * (1/5 * 5/9)))
[228078] ['1/7', '5/8', '5/8', '5/7', '1'] -> ((1 + (5/7 / 5/8)) / (1/7 * 5/8))
[228079] ['3/8', '7/9', '3/2', '9/5', '8'] -> (8 * (7/9 + (3/2 / (3/8 * 9/5))))
[228080] ['4/5', '8/7', '4/3', '2', '9/4'] -> ((2 / (8/7 - (4/5 * 4/3))) - 9/4)
[228081] ['1/9', '1/9', '1/7', '5/8', '2'] -> (((1/9 / 1/9) + (2 / 1/7)) / 5/8)
[228082] ['1/8', '2/7', '5/2', '9/2', '9'] -> (9/2 / (((1/8 + 5/2) / 2/7) - 9))
[228083] ['1/5', '1/3', '5/9', '8/7', '2'] -> ((1/3 + 2) * (8/7 / (1/5 * 5/9)))
[228084] ['3/7', '5/7', '5/3', '7/3', '7'] -> (((7/3 + 7) - (5/7 - 5/3)) / 3/7)
[228085] ['4/9', '6/5', '4/3', '9/4', '6'] -> (6 / ((4/3 / (4/9 * 6/5)) - 9/4))
[228086] ['1/6', '1/3', '3/8', '7/9', '7'] -> (1/3 / ((1/6 * 7) - (3/8 + 7/9)))
[228087] ['1/4', '5/9', '9/7', '9/5', '3'] -> ((9/5 + (3 / (5/9 * 9/7))) / 1/4)
[228088] ['1/5', '1/3', '5/9', '7/6', '2'] -> ((1/3 + (7/6 * 2)) / (1/5 * 5/9))
[228089] ['1/9', '1/9', '1/7', '3/4', '2'] -> (2 / ((1/9 + 3/4) - (1/9 / 1/7)))
[228090] ['1/7', '5/8', '5/8', '4/5', '1'] -> (((5/8 / 1/7) / (4/5 - 5/8)) - 1)
[228091] ['8/9', '5/4', '9/5', '7/3', '9'] -> (9 / ((7/3 / 8/9) - (5/4 * 9/5)))
[228092] ['1/6', '1/3', '3/8', '6/7', '7'] -> ((7 * (1/6 * 6/7)) / (3/8 - 1/3))
[228093] ['1/5', '1', '4/3', '3/2', '5/3'] -> (3/2 * (1 + ((4/3 + 5/3) / 1/5)))
[228094] ['1/8', '2/7', '8/3', '9/2', '9'] -> (2/7 * ((8/3 * 9/2) + (9 / 1/8)))
[228095] ['3/8', '7/9', '8/5', '5/3', '8'] -> (((8 / 3/8) - (8/5 * 5/3)) / 7/9)
[228096] ['5/7', '9/8', '7/5', '3/2', '6'] -> (6 / ((5/7 * 7/5) - (9/8 / 3/2)))
[228097] ['4/9', '6/5', '4/3', '7/2', '6'] -> (6/5 * (7/2 + ((4/3 + 6) / 4/9)))
[228098] ['8/9', '5/4', '9/5', '5/2', '9'] -> ((8/9 * (5/4 + 5/2)) * (9 - 9/5))
[228099] ['1/7', '5/8', '5/8', '6/7', '1'] -> ((6/7 / 1/7) / ((5/8 + 5/8) - 1))
[228100] ['1/4', '5/9', '9/7', '7/3', '3'] -> ((5/9 + (3 / (9/7 / 7/3))) / 1/4)
[228101] ['1/5', '1', '4/3', '3/2', '7/4'] -> ((3/2 / 1/5) / ((7/4 / 4/3) - 1))
[228102] ['2/5', '3/7', '5/2', '8/3', '6'] -> (5/2 * ((2/5 / 3/7) + (8/3 + 6)))
[228103] ['9/8', '9/8', '7/3', '7/2', '5'] -> (5 / ((7/2 / (9/8 * 7/3)) - 9/8))
[228104] ['1/5', '1/3', '5/9', '4/3', '2'] -> (4/3 / ((1/3 / 2) - (1/5 * 5/9)))
[228105] ['3/8', '7/9', '8/5', '7/4', '8'] -> ((8/5 * 8) * ((7/4 / 7/9) - 3/8))
[228106] ['8/9', '5/4', '9/5', '7/2', '9'] -> (8/9 * (9/5 + (9 / (5/4 / 7/2))))
[228107] ['9/8', '9/8', '7/3', '9/2', '5'] -> ((9/2 * 5) - (9/8 - (9/8 * 7/3)))
[228108] ['1/8', '1/3', '1/3', '2/5', '9'] -> (9 / ((1/3 / 2/5) - (1/8 + 1/3)))
[228109] ['1/5', '1', '4/3', '3/2', '5/2'] -> (((3/2 * 5/2) / (1/5 / 4/3)) - 1)
[228110] ['1/6', '1/3', '3/8', '7/5', '7'] -> (7 / (7/5 * (3/8 + (1/6 - 1/3))))
[228111] ['1/5', '1/3', '5/9', '7/5', '2'] -> (((7/5 / 1/5) - 1/3) / (5/9 / 2))
[228112] ['9/8', '9/8', '5/2', '5/2', '5'] -> ((5 * (5/2 + 5/2)) - (9/8 / 9/8))
[228113] ['1/4', '5/9', '9/7', '8/3', '3'] -> (8/3 / ((3 / 9/7) - (5/9 / 1/4)))
[228114] ['7/8', '8/7', '6/5', '4/3', '8'] -> (8 / (7/8 * (4/3 - (8/7 / 6/5))))
[228115] ['4/9', '6/5', '7/5', '5/3', '6'] -> ((7/5 + (6 / 6/5)) / (4/9 / 5/3))
[228116] ['1/9', '1/9', '1/7', '7/6', '2'] -> ((2 + ((1/9 / 1/7) / 7/6)) / 1/9)
[228117] ['2/5', '3/7', '8/3', '7/2', '6'] -> ((3/7 + 6) * (7/2 * (2/5 * 8/3)))
[228118] ['9/8', '9/8', '5/2', '9/2', '5'] -> ((5/2 - (9/8 / 9/8)) + (9/2 * 5))
[228119] ['1/5', '1/3', '5/9', '3/2', '2'] -> (((3/2 * 2) - 1/3) / (1/5 * 5/9))
[228120] ['1/4', '5/9', '9/7', '3', '7/2'] -> (3 / ((7/2 * (1/4 / 9/7)) - 5/9))
[228121] ['8/9', '5/4', '9/4', '9/4', '9'] -> ((9/4 * 9) / (9/4 - (5/4 / 8/9)))
[228122] ['7/8', '8/7', '6/5', '3/2', '8'] -> ((6/5 * 8) * (3/2 + (7/8 * 8/7)))
[228123] ['1/9', '1/9', '1/7', '6/5', '2'] -> ((2 / ((1/9 + 1/9) - 1/7)) - 6/5)
[228124] ['1/8', '1/3', '1/3', '4/7', '9'] -> (9 / ((1/8 - 1/3) + (1/3 / 4/7)))
[228125] ['1/7', '5/8', '5/8', '1', '8/7'] -> (((1 / 5/8) + (8/7 / 5/8)) / 1/7)
[228126] ['1/5', '1', '4/3', '3/2', '9/2'] -> ((9/2 * ((4/3 / 1/5) - 1)) - 3/2)
[228127] ['2/5', '3/7', '8/3', '9/2', '6'] -> ((9/2 / (2/5 * 3/7)) - (6 / 8/3))
[228128] ['3/8', '7/9', '8/5', '7/3', '8'] -> (8/5 * ((7/9 + 8) + (7/3 / 3/8)))
[228129] ['4/9', '6/5', '7/5', '7/4', '6'] -> (6 / ((6/5 / 4/9) - (7/5 * 7/4)))
[228130] ['1/6', '1/3', '3/8', '7/2', '7'] -> ((7/2 / (1/6 * 1/3)) / (3/8 * 7))
[228131] ['4/5', '8/7', '7/5', '8/5', '2'] -> (4/5 / ((7/5 / (2 - 8/7)) - 8/5))
[228132] ['1/9', '1/9', '1/7', '5/4', '2'] -> (2 / ((1/7 * (1/9 + 5/4)) - 1/9))
[228133] ['5/7', '9/8', '7/5', '5/2', '6'] -> ((6 * (5/7 + 5/2)) / (9/8 / 7/5))
[228134] ['3/7', '5/7', '9/5', '5/2', '7'] -> ((9/5 * 5/2) * (7 - (5/7 / 3/7)))
[228135] ['4/9', '6/5', '7/5', '9/5', '6'] -> ((6 * (4/9 * 9/5)) / (7/5 - 6/5))
[228136] ['1/5', '1', '4/3', '8/5', '7/4'] -> (8/5 / ((7/4 * (1 - 1/5)) - 4/3))
[228137] ['3/8', '7/9', '8/5', '5/2', '8'] -> ((8 + (5/2 / (3/8 / 8/5))) / 7/9)
[228138] ['1/8', '1/3', '1/3', '4/5', '9'] -> (9 / ((1/3 / 4/5) - (1/8 * 1/3)))
[228139] ['9/8', '9/8', '7/2', '9/2', '5'] -> ((5 * (9/2 + (9/8 / 9/8))) - 7/2)
[228140] ['1/4', '5/9', '4/3', '7/5', '3'] -> (3 * ((4/3 / 5/9) + (7/5 / 1/4)))
[228141] ['1/5', '1/3', '5/9', '2', '5/2'] -> ((5/2 + (1/3 / 2)) / (1/5 * 5/9))
[228142] ['8/9', '5/4', '7/3', '5/2', '9'] -> ((8/9 * 9) / (7/3 - (5/2 / 5/4)))
[228143] ['1/7', '5/8', '5/8', '1', '5/4'] -> ((1 + (5/4 / (1/7 * 5/8))) / 5/8)
[228144] ['4/5', '8/7', '7/5', '9/5', '2'] -> (9/5 / (2 - ((4/5 + 7/5) / 8/7)))
[228145] ['5/7', '9/8', '7/5', '7/2', '6'] -> ((7/2 + (5/7 * 7/5)) / (9/8 / 6))
[228146] ['1/6', '1/3', '2/5', '4/9', '7'] -> ((7 / (4/9 - 1/6)) - (2/5 / 1/3))
[228147] ['3/7', '5/7', '9/5', '7/2', '7'] -> ((9/5 - 3/7) * (7 * (5/7 * 7/2)))
[228148] ['4/9', '6/5', '7/5', '7/3', '6'] -> ((7/5 / (4/9 - (7/3 / 6))) - 6/5)
[228149] ['9/8', '8/7', '8/7', '7/6', '5'] -> (5 / (8/7 * (7/6 - (9/8 / 8/7))))
[228150] ['8/9', '5/4', '7/3', '7/2', '9'] -> (9 / ((5/4 - 7/2) + (7/3 / 8/9)))
[228151] ['1/5', '1', '4/3', '8/5', '7/2'] -> (8/5 / (1 - (7/2 * (1/5 * 4/3))))
[228152] ['1/6', '1/3', '2/5', '1/2', '7'] -> ((7 + (1/3 / (1/6 * 2/5))) / 1/2)
[228153] ['1/9', '1/9', '1/7', '8/5', '2'] -> (8/5 * ((1/9 / 1/9) + (2 / 1/7)))
[228154] ['1/5', '1/3', '4/7', '4/7', '2'] -> ((2 / (1/5 / 4/7)) / (4/7 - 1/3))
[228155] ['7/8', '8/7', '6/5', '7/2', '8'] -> ((6/5 * 8) * (7/2 - (7/8 * 8/7)))
[228156] ['8/9', '5/4', '7/3', '9/2', '9'] -> (9 * ((9/2 * (8/9 * 5/4)) - 7/3))
[228157] ['4/5', '8/7', '7/5', '2', '7/3'] -> ((4/5 / 7/5) / ((7/3 / 2) - 8/7))
[228158] ['3/8', '7/9', '5/3', '9/5', '8'] -> (8 * ((7/9 / 3/8) + (5/3 / 9/5)))
[228159] ['1/9', '1/9', '1/7', '7/4', '2'] -> (2 / (1/9 - (7/4 * (1/9 * 1/7))))
[228160] ['8/9', '5/4', '5/2', '5/2', '9'] -> ((8/9 * 9) * (5/2 + (5/4 / 5/2)))
[228161] ['1/6', '1/3', '2/5', '4/7', '7'] -> (7 * ((1/3 / 1/6) + (4/7 / 2/5)))
[228162] ['1/4', '5/9', '7/5', '3/2', '3'] -> (((3 / 5/9) - 7/5) / (1/4 / 3/2))
[228163] ['4/9', '6/5', '7/5', '7/2', '6'] -> (((7/5 / 6/5) + (7/2 + 6)) / 4/9)
[228164] ['7/8', '8/7', '5/4', '5/4', '8'] -> (8/7 + ((5/4 + 5/4) / (7/8 / 8)))
[228165] ['3/8', '7/9', '5/3', '7/2', '8'] -> ((8 * (7/2 - (3/8 * 7/9))) - 5/3)
[228166] ['8/9', '5/4', '5/2', '8/3', '9'] -> ((9 + (8/3 / 8/9)) / (5/4 / 5/2))
[228167] ['1/5', '1', '4/3', '5/3', '7/3'] -> ((1 + 5/3) * (7/3 + (4/3 / 1/5)))
[228168] ['1/4', '5/9', '7/5', '8/5', '3'] -> ((8/5 / 1/4) / ((5/9 * 3) - 7/5))
[228169] ['5/7', '9/8', '3/2', '9/4', '6'] -> ((9/4 / ((9/8 / 5/7) - 3/2)) - 6)
[228170] ['7/8', '8/7', '5/4', '9/7', '8'] -> ((8 / (8/7 / 9/7)) / (5/4 - 7/8))
[228171] ['1/8', '1/3', '1/3', '5/2', '9'] -> (9 / ((1/3 * 5/2) - (1/8 + 1/3)))
[228172] ['3/8', '7/9', '5/3', '9/2', '8'] -> (((7/9 * 8) * (9/2 - 3/8)) - 5/3)
[228173] ['8/9', '5/4', '8/3', '9/2', '9'] -> ((8/9 + 8/3) * ((5/4 * 9) - 9/2))
[228174] ['1/6', '1/3', '2/5', '5/6', '7'] -> ((7 / 1/6) / ((5/6 / 2/5) - 1/3))
[228175] ['5/7', '9/8', '3/2', '7/3', '6'] -> ((5/7 + 7/3) * ((3/2 * 6) - 9/8))
[228176] ['2/5', '4/9', '4/9', '5/6', '6'] -> ((4/9 * 6) / (4/9 - (2/5 * 5/6)))
[228177] ['4/5', '8/7', '7/5', '2', '9/2'] -> (9/2 / (4/5 - (7/5 / (8/7 * 2))))
[228178] ['1/5', '1', '4/3', '5/3', '7/2'] -> ((7/2 / (1/5 / 4/3)) - (1 - 5/3))
[228179] ['4/9', '6/5', '3/2', '8/5', '6'] -> ((8/5 * (6/5 + 3/2)) * (6 - 4/9))
[228180] ['1/7', '5/8', '5/8', '1', '9/4'] -> ((5/8 + 5/8) + ((1 + 9/4) / 1/7))
[228181] ['9/8', '8/7', '8/7', '5/3', '5'] -> (5 / (5/3 * (9/8 - (8/7 / 8/7))))
[228182] ['1/9', '1/9', '1/7', '2', '8/3'] -> (8/3 * (2 + ((1/9 / 1/9) / 1/7)))
[228183] ['1/4', '5/9', '7/5', '9/5', '3'] -> (7/5 + (9/5 * (5/9 + (3 / 1/4))))
[228184] ['1/5', '1', '4/3', '5/3', '9/2'] -> (9/2 * ((1 / 1/5) - (4/3 - 5/3)))
[228185] ['5/7', '9/8', '3/2', '8/3', '6'] -> (6 / ((9/8 / (8/3 - 3/2)) - 5/7))
[228186] ['1/6', '1/3', '2/5', '8/9', '7'] -> (((7 + (8/9 / 1/3)) / 2/5) - 1/6)
[228187] ['1/7', '5/8', '5/8', '1', '5/2'] -> (5/2 / ((5/8 / (1 - 1/7)) - 5/8))
[228188] ['3/8', '7/9', '7/4', '8/3', '8'] -> (8 + ((7/4 * 8/3) / (3/8 * 7/9)))
[228189] ['1/5', '1', '4/3', '7/4', '9/5'] -> ((1 + (9/5 / 1/5)) / (7/4 - 4/3))
[228190] ['1/9', '1/9', '1/6', '2/5', '2'] -> (((2 / 2/5) - (1/9 / 1/9)) / 1/6)
[228191] ['1/8', '1/3', '3/8', '6/5', '9'] -> (((1/8 + 3/8) + (9 / 6/5)) / 1/3)
[228192] ['1/5', '1/3', '4/7', '7/6', '2'] -> (((2 / (1/5 * 7/6)) - 4/7) / 1/3)
[228193] ['4/5', '8/7', '3/2', '9/5', '2'] -> ((4/5 * 3/2) / (9/5 - (2 / 8/7)))
[228194] ['1/4', '5/9', '7/5', '8/3', '3'] -> (8/3 / ((7/5 / (1/4 / 5/9)) - 3))
[228195] ['3/7', '3/4', '3/4', '5/6', '7'] -> ((3/7 * 7) / (3/4 - (3/4 * 5/6)))
[228196] ['1/9', '1/9', '1/6', '4/7', '2'] -> (2 / ((1/9 + 1/6) - (1/9 / 4/7)))
[228197] ['3/7', '3/4', '3/4', '6/7', '7'] -> ((3/7 * 7) / ((3/4 / 6/7) - 3/4))
[228198] ['9/8', '8/7', '8/7', '8/3', '5'] -> (5 / (((8/3 - 8/7) / 8/7) - 9/8))
[228199] ['1/9', '1/9', '1/6', '3/5', '2'] -> (((2 / 3/5) - (1/9 / 1/6)) / 1/9)
[228200] ['1/5', '1/3', '4/7', '5/4', '2'] -> (2 / ((1/5 / 4/7) - (1/3 / 5/4)))
[228201] ['1/6', '1/3', '2/5', '9/7', '7'] -> (1/3 + (7 * (1/6 + (9/7 / 2/5))))
[228202] ['3/8', '7/9', '9/5', '9/5', '8'] -> ((8 - (9/5 / 9/5)) / (3/8 * 7/9))
[228203] ['2/5', '4/9', '4/9', '4/3', '6'] -> (6 * (((4/9 + 4/3) / 2/5) - 4/9))
[228204] ['1/9', '1/9', '1/6', '5/8', '2'] -> ((1/9 + 2) / (1/9 * (1/6 + 5/8)))
[228205] ['4/9', '6/5', '8/5', '7/3', '6'] -> ((8/5 / 6/5) / (4/9 - (7/3 / 6)))
[228206] ['1/5', '1/3', '4/7', '9/7', '2'] -> (((2 / (1/3 - 1/5)) - 9/7) / 4/7)
[228207] ['8/9', '9/7', '9/7', '5/2', '9'] -> (8/9 * (9/7 + (5/2 * (9/7 + 9))))
[228208] ['1/6', '1/3', '2/5', '7/4', '7'] -> (7/4 + ((7 + (1/6 / 2/5)) / 1/3))
[228209] ['1/4', '5/9', '3/2', '8/5', '3'] -> ((3/2 * 8/5) + (3 / (1/4 * 5/9)))
[228210] ['9/8', '8/7', '7/6', '7/6', '5'] -> (5 / (7/6 * (8/7 - (9/8 / 7/6))))
[228211] ['3/7', '3/4', '3/4', '9/8', '7'] -> ((3/7 * 7) / (9/8 - (3/4 / 3/4)))
[228212] ['2/5', '4/9', '4/9', '7/5', '6'] -> (((6 * (4/9 + 7/5)) - 2/5) / 4/9)
[228213] ['1/5', '1/3', '4/7', '4/3', '2'] -> (2 * (1/3 + (4/3 / (1/5 * 4/7))))
[228214] ['3/8', '7/9', '9/5', '7/3', '8'] -> ((8 - (7/3 / 7/9)) / (3/8 / 9/5))
[228215] ['7/8', '8/7', '9/7', '7/4', '8'] -> ((7/8 + 7/4) * ((9/7 * 8) - 8/7))
[228216] ['1/6', '1/3', '2/5', '9/4', '7'] -> ((7 / (1/3 - (1/6 * 2/5))) - 9/4)
[228217] ['1/5', '1', '4/3', '9/5', '5/2'] -> (4/3 / ((1 / 9/5) - (1/5 * 5/2)))
[228218] ['1/8', '1/3', '2/5', '5/9', '9'] -> (((2/5 * 9) - (1/3 / 5/9)) / 1/8)
[228219] ['8/9', '9/7', '9/7', '9/2', '9'] -> ((9/2 * (8/9 / 9/7)) * (9 - 9/7))
[228220] ['3/7', '3/4', '3/4', '7/6', '7'] -> ((3/7 * 7) / ((3/4 * 7/6) - 3/4))
[228221] ['1/9', '1/9', '1/6', '8/7', '2'] -> ((1/6 * 2) / (1/9 - (1/9 / 8/7)))
[228222] ['1/4', '5/9', '3/2', '9/4', '3'] -> (((3/2 + 9/4) / (1/4 * 5/9)) - 3)
[228223] ['2/5', '4/9', '4/9', '9/4', '6'] -> (6 / ((4/9 / (2/5 * 4/9)) - 9/4))
[228224] ['7/8', '8/7', '9/7', '9/5', '8'] -> (8 * ((9/7 / (8/7 - 7/8)) - 9/5))
[228225] ['3/7', '3/4', '3/4', '6/5', '7'] -> ((3/7 * 7) / (3/4 - (3/4 / 6/5)))
[228226] ['1/9', '1/9', '1/6', '6/5', '2'] -> (2 / ((1/9 + 1/9) - (1/6 / 6/5)))
[228227] ['1/5', '1/3', '4/7', '7/4', '2'] -> ((2 / (1/5 * 7/4)) / (4/7 - 1/3))
[228228] ['1/5', '1', '4/3', '9/4', '9/4'] -> (((1 + 4/3) / (1/5 / 9/4)) - 9/4)
[228229] ['1/8', '1/3', '2/5', '2/3', '9'] -> (((2/5 * (9 - 2/3)) - 1/3) / 1/8)
[228230] ['1/5', '1', '4/3', '9/4', '7/3'] -> (7/3 + ((1 + 9/4) / (1/5 / 4/3)))
[228231] ['1/9', '1/9', '1/6', '9/7', '2'] -> (9/7 * ((1/9 / 1/6) + (2 / 1/9)))
[228232] ['3/7', '3/4', '3/4', '5/4', '7'] -> (((5/4 / 3/4) + (7 / 3/7)) / 3/4)
[228233] ['1/5', '1/3', '4/7', '9/5', '2'] -> ((4/7 + 2) * (1/3 + (9/5 / 1/5)))
[228234] ['3/8', '7/9', '9/4', '9/4', '8'] -> ((8 - (9/4 / 9/4)) / (3/8 * 7/9))
[228235] ['2/5', '4/9', '4/9', '9/2', '6'] -> (9/2 * ((4/9 + 6) - (4/9 / 2/5)))
[228236] ['1/5', '1', '4/3', '9/4', '5/2'] -> (4/3 / ((1/5 * 5/2) - (1 / 9/4)))
[228237] ['1/8', '1/3', '2/5', '3/4', '9'] -> (((3/4 + 9) / 2/5) - (1/8 / 1/3))
[228238] ['1/5', '1/3', '4/7', '2', '9/4'] -> ((2 / (4/7 * (1/3 - 1/5))) - 9/4)
[228239] ['1/6', '1/3', '3/7', '4/5', '7'] -> ((3/7 * 7) / (1/3 - (1/6 / 4/5)))
[228240] ['1/9', '1/9', '1/6', '9/5', '2'] -> ((2 + (1/9 + 1/9)) / (1/6 / 9/5))
[228241] ['1/5', '1', '4/3', '9/4', '7/2'] -> ((7/2 / (4/3 - (1/5 + 1))) - 9/4)
[228242] ['4/5', '8/7', '8/5', '2', '7/2'] -> ((8/7 + 8/5) * (7/2 / (4/5 / 2)))
[228243] ['3/8', '7/9', '9/4', '7/2', '8'] -> (8 * ((3/8 / 7/2) + (9/4 / 7/9)))
[228244] ['7/8', '8/7', '4/3', '9/5', '8'] -> (9/5 * (8/7 + (8 / (7/8 / 4/3))))
[228245] ['4/9', '6/5', '7/4', '9/4', '6'] -> ((7/4 / (4/9 - (9/4 / 6))) - 6/5)
[228246] ['1/4', '5/9', '8/5', '9/4', '3'] -> ((8/5 * 9/4) * (3 / (1/4 / 5/9)))
[228247] ['1/9', '1/9', '1/5', '1/5', '2'] -> ((2 + ((1/9 + 1/5) / 1/9)) / 1/5)
[228248] ['1/5', '1/3', '4/7', '2', '5/2'] -> (2 / ((1/3 / 4/7) - (1/5 * 5/2)))
[228249] ['1/7', '5/8', '2/3', '1', '3/2'] -> (3/2 / ((5/8 / (1 - 1/7)) - 2/3))
[228250] ['4/5', '8/7', '8/5', '2', '9/2'] -> ((4/5 * 9/2) / ((2 / 8/7) - 8/5))
[228251] ['8/9', '9/7', '4/3', '5/2', '9'] -> (9/7 * ((9 * (8/9 * 5/2)) - 4/3))
[228252] ['3/8', '7/9', '9/4', '9/2', '8'] -> ((9/4 + (3/8 / 9/2)) / (7/9 / 8))
[228253] ['4/9', '6/5', '7/4', '7/3', '6'] -> (6 / ((4/9 + 7/4) - (7/3 / 6/5)))
[228254] ['1/6', '1/3', '3/7', '9/8', '7'] -> ((1/3 * 3/7) / (1/6 - (9/8 / 7)))
[228255] ['1/4', '5/9', '8/5', '7/3', '3'] -> ((7/3 + 3) / (8/5 * (1/4 * 5/9)))
[228256] ['5/7', '9/8', '5/3', '7/3', '6'] -> ((5/7 + 7/3) * (6 + (9/8 * 5/3)))
[228257] ['9/8', '8/7', '7/6', '7/4', '5'] -> ((5 / 7/4) / ((9/8 * 8/7) - 7/6))
[228258] ['1/5', '1', '4/3', '7/3', '5/2'] -> (7/3 + ((1 + (4/3 * 5/2)) / 1/5))
[228259] ['1/7', '5/8', '2/3', '1', '5/3'] -> (1 / (1/7 * (2/3 - (5/8 / 5/3))))
[228260] ['1/6', '1/3', '3/7', '6/5', '7'] -> ((1/3 + (3/7 * 7)) / (1/6 / 6/5))
[228261] ['4/5', '8/7', '5/3', '9/5', '2'] -> ((8/7 * (4/5 + 2)) / (9/5 - 5/3))
[228262] ['5/7', '9/8', '5/3', '8/3', '6'] -> (6 / (9/8 - (5/3 / (5/7 * 8/3))))
[228263] ['1/6', '1/3', '3/7', '5/4', '7'] -> ((3/7 * 7) / (1/3 - (1/6 * 5/4)))
[228264] ['7/8', '8/7', '7/5', '5/3', '8'] -> ((7/5 * 5/3) * (8/7 + (8 / 7/8)))
[228265] ['1/7', '5/8', '2/3', '1', '7/4'] -> (1/7 / ((5/8 - 1) + (2/3 / 7/4)))
