[248221] ['1/4', '2/5', '2/3', '1', '8/7'] -> (1 / ((1/4 / 2/5) - (2/3 / 8/7)))
[255515] ['4/9', '4/9', '1/2', '5/4', '2'] -> (2 / ((4/9 / 1/2) + (4/9 - 5/4)))
[255516] ['1/9', '1/8', '5/6', '7/4', '9'] -> (((7/4 / (1/8 / 5/6)) - 9) / 1/9)
[255517] ['1/5', '6/7', '7/4', '2', '9/4'] -> ((6/7 * 7/4) + (9/4 / (1/5 / 2)))
[255518] ['1/6', '2/7', '3/4', '1', '5/2'] -> (1 / ((1/6 + 5/2) - (3/4 / 2/7)))
[255519] ['1/4', '5/9', '3/5', '1', '7/5'] -> ((1 + (7/5 / 3/5)) / (1/4 * 5/9))
[255520] ['1/4', '1/2', '7/9', '7/4', '9'] -> (((9 * (7/9 * 7/4)) - 1/4) / 1/2)
[255521] ['2/9', '3/7', '8/9', '9/4', '6'] -> (((6 / (3/7 * 9/4)) - 8/9) / 2/9)
[255522] ['1/9', '3/7', '3/7', '3/2', '2'] -> ((2 + ((3/7 / 3/7) / 3/2)) / 1/9)
[255523] ['4/9', '3/4', '9/7', '7/2', '7'] -> ((9/7 * (7/2 + (7 / 4/9))) - 3/4)
[255524] ['1/4', '5/9', '3/5', '1', '3/2'] -> (1 / ((1/4 * 3/2) - (5/9 * 3/5)))
[255525] ['1/9', '1/8', '5/6', '7/3', '9'] -> (9 / (7/3 - (5/6 + (1/8 / 1/9))))
[255526] ['1/6', '2/7', '3/4', '1', '8/3'] -> ((1 / 2/7) + ((3/4 + 8/3) / 1/6))
[255527] ['1/5', '1/5', '1/5', '3/5', '7'] -> ((7 + (1/5 / 1/5)) / (1/5 / 3/5))
[255528] ['4/9', '4/9', '1/2', '8/5', '2'] -> (2 / (1/2 * (4/9 - (4/9 / 8/5))))
[255529] ['2/5', '9/8', '7/3', '9/2', '8'] -> (9/8 * (((7/3 + 8) / 2/5) - 9/2))
[255530] ['2/9', '3/7', '8/9', '7/2', '6'] -> ((6 + (2/9 * 3/7)) / (8/9 / 7/2))
[255531] ['1/9', '1/7', '3/7', '8/5', '6'] -> ((6 - (3/7 / 1/9)) / (1/7 / 8/5))
[255532] ['3/8', '5/7', '9/8', '8/3', '9'] -> (((5/7 * 9) * (9/8 + 8/3)) - 3/8)
[255533] ['1/4', '5/9', '3/5', '1', '9/5'] -> ((9/5 + (1 / 5/9)) / (1/4 * 3/5))
[255534] ['1/4', '1/2', '4/5', '6/7', '9'] -> ((9 / (1/4 + 4/5)) / (6/7 - 1/2))
[255535] ['4/9', '3/4', '4/3', '8/5', '7'] -> ((7 / 3/4) / ((4/3 / 8/5) - 4/9))
[255536] ['1/5', '6/7', '9/5', '9/5', '2'] -> ((2 + (9/5 + 9/5)) / (1/5 / 6/7))
[255537] ['1/9', '3/7', '3/7', '9/5', '2'] -> (((3/7 / 9/5) + (3/7 + 2)) / 1/9)
[255538] ['1/6', '2/7', '3/4', '1', '9/2'] -> ((9/2 - (2/7 * (3/4 + 1))) / 1/6)
[255539] ['1/9', '1/8', '6/7', '6/7', '9'] -> ((6/7 / 9) / (1/9 - (1/8 * 6/7)))
[255540] ['1/5', '1/5', '1/5', '2/3', '7'] -> (2/3 * ((1/5 / 1/5) + (7 / 1/5)))
[255541] ['2/7', '4/9', '5/9', '3', '7/2'] -> ((5/9 / 4/9) + ((3 + 7/2) / 2/7))
[255542] ['2/5', '9/8', '8/3', '8/3', '8'] -> (9/8 * (8 + ((8/3 + 8/3) / 2/5)))
[255543] ['1/5', '6/7', '9/5', '2', '7/3'] -> ((2 - 6/7) * (7/3 / (1/5 / 9/5)))
[255544] ['1/4', '1/2', '4/5', '8/9', '9'] -> (((8/9 * 9) - 1/2) / (1/4 / 4/5))
[255545] ['1/9', '1/7', '3/7', '9/5', '6'] -> ((3/7 - 1/9) * (6 / (1/7 / 9/5)))
[255546] ['4/9', '3/4', '4/3', '9/5', '7'] -> ((7 + (4/3 / 4/9)) / (3/4 / 9/5))
[255547] ['1/5', '1/5', '1/5', '3/4', '7'] -> ((1/5 + 7) / (3/4 * (1/5 + 1/5)))
[255548] ['1/9', '1/8', '6/7', '7/8', '9'] -> (9 / ((1/8 / 1/9) - (6/7 * 7/8)))
[255549] ['2/7', '4/9', '4/7', '4/7', '3'] -> ((4/7 * 3) / ((2/7 / 4/9) - 4/7))
[255550] ['4/9', '4/9', '1/2', '2', '9/4'] -> ((4/9 + (2 / 9/4)) / (1/2 - 4/9))
[255551] ['1/9', '3/7', '3/7', '2', '5/2'] -> (((5/2 + (3/7 / 2)) / 1/9) - 3/7)
[255552] ['2/9', '3/7', '9/8', '8/7', '6'] -> ((6 / 2/9) - (8/7 / (3/7 / 9/8)))
[255553] ['2/5', '9/8', '7/2', '7/2', '8'] -> (((7/2 + 7/2) + (8 / 2/5)) / 9/8)
[255554] ['1/4', '1/2', '4/5', '8/7', '9'] -> ((8/7 + (4/5 / 1/2)) * (9 - 1/4))
[255555] ['3/8', '5/7', '8/7', '6/5', '9'] -> (9 / ((6/5 * (5/7 / 8/7)) - 3/8))
[255556] ['1/6', '2/7', '7/9', '5/6', '1'] -> ((2/7 / 1/6) / ((5/6 / 7/9) - 1))
[255557] ['4/9', '3/4', '4/3', '5/2', '7'] -> (3/4 + ((7 + (4/3 * 5/2)) / 4/9))
[255558] ['1/5', '1/5', '1/5', '4/5', '7'] -> ((7 - (1/5 / 1/5)) / (1/5 / 4/5))
[255559] ['1/9', '3/7', '3/7', '2', '7/2'] -> ((2 * 7/2) * ((3/7 / 1/9) - 3/7))
[255560] ['1/4', '5/9', '3/5', '1', '9/2'] -> ((1 + (5/9 * 3/5)) / (1/4 / 9/2))
[255561] ['2/9', '4/7', '4/5', '1', '8/5'] -> ((4/5 / 2/9) / ((1 / 4/7) - 8/5))
[255562] ['2/5', '9/8', '7/2', '9/2', '8'] -> ((2/5 * 8) * (7/2 + (9/2 / 9/8)))
[255563] ['1/5', '6/7', '9/5', '2', '9/2'] -> ((9/2 - (9/5 / 6/7)) / (1/5 / 2))
[255564] ['1/4', '1/2', '4/5', '7/6', '9'] -> (9 * ((7/6 / (1/2 * 4/5)) - 1/4))
[255565] ['1/6', '2/7', '7/9', '6/7', '1'] -> (((1 / (1/6 * 7/9)) - 6/7) / 2/7)
[255566] ['8/9', '8/7', '5/3', '2', '8/3'] -> (8/3 / (5/3 - (2 * (8/9 / 8/7))))
[255567] ['1/5', '6/7', '2', '9/4', '9/4'] -> (((2 * 9/4) / (1/5 * 6/7)) - 9/4)
[255568] ['4/9', '3/4', '7/5', '7/5', '7'] -> ((7 + (7/5 / 7/5)) / (4/9 * 3/4))
[255569] ['1/9', '1/8', '6/7', '7/6', '9'] -> ((6/7 / 9) / (1/9 - (1/8 / 7/6)))
[255570] ['1/4', '1/2', '4/5', '9/7', '9'] -> ((1/2 + (9 / 9/7)) / (1/4 / 4/5))
[255571] ['4/9', '4/9', '1/2', '2', '9/2'] -> (9/2 * (4/9 + ((4/9 + 2) / 1/2)))
[255572] ['1/9', '1/7', '4/9', '1/2', '6'] -> (((4/9 + (1/2 * 6)) / 1/7) - 1/9)
[255573] ['1/9', '3/7', '4/9', '4/9', '2'] -> (2 / (3/7 * (4/9 - (1/9 / 4/9))))
[255574] ['2/7', '4/9', '4/7', '7/9', '3'] -> (2/7 / ((7/9 / (4/9 * 3)) - 4/7))
[255575] ['1/6', '2/7', '7/9', '1', '9/8'] -> ((1 / (1/6 * 2/7)) / (7/9 * 9/8))
[255576] ['2/5', '8/7', '8/7', '8/7', '8'] -> (8/7 * ((8/7 / 8/7) + (8 / 2/5)))
[255577] ['1/9', '1/7', '4/9', '5/9', '6'] -> ((6 + ((1/9 + 5/9) / 1/7)) / 4/9)
[255578] ['1/9', '3/7', '4/9', '5/9', '2'] -> (4/9 / ((5/9 / 2) - (1/9 / 3/7)))
[255579] ['1/4', '1/2', '4/5', '5/3', '9'] -> ((4/5 * 5/3) * (9 / (1/4 / 1/2)))
[255580] ['1/5', '6/7', '2', '9/4', '5/2'] -> (((2 + 5/2) / (1/5 * 6/7)) - 9/4)
[255581] ['4/9', '3/4', '7/5', '5/3', '7'] -> (7 * (3/4 + (5/3 / (4/9 * 7/5))))
[255582] ['4/9', '4/9', '5/9', '4/7', '2'] -> (2 / ((5/9 / 4/7) - (4/9 + 4/9)))
[255583] ['1/9', '1/8', '6/7', '5/4', '9'] -> (((5/4 / (1/8 * 6/7)) - 9) / 1/9)
[255584] ['1/5', '6/7', '2', '9/4', '8/3'] -> (6/7 * ((8/3 / (1/5 / 9/4)) - 2))
[255585] ['1/4', '1/2', '4/5', '7/4', '9'] -> ((9 / (1/2 * 4/5)) - (1/4 - 7/4))
[255586] ['1/4', '5/9', '5/8', '5/6', '1'] -> (1 / ((5/8 / 5/9) - (1/4 + 5/6)))
[255587] ['2/7', '4/9', '4/7', '5/6', '3'] -> (3 / ((4/7 / 2/7) - (5/6 / 4/9)))
[255588] ['4/9', '4/9', '5/9', '3/5', '2'] -> (4/9 / (((5/9 / 3/5) / 2) - 4/9))
[255589] ['2/7', '4/9', '4/7', '6/7', '3'] -> ((6/7 / (2/7 - (4/9 * 4/7))) - 3)
[255590] ['3/8', '5/7', '7/6', '5/4', '9'] -> (9 * (3/8 + (7/6 * (5/7 + 5/4))))
[255591] ['2/9', '4/7', '4/5', '1', '7/3'] -> (((1 / 4/5) + (7/3 / 4/7)) / 2/9)
[255592] ['2/9', '3/7', '9/8', '7/4', '6'] -> ((6 - (7/4 * (3/7 / 9/8))) / 2/9)
[255593] ['1/5', '1/5', '1/5', '4/3', '7'] -> ((1/5 + 7) * (4/3 / (1/5 + 1/5)))
[255594] ['1/9', '1/7', '4/9', '4/5', '6'] -> (6 * (1/9 + (4/9 / (1/7 * 4/5))))
[255595] ['2/7', '4/9', '4/7', '7/8', '3'] -> (3 / ((4/7 / 4/9) - (2/7 + 7/8)))
[255596] ['1/9', '1/8', '6/7', '7/5', '9'] -> ((9 / 7/5) / ((1/8 / 1/9) - 6/7))
[255597] ['1/9', '3/7', '4/9', '3/4', '2'] -> (2 / (3/7 * (3/4 - (1/9 + 4/9))))
[255598] ['1/5', '6/7', '2', '7/3', '7/3'] -> ((6/7 * 2) * (7/3 + (7/3 / 1/5)))
[255599] ['1/5', '1/5', '1/5', '8/5', '7'] -> (((7 / (8/5 - 1/5)) - 1/5) / 1/5)
[255600] ['2/7', '4/9', '4/7', '8/9', '3'] -> ((4/9 * 4/7) / ((8/9 / 3) - 2/7))
[255601] ['4/9', '4/9', '5/9', '3/4', '2'] -> ((4/9 * 2) / ((4/9 / 3/4) - 5/9))
[255602] ['1/9', '1/7', '4/9', '7/8', '6'] -> ((4/9 + (1/9 / 7/8)) / (1/7 / 6))
[255603] ['1/9', '1/8', '6/7', '3/2', '9'] -> (((3/2 / 1/9) - (9 / 6/7)) / 1/8)
[255604] ['2/9', '3/7', '9/8', '5/2', '6'] -> ((5/2 / (2/9 * 9/8)) + (6 / 3/7))
[255605] ['2/7', '4/9', '4/7', '9/8', '3'] -> (3 / ((2/7 + 9/8) - (4/7 / 4/9)))
[255606] ['4/9', '3/4', '7/5', '9/2', '7'] -> (9/2 * ((4/9 * 3/4) + (7 / 7/5)))
[255607] ['1/5', '1/5', '1/5', '9/5', '7'] -> ((7 - (9/5 + (1/5 + 1/5))) / 1/5)
[255608] ['1/9', '3/7', '4/9', '7/8', '2'] -> ((2 / 7/8) / ((1/9 + 3/7) - 4/9))
[255609] ['2/5', '8/7', '7/6', '7/6', '8'] -> (8/7 * ((7/6 / 7/6) + (8 / 2/5)))
[255610] ['1/5', '6/7', '2', '7/3', '9/2'] -> ((7/3 * 9/2) * ((6/7 / 1/5) - 2))
[255611] ['2/7', '4/9', '4/7', '8/7', '3'] -> ((3 + ((4/7 + 8/7) / 4/9)) / 2/7)
[255612] ['4/9', '4/9', '5/9', '4/5', '2'] -> (4/9 / ((5/9 / (2 - 4/5)) - 4/9))
[255613] ['2/9', '3/7', '9/8', '7/2', '6'] -> ((9/8 * 7/2) * (6 + (2/9 * 3/7)))
[255614] ['4/9', '3/4', '3/2', '7/4', '7'] -> (7 / (7/4 - (3/4 * (4/9 + 3/2))))
[255615] ['2/9', '4/7', '5/6', '6/7', '1'] -> (4/7 / ((2/9 * 6/7) + (5/6 - 1)))
[255616] ['1/9', '3/7', '4/9', '9/8', '2'] -> ((1/9 + 2) / (9/8 - (4/9 / 3/7)))
[255617] ['1/5', '1/5', '1/5', '7/3', '7'] -> ((1/5 + 7) * (7/3 + (1/5 / 1/5)))
[255618] ['1/4', '1/2', '6/7', '4/3', '9'] -> (9 / ((1/2 * 4/3) - (1/4 / 6/7)))
[255619] ['1/5', '6/7', '2', '5/2', '5/2'] -> ((2 / 1/5) / ((5/2 / 6/7) - 5/2))
[255620] ['1/9', '1/8', '6/7', '7/4', '9'] -> (9 / ((6/7 * 7/4) - (1/8 / 1/9)))
[255621] ['2/5', '8/7', '7/6', '7/5', '8'] -> (8 / ((2/5 - 7/5) + (8/7 * 7/6)))
[255622] ['1/5', '1/5', '1/5', '5/2', '7'] -> ((1/5 + 7) / ((1/5 * 5/2) - 1/5))
[255623] ['4/9', '4/9', '5/9', '6/7', '2'] -> ((4/9 * 2) / (5/9 - (4/9 / 6/7)))
[255624] ['2/7', '4/9', '4/7', '4/3', '3'] -> ((4/3 + (4/7 * 3)) / (2/7 * 4/9))
[255625] ['2/9', '3/7', '8/7', '8/7', '6'] -> ((3/7 / 8/7) + (6 / (2/9 * 8/7)))
[255626] ['1/5', '1/5', '1/5', '8/3', '7'] -> (8/3 * (7 + ((1/5 + 1/5) / 1/5)))
[255627] ['1/4', '1/2', '6/7', '8/5', '9'] -> ((8/5 / (1/2 / 6/7)) * (9 - 1/4))
[255628] ['1/5', '6/7', '2', '5/2', '8/3'] -> ((6/7 * 8/3) * ((5/2 / 1/5) - 2))
[255629] ['2/5', '8/7', '7/6', '3/2', '8'] -> (3/2 * ((8 / (2/5 * 7/6)) - 8/7))
[255630] ['1/9', '3/7', '4/9', '6/5', '2'] -> ((2 / ((3/7 * 4/9) - 1/9)) - 6/5)
[255631] ['1/5', '1/5', '1/5', '7/2', '7'] -> ((7/2 * 7) - (1/5 / (1/5 + 1/5)))
[255632] ['1/4', '1/2', '6/7', '5/3', '9'] -> (((9 / 6/7) - 1/2) / (1/4 * 5/3))
[255633] ['1/9', '1/8', '6/7', '5/2', '9'] -> ((5/2 + (1/9 * 9)) / (1/8 / 6/7))
[255634] ['2/7', '4/9', '4/7', '7/4', '3'] -> ((3 / 7/4) / ((2/7 / 4/9) - 4/7))
[255635] ['1/5', '6/7', '2', '5/2', '7/2'] -> (6/7 * (((5/2 + 7/2) / 1/5) - 2))
[255636] ['2/9', '4/7', '5/6', '1', '8/7'] -> (8/7 / (1 - ((2/9 + 4/7) / 5/6)))
[255637] ['1/9', '3/7', '4/9', '4/3', '2'] -> ((4/3 + (2 / 3/7)) / (1/9 / 4/9))
[255638] ['2/5', '8/7', '7/6', '7/4', '8'] -> ((8 / 2/5) / ((8/7 * 7/4) - 7/6))
[255639] ['1/4', '5/9', '5/8', '1', '9/4'] -> (1 / ((1/4 / 9/4) + (5/9 - 5/8)))
[255640] ['2/9', '4/7', '5/6', '1', '7/6'] -> (4/7 / ((2/9 / 7/6) + (5/6 - 1)))
[255641] ['1/4', '1/2', '6/7', '8/3', '9'] -> (9 / (6/7 * (1/4 + (1/2 / 8/3))))
[255642] ['1/5', '6/7', '2', '5/2', '9/2'] -> ((5/2 * 9/2) * ((2 / 6/7) - 1/5))
[255643] ['2/5', '8/7', '7/6', '9/5', '8'] -> ((9/5 + 8) / (7/6 * (2/5 / 8/7)))
[255644] ['1/9', '1/8', '6/7', '8/3', '9'] -> ((9 / 1/8) / ((8/3 / 6/7) - 1/9))
[255645] ['2/7', '4/9', '4/7', '5/2', '3'] -> ((5/2 / 4/9) + (3 / (2/7 * 4/7)))
[255646] ['1/6', '2/7', '7/9', '1', '7/2'] -> ((1 / 7/9) + ((2/7 + 7/2) / 1/6))
[255647] ['1/9', '1/7', '1/2', '1/2', '6'] -> ((6 / (1/7 + 1/2)) / (1/2 - 1/9))
[255648] ['2/9', '3/7', '8/7', '7/5', '6'] -> (((8/7 + (6 / 7/5)) / 2/9) - 3/7)
[255649] ['4/9', '3/4', '8/5', '5/2', '7'] -> (((7 + (8/5 * 5/2)) / 4/9) - 3/4)
[255650] ['1/5', '6/7', '2', '8/3', '8/3'] -> (8/3 * ((2 / (1/5 * 6/7)) - 8/3))
[255651] ['1/9', '1/8', '6/7', '9/2', '9'] -> ((9/2 - (1/9 * 9)) / (1/8 / 6/7))
[255652] ['2/7', '4/9', '4/7', '3', '7/2'] -> (3 * (7/2 + (4/7 / (2/7 * 4/9))))
[255653] ['8/9', '8/7', '2', '9/4', '5/2'] -> (2 / ((5/2 / (8/7 * 9/4)) - 8/9))
[255654] ['2/9', '3/7', '8/7', '8/5', '6'] -> ((6 - (8/7 / 3/7)) / (2/9 / 8/5))
[255655] ['2/5', '8/7', '7/6', '5/2', '8'] -> (8 / ((8/7 * 7/6) - (2/5 * 5/2)))
[255656] ['1/9', '3/7', '4/9', '5/3', '2'] -> ((3/7 + (5/3 / 1/9)) * (2 - 4/9))
[255657] ['1/5', '6/7', '2', '8/3', '9/2'] -> ((2 / 1/5) + (9/2 / (6/7 / 8/3)))
[255658] ['4/9', '3/4', '8/5', '9/2', '7'] -> (((7 / 4/9) - 9/2) / (3/4 / 8/5))
[255659] ['2/7', '4/9', '4/7', '3', '9/2'] -> (4/7 / ((3 / 9/2) - (2/7 / 4/9)))
[255660] ['2/5', '8/7', '7/6', '7/2', '8'] -> ((7/6 + 7/2) * (8 - (8/7 / 2/5)))
[255661] ['1/6', '2/7', '4/5', '5/6', '1'] -> (((4/5 / 2/7) + (1 / 5/6)) / 1/6)
[255662] ['2/9', '3/7', '8/7', '7/4', '6'] -> (((6 / 7/4) - 8/7) / (2/9 * 3/7))
[255663] ['1/9', '1/8', '7/8', '9/8', '9'] -> (((1/9 * 9) + (7/8 + 9/8)) / 1/8)
[255664] ['3/8', '5/7', '6/5', '7/3', '9'] -> ((5/7 + 7/3) * (3/8 + (9 / 6/5)))
[255665] ['1/4', '5/9', '2/3', '5/7', '1'] -> (2/3 / ((1/4 - 1) + (5/9 / 5/7)))
[255666] ['2/7', '4/9', '3/5', '5/8', '3'] -> ((3/5 * 5/8) + (3 / (2/7 * 4/9)))
[255667] ['2/5', '8/7', '7/6', '9/2', '8'] -> ((8/7 / 7/6) * (9/2 + (8 / 2/5)))
[255668] ['8/9', '8/7', '2', '7/3', '7/3'] -> (8/7 / ((8/9 / 7/3) + (2 - 7/3)))
[255669] ['1/9', '3/7', '4/9', '2', '9/4'] -> (2 / (3/7 * (4/9 - (1/9 * 9/4))))
[255670] ['1/6', '2/7', '4/5', '7/8', '1'] -> (1 / ((2/7 * 7/8) - (1/6 / 4/5)))
[255671] ['1/4', '1/2', '7/8', '9/5', '9'] -> (1/2 + ((7/8 + (9 / 9/5)) / 1/4))
[255672] ['1/9', '1/7', '1/2', '5/6', '6'] -> (6 * ((5/6 / 1/9) - (1/2 / 1/7)))
[255673] ['4/9', '3/4', '7/4', '7/4', '7'] -> ((7 + (7/4 / 7/4)) / (4/9 * 3/4))
[255674] ['4/9', '4/9', '5/9', '5/3', '2'] -> (4/9 / (((5/9 * 5/3) / 2) - 4/9))
[255675] ['1/9', '3/7', '4/9', '2', '7/3'] -> (((7/3 / 3/7) - 1/9) / (4/9 / 2))
[255676] ['2/9', '3/7', '8/7', '5/2', '6'] -> (((8/7 * 5/2) / (2/9 * 3/7)) - 6)
[255677] ['4/9', '4/9', '5/9', '7/4', '2'] -> (2 / ((5/9 * 7/4) - (4/9 + 4/9)))
[255678] ['2/7', '4/9', '3/5', '7/9', '3'] -> (((7/9 + 3) / (3/5 - 4/9)) - 2/7)
[255679] ['1/4', '5/9', '2/3', '1', '9/8'] -> (1 / (9/8 - (1/4 + (5/9 / 2/3))))
[255680] ['2/9', '3/7', '8/7', '7/2', '6'] -> (8/7 / (3/7 - (6 * (2/9 / 7/2))))
[255681] ['1/9', '3/7', '4/9', '2', '7/2'] -> ((2 + (7/2 * (3/7 * 4/9))) / 1/9)
[255682] ['2/9', '4/7', '5/6', '1', '9/4'] -> (1 / ((9/4 * (2/9 / 4/7)) - 5/6))
[255683] ['2/7', '4/9', '3/5', '6/7', '3'] -> ((6/7 / ((2/7 / 3/5) - 4/9)) - 3)
[255684] ['4/9', '4/9', '5/9', '2', '7/3'] -> (2 / (7/3 - ((4/9 + 5/9) / 4/9)))
[255685] ['2/5', '8/7', '6/5', '8/3', '8'] -> (8/7 * ((8/3 * 8) - (2/5 / 6/5)))
[255686] ['4/9', '3/4', '7/4', '7/2', '7'] -> (7/2 / (3/4 * (4/9 - (7/4 / 7))))
[255687] ['1/9', '1/8', '7/8', '3/2', '9'] -> ((9 / 3/2) / ((1/8 / 1/9) - 7/8))
[255688] ['1/6', '2/7', '4/5', '1', '9/7'] -> ((1 + 9/7) / (4/5 * (2/7 - 1/6)))
[255689] ['8/9', '8/7', '2', '5/2', '8/3'] -> ((8/3 / ((5/2 / 2) - 8/7)) - 8/9)
[255690] ['2/9', '4/7', '5/6', '1', '7/3'] -> ((4/7 * 7/3) / ((2/9 + 5/6) - 1))
[255691] ['3/8', '5/7', '5/4', '3/2', '9'] -> (3/8 + ((3/2 * 9) / (5/7 / 5/4)))
[255692] ['1/5', '7/8', '7/8', '4/3', '2'] -> ((2 / 1/5) / ((7/8 + 7/8) - 4/3))
[255693] ['1/4', '5/9', '2/3', '1', '7/4'] -> (2/3 / (((1 - 5/9) / 1/4) - 7/4))
[255694] ['1/9', '1/8', '7/8', '8/5', '9'] -> ((7/8 + (1/9 * 9)) / (1/8 / 8/5))
[255695] ['2/9', '4/7', '5/6', '1', '8/3'] -> (((8/3 / (2/9 * 4/7)) - 1) / 5/6)
[255696] ['1/5', '7/8', '7/8', '7/5', '2'] -> ((7/5 + (7/8 / 7/8)) / (1/5 / 2))
[255697] ['1/4', '1/2', '8/9', '9/5', '9'] -> (9 / (1/2 * (8/9 - (1/4 / 9/5))))
[255698] ['8/9', '8/7', '2', '8/3', '8/3'] -> (8/3 / ((8/9 / 8/7) + (2 - 8/3)))
[255699] ['1/5', '1/5', '2/9', '9/8', '7'] -> ((7 - (1/5 / 1/5)) / (2/9 * 9/8))
[255700] ['2/9', '3/7', '7/6', '8/5', '6'] -> ((8/5 * 6) * ((7/6 / 3/7) - 2/9))
[255701] ['1/9', '3/7', '1/2', '3/4', '2'] -> (((1/2 / 3/7) + (3/4 * 2)) / 1/9)
[255702] ['1/6', '2/7', '4/5', '1', '8/5'] -> (((4/5 / 8/5) + (1 / 2/7)) / 1/6)
[255703] ['8/9', '8/7', '2', '8/3', '9/2'] -> ((8/7 + (8/9 * 9/2)) * (2 + 8/3))
[255704] ['3/8', '5/7', '5/4', '5/2', '9'] -> (9 / (5/2 - (3/8 + (5/4 / 5/7))))
[255705] ['4/9', '3/4', '9/5', '8/3', '7'] -> (9/5 * (4/9 + ((8/3 + 7) / 3/4)))
[255706] ['2/9', '4/7', '6/7', '6/7', '1'] -> ((6/7 + (4/7 / 2/9)) / (1 - 6/7))
[255707] ['1/5', '7/8', '7/8', '7/4', '2'] -> (7/8 + ((2 + (7/8 + 7/4)) / 1/5))
[255708] ['2/9', '3/7', '7/6', '7/4', '6'] -> (6 * (7/4 + (7/6 / (2/9 / 3/7))))
[255709] ['1/9', '1/8', '7/8', '5/2', '9'] -> (((1/9 * 9) + (5/2 / 1/8)) / 7/8)
[255710] ['1/5', '1/5', '2/9', '6/5', '7'] -> ((1/5 + 7) / (6/5 - (1/5 / 2/9)))
[255711] ['1/9', '1/7', '5/9', '3/5', '6'] -> (6 * ((3/5 / 1/7) - (1/9 / 5/9)))
[255712] ['2/9', '4/7', '6/7', '7/8', '1'] -> ((4/7 / (2/9 * 6/7)) / (1 - 7/8))
[255713] ['1/5', '7/8', '7/8', '9/5', '2'] -> (((7/8 / 7/8) + (9/5 + 2)) / 1/5)
[255714] ['1/9', '3/7', '1/2', '6/7', '2'] -> (((1/2 + 6/7) / (1/9 / 2)) - 3/7)
[255715] ['1/9', '1/8', '7/8', '7/2', '9'] -> (((7/2 / 7/8) - (1/9 * 9)) / 1/8)
[255716] ['2/9', '4/7', '6/7', '1', '9/8'] -> ((4/7 / (2/9 * 6/7)) / (9/8 - 1))
[255717] ['2/5', '8/7', '5/4', '7/3', '8'] -> (7/3 * (8 + (8/7 / (2/5 * 5/4))))
[255718] ['1/6', '2/7', '4/5', '1', '9/4'] -> ((1 / (4/5 * (1/6 * 2/7))) - 9/4)
[255719] ['1/9', '3/7', '1/2', '7/8', '2'] -> ((1/2 / 7/8) * (2 / (1/9 * 3/7)))
[255720] ['1/9', '1/8', '7/8', '9/2', '9'] -> ((9 / (1/9 * 9/2)) / (7/8 - 1/8))
[255721] ['2/9', '4/7', '6/7', '1', '8/7'] -> ((6/7 + (4/7 / 2/9)) / (8/7 - 1))
[255722] ['1/9', '1/7', '5/9', '5/7', '6'] -> ((((5/9 / 1/9) - 5/7) / 1/7) - 6)
[255723] ['1/5', '1/5', '2/9', '4/3', '7'] -> (((1/5 + (4/3 / 2/9)) / 1/5) - 7)
[255724] ['1/9', '1/8', '8/9', '8/9', '9'] -> (9 * ((1/9 / 1/8) + (8/9 + 8/9)))
[255725] ['1/5', '7/8', '7/8', '2', '5/2'] -> ((5/2 / (1/5 / 2)) - (7/8 / 7/8))
[255726] ['2/9', '4/7', '6/7', '1', '7/6'] -> (4/7 / ((2/9 * 6/7) + (1 - 7/6)))
[255727] ['1/4', '1/2', '8/7', '6/5', '9'] -> ((6/5 / (1/2 / 8/7)) * (9 - 1/4))
[255728] ['1/4', '5/9', '5/7', '6/7', '1'] -> (6/7 / ((5/7 / 5/9) - (1/4 + 1)))
[255729] ['4/9', '3/4', '9/4', '7/2', '7'] -> (((7 + (7/2 / 3/4)) / 4/9) - 9/4)
[255730] ['2/9', '3/7', '6/5', '6/5', '6'] -> (6 + ((6/5 + (6/5 / 3/7)) / 2/9))
[255731] ['1/5', '7/8', '7/8', '2', '8/3'] -> (8/3 * ((2 / 1/5) - (7/8 / 7/8)))
[255732] ['2/5', '8/7', '9/7', '9/7', '8'] -> (8/7 * ((9/7 / 9/7) + (8 / 2/5)))
[255733] ['8/9', '7/6', '7/6', '4/3', '2'] -> ((4/3 * 2) / ((7/6 / 7/6) - 8/9))
[255734] ['2/9', '4/7', '6/7', '1', '5/4'] -> ((4/7 / 6/7) / (5/4 - (2/9 + 1)))
[255735] ['1/4', '1/2', '8/7', '7/5', '9'] -> (9 / (1/4 * (8/7 + (1/2 / 7/5))))
[255736] ['4/9', '3/4', '7/3', '7/3', '7'] -> ((7 + (7/3 / 7/3)) / (4/9 * 3/4))
[255737] ['1/5', '7/8', '7/8', '2', '9/2'] -> (((7/8 + 9/2) / 1/5) - (7/8 + 2))
[255738] ['8/9', '7/6', '7/6', '7/5', '2'] -> (2 / (((7/6 * 7/6) / 7/5) - 8/9))
[255739] ['1/4', '1/2', '8/7', '8/5', '9'] -> ((8/7 + 8/5) * (9 + (1/4 - 1/2)))
[255740] ['1/9', '1/7', '5/9', '7/8', '6'] -> (6 / ((7/8 * (5/9 - 1/7)) - 1/9))
[255741] ['8/9', '7/6', '7/6', '3/2', '2'] -> ((3/2 + 2) / ((7/6 / 8/9) - 7/6))
[255742] ['1/9', '3/7', '1/2', '7/5', '2'] -> (7/5 * ((2 / 1/9) - (3/7 / 1/2)))
