[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[86326] ['1/7', '5/7', '3/4', '9/2', '5'] -> (((5 - 5/7) / 1/7) - (9/2 / 3/4))
[86327] ['2/9', '3/7', '3/7', '7/8', '4'] -> ((4 / (2/9 * 7/8)) / (3/7 + 3/7))
[86328] ['2/7', '1/2', '3/5', '9/4', '5'] -> (((5 - 1/2) / (2/7 * 3/5)) - 9/4)
[86329] ['1/7', '5/7', '7/9', '7/9', '5'] -> ((5 / (1/7 / 5/7)) - (7/9 / 7/9))
[86330] ['2/7', '1/2', '3/5', '7/3', '5'] -> (((7/3 * 5) / (2/7 / 3/5)) - 1/2)
[86331] ['1/8', '4/9', '5/9', '5/3', '3'] -> (5/3 / (5/9 - (4/9 + (1/8 / 3))))
[86332] ['1/9', '8/9', '8/7', '7/3', '5'] -> ((7/3 / (1/9 * 8/7)) + (5 / 8/9))
[86333] ['1/5', '2/9', '9/8', '4/3', '9'] -> (9 / ((4/3 / 2/9) - (9/8 / 1/5)))
[86334] ['4/9', '4/3', '7/4', '7/2', '9'] -> ((9 + (4/3 / 4/9)) / (7/4 / 7/2))
[86335] ['1/9', '4/7', '3/4', '7/8', '7'] -> ((7 / 3/4) / ((4/7 * 7/8) - 1/9))
[86336] ['3/7', '3/5', '2/3', '7/8', '3'] -> ((3 / (3/5 * 7/8)) / (2/3 - 3/7))
[86337] ['2/7', '1/2', '3/5', '5/2', '5'] -> ((5/2 + (5 / 2/7)) / (1/2 / 3/5))
[86338] ['1/9', '4/7', '3/4', '8/9', '7'] -> ((3/4 * 8/9) * (7 / (1/9 / 4/7)))
[86339] ['2/9', '3/7', '3/7', '7/6', '4'] -> (4 / ((3/7 * (2/9 + 7/6)) - 3/7))
[86340] ['1/5', '2/9', '9/8', '3/2', '9'] -> (3/2 + (9 / (2/9 + (1/5 / 9/8))))
[86341] ['1/9', '7/5', '3/2', '9/2', '6'] -> (((3/2 + (9/2 / 1/9)) / 7/5) - 6)
[86342] ['1/9', '4/7', '3/4', '9/8', '7'] -> ((3/4 / 9/8) * (7 / (1/9 / 4/7)))
[86343] ['1/9', '8/9', '8/7', '7/2', '5'] -> ((8/7 * 7/2) * (5 + (1/9 + 8/9)))
[86344] ['2/7', '1/2', '3/5', '7/2', '5'] -> ((3/5 + 5) * (7/2 + (2/7 + 1/2)))
[86345] ['1/7', '5/7', '7/9', '7/8', '5'] -> (5 / (7/8 - (7/9 * (1/7 + 5/7))))
[86346] ['3/7', '3/5', '2/3', '8/7', '3'] -> ((3 / (3/5 / 8/7)) / (2/3 - 3/7))
[86347] ['1/5', '2/9', '9/8', '7/4', '9'] -> (9 * ((2/9 / 1/5) + (7/4 / 9/8)))
[86348] ['2/7', '1/2', '5/8', '5/8', '5'] -> (((5 - 5/8) / (2/7 * 5/8)) - 1/2)
[86349] ['1/5', '2/3', '8/7', '8/5', '8'] -> ((8 / (2/3 - 1/5)) / (8/7 / 8/5))
[86350] ['1/9', '4/7', '3/4', '7/6', '7'] -> ((4/7 * 7/6) / ((1/9 * 7) - 3/4))
[86351] ['2/9', '3/7', '3/7', '5/4', '4'] -> (((3/7 + (5/4 * 4)) / 2/9) - 3/7)
[86352] ['3/5', '7/9', '4/5', '1', '5/2'] -> (4/5 / ((3/5 * (5/2 - 7/9)) - 1))
[86353] ['1/9', '8/9', '7/6', '7/6', '5'] -> (((7/6 + (8/9 + 7/6)) / 1/9) - 5)
[86354] ['2/7', '1/2', '5/8', '2/3', '5'] -> ((5 / (2/7 * 5/8)) / (1/2 + 2/3))
[86355] ['1/7', '5/7', '7/9', '9/8', '5'] -> (5 / (7/9 * (9/8 - (1/7 + 5/7))))
[86356] ['1/9', '7/5', '8/5', '5/2', '6'] -> (8/5 * ((7/5 / 1/9) + (6 / 5/2)))
[86357] ['3/5', '4/5', '4/5', '4/5', '3'] -> ((4/5 + 4/5) * (3 / (4/5 - 3/5)))
[86358] ['2/9', '3/7', '3/7', '7/5', '4'] -> (7/5 * ((4 / 2/9) - (3/7 + 3/7)))
[86359] ['1/9', '8/9', '7/6', '6/5', '5'] -> (((5 / 6/5) - 7/6) / (1/9 / 8/9))
[86360] ['4/9', '7/5', '7/5', '3/2', '9'] -> (3/2 + ((9 + (7/5 / 7/5)) / 4/9))
[86361] ['3/5', '7/9', '4/5', '1', '8/3'] -> (4/5 / ((3/5 / (1 - 7/9)) - 8/3))
[86362] ['1/7', '5/7', '7/9', '8/7', '5'] -> (((5 - (8/7 / 7/9)) / 1/7) - 5/7)
[86363] ['3/5', '4/5', '4/5', '5/6', '3'] -> (4/5 / ((3/5 - 5/6) + (4/5 / 3)))
[86364] ['1/9', '4/7', '3/4', '5/4', '7'] -> ((((4/7 * 7) - 5/4) / 1/9) - 3/4)
[86365] ['4/7', '5/8', '9/8', '3/2', '4'] -> ((9/8 + (3/2 / 4/7)) / (5/8 / 4))
[86366] ['1/3', '4/9', '7/5', '7/4', '2'] -> (2 / ((4/9 / 1/3) - (7/4 / 7/5)))
[86367] ['1/9', '8/9', '7/6', '9/7', '5'] -> (((5 / 7/6) - 9/7) / (1/9 / 8/9))
[86368] ['2/7', '1/2', '5/8', '3/4', '5'] -> ((((5 - 1/2) / 2/7) - 3/4) / 5/8)
[86369] ['3/7', '3/5', '2/3', '9/7', '3'] -> ((9/7 / ((3/7 / 3/5) - 2/3)) - 3)
[86370] ['1/8', '2/5', '5/8', '9/8', '4'] -> ((4 / 2/5) + ((5/8 + 9/8) / 1/8))
[86371] ['3/5', '4/5', '4/5', '6/7', '3'] -> ((4/5 * 3) / (4/5 - (3/5 / 6/7)))
[86372] ['1/9', '4/7', '3/4', '4/3', '7'] -> (4/7 / ((3/4 / 7) - (1/9 / 4/3)))
[86373] ['2/7', '1/2', '5/8', '7/9', '5'] -> (5 / ((7/9 * (2/7 + 5/8)) - 1/2))
[86374] ['1/5', '2/9', '9/8', '8/3', '9'] -> (((8/3 / 1/5) - (9 / 9/8)) / 2/9)
[86375] ['2/9', '3/7', '3/7', '7/4', '4'] -> (4 / (2/9 * (7/4 - (3/7 / 3/7))))
[86376] ['1/9', '8/9', '7/6', '8/5', '5'] -> (5 / (7/6 - (8/9 + (1/9 / 8/5))))
[86377] ['3/7', '3/5', '2/3', '3/2', '3'] -> (((3 / (3/5 - 3/7)) - 3/2) / 2/3)
[86378] ['1/5', '2/3', '8/7', '9/2', '8'] -> ((8/7 * 9/2) * (8 - (2/3 / 1/5)))
[86379] ['1/9', '7/5', '5/3', '5/2', '6'] -> (((6 / 5/2) - (7/5 - 5/3)) / 1/9)
[86380] ['1/9', '8/9', '7/6', '5/3', '5'] -> ((5 + ((8/9 + 5/3) / 1/9)) / 7/6)
[86381] ['1/9', '4/7', '3/4', '3/2', '7'] -> ((1/9 + 7) * (3/4 + (3/2 / 4/7)))
[86382] ['1/7', '5/7', '7/9', '9/7', '5'] -> ((5 / (1/7 / 5/7)) - (7/9 * 9/7))
[86383] ['3/7', '3/5', '2/3', '8/5', '3'] -> (3 / (3/7 * (2/3 - (3/5 / 8/5))))
[86384] ['1/3', '4/9', '7/5', '2', '5/2'] -> (((7/5 * 5/2) + (2 / 4/9)) / 1/3)
[86385] ['2/7', '1/2', '5/8', '7/8', '5'] -> (((7/8 * 5) / (2/7 * 5/8)) - 1/2)
[86386] ['1/9', '7/5', '5/3', '7/2', '6'] -> ((7/5 * 5/3) + (6 * (1/9 + 7/2)))
[86387] ['1/9', '8/9', '7/6', '7/4', '5'] -> ((7/4 / (1/9 / 7/6)) + (5 / 8/9))
[86388] ['4/9', '7/5', '7/5', '5/2', '9'] -> (7/5 + (9 * (7/5 + (4/9 * 5/2))))
[86389] ['1/8', '2/5', '5/8', '7/5', '4'] -> (4 * ((5/8 / 1/8) - (2/5 - 7/5)))
[86390] ['1/9', '4/7', '3/4', '5/3', '7'] -> ((4/7 * 7) + (5/3 / (1/9 * 3/4)))
[86391] ['3/5', '4/5', '4/5', '4/3', '3'] -> ((4/5 + (4/3 * 3)) / (4/5 - 3/5))
[86392] ['1/3', '4/9', '7/5', '2', '8/3'] -> (8/3 / ((1/3 / (2 - 7/5)) - 4/9))
[86393] ['2/9', '3/7', '4/9', '4/9', '4'] -> ((4/9 * 4) / ((2/9 / 3/7) - 4/9))
[86394] ['1/9', '4/7', '3/4', '7/4', '7'] -> ((7 - (7/4 / 3/4)) / (1/9 / 4/7))
[86395] ['1/9', '8/9', '7/6', '7/3', '5'] -> ((5 - (7/3 / 7/6)) / (1/9 / 8/9))
[86396] ['1/9', '7/5', '7/4', '9/5', '6'] -> ((6 / (1/9 / 7/5)) / (7/4 * 9/5))
[86397] ['3/7', '3/5', '2/3', '9/4', '3'] -> ((3 / (2/3 * (3/5 - 3/7))) - 9/4)
[86398] ['1/5', '2/9', '8/7', '6/5', '9'] -> ((6/5 / 9) / (1/5 - (2/9 / 8/7)))
[86399] ['1/5', '2/3', '7/6', '5/3', '8'] -> ((8 / 2/3) / ((7/6 / 5/3) - 1/5))
[86400] ['3/5', '7/9', '5/6', '1', '6/5'] -> ((3/5 + 1) / (6/5 * (5/6 - 7/9)))
[86401] ['3/5', '4/5', '4/5', '7/4', '3'] -> ((3/5 + 3) / (7/4 - (4/5 + 4/5)))
[86402] ['1/3', '4/9', '3/2', '7/4', '2'] -> (2 / ((4/9 * 3/2) - (1/3 * 7/4)))
[86403] ['1/9', '7/5', '7/4', '7/3', '6'] -> (7/3 / ((7/4 / (7/5 * 6)) - 1/9))
[86404] ['3/7', '3/5', '2/3', '5/2', '3'] -> (((3 / 3/7) - 3/5) / (2/3 / 5/2))
[86405] ['3/5', '4/5', '4/5', '9/4', '3'] -> ((3 + (4/5 * 9/4)) / (4/5 - 3/5))
[86406] ['3/5', '7/9', '5/6', '1', '5/4'] -> ((1 / (3/5 * 5/4)) / (5/6 - 7/9))
[86407] ['1/3', '4/9', '3/2', '9/5', '2'] -> (2 / ((3/2 / 9/5) - (1/3 / 4/9)))
[86408] ['1/9', '7/5', '7/4', '5/2', '6'] -> (6 + (5/2 / (7/4 * (1/9 / 7/5))))
[86409] ['4/7', '5/8', '8/7', '7/6', '4'] -> ((4 / 7/6) / ((5/8 * 8/7) - 4/7))
[86410] ['3/5', '4/5', '4/5', '7/3', '3'] -> ((4/5 + 4/5) / (3 - (3/5 + 7/3)))
[86411] ['1/8', '2/5', '2/3', '5/7', '4'] -> (4 / (1/8 * (2/5 + (2/3 / 5/7))))
[86412] ['1/5', '2/9', '8/7', '4/3', '9'] -> (8/7 * ((4/3 / (1/5 * 2/9)) - 9))
[86413] ['1/9', '8/9', '6/5', '5/4', '5'] -> ((6/5 * 5) / (5/4 - (1/9 + 8/9)))
[86414] ['1/3', '4/9', '3/2', '2', '7/2'] -> ((7/2 + (1/3 + 3/2)) / (4/9 / 2))
[86415] ['1/9', '4/7', '3/4', '8/3', '7'] -> (((7 * (4/7 / 3/4)) - 8/3) / 1/9)
[86416] ['1/7', '5/7', '7/9', '7/3', '5'] -> ((5 * (5/7 + 7/3)) / (7/9 - 1/7))
[86417] ['3/7', '3/5', '2/3', '3', '7/2'] -> (((3 / 3/5) - 3/7) / (2/3 / 7/2))
[86418] ['3/5', '7/9', '5/6', '1', '4/3'] -> (4/3 / ((1 / 3/5) - (7/9 + 5/6)))
[86419] ['1/9', '7/5', '7/4', '9/2', '6'] -> (7/5 * ((9/2 / (1/9 * 7/4)) - 6))
[86420] ['2/7', '1/2', '5/8', '5/3', '5'] -> ((5 / (2/7 * 5/8)) / (5/3 - 1/2))
[86421] ['1/9', '4/7', '3/4', '7/2', '7'] -> ((7 - 7/2) / (3/4 * (1/9 / 4/7)))
[86422] ['4/9', '7/5', '3/2', '7/3', '9'] -> ((4/9 * 9) / ((7/3 / 7/5) - 3/2))
[86423] ['3/5', '4/5', '4/5', '8/3', '3'] -> (3/5 / (((3 - 4/5) / 8/3) - 4/5))
[86424] ['1/8', '2/5', '2/3', '6/7', '4'] -> (((4 / 6/7) - (2/3 / 2/5)) / 1/8)
[86425] ['4/9', '7/5', '3/2', '5/2', '9'] -> ((3/2 / 5/2) + ((7/5 + 9) / 4/9))
[86426] ['1/9', '4/7', '7/9', '7/9', '7'] -> (((7/9 * 7) - 7/9) / (1/9 / 4/7))
[86427] ['1/9', '8/9', '6/5', '5/3', '5'] -> ((5 - (6/5 * 5/3)) / (1/9 / 8/9))
[86428] ['3/5', '4/5', '4/5', '3', '7/2'] -> (4/5 / (((7/2 - 3) / 3/5) - 4/5))
[86429] ['1/3', '4/9', '8/5', '9/5', '2'] -> (8/5 / (((4/9 * 9/5) / 2) - 1/3))
[86430] ['1/5', '2/3', '5/4', '9/7', '8'] -> (2/3 / ((5/4 / 1/5) - (8 / 9/7)))
[86431] ['3/5', '4/5', '5/6', '5/6', '3'] -> ((3 / 3/5) / ((5/6 / 4/5) - 5/6))
[86432] ['2/7', '1/2', '5/8', '7/3', '5'] -> ((5 / (2/7 * 1/2)) / (5/8 * 7/3))
[86433] ['1/9', '8/9', '6/5', '9/4', '5'] -> ((6/5 * 5) + (9/4 / (1/9 / 8/9)))
[86434] ['4/7', '5/8', '8/7', '9/4', '4'] -> (4 * (4/7 + ((8/7 + 9/4) / 5/8)))
[86435] ['4/9', '7/5', '8/5', '8/5', '9'] -> (8/5 * ((9 * (4/9 + 7/5)) - 8/5))
[86436] ['1/5', '2/3', '5/4', '7/5', '8'] -> ((8 * (1/5 + 7/5)) / (2/3 / 5/4))
[86437] ['2/7', '1/2', '5/8', '5/2', '5'] -> ((5/2 / (2/7 * 5/8)) + (5 / 1/2))
[86438] ['2/9', '3/7', '4/9', '7/5', '4'] -> ((4 - (3/7 * 4/9)) / (2/9 / 7/5))
[86439] ['1/9', '4/7', '7/9', '8/9', '7'] -> (((4/7 * (7 - 7/9)) - 8/9) / 1/9)
[86440] ['1/7', '5/7', '4/5', '7/6', '5'] -> (4/5 / ((7/6 / 5) - (1/7 / 5/7)))
[86441] ['1/9', '8/9', '6/5', '7/3', '5'] -> (8/9 * ((6/5 * 5) + (7/3 / 1/9)))
[86442] ['1/5', '2/3', '5/4', '8/5', '8'] -> (8 / (1/5 * (5/4 + (2/3 / 8/5))))
[86443] ['1/8', '4/9', '4/7', '5/2', '3'] -> (4/7 * ((5/2 / (1/8 * 4/9)) - 3))
[86444] ['1/8', '2/5', '2/3', '9/7', '4'] -> ((4 - (2/3 / 2/5)) / (1/8 / 9/7))
[86445] ['2/9', '3/7', '4/9', '3/2', '4'] -> (4/9 / (((2/9 + 3/2) / 3/7) - 4))
[86446] ['1/3', '4/9', '8/5', '2', '5/2'] -> (5/2 * ((8/5 / 4/9) + (2 / 1/3)))
[86447] ['1/9', '7/5', '9/4', '7/3', '6'] -> ((9/4 * 6) * (1/9 + (7/3 / 7/5)))
[86448] ['4/7', '5/8', '8/7', '8/3', '4'] -> (4 / ((5/8 * (8/3 - 4/7)) - 8/7))
[86449] ['3/5', '4/5', '5/6', '6/5', '3'] -> ((6/5 + (3 / 5/6)) / (4/5 - 3/5))
[86450] ['1/5', '2/3', '5/4', '5/3', '8'] -> (8 * (2/3 + (5/4 * (1/5 + 5/3))))
[86451] ['2/7', '1/2', '5/8', '7/2', '5'] -> ((5 / (2/7 * 5/8)) - (1/2 + 7/2))
[86452] ['1/7', '5/7', '4/5', '4/3', '5'] -> ((5/7 + 5) / (4/3 * (1/7 / 4/5)))
[86453] ['4/7', '5/8', '7/6', '7/6', '4'] -> ((7/6 / ((4/7 * 7/6) - 5/8)) - 4)
[86454] ['1/9', '8/9', '6/5', '7/2', '5'] -> ((7/2 * (8/9 + (6/5 * 5))) - 1/9)
[86455] ['2/7', '1/2', '5/8', '9/2', '5'] -> ((1/2 - 9/2) + (5 / (2/7 * 5/8)))
[86456] ['2/9', '3/7', '4/9', '5/3', '4'] -> (((4 / 3/7) - 4/9) / (2/9 * 5/3))
[86457] ['1/3', '4/9', '8/5', '2', '9/2'] -> ((8/5 * 9/2) * (2 + (4/9 / 1/3)))
[86458] ['1/9', '8/9', '6/5', '9/2', '5'] -> ((8/9 / 1/9) / (9/2 - (5 / 6/5)))
[86459] ['4/9', '7/5', '5/3', '5/3', '9'] -> (9 * (7/5 + ((4/9 + 5/3) / 5/3)))
[86460] ['1/8', '2/5', '2/3', '9/4', '4'] -> ((9/4 / (1/8 / 2/5)) * (4 - 2/3))
[86461] ['3/7', '3/5', '5/7', '5/4', '3'] -> ((3/7 + 3) / (5/4 * (5/7 - 3/5)))
[86462] ['1/9', '7/5', '9/4', '7/2', '6'] -> ((9/4 + (7/2 / (7/5 * 6))) / 1/9)
[86463] ['1/9', '8/9', '5/4', '5/4', '5'] -> ((5 - 5/4) / (5/4 * (1/9 / 8/9)))
[86464] ['4/7', '5/8', '7/6', '4/3', '4'] -> (4 / ((5/8 * 4/3) - (4/7 * 7/6)))
[86465] ['3/5', '7/9', '6/7', '7/8', '1'] -> ((1 / (3/5 * 7/8)) / (6/7 - 7/9))
[86466] ['1/3', '4/9', '5/3', '7/4', '2'] -> ((5/3 * 2) / ((1/3 * 7/4) - 4/9))
[86467] ['1/9', '4/7', '7/9', '7/5', '7'] -> (7 + ((4/7 + 7/9) / (1/9 / 7/5)))
[86468] ['2/9', '3/7', '4/9', '9/4', '4'] -> ((4 / 9/4) / ((2/9 / 3/7) - 4/9))
[86469] ['2/7', '1/2', '2/3', '4/5', '5'] -> (4/5 / (1/2 - (2/3 / (2/7 * 5))))
[86470] ['1/7', '5/7', '4/5', '9/5', '5'] -> ((4/5 - 9/5) + (5 / (1/7 / 5/7)))
[86471] ['1/9', '4/7', '7/9', '3/2', '7'] -> ((3/2 * (1/9 + 7)) / (4/7 * 7/9))
[86472] ['1/5', '2/3', '9/7', '7/5', '8'] -> ((1/5 + (9/7 * 7/5)) / (2/3 / 8))
[86473] ['3/7', '3/5', '5/7', '4/3', '3'] -> ((3/7 + 3) / (4/3 - (5/7 / 3/5)))
[86474] ['4/9', '7/5', '5/3', '9/5', '9'] -> ((7/5 + (9 / 9/5)) / (4/9 / 5/3))
[86475] ['4/7', '5/8', '7/6', '7/5', '4'] -> (4 / (4/7 * (7/6 - (5/8 * 7/5))))
[86476] ['3/5', '4/5', '6/7', '6/7', '3'] -> ((6/7 * 3) / (6/7 - (3/5 / 4/5)))
[86477] ['2/9', '3/7', '1/2', '1/2', '4'] -> (4 / (3/7 * (1/2 - (2/9 * 1/2))))
[86478] ['1/9', '7/5', '7/3', '5/2', '6'] -> (7/3 + (6 * (1/9 + (7/5 * 5/2))))
[86479] ['1/9', '8/9', '5/4', '7/5', '5'] -> (5 + ((7/5 + (8/9 / 5/4)) / 1/9))
[86480] ['1/9', '4/7', '7/9', '8/5', '7'] -> (7 / ((7/9 / 8/5) - (1/9 / 4/7)))
[86481] ['4/7', '5/8', '7/6', '3/2', '4'] -> ((4 / 4/7) / ((5/8 + 7/6) - 3/2))
[86482] ['4/9', '7/5', '5/3', '7/3', '9'] -> ((7/3 * (7/5 + 9)) - (4/9 / 5/3))
[86483] ['1/9', '7/5', '7/3', '8/3', '6'] -> (8/3 * ((7/3 / (1/9 * 7/5)) - 6))
[86484] ['1/3', '4/9', '7/4', '7/4', '2'] -> (((7/4 + 7/4) + (2 / 4/9)) / 1/3)
[86485] ['1/9', '4/7', '7/9', '5/3', '7'] -> ((7/9 + 7) / (5/3 * (1/9 / 4/7)))
[86486] ['2/7', '1/2', '2/3', '8/9', '5'] -> ((1/2 + (5 / 2/7)) / (2/3 / 8/9))
[86487] ['1/5', '2/3', '9/7', '8/5', '8'] -> (((2/3 * 8) - 8/5) / (1/5 / 9/7))
[86488] ['1/8', '4/9', '3/5', '4/5', '3'] -> ((4/5 / 4/9) / ((3/5 / 3) - 1/8))
[86489] ['2/9', '3/7', '1/2', '5/8', '4'] -> (((4 / (3/7 / 5/8)) - 1/2) / 2/9)
[86490] ['1/7', '5/7', '4/5', '7/2', '5'] -> ((4/5 - (1/7 - 5/7)) * (7/2 * 5))
[86491] ['1/9', '4/7', '7/9', '9/5', '7'] -> ((7/9 + (7 / 9/5)) / (1/9 / 4/7))
[86492] ['3/5', '7/9', '6/7', '1', '5/4'] -> (6/7 / (1 - (5/4 * (3/5 / 7/9))))
[86493] ['1/9', '8/9', '5/4', '9/5', '5'] -> (5/4 * (((8/9 + 9/5) / 1/9) - 5))
[86494] ['1/5', '2/9', '7/6', '4/3', '9'] -> (9 * ((2/9 / 1/5) + (7/6 * 4/3)))
[86495] ['4/9', '7/5', '5/3', '9/2', '9'] -> (((9 - 7/5) / (4/9 / 5/3)) - 9/2)
[86496] ['3/5', '4/5', '6/7', '8/7', '3'] -> (8/7 / (3/5 - ((4/5 + 6/7) / 3)))
[86497] ['4/7', '5/8', '7/6', '7/4', '4'] -> ((7/4 / (7/6 * (5/8 - 4/7))) - 4)
[86498] ['1/5', '2/3', '9/7', '7/4', '8'] -> (8 / (1/5 * (9/7 + (2/3 / 7/4))))
[86499] ['1/9', '4/7', '7/9', '9/4', '7'] -> (((7 / 9/4) - (4/7 * 7/9)) / 1/9)
[86500] ['1/5', '2/9', '7/6', '7/5', '9'] -> ((1/5 / 2/9) + (9 * (7/6 + 7/5)))
[86501] ['1/3', '4/9', '9/5', '9/5', '2'] -> ((1/3 + 9/5) / (4/9 * (2 - 9/5)))
[86502] ['1/9', '7/5', '5/2', '5/2', '6'] -> (7/5 + ((5/2 + (6 / 1/9)) / 5/2))
[86503] ['3/5', '4/5', '6/7', '7/6', '3'] -> (3 / (7/6 * (6/7 - (3/5 / 4/5))))
[86504] ['1/9', '8/9', '5/4', '9/4', '5'] -> ((8/9 + (5 / (5/4 * 9/4))) / 1/9)
[86505] ['1/8', '2/5', '5/7', '8/9', '4'] -> ((4 / ((2/5 * 5/7) - 1/8)) - 8/9)
[86506] ['1/5', '2/9', '7/6', '8/5', '9'] -> ((9 * (7/6 + 8/5)) - (1/5 / 2/9))
[86507] ['2/9', '3/7', '1/2', '5/6', '4'] -> (4 / (3/7 * (5/6 - (2/9 / 1/2))))
[86508] ['3/5', '7/9', '6/7', '1', '4/3'] -> (4/3 / (3/5 * (1 - (7/9 / 6/7))))
[86509] ['1/3', '4/9', '9/5', '2', '9/4'] -> (2 / ((4/9 / 1/3) - (9/4 / 9/5)))
[86510] ['1/5', '2/3', '9/7', '9/5', '8'] -> ((8 / (2/3 - 1/5)) / (9/7 / 9/5))
[86511] ['1/9', '4/7', '7/9', '8/3', '7'] -> (7 * ((8/3 / (7/9 - 1/9)) - 4/7))
[86512] ['1/7', '5/7', '5/6', '8/7', '5'] -> (5 / (1/7 * (5/6 + (5/7 / 8/7))))
[86513] ['1/5', '2/9', '7/6', '5/3', '9'] -> (9 * (7/6 + (5/3 * (1/5 / 2/9))))
[86514] ['4/9', '7/5', '7/4', '9/5', '9'] -> ((7/5 / (9/5 - 7/4)) - (4/9 * 9))
[86515] ['1/9', '7/5', '5/2', '7/2', '6'] -> (5/2 * (6 + (7/5 / (1/9 * 7/2))))
[86516] ['4/7', '5/8', '7/6', '7/2', '4'] -> (4 / (4/7 * (5/8 - (7/6 / 7/2))))
[86517] ['1/9', '8/9', '5/4', '8/3', '5'] -> (8/3 / (((8/9 * 5/4) / 5) - 1/9))
[86518] ['1/5', '2/9', '7/6', '7/4', '9'] -> (9 + ((7/6 / 7/4) / (1/5 * 2/9)))
[86519] ['2/7', '1/2', '2/3', '8/5', '5'] -> ((5 / (2/7 / 8/5)) / (1/2 + 2/3))
[86520] ['1/8', '2/5', '5/7', '8/7', '4'] -> (((2/5 + 4) / (1/8 / 5/7)) - 8/7)
[86521] ['1/3', '4/9', '9/5', '2', '5/2'] -> ((5/2 * (1/3 + 9/5)) / (4/9 / 2))
[86522] ['4/7', '5/8', '7/6', '4', '9/2'] -> ((4 - (4/7 * 7/6)) / (5/8 / 9/2))
[86523] ['1/5', '2/3', '9/7', '7/3', '8'] -> (8 / ((2/3 / 1/5) - (9/7 * 7/3)))
[86524] ['1/7', '5/7', '5/6', '7/5', '5'] -> (((5 / 7/5) - 5/7) / (1/7 * 5/6))
[86525] ['1/9', '8/9', '5/4', '7/2', '5'] -> ((7/2 / (1/9 / 8/9)) - (5 / 5/4))
[86526] ['1/3', '4/9', '9/5', '2', '8/3'] -> ((2 / (1/3 / 9/5)) * (8/3 - 4/9))
[86527] ['1/8', '4/9', '3/5', '7/6', '3'] -> (((3 - 7/6) / (1/8 * 3/5)) - 4/9)
[86528] ['1/8', '2/5', '5/7', '7/6', '4'] -> ((7/6 / (1/8 / 5/7)) * (4 - 2/5))
[86529] ['3/5', '7/9', '6/7', '1', '5/3'] -> ((5/3 / ((7/9 * 6/7) - 3/5)) - 1)
[86530] ['1/7', '5/7', '5/6', '3/2', '5'] -> ((5 - 5/7) / (3/2 * (1/7 * 5/6)))
[86531] ['4/9', '7/5', '7/4', '5/2', '9'] -> ((5/2 + (7/4 / 7/5)) + (9 / 4/9))
[86532] ['1/8', '4/9', '3/5', '6/5', '3'] -> ((6/5 / (1/8 * 4/9)) - (3/5 - 3))
[86533] ['2/7', '1/2', '2/3', '9/4', '5'] -> ((5 / (1/2 * (2/3 - 2/7))) - 9/4)
[86534] ['1/3', '4/9', '9/5', '2', '7/2'] -> ((4/9 / 1/3) / (2 - (7/2 / 9/5)))
[86535] ['1/9', '4/7', '4/5', '6/7', '7'] -> ((4/5 * 7) * ((4/7 / 1/9) - 6/7))
[86536] ['4/7', '5/8', '6/5', '5/4', '4'] -> (((6/5 * 5/4) / (5/8 - 4/7)) - 4)
[86537] ['1/5', '2/9', '7/6', '7/3', '9'] -> ((9 - 7/3) / (1/5 * (2/9 + 7/6)))
[86538] ['1/8', '2/5', '5/7', '6/5', '4'] -> (5/7 * ((2/5 + 6/5) + (4 / 1/8)))
[86539] ['1/5', '2/3', '9/7', '8/3', '8'] -> (9/7 * ((2/3 * 8) + (8/3 / 1/5)))
[86540] ['3/7', '3/5', '3/4', '6/7', '3'] -> (6/7 / ((3/7 * 3) - (3/4 / 3/5)))
[86541] ['2/9', '3/7', '1/2', '5/4', '4'] -> ((4 / (2/9 * 3/7)) / (1/2 + 5/4))
[86542] ['2/7', '1/2', '2/3', '7/3', '5'] -> (((2/7 + 5) / (1/2 / 7/3)) - 2/3)
[86543] ['1/7', '5/7', '5/6', '9/5', '5'] -> ((1/7 + 5) / (9/5 * (5/6 - 5/7)))
[86544] ['1/5', '2/3', '9/7', '7/2', '8'] -> (8 / (9/7 - (2/3 / (1/5 * 7/2))))
[86545] ['3/7', '3/5', '3/4', '7/8', '3'] -> (3 / (3/4 - (7/8 * (3/7 / 3/5))))
[86546] ['4/9', '7/5', '7/4', '7/2', '9'] -> ((9 / 4/9) + ((7/4 + 7/2) / 7/5))
[86547] ['4/7', '5/8', '6/5', '7/5', '4'] -> (6/5 / ((5/8 * 4) - (7/5 / 4/7)))
[86548] ['1/8', '2/5', '5/7', '3/2', '4'] -> (4 + ((2/5 + (3/2 / 5/7)) / 1/8))
[86549] ['2/9', '3/7', '1/2', '3/2', '4'] -> ((((4 - 3/2) / 3/7) - 1/2) / 2/9)
[86550] ['1/7', '5/7', '5/6', '7/3', '5'] -> ((5/7 + (5 / 7/3)) / (1/7 * 5/6))
[86551] ['3/5', '4/5', '6/7', '7/3', '3'] -> (4/5 / ((3/5 / 6/7) + (7/3 - 3)))
[86552] ['1/5', '2/9', '7/6', '9/2', '9'] -> (((7/6 / 1/5) - (9/2 / 9)) / 2/9)
[86553] ['3/7', '3/5', '3/4', '9/8', '3'] -> (3 / ((9/8 / 3/5) - (3/4 / 3/7)))
[86554] ['2/9', '3/7', '1/2', '8/5', '4'] -> (((4 / (3/7 * 8/5)) - 1/2) / 2/9)
