[292546] ['4/9', '5/6', '6/5', '5/2', '8'] -> ((8 / 6/5) / ((4/9 * 5/2) - 5/6))
[298900] ['5/9', '3/5', '7/5', '7/5', '7'] -> ((7 + (7/5 / 7/5)) / (5/9 * 3/5))
[298901] ['1/8', '3/7', '5/6', '8/9', '2'] -> (((2 / (3/7 / 5/6)) - 8/9) / 1/8)
[298902] ['5/7', '5/6', '1', '9/7', '9/4'] -> ((5/7 / 5/6) / ((1 + 9/7) - 9/4))
[298903] ['4/5', '5/6', '9/7', '8/5', '7'] -> ((4/5 + (9/7 * 8/5)) / (5/6 / 7))
[298904] ['5/9', '3/5', '7/5', '5/3', '7'] -> (7 * ((3/5 / 7/5) + (5/3 / 5/9)))
[298905] ['2/7', '2/3', '1', '8/5', '9/2'] -> ((1 + (2/3 / 2/7)) * (8/5 * 9/2))
[298906] ['3/7', '5/9', '9/4', '8/3', '5'] -> (9/4 * ((8/3 / 3/7) - (5/9 - 5)))
[298907] ['1/8', '3/7', '5/6', '8/7', '2'] -> ((8/7 + (3/7 * 5/6)) / (1/8 / 2))
[298908] ['1/6', '9/7', '7/4', '5/2', '3'] -> (((5/2 + (3 / 7/4)) / 1/6) - 9/7)
[298909] ['1/2', '1/2', '5/4', '9/5', '8'] -> (((9/5 + 8) / (1/2 / 5/4)) - 1/2)
[298910] ['1/9', '5/8', '4/5', '1', '7/5'] -> ((1 / (1/9 * 5/8)) / (7/5 - 4/5))
[298911] ['4/5', '5/6', '9/7', '5/3', '7'] -> (((9/7 + 5/3) / (5/6 / 7)) - 4/5)
[298912] ['3/7', '3/4', '4/3', '9/5', '9'] -> ((9/5 + (3/4 * 4/3)) * (9 - 3/7))
[298913] ['2/7', '1/3', '3/8', '1/2', '6'] -> ((6 / 3/8) / ((1/3 / 2/7) - 1/2))
[298914] ['5/9', '3/5', '7/5', '9/5', '7'] -> (((7/5 * 7) - 9/5) / (5/9 * 3/5))
[298915] ['5/7', '5/6', '1', '9/7', '8/3'] -> ((9/7 * 8/3) / (1 - (5/7 / 5/6)))
[298916] ['1/2', '1/2', '9/7', '9/7', '8'] -> ((1/2 + (9/7 / 9/7)) / (1/2 / 8))
[298917] ['1/7', '3/8', '5/4', '2', '7/3'] -> ((2 + (5/4 / (3/8 * 7/3))) / 1/7)
[298918] ['1/9', '5/6', '6/5', '7/4', '8'] -> ((7/4 * 8) / ((5/6 / 6/5) - 1/9))
[298919] ['3/7', '3/4', '4/3', '7/3', '9'] -> (9 * (4/3 + (7/3 * (3/7 / 3/4))))
[298920] ['3/7', '5/9', '9/4', '7/2', '5'] -> ((9/4 * (5/9 + (5 / 3/7))) - 7/2)
[298921] ['5/7', '5/6', '1', '9/7', '7/2'] -> (((5/7 + 7/2) / (1 - 5/6)) - 9/7)
[298922] ['5/9', '5/9', '2/3', '2', '9/4'] -> (2/3 / (9/4 - (2 * (5/9 + 5/9))))
[298923] ['1/9', '5/8', '4/5', '1', '3/2'] -> (4/5 + ((1 + (3/2 / 1/9)) / 5/8))
[298924] ['2/7', '1/3', '3/8', '5/9', '6'] -> (3/8 + (6 / (2/7 * (1/3 + 5/9))))
[298925] ['2/7', '6/5', '9/4', '7/3', '9'] -> ((9/4 + 9) * (7/3 * (6/5 - 2/7)))
[298926] ['1/2', '1/2', '9/7', '7/5', '8'] -> (8 * (1/2 + (7/5 * (1/2 + 9/7))))
[298927] ['5/9', '5/9', '2/3', '2', '7/3'] -> (((5/9 + 7/3) / (2/3 - 5/9)) - 2)
[298928] ['5/9', '3/5', '7/5', '5/2', '7'] -> (5/2 * (3/5 + (7 / (5/9 * 7/5))))
[298929] ['3/7', '3/4', '4/3', '9/2', '9'] -> (9 + (4/3 * (3/4 + (9/2 / 3/7))))
[298930] ['1/2', '1/2', '9/7', '3/2', '8'] -> ((8 / 1/2) / ((3/2 / 9/7) - 1/2))
[298931] ['1/9', '5/6', '6/5', '7/3', '8'] -> ((7/3 - 1/9) * (6/5 + (8 / 5/6)))
[298932] ['5/7', '5/6', '1', '4/3', '3/2'] -> (1 / ((5/6 / 5/7) - (3/2 / 4/3)))
[298933] ['3/7', '3/4', '7/5', '7/5', '9'] -> ((7/5 + (3/7 * 7/5)) / (3/4 / 9))
[298934] ['2/7', '1/3', '3/8', '5/8', '6'] -> ((6 / 2/7) + ((3/8 + 5/8) / 1/3))
[298935] ['4/5', '5/6', '9/7', '7/3', '7'] -> (4/5 + ((9/7 + 7) / (5/6 / 7/3)))
[298936] ['2/7', '2/3', '1', '5/3', '5/2'] -> (2/3 + ((1 + 5/3) / (2/7 / 5/2)))
[298937] ['1/8', '3/7', '5/6', '7/5', '2'] -> (((3/7 * 7/5) + (2 / 5/6)) / 1/8)
[298938] ['1/7', '3/8', '9/7', '4/3', '2'] -> ((9/7 + 2) / (1/7 * (4/3 - 3/8)))
[298939] ['5/9', '3/5', '7/5', '9/2', '7'] -> (9/2 * ((5/9 * 3/5) + (7 / 7/5)))
[298940] ['1/6', '9/7', '9/4', '9/4', '3'] -> (3 + ((9/4 + 9/4) / (1/6 * 9/7)))
[298941] ['1/2', '1/2', '9/7', '9/4', '8'] -> (8 * ((9/4 / (1/2 * 9/7)) - 1/2))
[298942] ['1/9', '5/8', '4/5', '1', '7/3'] -> ((7/3 - 1) / (4/5 * (1/9 * 5/8)))
[298943] ['4/5', '5/6', '9/7', '7/2', '7'] -> (7 * (9/7 + (7/2 / (4/5 + 5/6))))
[298944] ['3/7', '5/9', '5/2', '5/2', '5'] -> (((5/2 / 3/7) + (5/2 + 5)) / 5/9)
[298945] ['2/7', '6/5', '7/3', '8/3', '9'] -> ((7/3 + 8/3) * (9 - (6/5 / 2/7)))
[298946] ['5/7', '5/6', '1', '4/3', '7/4'] -> ((5/7 + 1) / (5/6 - (4/3 / 7/4)))
[298947] ['1/8', '3/7', '5/6', '5/3', '2'] -> (5/3 / ((1/8 - 2) + (5/6 / 3/7)))
[298948] ['2/7', '1/3', '3/8', '5/6', '6'] -> (6 / (2/7 * (5/6 - (1/3 - 3/8))))
[298949] ['1/9', '5/8', '4/5', '1', '5/2'] -> ((1 + (5/8 * 4/5)) + (5/2 / 1/9))
[298950] ['2/7', '6/5', '7/3', '7/2', '9'] -> (6/5 * ((7/3 * 9) - (2/7 * 7/2)))
[298951] ['3/7', '3/4', '7/5', '5/2', '9'] -> (9 / (5/2 * (3/4 - (3/7 * 7/5))))
[298952] ['1/7', '4/9', '5/8', '8/7', '8'] -> (8 / (4/9 * (5/8 + (1/7 / 8/7))))
[298953] ['5/7', '5/6', '1', '4/3', '9/5'] -> (4/3 / (5/6 - (1 / (5/7 * 9/5))))
[298954] ['5/9', '5/9', '5/7', '4/5', '2'] -> (2 / ((5/9 / 5/7) - (5/9 / 4/5)))
[298955] ['1/8', '3/7', '5/6', '7/4', '2'] -> ((((7/4 / 3/7) - 5/6) / 1/8) - 2)
[298956] ['1/6', '9/7', '9/4', '3', '7/2'] -> (((9/4 + (3 / 9/7)) / 1/6) - 7/2)
[298957] ['3/7', '5/9', '8/3', '8/3', '5'] -> (8/3 * ((5/9 * 5) + (8/3 / 3/7)))
[298958] ['2/7', '2/3', '1', '7/4', '9/4'] -> ((1 / 7/4) / (2/3 - (2/7 * 9/4)))
[298959] ['1/7', '4/9', '5/8', '7/6', '8'] -> ((4/9 * (5/8 + (8 / 1/7))) - 7/6)
[298960] ['5/9', '3/5', '3/2', '7/3', '7'] -> (3/2 * ((7/3 * 7) - (5/9 * 3/5)))
[298961] ['2/7', '1/3', '3/8', '9/8', '6'] -> ((6 / 2/7) - (3/8 - (9/8 / 1/3)))
[298962] ['1/7', '3/8', '9/7', '2', '7/2'] -> (9/7 / ((2 / 7/2) - (1/7 + 3/8)))
[298963] ['1/9', '5/6', '5/4', '7/4', '8'] -> (((5/6 + 5/4) - 7/4) / (1/9 / 8))
[298964] ['5/9', '3/5', '3/2', '8/3', '7'] -> (8/3 * (3/5 + (7 / (5/9 * 3/2))))
[298965] ['1/2', '1/2', '7/5', '7/5', '8'] -> ((1/2 + (7/5 / 7/5)) / (1/2 / 8))
[298966] ['2/7', '6/5', '5/2', '7/2', '9'] -> ((6/5 * 5/2) * (9 - (2/7 * 7/2)))
[298967] ['3/7', '5/9', '8/3', '7/2', '5'] -> (((7/2 * (5 - 3/7)) - 8/3) / 5/9)
[298968] ['1/9', '5/8', '4/5', '1', '9/2'] -> ((1 / 5/8) / ((4/5 / 9/2) - 1/9))
[298969] ['5/7', '5/6', '1', '4/3', '8/3'] -> ((4/3 + 8/3) / ((5/6 / 5/7) - 1))
[298970] ['3/7', '3/4', '3/2', '5/3', '9'] -> (((9 + (3/2 / 3/4)) / 3/7) - 5/3)
[298971] ['4/5', '5/6', '4/3', '9/5', '7'] -> ((4/3 * 7) / (5/6 - (4/5 / 9/5)))
[298972] ['5/9', '3/5', '8/5', '8/5', '7'] -> ((7 + (8/5 / 8/5)) / (5/9 * 3/5))
[298973] ['1/2', '1/2', '7/5', '7/4', '8'] -> (8 * (1/2 + (7/4 / (1/2 * 7/5))))
[298974] ['1/9', '5/6', '5/4', '9/4', '8'] -> ((5/6 / (1/9 * 5/4)) + (9/4 * 8))
[298975] ['1/7', '4/9', '5/8', '5/4', '8'] -> (4/9 * ((8 / 1/7) - (5/4 / 5/8)))
[298976] ['1/6', '9/7', '5/2', '8/3', '3'] -> ((5/2 - 1/6) * (3 * (9/7 * 8/3)))
[298977] ['3/7', '5/9', '7/2', '7/2', '5'] -> (5 * ((7/2 / 5/9) - (3/7 * 7/2)))
[298978] ['1/8', '3/7', '5/6', '2', '8/3'] -> ((5/6 + 8/3) * (2 / (1/8 / 3/7)))
[298979] ['4/5', '5/6', '4/3', '5/2', '7'] -> ((4/5 * 5/6) + (7 * (4/3 * 5/2)))
[298980] ['1/2', '1/2', '7/5', '7/2', '8'] -> ((1/2 + (1/2 / 7/5)) * (7/2 * 8))
[298981] ['3/7', '5/9', '7/2', '9/2', '5'] -> (((9/2 / 7/2) + (5 / 5/9)) / 3/7)
[298982] ['5/9', '3/5', '8/5', '9/4', '7'] -> ((8/5 * 9/4) * (7 - (5/9 * 3/5)))
[298983] ['2/7', '6/5', '7/2', '7/2', '9'] -> (9 * (7/2 - (7/2 * (2/7 / 6/5))))
[298984] ['1/9', '5/8', '5/6', '1', '7/6'] -> ((5/6 / 5/8) / (7/6 - (1/9 + 1)))
[298985] ['1/6', '9/7', '8/3', '3', '9/2'] -> (8/3 * (3 + (9/7 * (1/6 + 9/2))))
[298986] ['2/7', '1/3', '3/8', '5/3', '6'] -> (6 / ((2/7 * (3/8 + 5/3)) - 1/3))
[298987] ['3/7', '5/9', '9/2', '9/2', '5'] -> ((9/2 + (9/2 / 3/7)) + (5 / 5/9))
[298988] ['5/7', '5/6', '1', '7/5', '8/5'] -> (5/7 / ((1 / 8/5) - (5/6 / 7/5)))
[298989] ['1/8', '3/7', '6/7', '8/9', '2'] -> ((2 - 6/7) / (8/9 * (1/8 * 3/7)))
[298990] ['1/9', '5/6', '9/7', '4/3', '8'] -> (9/7 * ((5/6 * 8) + (4/3 / 1/9)))
[298991] ['3/7', '4/7', '4/7', '4/7', '5'] -> ((4/7 + (4/7 * 5)) / (4/7 - 3/7))
[298992] ['3/7', '3/4', '8/5', '7/3', '9'] -> ((7/3 * (3/4 * 8/5)) * (9 - 3/7))
[298993] ['1/2', '1/2', '8/5', '9/4', '8'] -> ((8/5 + 8) * (9/4 + (1/2 * 1/2)))
[298994] ['4/5', '5/6', '7/5', '8/5', '7'] -> ((8/5 + 7) / (7/5 - (5/6 / 4/5)))
[298995] ['2/7', '1/3', '3/8', '7/3', '6'] -> (6 / ((2/7 * 3/8) + (1/3 / 7/3)))
[298996] ['1/2', '1/2', '8/5', '7/3', '8'] -> (1/2 / ((1/2 / 8/5) - (7/3 / 8)))
[298997] ['1/9', '5/8', '5/6', '1', '8/5'] -> ((8/5 + (1 / 5/8)) / (1/9 / 5/6))
[298998] ['1/8', '3/7', '6/7', '7/5', '2'] -> ((3/7 + (6/7 * 2)) / (1/8 / 7/5))
[298999] ['1/9', '5/6', '9/7', '8/5', '8'] -> ((5/6 * 9/7) * (8 + (8/5 / 1/9)))
[299000] ['1/7', '3/8', '4/3', '2', '9/2'] -> ((((2 / 1/7) - 9/2) / 3/8) - 4/3)
[299001] ['2/7', '5/4', '5/4', '7/5', '9'] -> ((9 - (5/4 + (5/4 / 7/5))) / 2/7)
[299002] ['4/5', '5/6', '7/5', '9/5', '7'] -> ((9/5 + 7) / ((5/6 * 7/5) - 4/5))
[299003] ['1/2', '1/2', '9/5', '9/5', '8'] -> ((1/2 + (9/5 / 9/5)) / (1/2 / 8))
[299004] ['3/7', '3/4', '8/5', '9/2', '9'] -> (8/5 * ((9 / 3/7) - (9/2 / 3/4)))
[299005] ['1/7', '4/9', '5/8', '9/4', '8'] -> ((8 + (9/4 / (1/7 / 4/9))) / 5/8)
[299006] ['3/7', '4/7', '4/7', '6/7', '5'] -> ((6/7 * 5) / ((3/7 / 4/7) - 4/7))
[299007] ['1/2', '1/2', '9/5', '9/4', '8'] -> (8 * (1/2 + (9/4 / (1/2 * 9/5))))
[299008] ['1/7', '3/8', '7/5', '8/5', '2'] -> (((7/5 / 1/7) - (8/5 / 2)) / 3/8)
[299009] ['1/7', '4/9', '5/8', '7/3', '8'] -> (7/3 / (1/7 * (5/8 + (4/9 / 8))))
[299010] ['4/5', '5/6', '7/5', '7/3', '7'] -> ((4/5 * 7) / (5/6 - (7/5 / 7/3)))
[299011] ['1/9', '5/6', '9/7', '9/4', '8'] -> ((8 / 9/7) / ((5/6 / 9/4) - 1/9))
[299012] ['1/9', '5/8', '5/6', '1', '9/2'] -> ((9/2 * (1/9 + 1)) / (5/6 - 5/8))
[299013] ['5/9', '3/5', '5/3', '7/2', '7'] -> ((7/2 * (7 + (5/9 * 3/5))) - 5/3)
[299014] ['4/5', '5/6', '7/5', '5/2', '7'] -> (7 / (((5/6 + 7/5) / 4/5) - 5/2))
[299015] ['2/7', '2/3', '1', '9/4', '5/2'] -> ((5/2 / (2/7 * (1 - 2/3))) - 9/4)
[299016] ['1/8', '3/7', '7/8', '8/9', '2'] -> ((3/7 + (2 / (7/8 * 8/9))) / 1/8)
[299017] ['4/5', '5/6', '7/5', '8/3', '7'] -> (8/3 * ((7 / 5/6) - (4/5 - 7/5)))
[299018] ['1/9', '5/8', '6/7', '7/8', '1'] -> (((5/8 + 7/8) + (1 / 6/7)) / 1/9)
[299019] ['2/7', '2/3', '1', '9/4', '8/3'] -> (9/4 * (((2/3 + 8/3) / 2/7) - 1))
[299020] ['3/7', '3/4', '5/3', '8/3', '9'] -> (((9 + (3/4 * 8/3)) / 3/7) - 5/3)
[299021] ['2/7', '1/3', '2/5', '3/4', '6'] -> (((6 / (2/7 + 2/5)) - 3/4) / 1/3)
[299022] ['5/9', '3/5', '7/4', '7/4', '7'] -> ((7 + (7/4 / 7/4)) / (5/9 * 3/5))
[299023] ['1/2', '5/9', '5/9', '5/9', '8'] -> ((5/9 + (5/9 / 1/2)) / (5/9 / 8))
[299024] ['2/7', '5/4', '5/4', '5/2', '9'] -> (((9 - 5/4) / 2/7) - (5/4 * 5/2))
[299025] ['3/7', '4/7', '4/7', '7/6', '5'] -> ((5 / 7/6) / ((3/7 / 4/7) - 4/7))
[299026] ['1/9', '5/6', '9/7', '8/3', '8'] -> ((1/9 + (5/6 * 8/3)) * (9/7 * 8))
[299027] ['4/5', '5/6', '7/5', '9/2', '7'] -> ((5/6 * 9/2) * (7 + (4/5 - 7/5)))
[299028] ['5/9', '5/9', '5/7', '2', '8/3'] -> ((2 * 8/3) / ((5/9 / 5/7) - 5/9))
[299029] ['1/6', '4/3', '7/5', '3', '9/2'] -> (3 * ((7/5 * (4/3 + 9/2)) - 1/6))
[299030] ['1/9', '5/8', '6/7', '8/9', '1'] -> (1 / ((6/7 * (8/9 - 1/9)) - 5/8))
[299031] ['3/7', '4/7', '4/7', '6/5', '5'] -> ((4/7 * 6/5) * (5 / (4/7 - 3/7)))
[299032] ['2/7', '5/4', '5/4', '7/2', '9'] -> (9 / ((5/4 + 7/2) - (5/4 / 2/7)))
[299033] ['2/7', '2/3', '1', '9/4', '9/2'] -> (((2/3 + 1) / (2/7 / 9/2)) - 9/4)
[299034] ['2/7', '1/3', '2/5', '5/6', '6'] -> ((6 / (2/7 * 5/6)) - (2/5 / 1/3))
[299035] ['4/5', '5/6', '3/2', '8/5', '7'] -> ((4/5 * 7) / ((8/5 / 3/2) - 5/6))
[299036] ['1/7', '3/8', '7/5', '2', '5/2'] -> (((7/5 / 1/7) - (2 / 5/2)) / 3/8)
[299037] ['4/5', '5/6', '3/2', '5/3', '7'] -> (7 / ((3/2 / (4/5 * 5/3)) - 5/6))
[299038] ['5/9', '5/9', '3/4', '3/4', '2'] -> (2 / ((3/4 * (5/9 + 5/9)) - 3/4))
[299039] ['3/7', '3/4', '9/5', '9/5', '9'] -> ((9/5 + 9) / (3/7 * (9/5 - 3/4)))
[299040] ['1/6', '4/3', '8/5', '7/3', '3'] -> (8/5 * ((4/3 / 1/6) + (7/3 * 3)))
[299041] ['1/7', '4/9', '2/3', '5/6', '8'] -> (8 / (1/7 * (5/6 + (2/3 / 4/9))))
[299042] ['1/2', '5/9', '5/9', '9/8', '8'] -> (8 / ((5/9 / (9/8 - 1/2)) - 5/9))
[299043] ['3/7', '3/4', '9/5', '9/4', '9'] -> ((9/4 / 9/5) + ((3/4 + 9) / 3/7))
[299044] ['3/7', '4/7', '4/7', '8/5', '5'] -> (((5 * (4/7 + 8/5)) - 4/7) / 3/7)
[299045] ['5/7', '5/6', '1', '3/2', '5/2'] -> ((3/2 + 5/2) / ((5/6 / 5/7) - 1))
[299046] ['5/9', '5/9', '3/4', '4/5', '2'] -> (2 / (3/4 * (5/9 - (5/9 * 4/5))))
[299047] ['1/7', '3/8', '3/2', '3/2', '2'] -> ((2 + (3/2 / (1/7 * 3/2))) / 3/8)
[299048] ['5/9', '3/5', '7/4', '7/2', '7'] -> (((7 / 5/9) - 3/5) / (7/4 / 7/2))
[299049] ['1/6', '4/3', '8/5', '3', '9/2'] -> (8/5 * ((1/6 + 4/3) + (3 * 9/2)))
[299050] ['3/7', '3/4', '9/5', '7/3', '9'] -> ((9 + (3/7 * 7/3)) / (3/4 / 9/5))
[299051] ['5/7', '5/6', '1', '3/2', '8/3'] -> ((3/2 * 8/3) / ((5/6 / 5/7) - 1))
[299052] ['1/9', '5/8', '6/7', '1', '4/3'] -> ((1 + (4/3 / (1/9 * 6/7))) / 5/8)
[299053] ['4/5', '5/6', '3/2', '7/2', '7'] -> (5/6 * (3/2 + (7/2 * (4/5 + 7))))
[299054] ['1/8', '3/7', '7/8', '9/5', '2'] -> (2 / (((3/7 * 7/8) / 9/5) - 1/8))
[299055] ['5/7', '5/6', '1', '3/2', '7/2'] -> ((3/2 + (5/7 * 7/2)) / (1 - 5/6))
[299056] ['2/7', '2/3', '1', '5/2', '9/2'] -> (9/2 * ((1 / 2/7) - (2/3 - 5/2)))
[299057] ['3/7', '4/7', '4/7', '7/4', '5'] -> ((4/7 + (5 / 7/4)) / (4/7 - 3/7))
[299058] ['1/7', '3/8', '3/2', '5/3', '2'] -> (2 / ((3/8 / (1/7 * 3/2)) - 5/3))
[299059] ['4/5', '5/6', '3/2', '9/2', '7'] -> (9/2 * ((4/5 * 5/6) + (7 / 3/2)))
[299060] ['2/7', '5/4', '9/7', '8/3', '9'] -> (9 + ((9/7 * 8/3) / (2/7 / 5/4)))
[299061] ['5/9', '5/9', '3/4', '7/8', '2'] -> ((2 + (5/9 / 5/9)) / (7/8 - 3/4))
[299062] ['5/9', '3/5', '9/5', '9/4', '7'] -> (9/4 * ((7 / 3/5) - (5/9 * 9/5)))
[299063] ['2/7', '2/3', '1', '8/3', '8/3'] -> (8/3 * ((2/3 - 1) + (8/3 / 2/7)))
[299064] ['3/7', '4/7', '4/7', '9/5', '5'] -> ((4/7 + 4/7) * (5 / (3/7 / 9/5)))
[299065] ['4/5', '5/6', '8/5', '8/5', '7'] -> ((4/5 + 8/5) * (8/5 + (7 / 5/6)))
[299066] ['5/9', '3/5', '9/5', '7/3', '7'] -> (((7/3 * 7) - (9/5 / 3/5)) / 5/9)
[299067] ['5/7', '5/6', '1', '8/5', '8/5'] -> (8/5 / ((1 / 5/7) - (5/6 * 8/5)))
[299068] ['3/7', '3/4', '9/5', '9/2', '9'] -> ((3/4 + 9/2) * ((9 / 9/5) - 3/7))
[299069] ['1/2', '5/9', '5/9', '9/5', '8'] -> ((5/9 + (5/9 / 1/2)) * (9/5 * 8))
[299070] ['1/6', '4/3', '9/5', '7/3', '3'] -> (9/5 * ((4/3 / 1/6) + (7/3 + 3)))
[299071] ['2/7', '5/4', '9/7', '9/2', '9'] -> ((5/4 + (9/2 / 2/7)) + (9 / 9/7))
[299072] ['1/8', '3/7', '7/8', '2', '9/2'] -> ((3/7 + (9/2 / (7/8 * 2))) / 1/8)
[299073] ['1/7', '4/9', '2/3', '7/5', '8'] -> (8 / (((4/9 / 2/3) / 7/5) - 1/7))
[299074] ['1/9', '5/6', '7/5', '7/2', '8'] -> ((7/5 / 7/2) * (8 / (1/9 / 5/6)))
[299075] ['1/2', '5/9', '5/9', '9/4', '8'] -> (8 * (1/2 + (9/4 * (5/9 + 5/9))))
[299076] ['1/7', '3/8', '3/2', '2', '8/3'] -> (3/2 / (1/7 - (3/8 / (2 + 8/3))))
[299077] ['4/5', '5/6', '8/5', '9/5', '7'] -> (9/5 * (4/5 + (8/5 * (5/6 + 7))))
[299078] ['5/9', '3/5', '9/5', '8/3', '7'] -> (((8/3 + (7 / 3/5)) / 5/9) - 9/5)
[299079] ['5/7', '5/6', '1', '8/5', '9/5'] -> (1 / ((5/6 / 5/7) - (9/5 / 8/5)))
[299080] ['2/7', '5/4', '4/3', '4/3', '9'] -> (((4/3 / 2/7) - 4/3) / (5/4 / 9))
[299081] ['2/7', '1/3', '2/5', '9/4', '6'] -> ((6 / (1/3 * (2/7 + 2/5))) - 9/4)
[299082] ['1/9', '5/8', '6/7', '1', '9/4'] -> ((9/4 / (1/9 * 6/7)) - (5/8 - 1))
[299083] ['1/7', '3/8', '8/5', '8/5', '2'] -> ((2 + (8/5 / (1/7 * 8/5))) / 3/8)
[299084] ['3/7', '3/4', '7/3', '7/3', '9'] -> ((7/3 + 7/3) * (9 * (3/7 / 3/4)))
[299085] ['3/7', '4/7', '4/7', '9/2', '5'] -> (((4/7 * 5) - 4/7) / (3/7 / 9/2))
[299086] ['2/7', '5/4', '4/3', '7/5', '9'] -> ((4/3 / 7/5) * (9 / (2/7 * 5/4)))
[299087] ['1/6', '7/5', '7/5', '7/5', '3'] -> ((7/5 + (7/5 * 3)) / (1/6 * 7/5))
[299088] ['5/9', '3/5', '9/5', '9/2', '7'] -> (9/2 * (7 - (9/5 * (5/9 / 3/5))))
[299089] ['1/7', '4/9', '2/3', '8/5', '8'] -> (8 / ((4/9 / (8/5 - 2/3)) - 1/7))
[299090] ['4/5', '5/6', '8/5', '7/3', '7'] -> ((8/5 * ((7/3 * 7) - 5/6)) - 4/5)
[299091] ['1/2', '5/9', '4/7', '3/5', '8'] -> ((8 / (5/9 * 4/7)) - (3/5 / 1/2))
[299092] ['1/8', '3/7', '8/9', '8/7', '2'] -> ((3/7 + (2 / (8/9 / 8/7))) / 1/8)
[299093] ['3/7', '3/4', '7/3', '5/2', '9'] -> (9 / ((5/2 * (3/4 / 7/3)) - 3/7))
[299094] ['2/7', '1/3', '2/5', '7/2', '6'] -> ((7/2 / (1/3 / 2/5)) * (6 - 2/7))
[299095] ['1/7', '4/9', '2/3', '7/4', '8'] -> ((8 + (2/3 / (1/7 * 7/4))) / 4/9)
[299096] ['4/5', '5/6', '5/3', '5/3', '7'] -> ((4/5 * 5/6) + (7 * (5/3 + 5/3)))
[299097] ['1/6', '7/5', '7/5', '5/3', '3'] -> (((5/3 * 3) - (7/5 / 7/5)) / 1/6)
[299098] ['5/7', '5/6', '1', '8/5', '7/2'] -> ((7/2 * (5/7 * 8/5)) / (1 - 5/6))
[299099] ['1/9', '5/6', '8/5', '8/5', '8'] -> (8/5 / ((8/5 / 8) - (1/9 / 5/6)))
[299100] ['2/7', '5/4', '4/3', '7/4', '9'] -> (((9 / 2/7) - (5/4 - 7/4)) / 4/3)
[299101] ['1/7', '3/8', '8/5', '2', '9/4'] -> (8/5 * ((9/4 / 1/7) - (3/8 * 2)))
[299102] ['3/7', '3/4', '7/3', '9/2', '9'] -> (9 + (7/3 * (3/7 + (9/2 / 3/4))))
[299103] ['3/7', '4/7', '3/5', '4/5', '5'] -> ((5 / (4/5 - 3/5)) - (3/7 + 4/7))
[299104] ['5/9', '3/5', '9/4', '8/3', '7'] -> (3/5 + ((7 + (9/4 * 8/3)) / 5/9))
[299105] ['1/7', '4/9', '2/3', '9/5', '8'] -> (9/5 * ((8 / 4/9) - (2/3 / 1/7)))
[299106] ['1/8', '3/7', '8/9', '6/5', '2'] -> (((2 / (3/7 * 6/5)) - 8/9) / 1/8)
[299107] ['3/7', '3/4', '5/2', '5/2', '9'] -> ((5/2 + (3/4 / 5/2)) * (9 - 3/7))
[299108] ['4/5', '5/6', '5/3', '9/5', '7'] -> ((5/6 + 5/3) * (7 + (4/5 + 9/5)))
[299109] ['5/7', '5/6', '1', '5/3', '5/3'] -> ((5/3 + (5/3 / 5/7)) / (1 - 5/6))
[299110] ['1/8', '3/7', '8/9', '5/4', '2'] -> (((5/4 / (1/8 * 3/7)) - 2) / 8/9)
[299111] ['5/9', '5/9', '3/4', '2', '7/3'] -> (7/3 / (((5/9 + 3/4) / 2) - 5/9))
[299112] ['1/2', '5/9', '4/7', '3/4', '8'] -> (((8 / 4/7) - (1/2 / 3/4)) / 5/9)
[299113] ['5/9', '3/5', '9/4', '7/2', '7'] -> ((9/4 * (5/9 + (7 / 3/5))) - 7/2)
[299114] ['1/8', '3/7', '8/9', '9/7', '2'] -> (2 * (3/7 + (9/7 / (1/8 * 8/9))))
[299115] ['5/9', '5/9', '3/4', '2', '5/2'] -> (2 / ((5/9 * 5/2) - (5/9 + 3/4)))
[299116] ['2/7', '5/4', '4/3', '8/3', '9'] -> (9 / ((5/4 / 2/7) - (4/3 + 8/3)))
[299117] ['3/7', '4/7', '3/5', '9/8', '5'] -> ((3/5 * 5) / (9/8 - (3/7 + 4/7)))
[299118] ['1/9', '5/6', '8/5', '7/2', '8'] -> ((8 + (5/6 * 8/5)) / (1/9 * 7/2))
[299119] ['1/7', '4/9', '2/3', '5/2', '8'] -> ((5/2 / 1/7) + (8 - (2/3 / 4/9)))
[299120] ['3/7', '3/4', '5/2', '9/2', '9'] -> ((9 / 3/7) / ((3/4 * 9/2) - 5/2))
[299121] ['4/5', '5/6', '5/3', '7/3', '7'] -> (5/6 * (4/5 + (7 * (5/3 + 7/3))))
[299122] ['1/7', '3/8', '8/5', '2', '8/3'] -> (8/5 * ((3/8 * 8/3) + (2 / 1/7)))
[299123] ['5/9', '3/5', '7/3', '7/3', '7'] -> ((7 + (7/3 / 7/3)) / (5/9 * 3/5))
[299124] ['3/7', '4/7', '3/5', '7/6', '5'] -> (4/7 / ((3/7 * 3/5) - (7/6 / 5)))
[299125] ['2/7', '1/3', '3/7', '7/5', '6'] -> ((7/5 - 1/3) / (2/7 / (3/7 + 6)))
[299126] ['2/7', '5/4', '7/5', '7/5', '9'] -> ((9 * (2/7 * 7/5)) / (7/5 - 5/4))
[299127] ['3/7', '3/4', '8/3', '7/2', '9'] -> (9 / ((3/7 / 8/3) + (3/4 / 7/2)))
[299128] ['4/5', '5/6', '5/3', '7/2', '7'] -> ((5/6 - (4/5 * 5/3)) + (7/2 * 7))
