[5] ['1/7', '5/9', '8/9', '7/4', '6'] -> ((8/9 - (5/9 / 7/4)) / (1/7 / 6))
[6182] ['6/7', '5/4', '5/3', '8/3', '4'] -> (4 / (8/3 - (6/7 * (5/4 + 5/3))))
[6183] ['1/8', '1/7', '4/9', '7/4', '5'] -> ((5 / (1/8 + 1/7)) / (4/9 * 7/4))
[6184] ['1/3', '3/8', '4/7', '3/4', '4'] -> (((4 / (4/7 * 3/4)) - 1/3) / 3/8)
[6185] ['1/7', '5/4', '5/3', '5/2', '5'] -> ((5 / 1/7) / ((5/4 * 5/2) - 5/3))
[6186] ['1/7', '1/6', '6/5', '7/4', '9'] -> (9 / (1/6 + (7/4 * (1/7 / 6/5))))
[6187] ['8/7', '2', '9/4', '7/3', '9/2'] -> ((8/7 * 7/3) * (9/2 + (2 * 9/4)))
[6188] ['1/6', '2/7', '4/5', '9/4', '4'] -> ((4 / (2/7 - (1/6 * 4/5))) - 9/4)
[6189] ['3/7', '3/5', '5/7', '7/9', '4'] -> (3/7 / ((5/7 / (7/9 - 3/5)) - 4))
[6190] ['6/7', '5/4', '5/3', '7/2', '4'] -> (4 * (7/2 + (6/7 * (5/4 + 5/3))))
[6191] ['2/9', '2/7', '4/9', '7/4', '5'] -> (((4/9 + 5) / 2/9) - (2/7 * 7/4))
[6192] ['1/3', '5/9', '7/4', '3', '9/2'] -> ((3 / 9/2) / ((1/3 * 7/4) - 5/9))
[6193] ['1/3', '3/8', '4/7', '4/5', '4'] -> ((4 / 4/5) / ((1/3 / 4/7) - 3/8))
[6194] ['1/7', '1/6', '6/5', '9/5', '9'] -> (9 * ((1/6 / 1/7) + (9/5 / 6/5)))
[6195] ['2/9', '6/5', '2', '7/2', '7/2'] -> (((7/2 + 7/2) - (2 / 6/5)) / 2/9)
[6196] ['6/7', '5/4', '5/3', '4', '9/2'] -> (4 * ((5/4 / 5/3) + (9/2 / 6/7)))
[6197] ['1/7', '2/3', '7/4', '7/2', '6'] -> (7/2 * ((6 * (2/3 * 7/4)) - 1/7))
[6198] ['1/4', '9/8', '5/4', '8/5', '8'] -> ((1/4 + 8) / (9/8 - (5/4 / 8/5)))
[6199] ['1/3', '3/8', '4/7', '5/6', '4'] -> ((4 / 4/7) / ((3/8 / 1/3) - 5/6))
[6200] ['2/9', '2/7', '4/9', '9/4', '5'] -> ((5 / (2/7 * (2/9 + 4/9))) - 9/4)
[6201] ['1/7', '5/4', '5/3', '9/2', '5'] -> (((5/3 / 1/7) - 5) / (5/4 / 9/2))
[6202] ['2/9', '6/5', '2', '7/2', '9/2'] -> (2 * ((7/2 / 2/9) - (9/2 / 6/5)))
[6203] ['8/9', '6/5', '9/7', '7/5', '3'] -> ((8/9 * 3) / (6/5 - (7/5 / 9/7)))
[6204] ['1/7', '2/3', '9/5', '9/5', '6'] -> (((2/3 * 9/5) + (6 / 1/7)) / 9/5)
[6205] ['1/8', '1/7', '4/9', '8/3', '5'] -> (((8/3 / 1/7) - 5) / (1/8 + 4/9))
[6206] ['2/9', '6/5', '2', '9/2', '9/2'] -> ((6/5 * (2/9 + 2)) * (9/2 + 9/2))
[6207] ['6/7', '5/4', '7/4', '9/4', '4'] -> ((5/4 * 4) / (9/4 - (7/4 / 6/7)))
[6208] ['6/7', '5/4', '7/4', '7/3', '4'] -> ((5/4 + 7/4) * (4 * (6/7 * 7/3)))
[6209] ['2/9', '2/7', '4/9', '7/2', '5'] -> ((7/2 / 2/7) + ((2/9 + 5) / 4/9))
[6210] ['1/7', '2/3', '9/5', '7/3', '6'] -> (((6 / 7/3) - 2/3) / (1/7 / 9/5))
[6211] ['8/7', '2', '9/4', '7/2', '7/2'] -> (7/2 * ((2 * 9/4) - (8/7 - 7/2)))
[6212] ['4/9', '4/5', '1', '5/4', '7/4'] -> ((5/4 / ((4/5 / 4/9) - 7/4)) - 1)
[6213] ['1/3', '5/9', '9/5', '3', '9/2'] -> ((9/2 * (1/3 + (3 / 5/9))) - 9/5)
[6214] ['6/7', '5/4', '7/4', '5/2', '4'] -> (4 * (5/2 + ((5/4 + 7/4) / 6/7)))
[6215] ['1/4', '9/8', '9/7', '7/5', '8'] -> ((9/7 / 9/8) + (8 / (1/4 * 7/5)))
[6216] ['1/8', '1/7', '4/9', '9/2', '5'] -> (((5 - 1/8) / 1/7) - (9/2 / 4/9))
[6217] ['8/7', '2', '9/4', '7/2', '9/2'] -> ((2 + 9/4) + (7/2 * (8/7 + 9/2)))
[6218] ['1/6', '2/7', '5/6', '9/8', '4'] -> ((1/6 / (9/8 - (2/7 + 5/6))) - 4)
[6219] ['1/8', '1/7', '1/2', '1/2', '5'] -> ((5 - (1/2 / 1/7)) / (1/8 * 1/2))
[6220] ['1/7', '1/6', '5/4', '9/7', '9'] -> (1/7 / ((1/6 * (9 - 5/4)) - 9/7))
[6221] ['1/7', '2/3', '9/5', '7/2', '6'] -> ((2/3 + 6) / (7/2 * (1/7 / 9/5)))
[6222] ['1/3', '3/8', '4/7', '7/5', '4'] -> (4 / (7/5 * (1/3 - (3/8 * 4/7))))
[6223] ['7/9', '4/3', '8/5', '5/3', '6'] -> ((5/3 / ((4/3 / 8/5) - 7/9)) - 6)
[6224] ['2/9', '5/4', '5/4', '3/2', '2'] -> (3/2 + ((5/4 + 5/4) / (2/9 / 2)))
[6225] ['8/7', '2', '7/3', '7/3', '7/3'] -> ((7/3 / 7/3) / ((7/3 / 8/7) - 2))
[6226] ['1/8', '1/7', '1/2', '5/9', '5'] -> ((5 / 5/9) / ((1/8 / 1/7) - 1/2))
[6227] ['1/7', '1/6', '5/4', '4/3', '9'] -> (9 / (5/4 - (1/6 / (1/7 * 4/3))))
[6228] ['1/6', '2/7', '5/6', '6/5', '4'] -> ((6/5 / 1/6) + (4 / (2/7 * 5/6)))
[6229] ['1/7', '2/3', '9/4', '7/3', '6'] -> (6 / (9/4 - (2/3 / (1/7 * 7/3))))
[6230] ['3/7', '3/5', '5/7', '4/3', '4'] -> ((4/3 + (4 / (3/7 * 5/7))) / 3/5)
[6231] ['1/4', '9/8', '9/7', '7/4', '8'] -> ((8 - (7/4 / (9/8 / 9/7))) / 1/4)
[6232] ['8/7', '2', '7/3', '7/3', '5/2'] -> ((8/7 * (2 + 5/2)) * (7/3 + 7/3))
[6233] ['7/9', '4/3', '8/5', '9/5', '6'] -> ((4/3 * 6) * (8/5 + (7/9 * 9/5)))
[6234] ['1/3', '3/8', '4/7', '3/2', '4'] -> (3/8 + ((3/2 + (4 / 1/3)) / 4/7))
[6235] ['1/4', '9/8', '9/7', '9/5', '8'] -> ((9/7 + 9/5) * (8 - (1/4 / 9/8)))
[6236] ['4/9', '4/5', '1', '5/4', '8/3'] -> ((8/3 / (4/9 * 5/4)) / (1 - 4/5))
[6237] ['1/7', '2/3', '9/4', '5/2', '6'] -> ((2/3 * ((6 / 1/7) - 9/4)) - 5/2)
[6238] ['1/6', '2/7', '5/6', '7/5', '4'] -> (4 / ((7/5 * (2/7 * 5/6)) - 1/6))
[6239] ['8/7', '2', '7/3', '7/3', '9/2'] -> (((8/7 + 9/2) * (2 * 7/3)) - 7/3)
[6240] ['1/4', '9/8', '9/7', '9/4', '8'] -> (((9/4 / (9/7 - 9/8)) - 8) / 1/4)
[6241] ['1/7', '1/6', '5/4', '8/5', '9'] -> (((8/5 / 1/7) - (9 / 5/4)) / 1/6)
[6242] ['2/9', '5/4', '5/4', '2', '9/4'] -> (5/4 + (2 * (5/4 + (9/4 / 2/9))))
[6243] ['8/7', '2', '7/3', '5/2', '5/2'] -> ((5/2 / 5/2) / ((7/3 / 8/7) - 2))
[6244] ['6/7', '5/4', '9/5', '7/2', '4'] -> ((5/4 * 4) * (9/5 + (6/7 * 7/2)))
[6245] ['1/4', '9/8', '9/7', '7/3', '8'] -> (((9/8 * 8) - (9/7 * 7/3)) / 1/4)
[6246] ['1/6', '2/7', '5/6', '9/5', '4'] -> (9/5 * ((1/6 - 5/6) + (4 / 2/7)))
[6247] ['1/8', '1/7', '1/2', '5/6', '5'] -> (5 / (1/7 * (5/6 + (1/8 + 1/2))))
[6248] ['1/3', '4/7', '4/7', '2/3', '3'] -> ((4/7 * 3) / (4/7 - (1/3 / 2/3)))
[6249] ['3/7', '3/5', '5/7', '9/5', '4'] -> (4 / ((5/7 / (9/5 - 3/5)) - 3/7))
[6250] ['6/7', '5/4', '9/4', '9/4', '4'] -> (6/7 / ((9/4 / (4 - 9/4)) - 5/4))
[6251] ['1/7', '1/6', '5/4', '9/4', '9'] -> (9/4 + (9 * (5/4 + (1/6 / 1/7))))
[6252] ['1/4', '9/8', '9/7', '7/2', '8'] -> (8 + ((9/7 * 7/2) / (1/4 * 9/8)))
[6253] ['2/9', '5/4', '5/4', '2', '9/2'] -> ((5/4 + (5/4 * 2)) + (9/2 / 2/9))
[6254] ['6/7', '5/4', '9/4', '7/3', '4'] -> (4 * ((7/3 * (6/7 + 9/4)) - 5/4))
[6255] ['1/6', '2/7', '5/6', '4', '9/2'] -> ((2/7 + 4) / (5/6 / (1/6 + 9/2)))
[6256] ['1/3', '4/7', '4/7', '3/4', '3'] -> ((4/7 + (3 / 3/4)) / (1/3 * 4/7))
[6257] ['8/9', '6/5', '4/3', '5/3', '3'] -> (4/3 / ((8/9 + 5/3) - (3 / 6/5)))
[6258] ['1/3', '3/8', '3/5', '3/4', '4'] -> (((4 / (3/4 - 1/3)) - 3/5) / 3/8)
[6259] ['7/9', '4/3', '9/5', '5/2', '6'] -> (4/3 / ((6 / 9/5) - (7/9 + 5/2)))
[6260] ['4/9', '4/5', '1', '9/7', '8/5'] -> (8/5 / ((4/9 - 1) + (4/5 / 9/7)))
[6261] ['1/7', '5/4', '7/3', '5/2', '5'] -> ((5/2 * (1/7 + 5)) / (5/4 / 7/3))
[6262] ['1/7', '5/7', '5/7', '5/7', '6'] -> (6 * ((5/7 / 1/7) - (5/7 / 5/7)))
[6263] ['2/9', '2/7', '1/2', '8/7', '5'] -> (((5 / (8/7 - 2/7)) - 1/2) / 2/9)
[6264] ['2/9', '5/4', '9/7', '4/3', '2'] -> (2/9 / (((5/4 + 4/3) / 9/7) - 2))
[6265] ['8/7', '2', '5/2', '5/2', '7/2'] -> (5/2 + (7/2 * (8/7 + (2 * 5/2))))
[6266] ['7/9', '4/3', '9/5', '8/3', '6'] -> (8/3 * ((6 / (4/3 - 7/9)) - 9/5))
[6267] ['3/7', '3/5', '5/7', '7/2', '4'] -> (((5/7 + 4) / (3/5 - 3/7)) - 7/2)
[6268] ['1/8', '1/7', '1/2', '4/3', '5'] -> (5 / ((1/8 / 1/7) - (1/2 * 4/3)))
[6269] ['6/7', '5/4', '7/3', '7/3', '4'] -> (4 / ((7/3 * (6/7 * 5/4)) - 7/3))
[6270] ['2/9', '2/7', '1/2', '7/6', '5'] -> ((1/2 / (2/7 * 7/6)) + (5 / 2/9))
[6271] ['1/7', '5/7', '5/7', '4/5', '6'] -> ((5/7 * 4/5) / (1/7 - (5/7 / 6)))
[6272] ['7/9', '4/3', '9/5', '7/2', '6'] -> (4/3 / ((7/2 / (6 - 9/5)) - 7/9))
[6273] ['3/7', '3/5', '5/7', '4', '9/2'] -> ((((4 * 9/2) - 3/7) / 5/7) - 3/5)
[6274] ['1/3', '3/8', '3/5', '7/8', '4'] -> (((7/8 + 4) / (1/3 * 3/5)) - 3/8)
[6275] ['1/3', '4/7', '4/7', '9/8', '3'] -> ((4/7 / 4/7) / ((9/8 / 3) - 1/3))
[6276] ['1/8', '1/7', '1/2', '3/2', '5'] -> (((3/2 + 5) - (1/2 / 1/7)) / 1/8)
[6277] ['1/6', '2/7', '6/7', '9/5', '4'] -> ((4 + (6/7 / (1/6 * 9/5))) / 2/7)
[6278] ['6/7', '5/4', '5/2', '5/2', '4'] -> (4 / (5/2 - (5/2 / (6/7 * 5/4))))
[6279] ['8/7', '2', '5/2', '8/3', '9/2'] -> ((8/7 * 9/2) * ((5/2 * 8/3) - 2))
[6280] ['7/9', '4/3', '9/5', '9/2', '6'] -> (4/3 / (((6 - 9/2) / 9/5) - 7/9))
[6281] ['1/7', '5/7', '5/7', '8/9', '6'] -> (6 / (((1/7 + 5/7) / 8/9) - 5/7))
[6282] ['8/9', '6/5', '4/3', '8/3', '3'] -> (8/9 / (3 - (8/3 / (6/5 / 4/3))))
[6283] ['1/7', '5/4', '8/3', '8/3', '5'] -> (5/4 * ((8/3 / 1/7) + (8/3 / 5)))
[6284] ['1/3', '4/7', '4/7', '7/6', '3'] -> (4/7 / ((1/3 * (4/7 + 3)) - 7/6))
[6285] ['1/7', '1/6', '9/7', '9/4', '9'] -> ((1/7 / 1/6) + (9/4 * (9/7 + 9)))
[6286] ['1/4', '9/8', '7/5', '7/4', '8'] -> ((8 - (7/4 / 7/5)) / (1/4 * 9/8))
[6287] ['8/7', '2', '5/2', '7/2', '9/2'] -> ((8/7 * 2) * (9/2 + (5/2 + 7/2)))
[6288] ['1/3', '3/8', '3/5', '7/6', '4'] -> (4 / (3/5 * (7/6 - (1/3 / 3/8))))
[6289] ['1/7', '5/7', '5/7', '9/8', '6'] -> (6 / ((9/8 * (1/7 + 5/7)) - 5/7))
[6290] ['7/9', '4/3', '9/4', '9/4', '6'] -> ((9/4 + (9/4 / 7/9)) * (6 - 4/3))
[6291] ['8/9', '6/5', '4/3', '3', '7/2'] -> (4/3 / (8/9 - (7/2 / (6/5 + 3))))
[6292] ['6/7', '5/4', '5/2', '4', '9/2'] -> (6/7 * ((9/2 * (5/2 + 4)) - 5/4))
[6293] ['8/7', '2', '5/2', '9/2', '9/2'] -> ((8/7 * (5/2 + (9/2 * 9/2))) - 2)
[6294] ['2/9', '2/7', '1/2', '3/2', '5'] -> ((5 / (2/7 / 3/2)) - (1/2 / 2/9))
[6295] ['1/7', '1/6', '4/3', '4/3', '9'] -> ((4/3 / 1/6) / ((4/3 / 1/7) - 9))
[6296] ['1/3', '3/8', '3/5', '9/7', '4'] -> ((1/3 + (4 / 3/5)) / (3/8 / 9/7))
[6297] ['1/8', '1/7', '1/2', '7/3', '5'] -> ((5 / (1/8 + 1/2)) / (1/7 * 7/3))
[6298] ['1/7', '5/7', '5/7', '6/5', '6'] -> (((5/7 * 6) - (5/7 * 6/5)) / 1/7)
[6299] ['8/9', '6/5', '7/5', '7/5', '3'] -> ((6/5 + 3) / ((7/5 / 8/9) - 7/5))
[6300] ['6/7', '5/4', '8/3', '4', '9/2'] -> (8/3 * (9/2 + (6/7 * (5/4 + 4))))
[6301] ['1/7', '5/4', '9/2', '9/2', '5'] -> ((9/2 * 9/2) - (5 - (5/4 / 1/7)))
[6302] ['3/7', '3/5', '3/4', '8/7', '4'] -> ((4 / (3/4 - 3/5)) - (8/7 / 3/7))
[6303] ['1/7', '1/6', '4/3', '8/5', '9'] -> ((4/3 / 1/7) + (8/5 * (1/6 + 9)))
[6304] ['1/7', '5/7', '5/7', '5/4', '6'] -> ((5/7 / 5/4) / (1/7 - (5/7 / 6)))
[6305] ['1/3', '3/8', '3/5', '7/4', '4'] -> ((7/4 * 4) / ((3/8 / 3/5) - 1/3))
[6306] ['1/3', '4/7', '4/7', '7/5', '3'] -> (4/7 / ((4/7 / (3 - 7/5)) - 1/3))
[6307] ['7/9', '4/3', '7/2', '7/2', '6'] -> ((4/3 * 7/2) / (7/9 - (7/2 / 6)))
[6308] ['1/7', '5/7', '5/7', '4/3', '6'] -> ((6 - (5/7 + 5/7)) / (1/7 * 4/3))
[6309] ['1/7', '9/7', '9/7', '7/5', '5'] -> ((5 / (1/7 * 7/5)) - (9/7 / 9/7))
[6310] ['6/7', '9/7', '9/7', '4/3', '4'] -> (4 / (4/3 - (9/7 / (6/7 * 9/7))))
[6311] ['3/7', '3/5', '3/4', '6/5', '4'] -> ((3/5 / (6/5 - (3/7 + 3/4))) - 4)
[6312] ['4/9', '4/5', '1', '4/3', '3/2'] -> (4/3 / ((4/9 / 4/5) + (1 - 3/2)))
[6313] ['1/3', '4/7', '4/7', '8/5', '3'] -> ((4/7 + 3) * (8/5 / (4/7 - 1/3)))
[6314] ['7/9', '4/3', '9/2', '9/2', '6'] -> (4/3 * (9/2 + ((9/2 + 6) / 7/9)))
[6315] ['2/9', '5/4', '9/7', '2', '7/2'] -> (5/4 + ((7/2 + (2 / 9/7)) / 2/9))
[6316] ['1/3', '4/7', '4/7', '5/3', '3'] -> ((5/3 + (4/7 / 4/7)) / (1/3 / 3))
[6317] ['1/7', '5/7', '5/7', '7/5', '6'] -> (6 * ((5/7 / 1/7) - (5/7 * 7/5)))
[6318] ['2/9', '5/4', '9/7', '2', '9/2'] -> (5/4 + ((2 + 9/2) / (2/9 * 9/7)))
[6319] ['1/3', '4/7', '4/7', '7/4', '3'] -> ((7/4 + ((4/7 + 3) / 4/7)) / 1/3)
[6320] ['1/7', '5/7', '5/7', '8/5', '6'] -> (5/7 / ((5/7 / 6) - (1/7 / 8/5)))
[6321] ['2/9', '2/7', '1/2', '5/2', '5'] -> (((5/2 + 5) / 2/7) - (1/2 / 2/9))
[6322] ['7/9', '7/5', '7/5', '8/5', '6'] -> ((8/5 * 6) / ((7/5 / 7/9) - 7/5))
[6323] ['1/3', '3/8', '5/8', '6/7', '4'] -> ((5/8 * 4) / ((3/8 / 6/7) - 1/3))
[6324] ['1/6', '2/7', '7/8', '9/5', '4'] -> ((4 - (1/6 / 7/8)) / (2/7 / 9/5))
[6325] ['8/9', '6/5', '7/5', '3', '9/2'] -> (3 * ((9/2 * (8/9 + 6/5)) - 7/5))
[6326] ['1/7', '1/6', '7/5', '7/5', '9'] -> ((7/5 + 9) / (7/5 * (1/7 + 1/6)))
[6327] ['1/7', '9/7', '9/7', '7/4', '5'] -> ((5 + (9/7 / 9/7)) / (1/7 * 7/4))
[6328] ['2/9', '5/4', '4/3', '7/5', '2'] -> ((4/3 / 2/9) / (2 - (5/4 * 7/5)))
[6329] ['4/9', '4/5', '1', '4/3', '9/5'] -> ((9/5 + (4/3 / 4/9)) / (1 - 4/5))
[6330] ['1/8', '1/7', '5/9', '5/7', '5'] -> ((5 / (1/8 + 1/7)) / (5/9 / 5/7))
[6331] ['1/3', '3/8', '5/8', '8/7', '4'] -> ((3/8 + 4) * (8/7 / (1/3 * 5/8)))
[6332] ['2/9', '2/7', '1/2', '7/2', '5'] -> ((1/2 + (2/7 * 7/2)) + (5 / 2/9))
[6333] ['8/9', '6/5', '3/2', '5/3', '3'] -> ((8/9 * 3) / (3/2 - (5/3 / 6/5)))
[6334] ['1/7', '1/6', '7/5', '8/5', '9'] -> ((7/5 + 9) / (8/5 - (1/6 / 1/7)))
[6335] ['1/3', '4/7', '4/7', '5/2', '3'] -> ((4/7 / 1/3) / ((4/7 + 5/2) - 3))
[6336] ['1/7', '9/7', '9/7', '9/4', '5'] -> ((9/7 + (9/7 * 5)) / (1/7 * 9/4))
[6337] ['6/7', '9/7', '9/7', '5/2', '4'] -> (9/7 / (6/7 - ((9/7 * 5/2) / 4)))
[6338] ['8/9', '6/5', '3/2', '7/4', '3'] -> (3 / ((7/4 / 6/5) - (8/9 * 3/2)))
[6339] ['1/8', '1/7', '5/9', '7/9', '5'] -> (5 / (1/7 * (7/9 + (1/8 + 5/9))))
[6340] ['1/7', '1/6', '7/5', '5/3', '9'] -> ((1/7 + (9 / (7/5 * 5/3))) / 1/6)
[6341] ['1/7', '5/7', '5/7', '9/2', '6'] -> ((1/7 + 5/7) / ((9/2 / 6) - 5/7))
[6342] ['6/7', '9/7', '9/7', '8/3', '4'] -> (4 * ((8/3 * (9/7 + 9/7)) - 6/7))
[6343] ['3/7', '3/5', '3/4', '5/3', '4'] -> ((3/5 / ((3/4 / 5/3) - 3/7)) - 4)
[6344] ['1/7', '9/7', '9/7', '8/3', '5'] -> ((9/7 + (9/7 / 1/7)) * (5 - 8/3))
[6345] ['1/7', '1/6', '7/5', '7/4', '9'] -> ((9 / (1/6 * 7/5)) / (7/4 - 1/7))
[6346] ['1/8', '1/7', '5/9', '4/5', '5'] -> ((4/5 - 1/8) * (5/9 + (5 / 1/7)))
[6347] ['7/6', '7/6', '7/6', '7/4', '2'] -> ((7/6 / 7/6) / ((7/6 * 7/4) - 2))
[6348] ['4/9', '4/5', '1', '4/3', '9/2'] -> ((4/9 * 9/2) / (4/3 - (1 / 4/5)))
[6349] ['1/8', '1/7', '5/9', '5/6', '5'] -> (5 / ((1/8 / 1/7) - (5/9 / 5/6)))
[6350] ['1/7', '9/7', '9/7', '9/2', '5'] -> ((5 - (9/7 + (9/7 / 9/2))) / 1/7)
[6351] ['2/9', '2/7', '5/9', '5/8', '5'] -> (((5 / 2/7) - (5/9 / 2/9)) / 5/8)
[6352] ['6/7', '9/7', '4/3', '8/5', '4'] -> (4 / ((4/3 / 8/5) - (6/7 / 9/7)))
[6353] ['1/3', '4/7', '3/5', '3/4', '3'] -> (((3 / (4/7 * 3/5)) - 3/4) / 1/3)
[6354] ['1/7', '5/7', '3/4', '8/9', '6'] -> (8/9 / (1/7 - (5/7 / (3/4 + 6))))
[6355] ['7/6', '7/6', '7/6', '2', '7/3'] -> ((2 * 7/3) / ((7/6 * 7/6) - 7/6))
[6356] ['1/3', '3/8', '2/3', '6/7', '4'] -> ((4 / 3/8) / ((2/3 / 6/7) - 1/3))
[6357] ['1/6', '2/7', '8/9', '3/2', '4'] -> (((8/9 * 3/2) / (1/6 * 2/7)) - 4)
[6358] ['1/7', '5/7', '3/4', '7/6', '6'] -> (6 / ((7/6 * (1/7 + 5/7)) - 3/4))
[6359] ['1/4', '9/8', '9/5', '9/5', '8'] -> ((9/5 + (9/8 * 8)) / (1/4 * 9/5))
[6360] ['7/6', '7/6', '7/6', '2', '8/3'] -> ((2 + 8/3) / ((7/6 * 7/6) - 7/6))
[6361] ['1/8', '1/7', '5/9', '8/9', '5'] -> (((5 - 5/9) / 1/7) - (8/9 / 1/8))
[6362] ['4/9', '4/5', '1', '7/5', '8/5'] -> (8/5 / (4/9 * (7/5 - (1 / 4/5))))
[6363] ['2/9', '5/4', '7/5', '2', '7/3'] -> (((7/5 + 7/3) + (2 / 5/4)) / 2/9)
[6364] ['7/9', '7/5', '3/2', '9/4', '6'] -> (6 / (3/2 - (9/4 * (7/9 / 7/5))))
[6365] ['8/9', '6/5', '8/5', '7/4', '3'] -> ((6/5 / (8/5 - (8/9 * 7/4))) - 3)
[6366] ['1/4', '9/8', '9/5', '7/3', '8'] -> (9/5 * (7/3 + (8 * (1/4 + 9/8))))
[6367] ['2/9', '5/4', '7/5', '2', '5/2'] -> ((2 / (2/9 * 5/2)) / (7/5 - 5/4))
[6368] ['1/7', '5/7', '3/4', '4/3', '6'] -> (6 * ((5/7 / 1/7) - (3/4 * 4/3)))
[6369] ['1/8', '1/7', '5/9', '8/7', '5'] -> (8/7 + ((1/7 + 5) / (1/8 / 5/9)))
[6370] ['1/4', '9/8', '9/5', '7/2', '8'] -> ((1/4 + 7/2) * (8 - (9/5 / 9/8)))
[6371] ['1/7', '9/7', '4/3', '5/2', '5'] -> ((4/3 / 5/2) * (5 / (1/7 / 9/7)))
[6372] ['1/3', '4/7', '3/5', '6/7', '3'] -> (4/7 / ((6/7 / (3 - 3/5)) - 1/3))
[6373] ['2/9', '5/4', '7/5', '2', '8/3'] -> (((7/5 * 8/3) + (2 / 5/4)) / 2/9)
[6374] ['2/9', '2/7', '5/9', '5/6', '5'] -> (((5/9 / 2/9) + (5 / 2/7)) / 5/6)
[6375] ['8/9', '6/5', '8/5', '9/4', '3'] -> (8/5 / ((8/9 * (6/5 + 9/4)) - 3))
[6376] ['1/8', '1/7', '5/9', '7/6', '5'] -> (5 / ((5/9 / 7/6) - (1/8 + 1/7)))
[6377] ['1/3', '3/8', '2/3', '9/5', '4'] -> ((4 + (1/3 + 2/3)) / (3/8 / 9/5))
[6378] ['1/7', '5/7', '3/4', '9/5', '6'] -> (9/5 / ((1/7 / 5/7) - (3/4 / 6)))
[6379] ['6/7', '9/7', '7/5', '5/3', '4'] -> ((4 / 5/3) / ((9/7 / 6/7) - 7/5))
[6380] ['8/9', '6/5', '8/5', '7/3', '3'] -> ((7/3 + 3) / ((8/9 * 8/5) - 6/5))
[6381] ['1/8', '1/7', '5/9', '6/5', '5'] -> (5 / ((1/8 / 1/7) - (5/9 * 6/5)))
[6382] ['7/6', '7/6', '6/5', '9/7', '2'] -> (2 / ((9/7 * (7/6 / 6/5)) - 7/6))
[6383] ['7/9', '7/5', '3/2', '9/2', '6'] -> (6 * (3/2 + (9/2 * (7/9 / 7/5))))
[6384] ['1/3', '4/7', '3/5', '7/8', '3'] -> ((3 / (4/7 - 1/3)) / (3/5 * 7/8))
[6385] ['2/9', '2/7', '5/9', '6/7', '5'] -> ((5 + (6/7 / 2/7)) / (5/9 - 2/9))
[6386] ['1/8', '1/7', '5/9', '5/4', '5'] -> (5 / (5/9 * (5/4 - (1/8 / 1/7))))
[6387] ['2/9', '5/4', '7/5', '2', '9/2'] -> ((2 + (5/4 * 7/5)) + (9/2 / 2/9))
[6388] ['8/9', '6/5', '8/5', '5/2', '3'] -> ((8/5 / 6/5) / (8/9 - (5/2 / 3)))
[6389] ['1/7', '5/7', '7/9', '7/9', '6'] -> (6 * ((5/7 / 1/7) - (7/9 / 7/9)))
[6390] ['1/3', '3/8', '5/7', '7/9', '4'] -> ((1/3 + 4) / ((5/7 * 7/9) - 3/8))
[6391] ['1/4', '9/8', '5/2', '8/3', '8'] -> ((5/2 - (1/4 + 9/8)) * (8/3 * 8))
[6392] ['6/7', '9/7', '7/5', '9/5', '4'] -> (6/7 / (9/7 - (4 / (7/5 + 9/5))))
[6393] ['1/3', '3/8', '5/7', '4/5', '4'] -> (4 / ((1/3 / 5/7) - (3/8 * 4/5)))
[6394] ['7/9', '7/5', '8/5', '5/3', '6'] -> (6 * (5/3 + (7/9 * (7/5 + 8/5))))
[6395] ['1/8', '1/7', '5/9', '9/7', '5'] -> (9/7 / (5/9 * (1/8 - (1/7 / 5))))
[6396] ['7/6', '7/6', '6/5', '8/5', '2'] -> (8/5 / ((6/5 * 2) - (7/6 + 7/6)))
[6397] ['2/9', '2/7', '5/9', '8/9', '5'] -> ((5 / 2/7) + ((5/9 + 8/9) / 2/9))
[6398] ['1/3', '3/8', '5/7', '5/6', '4'] -> ((5/6 / (5/7 * (3/8 - 1/3))) - 4)
[6399] ['3/7', '3/5', '7/9', '8/7', '4'] -> (4 * ((8/7 / (7/9 - 3/5)) - 3/7))
[6400] ['1/8', '1/7', '5/9', '4/3', '5'] -> ((5 / (1/8 + 1/7)) / (4/3 - 5/9))
[6401] ['8/9', '6/5', '5/3', '5/3', '3'] -> (3 / ((6/5 * 5/3) - (5/3 / 8/9)))
[6402] ['6/7', '9/7', '7/5', '7/3', '4'] -> (4 / ((7/3 / 7/5) - (9/7 / 6/7)))
[6403] ['7/9', '7/5', '8/5', '9/5', '6'] -> ((8/5 - (7/9 - 7/5)) * (9/5 * 6))
[6404] ['2/9', '2/7', '5/9', '9/8', '5'] -> (5 / ((2/9 / 2/7) + (5/9 - 9/8)))
[6405] ['1/7', '5/7', '7/9', '6/7', '6'] -> (7/9 * (6/7 + (6 / (1/7 / 5/7))))
[6406] ['7/6', '7/6', '6/5', '7/4', '2'] -> (2 / ((7/4 / (7/6 * 6/5)) - 7/6))
[6407] ['1/8', '1/7', '5/9', '7/5', '5'] -> ((5 / (1/8 + 1/7)) / (5/9 * 7/5))
[6408] ['8/9', '6/5', '5/3', '7/4', '3'] -> (6/5 / ((7/4 / 3) - (8/9 / 5/3)))
[6409] ['3/7', '3/5', '7/9', '5/4', '4'] -> ((4 / (3/5 - 3/7)) / (7/9 * 5/4))
[6410] ['2/9', '2/7', '5/9', '7/6', '5'] -> ((7/6 + (5 / 2/7)) / (2/9 + 5/9))
