[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[211879] ['5/8', '8/7', '7/3', '9/2', '8'] -> (9/2 * (8 - (5/8 + (7/3 / 8/7))))
[211878] ['1/8', '1/8', '4/9', '5/2', '9'] -> ((5/2 + (9 * (1/8 * 4/9))) / 1/8)
[211880] ['6/7', '7/6', '4/3', '8/5', '5'] -> ((8/5 * 5) / (4/3 - (6/7 * 7/6)))
[211881] ['1/7', '3/8', '7/8', '1', '9/5'] -> (3/8 + ((7/8 + 1) / (1/7 / 9/5)))
[211882] ['3/7', '3/7', '4/9', '3/4', '7'] -> ((7 + (3/7 / 3/7)) / (4/9 * 3/4))
[211883] ['5/8', '8/7', '5/2', '5/2', '8'] -> (((8 / (8/7 / 5/2)) - 5/2) / 5/8)
[211884] ['1/6', '7/8', '9/8', '9/8', '2'] -> (((7/8 * 2) + (9/8 + 9/8)) / 1/6)
[211885] ['5/6', '9/8', '9/5', '7/3', '9'] -> ((9/5 + (9 / (5/6 / 7/3))) / 9/8)
[211886] ['2/9', '5/4', '8/5', '7/3', '3'] -> (3 + ((8/5 * 7/3) / (2/9 / 5/4)))
[211887] ['4/9', '5/9', '8/3', '7/2', '6'] -> ((8/3 * 6) * ((5/9 * 7/2) - 4/9))
[211888] ['5/6', '9/8', '9/5', '5/2', '9'] -> ((5/2 - 5/6) * (9 / (9/8 / 9/5)))
[211889] ['1/8', '1/8', '1/2', '3/5', '9'] -> ((9 - (1/2 / 1/8)) / (1/8 / 3/5))
[211890] ['1/5', '3/5', '5/8', '5/7', '1'] -> ((3/5 / 1/5) / (1 - (5/8 / 5/7)))
[211891] ['4/9', '5/9', '7/2', '7/2', '6'] -> (6 / ((5/9 / 4/9) - (7/2 / 7/2)))
[211892] ['3/7', '3/7', '4/9', '5/6', '7'] -> (((3/7 / (4/9 - 3/7)) - 7) / 5/6)
[211893] ['2/9', '5/4', '8/5', '3', '7/2'] -> ((3 + (7/2 / 2/9)) / (5/4 / 8/5))
[211894] ['5/8', '8/7', '8/3', '7/2', '8'] -> (8/3 * ((5/8 * 8) + (8/7 * 7/2)))
[211895] ['1/7', '3/8', '8/9', '8/9', '1'] -> (((8/9 + (1 / 3/8)) / 1/7) - 8/9)
[211896] ['1/7', '8/9', '7/4', '7/4', '7'] -> ((8/9 / 7/4) * ((7 / 1/7) - 7/4))
[211897] ['5/6', '9/8', '9/5', '7/2', '9'] -> ((9/5 / (5/6 * 9/8)) * (7/2 + 9))
[211898] ['2/3', '5/7', '8/9', '7/3', '6'] -> (7/3 * (2/3 + (6 * (5/7 + 8/9))))
[211899] ['3/8', '3/5', '7/9', '5/6', '6'] -> (6 / (3/5 - ((3/8 * 7/9) / 5/6)))
[211900] ['5/8', '8/7', '8/3', '9/2', '8'] -> (9/2 * ((8 / 8/7) - (5/8 * 8/3)))
[211901] ['7/9', '7/9', '7/5', '2', '8/3'] -> ((2 * 8/3) / (7/9 - (7/9 / 7/5)))
[211902] ['1/8', '1/8', '1/2', '7/9', '9'] -> (((7/9 * 9) - (1/2 / 1/8)) / 1/8)
[211903] ['5/6', '9/8', '9/4', '8/3', '9'] -> (9/8 + (9/4 * (8/3 + (5/6 * 9))))
[211904] ['5/8', '8/7', '7/2', '7/2', '8'] -> (8/7 * (7/2 + (8 * (5/8 * 7/2))))
[211905] ['2/9', '5/4', '5/3', '9/5', '3'] -> (5/4 * (((5/3 + 3) / 2/9) - 9/5))
[211906] ['1/6', '7/8', '9/8', '9/7', '2'] -> ((9/8 + (7/8 * (9/7 + 2))) / 1/6)
[211907] ['1/7', '3/8', '8/9', '1', '7/6'] -> (((8/9 / 7/6) + (1 / 3/8)) / 1/7)
[211908] ['2/3', '5/7', '8/9', '8/3', '6'] -> (((2/3 + 6) / (5/7 / 8/3)) - 8/9)
[211909] ['3/7', '3/7', '4/9', '8/9', '7'] -> (7 / ((3/7 / 8/9) - (3/7 * 4/9)))
[211910] ['4/9', '4/7', '4/7', '5/8', '6'] -> (((4/7 + (6 / 4/9)) / 4/7) - 5/8)
[211911] ['1/8', '1/8', '1/2', '8/7', '9'] -> (9 / (((1/8 / 1/8) / 8/7) - 1/2))
[211912] ['7/9', '7/9', '3/2', '3/2', '2'] -> ((2 / 3/2) / ((7/9 + 7/9) - 3/2))
[211913] ['1/5', '3/5', '5/8', '1', '9/8'] -> ((1/5 + 1) / ((3/5 * 9/8) - 5/8))
[211914] ['4/5', '7/8', '8/9', '5/3', '8'] -> (8 / (4/5 - ((7/8 * 8/9) / 5/3)))
[211915] ['1/6', '7/8', '9/8', '7/5', '2'] -> (2 / (1/6 * (9/8 - (7/8 / 7/5))))
[211916] ['3/8', '3/5', '7/9', '9/8', '6'] -> (6 / ((7/9 * 9/8) - (3/8 / 3/5)))
[211917] ['3/7', '3/7', '4/9', '7/6', '7'] -> ((3/7 + 7) / (3/7 * (7/6 - 4/9)))
[211918] ['4/9', '4/7', '8/9', '1', '8/7'] -> (8/7 / (1 - (4/9 + (4/7 * 8/9))))
[211919] ['5/6', '9/8', '5/2', '7/2', '9'] -> ((9 * (5/6 + (5/2 / 9/8))) - 7/2)
[211920] ['1/8', '1/8', '1/2', '9/7', '9'] -> (((9 / 9/7) - (1/2 / 1/8)) / 1/8)
[211921] ['6/7', '7/6', '7/5', '8/5', '5'] -> ((5 / (8/5 - 7/5)) - (6/7 * 7/6))
[211922] ['1/6', '7/8', '9/8', '8/5', '2'] -> ((9/8 + (2 / 1/6)) / (7/8 / 8/5))
[211923] ['4/9', '4/7', '4/7', '7/9', '6'] -> ((7/9 + (4/7 / 4/7)) / (4/9 / 6))
[211924] ['3/7', '3/7', '4/9', '6/5', '7'] -> (6/5 * ((3/7 / (4/9 - 3/7)) - 7))
[211925] ['1/7', '3/8', '8/9', '1', '3/2'] -> (8/9 * ((3/2 / (1/7 * 3/8)) - 1))
[211926] ['1/6', '7/8', '9/8', '9/5', '2'] -> (2 / ((7/8 - 1/6) - (9/8 / 9/5)))
[211927] ['1/5', '3/5', '5/8', '1', '3/2'] -> ((3/5 / 1/5) / ((5/8 + 1) - 3/2))
[211928] ['4/5', '7/8', '8/9', '5/2', '8'] -> ((4/5 * (7/8 + 5/2)) * (8/9 + 8))
[211929] ['5/8', '7/6', '7/6', '7/5', '8'] -> (8 * (7/5 + (7/6 / (5/8 * 7/6))))
[211930] ['3/7', '3/7', '4/9', '4/3', '7'] -> ((7 + (3/7 / 3/7)) / (4/9 / 4/3))
[211931] ['1/8', '1/8', '1/2', '7/4', '9'] -> (9 / (1/2 * (7/4 - (1/8 / 1/8))))
[211932] ['7/9', '7/9', '3/2', '2', '9/4'] -> (2 / ((3/2 * (7/9 + 7/9)) - 9/4))
[211933] ['2/3', '5/7', '9/8', '6/5', '6'] -> ((6 / 2/3) / ((9/8 / 5/7) - 6/5))
[211934] ['3/7', '3/7', '4/9', '3/2', '7'] -> (7 * (3/2 + ((3/7 + 3/7) / 4/9)))
[211935] ['4/9', '4/7', '4/7', '7/8', '6'] -> ((6 + (4/7 / 4/9)) / (7/8 - 4/7))
[211936] ['3/8', '3/5', '7/9', '9/7', '6'] -> (((6 / 3/5) - (7/9 * 9/7)) / 3/8)
[211937] ['4/9', '4/7', '8/9', '1', '9/7'] -> (9/7 / (((1 - 4/9) / 8/9) - 4/7))
[211938] ['1/5', '3/5', '5/8', '1', '7/3'] -> (1 / ((3/5 / 1/5) - (5/8 + 7/3)))
[211939] ['5/8', '7/6', '7/6', '8/5', '8'] -> ((7/6 / 5/8) + (8 * (7/6 + 8/5)))
[211940] ['6/7', '7/6', '7/5', '7/3', '5'] -> ((6/7 + (7/5 / 7/6)) * (7/3 * 5))
[211941] ['4/9', '4/7', '8/9', '1', '4/3'] -> (8/9 / ((4/3 * (4/9 / 4/7)) - 1))
[211942] ['1/6', '7/8', '8/7', '7/6', '2'] -> ((8/7 + (2 / 7/8)) / (1/6 / 7/6))
[211943] ['5/6', '8/7', '8/7', '9/7', '9'] -> ((9/7 * (8/7 + 8/7)) * (9 - 5/6))
[211944] ['4/9', '4/7', '4/7', '9/8', '6'] -> ((4/7 / 9/8) * (6 / (4/7 - 4/9)))
[211945] ['7/9', '7/9', '3/2', '2', '8/3'] -> ((8/3 / 2) / ((7/9 + 7/9) - 3/2))
[211946] ['3/8', '3/5', '7/9', '4/3', '6'] -> (((7/9 + 6) + (4/3 / 3/5)) / 3/8)
[211947] ['2/3', '5/7', '9/8', '9/7', '6'] -> (6 / ((9/7 * (2/3 * 9/8)) - 5/7))
[211948] ['3/7', '3/7', '4/9', '5/3', '7'] -> (((5/3 * 7) - (3/7 / 3/7)) / 4/9)
[211949] ['2/9', '5/4', '9/5', '9/4', '3'] -> ((3 / (2/9 * 5/4)) / (9/4 - 9/5))
[211950] ['5/6', '8/7', '8/7', '4/3', '9'] -> (9 / ((8/7 / 8/7) - (5/6 / 4/3)))
[211951] ['5/8', '7/6', '7/6', '9/5', '8'] -> ((8 / 5/8) / ((7/6 + 7/6) - 9/5))
[211952] ['4/9', '4/7', '4/7', '8/7', '6'] -> ((4/7 * 6) / ((4/7 / 4/9) - 8/7))
[211953] ['1/5', '3/5', '5/8', '1', '7/2'] -> ((((7/2 / 5/8) - 3/5) / 1/5) - 1)
[211954] ['5/6', '8/7', '8/7', '7/5', '9'] -> ((8/7 + 8/7) * (9 * (5/6 * 7/5)))
[211955] ['1/8', '1/8', '5/9', '5/8', '9'] -> (((9 * (5/9 * 5/8)) - 1/8) / 1/8)
[211956] ['5/8', '7/6', '7/6', '9/4', '8'] -> ((7/6 / 7/6) + (8 * (5/8 + 9/4)))
[211957] ['2/9', '5/4', '9/5', '5/2', '3'] -> ((5/4 * 3) + (5/2 / (2/9 / 9/5)))
[211958] ['6/7', '7/6', '7/5', '7/2', '5'] -> (7/2 * (6/7 + (5 / (7/6 / 7/5))))
[211959] ['5/6', '8/7', '8/7', '8/5', '9'] -> (9 * (8/7 + (8/5 * (5/6 * 8/7))))
[211960] ['5/8', '7/6', '7/6', '7/3', '8'] -> (((7/3 * 8) - 7/6) / (5/8 * 7/6))
[211961] ['1/7', '8/9', '9/4', '5/2', '7'] -> ((8/9 * 5/2) + (7 / (1/7 * 9/4)))
[211962] ['1/7', '3/8', '8/9', '1', '7/2'] -> ((1 / 3/8) / ((8/9 / 7/2) - 1/7))
[211963] ['6/7', '7/6', '7/5', '9/2', '5'] -> (9/2 * (7/6 + (5 / (6/7 * 7/5))))
[211964] ['1/8', '1/8', '5/9', '3/4', '9'] -> ((9 + (1/8 / 1/8)) / (5/9 * 3/4))
[211965] ['3/7', '3/7', '4/9', '7/3', '7'] -> ((3/7 / (4/9 - 3/7)) - (7 / 7/3))
[211966] ['1/5', '3/5', '2/3', '5/6', '1'] -> ((1 + (3/5 / 1/5)) / (5/6 - 2/3))
[211967] ['6/7', '7/6', '3/2', '3/2', '5'] -> (5 / (3/2 * (3/2 - (7/6 / 6/7))))
[211968] ['5/6', '8/7', '8/7', '7/4', '9'] -> ((8/7 + (8/7 * 9)) / (5/6 / 7/4))
[211969] ['5/8', '7/6', '7/6', '9/2', '8'] -> (((7/6 + 9/2) + (7/6 * 8)) / 5/8)
[211970] ['1/7', '8/9', '9/4', '7/2', '7'] -> (7 * (7/2 - ((1/7 / 8/9) / 9/4)))
[211971] ['3/7', '3/7', '4/9', '5/2', '7'] -> ((5/2 + (7 / (3/7 + 3/7))) / 4/9)
[211972] ['1/7', '3/8', '1', '9/8', '7/6'] -> ((1 + (9/8 / 3/8)) / (1/7 * 7/6))
[211973] ['1/8', '1/8', '5/9', '7/9', '9'] -> (9 * (((5/9 - 1/8) / 1/8) - 7/9))
[211974] ['1/6', '7/8', '8/7', '2', '7/3'] -> (2 + ((7/8 + 7/3) / (1/6 / 8/7)))
[211975] ['5/8', '7/6', '6/5', '6/5', '8'] -> (8 / ((5/8 * (6/5 + 6/5)) - 7/6))
[211976] ['1/7', '3/8', '1', '9/8', '6/5'] -> (6/5 * ((9/8 / (1/7 * 3/8)) - 1))
[211977] ['3/8', '3/5', '7/9', '8/3', '6'] -> (((8/3 / (7/9 - 3/5)) - 6) / 3/8)
[211978] ['7/9', '7/9', '8/5', '2', '7/3'] -> (7/3 / ((7/9 / 8/5) - (7/9 / 2)))
[211979] ['4/9', '4/7', '8/9', '1', '7/3'] -> ((8/9 / 7/3) / ((4/9 + 4/7) - 1))
[211980] ['4/5', '7/8', '9/8', '7/4', '8'] -> ((4/5 * 8) * (7/4 + (7/8 + 9/8)))
[211981] ['1/7', '8/9', '7/3', '7/3', '7'] -> (8/9 + ((1/7 + 7/3) * (7/3 + 7)))
[211982] ['5/6', '8/7', '8/7', '9/2', '9'] -> (9 * (9/2 - (5/6 + (8/7 / 8/7))))
[211983] ['5/8', '7/6', '6/5', '5/4', '8'] -> ((5/4 * 8) / (7/6 - (5/8 * 6/5)))
[211984] ['2/9', '5/4', '7/3', '7/3', '3'] -> ((7/3 + 7/3) / ((5/4 / 3) - 2/9))
[211985] ['2/3', '5/7', '9/8', '7/3', '6'] -> ((5/7 + 7/3) * ((6 / 2/3) - 9/8))
[211986] ['1/7', '3/8', '1', '9/8', '5/4'] -> (3/8 + ((5/4 + (1 + 9/8)) / 1/7))
[211987] ['6/7', '7/6', '3/2', '9/4', '5'] -> (5 / (9/4 - (3/2 / (6/7 / 7/6))))
[211988] ['1/6', '7/8', '8/7', '2', '8/3'] -> (2 + ((8/3 + (7/8 * 8/7)) / 1/6))
[211989] ['4/9', '4/7', '4/7', '5/3', '6'] -> (4/7 / ((5/3 / 6) - (4/9 * 4/7)))
[211990] ['3/7', '3/7', '4/9', '9/2', '7'] -> ((((7 - 3/7) / 4/9) - 9/2) / 3/7)
[211991] ['4/5', '7/8', '9/8', '7/3', '8'] -> ((7/3 / (7/8 - 4/5)) - (8 / 9/8))
[211992] ['4/9', '4/7', '4/7', '7/4', '6'] -> (6 * (7/4 + (4/7 / (4/9 * 4/7))))
[211993] ['7/9', '7/9', '8/5', '2', '7/2'] -> ((2 * 7/2) / (7/9 - (7/9 / 8/5)))
[211994] ['1/7', '8/9', '7/3', '7/2', '7'] -> ((7/3 + 7) / (8/9 - (1/7 * 7/2)))
[211995] ['6/7', '7/6', '3/2', '5/2', '5'] -> ((3/2 + 5/2) * (5 + (6/7 * 7/6)))
[211996] ['1/6', '7/8', '7/6', '9/7', '2'] -> ((2 + (7/6 * 9/7)) / (1/6 * 7/8))
[211997] ['3/7', '3/7', '1/2', '5/9', '7'] -> ((((7 / 1/2) - 3/7) / 5/9) - 3/7)
[211998] ['1/7', '8/9', '7/3', '9/2', '7'] -> (9/2 + ((1/7 + 7/3) / (8/9 / 7)))
[211999] ['6/7', '7/6', '3/2', '8/3', '5'] -> ((3/2 * 8/3) * (5 + (6/7 * 7/6)))
[212000] ['5/8', '7/6', '6/5', '7/5', '8'] -> ((5/8 + (7/5 / 8)) / (6/5 - 7/6))
[212001] ['3/7', '3/7', '1/2', '3/5', '7'] -> ((7 / ((3/7 / 3/5) - 3/7)) - 1/2)
[212002] ['3/8', '3/5', '4/5', '8/7', '6'] -> ((3/5 + 4/5) * (8/7 + (6 / 3/8)))
[212003] ['4/9', '4/7', '4/7', '9/4', '6'] -> ((6 * (4/9 + 4/7)) / (4/7 / 9/4))
[212004] ['4/9', '4/7', '1', '9/8', '8/7'] -> (8/7 / (1 - (4/9 + (4/7 / 9/8))))
[212005] ['5/6', '8/7', '7/6', '7/5', '9'] -> ((8/7 * 9) * (7/6 + (5/6 * 7/5)))
[212006] ['1/7', '8/9', '5/2', '5/2', '7'] -> (8/9 * ((5/2 / 1/7) + (5/2 + 7)))
[212007] ['5/6', '8/7', '7/6', '5/3', '9'] -> ((7/6 * 5/3) * (9 / (5/6 / 8/7)))
[212008] ['2/9', '5/4', '3', '7/2', '7/2'] -> ((5/4 + (7/2 / (3 / 7/2))) / 2/9)
[212009] ['6/7', '7/6', '8/5', '7/4', '5'] -> ((8/5 * 5) / ((6/7 * 7/4) - 7/6))
[212010] ['3/7', '3/7', '1/2', '5/6', '7'] -> ((7 + (3/7 / 3/7)) / (5/6 - 1/2))
[212011] ['7/9', '7/9', '5/3', '2', '9/4'] -> ((2 / 7/9) / (9/4 - (5/3 / 7/9)))
[212012] ['3/8', '3/5', '4/5', '3/2', '6'] -> ((3/2 * 6) / ((3/5 / 4/5) - 3/8))
[212013] ['1/8', '1/8', '5/9', '8/5', '9'] -> (((9 * (5/9 / 8/5)) - 1/8) / 1/8)
[212014] ['1/6', '7/8', '7/6', '9/5', '2'] -> (9/5 * ((7/6 / 7/8) + (2 / 1/6)))
[212015] ['2/9', '5/4', '3', '7/2', '9/2'] -> ((7/2 / 2/9) + (9/2 + (5/4 * 3)))
[212016] ['1/5', '3/5', '2/3', '1', '5/2'] -> ((3/5 + 1) / ((2/3 / 5/2) - 1/5))
[212017] ['6/7', '7/6', '8/5', '9/5', '5'] -> ((5 / (9/5 - 8/5)) - (6/7 * 7/6))
[212018] ['5/6', '8/7', '7/6', '9/4', '9'] -> ((8/7 * 9/4) * (9 - (5/6 - 7/6)))
[212019] ['4/9', '4/7', '1', '9/8', '9/7'] -> (9/7 / ((9/8 * (1 - 4/9)) - 4/7))
[212020] ['1/7', '3/8', '1', '9/8', '5/2'] -> (((9/8 + 5/2) / 1/7) - (3/8 + 1))
[212021] ['4/9', '4/7', '3/5', '5/8', '6'] -> ((3/5 * 5/8) + (6 / (4/9 * 4/7)))
[212022] ['2/3', '5/7', '8/7', '9/5', '6'] -> (9/5 * ((6 / (8/7 - 5/7)) - 2/3))
[212023] ['1/6', '7/8', '7/6', '2', '5/2'] -> ((5/2 + (2 * (7/8 / 7/6))) / 1/6)
[212024] ['6/7', '7/6', '8/5', '7/3', '5'] -> ((7/6 + 7/3) * (5 * (6/7 * 8/5)))
[212025] ['7/9', '7/9', '5/3', '2', '8/3'] -> ((8/3 / 7/9) / ((5/3 / 7/9) - 2))
[212026] ['3/8', '3/5', '4/5', '7/3', '6'] -> ((((4/5 + 6) / 3/5) - 7/3) / 3/8)
[212027] ['3/7', '3/7', '1/2', '7/6', '7'] -> ((3/7 + 7) / (7/6 - (3/7 / 1/2)))
[212028] ['1/6', '7/8', '7/6', '2', '9/2'] -> (((9/2 / (7/8 / 7/6)) - 2) / 1/6)
[212029] ['2/9', '9/7', '9/7', '3/2', '3'] -> (((9/7 / 2/9) / (3/2 - 9/7)) - 3)
[212030] ['2/3', '5/7', '7/6', '7/6', '6'] -> ((6 / 7/6) / ((2/3 + 5/7) - 7/6))
[212031] ['1/7', '3/8', '1', '8/7', '7/6'] -> ((8/7 + (1 / (3/8 * 7/6))) / 1/7)
[212032] ['6/7', '7/6', '8/5', '8/3', '5'] -> (8/3 * ((6/7 * 7/6) + (8/5 * 5)))
[212033] ['4/9', '4/7', '1', '9/8', '3/2'] -> (1 / ((3/2 * (4/9 / 4/7)) - 9/8))
[212034] ['1/8', '1/8', '4/7', '4/7', '9'] -> (9 / (4/7 - (1/8 + (1/8 * 4/7))))
[212035] ['1/7', '9/8', '9/8', '8/7', '7'] -> ((9/8 + 7) + ((9/8 + 8/7) / 1/7))
[212036] ['2/9', '9/7', '9/7', '8/5', '3'] -> ((9/7 + 3) * (8/5 / (2/9 * 9/7)))
[212037] ['7/9', '7/9', '5/3', '2', '9/2'] -> ((5/3 + (7/9 / 7/9)) * (2 * 9/2))
[212038] ['4/5', '7/8', '8/7', '7/4', '8'] -> (8 * (7/4 + (8/7 / (4/5 / 7/8))))
[212039] ['5/8', '7/6', '5/4', '8/5', '8'] -> ((8 / 5/4) / ((7/6 / 5/8) - 8/5))
[212040] ['2/3', '5/7', '7/6', '5/4', '6'] -> (6 / ((2/3 - 5/4) + (5/7 * 7/6)))
[212041] ['3/8', '3/5', '5/6', '8/9', '6'] -> ((6 / 5/6) / ((3/5 / 8/9) - 3/8))
[212042] ['1/7', '3/8', '1', '8/7', '5/4'] -> (((5/4 / (1/7 / 8/7)) - 1) / 3/8)
[212043] ['6/7', '7/6', '8/5', '9/2', '5'] -> ((8/5 * 5) * ((9/2 / 7/6) - 6/7))
[212044] ['4/5', '7/8', '8/7', '9/5', '8'] -> (8/7 + (8 * (4/5 + (9/5 / 7/8))))
[212045] ['1/6', '7/8', '6/5', '4/3', '2'] -> (2 / (4/3 - (6/5 * (1/6 + 7/8))))
[212046] ['5/6', '8/7', '6/5', '4/3', '9'] -> ((8/7 * 9) * (4/3 + (5/6 * 6/5)))
[212047] ['1/5', '3/5', '5/7', '6/7', '1'] -> (6/7 / ((3/5 / (1 - 1/5)) - 5/7))
[212048] ['2/3', '5/7', '7/6', '4/3', '6'] -> (6 / (7/6 * (5/7 - (2/3 / 4/3))))
[212049] ['5/8', '7/6', '5/4', '9/4', '8'] -> (8 / (7/6 - ((5/8 + 5/4) / 9/4)))
[212050] ['3/7', '3/7', '1/2', '8/5', '7'] -> (8/5 * ((3/7 / 3/7) + (7 / 1/2)))
[212051] ['1/7', '3/8', '1', '8/7', '9/7'] -> (((8/7 / 1/7) - 1) / (3/8 / 9/7))
[212052] ['1/8', '1/8', '4/7', '2/3', '9'] -> (((1/8 + 1/8) + (9 / 4/7)) / 2/3)
[212053] ['3/7', '3/7', '1/2', '5/3', '7'] -> ((7 / ((3/7 * 5/3) - 3/7)) - 1/2)
[212054] ['5/8', '7/6', '5/4', '7/3', '8'] -> (8 * ((7/6 + 7/3) - (5/8 / 5/4)))
[212055] ['1/6', '7/8', '6/5', '7/5', '2'] -> (((6/5 * 2) + (7/5 / 7/8)) / 1/6)
[212056] ['6/7', '7/6', '5/3', '9/5', '5'] -> ((5/3 + (6/7 * 7/6)) * (9/5 * 5))
[212057] ['3/8', '3/5', '5/6', '9/7', '6'] -> (6 / (3/5 - ((3/8 / 5/6) / 9/7)))
[212058] ['3/7', '3/7', '1/2', '7/4', '7'] -> ((7 * (3/7 / 7/4)) / (1/2 - 3/7))
[212059] ['5/6', '8/7', '6/5', '8/5', '9'] -> ((6/5 + 8/5) * (9 * (5/6 * 8/7)))
[212060] ['2/3', '5/7', '7/6', '5/3', '6'] -> ((5/3 / (7/6 * (5/7 - 2/3))) - 6)
[212061] ['1/8', '1/8', '4/7', '4/5', '9'] -> (9 / ((1/8 / 4/7) + (1/8 / 4/5)))
[212062] ['4/9', '4/7', '1', '9/8', '7/3'] -> ((7/3 / (4/9 / 4/7)) / (9/8 - 1))
[212063] ['1/5', '3/5', '5/7', '1', '8/7'] -> (8/7 / ((1/5 / 3/5) + (5/7 - 1)))
[212064] ['6/7', '7/6', '5/3', '9/4', '5'] -> (5 / ((7/6 + 5/3) - (9/4 / 6/7)))
[212065] ['1/7', '9/8', '9/8', '3/2', '7'] -> (3/2 * ((9/8 / 1/7) + (9/8 + 7)))
[212066] ['2/9', '9/7', '9/7', '3', '9/2'] -> ((9/2 + (9/7 / 2/9)) / (9/7 / 3))
[212067] ['4/5', '7/8', '7/6', '6/5', '8'] -> (8 / (7/6 * (6/5 - (4/5 / 7/8))))
[212068] ['3/7', '3/7', '1/2', '9/4', '7'] -> ((3/7 + 7) / (1/2 - (3/7 / 9/4)))
[212069] ['1/6', '7/8', '6/5', '8/5', '2'] -> ((6/5 + (2 * (7/8 * 8/5))) / 1/6)
[212070] ['2/3', '5/7', '7/6', '9/5', '6'] -> ((2/3 * 6) / (9/5 - (7/6 / 5/7)))
[212071] ['5/8', '7/6', '9/7', '7/5', '8'] -> ((9/7 + 8) * (7/5 / (7/6 - 5/8)))
[212072] ['2/3', '5/7', '7/6', '7/3', '6'] -> (7/3 * ((6 * (2/3 + 7/6)) - 5/7))
[212073] ['4/9', '4/7', '3/5', '7/6', '6'] -> (((4/7 * 7/6) + (6 / 3/5)) / 4/9)
[212074] ['1/7', '9/8', '9/8', '7/4', '7'] -> ((7 - (9/8 / 9/8)) / (1/7 * 7/4))
[212075] ['6/7', '7/6', '5/3', '7/2', '5'] -> (6/7 * ((5 * (5/3 * 7/2)) - 7/6))
[212076] ['1/7', '3/8', '1', '7/6', '7/6'] -> (1 / (3/8 - (1/7 * (7/6 + 7/6))))
[212077] ['1/6', '7/8', '6/5', '7/4', '2'] -> ((7/8 + ((7/4 + 2) / 6/5)) / 1/6)
[212078] ['3/7', '3/7', '5/9', '4/7', '7'] -> ((3/7 / (4/7 - 5/9)) - (3/7 * 7))
[212079] ['3/8', '3/5', '5/6', '8/3', '6'] -> (6 * (8/3 + (5/6 / (3/8 / 3/5))))
[212080] ['7/9', '7/9', '9/5', '2', '8/3'] -> (8/3 / ((2 / 9/5) - (7/9 / 7/9)))
[212081] ['5/8', '7/6', '9/7', '8/5', '8'] -> (8 / (7/6 * (9/7 - (5/8 * 8/5))))
[212082] ['1/8', '1/8', '4/7', '5/4', '9'] -> (9 / ((1/8 / 4/7) + (1/8 * 5/4)))
[212083] ['5/6', '8/7', '6/5', '7/2', '9'] -> (7/2 * (9 - (8/7 + (5/6 * 6/5))))
[212084] ['6/7', '7/6', '5/3', '9/2', '5'] -> (9/2 * ((7/6 - 5/3) + (5 / 6/7)))
[212085] ['3/7', '3/7', '5/9', '3/5', '7'] -> ((7 + (3/7 / 3/7)) / (5/9 * 3/5))
[212086] ['1/7', '9/8', '9/8', '9/4', '7'] -> (((7 / (1/7 / 9/8)) - 9/8) / 9/4)
[212087] ['1/7', '3/8', '1', '7/6', '6/5'] -> (((1 / 6/5) + (7/6 / 1/7)) / 3/8)
[212088] ['1/6', '7/8', '6/5', '2', '9/4'] -> ((6/5 + 2) * (9/4 + (7/8 / 1/6)))
[212089] ['3/8', '3/5', '6/7', '6/7', '6'] -> (((6 / 3/5) - (6/7 / 6/7)) / 3/8)
[212090] ['4/5', '7/8', '7/6', '7/3', '8'] -> ((7/3 / (7/6 - (7/8 / 4/5))) - 8)
[212091] ['6/7', '7/6', '7/4', '7/4', '5'] -> (6/7 / (7/4 - (5 / (7/6 + 7/4))))
[212092] ['2/3', '5/7', '6/5', '5/4', '6'] -> (5/4 * ((6/5 / (5/7 - 2/3)) - 6))
[212093] ['1/7', '9/8', '9/8', '7/3', '7'] -> ((7 + (9/8 / 9/8)) / (1/7 * 7/3))
[212094] ['1/8', '1/8', '4/7', '7/5', '9'] -> ((4/7 * 9) / (1/8 + (1/8 / 7/5)))
[212095] ['1/7', '3/8', '1', '7/6', '5/4'] -> ((1 / 1/7) / ((3/8 + 7/6) - 5/4))
[212096] ['6/7', '7/6', '7/4', '9/5', '5'] -> ((7/6 + (6/7 * 7/4)) * (9/5 * 5))
[212097] ['1/7', '9/8', '9/8', '5/2', '7'] -> ((5/2 + (9/8 / 9/8)) * (7 - 1/7))
[212098] ['4/5', '7/8', '7/6', '8/3', '8'] -> (8 / (8/3 - (7/8 + (7/6 / 4/5))))
[212099] ['3/7', '3/7', '5/9', '2/3', '7'] -> (7 * ((3/7 / (2/3 - 5/9)) - 3/7))
[212100] ['2/9', '9/7', '4/3', '5/2', '3'] -> (4/3 / ((2/9 - 5/2) + (3 / 9/7)))
[212101] ['5/6', '8/7', '5/4', '9/7', '9'] -> (9 / ((5/4 / 5/6) - (9/7 / 8/7)))
[212102] ['5/8', '7/6', '9/7', '7/3', '8'] -> ((7/3 + (7/6 * 8)) / (5/8 / 9/7))
[212103] ['1/8', '1/8', '4/7', '5/3', '9'] -> (9 * ((5/3 / 4/7) - (1/8 + 1/8)))
[212104] ['3/7', '3/7', '5/9', '5/7', '7'] -> (7 * (3/7 + (5/7 / (3/7 * 5/9))))
[212105] ['1/6', '7/8', '6/5', '2', '8/3'] -> (((7/8 * 8/3) + (2 / 6/5)) / 1/6)
[212106] ['2/9', '9/7', '4/3', '8/3', '3'] -> (3 * ((8/3 / (2/9 * 9/7)) - 4/3))
