[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1346988] ['2/3', '4/9', '5/6', '7/2', '8/3'] -> ((((7/2 - 5/6) / 2/3) / 4/9) * 8/3)
[1346990] ['2/3', '4/9', '5/6', '7/2', '8/7'] -> ((7/2 / (5/6 - (4/9 / 2/3))) * 8/7)
[1346993] ['2/3', '4/9', '5/6', '7/2', '9/4'] -> ((7/2 / (2/3 - (4/9 / 5/6))) - 9/4)
[1347001] ['2/3', '4/9', '5/6', '7/3', '7/8'] -> ((7/3 / ((2/3 * 5/6) - 4/9)) / 7/8)
[1347003] ['2/3', '4/9', '5/6', '7/3', '8/3'] -> (((7/3 / (5/6 - 4/9)) / 2/3) * 8/3)
[1347005] ['2/3', '4/9', '5/6', '7/3', '8/7'] -> ((7/3 / ((2/3 * 5/6) - 4/9)) * 8/7)
[1347007] ['2/3', '4/9', '5/6', '7/3', '9/2'] -> (((7/3 / (5/6 - 4/9)) - 2/3) * 9/2)
[1347015] ['2/3', '4/9', '5/6', '7/4', '7/8'] -> ((2/3 / ((5/6 / 7/4) - 4/9)) / 7/8)
[1347019] ['2/3', '4/9', '5/6', '7/4', '8/7'] -> ((2/3 / ((5/6 / 7/4) - 4/9)) * 8/7)
[1347021] ['2/3', '4/9', '5/6', '7/4', '9/2'] -> ((2/3 / ((5/6 / 4/9) - 7/4)) * 9/2)
[1347032] ['2/3', '4/9', '5/6', '7/5', '8/7'] -> (8/7 / (4/9 - ((2/3 * 5/6) / 7/5)))
[1347033] ['2/3', '4/9', '5/6', '7/5', '8/9'] -> (8/9 / (5/6 * (2/3 - (4/9 * 7/5))))
[1347035] ['2/3', '4/9', '5/6', '7/5', '9/4'] -> ((5/6 / ((2/3 / 7/5) - 4/9)) - 9/4)
[1347043] ['2/3', '4/9', '5/6', '7/6', '8/5'] -> ((5/6 / ((7/6 - 2/3) - 4/9)) * 8/5)
[1347044] ['2/3', '4/9', '5/6', '7/6', '8/7'] -> (8/7 / ((5/6 / 7/6) - (4/9 / 2/3)))
[1347046] ['2/3', '4/9', '5/6', '7/6', '9/2'] -> ((4/9 / ((5/6 / 2/3) - 7/6)) * 9/2)
[1347055] ['2/3', '4/9', '5/6', '7/8', '8/7'] -> (8/7 / ((2/3 * 5/6) - (4/9 / 7/8)))
[1347059] ['2/3', '4/9', '5/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((4/9 / 2/3) / 5/6)))
[1347062] ['2/3', '4/9', '5/6', '7/9', '7/9'] -> ((4/9 / ((2/3 / 7/9) - 5/6)) / 7/9)
[1347066] ['2/3', '4/9', '5/6', '7/9', '8/9'] -> (((2/3 / (5/6 - 7/9)) / 4/9) * 8/9)
[1347067] ['2/3', '4/9', '5/6', '7/9', '9/2'] -> (((2/3 * 4/9) / (5/6 - 7/9)) * 9/2)
[1347070] ['2/3', '4/9', '5/6', '7/9', '9/7'] -> ((4/9 / ((2/3 / 7/9) - 5/6)) * 9/7)
[1347071] ['2/3', '4/9', '5/6', '7/9', '9/8'] -> (((2/3 / (5/6 - 7/9)) / 4/9) / 9/8)
[1347079] ['2/3', '4/9', '5/6', '8/3', '9/7'] -> (((4/9 + 8/3) / (5/6 - 2/3)) * 9/7)
[1347081] ['2/3', '4/9', '5/6', '8/5', '8/5'] -> (8/5 / ((2/3 * (8/5 - 5/6)) - 4/9))
[1347083] ['2/3', '4/9', '5/6', '8/5', '8/9'] -> (8/9 / (5/6 * ((4/9 * 8/5) - 2/3)))
[1347092] ['2/3', '4/9', '5/6', '8/7', '9/4'] -> ((5/6 / ((8/7 - 2/3) - 4/9)) - 9/4)
[1347101] ['2/3', '4/9', '5/6', '8/9', '9/8'] -> (((2/3 / (8/9 - 5/6)) / 4/9) / 9/8)
[1347106] ['2/3', '4/9', '5/6', '9/2', '9/8'] -> ((9/2 / (5/6 - (4/9 / 2/3))) / 9/8)
[1347118] ['2/3', '4/9', '5/7', '5/7', '5/8'] -> ((5/7 / (5/7 - (4/9 / 2/3))) / 5/8)
[1347129] ['2/3', '4/9', '5/7', '5/7', '8/3'] -> (8/3 / ((2/3 + 4/9) - (5/7 / 5/7)))
[1347130] ['2/3', '4/9', '5/7', '5/7', '8/5'] -> ((5/7 / (5/7 - (4/9 / 2/3))) * 8/5)
[1347143] ['2/3', '4/9', '5/7', '5/8', '7/3'] -> (7/3 / ((5/7 * (4/9 + 5/8)) - 2/3))
[1347145] ['2/3', '4/9', '5/7', '5/8', '7/5'] -> (7/5 / (((4/9 / 2/3) - 5/8) / 5/7))
[1347166] ['2/3', '4/9', '5/7', '5/9', '7/8'] -> (((4/9 + 5/9) / (5/7 - 2/3)) / 7/8)
[1347168] ['2/3', '4/9', '5/7', '5/9', '8/3'] -> (8/3 / ((5/9 / 5/7) - (4/9 / 2/3)))
[1347169] ['2/3', '4/9', '5/7', '5/9', '8/5'] -> (8/5 / ((4/9 + 5/9) - (2/3 / 5/7)))
[1347173] ['2/3', '4/9', '5/7', '5/9', '9/4'] -> (((5/9 / (5/7 - 2/3)) / 4/9) - 9/4)
[1347187] ['2/3', '4/9', '5/7', '6/5', '8/5'] -> (8/5 / ((4/9 / 5/7) - (2/3 / 6/5)))
[1347188] ['2/3', '4/9', '5/7', '6/5', '8/7'] -> (8/7 / (4/9 - ((2/3 * 5/7) / 6/5)))
[1347189] ['2/3', '4/9', '5/7', '6/5', '8/9'] -> ((6/5 / (2/3 - (4/9 / 5/7))) * 8/9)
[1347194] ['2/3', '4/9', '5/7', '6/5', '9/8'] -> ((6/5 / (2/3 - (4/9 / 5/7))) / 9/8)
[1347203] ['2/3', '4/9', '5/7', '6/7', '8/3'] -> (8/3 / (((2/3 * 5/7) / 6/7) - 4/9))
[1347211] ['2/3', '4/9', '5/7', '6/7', '9/8'] -> ((6/7 / ((2/3 * 5/7) - 4/9)) / 9/8)
[1347213] ['2/3', '4/9', '5/7', '7/2', '7/3'] -> ((((5/7 / 2/3) + 7/2) / 4/9) * 7/3)
[1347219] ['2/3', '4/9', '5/7', '7/2', '8/3'] -> (8/3 / (((2/3 * 5/7) - 4/9) * 7/2))
[1347228] ['2/3', '4/9', '5/7', '7/3', '7/3'] -> ((((5/7 + 7/3) / 2/3) / 4/9) * 7/3)
[1347229] ['2/3', '4/9', '5/7', '7/3', '7/4'] -> (((5/7 + 7/3) / (2/3 - 4/9)) * 7/4)
[1347234] ['2/3', '4/9', '5/7', '7/3', '8/3'] -> (8/3 / ((5/7 - (4/9 / 2/3)) * 7/3))
[1347251] ['2/3', '4/9', '5/7', '7/4', '8/9'] -> (8/9 / ((4/9 * (5/7 - 2/3)) * 7/4))
[1347252] ['2/3', '4/9', '5/7', '7/4', '9/2'] -> (((4/9 / (5/7 - 2/3)) / 7/4) * 9/2)
[1347262] ['2/3', '4/9', '5/7', '7/5', '8/5'] -> (8/5 / ((5/7 - (4/9 / 2/3)) * 7/5))
[1347273] ['2/3', '4/9', '5/7', '7/6', '8/3'] -> (8/3 / (((2/3 * 5/7) * 7/6) - 4/9))
[1347276] ['2/3', '4/9', '5/7', '7/6', '8/9'] -> (8/9 / (((2/3 * 5/7) - 4/9) * 7/6))
[1347278] ['2/3', '4/9', '5/7', '7/6', '9/4'] -> ((7/6 / (2/3 - (4/9 / 5/7))) - 9/4)
[1347294] ['2/3', '4/9', '5/7', '7/9', '8/3'] -> (8/3 / ((4/9 / 2/3) - (5/7 * 7/9)))
[1347297] ['2/3', '4/9', '5/7', '7/9', '8/9'] -> (8/9 / ((5/7 - (4/9 / 2/3)) * 7/9))
[1347306] ['2/3', '4/9', '5/7', '8/3', '8/9'] -> (((4/9 * 8/3) / (5/7 - 2/3)) - 8/9)
[1347320] ['2/3', '4/9', '5/7', '8/7', '8/7'] -> (8/7 / (((4/9 * 8/7) / 2/3) - 5/7))
[1347331] ['2/3', '4/9', '5/7', '8/9', '9/7'] -> (9/7 / ((5/7 - (4/9 / 2/3)) / 8/9))
[1347346] ['2/3', '4/9', '5/7', '9/7', '9/8'] -> ((9/7 / (5/7 - (4/9 / 2/3))) / 9/8)
[1347352] ['2/3', '4/9', '5/8', '5/8', '7/2'] -> (((2/3 + 7/2) / 4/9) / (5/8 * 5/8))
[1347355] ['2/3', '4/9', '5/8', '5/8', '7/5'] -> ((2/3 + 7/5) / ((4/9 / 5/8) - 5/8))
[1347360] ['2/3', '4/9', '5/8', '5/8', '8/5'] -> ((5/8 * 8/5) / ((4/9 / 2/3) - 5/8))
[1347368] ['2/3', '4/9', '5/8', '5/9', '5/9'] -> ((5/9 / ((4/9 / 2/3) - 5/8)) / 5/9)
[1347369] ['2/3', '4/9', '5/8', '5/9', '6/5'] -> ((5/9 / (4/9 - (2/3 * 5/8))) * 6/5)
[1347371] ['2/3', '4/9', '5/8', '5/9', '7/2'] -> ((2/3 / (4/9 - (5/8 * 5/9))) * 7/2)
[1347379] ['2/3', '4/9', '5/8', '5/9', '8/5'] -> (8/5 / (((2/3 / 5/8) - 4/9) - 5/9))
[1347384] ['2/3', '4/9', '5/8', '5/9', '9/5'] -> ((5/9 / ((4/9 / 2/3) - 5/8)) * 9/5)
[1347387] ['2/3', '4/9', '5/8', '6/5', '6/5'] -> ((6/5 / ((4/9 / 2/3) - 5/8)) / 6/5)
[1347389] ['2/3', '4/9', '5/8', '6/5', '7/2'] -> (7/2 / ((4/9 / 2/3) - (5/8 / 6/5)))
[1347390] ['2/3', '4/9', '5/8', '6/5', '7/3'] -> (7/3 / (4/9 - ((2/3 * 5/8) / 6/5)))
[1347402] ['2/3', '4/9', '5/8', '6/5', '9/5'] -> ((6/5 / (4/9 - (2/3 * 5/8))) / 9/5)
[1347404] ['2/3', '4/9', '5/8', '6/5', '9/8'] -> ((6/5 / ((4/9 / 5/8) - 2/3)) / 9/8)
[1347410] ['2/3', '4/9', '5/8', '6/7', '7/6'] -> ((6/7 / ((4/9 / 2/3) - 5/8)) * 7/6)
[1347412] ['2/3', '4/9', '5/8', '6/7', '7/9'] -> ((6/7 / (4/9 - (2/3 * 5/8))) * 7/9)
[1347414] ['2/3', '4/9', '5/8', '6/7', '8/5'] -> (8/5 / ((2/3 / 6/7) - (4/9 / 5/8)))
[1347422] ['2/3', '4/9', '5/8', '7/2', '7/2'] -> ((7/2 / ((4/9 / 2/3) - 5/8)) / 7/2)
[1347423] ['2/3', '4/9', '5/8', '7/2', '7/3'] -> (7/3 / ((4/9 - (2/3 * 5/8)) * 7/2))
[1347429] ['2/3', '4/9', '5/8', '7/2', '8/3'] -> ((7/2 / (2/3 - (4/9 * 5/8))) * 8/3)
[1347430] ['2/3', '4/9', '5/8', '7/2', '8/5'] -> ((((2/3 + 7/2) / 4/9) / 5/8) * 8/5)
[1347438] ['2/3', '4/9', '5/8', '7/3', '7/3'] -> (7/3 / (((4/9 / 2/3) - 5/8) * 7/3))
[1347445] ['2/3', '4/9', '5/8', '7/3', '8/5'] -> (8/5 / (((2/3 / 4/9) / 5/8) - 7/3))
[1347447] ['2/3', '4/9', '5/8', '7/3', '8/9'] -> (((4/9 * 7/3) / (2/3 - 5/8)) - 8/9)
[1347453] ['2/3', '4/9', '5/8', '7/4', '7/4'] -> ((7/4 / ((4/9 / 2/3) - 5/8)) / 7/4)
[1347455] ['2/3', '4/9', '5/8', '7/4', '7/6'] -> (7/6 / ((4/9 - (2/3 * 5/8)) * 7/4))
[1347457] ['2/3', '4/9', '5/8', '7/4', '7/9'] -> (7/9 / ((2/3 - 5/8) * (4/9 * 7/4)))
[1347465] ['2/3', '4/9', '5/8', '7/4', '9/7'] -> (9/7 / (((2/3 - 5/8) / 4/9) / 7/4))
[1347467] ['2/3', '4/9', '5/8', '7/5', '7/5'] -> ((7/5 / ((4/9 / 2/3) - 5/8)) / 7/5)
[1347471] ['2/3', '4/9', '5/8', '7/5', '8/3'] -> (8/3 / ((2/3 / 5/8) + (4/9 - 7/5)))
[1347480] ['2/3', '4/9', '5/8', '7/6', '7/6'] -> ((7/6 / ((4/9 / 2/3) - 5/8)) / 7/6)
[1347482] ['2/3', '4/9', '5/8', '7/6', '7/9'] -> (7/9 / ((4/9 - (2/3 * 5/8)) * 7/6))
[1347484] ['2/3', '4/9', '5/8', '7/6', '8/5'] -> (8/5 / ((2/3 * 7/6) - (4/9 / 5/8)))
[1347488] ['2/3', '4/9', '5/8', '7/6', '9/4'] -> ((7/6 / ((4/9 / 5/8) - 2/3)) - 9/4)
[1347490] ['2/3', '4/9', '5/8', '7/6', '9/7'] -> (9/7 / (5/8 - ((4/9 / 2/3) / 7/6)))
[1347492] ['2/3', '4/9', '5/8', '7/8', '7/8'] -> ((7/8 / ((4/9 / 2/3) - 5/8)) / 7/8)
[1347503] ['2/3', '4/9', '5/8', '7/9', '7/9'] -> (7/9 / (((4/9 / 2/3) - 5/8) * 7/9))
[1347510] ['2/3', '4/9', '5/8', '7/9', '9/5'] -> (9/5 / ((7/9 / (2/3 + 4/9)) - 5/8))
[1347511] ['2/3', '4/9', '5/8', '7/9', '9/7'] -> (9/7 / (((4/9 / 2/3) - 5/8) / 7/9))
[1347513] ['2/3', '4/9', '5/8', '8/3', '8/3'] -> (8/3 / (((4/9 / 2/3) - 5/8) * 8/3))
[1347518] ['2/3', '4/9', '5/8', '8/3', '9/4'] -> (((2/3 + (8/3 / 4/9)) / 5/8) * 9/4)
[1347522] ['2/3', '4/9', '5/8', '8/5', '8/5'] -> (8/5 / (((4/9 / 2/3) - 5/8) * 8/5))
[1347533] ['2/3', '4/9', '5/8', '8/7', '9/4'] -> ((4/9 / (5/8 - (2/3 / 8/7))) * 9/4)
[1347537] ['2/3', '4/9', '5/8', '8/9', '8/9'] -> ((8/9 / ((4/9 / 2/3) - 5/8)) / 8/9)
[1347538] ['2/3', '4/9', '5/8', '8/9', '9/2'] -> ((2/3 / (5/8 - (4/9 / 8/9))) * 9/2)
[1347542] ['2/3', '4/9', '5/8', '8/9', '9/8'] -> (9/8 / (((4/9 / 2/3) - 5/8) / 8/9))
[1347543] ['2/3', '4/9', '5/8', '9/2', '9/2'] -> ((9/2 / ((4/9 / 2/3) - 5/8)) / 9/2)
[1347552] ['2/3', '4/9', '5/8', '9/5', '9/5'] -> ((9/5 / ((4/9 / 2/3) - 5/8)) / 9/5)
[1347555] ['2/3', '4/9', '5/8', '9/7', '9/7'] -> ((9/7 / ((4/9 / 2/3) - 5/8)) / 9/7)
[1347557] ['2/3', '4/9', '5/8', '9/8', '9/8'] -> ((9/8 / ((4/9 / 2/3) - 5/8)) / 9/8)
[1347559] ['2/3', '4/9', '5/9', '5/9', '6/5'] -> (6/5 / ((5/9 / 4/9) - (2/3 / 5/9)))
[1347565] ['2/3', '4/9', '5/9', '5/9', '7/6'] -> ((4/9 / 5/9) / ((2/3 / 5/9) - 7/6))
[1347571] ['2/3', '4/9', '5/9', '5/9', '8/9'] -> ((4/9 + 5/9) / (2/3 - (5/9 / 8/9)))
[1347586] ['2/3', '4/9', '5/9', '6/5', '8/3'] -> ((6/5 / ((4/9 / 5/9) - 2/3)) * 8/3)
[1347592] ['2/3', '4/9', '5/9', '6/5', '9/5'] -> ((2/3 * 9/5) / ((5/9 / 4/9) - 6/5))
[1347598] ['2/3', '4/9', '5/9', '6/7', '7/4'] -> (((2/3 + 6/7) / (5/9 - 4/9)) * 7/4)
[1347600] ['2/3', '4/9', '5/9', '6/7', '7/6'] -> ((4/9 / ((2/3 * 6/7) - 5/9)) / 7/6)
[1347601] ['2/3', '4/9', '5/9', '6/7', '7/8'] -> ((2/3 / ((5/9 * 6/7) - 4/9)) / 7/8)
[1347605] ['2/3', '4/9', '5/9', '6/7', '8/7'] -> ((2/3 / ((5/9 * 6/7) - 4/9)) * 8/7)
[1347610] ['2/3', '4/9', '5/9', '6/7', '9/7'] -> (9/7 / ((6/7 - (5/9 / 2/3)) / 4/9))
[1347617] ['2/3', '4/9', '5/9', '7/2', '7/8'] -> (((2/3 * 7/2) / (5/9 - 4/9)) / 7/8)
[1347621] ['2/3', '4/9', '5/9', '7/2', '8/7'] -> (((2/3 * 7/2) / (5/9 - 4/9)) * 8/7)
[1347624] ['2/3', '4/9', '5/9', '7/2', '9/4'] -> ((7/2 / ((4/9 / 5/9) - 2/3)) - 9/4)
[1347632] ['2/3', '4/9', '5/9', '7/3', '7/8'] -> ((7/3 / ((4/9 / 2/3) - 5/9)) / 7/8)
[1347636] ['2/3', '4/9', '5/9', '7/3', '8/7'] -> ((7/3 / ((4/9 / 2/3) - 5/9)) * 8/7)
[1347638] ['2/3', '4/9', '5/9', '7/3', '9/2'] -> ((7/3 / (5/9 - 4/9)) + (2/3 * 9/2))
[1347642] ['2/3', '4/9', '5/9', '7/3', '9/8'] -> (((2/3 + 7/3) / (5/9 - 4/9)) / 9/8)
[1347650] ['2/3', '4/9', '5/9', '7/4', '8/7'] -> (8/7 / (((5/9 / 4/9) / 7/4) - 2/3))
[1347651] ['2/3', '4/9', '5/9', '7/4', '8/9'] -> (8/9 / (5/9 - ((2/3 * 4/9) * 7/4)))
[1347661] ['2/3', '4/9', '5/9', '7/5', '8/3'] -> (8/3 / ((5/9 * 7/5) - (4/9 / 2/3)))
[1347663] ['2/3', '4/9', '5/9', '7/5', '8/7'] -> (8/7 / (((4/9 + 5/9) / 7/5) - 2/3))
[1347670] ['2/3', '4/9', '5/9', '7/6', '7/6'] -> ((4/9 / ((2/3 / 7/6) - 5/9)) / 7/6)
[1347671] ['2/3', '4/9', '5/9', '7/6', '7/8'] -> ((2/3 / ((5/9 / 7/6) - 4/9)) / 7/8)
[1347675] ['2/3', '4/9', '5/9', '7/6', '8/7'] -> ((2/3 / ((5/9 / 7/6) - 4/9)) * 8/7)
[1347679] ['2/3', '4/9', '5/9', '7/6', '9/5'] -> ((4/9 / ((2/3 / 5/9) - 7/6)) * 9/5)
[1347684] ['2/3', '4/9', '5/9', '7/8', '8/3'] -> (8/3 / (2/3 * (5/9 - (4/9 * 7/8))))
[1347688] ['2/3', '4/9', '5/9', '7/8', '9/2'] -> ((2/3 / ((4/9 + 5/9) - 7/8)) * 9/2)
[1347689] ['2/3', '4/9', '5/9', '7/8', '9/4'] -> ((4/9 / (7/8 - (5/9 / 2/3))) * 9/4)
[1347690] ['2/3', '4/9', '5/9', '7/8', '9/5'] -> (9/5 / ((7/8 / 5/9) - (2/3 / 4/9)))
[1347696] ['2/3', '4/9', '5/9', '7/9', '8/7'] -> (8/7 / ((5/9 / 7/9) - (4/9 / 2/3)))
[1347699] ['2/3', '4/9', '5/9', '7/9', '9/4'] -> ((2/3 / (4/9 - (5/9 * 7/9))) / 9/4)
[1347728] ['2/3', '4/9', '5/9', '8/9', '9/2'] -> (((2/3 * 8/9) / (5/9 - 4/9)) * 9/2)
[1347729] ['2/3', '4/9', '5/9', '8/9', '9/4'] -> ((4/9 * 9/4) / (2/3 - (5/9 / 8/9)))
[1347733] ['2/3', '4/9', '5/9', '9/2', '9/2'] -> ((((2/3 * 5/9) / 4/9) + 9/2) * 9/2)
[1347737] ['2/3', '4/9', '5/9', '9/2', '9/8'] -> (((2/3 * 9/2) / (5/9 - 4/9)) / 9/8)
[1347738] ['2/3', '4/9', '5/9', '9/4', '9/4'] -> (((2/3 + 9/4) / (5/9 - 4/9)) - 9/4)
[1347745] ['2/3', '4/9', '5/9', '9/7', '9/7'] -> (9/7 / ((9/7 - (5/9 / 4/9)) / 2/3))
[1347748] ['2/3', '4/9', '6/5', '6/5', '6/5'] -> (6/5 / (((2/3 / 4/9) / 6/5) - 6/5))
[1347753] ['2/3', '4/9', '6/5', '6/5', '7/5'] -> ((6/5 + 6/5) / ((2/3 / 4/9) - 7/5))
[1347765] ['2/3', '4/9', '6/5', '6/5', '9/8'] -> (((2/3 * 6/5) / 4/9) / (6/5 - 9/8))
[1347776] ['2/3', '4/9', '6/5', '6/7', '8/7'] -> (8/7 / ((6/7 / 6/5) - (4/9 / 2/3)))
[1347777] ['2/3', '4/9', '6/5', '6/7', '8/9'] -> (8/9 / ((2/3 / 6/5) - (4/9 / 6/7)))
[1347795] ['2/3', '4/9', '6/5', '7/2', '9/4'] -> ((7/2 / (2/3 - (4/9 * 6/5))) - 9/4)
[1347803] ['2/3', '4/9', '6/5', '7/3', '7/8'] -> ((7/3 / ((2/3 / 6/5) - 4/9)) / 7/8)
[1347807] ['2/3', '4/9', '6/5', '7/3', '8/7'] -> ((7/3 / ((2/3 / 6/5) - 4/9)) * 8/7)
[1347810] ['2/3', '4/9', '6/5', '7/3', '9/4'] -> ((7/3 / ((6/5 - 2/3) - 4/9)) - 9/4)
[1347834] ['2/3', '4/9', '6/5', '7/5', '8/7'] -> (8/7 / (4/9 - ((2/3 / 6/5) / 7/5)))
[1347835] ['2/3', '4/9', '6/5', '7/5', '8/9'] -> ((6/5 / (2/3 - (4/9 * 7/5))) * 8/9)
[1347840] ['2/3', '4/9', '6/5', '7/5', '9/8'] -> ((6/5 / (2/3 - (4/9 * 7/5))) / 9/8)
[1347845] ['2/3', '4/9', '6/5', '7/6', '8/5'] -> (8/5 / (6/5 * ((7/6 - 2/3) - 4/9)))
[1347855] ['2/3', '4/9', '6/5', '7/8', '8/3'] -> (8/3 / ((4/9 * 6/5) * (7/8 - 2/3)))
[1347857] ['2/3', '4/9', '6/5', '7/8', '8/7'] -> (8/7 / ((2/3 / 6/5) - (4/9 / 7/8)))
[1347861] ['2/3', '4/9', '6/5', '7/8', '9/5'] -> (9/5 / (7/8 - ((4/9 * 6/5) / 2/3)))
[1347871] ['2/3', '4/9', '6/5', '7/9', '9/5'] -> ((4/9 / (6/5 - (7/9 / 2/3))) * 9/5)
[1347878] ['2/3', '4/9', '6/5', '8/3', '9/2'] -> ((6/5 * (4/9 + (8/3 / 2/3))) * 9/2)
[1347883] ['2/3', '4/9', '6/5', '8/5', '8/5'] -> ((2/3 / ((4/9 + 6/5) - 8/5)) * 8/5)
[1347888] ['2/3', '4/9', '6/5', '8/5', '9/5'] -> ((6/5 / (4/9 - (2/3 / 8/5))) / 9/5)
[1347890] ['2/3', '4/9', '6/5', '8/5', '9/8'] -> ((6/5 / ((4/9 * 8/5) - 2/3)) / 9/8)
[1347894] ['2/3', '4/9', '6/5', '8/7', '9/4'] -> (((2/3 / (6/5 - 8/7)) / 4/9) - 9/4)
[1347898] ['2/3', '4/9', '6/5', '8/9', '8/9'] -> (8/9 / (((2/3 + 4/9) / 6/5) - 8/9))
[1347927] ['2/3', '4/9', '6/7', '6/7', '8/3'] -> (8/3 / ((2/3 + 4/9) - (6/7 / 6/7)))
[1347947] ['2/3', '4/9', '6/7', '7/2', '9/2'] -> ((((4/9 / 2/3) + 6/7) * 7/2) * 9/2)
[1347985] ['2/3', '4/9', '6/7', '7/5', '8/3'] -> (8/3 / (((2/3 / 6/7) / 7/5) - 4/9))
[1347988] ['2/3', '4/9', '6/7', '7/5', '8/9'] -> ((6/7 / ((2/3 / 7/5) - 4/9)) * 8/9)
[1347993] ['2/3', '4/9', '6/7', '7/5', '9/8'] -> ((6/7 / ((2/3 / 7/5) - 4/9)) / 9/8)
[1347997] ['2/3', '4/9', '6/7', '7/6', '8/3'] -> (8/3 / ((2/3 + 4/9) - (6/7 * 7/6)))
[1348008] ['2/3', '4/9', '6/7', '7/8', '8/3'] -> (8/3 / (((2/3 * 6/7) - 4/9) * 7/8))
[1348011] ['2/3', '4/9', '6/7', '7/8', '8/9'] -> (8/9 / (4/9 * ((6/7 * 7/8) - 2/3)))
[1348012] ['2/3', '4/9', '6/7', '7/8', '9/2'] -> ((4/9 / ((6/7 * 7/8) - 2/3)) * 9/2)
[1348018] ['2/3', '4/9', '6/7', '7/9', '8/3'] -> ((6/7 / (2/3 - (4/9 / 7/9))) * 8/3)
[1348029] ['2/3', '4/9', '6/7', '8/3', '8/7'] -> ((8/3 / ((2/3 * 6/7) - 4/9)) * 8/7)
[1348031] ['2/3', '4/9', '6/7', '8/3', '9/2'] -> (((4/9 + (8/3 / 6/7)) / 2/3) * 9/2)
[1348036] ['2/3', '4/9', '6/7', '8/5', '8/5'] -> (8/5 / ((2/3 / 6/7) - (4/9 * 8/5)))
[1348042] ['2/3', '4/9', '6/7', '8/5', '9/7'] -> ((6/7 / (4/9 - (2/3 / 8/5))) / 9/7)
[1348046] ['2/3', '4/9', '6/7', '8/7', '9/2'] -> ((4/9 / ((6/7 / 8/7) - 2/3)) * 9/2)
[1348050] ['2/3', '4/9', '6/7', '8/7', '9/8'] -> ((6/7 / ((8/7 - 2/3) - 4/9)) / 9/8)
[1348054] ['2/3', '4/9', '6/7', '8/9', '9/5'] -> (((4/9 / (8/9 - 6/7)) - 2/3) * 9/5)
[1348057] ['2/3', '4/9', '6/7', '9/2', '9/2'] -> (((2/3 + (4/9 / 6/7)) * 9/2) * 9/2)
[1348079] ['2/3', '4/9', '7/2', '7/2', '8/3'] -> (8/3 / ((2/3 + 4/9) - (7/2 / 7/2)))
[1348094] ['2/3', '4/9', '7/2', '7/3', '8/3'] -> (8/3 / ((7/3 - (4/9 * 7/2)) - 2/3))
[1348099] ['2/3', '4/9', '7/2', '7/3', '9/4'] -> (((7/2 + 7/3) / (2/3 - 4/9)) - 9/4)
[1348111] ['2/3', '4/9', '7/2', '7/4', '8/9'] -> (8/9 / (2/3 * ((7/4 / 7/2) - 4/9)))
[1348121] ['2/3', '4/9', '7/2', '7/5', '8/3'] -> (8/3 / (7/2 * ((2/3 / 7/5) - 4/9)))
[1348122] ['2/3', '4/9', '7/2', '7/5', '8/5'] -> ((2/3 / (4/9 - (7/5 / 7/2))) * 8/5)
[1348131] ['2/3', '4/9', '7/2', '7/6', '7/8'] -> (((7/2 + 7/6) / (2/3 - 4/9)) / 7/8)
[1348135] ['2/3', '4/9', '7/2', '7/6', '8/7'] -> (((7/2 + 7/6) / (2/3 - 4/9)) * 8/7)
[1348136] ['2/3', '4/9', '7/2', '7/6', '8/9'] -> (8/9 / ((7/6 / 7/2) - (2/3 * 4/9)))
[1348137] ['2/3', '4/9', '7/2', '7/6', '9/2'] -> ((((4/9 / 2/3) + 7/2) + 7/6) * 9/2)
[1348148] ['2/3', '4/9', '7/2', '7/8', '9/2'] -> ((((7/2 / 7/8) - 4/9) / 2/3) * 9/2)
[1348158] ['2/3', '4/9', '7/2', '7/9', '9/2'] -> ((7/2 + ((4/9 + 7/9) / 2/3)) * 9/2)
[1348166] ['2/3', '4/9', '7/2', '8/3', '8/9'] -> (8/9 / (8/3 - (2/3 * (4/9 + 7/2))))
[1348182] ['2/3', '4/9', '7/2', '8/7', '9/2'] -> ((((7/2 * 8/7) - 4/9) / 2/3) * 9/2)
[1348197] ['2/3', '4/9', '7/2', '9/2', '9/8'] -> ((((7/2 + 9/2) / 2/3) / 4/9) / 9/8)
[1348200] ['2/3', '4/9', '7/2', '9/4', '9/7'] -> (9/7 / ((2/3 - (9/4 / 7/2)) / 4/9))
[1348216] ['2/3', '4/9', '7/3', '7/3', '8/7'] -> (((7/3 + 7/3) / (2/3 - 4/9)) * 8/7)
[1348218] ['2/3', '4/9', '7/3', '7/3', '9/2'] -> ((((4/9 / 2/3) + 7/3) + 7/3) * 9/2)
[1348219] ['2/3', '4/9', '7/3', '7/3', '9/4'] -> ((4/9 + (2/3 * 7/3)) / (7/3 - 9/4))
[1348226] ['2/3', '4/9', '7/3', '7/4', '7/8'] -> ((7/3 / ((4/9 * 7/4) - 2/3)) / 7/8)
[1348230] ['2/3', '4/9', '7/3', '7/4', '8/7'] -> ((7/3 / ((4/9 * 7/4) - 2/3)) * 8/7)
[1348256] ['2/3', '4/9', '7/3', '7/6', '8/9'] -> ((8/9 / 2/3) / ((7/6 / 7/3) - 4/9))
