[964315] ['1/7', '2/9', '5/3', '7/4', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) / 2/9))
[1016988] ['1/7', '5/3', '7/2', '7/2', '7/3'] -> ((((7/2 / 1/7) + 7/2) - 5/3) - 7/3)
[1016994] ['1/7', '5/3', '7/2', '7/2', '8/3'] -> (((7/2 + 7/2) - 5/3) + (8/3 / 1/7))
[1016995] ['1/7', '5/3', '7/2', '7/2', '8/5'] -> (((7/2 / 1/7) - (7/2 / 5/3)) + 8/5)
[1017000] ['1/7', '5/3', '7/2', '7/2', '9/5'] -> (((7/2 / 1/7) - 7/2) + (5/3 * 9/5))
[1017006] ['1/7', '5/3', '7/2', '7/3', '7/6'] -> ((((7/2 / 1/7) + 7/3) - 5/3) - 7/6)
[1017009] ['1/7', '5/3', '7/2', '7/3', '8/3'] -> ((7/2 * ((1/7 * 5/3) + 7/3)) * 8/3)
[1017011] ['1/7', '5/3', '7/2', '7/3', '8/7'] -> (8/7 / (((7/3 - 5/3) / 7/2) - 1/7))
[1017025] ['1/7', '5/3', '7/2', '7/4', '8/7'] -> (8/7 / (1/7 * ((7/2 / 7/4) - 5/3)))
[1017028] ['1/7', '5/3', '7/2', '7/4', '9/4'] -> ((5/3 * (7/2 + (7/4 / 1/7))) - 9/4)
[1017036] ['1/7', '5/3', '7/2', '7/5', '8/3'] -> (((5/3 * 7/2) * (1/7 + 7/5)) * 8/3)
[1017045] ['1/7', '5/3', '7/2', '7/6', '7/6'] -> ((((5/3 + 7/2) - 7/6) / 1/7) / 7/6)
[1017046] ['1/7', '5/3', '7/2', '7/6', '7/8'] -> ((((7/2 + 7/6) - 5/3) / 1/7) / 7/8)
[1017050] ['1/7', '5/3', '7/2', '7/6', '8/7'] -> ((((7/2 + 7/6) - 5/3) / 1/7) * 8/7)
[1017052] ['1/7', '5/3', '7/2', '7/6', '9/2'] -> (((5/3 + 7/2) + (1/7 * 7/6)) * 9/2)
[1017054] ['1/7', '5/3', '7/2', '7/6', '9/5'] -> (((5/3 + 7/2) + (7/6 / 1/7)) * 9/5)
[1017071] ['1/7', '5/3', '7/2', '7/9', '8/7'] -> ((5/3 / ((7/9 / 7/2) - 1/7)) * 8/7)
[1017072] ['1/7', '5/3', '7/2', '7/9', '8/9'] -> ((7/2 * (5/3 + (7/9 / 1/7))) - 8/9)
[1017073] ['1/7', '5/3', '7/2', '7/9', '9/2'] -> ((((5/3 / 1/7) + 7/2) / 7/9) + 9/2)
[1017078] ['1/7', '5/3', '7/2', '8/3', '8/3'] -> ((((1/7 + 5/3) * 7/2) + 8/3) * 8/3)
[1017080] ['1/7', '5/3', '7/2', '8/3', '8/7'] -> (((5/3 / 1/7) + (7/2 * 8/3)) * 8/7)
[1017086] ['1/7', '5/3', '7/2', '8/3', '9/8'] -> (((7/2 / 1/7) + (5/3 / 8/3)) - 9/8)
[1017090] ['1/7', '5/3', '7/2', '8/5', '9/2'] -> ((((5/3 * 8/5) / 1/7) / 7/2) * 9/2)
[1017097] ['1/7', '5/3', '7/2', '8/7', '9/2'] -> ((((7/2 + 8/7) / 1/7) / 5/3) + 9/2)
[1017111] ['1/7', '5/3', '7/2', '9/2', '9/7'] -> (9/7 / (1/7 / ((5/3 + 9/2) - 7/2)))
[1017116] ['1/7', '5/3', '7/2', '9/4', '9/8'] -> (9/8 / ((7/2 / (5/3 - 1/7)) - 9/4))
[1017126] ['1/7', '5/3', '7/3', '7/3', '7/6'] -> (((5/3 + 7/3) / 1/7) / (7/3 - 7/6))
[1017127] ['1/7', '5/3', '7/3', '7/3', '7/8'] -> ((((7/3 + 7/3) - 5/3) / 1/7) / 7/8)
[1017128] ['1/7', '5/3', '7/3', '7/3', '7/9'] -> (((5/3 + (7/3 / 7/3)) / 1/7) / 7/9)
[1017131] ['1/7', '5/3', '7/3', '7/3', '8/7'] -> ((((7/3 + 7/3) - 5/3) / 1/7) * 8/7)
[1017133] ['1/7', '5/3', '7/3', '7/3', '9/2'] -> ((((7/3 / 1/7) / 7/3) - 5/3) * 9/2)
[1017136] ['1/7', '5/3', '7/3', '7/3', '9/7'] -> (((5/3 + (7/3 / 7/3)) / 1/7) * 9/7)
[1017137] ['1/7', '5/3', '7/3', '7/3', '9/8'] -> ((((5/3 / 7/3) + 7/3) / 1/7) * 9/8)
[1017141] ['1/7', '5/3', '7/3', '7/4', '7/8'] -> (((5/3 + (7/3 / 7/4)) / 1/7) / 7/8)
[1017143] ['1/7', '5/3', '7/3', '7/4', '8/3'] -> ((7/3 + ((5/3 / 1/7) / 7/4)) * 8/3)
[1017147] ['1/7', '5/3', '7/3', '7/4', '9/2'] -> ((((5/3 / 1/7) - 7/3) / 7/4) * 9/2)
[1017157] ['1/7', '5/3', '7/3', '7/5', '8/5'] -> (8/5 / (((1/7 * 7/3) + 7/5) - 5/3))
[1017159] ['1/7', '5/3', '7/3', '7/5', '8/9'] -> ((5/3 * ((7/3 / 1/7) - 7/5)) - 8/9)
[1017161] ['1/7', '5/3', '7/3', '7/5', '9/4'] -> ((7/3 + ((5/3 / 1/7) / 7/5)) * 9/4)
[1017165] ['1/7', '5/3', '7/3', '7/6', '7/6'] -> ((((7/3 + 7/6) / 1/7) - 5/3) + 7/6)
[1017166] ['1/7', '5/3', '7/3', '7/6', '7/8'] -> (((5/3 + (7/3 / 1/7)) * 7/6) / 7/8)
[1017168] ['1/7', '5/3', '7/3', '7/6', '8/3'] -> (8/3 / ((1/7 * (7/3 - 5/3)) * 7/6))
[1017172] ['1/7', '5/3', '7/3', '7/6', '9/2'] -> (((5/3 - 1/7) * (7/3 + 7/6)) * 9/2)
[1017179] ['1/7', '5/3', '7/3', '7/8', '8/3'] -> (((5/3 / 1/7) - (7/3 / 7/8)) * 8/3)
[1017183] ['1/7', '5/3', '7/3', '7/8', '9/2'] -> ((((7/3 - 5/3) / 1/7) / 7/8) * 9/2)
[1017184] ['1/7', '5/3', '7/3', '7/8', '9/4'] -> ((((5/3 / 1/7) - 7/3) / 7/8) * 9/4)
[1017185] ['1/7', '5/3', '7/3', '7/8', '9/5'] -> (9/5 / (1/7 * ((7/3 / 5/3) - 7/8)))
[1017186] ['1/7', '5/3', '7/3', '7/8', '9/7'] -> (9/7 / (1/7 * ((7/3 * 7/8) - 5/3)))
[1017191] ['1/7', '5/3', '7/3', '7/9', '8/7'] -> (8/7 / ((7/3 - (5/3 / 7/9)) - 1/7))
[1017192] ['1/7', '5/3', '7/3', '7/9', '8/9'] -> (8/9 / (((7/3 - 1/7) * 7/9) - 5/3))
[1017201] ['1/7', '5/3', '7/3', '8/3', '8/9'] -> ((((5/3 / 1/7) - 7/3) * 8/3) - 8/9)
[1017202] ['1/7', '5/3', '7/3', '8/3', '9/2'] -> (((5/3 + (1/7 * 7/3)) * 8/3) * 9/2)
[1017204] ['1/7', '5/3', '7/3', '8/3', '9/5'] -> ((((5/3 * 8/3) / 1/7) / 7/3) * 9/5)
[1017207] ['1/7', '5/3', '7/3', '8/5', '8/5'] -> ((((5/3 / 1/7) + 7/3) * 8/5) + 8/5)
[1017217] ['1/7', '5/3', '7/3', '8/7', '9/2'] -> ((((7/3 - 5/3) * 8/7) / 1/7) * 9/2)
[1017218] ['1/7', '5/3', '7/3', '8/7', '9/4'] -> ((((5/3 / 1/7) - 7/3) * 8/7) * 9/4)
[1017220] ['1/7', '5/3', '7/3', '8/7', '9/7'] -> (9/7 / (1/7 * ((7/3 / 8/7) - 5/3)))
[1017222] ['1/7', '5/3', '7/3', '8/9', '8/9'] -> ((((5/3 + 7/3) * 8/9) / 1/7) - 8/9)
[1017237] ['1/7', '5/3', '7/3', '9/5', '9/5'] -> (((7/3 / 1/7) - (5/3 * 9/5)) * 9/5)
[1017241] ['1/7', '5/3', '7/3', '9/7', '9/8'] -> ((5/3 + ((7/3 + 9/7) / 1/7)) / 9/8)
[1017243] ['1/7', '5/3', '7/4', '7/4', '7/4'] -> (((1/7 * 7/4) + 7/4) / (7/4 - 5/3))
[1017245] ['1/7', '5/3', '7/4', '7/4', '7/6'] -> ((((7/4 + 7/4) / 1/7) - 5/3) + 7/6)
[1017262] ['1/7', '5/3', '7/4', '7/5', '8/5'] -> (8/5 / ((1/7 * 7/4) * (5/3 - 7/5)))
[1017280] ['1/7', '5/3', '7/4', '7/6', '9/7'] -> (9/7 / (1/7 * ((7/4 * 7/6) - 5/3)))
[1017290] ['1/7', '5/3', '7/4', '7/8', '9/5'] -> (((5/3 / (7/4 - 7/8)) / 1/7) * 9/5)
[1017291] ['1/7', '5/3', '7/4', '7/8', '9/7'] -> (9/7 / (7/4 - (5/3 * (1/7 + 7/8))))
[1017299] ['1/7', '5/3', '7/4', '7/9', '9/4'] -> ((((5/3 * 7/4) / 1/7) / 7/9) - 9/4)
[1017303] ['1/7', '5/3', '7/4', '8/3', '8/3'] -> ((((8/3 / 1/7) / 7/4) - 5/3) * 8/3)
[1017305] ['1/7', '5/3', '7/4', '8/3', '8/7'] -> ((((7/4 * 8/3) - 5/3) / 1/7) * 8/7)
[1017316] ['1/7', '5/3', '7/4', '8/5', '9/4'] -> ((((5/3 * 8/5) / 1/7) / 7/4) * 9/4)
[1017334] ['1/7', '5/3', '7/4', '9/2', '9/4'] -> ((((7/4 + 9/2) / 1/7) / 5/3) - 9/4)
[1017336] ['1/7', '5/3', '7/4', '9/2', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) * 9/2))
[1017338] ['1/7', '5/3', '7/4', '9/4', '9/4'] -> ((5/3 + ((9/4 / 1/7) / 7/4)) * 9/4)
[1017354] ['1/7', '5/3', '7/5', '7/5', '8/7'] -> (8/7 / (((5/3 - 7/5) / 7/5) - 1/7))
[1017356] ['1/7', '5/3', '7/5', '7/5', '9/2'] -> ((((7/5 / 1/7) / 7/5) - 5/3) * 9/2)
[1017357] ['1/7', '5/3', '7/5', '7/5', '9/4'] -> (((5/3 / 1/7) - (7/5 / 7/5)) * 9/4)
[1017365] ['1/7', '5/3', '7/5', '7/6', '8/5'] -> (8/5 / (1/7 * (5/3 - (7/5 / 7/6))))
[1017382] ['1/7', '5/3', '7/5', '7/8', '9/7'] -> (9/7 / (((1/7 * 7/8) / 5/3) / 7/5))
[1017387] ['1/7', '5/3', '7/5', '7/9', '8/7'] -> ((((5/3 * 7/5) / 1/7) / 7/9) * 8/7)
[1017395] ['1/7', '5/3', '7/5', '8/3', '8/5'] -> ((5/3 + ((8/3 / 1/7) / 7/5)) * 8/5)
[1017397] ['1/7', '5/3', '7/5', '8/3', '8/9'] -> ((((5/3 / 7/5) + 8/3) / 1/7) * 8/9)
[1017402] ['1/7', '5/3', '7/5', '8/3', '9/8'] -> ((((5/3 / 7/5) + 8/3) / 1/7) / 9/8)
[1017408] ['1/7', '5/3', '7/5', '8/5', '9/5'] -> ((((5/3 * 8/5) / 1/7) / 7/5) * 9/5)
[1017416] ['1/7', '5/3', '7/5', '8/7', '9/7'] -> (9/7 / (((1/7 / 5/3) / 7/5) / 8/7))
[1017433] ['1/7', '5/3', '7/5', '9/5', '9/5'] -> ((5/3 * ((7/5 / 1/7) - 9/5)) * 9/5)
[1017439] ['1/7', '5/3', '7/6', '7/6', '7/6'] -> ((((5/3 + 7/6) + 7/6) / 1/7) / 7/6)
[1017440] ['1/7', '5/3', '7/6', '7/6', '7/8'] -> ((((5/3 + 7/6) / 1/7) + 7/6) / 7/8)
[1017443] ['1/7', '5/3', '7/6', '7/6', '8/5'] -> ((8/5 / 1/7) / (7/6 - (7/6 / 5/3)))
[1017444] ['1/7', '5/3', '7/6', '7/6', '8/7'] -> ((((5/3 + 7/6) / 1/7) + 7/6) * 8/7)
[1017447] ['1/7', '5/3', '7/6', '7/6', '9/4'] -> (((5/3 / 1/7) - (7/6 / 7/6)) * 9/4)
[1017451] ['1/7', '5/3', '7/6', '7/8', '7/8'] -> (((5/3 + (7/6 / 7/8)) / 1/7) / 7/8)
[1017467] ['1/7', '5/3', '7/6', '7/9', '9/2'] -> ((((5/3 - 7/9) / 1/7) / 7/6) * 9/2)
[1017468] ['1/7', '5/3', '7/6', '7/9', '9/4'] -> ((((5/3 / 1/7) + 7/9) / 7/6) * 9/4)
[1017472] ['1/7', '5/3', '7/6', '8/3', '8/3'] -> ((((5/3 * 8/3) / 1/7) / 7/6) - 8/3)
[1017502] ['1/7', '5/3', '7/6', '9/2', '9/2'] -> (((5/3 + (7/6 / 1/7)) - 9/2) * 9/2)
[1017507] ['1/7', '5/3', '7/6', '9/4', '9/4'] -> ((((5/3 + 9/4) / 1/7) - 7/6) - 9/4)
[1017524] ['1/7', '5/3', '7/8', '7/8', '9/4'] -> (((5/3 / 1/7) - (7/8 / 7/8)) * 9/4)
[1017542] ['1/7', '5/3', '7/8', '8/3', '9/2'] -> (((8/3 - (5/3 / 7/8)) / 1/7) * 9/2)
[1017543] ['1/7', '5/3', '7/8', '8/3', '9/4'] -> ((((5/3 / 1/7) / 7/8) - 8/3) * 9/4)
[1017554] ['1/7', '5/3', '7/8', '8/5', '9/8'] -> (9/8 / (((1/7 * 7/8) / 5/3) / 8/5))
[1017558] ['1/7', '5/3', '7/8', '8/7', '9/4'] -> (((5/3 / 1/7) - (7/8 * 8/7)) * 9/4)
[1017559] ['1/7', '5/3', '7/8', '8/7', '9/5'] -> ((5/3 / ((8/7 - 1/7) - 7/8)) * 9/5)
[1017560] ['1/7', '5/3', '7/8', '8/7', '9/7'] -> (9/7 / (1/7 / (5/3 + (7/8 * 8/7))))
[1017561] ['1/7', '5/3', '7/8', '8/7', '9/8'] -> (9/8 / (1/7 / ((5/3 / 7/8) + 8/7)))
[1017583] ['1/7', '5/3', '7/9', '7/9', '7/9'] -> (((5/3 + (7/9 / 7/9)) / 1/7) / 7/9)
[1017588] ['1/7', '5/3', '7/9', '7/9', '9/2'] -> ((((7/9 / 1/7) / 7/9) - 5/3) * 9/2)
[1017589] ['1/7', '5/3', '7/9', '7/9', '9/4'] -> (((5/3 / 1/7) - (7/9 / 7/9)) * 9/4)
[1017591] ['1/7', '5/3', '7/9', '7/9', '9/7'] -> (((5/3 + (7/9 / 7/9)) / 1/7) * 9/7)
[1017595] ['1/7', '5/3', '7/9', '8/3', '8/7'] -> (((8/3 / (5/3 - 7/9)) / 1/7) * 8/7)
[1017596] ['1/7', '5/3', '7/9', '8/3', '8/9'] -> ((((5/3 + 8/3) - 7/9) / 1/7) - 8/9)
[1017597] ['1/7', '5/3', '7/9', '8/3', '9/2'] -> ((((5/3 / 7/9) - 1/7) * 8/3) * 9/2)
[1017600] ['1/7', '5/3', '7/9', '8/3', '9/7'] -> (9/7 / ((7/9 / 8/3) - (1/7 * 5/3)))
[1017615] ['1/7', '5/3', '7/9', '8/7', '9/7'] -> ((((5/3 + 8/7) / 1/7) / 7/9) - 9/7)
[1017634] ['1/7', '5/3', '7/9', '9/5', '9/8'] -> ((((5/3 * 9/5) / 1/7) / 7/9) / 9/8)
[1017635] ['1/7', '5/3', '7/9', '9/7', '9/7'] -> (9/7 / (1/7 / (5/3 + (7/9 * 9/7))))
[1017637] ['1/7', '5/3', '7/9', '9/8', '9/8'] -> ((((5/3 + 9/8) / 1/7) / 7/9) - 9/8)
[1017641] ['1/7', '5/3', '8/3', '8/3', '8/9'] -> (((5/3 * 8/3) + (8/3 / 1/7)) + 8/9)
[1017642] ['1/7', '5/3', '8/3', '8/3', '9/2'] -> ((((8/3 / 1/7) / 8/3) - 5/3) * 9/2)
[1017643] ['1/7', '5/3', '8/3', '8/3', '9/4'] -> (((5/3 / 1/7) - (8/3 / 8/3)) * 9/4)
[1017647] ['1/7', '5/3', '8/3', '8/5', '8/5'] -> ((((8/3 / 5/3) + 8/5) / 1/7) + 8/5)
[1017649] ['1/7', '5/3', '8/3', '8/5', '8/9'] -> ((5/3 * (8/3 + (8/5 / 1/7))) + 8/9)
[1017658] ['1/7', '5/3', '8/3', '8/7', '9/4'] -> ((((5/3 * 8/7) / 1/7) - 8/3) * 9/4)
[1017660] ['1/7', '5/3', '8/3', '8/7', '9/7'] -> (9/7 / (((5/3 - 8/7) / 8/3) - 1/7))
[1017662] ['1/7', '5/3', '8/3', '8/9', '8/9'] -> ((((5/3 * 8/3) - 8/9) / 1/7) - 8/9)
[1017663] ['1/7', '5/3', '8/3', '8/9', '9/2'] -> (((8/3 + (8/9 / 1/7)) / 5/3) * 9/2)
[1017681] ['1/7', '5/3', '8/3', '9/7', '9/8'] -> (9/8 / (1/7 / ((5/3 + 8/3) - 9/7)))
[1017682] ['1/7', '5/3', '8/3', '9/8', '9/8'] -> (((5/3 + (8/3 / 1/7)) * 9/8) + 9/8)
[1017683] ['1/7', '5/3', '8/5', '8/5', '8/5'] -> (5/3 * (((8/5 / 1/7) + 8/5) + 8/5))
[1017685] ['1/7', '5/3', '8/5', '8/5', '8/9'] -> (((8/5 / 1/7) + 8/5) * (5/3 / 8/9))
[1017686] ['1/7', '5/3', '8/5', '8/5', '9/2'] -> ((((8/5 / 1/7) / 8/5) - 5/3) * 9/2)
[1017687] ['1/7', '5/3', '8/5', '8/5', '9/4'] -> (((5/3 / 1/7) - (8/5 / 8/5)) * 9/4)
[1017689] ['1/7', '5/3', '8/5', '8/5', '9/7'] -> (((5/3 + (8/5 / 8/5)) / 1/7) * 9/7)
[1017690] ['1/7', '5/3', '8/5', '8/5', '9/8'] -> (((8/5 / 1/7) + 8/5) * (5/3 * 9/8))
[1017697] ['1/7', '5/3', '8/5', '8/7', '9/8'] -> (9/8 / (((1/7 / 5/3) / 8/5) / 8/7))
[1017698] ['1/7', '5/3', '8/5', '8/9', '8/9'] -> ((((5/3 * 8/5) + 8/9) / 1/7) - 8/9)
[1017699] ['1/7', '5/3', '8/5', '8/9', '9/2'] -> ((8/5 + ((8/9 / 1/7) / 5/3)) * 9/2)
[1017700] ['1/7', '5/3', '8/5', '8/9', '9/4'] -> (((8/5 / 1/7) - (8/9 / 5/3)) * 9/4)
[1017720] ['1/7', '5/3', '8/7', '8/7', '8/9'] -> ((((5/3 * 8/7) + 8/7) / 1/7) / 8/9)
[1017722] ['1/7', '5/3', '8/7', '8/7', '9/4'] -> (((5/3 / 1/7) - (8/7 / 8/7)) * 9/4)
[1017725] ['1/7', '5/3', '8/7', '8/7', '9/8'] -> ((((5/3 * 8/7) + 8/7) / 1/7) * 9/8)
[1017727] ['1/7', '5/3', '8/7', '8/9', '9/2'] -> ((((8/7 / 1/7) + 8/9) / 5/3) * 9/2)
[1017728] ['1/7', '5/3', '8/7', '8/9', '9/4'] -> ((5/3 + ((8/7 / 1/7) / 8/9)) * 9/4)
[1017737] ['1/7', '5/3', '8/7', '9/4', '9/4'] -> (((5/3 + (8/7 / 1/7)) * 9/4) + 9/4)
[1017748] ['1/7', '5/3', '8/9', '8/9', '9/2'] -> ((((8/9 / 1/7) / 8/9) - 5/3) * 9/2)
[1017749] ['1/7', '5/3', '8/9', '8/9', '9/4'] -> (((5/3 / 1/7) - (8/9 / 8/9)) * 9/4)
[1017751] ['1/7', '5/3', '8/9', '8/9', '9/7'] -> (((5/3 + (8/9 / 8/9)) / 1/7) * 9/7)
[1017758] ['1/7', '5/3', '8/9', '9/4', '9/4'] -> (((8/9 / (9/4 - 5/3)) / 1/7) * 9/4)
[1017760] ['1/7', '5/3', '8/9', '9/4', '9/7'] -> (9/7 / (1/7 * (9/4 - (5/3 / 8/9))))
[1017763] ['1/7', '5/3', '8/9', '9/5', '9/7'] -> (9/7 / (((1/7 / 5/3) / 8/9) / 9/5))
[1017769] ['1/7', '5/3', '9/2', '9/2', '9/4'] -> (((5/3 / 1/7) - (9/2 / 9/2)) * 9/4)
[1017770] ['1/7', '5/3', '9/2', '9/2', '9/5'] -> (((9/2 / 1/7) - 9/2) - (5/3 * 9/5))
[1017783] ['1/7', '5/3', '9/4', '9/4', '9/4'] -> (((5/3 / 1/7) - (9/4 / 9/4)) * 9/4)
[1017785] ['1/7', '5/3', '9/4', '9/4', '9/7'] -> (((5/3 + (9/4 / 9/4)) / 1/7) * 9/7)
[1017786] ['1/7', '5/3', '9/4', '9/4', '9/8'] -> (((9/4 / (9/4 - 5/3)) / 1/7) / 9/8)
[1017792] ['1/7', '5/3', '9/4', '9/8', '9/8'] -> ((((5/3 * 9/4) / 1/7) - 9/8) - 9/8)
[1017794] ['1/7', '5/3', '9/5', '9/5', '9/7'] -> (((5/3 + (9/5 / 9/5)) / 1/7) * 9/7)
[1017797] ['1/7', '5/3', '9/5', '9/7', '9/8'] -> ((((5/3 * 9/5) * 9/7) / 1/7) / 9/8)
[1017798] ['1/7', '5/3', '9/5', '9/8', '9/8'] -> ((5/3 * ((9/5 / 1/7) + 9/8)) + 9/8)
[1017799] ['1/7', '5/3', '9/7', '9/7', '9/7'] -> (((5/3 + (9/7 / 9/7)) * 9/7) / 1/7)
[1017804] ['1/7', '5/4', '5/4', '5/4', '5/6'] -> (((5/4 / 1/7) + 5/4) / (5/4 - 5/6))
[1017806] ['1/7', '5/4', '5/4', '5/4', '5/8'] -> (5/4 + ((5/4 + (5/4 / 5/8)) / 1/7))
[1017809] ['1/7', '5/4', '5/4', '5/4', '6/7'] -> ((6/7 / (5/4 - (5/4 / 5/4))) / 1/7)
[1017810] ['1/7', '5/4', '5/4', '5/4', '7/2'] -> ((7/2 / 1/7) - (5/4 / (5/4 + 5/4)))
[1017818] ['1/7', '5/4', '5/4', '5/4', '8/5'] -> (5/4 + ((5/4 + (5/4 * 8/5)) / 1/7))
[1017829] ['1/7', '5/4', '5/4', '5/6', '5/9'] -> ((((5/4 + 5/6) / 1/7) - 5/4) / 5/9)
[1017831] ['1/7', '5/4', '5/4', '5/6', '6/7'] -> ((6/7 / 1/7) / ((5/4 / 5/6) - 5/4))
[1017839] ['1/7', '5/4', '5/4', '5/6', '8/3'] -> ((((5/4 / 1/7) - 5/4) / 5/6) * 8/3)
[1017845] ['1/7', '5/4', '5/4', '5/6', '9/5'] -> ((((5/4 + 5/6) / 1/7) - 5/4) * 9/5)
[1017852] ['1/7', '5/4', '5/4', '5/7', '6/7'] -> ((5/7 / 1/7) / ((5/4 / 6/7) - 5/4))
[1017853] ['1/7', '5/4', '5/4', '5/7', '7/2'] -> ((5/4 - (5/4 / 5/7)) + (7/2 / 1/7))
[1017858] ['1/7', '5/4', '5/4', '5/7', '7/8'] -> (((5/4 + (5/4 / 5/7)) / 1/7) / 7/8)
[1017862] ['1/7', '5/4', '5/4', '5/7', '8/7'] -> (((5/4 + (5/4 / 5/7)) / 1/7) * 8/7)
[1017872] ['1/7', '5/4', '5/4', '5/8', '6/7'] -> ((((5/4 + 5/4) / 1/7) / 5/8) * 6/7)
[1017877] ['1/7', '5/4', '5/4', '5/8', '7/6'] -> ((((5/4 + 5/4) / 1/7) / 5/8) / 7/6)
[1017887] ['1/7', '5/4', '5/4', '5/8', '9/7'] -> ((9/7 / 1/7) / ((5/4 / 5/4) - 5/8))
[1017915] ['1/7', '5/4', '5/4', '6/5', '7/8'] -> ((((5/4 + 5/4) * 6/5) / 1/7) / 7/8)
[1017917] ['1/7', '5/4', '5/4', '6/5', '8/3'] -> ((((5/4 / 1/7) - 5/4) * 6/5) * 8/3)
[1017926] ['1/7', '5/4', '5/4', '6/7', '6/7'] -> (6/7 / ((5/4 - (5/4 * 6/7)) - 1/7))
[1017935] ['1/7', '5/4', '5/4', '6/7', '8/5'] -> ((((5/4 + 5/4) * 6/7) / 1/7) * 8/5)
[1017945] ['1/7', '5/4', '5/4', '7/2', '7/4'] -> ((((5/4 + 5/4) + 7/2) / 1/7) / 7/4)
[1017946] ['1/7', '5/4', '5/4', '7/2', '7/5'] -> ((5/4 + (7/2 / 1/7)) - (5/4 * 7/5))
[1017948] ['1/7', '5/4', '5/4', '7/2', '7/8'] -> ((((5/4 + 5/4) / 1/7) + 7/2) / 7/8)
[1017952] ['1/7', '5/4', '5/4', '7/2', '8/7'] -> ((((5/4 + 5/4) / 1/7) + 7/2) * 8/7)
[1017953] ['1/7', '5/4', '5/4', '7/2', '8/9'] -> (((5/4 + 5/4) + (7/2 / 1/7)) * 8/9)
[1017955] ['1/7', '5/4', '5/4', '7/2', '9/4'] -> ((((5/4 / 1/7) - 5/4) * 7/2) - 9/4)
[1017958] ['1/7', '5/4', '5/4', '7/2', '9/8'] -> (((5/4 + 5/4) + (7/2 / 1/7)) / 9/8)
[1017974] ['1/7', '5/4', '5/4', '7/4', '7/4'] -> (((5/4 + 7/4) / 1/7) + (5/4 + 7/4))
[1017986] ['1/7', '5/4', '5/4', '7/4', '9/7'] -> ((1/7 + (5/4 / 7/4)) / (9/7 - 5/4))
[1017990] ['1/7', '5/4', '5/4', '7/5', '7/8'] -> (((5/4 + (5/4 * 7/5)) / 1/7) / 7/8)
[1017993] ['1/7', '5/4', '5/4', '7/5', '8/5'] -> (((5/4 + (5/4 / 7/5)) / 1/7) * 8/5)
[1017994] ['1/7', '5/4', '5/4', '7/5', '8/7'] -> (((5/4 + (5/4 * 7/5)) / 1/7) * 8/7)
[1018002] ['1/7', '5/4', '5/4', '7/6', '7/8'] -> ((5/4 / ((1/7 + 7/6) - 5/4)) / 7/8)
[1018003] ['1/7', '5/4', '5/4', '7/6', '7/9'] -> ((((5/4 + 5/4) / 1/7) + 7/6) / 7/9)
[1018005] ['1/7', '5/4', '5/4', '7/6', '8/5'] -> ((((5/4 + 5/4) / 1/7) / 7/6) * 8/5)
[1018006] ['1/7', '5/4', '5/4', '7/6', '8/7'] -> ((5/4 * 8/7) / ((1/7 + 7/6) - 5/4))
[1018009] ['1/7', '5/4', '5/4', '7/6', '9/4'] -> (((5/4 + 5/4) + (7/6 / 1/7)) * 9/4)
[1018034] ['1/7', '5/4', '5/4', '8/3', '8/3'] -> ((((5/4 / 1/7) + 5/4) * 8/3) - 8/3)
[1018084] ['1/7', '5/4', '5/6', '5/6', '6/7'] -> ((6/7 / 1/7) / (5/4 - (5/6 / 5/6)))
[1018096] ['1/7', '5/4', '5/6', '5/6', '9/2'] -> ((((5/6 / 1/7) + 5/6) / 5/4) * 9/2)
[1018101] ['1/7', '5/4', '5/6', '5/7', '5/7'] -> (5/7 / (5/4 * ((1/7 + 5/7) - 5/6)))
[1018114] ['1/7', '5/4', '5/6', '5/7', '8/5'] -> (8/5 / (((1/7 + 5/6) / 5/4) - 5/7))
[1018128] ['1/7', '5/4', '5/6', '5/8', '7/4'] -> (((5/4 / (5/6 - 5/8)) / 1/7) / 7/4)
[1018135] ['1/7', '5/4', '5/6', '5/8', '8/7'] -> (8/7 / (1/7 * (5/6 - (5/8 / 5/4))))
[1018137] ['1/7', '5/4', '5/6', '5/8', '9/2'] -> (((5/6 / 1/7) - (5/8 / 5/4)) * 9/2)
[1018144] ['1/7', '5/4', '5/6', '5/9', '6/7'] -> (6/7 / (1/7 * ((5/6 / 5/9) - 5/4)))
[1018157] ['1/7', '5/4', '5/6', '5/9', '9/4'] -> ((((5/4 + 5/6) / 1/7) / 5/9) - 9/4)
[1018162] ['1/7', '5/4', '5/6', '6/5', '6/7'] -> (6/7 / (1/7 * (5/4 - (5/6 * 6/5))))
[1018189] ['1/7', '5/4', '5/6', '6/7', '8/7'] -> (8/7 / ((6/7 - (5/6 / 5/4)) - 1/7))
[1018191] ['1/7', '5/4', '5/6', '6/7', '9/2'] -> (((6/7 / 1/7) - (5/6 / 5/4)) * 9/2)
[1018192] ['1/7', '5/4', '5/6', '6/7', '9/4'] -> ((((5/6 / 5/4) + 6/7) / 1/7) * 9/4)
[1018193] ['1/7', '5/4', '5/6', '6/7', '9/5'] -> (((5/6 + (5/4 * 6/7)) / 1/7) * 9/5)
[1018200] ['1/7', '5/4', '5/6', '7/2', '7/6'] -> (((5/6 / 5/4) + (7/2 / 1/7)) - 7/6)
