[568363] ['1/4', '5/3', '5/8', '5/9', '8/5'] -> (8/5 / ((1/4 / 5/8) - (5/9 / 5/3)))
[613235] ['1/5', '1/7', '1/8', '2/5', '2/7'] -> ((((1/5 + 1/7) / 1/8) / 2/5) / 2/7)
[613239] ['1/5', '1/7', '1/8', '2/5', '3/5'] -> ((((1/5 / 1/7) + 2/5) / 1/8) / 3/5)
[613247] ['1/5', '1/7', '1/8', '2/5', '5/3'] -> ((((1/5 / 1/7) + 2/5) / 1/8) * 5/3)
[613255] ['1/5', '1/7', '1/8', '2/5', '7/2'] -> ((((1/5 + 1/7) / 1/8) / 2/5) * 7/2)
[613256] ['1/5', '1/7', '1/8', '2/5', '7/3'] -> ((((2/5 - 1/7) / 1/5) / 1/8) * 7/3)
[613260] ['1/5', '1/7', '1/8', '2/5', '7/8'] -> ((((2/5 / 1/8) - 1/5) / 1/7) / 7/8)
[613264] ['1/5', '1/7', '1/8', '2/5', '8/7'] -> ((((2/5 / 1/8) - 1/5) / 1/7) * 8/7)
[613272] ['1/5', '1/7', '1/8', '2/7', '2/9'] -> (((2/7 / (1/7 + 1/8)) / 1/5) / 2/9)
[613276] ['1/5', '1/7', '1/8', '2/7', '3/7'] -> ((((2/7 / 1/5) - 1/7) / 1/8) / 3/7)
[613282] ['1/5', '1/7', '1/8', '2/7', '5/2'] -> ((((1/5 + 1/7) / 1/8) / 2/7) * 5/2)
[613285] ['1/5', '1/7', '1/8', '2/7', '5/6'] -> ((((1/7 / 1/5) / 1/8) / 2/7) / 5/6)
[613286] ['1/5', '1/7', '1/8', '2/7', '5/7'] -> ((((1/7 + 2/7) / 1/5) / 1/8) / 5/7)
[613288] ['1/5', '1/7', '1/8', '2/7', '5/9'] -> (((1/7 / (2/7 - 1/5)) / 1/8) / 5/9)
[613292] ['1/5', '1/7', '1/8', '2/7', '7/3'] -> ((((2/7 / 1/5) - 1/7) / 1/8) * 7/3)
[613294] ['1/5', '1/7', '1/8', '2/7', '7/5'] -> ((((1/7 + 2/7) / 1/5) / 1/8) * 7/5)
[613298] ['1/5', '1/7', '1/8', '2/7', '8/3'] -> (((2/7 / (1/5 - 1/8)) / 1/7) - 8/3)
[613302] ['1/5', '1/7', '1/8', '2/7', '9/2'] -> (((2/7 / (1/7 + 1/8)) / 1/5) * 9/2)
[613311] ['1/5', '1/7', '1/8', '2/9', '3/7'] -> (3/7 / ((1/7 / 2/9) - (1/8 / 1/5)))
[613314] ['1/5', '1/7', '1/8', '2/9', '4/5'] -> (4/5 / ((1/5 + 1/7) * (2/9 - 1/8)))
[613318] ['1/5', '1/7', '1/8', '2/9', '5/3'] -> (((1/5 / (2/9 - 1/8)) / 1/7) * 5/3)
[613345] ['1/5', '1/7', '1/8', '3/2', '3/7'] -> (3/7 / (1/5 * ((1/7 * 3/2) - 1/8)))
[613348] ['1/5', '1/7', '1/8', '3/2', '4/5'] -> ((((1/5 / 1/7) + 3/2) / 1/8) + 4/5)
[613359] ['1/5', '1/7', '1/8', '3/2', '6/7'] -> (((3/2 / (1/7 + 1/8)) / 1/5) * 6/7)
[613363] ['1/5', '1/7', '1/8', '3/2', '7/5'] -> (7/5 / (((1/5 / 3/2) - 1/8) / 1/7))
[613364] ['1/5', '1/7', '1/8', '3/2', '7/6'] -> (((3/2 / (1/7 + 1/8)) / 1/5) / 7/6)
[613391] ['1/5', '1/7', '1/8', '3/4', '6/5'] -> (6/5 / ((1/5 - 1/7) * (1/8 + 3/4)))
[613407] ['1/5', '1/7', '1/8', '3/4', '9/7'] -> (9/7 / ((1/5 * (1/7 + 3/4)) - 1/8))
[613412] ['1/5', '1/7', '1/8', '3/5', '4/3'] -> ((((3/5 / 1/7) - 1/5) / 1/8) / 4/3)
[613414] ['1/5', '1/7', '1/8', '3/5', '4/7'] -> (4/7 / (1/8 * ((1/5 / 3/5) - 1/7)))
[613424] ['1/5', '1/7', '1/8', '3/5', '6/7'] -> (6/7 / (1/8 * (1/5 + (1/7 * 3/5))))
[613425] ['1/5', '1/7', '1/8', '3/5', '7/2'] -> (((3/5 / (1/5 - 1/7)) / 1/8) / 7/2)
[613441] ['1/5', '1/7', '1/8', '3/7', '3/7'] -> (3/7 / (1/5 * (1/7 - (1/8 * 3/7))))
[613448] ['1/5', '1/7', '1/8', '3/7', '5/3'] -> (((3/7 / (1/5 - 1/8)) / 1/7) / 5/3)
[613451] ['1/5', '1/7', '1/8', '3/7', '5/7'] -> (5/7 / (1/5 * ((1/8 / 3/7) - 1/7)))
[613453] ['1/5', '1/7', '1/8', '3/7', '5/9'] -> ((((1/7 / 1/5) / 1/8) / 3/7) / 5/9)
[613454] ['1/5', '1/7', '1/8', '3/7', '6/5'] -> (6/5 / (1/8 * (3/7 - (1/5 * 1/7))))
[613455] ['1/5', '1/7', '1/8', '3/7', '6/7'] -> (6/7 / (1/8 * ((1/7 / 1/5) - 3/7)))
[613465] ['1/5', '1/7', '1/8', '3/7', '8/7'] -> ((((1/7 + 3/7) / 1/5) / 1/8) + 8/7)
[613469] ['1/5', '1/7', '1/8', '3/7', '9/5'] -> ((((1/7 / 1/5) / 1/8) / 3/7) * 9/5)
[613470] ['1/5', '1/7', '1/8', '3/7', '9/7'] -> (9/7 / (((1/8 / 1/5) - 1/7) - 3/7))
[613484] ['1/5', '1/7', '1/8', '3/8', '6/5'] -> (6/5 / (1/7 * (3/8 - (1/5 * 1/8))))
[613494] ['1/5', '1/7', '1/8', '3/8', '8/5'] -> (((1/5 + (3/8 / 1/8)) / 1/7) + 8/5)
[613501] ['1/5', '1/7', '1/8', '3/8', '9/8'] -> (9/8 / ((1/7 + 1/8) * (3/8 - 1/5)))
[613510] ['1/5', '1/7', '1/8', '4/3', '5/7'] -> (5/7 / ((1/5 * 1/8) * (4/3 - 1/7)))
[613518] ['1/5', '1/7', '1/8', '4/3', '7/5'] -> (7/5 / ((1/8 + 4/3) - (1/5 / 1/7)))
[613525] ['1/5', '1/7', '1/8', '4/3', '8/9'] -> (((4/3 / (1/7 + 1/8)) / 1/5) - 8/9)
[613540] ['1/5', '1/7', '1/8', '4/5', '5/9'] -> ((((4/5 / 1/7) - 1/5) / 1/8) * 5/9)
[613543] ['1/5', '1/7', '1/8', '4/5', '7/2'] -> ((((1/5 + 4/5) - 1/7) / 1/8) * 7/2)
[613549] ['1/5', '1/7', '1/8', '4/5', '7/9'] -> ((((4/5 / 1/5) - 1/7) / 1/8) * 7/9)
[613560] ['1/5', '1/7', '1/8', '4/7', '4/9'] -> (((4/7 / (1/7 + 1/8)) / 1/5) / 4/9)
[613565] ['1/5', '1/7', '1/8', '4/7', '5/7'] -> (((1/5 + (4/7 / 1/7)) / 1/8) * 5/7)
[613571] ['1/5', '1/7', '1/8', '4/7', '7/3'] -> ((((1/7 / 1/5) + 4/7) / 1/8) * 7/3)
[613582] ['1/5', '1/7', '1/8', '4/7', '9/4'] -> (((4/7 / (1/7 + 1/8)) / 1/5) * 9/4)
[613621] ['1/5', '1/7', '1/8', '5/2', '7/2'] -> ((((1/5 + 1/7) * 5/2) / 1/8) * 7/2)
[613629] ['1/5', '1/7', '1/8', '5/2', '8/5'] -> (8/5 / (1/7 - (1/5 / (1/8 + 5/2))))
[613634] ['1/5', '1/7', '1/8', '5/2', '9/5'] -> (9/5 / ((1/5 * 1/7) * (1/8 + 5/2)))
[613644] ['1/5', '1/7', '1/8', '5/3', '6/7'] -> (6/7 / (1/8 * (1/5 + (1/7 / 5/3))))
[613666] ['1/5', '1/7', '1/8', '5/4', '6/5'] -> (6/5 / (1/7 * ((1/5 / 1/8) - 5/4)))
[613681] ['1/5', '1/7', '1/8', '5/4', '9/5'] -> (9/5 / (1/5 * (5/4 - (1/8 / 1/7))))
[613688] ['1/5', '1/7', '1/8', '5/6', '6/5'] -> (6/5 / (1/7 * (1/5 + (1/8 / 5/6))))
[613690] ['1/5', '1/7', '1/8', '5/6', '7/2'] -> (7/2 / (((1/5 * 1/8) * 5/6) / 1/7))
[613693] ['1/5', '1/7', '1/8', '5/6', '7/5'] -> ((1/5 / (1/8 - (1/7 * 5/6))) / 7/5)
[613694] ['1/5', '1/7', '1/8', '5/6', '7/6'] -> ((1/5 / ((1/8 / 5/6) - 1/7)) / 7/6)
[613707] ['1/5', '1/7', '1/8', '5/7', '5/8'] -> ((((5/7 / 1/7) - 1/5) / 1/8) * 5/8)
[613708] ['1/5', '1/7', '1/8', '5/7', '5/9'] -> (((5/7 / (1/7 + 1/8)) / 1/5) / 5/9)
[613710] ['1/5', '1/7', '1/8', '5/7', '6/7'] -> (6/7 / (1/8 * (1/7 + (1/5 * 5/7))))
[613724] ['1/5', '1/7', '1/8', '5/7', '9/5'] -> (((5/7 / (1/7 + 1/8)) / 1/5) * 9/5)
[613726] ['1/5', '1/7', '1/8', '5/7', '9/8'] -> ((1/8 + ((5/7 / 1/5) / 1/7)) - 9/8)
[613734] ['1/5', '1/7', '1/8', '5/8', '7/5'] -> ((((5/8 / 1/8) - 1/5) / 1/7) / 7/5)
[613736] ['1/5', '1/7', '1/8', '5/8', '7/8'] -> ((((5/8 / 1/5) - 1/8) / 1/7) / 7/8)
[613745] ['1/5', '1/7', '1/8', '5/8', '9/7'] -> (9/7 / (1/8 * (1/5 + (1/7 / 5/8))))
[613764] ['1/5', '1/7', '1/8', '5/9', '9/7'] -> (9/7 / ((1/8 - (1/5 * 1/7)) * 5/9))
[613766] ['1/5', '1/7', '1/8', '6/5', '6/5'] -> (6/5 / (1/7 * (1/5 + (1/8 * 6/5))))
[613771] ['1/5', '1/7', '1/8', '6/5', '7/5'] -> ((1/5 / (1/8 - (1/7 / 6/5))) / 7/5)
[613776] ['1/5', '1/7', '1/8', '6/5', '8/5'] -> (((6/5 / (1/7 + 1/8)) / 1/5) + 8/5)
[613782] ['1/5', '1/7', '1/8', '6/5', '9/7'] -> (9/7 / (1/7 - (1/8 / (1/5 + 6/5))))
[613812] ['1/5', '1/7', '1/8', '7/2', '9/2'] -> (9/2 / ((1/5 * (1/7 + 1/8)) * 7/2))
[613816] ['1/5', '1/7', '1/8', '7/2', '9/8'] -> (((1/8 / 1/5) + (7/2 / 1/7)) - 9/8)
[613824] ['1/5', '1/7', '1/8', '7/3', '8/5'] -> (8/5 / (1/8 * (1/5 + (1/7 * 7/3))))
[613829] ['1/5', '1/7', '1/8', '7/3', '9/5'] -> ((((1/7 * 7/3) / 1/5) / 1/8) * 9/5)
[613842] ['1/5', '1/7', '1/8', '7/4', '9/4'] -> (9/4 / ((1/5 * (1/7 + 1/8)) * 7/4))
[613844] ['1/5', '1/7', '1/8', '7/4', '9/7'] -> (9/7 / ((1/5 * 1/7) * (1/8 + 7/4)))
[613847] ['1/5', '1/7', '1/8', '7/5', '7/6'] -> (((1/7 + 7/5) / (1/5 - 1/8)) * 7/6)
[613848] ['1/5', '1/7', '1/8', '7/5', '7/8'] -> ((((1/5 / 1/8) + 7/5) / 1/7) / 7/8)
[613851] ['1/5', '1/7', '1/8', '7/5', '8/5'] -> ((((1/5 / 1/7) + 7/5) / 1/8) + 8/5)
[613852] ['1/5', '1/7', '1/8', '7/5', '8/7'] -> ((((1/5 / 1/8) + 7/5) / 1/7) * 8/7)
[613856] ['1/5', '1/7', '1/8', '7/5', '9/5'] -> (9/5 / ((1/5 * (1/7 + 1/8)) * 7/5))
[613857] ['1/5', '1/7', '1/8', '7/5', '9/7'] -> (9/7 / (1/7 * (1/5 + (1/8 * 7/5))))
[613878] ['1/5', '1/7', '1/8', '7/8', '9/4'] -> ((((7/8 - 1/8) / 1/5) / 1/7) - 9/4)
[613880] ['1/5', '1/7', '1/8', '7/8', '9/7'] -> (9/7 / (1/5 * ((1/7 / 1/8) - 7/8)))
[613881] ['1/5', '1/7', '1/8', '7/8', '9/8'] -> (9/8 / ((1/5 * (1/7 + 1/8)) * 7/8))
[613889] ['1/5', '1/7', '1/8', '7/9', '9/5'] -> (9/5 / ((1/8 - (1/5 * 1/7)) * 7/9))
[613901] ['1/5', '1/7', '1/8', '8/5', '8/5'] -> ((((1/5 / 1/8) + 8/5) / 1/7) + 8/5)
[613915] ['1/5', '1/7', '1/8', '8/7', '9/8'] -> (9/8 / ((1/5 * (1/7 + 1/8)) / 8/7))
[613931] ['1/5', '1/7', '1/8', '9/5', '9/5'] -> (9/5 / ((1/7 * (1/8 + 9/5)) - 1/5))
[613934] ['1/5', '1/7', '1/8', '9/7', '9/7'] -> (9/7 / (((1/7 + 1/8) / 1/5) - 9/7))
[613955] ['1/5', '1/7', '1/9', '1/9', '5/7'] -> (((5/7 / 1/5) / 1/7) - (1/9 / 1/9))
[613968] ['1/5', '1/7', '1/9', '1/9', '8/5'] -> (8/5 / (1/9 - (1/7 * (1/5 + 1/9))))
[613969] ['1/5', '1/7', '1/9', '1/9', '8/7'] -> (8/7 / (((1/7 - 1/9) / 1/5) - 1/9))
[613994] ['1/5', '1/7', '1/9', '2/3', '5/8'] -> (((2/3 / (1/5 + 1/9)) / 1/7) / 5/8)
[613995] ['1/5', '1/7', '1/9', '2/3', '5/9'] -> ((1/9 + ((2/3 / 1/5) / 1/7)) + 5/9)
[614004] ['1/5', '1/7', '1/9', '2/3', '7/9'] -> ((((2/3 / 1/5) / 1/7) - 1/9) + 7/9)
[614006] ['1/5', '1/7', '1/9', '2/3', '8/5'] -> (((2/3 / (1/5 + 1/9)) / 1/7) * 8/5)
[614020] ['1/5', '1/7', '1/9', '2/5', '3/7'] -> ((((1/7 + 2/5) / 1/5) / 1/9) - 3/7)
[614022] ['1/5', '1/7', '1/9', '2/5', '4/3'] -> (4/3 / (1/7 * ((1/5 / 2/5) - 1/9)))
[614044] ['1/5', '1/7', '1/9', '2/5', '8/7'] -> (8/7 / (1/9 * ((1/5 * 1/7) + 2/5)))
[614045] ['1/5', '1/7', '1/9', '2/5', '8/9'] -> (((1/5 + (2/5 / 1/7)) / 1/9) * 8/9)
[614050] ['1/5', '1/7', '1/9', '2/5', '9/8'] -> (((1/5 + (2/5 / 1/7)) / 1/9) / 9/8)
[614057] ['1/5', '1/7', '1/9', '2/7', '3/8'] -> ((((1/7 / 1/5) + 2/7) / 1/9) / 3/8)
[614058] ['1/5', '1/7', '1/9', '2/7', '4/3'] -> (4/3 / ((1/9 / 1/5) - (1/7 / 2/7)))
[614059] ['1/5', '1/7', '1/9', '2/7', '4/5'] -> (4/5 / (1/9 * ((1/7 / 2/7) - 1/5)))
[614067] ['1/5', '1/7', '1/9', '2/7', '5/8'] -> (((1/7 / (2/7 - 1/5)) / 1/9) / 5/8)
[614079] ['1/5', '1/7', '1/9', '2/7', '8/5'] -> (((1/7 / (2/7 - 1/5)) / 1/9) * 8/5)
[614080] ['1/5', '1/7', '1/9', '2/7', '8/7'] -> (8/7 / (1/9 * ((1/7 / 1/5) - 2/7)))
[614114] ['1/5', '1/7', '1/9', '2/9', '8/5'] -> (8/5 / (2/9 - ((1/5 * 1/9) / 1/7)))
[614148] ['1/5', '1/7', '1/9', '3/2', '8/5'] -> (8/5 / ((1/5 + 1/9) * (1/7 * 3/2)))
[614161] ['1/5', '1/7', '1/9', '3/4', '4/5'] -> (4/5 / ((1/5 + 1/9) * (1/7 * 3/4)))
[614192] ['1/5', '1/7', '1/9', '3/5', '4/3'] -> ((((1/5 / 1/7) + 3/5) / 1/9) * 4/3)
[614204] ['1/5', '1/7', '1/9', '3/5', '6/7'] -> ((((3/5 - 1/7) / 1/5) / 1/9) / 6/7)
[614209] ['1/5', '1/7', '1/9', '3/5', '7/6'] -> ((((3/5 - 1/7) / 1/5) / 1/9) * 7/6)
[614210] ['1/5', '1/7', '1/9', '3/5', '7/8'] -> ((((1/5 / 1/7) / 1/9) / 3/5) / 7/8)
[614215] ['1/5', '1/7', '1/9', '3/5', '8/9'] -> ((((1/9 + 3/5) / 1/5) / 1/7) - 8/9)
[614216] ['1/5', '1/7', '1/9', '3/5', '9/2'] -> (9/2 / ((1/5 / (1/7 + 1/9)) - 3/5))
[614221] ['1/5', '1/7', '1/9', '3/7', '3/7'] -> ((((1/7 / 1/5) + 3/7) / 1/9) / 3/7)
[614223] ['1/5', '1/7', '1/9', '3/7', '4/3'] -> ((((3/7 / 1/5) - 1/7) / 1/9) * 4/3)
[614227] ['1/5', '1/7', '1/9', '3/7', '5/2'] -> (5/2 / (1/7 / ((1/5 / 1/9) - 3/7)))
[614228] ['1/5', '1/7', '1/9', '3/7', '5/3'] -> ((((3/7 - 1/5) / 1/7) / 1/9) * 5/3)
[614232] ['1/5', '1/7', '1/9', '3/7', '5/8'] -> ((((1/7 / 1/5) / 1/9) / 3/7) / 5/8)
[614235] ['1/5', '1/7', '1/9', '3/7', '6/7'] -> (((1/7 + (3/7 / 1/5)) / 1/9) / 6/7)
[614236] ['1/5', '1/7', '1/9', '3/7', '7/2'] -> ((((1/7 / 1/5) / 1/9) + 3/7) * 7/2)
[614237] ['1/5', '1/7', '1/9', '3/7', '7/3'] -> ((((1/7 / 1/5) + 3/7) / 1/9) * 7/3)
[614240] ['1/5', '1/7', '1/9', '3/7', '7/6'] -> (((1/7 + (3/7 / 1/5)) / 1/9) * 7/6)
[614244] ['1/5', '1/7', '1/9', '3/7', '8/5'] -> ((((1/7 / 1/5) / 1/9) / 3/7) * 8/5)
[614261] ['1/5', '1/7', '1/9', '3/8', '5/7'] -> ((((1/5 / 1/7) / 1/9) / 3/8) * 5/7)
[614283] ['1/5', '1/7', '1/9', '4/3', '4/5'] -> (((4/3 / (1/5 + 1/9)) / 1/7) * 4/5)
[614288] ['1/5', '1/7', '1/9', '4/3', '5/4'] -> (((4/3 / (1/5 + 1/9)) / 1/7) / 5/4)
[614303] ['1/5', '1/7', '1/9', '4/3', '8/5'] -> (8/5 / (1/7 * ((1/5 / 1/9) - 4/3)))
[614307] ['1/5', '1/7', '1/9', '4/3', '9/4'] -> (((4/3 / (1/7 + 1/9)) / 1/5) - 9/4)
[614323] ['1/5', '1/7', '1/9', '4/5', '7/2'] -> ((((4/5 / 1/9) - 1/5) - 1/7) * 7/2)
[614324] ['1/5', '1/7', '1/9', '4/5', '7/3'] -> ((((1/5 + 1/7) + 4/5) / 1/9) * 7/3)
[614328] ['1/5', '1/7', '1/9', '4/5', '7/8'] -> (((4/5 / (1/5 + 1/7)) / 1/9) / 7/8)
[614331] ['1/5', '1/7', '1/9', '4/5', '8/5'] -> (8/5 / (1/9 * ((1/5 / 1/7) - 4/5)))
[614332] ['1/5', '1/7', '1/9', '4/5', '8/7'] -> (((4/5 / (1/5 + 1/7)) / 1/9) * 8/7)
[614346] ['1/5', '1/7', '1/9', '4/7', '5/8'] -> (((4/7 / (1/5 + 1/7)) / 1/9) / 5/8)
[614348] ['1/5', '1/7', '1/9', '4/7', '6/5'] -> (6/5 / (1/9 * (1/5 + (1/7 / 4/7))))
[614360] ['1/5', '1/7', '1/9', '4/7', '8/9'] -> (((1/7 + (4/7 / 1/5)) / 1/9) * 8/9)
[614365] ['1/5', '1/7', '1/9', '4/7', '9/8'] -> (((1/7 + (4/7 / 1/5)) / 1/9) / 9/8)
[614372] ['1/5', '1/7', '1/9', '4/9', '5/8'] -> ((((4/9 / 1/7) - 1/9) / 1/5) / 5/8)
[614430] ['1/5', '1/7', '1/9', '5/3', '7/8'] -> ((((1/5 * 5/3) / 1/7) / 1/9) / 7/8)
[614457] ['1/5', '1/7', '1/9', '5/4', '8/7'] -> (8/7 / (((1/5 + 1/7) * 1/9) * 5/4))
[614475] ['1/5', '1/7', '1/9', '5/6', '7/8'] -> ((1/5 / (1/7 - (1/9 / 5/6))) / 7/8)
[614480] ['1/5', '1/7', '1/9', '5/6', '8/9'] -> (8/9 / ((1/5 + 1/9) * (1/7 * 5/6)))
[614488] ['1/5', '1/7', '1/9', '5/7', '5/9'] -> ((((5/7 / 1/7) - 1/5) / 1/9) * 5/9)
[614489] ['1/5', '1/7', '1/9', '5/7', '6/5'] -> (((1/5 + 5/7) / (1/7 - 1/9)) / 6/5)
[614497] ['1/5', '1/7', '1/9', '5/7', '7/9'] -> ((((5/7 / 1/5) - 1/7) / 1/9) * 7/9)
[614501] ['1/5', '1/7', '1/9', '5/7', '8/9'] -> ((((5/7 / 1/5) / 1/7) - 1/9) - 8/9)
[614504] ['1/5', '1/7', '1/9', '5/7', '9/5'] -> ((((5/7 / 1/7) - 1/5) / 1/9) / 9/5)
[614505] ['1/5', '1/7', '1/9', '5/7', '9/7'] -> ((((5/7 / 1/5) - 1/7) / 1/9) / 9/7)
[614520] ['1/5', '1/7', '1/9', '5/8', '8/7'] -> (8/7 / (1/9 * (1/5 + (1/7 / 5/8))))
[614528] ['1/5', '1/7', '1/9', '5/9', '6/5'] -> (((1/9 + (5/9 / 1/7)) / 1/5) * 6/5)
[614529] ['1/5', '1/7', '1/9', '5/9', '6/7'] -> ((((5/9 / 1/5) / 1/9) - 1/7) - 6/7)
[614533] ['1/5', '1/7', '1/9', '5/9', '7/5'] -> ((((5/9 / 1/9) - 1/5) / 1/7) / 7/5)
[614544] ['1/5', '1/7', '1/9', '5/9', '9/7'] -> (9/7 / (1/7 / ((5/9 / 1/5) - 1/9)))
[614549] ['1/5', '1/7', '1/9', '6/5', '7/3'] -> ((((1/7 + 6/5) - 1/5) / 1/9) * 7/3)
[614558] ['1/5', '1/7', '1/9', '6/5', '8/9'] -> (((6/5 / (1/5 + 1/9)) / 1/7) * 8/9)
[614563] ['1/5', '1/7', '1/9', '6/5', '9/8'] -> (((6/5 / (1/5 + 1/9)) / 1/7) / 9/8)
[614574] ['1/5', '1/7', '1/9', '6/7', '8/7'] -> (8/7 / (1/5 * (1/7 + (1/9 * 6/7))))
[614599] ['1/5', '1/7', '1/9', '7/3', '7/5'] -> ((((1/5 / 1/7) + 7/3) / 1/9) / 7/5)
[614601] ['1/5', '1/7', '1/9', '7/3', '7/8'] -> (7/8 / (1/9 / ((1/7 / 1/5) + 7/3)))
[614604] ['1/5', '1/7', '1/9', '7/3', '8/5'] -> ((((1/7 * 7/3) / 1/5) / 1/9) * 8/5)
[614618] ['1/5', '1/7', '1/9', '7/4', '8/5'] -> (8/5 / (((1/5 + 1/7) * 1/9) * 7/4))
[614631] ['1/5', '1/7', '1/9', '7/5', '8/5'] -> ((((1/5 / 1/9) + 7/5) / 1/7) + 8/5)
[614644] ['1/5', '1/7', '1/9', '7/6', '8/7'] -> (8/7 / (1/5 * (1/7 + (1/9 / 7/6))))
[614647] ['1/5', '1/7', '1/9', '7/6', '9/4'] -> (((7/6 / (1/5 + 1/9)) / 1/7) - 9/4)
[614663] ['1/5', '1/7', '1/9', '7/9', '8/3'] -> ((((7/9 / 1/7) - 1/9) / 1/5) - 8/3)
[614665] ['1/5', '1/7', '1/9', '7/9', '8/7'] -> (8/7 / (((1/7 / 1/5) + 1/9) - 7/9))
[614682] ['1/5', '1/7', '1/9', '8/5', '8/7'] -> (8/7 / (1/9 * (1/5 + (1/7 * 8/5))))
[614683] ['1/5', '1/7', '1/9', '8/5', '8/9'] -> ((((1/5 / 1/7) + 8/5) / 1/9) * 8/9)
[614688] ['1/5', '1/7', '1/9', '8/5', '9/8'] -> ((((1/5 / 1/7) + 8/5) / 1/9) / 9/8)
[614689] ['1/5', '1/7', '1/9', '8/7', '8/7'] -> (8/7 / (1/9 * (8/7 - (1/7 / 1/5))))
[614700] ['1/5', '1/7', '1/9', '8/9', '9/7'] -> (9/7 / (1/5 * (1/7 + (1/9 / 8/9))))
[614726] ['1/5', '1/7', '2/3', '2/3', '4/3'] -> ((((2/3 / 1/5) / 1/7) - 2/3) + 4/3)
[614733] ['1/5', '1/7', '2/3', '2/3', '5/6'] -> ((((2/3 / 1/7) - 2/3) / 1/5) / 5/6)
[614734] ['1/5', '1/7', '2/3', '2/3', '5/7'] -> (((5/7 / 1/5) / 1/7) - (2/3 / 2/3))
[614737] ['1/5', '1/7', '2/3', '2/3', '6/5'] -> ((((2/3 / 1/7) - 2/3) / 1/5) * 6/5)
[614738] ['1/5', '1/7', '2/3', '2/3', '6/7'] -> ((((2/3 / 1/5) + 2/3) / 1/7) * 6/7)
[614743] ['1/5', '1/7', '2/3', '2/3', '7/6'] -> ((((2/3 / 1/5) + 2/3) / 1/7) / 7/6)
[614745] ['1/5', '1/7', '2/3', '2/3', '7/9'] -> ((((2/3 / 1/5) - 2/3) / 1/7) / 7/9)
[614746] ['1/5', '1/7', '2/3', '2/3', '8/3'] -> ((((2/3 / 1/7) + 2/3) / 1/5) - 8/3)
[614747] ['1/5', '1/7', '2/3', '2/3', '8/5'] -> (8/5 / (((1/5 / 1/7) - 2/3) - 2/3))
[614753] ['1/5', '1/7', '2/3', '2/3', '9/7'] -> ((((2/3 / 1/5) - 2/3) / 1/7) * 9/7)
[614763] ['1/5', '1/7', '2/3', '2/5', '4/3'] -> ((((2/3 / 1/7) + 2/5) / 1/5) - 4/3)
[614766] ['1/5', '1/7', '2/3', '2/5', '4/9'] -> ((((2/5 / 1/7) - 2/3) / 1/5) / 4/9)
[614773] ['1/5', '1/7', '2/3', '2/5', '5/9'] -> ((((2/5 / 1/5) / 1/7) - 2/3) / 5/9)
[614775] ['1/5', '1/7', '2/3', '2/5', '6/7'] -> ((2/5 / ((1/7 / 2/3) - 1/5)) * 6/7)
[614778] ['1/5', '1/7', '2/3', '2/5', '7/4'] -> ((2/5 / (1/7 - (1/5 * 2/3))) / 7/4)
[614780] ['1/5', '1/7', '2/3', '2/5', '7/6'] -> ((2/5 / ((1/7 / 2/3) - 1/5)) / 7/6)
[614781] ['1/5', '1/7', '2/3', '2/5', '7/8'] -> ((((2/5 / 1/5) / 1/7) / 2/3) / 7/8)
[614788] ['1/5', '1/7', '2/3', '2/5', '9/4'] -> ((((2/5 / 1/7) - 2/3) / 1/5) * 9/4)
[614789] ['1/5', '1/7', '2/3', '2/5', '9/5'] -> ((((2/5 / 1/5) / 1/7) - 2/3) * 9/5)
[614791] ['1/5', '1/7', '2/3', '2/5', '9/8'] -> (9/8 / (1/5 / ((2/3 / 1/7) - 2/5)))
[614799] ['1/5', '1/7', '2/3', '2/7', '4/3'] -> ((((2/3 / 1/5) + 2/7) / 1/7) - 4/3)
[614802] ['1/5', '1/7', '2/3', '2/7', '4/9'] -> ((2/3 + ((2/7 / 1/5) / 1/7)) / 4/9)
[614805] ['1/5', '1/7', '2/3', '2/7', '5/4'] -> ((2/7 / (1/7 - (1/5 * 2/3))) / 5/4)
[614806] ['1/5', '1/7', '2/3', '2/7', '5/6'] -> ((2/7 / ((1/7 / 2/3) - 1/5)) / 5/6)
[614824] ['1/5', '1/7', '2/3', '2/7', '9/4'] -> ((2/3 + ((2/7 / 1/5) / 1/7)) * 9/4)
[614827] ['1/5', '1/7', '2/3', '2/7', '9/8'] -> (9/8 / (1/7 / ((2/3 / 1/5) - 2/7)))
[614835] ['1/5', '1/7', '2/3', '2/9', '4/5'] -> (4/5 / (1/7 * ((1/5 / 2/9) - 2/3)))
[614836] ['1/5', '1/7', '2/3', '2/9', '4/7'] -> (((2/3 / (2/9 - 1/7)) / 1/5) * 4/7)
[614849] ['1/5', '1/7', '2/3', '2/9', '7/4'] -> (((2/3 / (2/9 - 1/7)) / 1/5) / 7/4)
[614875] ['1/5', '1/7', '2/3', '3/2', '5/6'] -> ((((2/3 / 1/5) / 1/7) + 3/2) - 5/6)
[614889] ['1/5', '1/7', '2/3', '3/2', '8/5'] -> (8/5 / (2/3 * (3/2 - (1/5 / 1/7))))
[614903] ['1/5', '1/7', '2/3', '3/4', '4/7'] -> (4/7 / (2/3 * (3/4 - (1/7 / 1/5))))
[614912] ['1/5', '1/7', '2/3', '3/4', '6/5'] -> (6/5 / ((1/7 * (2/3 - 1/5)) * 3/4))
