[333488] ['1/3', '2/9', '3/2', '4/5', '9/8'] -> ((3/2 / (1/3 - (2/9 / 4/5))) / 9/8)
[378398] ['1/3', '4/5', '7/3', '7/4', '9/5'] -> (9/5 / ((7/4 / (7/3 - 1/3)) - 4/5))
[378403] ['1/3', '4/5', '7/3', '7/5', '7/8'] -> ((7/5 / ((4/5 / 1/3) - 7/3)) / 7/8)
[378405] ['1/3', '4/5', '7/3', '7/5', '8/3'] -> ((((7/3 * 7/5) / 1/3) - 4/5) * 8/3)
[378406] ['1/3', '4/5', '7/3', '7/5', '8/5'] -> ((8/5 / 1/3) / (4/5 - (7/5 / 7/3)))
[378407] ['1/3', '4/5', '7/3', '7/5', '8/7'] -> ((7/5 / ((4/5 / 1/3) - 7/3)) * 8/7)
[378418] ['1/3', '4/5', '7/3', '7/6', '8/5'] -> (8/5 / (((4/5 * 7/6) / 7/3) - 1/3))
[378451] ['1/3', '4/5', '7/3', '8/3', '9/2'] -> (((7/3 + (8/3 / 4/5)) - 1/3) * 9/2)
[378452] ['1/3', '4/5', '7/3', '8/3', '9/4'] -> ((7/3 / ((1/3 * 8/3) - 4/5)) - 9/4)
[378453] ['1/3', '4/5', '7/3', '8/3', '9/5'] -> (((7/3 * 8/3) / (4/5 - 1/3)) * 9/5)
[378488] ['1/3', '4/5', '7/3', '9/5', '9/8'] -> ((9/5 / ((4/5 / 1/3) - 7/3)) / 9/8)
[378498] ['1/3', '4/5', '7/4', '7/4', '8/5'] -> ((8/5 / 1/3) / ((7/4 / 7/4) - 4/5))
[378511] ['1/3', '4/5', '7/4', '7/5', '8/5'] -> (8/5 / (((1/3 / 4/5) + 7/5) - 7/4))
[378534] ['1/3', '4/5', '7/4', '7/8', '8/5'] -> (8/5 / (((4/5 * 7/8) / 7/4) - 1/3))
[378548] ['1/3', '4/5', '7/4', '7/9', '9/4'] -> (((1/3 * 7/4) / (4/5 - 7/9)) - 9/4)
[378562] ['1/3', '4/5', '7/4', '8/5', '8/7'] -> (8/7 / (1/3 - ((4/5 / 7/4) / 8/5)))
[378582] ['1/3', '4/5', '7/4', '9/2', '9/2'] -> ((1/3 + (4/5 * (7/4 + 9/2))) * 9/2)
[378603] ['1/3', '4/5', '7/5', '7/5', '8/7'] -> (8/7 / (1/3 - (4/5 / (7/5 + 7/5))))
[378614] ['1/3', '4/5', '7/5', '7/6', '8/5'] -> (8/5 / (((7/5 / 7/6) - 1/3) - 4/5))
[378634] ['1/3', '4/5', '7/5', '7/9', '8/3'] -> (8/3 / (((4/5 * 7/9) / 7/5) - 1/3))
[378636] ['1/3', '4/5', '7/5', '7/9', '8/7'] -> (((1/3 * 7/5) / (4/5 - 7/9)) * 8/7)
[378643] ['1/3', '4/5', '7/5', '8/3', '8/3'] -> ((((4/5 + 8/3) / 1/3) - 7/5) * 8/3)
[378660] ['1/3', '4/5', '7/5', '8/7', '8/7'] -> (8/7 / ((1/3 * (7/5 + 8/7)) - 4/5))
[378667] ['1/3', '4/5', '7/5', '8/9', '8/9'] -> (8/9 / (4/5 - (1/3 * (7/5 + 8/9))))
[378673] ['1/3', '4/5', '7/5', '9/2', '9/2'] -> (((1/3 + 7/5) + (4/5 * 9/2)) * 9/2)
[378707] ['1/3', '4/5', '7/6', '7/8', '9/4'] -> ((7/8 / ((7/6 - 1/3) - 4/5)) - 9/4)
[378742] ['1/3', '4/5', '7/6', '8/7', '9/5'] -> (9/5 / ((7/6 - (1/3 / 8/7)) - 4/5))
[378760] ['1/3', '4/5', '7/6', '9/5', '9/5'] -> (9/5 / (((1/3 + 7/6) / 4/5) - 9/5))
[378769] ['1/3', '4/5', '7/8', '7/8', '8/5'] -> ((8/5 / 1/3) / ((7/8 / 7/8) - 4/5))
[378777] ['1/3', '4/5', '7/8', '7/9', '7/9'] -> (7/9 / (1/3 * ((7/9 / 4/5) - 7/8)))
[378792] ['1/3', '4/5', '7/8', '8/3', '9/4'] -> ((7/8 / (1/3 - (4/5 / 8/3))) - 9/4)
[378796] ['1/3', '4/5', '7/8', '8/5', '8/5'] -> (8/5 / (((7/8 - 1/3) * 8/5) - 4/5))
[378797] ['1/3', '4/5', '7/8', '8/5', '8/7'] -> (((8/5 / (7/8 - 4/5)) - 1/3) * 8/7)
[378814] ['1/3', '4/5', '7/8', '8/9', '9/5'] -> ((1/3 / ((4/5 / 8/9) - 7/8)) * 9/5)
[378826] ['1/3', '4/5', '7/8', '9/5', '9/5'] -> (9/5 / ((7/8 / (4/5 - 1/3)) - 9/5))
[378833] ['1/3', '4/5', '7/9', '7/9', '8/3'] -> (8/3 / ((4/5 * (1/3 + 7/9)) - 7/9))
[378834] ['1/3', '4/5', '7/9', '7/9', '8/5'] -> ((8/5 / 1/3) / ((7/9 / 7/9) - 4/5))
[378841] ['1/3', '4/5', '7/9', '7/9', '9/8'] -> ((7/9 / (4/5 - 7/9)) / (1/3 + 9/8))
[378848] ['1/3', '4/5', '7/9', '8/3', '9/5'] -> (9/5 / (((7/9 / 1/3) / 8/3) - 4/5))
[378868] ['1/3', '4/5', '7/9', '8/9', '9/4'] -> (((7/9 / (8/9 - 4/5)) / 1/3) - 9/4)
[378869] ['1/3', '4/5', '7/9', '8/9', '9/5'] -> (((1/3 * 8/9) / (4/5 - 7/9)) * 9/5)
[378883] ['1/3', '4/5', '7/9', '9/5', '9/8'] -> (((1/3 * 9/5) / (4/5 - 7/9)) / 9/8)
[378887] ['1/3', '4/5', '8/3', '8/3', '8/3'] -> ((((8/3 * 8/3) / 1/3) / 4/5) - 8/3)
[378888] ['1/3', '4/5', '8/3', '8/3', '8/5'] -> ((8/5 / 1/3) / ((8/3 / 8/3) - 4/5))
[378892] ['1/3', '4/5', '8/3', '8/3', '9/4'] -> (((8/3 / 1/3) / 4/5) / (8/3 - 9/4))
[378901] ['1/3', '4/5', '8/3', '8/5', '9/5'] -> (9/5 / (4/5 - ((1/3 + 8/5) / 8/3)))
[378923] ['1/3', '4/5', '8/3', '9/4', '9/5'] -> (9/5 / ((1/3 - (4/5 / 8/3)) * 9/4))
[378926] ['1/3', '4/5', '8/3', '9/5', '9/5'] -> ((8/3 / (4/5 - (1/3 * 9/5))) * 9/5)
[378934] ['1/3', '4/5', '8/5', '8/5', '8/9'] -> (((1/3 * 8/5) + 8/5) / (8/9 - 4/5))
[378947] ['1/3', '4/5', '8/5', '8/9', '8/9'] -> (8/9 / ((8/9 / (4/5 + 8/5)) - 1/3))
[378958] ['1/3', '4/5', '8/5', '9/4', '9/4'] -> ((8/5 / ((4/5 / 1/3) - 9/4)) * 9/4)
[378968] ['1/3', '4/5', '8/7', '8/7', '8/7'] -> (8/7 / ((1/3 + 8/7) - (8/7 / 4/5)))
[378981] ['1/3', '4/5', '8/7', '9/2', '9/2'] -> (((9/2 / 4/5) - (1/3 / 8/7)) * 9/2)
[379002] ['1/3', '4/5', '8/9', '9/2', '9/2'] -> ((1/3 + ((8/9 * 9/2) / 4/5)) * 9/2)
[379018] ['1/3', '4/5', '9/2', '9/2', '9/4'] -> ((9/2 + 9/2) * ((1/3 / 4/5) + 9/4))
[379026] ['1/3', '4/5', '9/2', '9/5', '9/5'] -> (9/5 / (((1/3 * 9/2) / 4/5) - 9/5))
[379054] ['1/3', '4/7', '4/7', '4/7', '5/2'] -> (4/7 / (((4/7 - 1/3) * 5/2) - 4/7))
[379055] ['1/3', '4/7', '4/7', '4/7', '5/3'] -> ((4/7 + 4/7) / ((4/7 / 1/3) - 5/3))
[379057] ['1/3', '4/7', '4/7', '4/7', '5/6'] -> (4/7 / (((1/3 + 5/6) - 4/7) - 4/7))
[379058] ['1/3', '4/7', '4/7', '4/7', '5/7'] -> (((4/7 + 4/7) / (5/7 - 4/7)) / 1/3)
[379067] ['1/3', '4/7', '4/7', '4/7', '7/6'] -> (4/7 / ((4/7 + 7/6) - (4/7 / 1/3)))
[379068] ['1/3', '4/7', '4/7', '4/7', '7/8'] -> ((4/7 / (4/7 - (4/7 * 7/8))) / 1/3)
[379072] ['1/3', '4/7', '4/7', '4/7', '8/7'] -> ((4/7 / (4/7 - (4/7 / 8/7))) / 1/3)
[379073] ['1/3', '4/7', '4/7', '4/7', '8/9'] -> ((4/7 / ((4/7 / 8/9) - 4/7)) / 1/3)
[379078] ['1/3', '4/7', '4/7', '4/7', '9/8'] -> ((4/7 / ((4/7 * 9/8) - 4/7)) / 1/3)
[379079] ['1/3', '4/7', '4/7', '4/9', '4/9'] -> (((4/7 + 4/9) / 1/3) / (4/7 - 4/9))
[379090] ['1/3', '4/7', '4/7', '4/9', '7/3'] -> (((4/7 + 4/7) / (4/9 - 1/3)) * 7/3)
[379100] ['1/3', '4/7', '4/7', '4/9', '9/2'] -> ((((4/7 + 4/9) / 1/3) / 4/7) * 9/2)
[379109] ['1/3', '4/7', '4/7', '5/2', '5/7'] -> (5/7 / (((1/3 / 4/7) - 4/7) * 5/2))
[379122] ['1/3', '4/7', '4/7', '5/2', '8/5'] -> (8/5 / (((4/7 / 4/7) / 5/2) - 1/3))
[379134] ['1/3', '4/7', '4/7', '5/3', '5/8'] -> ((1/3 + (4/7 * 5/3)) / (5/8 - 4/7))
[379147] ['1/3', '4/7', '4/7', '5/3', '8/7'] -> (8/7 / (((4/7 * 5/3) - 1/3) - 4/7))
[379177] ['1/3', '4/7', '4/7', '5/6', '5/6'] -> (4/7 / ((5/6 - (4/7 * 5/6)) - 1/3))
[379192] ['1/3', '4/7', '4/7', '5/6', '8/7'] -> ((4/7 + 8/7) / ((1/3 + 4/7) - 5/6))
[379194] ['1/3', '4/7', '4/7', '5/6', '9/2'] -> (9/2 / (((1/3 / 4/7) / 4/7) - 5/6))
[379211] ['1/3', '4/7', '4/7', '5/7', '8/3'] -> (8/3 / ((4/7 / (4/7 + 5/7)) - 1/3))
[379220] ['1/3', '4/7', '4/7', '5/8', '5/8'] -> ((4/7 / (4/7 - (1/3 / 5/8))) / 5/8)
[379226] ['1/3', '4/7', '4/7', '5/8', '7/4'] -> ((4/7 * 7/4) / (5/8 - (1/3 / 4/7)))
[379241] ['1/3', '4/7', '4/7', '5/9', '6/5'] -> ((4/7 * 6/5) / ((1/3 / 5/9) - 4/7))
[379242] ['1/3', '4/7', '4/7', '5/9', '6/7'] -> ((4/7 / ((1/3 / 4/7) - 5/9)) / 6/7)
[379250] ['1/3', '4/7', '4/7', '5/9', '8/3'] -> (8/3 / (((4/7 / 4/7) - 1/3) - 5/9))
[379254] ['1/3', '4/7', '4/7', '5/9', '9/2'] -> (((4/7 / (4/7 - 5/9)) / 1/3) / 9/2)
[379257] ['1/3', '4/7', '4/7', '5/9', '9/7'] -> (((9/7 - 1/3) - 4/7) / (4/7 - 5/9))
[379269] ['1/3', '4/7', '4/7', '6/5', '8/5'] -> ((8/5 / 1/3) / (6/5 - (4/7 / 4/7)))
[379286] ['1/3', '4/7', '4/7', '6/7', '8/5'] -> (8/5 / ((4/7 / (4/7 + 6/7)) - 1/3))
[379294] ['1/3', '4/7', '4/7', '7/2', '7/2'] -> (((4/7 + 4/7) / 1/3) * (7/2 + 7/2))
[379296] ['1/3', '4/7', '4/7', '7/2', '7/4'] -> ((4/7 / 7/2) / (1/3 - (4/7 / 7/4)))
[379303] ['1/3', '4/7', '4/7', '7/2', '8/7'] -> (8/7 / (1/3 - ((4/7 / 4/7) / 7/2)))
[379317] ['1/3', '4/7', '4/7', '7/3', '8/5'] -> (8/5 / ((4/7 / (4/7 - 1/3)) - 7/3))
[379318] ['1/3', '4/7', '4/7', '7/3', '8/7'] -> (8/7 / ((7/3 - (4/7 / 1/3)) - 4/7))
[379344] ['1/3', '4/7', '4/7', '7/5', '8/5'] -> (8/5 / ((7/5 - (4/7 / 4/7)) - 1/3))
[379357] ['1/3', '4/7', '4/7', '7/6', '8/7'] -> (8/7 / (((4/7 * 4/7) * 7/6) - 1/3))
[379366] ['1/3', '4/7', '4/7', '7/8', '8/3'] -> ((1/3 + 8/3) / ((4/7 / 4/7) - 7/8))
[379368] ['1/3', '4/7', '4/7', '7/8', '8/7'] -> (8/7 / (1/3 - ((4/7 * 4/7) * 7/8)))
[379378] ['1/3', '4/7', '4/7', '7/9', '8/7'] -> (8/7 / (((7/9 - 4/7) / 1/3) - 4/7))
[379380] ['1/3', '4/7', '4/7', '7/9', '9/2'] -> ((((4/7 / 4/7) + 7/9) / 1/3) * 9/2)
[379386] ['1/3', '4/7', '4/7', '8/3', '8/5'] -> (((4/7 + (8/3 / 1/3)) / 4/7) * 8/5)
[379387] ['1/3', '4/7', '4/7', '8/3', '8/7'] -> (((4/7 + 8/7) / 1/3) / (4/7 / 8/3))
[379389] ['1/3', '4/7', '4/7', '8/3', '9/2'] -> ((((4/7 + 8/3) / 4/7) - 1/3) * 9/2)
[379394] ['1/3', '4/7', '4/7', '8/5', '8/5'] -> ((4/7 * 8/5) / (4/7 - (1/3 * 8/5)))
[379418] ['1/3', '4/7', '4/7', '9/2', '9/7'] -> (9/7 / (((1/3 / 4/7) - 4/7) * 9/2))
[379431] ['1/3', '4/7', '4/9', '4/9', '5/2'] -> (5/2 / ((4/9 / (4/7 + 4/9)) - 1/3))
[379436] ['1/3', '4/7', '4/9', '4/9', '5/8'] -> ((4/9 / 4/9) / (5/8 - (1/3 / 4/7)))
[379440] ['1/3', '4/7', '4/9', '4/9', '7/2'] -> ((((4/7 + 4/9) / 1/3) / 4/9) * 7/2)
[379447] ['1/3', '4/7', '4/9', '4/9', '8/3'] -> ((8/3 / 1/3) / ((4/9 / 4/7) - 4/9))
[379488] ['1/3', '4/7', '4/9', '5/3', '6/7'] -> ((4/9 / (4/7 - (1/3 * 5/3))) * 6/7)
[379493] ['1/3', '4/7', '4/9', '5/3', '7/6'] -> ((4/9 / (4/7 - (1/3 * 5/3))) / 7/6)
[379494] ['1/3', '4/7', '4/9', '5/3', '7/8'] -> ((5/3 / (1/3 - (4/7 * 4/9))) / 7/8)
[379501] ['1/3', '4/7', '4/9', '5/3', '9/4'] -> (((5/3 / (4/9 - 1/3)) / 4/7) - 9/4)
[379512] ['1/3', '4/7', '4/9', '5/4', '7/2'] -> (7/2 / (((4/9 / 1/3) - 5/4) / 4/7))
[379516] ['1/3', '4/7', '4/9', '5/4', '7/6'] -> ((4/7 / (4/9 - (1/3 * 5/4))) * 7/6)
[379517] ['1/3', '4/7', '4/9', '5/4', '7/8'] -> ((1/3 / (4/7 - (4/9 * 5/4))) / 7/8)
[379524] ['1/3', '4/7', '4/9', '5/4', '9/4'] -> ((1/3 / ((4/7 / 5/4) - 4/9)) - 9/4)
[379532] ['1/3', '4/7', '4/9', '5/6', '6/5'] -> (6/5 / ((1/3 / 4/7) - (4/9 / 5/6)))
[379534] ['1/3', '4/7', '4/9', '5/6', '7/2'] -> ((4/7 / (5/6 - (1/3 / 4/9))) * 7/2)
[379535] ['1/3', '4/7', '4/9', '5/6', '7/3'] -> ((4/7 / ((5/6 - 1/3) - 4/9)) * 7/3)
[379543] ['1/3', '4/7', '4/9', '5/6', '8/7'] -> (8/7 / (4/7 * (5/6 - (1/3 / 4/9))))
[379548] ['1/3', '4/7', '4/9', '5/6', '9/7'] -> (9/7 / (((1/3 * 5/6) / 4/9) - 4/7))
[379553] ['1/3', '4/7', '4/9', '5/7', '6/5'] -> (6/5 / ((4/7 / 5/7) - (1/3 / 4/9)))
[379554] ['1/3', '4/7', '4/9', '5/7', '6/7'] -> (6/7 / (4/7 - ((1/3 * 5/7) / 4/9)))
[379576] ['1/3', '4/7', '4/9', '5/8', '7/3'] -> ((4/7 / (1/3 - (4/9 * 5/8))) * 7/3)
[379587] ['1/3', '4/7', '4/9', '5/8', '9/4'] -> ((4/9 / (5/8 - (1/3 / 4/7))) * 9/4)
[379589] ['1/3', '4/7', '4/9', '5/8', '9/7'] -> (9/7 / (((4/7 * 5/8) - 1/3) / 4/9))
[379593] ['1/3', '4/7', '4/9', '5/9', '6/7'] -> ((4/9 / (1/3 - (4/7 * 5/9))) * 6/7)
[379594] ['1/3', '4/7', '4/9', '5/9', '7/2'] -> (((4/9 / (4/7 - 5/9)) / 1/3) / 7/2)
[379598] ['1/3', '4/7', '4/9', '5/9', '7/6'] -> ((4/9 / (1/3 - (4/7 * 5/9))) / 7/6)
[379610] ['1/3', '4/7', '4/9', '6/5', '6/5'] -> (6/5 / ((1/3 / 4/7) - (4/9 * 6/5)))
[379626] ['1/3', '4/7', '4/9', '6/5', '9/7'] -> (9/7 / (((1/3 / 4/9) / 6/5) - 4/7))
[379630] ['1/3', '4/7', '4/9', '6/7', '7/3'] -> ((4/7 / (4/9 - (1/3 / 6/7))) * 7/3)
[379636] ['1/3', '4/7', '4/9', '6/7', '8/3'] -> (8/3 / ((1/3 + 4/9) - (4/7 / 6/7)))
[379639] ['1/3', '4/7', '4/9', '6/7', '8/9'] -> (8/9 / (1/3 - ((4/7 * 4/9) / 6/7)))
[379640] ['1/3', '4/7', '4/9', '6/7', '9/2'] -> ((4/7 / (6/7 - (1/3 / 4/9))) * 9/2)
[379657] ['1/3', '4/7', '4/9', '7/2', '9/4'] -> ((((4/7 + 4/9) * 7/2) / 1/3) * 9/4)
[379665] ['1/3', '4/7', '4/9', '7/3', '7/8'] -> (((1/3 + 7/3) / (4/7 - 4/9)) / 7/8)
[379671] ['1/3', '4/7', '4/9', '7/3', '9/2'] -> (((4/9 + (4/7 * 7/3)) / 1/3) * 9/2)
[379685] ['1/3', '4/7', '4/9', '7/4', '9/2'] -> ((((4/7 + 4/9) * 7/4) / 1/3) * 9/2)
[379706] ['1/3', '4/7', '4/9', '7/6', '8/3'] -> (8/3 / ((1/3 + 4/9) - (4/7 * 7/6)))
[379709] ['1/3', '4/7', '4/9', '7/6', '8/9'] -> (8/9 / (1/3 - ((4/7 * 4/9) * 7/6)))
[379716] ['1/3', '4/7', '4/9', '7/8', '7/9'] -> (7/9 / (1/3 * (7/8 - (4/9 / 4/7))))
[379720] ['1/3', '4/7', '4/9', '7/8', '8/9'] -> (8/9 / ((1/3 * (4/7 - 4/9)) * 7/8))
[379736] ['1/3', '4/7', '4/9', '8/3', '8/3'] -> (8/3 / ((1/3 * 8/3) - (4/9 / 4/7)))
[379738] ['1/3', '4/7', '4/9', '8/3', '8/7'] -> (8/7 / (((4/7 + 4/9) / 8/3) - 1/3))
[379740] ['1/3', '4/7', '4/9', '8/3', '9/2'] -> (((4/7 * (4/9 + 8/3)) / 1/3) * 9/2)
[379751] ['1/3', '4/7', '4/9', '8/5', '9/7'] -> (9/7 / (((4/7 / 8/5) - 1/3) / 4/9))
[379753] ['1/3', '4/7', '4/9', '8/7', '8/7'] -> (8/7 / (1/3 * ((4/7 / 4/9) - 8/7)))
[379754] ['1/3', '4/7', '4/9', '8/7', '8/9'] -> (((8/7 / (4/7 - 4/9)) / 1/3) * 8/9)
[379755] ['1/3', '4/7', '4/9', '8/7', '9/2'] -> ((4/7 + ((4/9 + 8/7) / 1/3)) * 9/2)
[379759] ['1/3', '4/7', '4/9', '8/7', '9/8'] -> (((8/7 / (4/7 - 4/9)) / 1/3) / 9/8)
[379760] ['1/3', '4/7', '4/9', '8/9', '8/9'] -> ((8/9 / 1/3) / (8/9 - (4/9 / 4/7)))
[379786] ['1/3', '4/7', '5/2', '5/2', '5/8'] -> ((5/2 / 5/2) / (5/8 - (1/3 / 4/7)))
[379795] ['1/3', '4/7', '5/2', '5/2', '7/8'] -> (((5/2 + 5/2) / (4/7 - 1/3)) / 7/8)
[379799] ['1/3', '4/7', '5/2', '5/2', '8/7'] -> (((5/2 + 5/2) / (4/7 - 1/3)) * 8/7)
[379846] ['1/3', '4/7', '5/2', '5/4', '8/7'] -> (8/7 / (1/3 - ((4/7 * 5/4) / 5/2)))
[379868] ['1/3', '4/7', '5/2', '5/6', '8/7'] -> (8/7 / (((4/7 / 1/3) + 5/6) - 5/2))
[379889] ['1/3', '4/7', '5/2', '5/7', '8/7'] -> (8/7 / ((1/3 + (5/7 / 5/2)) - 4/7))
[379890] ['1/3', '4/7', '5/2', '5/7', '8/9'] -> (8/9 / ((5/7 / (5/2 - 4/7)) - 1/3))
[379901] ['1/3', '4/7', '5/2', '5/8', '7/3'] -> ((((5/2 / 5/8) - 4/7) / 1/3) * 7/3)
[379902] ['1/3', '4/7', '5/2', '5/8', '7/4'] -> (((4/7 + (5/2 / 5/8)) / 1/3) * 7/4)
[379905] ['1/3', '4/7', '5/2', '5/8', '7/8'] -> ((((5/2 / 1/3) / 4/7) / 5/8) / 7/8)
[379911] ['1/3', '4/7', '5/2', '5/8', '9/2'] -> (((1/3 + (5/2 / 4/7)) + 5/8) * 9/2)
[379945] ['1/3', '4/7', '5/2', '6/5', '8/5'] -> (8/5 / ((5/2 - (6/5 / 4/7)) - 1/3))
[379954] ['1/3', '4/7', '5/2', '6/7', '7/2'] -> ((((4/7 * 5/2) + 6/7) / 1/3) * 7/2)
[379962] ['1/3', '4/7', '5/2', '6/7', '8/5'] -> (8/5 / (1/3 - ((4/7 / 5/2) / 6/7)))
[379966] ['1/3', '4/7', '5/2', '6/7', '9/4'] -> (((5/2 / (6/7 - 4/7)) / 1/3) - 9/4)
[379971] ['1/3', '4/7', '5/2', '7/2', '7/3'] -> (((4/7 * (5/2 + 7/2)) / 1/3) * 7/3)
[379978] ['1/3', '4/7', '5/2', '7/2', '8/5'] -> ((((4/7 * 5/2) * 7/2) / 1/3) * 8/5)
[379981] ['1/3', '4/7', '5/2', '7/2', '9/2'] -> ((1/3 + ((4/7 * 5/2) * 7/2)) * 9/2)
[379986] ['1/3', '4/7', '5/2', '7/3', '7/3'] -> (((4/7 / (5/2 - 7/3)) / 1/3) * 7/3)
[380007] ['1/3', '4/7', '5/2', '7/4', '8/5'] -> (8/5 / (((4/7 * 7/4) / 5/2) - 1/3))
[380010] ['1/3', '4/7', '5/2', '7/4', '9/2'] -> (9/2 / (1/3 * ((7/4 / 4/7) - 5/2)))
[380015] ['1/3', '4/7', '5/2', '7/5', '7/5'] -> (7/5 / (((1/3 * 5/2) / 4/7) - 7/5))
[380031] ['1/3', '4/7', '5/2', '7/6', '8/3'] -> (((5/2 / (4/7 - 1/3)) / 7/6) * 8/3)
[380032] ['1/3', '4/7', '5/2', '7/6', '8/5'] -> (8/5 / (1/3 - ((4/7 * 7/6) / 5/2)))
[380042] ['1/3', '4/7', '5/2', '7/8', '8/3'] -> (((5/2 + (4/7 * 7/8)) / 1/3) * 8/3)
[380046] ['1/3', '4/7', '5/2', '7/8', '9/2'] -> ((1/3 + ((5/2 / 4/7) / 7/8)) * 9/2)
[380063] ['1/3', '4/7', '5/2', '8/3', '8/7'] -> ((5/2 / (1/3 - (4/7 / 8/3))) * 8/7)
[380071] ['1/3', '4/7', '5/2', '8/5', '8/7'] -> ((((5/2 * 8/5) / 1/3) / 4/7) * 8/7)
[380078] ['1/3', '4/7', '5/2', '8/7', '8/7'] -> (8/7 / ((1/3 + 8/7) - (4/7 * 5/2)))
[380080] ['1/3', '4/7', '5/2', '8/7', '9/2'] -> ((1/3 + ((5/2 * 8/7) / 4/7)) * 9/2)
[380092] ['1/3', '4/7', '5/2', '9/2', '9/4'] -> (((5/2 * 9/2) - (1/3 / 4/7)) * 9/4)
[380094] ['1/3', '4/7', '5/2', '9/2', '9/7'] -> ((((4/7 + 5/2) + 9/2) / 1/3) + 9/7)
[380110] ['1/3', '4/7', '5/3', '5/3', '5/8'] -> ((5/3 / 5/3) / (5/8 - (1/3 / 4/7)))
[380125] ['1/3', '4/7', '5/3', '5/3', '9/2'] -> (((5/3 / (4/7 - 1/3)) - 5/3) * 9/2)
[380136] ['1/3', '4/7', '5/3', '5/4', '6/7'] -> (6/7 / ((1/3 + (4/7 * 5/3)) - 5/4))
[380137] ['1/3', '4/7', '5/3', '5/4', '7/2'] -> ((4/7 / ((5/3 - 1/3) - 5/4)) * 7/2)
[380146] ['1/3', '4/7', '5/3', '5/4', '8/7'] -> (8/7 / (4/7 * ((5/3 - 1/3) - 5/4)))
[380148] ['1/3', '4/7', '5/3', '5/4', '9/2'] -> (9/2 / (((5/4 / 4/7) - 1/3) - 5/3))
[380149] ['1/3', '4/7', '5/3', '5/4', '9/4'] -> ((5/4 / ((4/7 / 1/3) - 5/3)) - 9/4)
[380151] ['1/3', '4/7', '5/3', '5/4', '9/7'] -> (9/7 / ((5/4 / (1/3 + 5/3)) - 4/7))
[380168] ['1/3', '4/7', '5/3', '5/6', '8/7'] -> (8/7 / (1/3 - ((4/7 * 5/6) / 5/3)))
[380173] ['1/3', '4/7', '5/3', '5/6', '9/7'] -> (9/7 / ((5/6 / (5/3 - 1/3)) - 4/7))
[380176] ['1/3', '4/7', '5/3', '5/7', '5/8'] -> ((5/7 / ((4/7 / 1/3) - 5/3)) / 5/8)
[380188] ['1/3', '4/7', '5/3', '5/7', '8/5'] -> ((5/7 / ((4/7 / 1/3) - 5/3)) * 8/5)
[380202] ['1/3', '4/7', '5/3', '5/8', '7/4'] -> ((4/7 / ((5/8 / 5/3) - 1/3)) * 7/4)
[380226] ['1/3', '4/7', '5/3', '5/9', '8/3'] -> (8/3 / (5/3 - ((1/3 + 5/9) / 4/7)))
[380228] ['1/3', '4/7', '5/3', '5/9', '8/7'] -> (8/7 / (5/3 * ((1/3 / 5/9) - 4/7)))
[380246] ['1/3', '4/7', '5/3', '6/5', '8/7'] -> (8/7 / (1/3 - ((4/7 / 5/3) / 6/5)))
[380262] ['1/3', '4/7', '5/3', '6/7', '8/5'] -> (8/5 / (((4/7 / 5/3) / 6/7) - 1/3))
[380266] ['1/3', '4/7', '5/3', '6/7', '9/4'] -> ((6/7 / (4/7 - (1/3 * 5/3))) / 9/4)
[380281] ['1/3', '4/7', '5/3', '7/2', '9/2'] -> (((4/7 + (5/3 / 1/3)) * 7/2) + 9/2)
[380286] ['1/3', '4/7', '5/3', '7/3', '7/3'] -> ((((5/3 + 7/3) - 4/7) / 1/3) * 7/3)
[380287] ['1/3', '4/7', '5/3', '7/3', '7/4'] -> ((((4/7 + 5/3) + 7/3) / 1/3) * 7/4)
[380290] ['1/3', '4/7', '5/3', '7/3', '7/8'] -> ((((5/3 + 7/3) / 1/3) / 4/7) / 7/8)
[380295] ['1/3', '4/7', '5/3', '7/3', '8/9'] -> (8/9 / ((4/7 - (1/3 * 5/3)) * 7/3))
[380299] ['1/3', '4/7', '5/3', '7/3', '9/7'] -> (9/7 / ((5/3 / (1/3 + 7/3)) - 4/7))
[380303] ['1/3', '4/7', '5/3', '7/4', '7/6'] -> (((4/7 / (7/4 - 5/3)) / 1/3) * 7/6)
[380308] ['1/3', '4/7', '5/3', '7/4', '8/7'] -> (8/7 / (((5/3 / 7/4) - 1/3) - 4/7))
[380320] ['1/3', '4/7', '5/3', '7/5', '8/5'] -> (8/5 / (((4/7 / 1/3) - 5/3) * 7/5))
[380331] ['1/3', '4/7', '5/3', '7/6', '8/3'] -> (8/3 / ((4/7 * 7/6) - (1/3 * 5/3)))
[380332] ['1/3', '4/7', '5/3', '7/6', '8/5'] -> (8/5 / (((4/7 * 7/6) / 5/3) - 1/3))
[380355] ['1/3', '4/7', '5/3', '7/9', '8/9'] -> (8/9 / (((4/7 / 1/3) - 5/3) * 7/9))
[380368] ['1/3', '4/7', '5/3', '8/3', '9/7'] -> (((5/3 * 8/3) / (4/7 - 1/3)) * 9/7)
[380378] ['1/3', '4/7', '5/3', '8/7', '8/7'] -> (8/7 / (((8/7 - 4/7) / 1/3) - 5/3))
[380385] ['1/3', '4/7', '5/3', '8/9', '8/9'] -> (8/9 / (1/3 * (5/3 - (8/9 / 4/7))))
[380404] ['1/3', '4/7', '5/3', '9/7', '9/8'] -> ((9/7 / ((4/7 / 1/3) - 5/3)) / 9/8)
