[146280] ['1/2', '3/2', '3/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 3/2) - 1/2)) / 7/8)
[180392] ['1/2', '4/3', '9/4', '9/4', '9/4'] -> (4/3 / (1/2 - ((9/4 / 9/4) / 9/4)))
[180395] ['1/2', '4/3', '9/4', '9/4', '9/8'] -> (((1/2 + 9/4) + 9/4) / (4/3 - 9/8))
[180408] ['1/2', '4/3', '9/7', '9/7', '9/7'] -> (9/7 / (((1/2 + 9/7) / 4/3) - 9/7))
[180411] ['1/2', '4/3', '9/8', '9/8', '9/8'] -> ((1/2 + 9/8) / (4/3 - (9/8 * 9/8)))
[180422] ['1/2', '4/5', '4/5', '4/5', '6/5'] -> (4/5 / (((4/5 * 4/5) / 6/5) - 1/2))
[180427] ['1/2', '4/5', '4/5', '4/5', '7/5'] -> (4/5 / ((1/2 / (7/5 - 4/5)) - 4/5))
[180435] ['1/2', '4/5', '4/5', '4/5', '9/2'] -> (((4/5 + 4/5) * 9/2) / (4/5 - 1/2))
[180440] ['1/2', '4/5', '4/5', '4/7', '4/7'] -> (((4/5 + 4/7) / (4/7 - 1/2)) / 4/5)
[180441] ['1/2', '4/5', '4/5', '4/7', '4/9'] -> ((4/5 / ((1/2 / 4/7) - 4/5)) / 4/9)
[180446] ['1/2', '4/5', '4/5', '4/7', '5/7'] -> (((4/5 / 4/5) + 5/7) / (4/7 - 1/2))
[180456] ['1/2', '4/5', '4/5', '4/7', '7/8'] -> ((4/5 + (4/5 / 7/8)) / (4/7 - 1/2))
[180457] ['1/2', '4/5', '4/5', '4/7', '7/9'] -> ((4/5 / (1/2 - (4/5 * 4/7))) / 7/9)
[180460] ['1/2', '4/5', '4/5', '4/7', '8/7'] -> ((4/5 + (4/5 * 8/7)) / (4/7 - 1/2))
[180463] ['1/2', '4/5', '4/5', '4/7', '9/4'] -> ((4/5 * 9/4) / ((1/2 / 4/7) - 4/5))
[180465] ['1/2', '4/5', '4/5', '4/7', '9/7'] -> ((4/5 * 9/7) / (1/2 - (4/5 * 4/7)))
[180471] ['1/2', '4/5', '4/5', '4/9', '5/6'] -> (((4/5 + 4/5) * 5/6) / (1/2 - 4/9))
[180475] ['1/2', '4/5', '4/5', '4/9', '6/5'] -> (((4/5 + 4/5) / (1/2 - 4/9)) / 6/5)
[180479] ['1/2', '4/5', '4/5', '4/9', '7/4'] -> ((4/5 / 4/9) / ((1/2 * 7/4) - 4/5))
[180493] ['1/2', '4/5', '4/5', '5/2', '5/2'] -> (4/5 / ((5/2 / (1/2 + 5/2)) - 4/5))
[180507] ['1/2', '4/5', '4/5', '5/2', '7/8'] -> ((1/2 + 5/2) / ((4/5 / 4/5) - 7/8))
[180517] ['1/2', '4/5', '4/5', '5/2', '9/8'] -> ((1/2 + 5/2) / (9/8 - (4/5 / 4/5)))
[180523] ['1/2', '4/5', '4/5', '5/3', '5/9'] -> ((4/5 * 5/3) / (1/2 - (4/5 * 5/9)))
[180539] ['1/2', '4/5', '4/5', '5/3', '9/5'] -> ((4/5 * 5/3) / (1/2 - (4/5 / 9/5)))
[180543] ['1/2', '4/5', '4/5', '5/4', '5/6'] -> (5/4 / (5/6 - ((1/2 / 4/5) / 4/5)))
[180568] ['1/2', '4/5', '4/5', '5/6', '5/9'] -> (((4/5 + 4/5) * 5/6) / (5/9 - 1/2))
[180581] ['1/2', '4/5', '4/5', '5/6', '8/9'] -> (((1/2 + 4/5) + 5/6) / (8/9 - 4/5))
[180598] ['1/2', '4/5', '4/5', '5/7', '7/9'] -> (((4/5 / (4/5 - 5/7)) / 1/2) / 7/9)
[180600] ['1/2', '4/5', '4/5', '5/7', '8/5'] -> ((4/5 + 8/5) / (4/5 - (1/2 / 5/7)))
[180605] ['1/2', '4/5', '4/5', '5/7', '9/5'] -> (9/5 / (((1/2 / 4/5) / 5/7) - 4/5))
[180615] ['1/2', '4/5', '4/5', '5/8', '7/5'] -> (((4/5 + 4/5) + 7/5) / (5/8 - 1/2))
[180619] ['1/2', '4/5', '4/5', '5/8', '8/3'] -> ((1/2 / (4/5 - (5/8 / 4/5))) - 8/3)
[180620] ['1/2', '4/5', '4/5', '5/8', '8/5'] -> (((4/5 + 8/5) / 4/5) / (5/8 - 1/2))
[180628] ['1/2', '4/5', '4/5', '5/9', '5/9'] -> (4/5 / (((1/2 * 5/9) + 5/9) - 4/5))
[180629] ['1/2', '4/5', '4/5', '5/9', '6/5'] -> (((4/5 + 4/5) / (5/9 - 1/2)) / 6/5)
[180632] ['1/2', '4/5', '4/5', '5/9', '7/3'] -> (7/3 / ((4/5 - (1/2 / 4/5)) * 5/9))
[180638] ['1/2', '4/5', '4/5', '5/9', '8/3'] -> (8/3 / ((5/9 / 1/2) - (4/5 / 4/5)))
[180639] ['1/2', '4/5', '4/5', '5/9', '8/5'] -> ((4/5 + 8/5) / ((1/2 / 5/9) - 4/5))
[180649] ['1/2', '4/5', '4/5', '6/5', '7/2'] -> ((6/5 / (4/5 - (1/2 / 4/5))) * 7/2)
[180654] ['1/2', '4/5', '4/5', '6/5', '7/8'] -> ((6/5 / 1/2) / (4/5 - (4/5 * 7/8)))
[180658] ['1/2', '4/5', '4/5', '6/5', '8/7'] -> ((6/5 / 1/2) / (4/5 - (4/5 / 8/7)))
[180659] ['1/2', '4/5', '4/5', '6/5', '8/9'] -> ((6/5 / 1/2) / ((4/5 / 8/9) - 4/5))
[180662] ['1/2', '4/5', '4/5', '6/5', '9/5'] -> (9/5 / (((6/5 - 1/2) / 4/5) - 4/5))
[180664] ['1/2', '4/5', '4/5', '6/5', '9/8'] -> ((6/5 / 1/2) / ((4/5 * 9/8) - 4/5))
[180670] ['1/2', '4/5', '4/5', '6/7', '7/6'] -> (((4/5 / (6/7 - 4/5)) / 1/2) / 7/6)
[180674] ['1/2', '4/5', '4/5', '6/7', '8/5'] -> ((8/5 / 1/2) / ((4/5 / 6/7) - 4/5))
[180675] ['1/2', '4/5', '4/5', '6/7', '8/7'] -> ((4/5 + (1/2 * 8/7)) / (6/7 - 4/5))
[180697] ['1/2', '4/5', '4/5', '7/2', '9/8'] -> ((4/5 + (7/2 / 1/2)) / (9/8 - 4/5))
[180698] ['1/2', '4/5', '4/5', '7/3', '7/3'] -> (4/5 / ((1/2 + (4/5 * 7/3)) - 7/3))
[180705] ['1/2', '4/5', '4/5', '7/3', '8/5'] -> (8/5 / (((4/5 / 1/2) + 4/5) - 7/3))
[180708] ['1/2', '4/5', '4/5', '7/3', '9/2'] -> (((4/5 + (4/5 * 7/3)) / 1/2) * 9/2)
[180710] ['1/2', '4/5', '4/5', '7/3', '9/5'] -> ((7/3 / (4/5 - (1/2 / 4/5))) * 9/5)
[180716] ['1/2', '4/5', '4/5', '7/4', '7/8'] -> ((1/2 + 7/4) * (4/5 / (7/8 - 4/5)))
[180717] ['1/2', '4/5', '4/5', '7/4', '7/9'] -> ((4/5 / (1/2 - (4/5 / 7/4))) / 7/9)
[180722] ['1/2', '4/5', '4/5', '7/4', '9/2'] -> ((4/5 * 9/2) / (7/4 - (4/5 / 1/2)))
[180723] ['1/2', '4/5', '4/5', '7/4', '9/4'] -> ((4/5 * 9/4) / ((1/2 * 7/4) - 4/5))
[180724] ['1/2', '4/5', '4/5', '7/4', '9/5'] -> ((9/5 / 1/2) / ((7/4 - 4/5) - 4/5))
[180725] ['1/2', '4/5', '4/5', '7/4', '9/7'] -> ((4/5 * 9/7) / (1/2 - (4/5 / 7/4)))
[180729] ['1/2', '4/5', '4/5', '7/5', '7/8'] -> (((1/2 * 4/5) + 7/5) / (7/8 - 4/5))
[180737] ['1/2', '4/5', '4/5', '7/5', '9/5'] -> (9/5 / (((1/2 * 7/5) / 4/5) - 4/5))
[180738] ['1/2', '4/5', '4/5', '7/5', '9/7'] -> (9/7 / ((1/2 / 4/5) - (4/5 / 7/5)))
[180740] ['1/2', '4/5', '4/5', '7/6', '7/6'] -> (4/5 / ((4/5 / (7/6 - 1/2)) - 7/6))
[180758] ['1/2', '4/5', '4/5', '7/8', '9/2'] -> (((1/2 * 4/5) / (7/8 - 4/5)) * 9/2)
[180759] ['1/2', '4/5', '4/5', '7/8', '9/4'] -> (9/4 / (7/8 - ((1/2 / 4/5) / 4/5)))
[180764] ['1/2', '4/5', '4/5', '7/9', '8/3'] -> ((8/3 / 1/2) / ((4/5 / 4/5) - 7/9))
[180773] ['1/2', '4/5', '4/5', '8/3', '8/3'] -> (4/5 / ((8/3 - (4/5 * 8/3)) - 1/2))
[180776] ['1/2', '4/5', '4/5', '8/3', '8/9'] -> ((4/5 + (1/2 * 8/3)) / (8/9 - 4/5))
[180778] ['1/2', '4/5', '4/5', '8/3', '9/4'] -> ((4/5 + 8/3) / (1/2 - (4/5 / 9/4)))
[180787] ['1/2', '4/5', '4/5', '8/5', '9/5'] -> ((4/5 + 8/5) / ((1/2 * 9/5) - 4/5))
[180794] ['1/2', '4/5', '4/5', '8/7', '9/5'] -> (9/5 / ((4/5 / 8/7) - (1/2 / 4/5)))
[180803] ['1/2', '4/5', '4/5', '9/2', '9/2'] -> ((4/5 * (9/2 + 9/2)) / (4/5 - 1/2))
[180819] ['1/2', '4/5', '4/7', '4/7', '4/9'] -> ((4/7 / ((1/2 / 4/5) - 4/7)) / 4/9)
[180822] ['1/2', '4/5', '4/7', '4/7', '5/4'] -> (((4/5 + 4/7) / (4/7 - 1/2)) * 5/4)
[180824] ['1/2', '4/5', '4/7', '4/7', '5/7'] -> ((4/7 + 5/7) / ((1/2 / 4/5) - 4/7))
[180826] ['1/2', '4/5', '4/7', '4/7', '5/9'] -> ((4/7 / (1/2 - (4/5 * 4/7))) / 5/9)
[180827] ['1/2', '4/5', '4/7', '4/7', '6/5'] -> ((4/5 + 4/7) / (6/5 - (4/7 / 1/2)))
[180835] ['1/2', '4/5', '4/7', '4/7', '7/9'] -> ((4/7 / (1/2 + 4/7)) / (4/5 - 7/9))
[180841] ['1/2', '4/5', '4/7', '4/7', '9/4'] -> ((4/7 / ((1/2 / 4/5) - 4/7)) * 9/4)
[180842] ['1/2', '4/5', '4/7', '4/7', '9/5'] -> ((4/7 * 9/5) / (1/2 - (4/5 * 4/7)))
[180856] ['1/2', '4/5', '4/7', '4/9', '7/3'] -> ((4/7 / ((4/9 / 4/5) - 1/2)) * 7/3)
[180879] ['1/2', '4/5', '4/7', '5/2', '6/7'] -> (((4/5 * 5/2) / (4/7 - 1/2)) * 6/7)
[180880] ['1/2', '4/5', '4/7', '5/2', '7/2'] -> ((((4/5 + 4/7) * 5/2) / 1/2) * 7/2)
[180884] ['1/2', '4/5', '4/7', '5/2', '7/6'] -> (((4/5 * 5/2) / (4/7 - 1/2)) / 7/6)
[180891] ['1/2', '4/5', '4/7', '5/2', '9/2'] -> (9/2 / (((1/2 / 4/7) - 4/5) * 5/2))
[180907] ['1/2', '4/5', '4/7', '5/3', '7/5'] -> (7/5 / (((1/2 * 5/3) - 4/5) / 4/7))
[180918] ['1/2', '4/5', '4/7', '5/3', '9/7'] -> (9/7 / (((4/7 - 1/2) / 4/5) / 5/3))
[180926] ['1/2', '4/5', '4/7', '5/4', '6/7'] -> (6/7 / ((5/4 - (4/7 / 4/5)) - 1/2))
[180939] ['1/2', '4/5', '4/7', '5/4', '9/4'] -> (9/4 / (((1/2 / 4/7) - 4/5) * 5/4))
[180940] ['1/2', '4/5', '4/7', '5/4', '9/5'] -> (9/5 / (1/2 * ((4/5 / 4/7) - 5/4)))
[180952] ['1/2', '4/5', '4/7', '5/6', '7/5'] -> ((4/5 / (1/2 - (4/7 * 5/6))) / 7/5)
[180953] ['1/2', '4/5', '4/7', '5/6', '7/6'] -> ((4/5 / ((1/2 / 5/6) - 4/7)) / 7/6)
[180957] ['1/2', '4/5', '4/7', '5/6', '8/5'] -> (8/5 / (((4/5 / 4/7) - 1/2) - 5/6))
[180961] ['1/2', '4/5', '4/7', '5/6', '9/4'] -> (((1/2 / (5/6 - 4/5)) / 4/7) - 9/4)
[180968] ['1/2', '4/5', '4/7', '5/7', '6/5'] -> (6/5 / ((1/2 + 4/5) - (5/7 / 4/7)))
[180984] ['1/2', '4/5', '4/7', '5/7', '9/7'] -> (9/7 / (((1/2 / 4/7) - 4/5) * 5/7))
[180988] ['1/2', '4/5', '4/7', '5/8', '6/5'] -> (6/5 / ((1/2 * 4/7) * (4/5 - 5/8)))
[181001] ['1/2', '4/5', '4/7', '5/8', '9/2'] -> (9/2 / ((1/2 + 4/7) * (4/5 - 5/8)))
[181002] ['1/2', '4/5', '4/7', '5/8', '9/4'] -> (9/4 / ((1/2 / 4/7) - (5/8 / 4/5)))
[181003] ['1/2', '4/5', '4/7', '5/8', '9/5'] -> (9/5 / (((1/2 * 4/5) / 4/7) - 5/8))
[181004] ['1/2', '4/5', '4/7', '5/8', '9/7'] -> (9/7 / (1/2 - ((4/7 * 5/8) / 4/5)))
[181005] ['1/2', '4/5', '4/7', '5/8', '9/8'] -> (9/8 / (((1/2 / 4/7) - 4/5) * 5/8))
[181010] ['1/2', '4/5', '4/7', '5/9', '7/3'] -> ((4/7 / (1/2 - (4/5 * 5/9))) * 7/3)
[181016] ['1/2', '4/5', '4/7', '5/9', '8/3'] -> (8/3 / (4/7 * ((5/9 / 4/5) - 1/2)))
[181030] ['1/2', '4/5', '4/7', '6/5', '7/5'] -> ((4/5 / (1/2 - (4/7 / 6/5))) / 7/5)
[181032] ['1/2', '4/5', '4/7', '6/5', '7/8'] -> (((6/5 / (4/7 - 1/2)) / 4/5) / 7/8)
[181043] ['1/2', '4/5', '4/7', '6/7', '6/7'] -> (6/7 / (4/7 - ((1/2 * 6/7) / 4/5)))
[181047] ['1/2', '4/5', '4/7', '6/7', '7/5'] -> (7/5 / ((4/5 / 6/7) - (1/2 / 4/7)))
[181071] ['1/2', '4/5', '4/7', '7/2', '9/2'] -> (9/2 / (((1/2 / 4/5) - 4/7) * 7/2))
[181078] ['1/2', '4/5', '4/7', '7/3', '7/5'] -> (7/5 / (7/3 - ((1/2 + 4/5) / 4/7)))
[181101] ['1/2', '4/5', '4/7', '7/4', '9/4'] -> (9/4 / (((1/2 / 4/5) - 4/7) * 7/4))
[181108] ['1/2', '4/5', '4/7', '7/5', '7/9'] -> ((7/5 / ((1/2 / 4/7) - 4/5)) / 7/9)
[181115] ['1/2', '4/5', '4/7', '7/5', '9/5'] -> (9/5 / (((1/2 / 4/5) - 4/7) * 7/5))
[181116] ['1/2', '4/5', '4/7', '7/5', '9/7'] -> ((7/5 / ((1/2 / 4/7) - 4/5)) * 9/7)
[181123] ['1/2', '4/5', '4/7', '7/6', '8/7'] -> (8/7 / ((1/2 + (4/7 / 4/5)) - 7/6))
[181136] ['1/2', '4/5', '4/7', '7/8', '9/2'] -> (9/2 / (((4/7 / 4/5) - 1/2) * 7/8))
[181140] ['1/2', '4/5', '4/7', '7/8', '9/8'] -> (9/8 / (((1/2 / 4/5) - 4/7) * 7/8))
[181152] ['1/2', '4/5', '4/7', '8/3', '8/5'] -> (8/5 / ((4/5 / 4/7) - (1/2 * 8/3)))
[181155] ['1/2', '4/5', '4/7', '8/3', '9/2'] -> ((((8/3 / 4/5) / 4/7) - 1/2) * 9/2)
[181162] ['1/2', '4/5', '4/7', '8/5', '8/9'] -> ((8/5 / ((1/2 / 4/7) - 4/5)) / 8/9)
[181165] ['1/2', '4/5', '4/7', '8/5', '9/5'] -> (9/5 / ((1/2 / 4/7) + (4/5 - 8/5)))
[181167] ['1/2', '4/5', '4/7', '8/5', '9/8'] -> ((8/5 / ((1/2 / 4/7) - 4/5)) * 9/8)
[181169] ['1/2', '4/5', '4/7', '8/7', '8/9'] -> ((8/7 / ((1/2 / 4/5) - 4/7)) / 8/9)
[181170] ['1/2', '4/5', '4/7', '8/7', '9/2'] -> ((8/7 / ((4/7 / 4/5) - 1/2)) * 9/2)
[181172] ['1/2', '4/5', '4/7', '8/7', '9/5'] -> (9/5 / ((1/2 / (8/7 - 4/7)) - 4/5))
[181173] ['1/2', '4/5', '4/7', '8/7', '9/7'] -> (9/7 / (((1/2 / 4/5) + 4/7) - 8/7))
[181174] ['1/2', '4/5', '4/7', '8/7', '9/8'] -> ((8/7 / ((1/2 / 4/5) - 4/7)) * 9/8)
[181193] ['1/2', '4/5', '4/7', '9/7', '9/7'] -> (9/7 / (((1/2 + 4/7) / 4/5) - 9/7))
[181204] ['1/2', '4/5', '4/9', '4/9', '6/5'] -> ((4/5 / 4/9) / (6/5 - (1/2 / 4/9)))
[181216] ['1/2', '4/5', '4/9', '4/9', '8/9'] -> ((4/9 + 8/9) / ((4/9 / 4/5) - 1/2))
[181247] ['1/2', '4/5', '4/9', '5/3', '5/3'] -> (5/3 / (4/9 - ((1/2 / 4/5) / 5/3)))
[181248] ['1/2', '4/5', '4/9', '5/3', '5/4'] -> ((5/3 / ((4/9 / 4/5) - 1/2)) / 5/4)
[181252] ['1/2', '4/5', '4/9', '5/3', '5/9'] -> ((4/9 / ((1/2 * 5/3) - 4/5)) / 5/9)
[181263] ['1/2', '4/5', '4/9', '5/3', '8/5'] -> (8/5 / (1/2 * ((4/5 / 4/9) - 5/3)))
[181268] ['1/2', '4/5', '4/9', '5/3', '9/5'] -> ((4/9 / ((1/2 * 5/3) - 4/5)) * 9/5)
[181276] ['1/2', '4/5', '4/9', '5/4', '6/5'] -> (6/5 / (((4/5 / 4/9) - 1/2) - 5/4))
[181294] ['1/2', '4/5', '4/9', '5/6', '5/6'] -> ((4/5 / (4/9 - (1/2 * 5/6))) * 5/6)
[181296] ['1/2', '4/5', '4/9', '5/6', '5/8'] -> ((5/6 / ((4/9 / 4/5) - 1/2)) / 5/8)
[181301] ['1/2', '4/5', '4/9', '5/6', '7/3'] -> (7/3 / (((5/6 / 4/5) - 1/2) - 4/9))
[181322] ['1/2', '4/5', '4/9', '5/7', '7/3'] -> (((4/5 * 5/7) / (1/2 - 4/9)) * 7/3)
[181339] ['1/2', '4/5', '4/9', '5/8', '6/5'] -> (6/5 / (((4/5 - 1/2) / 4/9) - 5/8))
[181361] ['1/2', '4/5', '4/9', '5/9', '7/3'] -> (7/3 / (4/9 - ((1/2 * 5/9) / 4/5)))
[181374] ['1/2', '4/5', '4/9', '5/9', '9/7'] -> (9/7 / (1/2 - (5/9 / (4/5 + 4/9))))
[181376] ['1/2', '4/5', '4/9', '6/5', '6/5'] -> ((4/5 / (4/9 - (1/2 / 6/5))) / 6/5)
[181390] ['1/2', '4/5', '4/9', '6/5', '9/4'] -> ((4/5 / (6/5 - (1/2 / 4/9))) * 9/4)
[181402] ['1/2', '4/5', '4/9', '6/7', '8/3'] -> (8/3 / (4/5 * ((1/2 / 6/7) - 4/9)))
[181404] ['1/2', '4/5', '4/9', '6/7', '8/7'] -> (8/7 / (((4/9 / 4/5) - 1/2) * 6/7))
[181408] ['1/2', '4/5', '4/9', '6/7', '9/5'] -> ((4/5 / ((4/9 / 6/7) - 1/2)) / 9/5)
[181409] ['1/2', '4/5', '4/9', '6/7', '9/7'] -> (9/7 / ((1/2 / 4/9) - (6/7 / 4/5)))
[181423] ['1/2', '4/5', '4/9', '7/2', '9/4'] -> (((7/2 / (4/5 - 1/2)) / 4/9) - 9/4)
[181428] ['1/2', '4/5', '4/9', '7/3', '7/4'] -> ((7/3 / ((4/9 / 4/5) - 1/2)) / 7/4)
[181429] ['1/2', '4/5', '4/9', '7/3', '7/5'] -> (((4/5 * 7/3) / (1/2 - 4/9)) / 7/5)
[181438] ['1/2', '4/5', '4/9', '7/3', '9/4'] -> ((7/3 / ((4/9 / 1/2) - 4/5)) - 9/4)
[181448] ['1/2', '4/5', '4/9', '7/4', '8/5'] -> (8/5 / (4/9 * (7/4 - (4/5 / 1/2))))
[181470] ['1/2', '4/5', '4/9', '7/6', '7/8'] -> ((7/6 / ((4/9 / 4/5) - 1/2)) / 7/8)
[181474] ['1/2', '4/5', '4/9', '7/6', '8/7'] -> ((7/6 / ((4/9 / 4/5) - 1/2)) * 8/7)
[181478] ['1/2', '4/5', '4/9', '7/6', '9/5'] -> ((4/5 / ((4/9 * 7/6) - 1/2)) / 9/5)
[181483] ['1/2', '4/5', '4/9', '7/8', '8/3'] -> (8/3 / (4/9 * (7/8 - (1/2 / 4/5))))
[181484] ['1/2', '4/5', '4/9', '7/8', '8/5'] -> (((1/2 / (7/8 - 4/5)) / 4/9) * 8/5)
[181493] ['1/2', '4/5', '4/9', '7/9', '8/3'] -> (8/3 / (1/2 * (7/9 - (4/9 / 4/5))))
[181499] ['1/2', '4/5', '4/9', '7/9', '9/5'] -> (9/5 / (((1/2 * 7/9) / 4/9) - 4/5))
[181500] ['1/2', '4/5', '4/9', '7/9', '9/7'] -> (9/7 / ((1/2 / 4/5) - (4/9 / 7/9)))
[181516] ['1/2', '4/5', '4/9', '8/5', '9/5'] -> (((4/5 + 8/5) / (1/2 - 4/9)) / 9/5)
[181529] ['1/2', '4/5', '4/9', '8/9', '9/5'] -> (9/5 / (((8/9 - 1/2) / 4/9) - 4/5))
[181544] ['1/2', '4/5', '4/9', '9/7', '9/7'] -> (9/7 / ((1/2 / 4/5) - (4/9 * 9/7)))
[181548] ['1/2', '4/5', '5/2', '5/2', '5/3'] -> (5/2 / (5/3 - ((1/2 * 5/2) / 4/5)))
[181552] ['1/2', '4/5', '5/2', '5/2', '5/8'] -> ((4/5 + (5/2 / 5/8)) / (1/2 / 5/2))
[181557] ['1/2', '4/5', '5/2', '5/2', '7/3'] -> (((4/5 * 5/2) / 1/2) / (5/2 - 7/3))
[181560] ['1/2', '4/5', '5/2', '5/2', '7/6'] -> ((4/5 * 5/2) / ((1/2 * 5/2) - 7/6))
[181567] ['1/2', '4/5', '5/2', '5/2', '9/2'] -> ((5/2 + 5/2) * ((4/5 + 9/2) - 1/2))
[181576] ['1/2', '4/5', '5/2', '5/3', '5/8'] -> ((1/2 / ((5/2 - 4/5) - 5/3)) / 5/8)
[181599] ['1/2', '4/5', '5/2', '5/4', '5/8'] -> ((4/5 * (5/2 + 5/4)) / (5/8 - 1/2))
[181601] ['1/2', '4/5', '5/2', '5/4', '6/5'] -> (6/5 / (((1/2 + 4/5) + 5/4) - 5/2))
[181621] ['1/2', '4/5', '5/2', '5/6', '5/8'] -> ((5/2 / ((4/5 * 5/6) - 1/2)) / 5/8)
[181650] ['1/2', '4/5', '5/2', '5/7', '7/6'] -> ((5/2 / (5/7 - (1/2 / 4/5))) / 7/6)
[181662] ['1/2', '4/5', '5/2', '5/8', '5/8'] -> ((5/2 + (4/5 * 5/8)) / (5/8 - 1/2))
[181663] ['1/2', '4/5', '5/2', '5/8', '5/9'] -> (((5/2 / (4/5 - 1/2)) / 5/8) / 5/9)
[181664] ['1/2', '4/5', '5/2', '5/8', '6/5'] -> (6/5 / ((4/5 - (5/8 / 5/2)) - 1/2))
[181669] ['1/2', '4/5', '5/2', '5/8', '7/5'] -> (((1/2 + 5/2) / (4/5 - 5/8)) * 7/5)
[181677] ['1/2', '4/5', '5/2', '5/8', '9/2'] -> (9/2 / (1/2 - ((5/8 / 4/5) / 5/2)))
[181679] ['1/2', '4/5', '5/2', '5/8', '9/5'] -> (((5/2 / (4/5 - 1/2)) / 5/8) * 9/5)
[181693] ['1/2', '4/5', '5/2', '5/9', '8/5'] -> (((5/2 / (4/5 - 1/2)) / 5/9) * 8/5)
[181710] ['1/2', '4/5', '5/2', '6/5', '8/3'] -> ((((4/5 + 5/2) + 6/5) / 1/2) * 8/3)
[181743] ['1/2', '4/5', '5/2', '7/2', '8/3'] -> (((4/5 * 5/2) + (7/2 / 1/2)) * 8/3)
[181744] ['1/2', '4/5', '5/2', '7/2', '8/5'] -> ((((5/2 + 7/2) / 1/2) / 4/5) * 8/5)
[181785] ['1/2', '4/5', '5/2', '7/5', '8/3'] -> ((5/2 * (4/5 + (7/5 / 1/2))) * 8/3)
[181789] ['1/2', '4/5', '5/2', '7/5', '9/2'] -> ((4/5 / (7/5 - (1/2 * 5/2))) * 9/2)
[181791] ['1/2', '4/5', '5/2', '7/5', '9/5'] -> ((4/5 / ((7/5 / 5/2) - 1/2)) * 9/5)
[181813] ['1/2', '4/5', '5/2', '7/8', '9/4'] -> (9/4 / ((1/2 * 5/2) * (7/8 - 4/5)))
[181819] ['1/2', '4/5', '5/2', '7/9', '8/5'] -> (8/5 / ((1/2 + 5/2) * (4/5 - 7/9)))
[181849] ['1/2', '4/5', '5/2', '8/7', '9/7'] -> (9/7 / ((1/2 - (8/7 / 5/2)) / 4/5))
[181866] ['1/2', '4/5', '5/2', '9/5', '9/5'] -> (9/5 / ((5/2 - (1/2 / 4/5)) - 9/5))
[181876] ['1/2', '4/5', '5/3', '5/3', '5/8'] -> (((4/5 * 5/3) + 5/3) / (5/8 - 1/2))
[181887] ['1/2', '4/5', '5/3', '5/3', '8/3'] -> ((8/3 / 5/3) / (5/3 - (4/5 / 1/2)))
[181891] ['1/2', '4/5', '5/3', '5/3', '9/2'] -> (((4/5 * (5/3 + 5/3)) / 1/2) * 9/2)
[181896] ['1/2', '4/5', '5/3', '5/4', '5/4'] -> ((5/4 / 1/2) / (5/3 - (5/4 / 4/5)))
[181911] ['1/2', '4/5', '5/3', '5/4', '8/5'] -> (8/5 / (4/5 * ((1/2 + 5/4) - 5/3)))
[181914] ['1/2', '4/5', '5/3', '5/4', '9/2'] -> (((5/3 + (4/5 * 5/4)) / 1/2) * 9/2)
[181921] ['1/2', '4/5', '5/3', '5/6', '5/8'] -> ((1/2 / ((5/3 - 4/5) - 5/6)) / 5/8)
[181922] ['1/2', '4/5', '5/3', '5/6', '5/9'] -> (((1/2 / (5/6 - 4/5)) - 5/3) / 5/9)
[181932] ['1/2', '4/5', '5/3', '5/6', '8/3'] -> (((1/2 / (5/6 - 4/5)) / 5/3) * 8/3)
[181933] ['1/2', '4/5', '5/3', '5/6', '8/5'] -> ((1/2 * 8/5) / ((5/3 - 4/5) - 5/6))
[181938] ['1/2', '4/5', '5/3', '5/6', '9/5'] -> (((1/2 / (5/6 - 4/5)) - 5/3) * 9/5)
[181945] ['1/2', '4/5', '5/3', '5/7', '6/7'] -> (6/7 / (((5/7 / 4/5) / 5/3) - 1/2))
[181960] ['1/2', '4/5', '5/3', '5/7', '9/7'] -> (9/7 / ((5/7 - (1/2 / 4/5)) / 5/3))
[181964] ['1/2', '4/5', '5/3', '5/8', '6/5'] -> (6/5 / (4/5 - ((5/8 / 1/2) / 5/3)))
[181966] ['1/2', '4/5', '5/3', '5/8', '7/2'] -> (7/2 / ((1/2 * 5/3) * (4/5 - 5/8)))
[181974] ['1/2', '4/5', '5/3', '5/8', '8/5'] -> (8/5 / ((5/3 - (1/2 / 5/8)) - 4/5))
[181978] ['1/2', '4/5', '5/3', '5/8', '9/4'] -> (((4/5 * 5/3) / (5/8 - 1/2)) * 9/4)
[181979] ['1/2', '4/5', '5/3', '5/8', '9/5'] -> (9/5 / ((1/2 + (5/8 / 5/3)) - 4/5))
[181992] ['1/2', '4/5', '5/3', '5/9', '8/3'] -> (8/3 / (((1/2 * 4/5) * 5/3) - 5/9))
[181993] ['1/2', '4/5', '5/3', '5/9', '8/5'] -> (8/5 / ((1/2 * 4/5) - (5/9 / 5/3)))
[181995] ['1/2', '4/5', '5/3', '5/9', '8/9'] -> (8/9 / ((5/3 - (4/5 / 1/2)) * 5/9))
[182003] ['1/2', '4/5', '5/3', '6/5', '7/2'] -> ((1/2 + 7/2) / (5/3 - (6/5 / 4/5)))
[182023] ['1/2', '4/5', '5/3', '6/7', '7/5'] -> ((4/5 / (6/7 - (1/2 * 5/3))) / 7/5)
[182029] ['1/2', '4/5', '5/3', '6/7', '8/7'] -> (8/7 / ((1/2 * 5/3) * (6/7 - 4/5)))
