[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[860707] ['1/6', '3/8', '7/6', '7/9', '9/4'] -> ((((7/9 / 1/6) / 3/8) / 7/6) * 9/4)
[860709] ['1/6', '3/8', '7/6', '7/9', '9/7'] -> (9/7 / ((1/6 / (7/6 - 7/9)) - 3/8))
[860711] ['1/6', '3/8', '7/6', '8/3', '8/3'] -> (8/3 / ((8/3 / 3/8) - (7/6 / 1/6)))
[860723] ['1/6', '3/8', '7/6', '8/5', '9/2'] -> (9/2 / (((7/6 / 8/5) - 1/6) - 3/8))
[860734] ['1/6', '3/8', '7/6', '8/7', '9/8'] -> (9/8 / (((1/6 * 3/8) / 7/6) / 8/7))
[860738] ['1/6', '3/8', '7/6', '8/9', '9/5'] -> ((((7/6 / 3/8) - 8/9) / 1/6) * 9/5)
[860743] ['1/6', '3/8', '7/6', '9/2', '9/5'] -> (((1/6 + 7/6) + (9/2 / 3/8)) * 9/5)
[860755] ['1/6', '3/8', '7/6', '9/8', '9/8'] -> (9/8 / (3/8 * ((1/6 + 9/8) - 7/6)))
[860760] ['1/6', '3/8', '7/8', '7/8', '8/7'] -> (8/7 / ((3/8 / (7/8 + 7/8)) - 1/6))
[860764] ['1/6', '3/8', '7/8', '7/8', '9/5'] -> ((7/8 / 7/8) / ((3/8 / 9/5) - 1/6))
[860766] ['1/6', '3/8', '7/8', '7/8', '9/8'] -> ((7/8 + 9/8) / (1/6 * (7/8 - 3/8)))
[860772] ['1/6', '3/8', '7/8', '7/9', '9/2'] -> (9/2 / (3/8 - ((1/6 * 7/8) / 7/9)))
[860775] ['1/6', '3/8', '7/8', '7/9', '9/7'] -> (9/7 / (1/6 / ((7/8 / 3/8) + 7/9)))
[860778] ['1/6', '3/8', '7/8', '8/3', '8/5'] -> (((3/8 + (7/8 / 1/6)) * 8/3) * 8/5)
[860781] ['1/6', '3/8', '7/8', '8/3', '9/2'] -> (9/2 / ((3/8 * (1/6 + 8/3)) - 7/8))
[860786] ['1/6', '3/8', '7/8', '8/5', '8/5'] -> ((((7/8 * 8/5) / 1/6) / 3/8) + 8/5)
[860802] ['1/6', '3/8', '7/8', '8/9', '9/2'] -> (9/2 / ((3/8 * 8/9) - (1/6 * 7/8)))
[860803] ['1/6', '3/8', '7/8', '8/9', '9/4'] -> (((8/9 / (7/8 - 3/8)) / 1/6) * 9/4)
[860811] ['1/6', '3/8', '7/8', '9/2', '9/8'] -> (9/8 / (3/8 * (7/8 - (1/6 * 9/2))))
[860816] ['1/6', '3/8', '7/8', '9/5', '9/5'] -> (9/5 / (7/8 - ((1/6 * 9/5) / 3/8)))
[860826] ['1/6', '3/8', '7/9', '7/9', '8/9'] -> ((((7/9 + 7/9) / 1/6) / 3/8) - 8/9)
[860832] ['1/6', '3/8', '7/9', '8/3', '8/3'] -> (8/3 / (1/6 * (3/8 + (7/9 / 8/3))))
[860835] ['1/6', '3/8', '7/9', '8/3', '8/9'] -> (8/9 / (1/6 * ((3/8 * 8/3) - 7/9)))
[860836] ['1/6', '3/8', '7/9', '8/3', '9/2'] -> ((((7/9 / 1/6) - 8/3) / 3/8) * 9/2)
[860837] ['1/6', '3/8', '7/9', '8/3', '9/4'] -> (((7/9 + (3/8 * 8/3)) / 1/6) * 9/4)
[860841] ['1/6', '3/8', '7/9', '8/5', '8/5'] -> (8/5 / (7/9 - ((1/6 * 8/5) / 3/8)))
[860851] ['1/6', '3/8', '7/9', '8/7', '9/2'] -> (9/2 / (3/8 - ((1/6 / 7/9) / 8/7)))
[860859] ['1/6', '3/8', '7/9', '8/9', '9/5'] -> ((((7/9 / 1/6) / 3/8) + 8/9) * 9/5)
[860867] ['1/6', '3/8', '7/9', '9/4', '9/4'] -> (((7/9 / 1/6) + (9/4 / 3/8)) * 9/4)
[860872] ['1/6', '3/8', '7/9', '9/5', '9/7'] -> (9/7 / (((3/8 / 9/5) - 1/6) / 7/9))
[860877] ['1/6', '3/8', '8/3', '8/3', '8/3'] -> ((((8/3 / 3/8) - 8/3) / 1/6) - 8/3)
[860882] ['1/6', '3/8', '8/3', '8/3', '9/4'] -> ((8/3 + 8/3) * ((3/8 / 1/6) + 9/4))
[860883] ['1/6', '3/8', '8/3', '8/3', '9/5'] -> ((8/3 / 8/3) / ((3/8 / 9/5) - 1/6))
[860886] ['1/6', '3/8', '8/3', '8/5', '8/5'] -> (8/5 / ((1/6 * 3/8) * (8/3 - 8/5)))
[860890] ['1/6', '3/8', '8/3', '8/5', '9/4'] -> ((((8/3 - 1/6) * 8/5) / 3/8) * 9/4)
[860910] ['1/6', '3/8', '8/3', '9/2', '9/7'] -> (9/7 / (3/8 / ((8/3 + 9/2) - 1/6)))
[860912] ['1/6', '3/8', '8/3', '9/4', '9/4'] -> (9/4 / (3/8 * ((8/3 - 1/6) - 9/4)))
[860918] ['1/6', '3/8', '8/3', '9/5', '9/8'] -> (9/8 / ((1/6 - (3/8 / 8/3)) * 9/5))
[860920] ['1/6', '3/8', '8/3', '9/7', '9/8'] -> (9/8 / (((3/8 / 9/7) - 1/6) / 8/3))
[860924] ['1/6', '3/8', '8/5', '8/5', '8/9'] -> ((((8/5 / 1/6) - 8/5) / 3/8) / 8/9)
[860925] ['1/6', '3/8', '8/5', '8/5', '9/2'] -> (((8/5 / 1/6) - (8/5 / 3/8)) * 9/2)
[860927] ['1/6', '3/8', '8/5', '8/5', '9/5'] -> (((8/5 + 8/5) / 1/6) + (9/5 / 3/8))
[860929] ['1/6', '3/8', '8/5', '8/5', '9/8'] -> ((((8/5 / 1/6) - 8/5) / 3/8) * 9/8)
[860940] ['1/6', '3/8', '8/5', '8/9', '9/5'] -> (9/5 / (3/8 - ((1/6 * 8/5) / 8/9)))
[860942] ['1/6', '3/8', '8/5', '8/9', '9/8'] -> (9/8 / ((3/8 / 8/5) - (1/6 / 8/9)))
[860943] ['1/6', '3/8', '8/5', '9/2', '9/2'] -> (9/2 / ((1/6 / 8/5) + (3/8 / 9/2)))
[860944] ['1/6', '3/8', '8/5', '9/2', '9/4'] -> (9/4 / (((1/6 * 9/2) / 8/5) - 3/8))
[860949] ['1/6', '3/8', '8/5', '9/4', '9/5'] -> ((8/5 * (3/8 + (9/4 / 1/6))) + 9/5)
[860954] ['1/6', '3/8', '8/5', '9/5', '9/8'] -> (9/8 / ((3/8 - (1/6 * 9/5)) / 8/5))
[860957] ['1/6', '3/8', '8/5', '9/8', '9/8'] -> (9/8 / ((3/8 / 8/5) - (1/6 * 9/8)))
[860958] ['1/6', '3/8', '8/7', '8/7', '8/7'] -> ((((8/7 / 3/8) + 8/7) / 1/6) - 8/7)
[860959] ['1/6', '3/8', '8/7', '8/7', '8/9'] -> ((((8/7 / 1/6) + 8/7) / 3/8) / 8/9)
[860964] ['1/6', '3/8', '8/7', '8/7', '9/8'] -> ((((8/7 / 1/6) + 8/7) / 3/8) * 9/8)
[860966] ['1/6', '3/8', '8/7', '8/9', '9/2'] -> (9/2 / ((3/8 * 8/9) - (1/6 / 8/7)))
[860987] ['1/6', '3/8', '8/9', '8/9', '9/2'] -> ((8/9 / ((3/8 * 8/9) - 1/6)) * 9/2)
[860989] ['1/6', '3/8', '8/9', '8/9', '9/5'] -> ((((8/9 / 1/6) / 3/8) - 8/9) * 9/5)
[860996] ['1/6', '3/8', '8/9', '9/2', '9/8'] -> ((9/2 / ((3/8 * 8/9) - 1/6)) / 9/8)
[861003] ['1/6', '3/8', '8/9', '9/5', '9/8'] -> (9/8 / (((3/8 / 9/5) - 1/6) / 8/9))
[861022] ['1/6', '3/8', '9/4', '9/4', '9/4'] -> ((((9/4 / 1/6) - 9/4) - 9/4) / 3/8)
[861032] ['1/6', '3/8', '9/5', '9/5', '9/5'] -> ((9/5 / ((3/8 / 9/5) - 1/6)) / 9/5)
[861034] ['1/6', '3/8', '9/5', '9/5', '9/8'] -> ((((9/5 / 1/6) / 3/8) - 9/5) / 9/8)
[861035] ['1/6', '3/8', '9/5', '9/7', '9/7'] -> ((9/7 / ((3/8 / 9/5) - 1/6)) / 9/7)
[861037] ['1/6', '3/8', '9/5', '9/8', '9/8'] -> ((9/8 / ((3/8 / 9/5) - 1/6)) / 9/8)
[861038] ['1/6', '3/8', '9/7', '9/7', '9/7'] -> (9/7 / ((1/6 * (9/7 + 9/7)) - 3/8))
[861042] ['1/6', '4/3', '4/3', '4/3', '4/3'] -> ((4/3 / (4/3 - (4/3 / 4/3))) / 1/6)
[861046] ['1/6', '4/3', '4/3', '4/3', '5/2'] -> ((4/3 / 4/3) + ((4/3 + 5/2) / 1/6))
[861053] ['1/6', '4/3', '4/3', '4/3', '6/5'] -> (4/3 / ((4/3 - (4/3 / 6/5)) - 1/6))
[861054] ['1/6', '4/3', '4/3', '4/3', '6/7'] -> (4/3 / (((4/3 / 6/7) - 1/6) - 4/3))
[861055] ['1/6', '4/3', '4/3', '4/3', '7/2'] -> (((4/3 / (4/3 + 4/3)) + 7/2) / 1/6)
[861056] ['1/6', '4/3', '4/3', '4/3', '7/3'] -> ((4/3 / ((4/3 + 4/3) - 7/3)) / 1/6)
[861060] ['1/6', '4/3', '4/3', '4/3', '7/8'] -> (4/3 / ((4/3 * (1/6 + 7/8)) - 4/3))
[861075] ['1/6', '4/3', '4/3', '4/5', '5/3'] -> (((4/3 + (4/3 * 4/5)) / 1/6) * 5/3)
[861077] ['1/6', '4/3', '4/3', '4/5', '5/6'] -> ((((4/3 + 4/3) / 1/6) / 4/5) / 5/6)
[861079] ['1/6', '4/3', '4/3', '4/5', '5/8'] -> (((4/3 / (4/3 - 4/5)) / 1/6) / 5/8)
[861080] ['1/6', '4/3', '4/3', '4/5', '5/9'] -> ((((4/3 * 4/3) / 1/6) / 4/5) / 5/9)
[861083] ['1/6', '4/3', '4/3', '4/5', '7/2'] -> ((4/3 + (4/3 / 4/5)) + (7/2 / 1/6))
[861085] ['1/6', '4/3', '4/3', '4/5', '7/4'] -> (((4/3 / 1/6) / 4/5) / (7/4 - 4/3))
[861099] ['1/6', '4/3', '4/3', '4/7', '4/7'] -> ((4/3 / (4/3 - (4/7 / 4/7))) / 1/6)
[861105] ['1/6', '4/3', '4/3', '4/7', '5/7'] -> ((4/3 + (4/3 * 5/7)) / (1/6 * 4/7))
[861116] ['1/6', '4/3', '4/3', '4/7', '7/9'] -> ((((4/3 * 4/3) / 1/6) / 4/7) / 7/9)
[861121] ['1/6', '4/3', '4/3', '4/7', '9/2'] -> ((((4/3 / 1/6) + 4/3) * 4/7) * 9/2)
[861127] ['1/6', '4/3', '4/3', '4/9', '5/2'] -> (((4/3 + 4/3) * 5/2) / (4/9 - 1/6))
[861128] ['1/6', '4/3', '4/3', '4/9', '5/3'] -> ((4/9 / 1/6) / ((4/3 * 4/3) - 5/3))
[861129] ['1/6', '4/3', '4/3', '4/9', '5/4'] -> (((4/9 / 1/6) / 4/3) / (4/3 - 5/4))
[861132] ['1/6', '4/3', '4/3', '4/9', '5/8'] -> ((((4/3 / 1/6) - 4/3) / 4/9) / 5/8)
[861137] ['1/6', '4/3', '4/3', '4/9', '7/3'] -> (((4/3 * 7/3) - 4/3) / (1/6 * 4/9))
[861140] ['1/6', '4/3', '4/3', '4/9', '7/6'] -> ((4/3 + (4/9 / 1/6)) / (4/3 - 7/6))
[861141] ['1/6', '4/3', '4/3', '4/9', '7/8'] -> ((((4/3 / 1/6) + 4/3) / 4/9) / 7/8)
[861144] ['1/6', '4/3', '4/3', '4/9', '8/5'] -> ((((4/3 / 1/6) - 4/3) / 4/9) * 8/5)
[861145] ['1/6', '4/3', '4/3', '4/9', '8/7'] -> ((((4/3 / 1/6) + 4/3) / 4/9) * 8/7)
[861150] ['1/6', '4/3', '4/3', '4/9', '9/7'] -> ((((4/3 + 4/3) + 4/9) / 1/6) * 9/7)
[861151] ['1/6', '4/3', '4/3', '4/9', '9/8'] -> (4/9 / ((1/6 + (4/3 / 9/8)) - 4/3))
[861152] ['1/6', '4/3', '4/3', '5/2', '5/2'] -> ((4/3 / 1/6) / (4/3 - (5/2 / 5/2)))
[861154] ['1/6', '4/3', '4/3', '5/2', '5/4'] -> (((1/6 + 5/2) / 4/3) / (4/3 - 5/4))
[861155] ['1/6', '4/3', '4/3', '5/2', '5/6'] -> (5/2 * ((4/3 / 1/6) + (4/3 / 5/6)))
[861159] ['1/6', '4/3', '4/3', '5/2', '6/5'] -> (((4/3 / 1/6) / 5/2) / (4/3 - 6/5))
[861160] ['1/6', '4/3', '4/3', '5/2', '6/7'] -> (((4/3 + (4/3 * 5/2)) / 1/6) * 6/7)
[861161] ['1/6', '4/3', '4/3', '5/2', '7/2'] -> (((4/3 * 7/2) / 1/6) / (5/2 - 4/3))
[861162] ['1/6', '4/3', '4/3', '5/2', '7/3'] -> ((((4/3 + 5/2) / 1/6) - 4/3) + 7/3)
[861166] ['1/6', '4/3', '4/3', '5/2', '7/8'] -> ((((4/3 / 4/3) + 5/2) / 1/6) / 7/8)
[861167] ['1/6', '4/3', '4/3', '5/2', '7/9'] -> ((((4/3 * 5/2) / 1/6) - 4/3) / 7/9)
[861170] ['1/6', '4/3', '4/3', '5/2', '8/7'] -> ((((4/3 / 4/3) + 5/2) / 1/6) * 8/7)
[861175] ['1/6', '4/3', '4/3', '5/2', '9/7'] -> ((((4/3 * 5/2) / 1/6) - 4/3) * 9/7)
[861176] ['1/6', '4/3', '4/3', '5/2', '9/8'] -> ((4/3 + ((4/3 * 5/2) / 1/6)) * 9/8)
[861183] ['1/6', '4/3', '4/3', '5/3', '6/5'] -> ((4/3 / ((1/6 + 6/5) - 4/3)) / 5/3)
[861186] ['1/6', '4/3', '4/3', '5/3', '7/3'] -> ((5/3 / 1/6) / ((7/3 / 4/3) - 4/3))
[861188] ['1/6', '4/3', '4/3', '5/3', '7/5'] -> (((4/3 / 4/3) + 7/5) / (1/6 / 5/3))
[861191] ['1/6', '4/3', '4/3', '5/3', '7/9'] -> (((4/3 * 5/3) / 1/6) / (4/3 - 7/9))
[861193] ['1/6', '4/3', '4/3', '5/3', '8/5'] -> (5/3 * (((4/3 + 4/3) / 1/6) - 8/5))
[861195] ['1/6', '4/3', '4/3', '5/3', '8/9'] -> (((4/3 + (4/3 * 5/3)) / 1/6) / 8/9)
[861197] ['1/6', '4/3', '4/3', '5/3', '9/4'] -> ((5/3 / 1/6) / ((4/3 + 4/3) - 9/4))
[861200] ['1/6', '4/3', '4/3', '5/3', '9/8'] -> (((4/3 + (4/3 * 5/3)) / 1/6) * 9/8)
[861206] ['1/6', '4/3', '4/3', '5/4', '6/5'] -> ((((4/3 + 4/3) * 5/4) / 1/6) * 6/5)
[861210] ['1/6', '4/3', '4/3', '5/4', '7/4'] -> (((4/3 * 5/4) / 1/6) / (7/4 - 4/3))
[861216] ['1/6', '4/3', '4/3', '5/4', '8/5'] -> (((4/3 / 1/6) / 5/4) / (8/5 - 4/3))
[861221] ['1/6', '4/3', '4/3', '5/4', '9/5'] -> ((((4/3 * 4/3) * 5/4) / 1/6) * 9/5)
[861227] ['1/6', '4/3', '4/3', '5/6', '5/9'] -> ((((4/3 + 4/3) * 5/6) / 1/6) / 5/9)
[861231] ['1/6', '4/3', '4/3', '5/6', '7/3'] -> (((4/3 / 4/3) + 7/3) / (1/6 * 5/6))
[861234] ['1/6', '4/3', '4/3', '5/6', '7/6'] -> (((4/3 * (4/3 + 7/6)) / 1/6) / 5/6)
[861235] ['1/6', '4/3', '4/3', '5/6', '7/8'] -> ((((4/3 + 4/3) + 5/6) / 1/6) / 7/8)
[861238] ['1/6', '4/3', '4/3', '5/6', '8/5'] -> (8/5 / (((4/3 - 1/6) / 5/6) - 4/3))
[861239] ['1/6', '4/3', '4/3', '5/6', '8/7'] -> ((((4/3 + 4/3) + 5/6) / 1/6) * 8/7)
[861240] ['1/6', '4/3', '4/3', '5/6', '8/9'] -> ((8/9 / 1/6) / (4/3 - (4/3 * 5/6)))
[861241] ['1/6', '4/3', '4/3', '5/6', '9/2'] -> ((((4/3 * 5/6) / 1/6) - 4/3) * 9/2)
[861243] ['1/6', '4/3', '4/3', '5/6', '9/5'] -> ((((4/3 + 4/3) * 5/6) / 1/6) * 9/5)
[861246] ['1/6', '4/3', '4/3', '5/7', '5/7'] -> ((4/3 / 1/6) / (4/3 - (5/7 / 5/7)))
[861252] ['1/6', '4/3', '4/3', '5/7', '7/3'] -> ((((4/3 / 4/3) + 5/7) / 1/6) * 7/3)
[861253] ['1/6', '4/3', '4/3', '5/7', '7/4'] -> (((4/3 + (4/3 * 5/7)) / 1/6) * 7/4)
[861259] ['1/6', '4/3', '4/3', '5/7', '8/5'] -> ((((4/3 + 4/3) / 1/6) / 5/7) + 8/5)
[861264] ['1/6', '4/3', '4/3', '5/7', '9/5'] -> (((4/3 / 1/6) / 5/7) / (9/5 - 4/3))
[861267] ['1/6', '4/3', '4/3', '5/8', '5/8'] -> ((4/3 / 1/6) / (4/3 - (5/8 / 5/8)))
[861274] ['1/6', '4/3', '4/3', '5/8', '7/5'] -> ((4/3 + (1/6 / 5/8)) / (7/5 - 4/3))
[861279] ['1/6', '4/3', '4/3', '5/8', '8/5'] -> ((((4/3 + 4/3) / 1/6) / 5/8) - 8/5)
[861283] ['1/6', '4/3', '4/3', '5/8', '9/4'] -> ((((4/3 / 1/6) - 4/3) / 5/8) * 9/4)
[861286] ['1/6', '4/3', '4/3', '5/8', '9/8'] -> (((4/3 * 5/8) / 1/6) / (4/3 - 9/8))
[861288] ['1/6', '4/3', '4/3', '5/9', '6/5'] -> ((((4/3 + 4/3) / 1/6) / 5/9) / 6/5)
[861291] ['1/6', '4/3', '4/3', '5/9', '7/3'] -> (((4/3 * 7/3) / 1/6) / (4/3 - 5/9))
[861293] ['1/6', '4/3', '4/3', '5/9', '7/5'] -> ((4/3 / 5/9) / ((1/6 + 4/3) - 7/5))
[861301] ['1/6', '4/3', '4/3', '5/9', '9/2'] -> ((4/3 * 9/2) / ((5/9 / 4/3) - 1/6))
[861312] ['1/6', '4/3', '4/3', '6/5', '7/6'] -> (((4/3 * 6/5) / 1/6) * (4/3 + 7/6))
[861315] ['1/6', '4/3', '4/3', '6/5', '8/3'] -> ((4/3 + (8/3 / 4/3)) / (1/6 / 6/5))
[861318] ['1/6', '4/3', '4/3', '6/5', '8/9'] -> ((8/9 / 1/6) / (4/3 - (4/3 / 6/5)))
[861319] ['1/6', '4/3', '4/3', '6/5', '9/2'] -> ((((4/3 / 1/6) / 6/5) - 4/3) * 9/2)
[861324] ['1/6', '4/3', '4/3', '6/7', '6/7'] -> ((4/3 / 1/6) / (4/3 - (6/7 / 6/7)))
[861327] ['1/6', '4/3', '4/3', '6/7', '7/4'] -> ((((4/3 + 4/3) * 6/7) / 1/6) * 7/4)
[861331] ['1/6', '4/3', '4/3', '6/7', '7/9'] -> ((((4/3 + 4/3) / 1/6) / 6/7) / 7/9)
[861334] ['1/6', '4/3', '4/3', '6/7', '8/7'] -> (8/7 / (4/3 - ((1/6 + 4/3) * 6/7)))
[861335] ['1/6', '4/3', '4/3', '6/7', '8/9'] -> ((8/9 / 1/6) / ((4/3 / 6/7) - 4/3))
[861337] ['1/6', '4/3', '4/3', '6/7', '9/4'] -> ((4/3 + ((4/3 / 1/6) / 6/7)) * 9/4)
[861339] ['1/6', '4/3', '4/3', '6/7', '9/7'] -> ((((4/3 + 4/3) / 1/6) / 6/7) * 9/7)
[861341] ['1/6', '4/3', '4/3', '7/2', '7/2'] -> ((4/3 / 1/6) / (4/3 - (7/2 / 7/2)))
[861349] ['1/6', '4/3', '4/3', '7/2', '8/5'] -> (((7/2 - (4/3 / 4/3)) / 1/6) * 8/5)
[861351] ['1/6', '4/3', '4/3', '7/2', '8/9'] -> ((((4/3 / 4/3) + 7/2) / 1/6) * 8/9)
[861352] ['1/6', '4/3', '4/3', '7/2', '9/2'] -> ((((4/3 + 4/3) / 1/6) + 7/2) + 9/2)
[861353] ['1/6', '4/3', '4/3', '7/2', '9/4'] -> ((((4/3 + 7/2) / 1/6) / 4/3) + 9/4)
[861357] ['1/6', '4/3', '4/3', '7/3', '7/3'] -> ((4/3 / (4/3 - (7/3 / 7/3))) / 1/6)
[861362] ['1/6', '4/3', '4/3', '7/3', '7/9'] -> (7/3 / (((4/3 - 1/6) / 4/3) - 7/9))
[861364] ['1/6', '4/3', '4/3', '7/3', '8/5'] -> (((4/3 / 4/3) + (7/3 / 1/6)) * 8/5)
[861365] ['1/6', '4/3', '4/3', '7/3', '8/7'] -> ((4/3 / 7/3) / ((4/3 - 1/6) - 8/7))
[861366] ['1/6', '4/3', '4/3', '7/3', '8/9'] -> ((((4/3 * 4/3) * 7/3) / 1/6) - 8/9)
[861367] ['1/6', '4/3', '4/3', '7/3', '9/2'] -> ((4/3 * 7/3) / ((4/3 / 9/2) - 1/6))
[861372] ['1/6', '4/3', '4/3', '7/4', '7/4'] -> ((4/3 / 1/6) / (4/3 - (7/4 / 7/4)))
[861374] ['1/6', '4/3', '4/3', '7/4', '7/6'] -> ((((4/3 + 4/3) * 7/4) / 1/6) / 7/6)
[861376] ['1/6', '4/3', '4/3', '7/4', '7/9'] -> ((((4/3 * 4/3) * 7/4) / 1/6) / 7/9)
[861379] ['1/6', '4/3', '4/3', '7/4', '8/7'] -> (((4/3 / 1/6) / 7/4) / (4/3 - 8/7))
[861384] ['1/6', '4/3', '4/3', '7/4', '9/7'] -> ((((4/3 * 4/3) * 7/4) / 1/6) * 9/7)
[861399] ['1/6', '4/3', '4/3', '7/6', '7/6'] -> ((4/3 / (4/3 - (7/6 / 7/6))) / 1/6)
[861401] ['1/6', '4/3', '4/3', '7/6', '7/9'] -> ((((4/3 + 4/3) * 7/6) / 1/6) / 7/9)
[861403] ['1/6', '4/3', '4/3', '7/6', '8/5'] -> ((4/3 + 7/6) * ((4/3 / 1/6) + 8/5))
[861404] ['1/6', '4/3', '4/3', '7/6', '8/7'] -> (8/7 / (4/3 - ((1/6 + 4/3) / 7/6)))
[861406] ['1/6', '4/3', '4/3', '7/6', '9/2'] -> (((4/3 * 9/2) - 4/3) / (1/6 * 7/6))
[861409] ['1/6', '4/3', '4/3', '7/6', '9/7'] -> ((((4/3 + 4/3) * 7/6) / 1/6) * 9/7)
[861411] ['1/6', '4/3', '4/3', '7/8', '7/8'] -> ((4/3 / 1/6) / (4/3 - (7/8 / 7/8)))
[861414] ['1/6', '4/3', '4/3', '7/8', '8/5'] -> (((4/3 + (4/3 * 7/8)) / 1/6) * 8/5)
[861418] ['1/6', '4/3', '4/3', '7/8', '9/4'] -> ((((4/3 / 1/6) + 4/3) / 7/8) * 9/4)
[861428] ['1/6', '4/3', '4/3', '7/9', '9/4'] -> ((((4/3 / 4/3) + 7/9) / 1/6) * 9/4)
[861433] ['1/6', '4/3', '4/3', '8/3', '8/5'] -> (((8/3 / 1/6) - (4/3 / 4/3)) * 8/5)
[861440] ['1/6', '4/3', '4/3', '8/3', '9/8'] -> (8/3 / ((4/3 * (4/3 - 9/8)) - 1/6))
[861445] ['1/6', '4/3', '4/3', '8/5', '9/4'] -> ((((4/3 / 1/6) - 4/3) * 8/5) * 9/4)
[861446] ['1/6', '4/3', '4/3', '8/5', '9/5'] -> ((4/3 * 9/5) / ((8/5 - 1/6) - 4/3))
[861448] ['1/6', '4/3', '4/3', '8/5', '9/8'] -> (((4/3 / 1/6) / 8/5) / (4/3 - 9/8))
[861452] ['1/6', '4/3', '4/3', '8/7', '9/4'] -> ((((4/3 / 1/6) + 4/3) * 8/7) * 9/4)
[861458] ['1/6', '4/3', '4/3', '8/9', '9/4'] -> ((((4/3 + 4/3) - 8/9) / 1/6) * 9/4)
[861461] ['1/6', '4/3', '4/3', '8/9', '9/8'] -> ((((4/3 + 4/3) + 8/9) / 1/6) * 9/8)
[861467] ['1/6', '4/3', '4/3', '9/4', '9/4'] -> ((4/3 / 1/6) / (4/3 - (9/4 / 9/4)))
[861497] ['1/6', '4/3', '4/5', '4/5', '8/5'] -> (((4/3 / 1/6) / 4/5) * (4/5 + 8/5))
[861502] ['1/6', '4/3', '4/5', '4/5', '9/5'] -> (9/5 / (4/5 - ((1/6 + 4/5) / 4/3)))
[861504] ['1/6', '4/3', '4/5', '4/5', '9/8'] -> ((4/5 / 4/5) / ((4/3 - 1/6) - 9/8))
[861516] ['1/6', '4/3', '4/5', '4/7', '7/2'] -> ((4/5 * ((4/3 / 1/6) + 4/7)) * 7/2)
[861524] ['1/6', '4/3', '4/5', '4/7', '8/5'] -> ((((4/3 + 4/5) / 1/6) / 4/7) + 8/5)
[861534] ['1/6', '4/3', '4/5', '4/9', '5/3'] -> ((((4/3 * 4/5) / 1/6) / 4/9) * 5/3)
[861536] ['1/6', '4/3', '4/5', '4/9', '5/6'] -> ((((4/3 + 4/5) / 1/6) / 4/9) * 5/6)
[861539] ['1/6', '4/3', '4/5', '4/9', '5/9'] -> ((((4/3 + 4/9) / 1/6) / 4/5) / 5/9)
[861555] ['1/6', '4/3', '4/5', '4/9', '9/5'] -> ((((4/3 + 4/9) / 1/6) / 4/5) * 9/5)
[861559] ['1/6', '4/3', '4/5', '5/2', '5/3'] -> (((5/2 / 1/6) - (4/5 / 4/3)) * 5/3)
[861560] ['1/6', '4/3', '4/5', '5/2', '5/4'] -> ((((4/3 * 5/2) / 1/6) - 4/5) * 5/4)
[861561] ['1/6', '4/3', '4/5', '5/2', '5/6'] -> (((4/3 + (4/5 * 5/2)) / 1/6) / 5/6)
[861565] ['1/6', '4/3', '4/5', '5/2', '6/5'] -> (((4/3 + (4/5 * 5/2)) / 1/6) * 6/5)
[861578] ['1/6', '4/3', '4/5', '5/2', '9/2'] -> (((4/5 / 1/6) + (4/3 / 5/2)) * 9/2)
[861579] ['1/6', '4/3', '4/5', '5/2', '9/4'] -> ((((4/5 * 5/2) / 1/6) - 4/3) * 9/4)
[861585] ['1/6', '4/3', '4/5', '5/3', '5/6'] -> ((((4/3 / 4/5) + 5/3) / 1/6) / 5/6)
[861591] ['1/6', '4/3', '4/5', '5/3', '7/2'] -> (((4/3 + (5/3 / 4/5)) / 1/6) + 7/2)
[861598] ['1/6', '4/3', '4/5', '5/3', '8/3'] -> ((((4/3 + 4/5) * 5/3) / 1/6) + 8/3)
[861602] ['1/6', '4/3', '4/5', '5/3', '9/2'] -> ((((4/3 - 4/5) * 5/3) / 1/6) * 9/2)
[861603] ['1/6', '4/3', '4/5', '5/3', '9/4'] -> ((((4/3 * 4/5) * 5/3) / 1/6) * 9/4)
[861604] ['1/6', '4/3', '4/5', '5/3', '9/5'] -> (9/5 / (1/6 * ((5/3 / 4/3) - 4/5)))
[861606] ['1/6', '4/3', '4/5', '5/3', '9/8'] -> (9/8 / ((1/6 / (4/3 + 4/5)) / 5/3))
[861622] ['1/6', '4/3', '4/5', '5/4', '8/5'] -> (8/5 / (4/5 * ((1/6 + 5/4) - 4/3)))
[861632] ['1/6', '4/3', '4/5', '5/6', '5/8'] -> ((((4/3 / 4/5) + 5/6) / 1/6) / 5/8)
[861640] ['1/6', '4/3', '4/5', '5/6', '7/6'] -> (7/6 / (1/6 * (4/3 - (5/6 / 4/5))))
[861643] ['1/6', '4/3', '4/5', '5/6', '8/3'] -> (8/3 / (1/6 * (4/3 - (4/5 * 5/6))))
[861648] ['1/6', '4/3', '4/5', '5/6', '9/4'] -> ((((4/3 + 4/5) * 5/6) / 1/6) * 9/4)
[861675] ['1/6', '4/3', '4/5', '5/8', '6/5'] -> (6/5 / ((4/5 - (1/6 / 4/3)) - 5/8))
[861684] ['1/6', '4/3', '4/5', '5/8', '8/3'] -> (8/3 / (((1/6 * 4/3) * 4/5) * 5/8))
