[435338] ['1/4', '1/5', '7/4', '8/5', '8/9'] -> ((((7/4 / 1/4) - 8/5) / 1/5) * 8/9)
[465392] ['1/4', '1/8', '2/9', '4/7', '8/3'] -> (8/3 / ((1/8 / 1/4) - (2/9 / 4/7)))
[465394] ['1/4', '1/8', '2/9', '4/7', '8/7'] -> (8/7 / (((1/4 + 1/8) * 2/9) * 4/7))
[465401] ['1/4', '1/8', '2/9', '4/9', '4/9'] -> ((((2/9 / 1/4) + 4/9) / 1/8) / 4/9)
[465402] ['1/4', '1/8', '2/9', '4/9', '5/2'] -> ((5/2 / 1/4) / (4/9 - (1/8 * 2/9)))
[465408] ['1/4', '1/8', '2/9', '4/9', '5/9'] -> ((((4/9 / 1/8) - 2/9) / 1/4) / 5/9)
[465415] ['1/4', '1/8', '2/9', '4/9', '7/6'] -> (7/6 / (1/8 * (4/9 - (1/4 * 2/9))))
[465424] ['1/4', '1/8', '2/9', '4/9', '9/5'] -> ((((4/9 / 1/8) - 2/9) / 1/4) * 9/5)
[465426] ['1/4', '1/8', '2/9', '4/9', '9/8'] -> ((((2/9 + 4/9) / 1/4) / 1/8) * 9/8)
[465428] ['1/4', '1/8', '2/9', '5/2', '5/3'] -> (5/3 / (((1/4 - 1/8) * 2/9) * 5/2))
[465429] ['1/4', '1/8', '2/9', '5/2', '5/4'] -> (((5/2 / (1/4 + 1/8)) / 2/9) / 5/4)
[465436] ['1/4', '1/8', '2/9', '5/2', '7/2'] -> (7/2 / ((1/4 * 2/9) * (1/8 + 5/2)))
[465438] ['1/4', '1/8', '2/9', '5/2', '7/4'] -> (7/4 / ((1/4 - 2/9) * (1/8 + 5/2)))
[465444] ['1/4', '1/8', '2/9', '5/2', '8/5'] -> (8/5 / (2/9 * (1/4 + (1/8 / 5/2))))
[465454] ['1/4', '1/8', '2/9', '5/3', '5/6'] -> (((5/3 / (1/4 + 1/8)) / 2/9) / 5/6)
[465456] ['1/4', '1/8', '2/9', '5/3', '5/8'] -> ((((1/4 * 5/3) / 1/8) / 2/9) / 5/8)
[465458] ['1/4', '1/8', '2/9', '5/3', '6/5'] -> (((5/3 / (1/4 + 1/8)) / 2/9) * 6/5)
[465460] ['1/4', '1/8', '2/9', '5/3', '7/2'] -> (7/2 / ((1/8 / 2/9) - (1/4 * 5/3)))
[465461] ['1/4', '1/8', '2/9', '5/3', '7/3'] -> (7/3 / (1/8 * (5/3 - (2/9 / 1/4))))
[465463] ['1/4', '1/8', '2/9', '5/3', '7/5'] -> (7/5 / (((1/8 + 2/9) - 1/4) / 5/3))
[465466] ['1/4', '1/8', '2/9', '5/3', '7/9'] -> (7/9 / (1/8 - ((1/4 * 2/9) * 5/3)))
[465468] ['1/4', '1/8', '2/9', '5/3', '8/5'] -> ((((1/4 * 5/3) / 1/8) / 2/9) * 8/5)
[465472] ['1/4', '1/8', '2/9', '5/3', '9/4'] -> ((((1/4 / 1/8) / 2/9) + 5/3) * 9/4)
[465479] ['1/4', '1/8', '2/9', '5/4', '5/8'] -> (((5/4 / (1/4 + 1/8)) / 2/9) / 5/8)
[465480] ['1/4', '1/8', '2/9', '5/4', '5/9'] -> (5/9 / ((2/9 / (1/4 + 5/4)) - 1/8))
[465483] ['1/4', '1/8', '2/9', '5/4', '7/2'] -> (7/2 / ((2/9 - 1/8) * (1/4 + 5/4)))
[465491] ['1/4', '1/8', '2/9', '5/4', '8/5'] -> (((5/4 / (1/4 + 1/8)) / 2/9) * 8/5)
[465495] ['1/4', '1/8', '2/9', '5/4', '9/4'] -> ((((1/4 + 5/4) / 1/8) / 2/9) / 9/4)
[465502] ['1/4', '1/8', '2/9', '5/6', '5/9'] -> (5/9 / (((1/4 - 1/8) * 2/9) * 5/6))
[465504] ['1/4', '1/8', '2/9', '5/6', '6/7'] -> ((((5/6 / 2/9) - 1/4) / 1/8) * 6/7)
[465506] ['1/4', '1/8', '2/9', '5/6', '7/3'] -> (7/3 / (1/8 * (5/6 - (1/4 * 2/9))))
[465508] ['1/4', '1/8', '2/9', '5/6', '7/5'] -> (7/5 / (1/8 - ((1/4 * 2/9) / 5/6)))
[465511] ['1/4', '1/8', '2/9', '5/6', '7/9'] -> (7/9 / (2/9 * (1/4 - (1/8 * 5/6))))
[465514] ['1/4', '1/8', '2/9', '5/6', '8/7'] -> ((((5/6 - 1/4) / 1/8) / 2/9) * 8/7)
[465524] ['1/4', '1/8', '2/9', '5/7', '6/5'] -> (6/5 / (2/9 * ((1/4 / 5/7) - 1/8)))
[465525] ['1/4', '1/8', '2/9', '5/7', '6/7'] -> (6/7 / (2/9 * (1/4 - (1/8 * 5/7))))
[465527] ['1/4', '1/8', '2/9', '5/7', '7/3'] -> ((5/7 / (1/8 - (1/4 * 2/9))) * 7/3)
[465535] ['1/4', '1/8', '2/9', '5/7', '8/7'] -> (8/7 / (2/9 * (5/7 - (1/8 / 1/4))))
[465538] ['1/4', '1/8', '2/9', '5/7', '9/4'] -> (9/4 / ((2/9 - 1/8) * (1/4 + 5/7)))
[465550] ['1/4', '1/8', '2/9', '5/8', '7/6'] -> (7/6 / (1/8 * (1/4 + (2/9 * 5/8))))
[465552] ['1/4', '1/8', '2/9', '5/8', '7/9'] -> (7/9 / (5/8 - (2/9 / (1/4 + 1/8))))
[465556] ['1/4', '1/8', '2/9', '5/8', '8/9'] -> (((1/8 + 5/8) / (1/4 - 2/9)) * 8/9)
[465557] ['1/4', '1/8', '2/9', '5/8', '9/2'] -> (9/2 / ((1/4 + (1/8 / 2/9)) - 5/8))
[465561] ['1/4', '1/8', '2/9', '5/8', '9/8'] -> (((1/8 + 5/8) / (1/4 - 2/9)) / 9/8)
[465563] ['1/4', '1/8', '2/9', '5/9', '6/5'] -> (((5/9 / (1/4 - 1/8)) / 2/9) * 6/5)
[465565] ['1/4', '1/8', '2/9', '5/9', '7/2'] -> (7/2 / (1/4 * ((1/8 * 2/9) + 5/9)))
[465571] ['1/4', '1/8', '2/9', '5/9', '7/9'] -> (((2/9 + (5/9 / 1/8)) / 1/4) / 7/9)
[465576] ['1/4', '1/8', '2/9', '5/9', '9/2'] -> (((2/9 / 1/4) + (5/9 / 1/8)) * 9/2)
[465577] ['1/4', '1/8', '2/9', '5/9', '9/4'] -> ((((5/9 - 2/9) / 1/4) / 1/8) * 9/4)
[465579] ['1/4', '1/8', '2/9', '5/9', '9/7'] -> (9/7 / (1/4 / (2/9 + (5/9 / 1/8))))
[465581] ['1/4', '1/8', '2/9', '6/5', '6/5'] -> (6/5 / ((1/4 / 2/9) + (1/8 - 6/5)))
[465586] ['1/4', '1/8', '2/9', '6/5', '7/5'] -> (7/5 / (1/8 - ((1/4 * 2/9) * 6/5)))
[465587] ['1/4', '1/8', '2/9', '6/5', '7/6'] -> (7/6 / ((1/8 / 6/5) - (1/4 * 2/9)))
[465589] ['1/4', '1/8', '2/9', '6/5', '7/9'] -> (7/9 / (2/9 * (1/4 - (1/8 / 6/5))))
[465596] ['1/4', '1/8', '2/9', '6/5', '9/5'] -> (((6/5 / (1/4 - 1/8)) / 2/9) / 9/5)
[465601] ['1/4', '1/8', '2/9', '6/7', '7/3'] -> (((6/7 / (1/4 + 1/8)) / 2/9) * 7/3)
[465606] ['1/4', '1/8', '2/9', '6/7', '7/9'] -> (((6/7 / (1/4 - 1/8)) / 2/9) * 7/9)
[465609] ['1/4', '1/8', '2/9', '6/7', '8/7'] -> (8/7 / (((1/8 + 2/9) * 6/7) - 1/4))
[465610] ['1/4', '1/8', '2/9', '6/7', '8/9'] -> (8/9 / (2/9 * ((1/4 / 6/7) - 1/8)))
[465614] ['1/4', '1/8', '2/9', '6/7', '9/7'] -> (((6/7 / (1/4 - 1/8)) / 2/9) / 9/7)
[465617] ['1/4', '1/8', '2/9', '7/2', '7/3'] -> (7/3 / (((1/4 - 1/8) * 2/9) * 7/2))
[465618] ['1/4', '1/8', '2/9', '7/2', '7/4'] -> (((7/2 / (1/4 + 1/8)) / 2/9) / 7/4)
[465623] ['1/4', '1/8', '2/9', '7/2', '8/3'] -> (((1/4 * 7/2) / (2/9 - 1/8)) * 8/3)
[465625] ['1/4', '1/8', '2/9', '7/2', '8/7'] -> (8/7 / (2/9 * (1/4 - (1/8 / 7/2))))
[465626] ['1/4', '1/8', '2/9', '7/2', '8/9'] -> ((((2/9 * 7/2) / 1/4) / 1/8) - 8/9)
[465627] ['1/4', '1/8', '2/9', '7/2', '9/2'] -> (9/2 / ((1/4 * 2/9) * (7/2 - 1/8)))
[465634] ['1/4', '1/8', '2/9', '7/3', '7/5'] -> ((7/3 / (1/8 - (1/4 * 2/9))) / 7/5)
[465635] ['1/4', '1/8', '2/9', '7/3', '7/6'] -> (((7/3 / (1/4 + 1/8)) / 2/9) / 7/6)
[465636] ['1/4', '1/8', '2/9', '7/3', '7/8'] -> ((((1/4 * 7/3) / 1/8) / 2/9) / 7/8)
[465638] ['1/4', '1/8', '2/9', '7/3', '8/3'] -> (8/3 / ((7/3 - (1/4 / 1/8)) - 2/9))
[465640] ['1/4', '1/8', '2/9', '7/3', '8/7'] -> ((((1/4 * 7/3) / 1/8) / 2/9) * 8/7)
[465650] ['1/4', '1/8', '2/9', '7/4', '7/8'] -> (((7/4 / (1/4 + 1/8)) / 2/9) / 7/8)
[465654] ['1/4', '1/8', '2/9', '7/4', '8/7'] -> (((7/4 / (1/4 + 1/8)) / 2/9) * 8/7)
[465657] ['1/4', '1/8', '2/9', '7/4', '9/4'] -> ((((7/4 - 1/4) / 1/8) / 2/9) / 9/4)
[465676] ['1/4', '1/8', '2/9', '7/6', '7/9'] -> (7/9 / (((1/4 - 1/8) * 2/9) * 7/6))
[465677] ['1/4', '1/8', '2/9', '7/6', '8/3'] -> (8/3 / ((1/4 * (7/6 - 2/9)) - 1/8))
[465679] ['1/4', '1/8', '2/9', '7/6', '8/7'] -> (8/7 / (((1/8 + 2/9) / 7/6) - 1/4))
[465692] ['1/4', '1/8', '2/9', '7/8', '9/2'] -> (9/2 / (2/9 * (7/8 - (1/4 * 1/8))))
[465698] ['1/4', '1/8', '2/9', '7/9', '8/3'] -> (((2/9 + (7/9 / 1/4)) / 1/8) - 8/3)
[465704] ['1/4', '1/8', '2/9', '7/9', '9/5'] -> ((((2/9 / 1/4) + 7/9) / 1/8) * 9/5)
[465705] ['1/4', '1/8', '2/9', '7/9', '9/7'] -> (9/7 / (1/8 - ((1/4 * 2/9) / 7/9)))
[465709] ['1/4', '1/8', '2/9', '8/3', '8/7'] -> ((((1/4 / 1/8) + 8/3) / 2/9) * 8/7)
[465731] ['1/4', '1/8', '2/9', '8/9', '8/9'] -> ((((8/9 - 2/9) / 1/4) / 1/8) / 8/9)
[465736] ['1/4', '1/8', '2/9', '8/9', '9/8'] -> ((((8/9 - 2/9) / 1/4) / 1/8) * 9/8)
[465737] ['1/4', '1/8', '2/9', '9/2', '9/2'] -> (9/2 / (((2/9 - 1/8) * 9/2) - 1/4))
[465741] ['1/4', '1/8', '2/9', '9/2', '9/8'] -> (((9/2 - (1/4 / 2/9)) / 1/8) / 9/8)
[465749] ['1/4', '1/8', '2/9', '9/7', '9/7'] -> (9/7 / (1/8 - ((1/4 * 2/9) * 9/7)))
[465754] ['1/4', '1/8', '3/2', '3/2', '3/5'] -> ((3/2 / 3/2) / (1/4 - (1/8 / 3/5)))
[465755] ['1/4', '1/8', '3/2', '3/2', '3/7'] -> ((3/2 / 3/2) / ((1/8 / 3/7) - 1/4))
[465758] ['1/4', '1/8', '3/2', '3/2', '4/5'] -> ((3/2 * 3/2) / (1/4 - (1/8 / 4/5)))
[465759] ['1/4', '1/8', '3/2', '3/2', '4/7'] -> ((((3/2 / 1/8) - 3/2) / 1/4) * 4/7)
[465764] ['1/4', '1/8', '3/2', '3/2', '5/6'] -> (((1/4 + (3/2 * 3/2)) / 1/8) / 5/6)
[465767] ['1/4', '1/8', '3/2', '3/2', '5/9'] -> ((((1/4 / 3/2) + 3/2) / 1/8) / 5/9)
[465768] ['1/4', '1/8', '3/2', '3/2', '6/5'] -> (((1/4 + (3/2 * 3/2)) / 1/8) * 6/5)
[465769] ['1/4', '1/8', '3/2', '3/2', '6/7'] -> ((1/4 + (3/2 / 6/7)) / (1/8 / 3/2))
[465771] ['1/4', '1/8', '3/2', '3/2', '7/3'] -> ((3/2 / 3/2) / ((1/8 * 7/3) - 1/4))
[465774] ['1/4', '1/8', '3/2', '3/2', '7/6'] -> ((1/4 + (3/2 * 7/6)) / (1/8 / 3/2))
[465783] ['1/4', '1/8', '3/2', '3/2', '9/5'] -> ((((1/4 / 3/2) + 3/2) / 1/8) * 9/5)
[465800] ['1/4', '1/8', '3/2', '3/4', '5/9'] -> ((((3/2 - 1/4) / 1/8) / 3/4) / 5/9)
[465801] ['1/4', '1/8', '3/2', '3/4', '6/5'] -> ((((1/4 + 3/2) + 3/4) / 1/8) * 6/5)
[465804] ['1/4', '1/8', '3/2', '3/4', '7/3'] -> (7/3 / (((1/4 / 3/2) / 3/4) - 1/8))
[465808] ['1/4', '1/8', '3/2', '3/4', '7/8'] -> ((3/2 + 3/4) / ((1/4 * 7/8) - 1/8))
[465809] ['1/4', '1/8', '3/2', '3/4', '7/9'] -> ((((1/4 + 3/2) / 1/8) / 3/4) / 7/9)
[465812] ['1/4', '1/8', '3/2', '3/4', '8/7'] -> ((3/2 + 3/4) / ((1/4 / 8/7) - 1/8))
[465816] ['1/4', '1/8', '3/2', '3/4', '9/5'] -> ((((3/2 - 1/4) / 1/8) / 3/4) * 9/5)
[465817] ['1/4', '1/8', '3/2', '3/4', '9/7'] -> ((((1/4 + 3/2) / 1/8) / 3/4) * 9/7)
[465822] ['1/4', '1/8', '3/2', '3/5', '4/3'] -> ((((3/2 / 3/5) - 1/4) / 1/8) * 4/3)
[465831] ['1/4', '1/8', '3/2', '3/5', '5/8'] -> ((3/2 / (3/5 - (1/8 / 1/4))) / 5/8)
[465832] ['1/4', '1/8', '3/2', '3/5', '5/9'] -> ((((3/2 / 1/4) - 3/5) / 1/8) * 5/9)
[465847] ['1/4', '1/8', '3/2', '3/5', '9/4'] -> (9/4 / ((1/8 * (3/2 - 1/4)) * 3/5))
[465848] ['1/4', '1/8', '3/2', '3/5', '9/5'] -> ((((3/2 / 1/4) - 3/5) / 1/8) / 9/5)
[465853] ['1/4', '1/8', '3/2', '3/7', '4/3'] -> (4/3 / (1/4 - ((1/8 / 3/2) / 3/7)))
[465854] ['1/4', '1/8', '3/2', '3/7', '4/5'] -> (((1/4 + (3/2 / 3/7)) / 1/8) * 4/5)
[465859] ['1/4', '1/8', '3/2', '3/7', '5/4'] -> (((1/4 + (3/2 / 3/7)) / 1/8) / 5/4)
[465868] ['1/4', '1/8', '3/2', '3/7', '7/4'] -> (((3/2 / 1/8) + (3/7 / 1/4)) * 7/4)
[465871] ['1/4', '1/8', '3/2', '3/7', '7/8'] -> ((3/2 / ((1/8 / 1/4) - 3/7)) / 7/8)
[465878] ['1/4', '1/8', '3/2', '3/7', '9/4'] -> (9/4 / ((1/4 + 3/2) * (1/8 * 3/7)))
[465880] ['1/4', '1/8', '3/2', '3/7', '9/7'] -> (9/7 / (1/8 - ((1/4 * 3/7) / 3/2)))
[465886] ['1/4', '1/8', '3/2', '3/8', '4/9'] -> (((3/2 / (1/4 + 1/8)) / 3/8) / 4/9)
[465897] ['1/4', '1/8', '3/2', '3/8', '7/3'] -> (7/3 / ((1/4 / (3/2 - 3/8)) - 1/8))
[465898] ['1/4', '1/8', '3/2', '3/8', '7/4'] -> ((7/4 / 1/4) / (3/8 - (1/8 / 3/2)))
[465904] ['1/4', '1/8', '3/2', '3/8', '8/5'] -> (((3/2 + 3/8) / (1/4 - 1/8)) * 8/5)
[465915] ['1/4', '1/8', '3/2', '4/3', '4/9'] -> (((3/2 / (1/4 - 1/8)) - 4/3) / 4/9)
[465921] ['1/4', '1/8', '3/2', '4/3', '5/8'] -> (((3/2 / 1/8) / 4/3) / (5/8 - 1/4))
[465926] ['1/4', '1/8', '3/2', '4/3', '7/3'] -> (7/3 / (((1/4 * 4/3) / 3/2) - 1/8))
[465931] ['1/4', '1/8', '3/2', '4/3', '7/9'] -> ((((1/4 + 3/2) * 4/3) / 1/8) / 7/9)
[465935] ['1/4', '1/8', '3/2', '4/3', '8/9'] -> ((4/3 / (1/4 - (1/8 * 3/2))) / 8/9)
[465939] ['1/4', '1/8', '3/2', '4/3', '9/7'] -> ((((1/4 + 3/2) * 4/3) / 1/8) * 9/7)
[465940] ['1/4', '1/8', '3/2', '4/3', '9/8'] -> ((4/3 / (1/4 - (1/8 * 3/2))) * 9/8)
[465946] ['1/4', '1/8', '3/2', '4/5', '5/4'] -> ((4/5 / ((1/4 / 3/2) - 1/8)) * 5/4)
[465947] ['1/4', '1/8', '3/2', '4/5', '5/6'] -> ((3/2 / ((1/4 * 4/5) - 1/8)) / 5/6)
[465953] ['1/4', '1/8', '3/2', '4/5', '7/2'] -> (7/2 / (1/4 - ((1/8 / 3/2) / 4/5)))
[465971] ['1/4', '1/8', '3/2', '4/7', '5/2'] -> (5/2 / (1/4 - ((1/8 / 3/2) / 4/7)))
[465973] ['1/4', '1/8', '3/2', '4/7', '5/4'] -> (5/4 / ((1/8 / 4/7) - (1/4 / 3/2)))
[465975] ['1/4', '1/8', '3/2', '4/7', '5/7'] -> (5/7 / (1/8 - ((1/4 * 4/7) / 3/2)))
[465979] ['1/4', '1/8', '3/2', '4/7', '6/7'] -> (6/7 / ((1/4 - (1/8 * 3/2)) * 4/7))
[465982] ['1/4', '1/8', '3/2', '4/7', '7/4'] -> ((4/7 / ((1/4 / 3/2) - 1/8)) * 7/4)
[465995] ['1/4', '1/8', '3/2', '4/7', '9/8'] -> (9/8 / (3/2 * (1/4 - (1/8 / 4/7))))
[465996] ['1/4', '1/8', '3/2', '4/9', '4/9'] -> ((4/9 / ((1/4 / 3/2) - 1/8)) / 4/9)
[465997] ['1/4', '1/8', '3/2', '4/9', '5/2'] -> (5/2 / (3/2 * ((4/9 - 1/4) - 1/8)))
[465998] ['1/4', '1/8', '3/2', '4/9', '5/3'] -> (5/3 / ((1/8 * (3/2 - 1/4)) * 4/9))
[465999] ['1/4', '1/8', '3/2', '4/9', '5/4'] -> (5/4 / (1/8 * ((3/2 * 4/9) - 1/4)))
[466007] ['1/4', '1/8', '3/2', '4/9', '7/3'] -> (7/3 / ((1/4 + 3/2) * (1/8 * 4/9)))
[466011] ['1/4', '1/8', '3/2', '4/9', '7/8'] -> (7/8 / ((1/8 * 3/2) * (4/9 - 1/4)))
[466023] ['1/4', '1/8', '3/2', '5/2', '5/3'] -> ((5/2 / (1/4 - (1/8 * 3/2))) / 5/3)
[466028] ['1/4', '1/8', '3/2', '5/2', '5/9'] -> (((5/2 / (1/4 - 1/8)) / 3/2) / 5/9)
[466034] ['1/4', '1/8', '3/2', '5/2', '7/5'] -> (7/5 / (1/8 - ((1/4 / 3/2) / 5/2)))
[466037] ['1/4', '1/8', '3/2', '5/2', '7/9'] -> (((5/2 - (1/4 / 3/2)) / 1/8) / 7/9)
[466039] ['1/4', '1/8', '3/2', '5/2', '8/5'] -> ((5/2 / (1/4 - (1/8 / 3/2))) * 8/5)
[466044] ['1/4', '1/8', '3/2', '5/2', '9/5'] -> (((5/2 / (1/4 - 1/8)) / 3/2) * 9/5)
[466045] ['1/4', '1/8', '3/2', '5/2', '9/7'] -> (((5/2 - (1/4 / 3/2)) / 1/8) * 9/7)
[466047] ['1/4', '1/8', '3/2', '5/3', '5/3'] -> ((5/3 / ((1/4 / 3/2) - 1/8)) / 5/3)
[466048] ['1/4', '1/8', '3/2', '5/3', '5/4'] -> (5/4 / (1/8 * ((1/4 + 5/3) - 3/2)))
[466055] ['1/4', '1/8', '3/2', '5/3', '7/2'] -> (7/2 / ((1/8 * (3/2 + 5/3)) - 1/4))
[466057] ['1/4', '1/8', '3/2', '5/3', '7/4'] -> (7/4 / (1/4 * ((1/8 + 5/3) - 3/2)))
[466063] ['1/4', '1/8', '3/2', '5/3', '8/5'] -> (8/5 / ((1/4 / 5/3) - (1/8 / 3/2)))
[466067] ['1/4', '1/8', '3/2', '5/3', '9/4'] -> (((5/3 / (3/2 - 1/4)) / 1/8) * 9/4)
[466071] ['1/4', '1/8', '3/2', '5/4', '5/4'] -> ((5/4 / ((1/4 / 3/2) - 1/8)) / 5/4)
[466077] ['1/4', '1/8', '3/2', '5/4', '6/7'] -> ((((5/4 / 1/4) - 3/2) / 1/8) * 6/7)
[466078] ['1/4', '1/8', '3/2', '5/4', '7/2'] -> (7/2 / (1/4 - ((1/8 * 5/4) / 3/2)))
[466083] ['1/4', '1/8', '3/2', '5/4', '7/8'] -> (((3/2 * 5/4) / 1/8) / (7/8 - 1/4))
[466085] ['1/4', '1/8', '3/2', '5/4', '8/3'] -> ((((5/4 / 1/4) / 1/8) / 3/2) - 8/3)
[466094] ['1/4', '1/8', '3/2', '5/6', '5/6'] -> ((5/6 / ((1/4 / 3/2) - 1/8)) / 5/6)
[466096] ['1/4', '1/8', '3/2', '5/6', '5/8'] -> ((3/2 / (1/4 - (1/8 / 5/6))) / 5/8)
[466097] ['1/4', '1/8', '3/2', '5/6', '5/9'] -> ((5/6 / (1/4 - (1/8 * 3/2))) / 5/9)
[466098] ['1/4', '1/8', '3/2', '5/6', '6/5'] -> ((5/6 / ((1/4 / 3/2) - 1/8)) * 6/5)
[466099] ['1/4', '1/8', '3/2', '5/6', '6/7'] -> (((3/2 / (5/6 - 1/4)) / 1/8) / 6/7)
[466101] ['1/4', '1/8', '3/2', '5/6', '7/3'] -> ((3/2 / (1/4 - (1/8 * 5/6))) * 7/3)
[466106] ['1/4', '1/8', '3/2', '5/6', '7/9'] -> (((3/2 + 5/6) / (1/4 - 1/8)) / 7/9)
[466108] ['1/4', '1/8', '3/2', '5/6', '8/5'] -> ((3/2 / (1/4 - (1/8 / 5/6))) * 8/5)
[466114] ['1/4', '1/8', '3/2', '5/6', '9/7'] -> (((3/2 + 5/6) / (1/4 - 1/8)) * 9/7)
[466115] ['1/4', '1/8', '3/2', '5/6', '9/8'] -> ((((3/2 - 5/6) / 1/4) / 1/8) * 9/8)
[466116] ['1/4', '1/8', '3/2', '5/7', '5/7'] -> (5/7 / (((1/4 / 3/2) - 1/8) * 5/7))
[466119] ['1/4', '1/8', '3/2', '5/7', '6/5'] -> ((3/2 / (1/4 - (1/8 / 5/7))) * 6/5)
[466124] ['1/4', '1/8', '3/2', '5/7', '7/5'] -> (7/5 / (((1/4 / 3/2) - 1/8) / 5/7))
[466125] ['1/4', '1/8', '3/2', '5/7', '7/6'] -> ((3/2 / ((1/4 * 5/7) - 1/8)) / 7/6)
[466130] ['1/4', '1/8', '3/2', '5/7', '8/7'] -> ((((3/2 - 5/7) / 1/4) / 1/8) - 8/7)
[466138] ['1/4', '1/8', '3/2', '5/8', '5/9'] -> ((((5/8 / 1/4) / 1/8) / 3/2) / 5/9)
[466140] ['1/4', '1/8', '3/2', '5/8', '6/7'] -> ((((3/2 - 5/8) / 1/4) / 1/8) * 6/7)
[466145] ['1/4', '1/8', '3/2', '5/8', '7/6'] -> ((((3/2 - 5/8) / 1/4) / 1/8) / 7/6)
[466153] ['1/4', '1/8', '3/2', '5/8', '9/4'] -> (9/4 / ((1/4 * (3/2 - 5/8)) - 1/8))
[466156] ['1/4', '1/8', '3/2', '5/8', '9/8'] -> (9/8 / (3/2 * ((1/4 * 5/8) - 1/8)))
[466157] ['1/4', '1/8', '3/2', '5/9', '5/9'] -> ((5/9 / ((1/4 / 3/2) - 1/8)) / 5/9)
[466160] ['1/4', '1/8', '3/2', '5/9', '7/2'] -> (7/2 / (1/4 - ((1/8 * 3/2) * 5/9)))
[466161] ['1/4', '1/8', '3/2', '5/9', '7/3'] -> (7/3 / ((1/4 / 3/2) - (1/8 * 5/9)))
[466162] ['1/4', '1/8', '3/2', '5/9', '7/4'] -> (7/4 / (1/8 * ((3/2 * 5/9) - 1/4)))
[466163] ['1/4', '1/8', '3/2', '5/9', '7/5'] -> (7/5 / ((1/8 / 5/9) - (1/4 / 3/2)))
[466166] ['1/4', '1/8', '3/2', '5/9', '7/9'] -> (7/9 / (1/8 - ((1/4 * 5/9) / 3/2)))
[466171] ['1/4', '1/8', '3/2', '5/9', '9/2'] -> ((3/2 / ((1/4 * 5/9) - 1/8)) / 9/2)
[466173] ['1/4', '1/8', '3/2', '5/9', '9/5'] -> ((5/9 / ((1/4 / 3/2) - 1/8)) * 9/5)
[466175] ['1/4', '1/8', '3/2', '5/9', '9/8'] -> ((3/2 / (5/9 - (1/8 / 1/4))) / 9/8)
[466179] ['1/4', '1/8', '3/2', '6/5', '7/3'] -> ((3/2 / (1/4 - (1/8 / 6/5))) * 7/3)
[466184] ['1/4', '1/8', '3/2', '6/5', '7/9'] -> (7/9 / (1/8 - (1/4 / (3/2 + 6/5))))
[466190] ['1/4', '1/8', '3/2', '6/5', '9/4'] -> (9/4 / (1/4 - ((1/8 * 3/2) / 6/5)))
[466202] ['1/4', '1/8', '3/2', '6/7', '8/3'] -> ((3/2 / ((1/4 / 6/7) - 1/8)) * 8/3)
[466209] ['1/4', '1/8', '3/2', '6/7', '9/7'] -> (9/7 / ((1/4 - (1/8 * 3/2)) * 6/7))
[466212] ['1/4', '1/8', '3/2', '7/2', '7/3'] -> ((7/2 / (1/4 - (1/8 * 3/2))) / 7/3)
[466215] ['1/4', '1/8', '3/2', '7/2', '7/6'] -> ((3/2 / (1/8 - (1/4 / 7/2))) / 7/6)
[466216] ['1/4', '1/8', '3/2', '7/2', '7/8'] -> ((7/2 / (1/4 - (1/8 / 3/2))) / 7/8)
[466217] ['1/4', '1/8', '3/2', '7/2', '7/9'] -> (((7/2 / (1/4 - 1/8)) / 3/2) / 7/9)
[466220] ['1/4', '1/8', '3/2', '7/2', '8/7'] -> ((7/2 / (1/4 - (1/8 / 3/2))) * 8/7)
[466227] ['1/4', '1/8', '3/2', '7/3', '7/3'] -> (7/3 / (((1/4 / 3/2) - 1/8) * 7/3))
[466228] ['1/4', '1/8', '3/2', '7/3', '7/4'] -> (7/4 / (1/8 * ((7/3 - 1/4) - 3/2)))
[466238] ['1/4', '1/8', '3/2', '7/3', '9/4'] -> (((7/3 / (1/4 + 3/2)) / 1/8) * 9/4)
[466240] ['1/4', '1/8', '3/2', '7/3', '9/7'] -> (9/7 / (1/8 - ((1/4 / 3/2) / 7/3)))
[466247] ['1/4', '1/8', '3/2', '7/4', '8/3'] -> ((3/2 + ((1/8 + 7/4) / 1/4)) * 8/3)
[466256] ['1/4', '1/8', '3/2', '7/5', '7/5'] -> ((7/5 / ((1/4 / 3/2) - 1/8)) / 7/5)
[466257] ['1/4', '1/8', '3/2', '7/5', '7/6'] -> ((3/2 / ((1/4 / 7/5) - 1/8)) / 7/6)
[466269] ['1/4', '1/8', '3/2', '7/6', '7/6'] -> ((7/6 / ((1/4 / 3/2) - 1/8)) / 7/6)
[466271] ['1/4', '1/8', '3/2', '7/6', '7/9'] -> ((7/6 / (1/4 - (1/8 * 3/2))) / 7/9)
[466275] ['1/4', '1/8', '3/2', '7/6', '8/9'] -> ((((7/6 / 1/4) / 1/8) / 3/2) - 8/9)
[466279] ['1/4', '1/8', '3/2', '7/6', '9/7'] -> ((7/6 / (1/4 - (1/8 * 3/2))) * 9/7)
[466280] ['1/4', '1/8', '3/2', '7/6', '9/8'] -> (((3/2 + 7/6) / (1/4 - 1/8)) * 9/8)
[466282] ['1/4', '1/8', '3/2', '7/8', '7/9'] -> ((((7/8 / 1/4) / 1/8) / 3/2) / 7/9)
[466283] ['1/4', '1/8', '3/2', '7/8', '8/3'] -> ((((3/2 + 7/8) - 1/8) / 1/4) * 8/3)
