[194261] ['1/2', '5/2', '8/7', '9/4', '9/4'] -> (9/4 / (5/2 - ((1/2 + 9/4) / 8/7)))
[231028] ['1/3', '1/4', '1/7', '1/9', '5/4'] -> (((1/4 + (1/3 / 1/9)) / 1/7) + 5/4)
[231030] ['1/3', '1/4', '1/7', '1/9', '5/7'] -> ((((1/3 + 1/7) / 1/4) / 1/9) / 5/7)
[231034] ['1/3', '1/4', '1/7', '1/9', '6/7'] -> (((1/3 / (1/4 - 1/7)) / 1/9) * 6/7)
[231037] ['1/3', '1/4', '1/7', '1/9', '7/4'] -> (((1/3 / (1/7 - 1/9)) / 1/4) / 7/4)
[231038] ['1/3', '1/4', '1/7', '1/9', '7/5'] -> ((((1/3 + 1/7) / 1/4) / 1/9) * 7/5)
[231039] ['1/3', '1/4', '1/7', '1/9', '7/6'] -> (((1/3 / (1/4 - 1/7)) / 1/9) / 7/6)
[231056] ['1/3', '1/4', '1/7', '2/3', '3/4'] -> ((2/3 / 1/7) / ((1/3 / 3/4) - 1/4))
[231060] ['1/3', '1/4', '1/7', '2/3', '4/3'] -> (4/3 / (((1/3 + 1/4) * 1/7) * 2/3))
[231063] ['1/3', '1/4', '1/7', '2/3', '4/9'] -> (((2/3 / 1/4) / 1/7) / (1/3 + 4/9))
[231068] ['1/3', '1/4', '1/7', '2/3', '5/7'] -> ((5/7 / 1/4) / (1/3 - (1/7 / 2/3)))
[231071] ['1/3', '1/4', '1/7', '2/3', '6/5'] -> (((1/3 + (2/3 / 1/7)) / 1/4) * 6/5)
[231077] ['1/3', '1/4', '1/7', '2/3', '7/6'] -> ((((1/3 + 2/3) / 1/4) / 1/7) / 7/6)
[231078] ['1/3', '1/4', '1/7', '2/3', '7/8'] -> (((1/3 + (2/3 / 1/4)) / 1/7) / 7/8)
[231079] ['1/3', '1/4', '1/7', '2/3', '7/9'] -> (((2/3 / (1/4 - 1/7)) / 1/3) / 7/9)
[231089] ['1/3', '1/4', '1/7', '2/5', '2/5'] -> (2/5 / (1/7 * (1/4 - (1/3 * 2/5))))
[231108] ['1/3', '1/4', '1/7', '2/5', '6/5'] -> (6/5 / (1/7 * ((1/4 / 1/3) - 2/5)))
[231109] ['1/3', '1/4', '1/7', '2/5', '6/7'] -> (6/7 / (1/3 * ((1/7 / 2/5) - 1/4)))
[231119] ['1/3', '1/4', '1/7', '2/5', '8/7'] -> (8/7 / ((1/3 + 1/7) * (1/4 * 2/5)))
[231143] ['1/3', '1/4', '1/7', '2/7', '5/9'] -> (((1/3 + 1/7) / (2/7 - 1/4)) / 5/9)
[231153] ['1/3', '1/4', '1/7', '2/7', '8/3'] -> (((2/7 / 1/4) / 1/7) * (1/3 + 8/3))
[231154] ['1/3', '1/4', '1/7', '2/7', '8/5'] -> (8/5 / (1/3 - (1/7 / (1/4 + 2/7))))
[231159] ['1/3', '1/4', '1/7', '2/7', '9/5'] -> (((1/3 + 1/7) / (2/7 - 1/4)) * 9/5)
[231167] ['1/3', '1/4', '1/7', '2/9', '3/8'] -> ((((1/4 / 1/3) / 1/7) / 2/9) + 3/8)
[231171] ['1/3', '1/4', '1/7', '2/9', '4/9'] -> (4/9 / (((1/3 + 1/4) * 1/7) * 2/9))
[231176] ['1/3', '1/4', '1/7', '2/9', '5/7'] -> (((1/3 + 1/7) / (1/4 - 2/9)) / 5/7)
[231180] ['1/3', '1/4', '1/7', '2/9', '6/7'] -> (6/7 / (1/4 - ((1/3 * 1/7) / 2/9)))
[231183] ['1/3', '1/4', '1/7', '2/9', '7/4'] -> ((((1/3 / 1/4) / 1/7) / 2/9) / 7/4)
[231184] ['1/3', '1/4', '1/7', '2/9', '7/5'] -> (((1/3 + 1/7) / (1/4 - 2/9)) * 7/5)
[231198] ['1/3', '1/4', '1/7', '3/2', '3/4'] -> (((3/2 / (1/3 + 1/4)) / 1/7) / 3/4)
[231202] ['1/3', '1/4', '1/7', '3/2', '4/3'] -> (((3/2 / (1/3 + 1/4)) / 1/7) * 4/3)
[231210] ['1/3', '1/4', '1/7', '3/2', '5/7'] -> (5/7 / (1/4 * (1/3 - (1/7 * 3/2))))
[231217] ['1/3', '1/4', '1/7', '3/2', '7/4'] -> (((3/2 / (1/4 - 1/7)) / 1/3) / 7/4)
[231227] ['1/3', '1/4', '1/7', '3/2', '9/4'] -> ((((3/2 - 1/4) / 1/3) / 1/7) - 9/4)
[231240] ['1/3', '1/4', '1/7', '3/4', '5/3'] -> (((1/3 + (3/4 / 1/7)) / 1/4) + 5/3)
[231254] ['1/3', '1/4', '1/7', '3/4', '7/9'] -> ((((3/4 / 1/4) - 1/3) / 1/7) / 7/9)
[231256] ['1/3', '1/4', '1/7', '3/4', '8/5'] -> ((((3/4 / 1/7) - 1/4) / 1/3) * 8/5)
[231258] ['1/3', '1/4', '1/7', '3/4', '8/9'] -> ((1/3 + ((3/4 / 1/4) / 1/7)) / 8/9)
[231262] ['1/3', '1/4', '1/7', '3/4', '9/7'] -> ((((3/4 / 1/4) - 1/3) / 1/7) * 9/7)
[231263] ['1/3', '1/4', '1/7', '3/4', '9/8'] -> ((1/3 + ((3/4 / 1/4) / 1/7)) * 9/8)
[231268] ['1/3', '1/4', '1/7', '3/5', '4/5'] -> (4/5 / ((1/4 * 1/7) * (1/3 + 3/5)))
[231269] ['1/3', '1/4', '1/7', '3/5', '4/7'] -> (4/7 / (1/4 * (1/3 - (1/7 / 3/5))))
[231284] ['1/3', '1/4', '1/7', '3/5', '7/6'] -> ((1/3 / (1/4 - (1/7 / 3/5))) / 7/6)
[231293] ['1/3', '1/4', '1/7', '3/5', '9/5'] -> (9/5 / (3/5 - (1/4 / (1/3 + 1/7))))
[231301] ['1/3', '1/4', '1/7', '3/7', '4/9'] -> ((((3/7 / 1/7) - 1/3) / 1/4) / 4/9)
[231302] ['1/3', '1/4', '1/7', '3/7', '5/2'] -> (5/2 / ((1/4 / (1/7 + 3/7)) - 1/3))
[231305] ['1/3', '1/4', '1/7', '3/7', '5/6'] -> (((3/7 / 1/4) / 1/7) / (5/6 - 1/3))
[231307] ['1/3', '1/4', '1/7', '3/7', '5/8'] -> (((3/7 / 1/3) / 1/7) / (5/8 - 1/4))
[231308] ['1/3', '1/4', '1/7', '3/7', '5/9'] -> (((1/3 + (3/7 / 1/7)) / 1/4) / 5/9)
[231321] ['1/3', '1/4', '1/7', '3/7', '8/9'] -> ((((1/3 + 3/7) / 1/4) / 1/7) / 8/9)
[231323] ['1/3', '1/4', '1/7', '3/7', '9/4'] -> ((((3/7 / 1/7) - 1/3) / 1/4) * 9/4)
[231324] ['1/3', '1/4', '1/7', '3/7', '9/5'] -> (((1/3 + (3/7 / 1/7)) / 1/4) * 9/5)
[231326] ['1/3', '1/4', '1/7', '3/7', '9/8'] -> ((((1/3 + 3/7) / 1/4) / 1/7) * 9/8)
[231351] ['1/3', '1/4', '1/7', '3/8', '8/9'] -> ((((1/3 / 1/4) / 1/7) / 3/8) - 8/9)
[231376] ['1/3', '1/4', '1/7', '4/3', '7/9'] -> ((((1/3 / 1/4) + 4/3) / 1/7) / 7/9)
[231377] ['1/3', '1/4', '1/7', '4/3', '8/3'] -> (8/3 / (((1/3 + 1/4) * 1/7) * 4/3))
[231384] ['1/3', '1/4', '1/7', '4/3', '9/7'] -> ((((1/3 / 1/4) + 4/3) / 1/7) * 9/7)
[231389] ['1/3', '1/4', '1/7', '4/5', '5/2'] -> (((4/5 / (1/3 + 1/4)) / 1/7) * 5/2)
[231398] ['1/3', '1/4', '1/7', '4/5', '7/2'] -> ((1/7 / (1/3 - (1/4 / 4/5))) * 7/2)
[231414] ['1/3', '1/4', '1/7', '4/7', '4/7'] -> ((4/7 / 1/4) / ((4/7 - 1/3) - 1/7))
[231422] ['1/3', '1/4', '1/7', '4/7', '5/9'] -> ((((1/3 / 1/4) + 4/7) / 1/7) / 5/9)
[231429] ['1/3', '1/4', '1/7', '4/7', '7/6'] -> (((4/7 / 1/4) / 1/7) * (1/3 + 7/6))
[231438] ['1/3', '1/4', '1/7', '4/7', '9/5'] -> ((((1/3 / 1/4) + 4/7) / 1/7) * 9/5)
[231462] ['1/3', '1/4', '1/7', '4/9', '9/2'] -> (((4/9 / (1/3 + 1/4)) / 1/7) * 9/2)
[231475] ['1/3', '1/4', '1/7', '5/2', '6/7'] -> (6/7 / (1/3 * ((1/7 * 5/2) - 1/4)))
[231481] ['1/3', '1/4', '1/7', '5/2', '7/8'] -> (((5/2 / (1/3 + 1/7)) / 1/4) / 7/8)
[231485] ['1/3', '1/4', '1/7', '5/2', '8/7'] -> (((5/2 / (1/3 + 1/7)) / 1/4) * 8/7)
[231488] ['1/3', '1/4', '1/7', '5/2', '9/4'] -> ((1/4 / (1/7 - (1/3 / 5/2))) - 9/4)
[231492] ['1/3', '1/4', '1/7', '5/3', '5/3'] -> ((1/3 + 5/3) / ((1/4 / 1/7) - 5/3))
[231494] ['1/3', '1/4', '1/7', '5/3', '5/6'] -> (((5/3 / (1/3 + 1/4)) / 1/7) / 5/6)
[231498] ['1/3', '1/4', '1/7', '5/3', '6/5'] -> (((5/3 / (1/3 + 1/4)) / 1/7) * 6/5)
[231501] ['1/3', '1/4', '1/7', '5/3', '7/3'] -> ((((1/3 + 5/3) / 1/4) / 1/7) / 7/3)
[231505] ['1/3', '1/4', '1/7', '5/3', '7/8'] -> ((((1/3 / 1/4) + 5/3) / 1/7) / 7/8)
[231506] ['1/3', '1/4', '1/7', '5/3', '7/9'] -> (((1/3 + 5/3) / (1/4 - 1/7)) / 7/9)
[231514] ['1/3', '1/4', '1/7', '5/3', '9/7'] -> (((1/3 + 5/3) / (1/4 - 1/7)) * 9/7)
[231519] ['1/3', '1/4', '1/7', '5/4', '5/8'] -> (((5/4 / (1/3 + 1/4)) / 1/7) / 5/8)
[231522] ['1/3', '1/4', '1/7', '5/4', '6/7'] -> (((1/4 + (5/4 / 1/3)) / 1/7) * 6/7)
[231523] ['1/3', '1/4', '1/7', '5/4', '7/2'] -> ((1/7 / (1/3 - (1/4 * 5/4))) * 7/2)
[231524] ['1/3', '1/4', '1/7', '5/4', '7/3'] -> ((1/4 + (5/4 / 1/7)) * (1/3 + 7/3))
[231527] ['1/3', '1/4', '1/7', '5/4', '7/6'] -> (((1/4 + (5/4 / 1/3)) / 1/7) / 7/6)
[231530] ['1/3', '1/4', '1/7', '5/4', '8/3'] -> ((((1/4 / 1/7) + 5/4) / 1/3) * 8/3)
[231531] ['1/3', '1/4', '1/7', '5/4', '8/5'] -> (((5/4 / (1/3 + 1/4)) / 1/7) * 8/5)
[231533] ['1/3', '1/4', '1/7', '5/4', '8/9'] -> (((1/4 + (5/4 / 1/7)) / 1/3) * 8/9)
[231534] ['1/3', '1/4', '1/7', '5/4', '9/2'] -> ((((1/3 + 1/4) / 1/7) + 5/4) * 9/2)
[231535] ['1/3', '1/4', '1/7', '5/4', '9/4'] -> (((5/4 / (1/3 - 1/7)) / 1/4) - 9/4)
[231538] ['1/3', '1/4', '1/7', '5/4', '9/8'] -> (((1/4 + (5/4 / 1/7)) / 1/3) / 9/8)
[231540] ['1/3', '1/4', '1/7', '5/6', '5/7'] -> (5/7 / ((1/3 * (1/4 - 1/7)) * 5/6))
[231550] ['1/3', '1/4', '1/7', '5/6', '7/8'] -> ((((5/6 / 1/4) - 1/3) / 1/7) / 7/8)
[231554] ['1/3', '1/4', '1/7', '5/6', '8/7'] -> ((((5/6 / 1/4) - 1/3) / 1/7) * 8/7)
[231562] ['1/3', '1/4', '1/7', '5/7', '5/8'] -> (((5/7 / (1/3 - 1/7)) / 1/4) / 5/8)
[231564] ['1/3', '1/4', '1/7', '5/7', '6/5'] -> (((5/7 / (1/4 - 1/7)) / 1/3) * 6/5)
[231572] ['1/3', '1/4', '1/7', '5/7', '7/9'] -> ((((5/7 / 1/7) - 1/3) / 1/4) / 7/9)
[231574] ['1/3', '1/4', '1/7', '5/7', '8/5'] -> (((5/7 / (1/3 - 1/7)) / 1/4) * 8/5)
[231576] ['1/3', '1/4', '1/7', '5/7', '8/9'] -> (((1/3 + (5/7 / 1/7)) / 1/4) / 8/9)
[231578] ['1/3', '1/4', '1/7', '5/7', '9/4'] -> ((((5/7 - 1/3) / 1/4) / 1/7) * 9/4)
[231580] ['1/3', '1/4', '1/7', '5/7', '9/7'] -> ((((5/7 / 1/7) - 1/3) / 1/4) * 9/7)
[231581] ['1/3', '1/4', '1/7', '5/7', '9/8'] -> (((1/3 + (5/7 / 1/7)) / 1/4) * 9/8)
[231596] ['1/3', '1/4', '1/7', '5/8', '8/9'] -> ((1/3 / ((1/4 * 5/8) - 1/7)) - 8/9)
[231603] ['1/3', '1/4', '1/7', '5/9', '6/5'] -> (6/5 / (1/7 * ((1/3 / 5/9) - 1/4)))
[231605] ['1/3', '1/4', '1/7', '5/9', '7/2'] -> ((1/3 / (1/7 - (1/4 * 5/9))) / 7/2)
[231610] ['1/3', '1/4', '1/7', '5/9', '7/8'] -> ((1/3 / ((1/7 / 1/4) - 5/9)) / 7/8)
[231614] ['1/3', '1/4', '1/7', '5/9', '8/7'] -> ((1/3 / ((1/7 / 1/4) - 5/9)) * 8/7)
[231615] ['1/3', '1/4', '1/7', '5/9', '8/9'] -> ((((1/3 + 5/9) / 1/4) / 1/7) - 8/9)
[231626] ['1/3', '1/4', '1/7', '6/5', '7/5'] -> (((6/5 / (1/4 - 1/7)) / 1/3) / 7/5)
[231637] ['1/3', '1/4', '1/7', '6/5', '9/7'] -> (9/7 / (1/4 * (1/3 - (1/7 / 6/5))))
[231649] ['1/3', '1/4', '1/7', '6/7', '8/7'] -> (8/7 / ((1/3 + (1/7 / 1/4)) - 6/7))
[231651] ['1/3', '1/4', '1/7', '6/7', '9/2'] -> ((((1/3 + 1/7) + 6/7) / 1/4) * 9/2)
[231658] ['1/3', '1/4', '1/7', '7/2', '7/4'] -> (((7/2 / (1/3 + 1/4)) / 1/7) / 7/4)
[231675] ['1/3', '1/4', '1/7', '7/3', '7/6'] -> (((7/3 / (1/3 + 1/4)) / 1/7) / 7/6)
[231676] ['1/3', '1/4', '1/7', '7/3', '7/8'] -> ((((7/3 / 1/3) - 1/7) / 1/4) * 7/8)
[231679] ['1/3', '1/4', '1/7', '7/3', '8/5'] -> (((7/3 / 1/7) - (1/3 / 1/4)) * 8/5)
[231680] ['1/3', '1/4', '1/7', '7/3', '8/7'] -> ((((7/3 / 1/3) - 1/7) / 1/4) / 8/7)
[231681] ['1/3', '1/4', '1/7', '7/3', '8/9'] -> (((1/3 + 7/3) / (1/4 - 1/7)) - 8/9)
[231687] ['1/3', '1/4', '1/7', '7/4', '7/4'] -> ((((1/4 + 7/4) / 1/3) / 1/7) / 7/4)
[231690] ['1/3', '1/4', '1/7', '7/4', '7/8'] -> (((7/4 / (1/3 + 1/4)) / 1/7) / 7/8)
[231706] ['1/3', '1/4', '1/7', '7/5', '8/5'] -> (8/5 / ((1/3 - 1/7) * (1/4 * 7/5)))
[231722] ['1/3', '1/4', '1/7', '7/6', '9/4'] -> (((1/4 + (7/6 / 1/3)) / 1/7) - 9/4)
[231724] ['1/3', '1/4', '1/7', '7/6', '9/7'] -> (9/7 / ((1/4 * 1/7) * (1/3 + 7/6)))
[231733] ['1/3', '1/4', '1/7', '7/8', '9/4'] -> ((((1/3 / 1/4) / 1/7) / 7/8) * 9/4)
[231735] ['1/3', '1/4', '1/7', '7/8', '9/7'] -> (9/7 / ((1/3 * 1/7) * (1/4 + 7/8)))
[231748] ['1/3', '1/4', '1/7', '8/3', '8/5'] -> (((8/3 / (1/3 + 1/7)) / 1/4) + 8/5)
[231750] ['1/3', '1/4', '1/7', '8/3', '8/9'] -> ((((1/3 * 8/3) / 1/4) / 1/7) - 8/9)
[231754] ['1/3', '1/4', '1/7', '8/3', '9/7'] -> (9/7 / (1/7 * (1/4 + (1/3 / 8/3))))
[231757] ['1/3', '1/4', '1/7', '8/5', '8/7'] -> (8/7 / (((1/3 + 1/7) / 8/5) - 1/4))
[231758] ['1/3', '1/4', '1/7', '8/5', '8/9'] -> ((1/3 / ((1/4 / 8/5) - 1/7)) - 8/9)
[231762] ['1/3', '1/4', '1/7', '8/5', '9/7'] -> (9/7 / (1/3 * (1/4 - (1/7 / 8/5))))
[231766] ['1/3', '1/4', '1/7', '8/7', '9/2'] -> ((((1/3 + 8/7) - 1/7) / 1/4) * 9/2)
[231767] ['1/3', '1/4', '1/7', '8/7', '9/4'] -> ((((1/3 * 8/7) / 1/4) / 1/7) * 9/4)
[231771] ['1/3', '1/4', '1/7', '8/9', '8/9'] -> (((8/9 / (1/4 - 1/7)) / 1/3) - 8/9)
[231773] ['1/3', '1/4', '1/7', '8/9', '9/4'] -> (((8/9 / (1/3 + 1/4)) / 1/7) * 9/4)
[231775] ['1/3', '1/4', '1/7', '8/9', '9/7'] -> (9/7 / ((1/3 - 1/7) * (1/4 / 8/9)))
[231785] ['1/3', '1/4', '1/7', '9/4', '9/8'] -> (((9/4 / (1/3 + 1/4)) / 1/7) / 9/8)
[231790] ['1/3', '1/4', '1/7', '9/7', '9/8'] -> (((9/7 / (1/3 - 1/7)) / 1/4) / 9/8)
[231796] ['1/3', '1/4', '1/8', '1/8', '2/7'] -> ((1/8 + (1/4 / 2/7)) / (1/3 * 1/8))
[231800] ['1/3', '1/4', '1/8', '1/8', '3/5'] -> ((((1/4 / 1/8) / 3/5) - 1/3) / 1/8)
[231813] ['1/3', '1/4', '1/8', '1/8', '5/9'] -> ((((1/4 / 1/8) - 1/3) / 1/8) / 5/9)
[231815] ['1/3', '1/4', '1/8', '1/8', '6/7'] -> ((1/8 / 1/8) / (1/3 - (1/4 / 6/7)))
[231822] ['1/3', '1/4', '1/8', '1/8', '7/9'] -> (((1/3 + (1/4 / 1/8)) / 1/8) / 7/9)
[231825] ['1/3', '1/4', '1/8', '1/8', '8/7'] -> ((1/8 / 1/8) / ((1/3 / 8/7) - 1/4))
[231826] ['1/3', '1/4', '1/8', '1/8', '8/9'] -> (((1/3 / (1/4 - 1/8)) / 1/8) / 8/9)
[231829] ['1/3', '1/4', '1/8', '1/8', '9/5'] -> ((((1/4 / 1/8) - 1/3) / 1/8) * 9/5)
[231830] ['1/3', '1/4', '1/8', '1/8', '9/7'] -> (((1/3 + (1/4 / 1/8)) / 1/8) * 9/7)
[231837] ['1/3', '1/4', '1/8', '1/9', '3/2'] -> (((3/2 / 1/4) - 1/3) / (1/8 + 1/9))
[231843] ['1/3', '1/4', '1/8', '1/9', '4/5'] -> (((1/3 / (1/4 - 1/9)) / 1/8) / 4/5)
[231851] ['1/3', '1/4', '1/8', '1/9', '5/8'] -> ((((1/4 / 1/8) - 1/3) / 1/9) / 5/8)
[231860] ['1/3', '1/4', '1/8', '1/9', '7/8'] -> (((1/3 + (1/4 / 1/8)) / 1/9) / 7/8)
[231863] ['1/3', '1/4', '1/8', '1/9', '8/5'] -> ((((1/4 / 1/8) - 1/3) / 1/9) * 8/5)
[231864] ['1/3', '1/4', '1/8', '1/9', '8/7'] -> (((1/3 + (1/4 / 1/8)) / 1/9) * 8/7)
[231865] ['1/3', '1/4', '1/8', '1/9', '8/9'] -> (8/9 / (1/3 - (1/9 / (1/4 + 1/8))))
[231891] ['1/3', '1/4', '1/8', '2/3', '6/5'] -> ((((2/3 / 1/8) - 1/3) / 1/4) * 6/5)
[231899] ['1/3', '1/4', '1/8', '2/3', '7/9'] -> ((((2/3 / 1/4) - 1/3) / 1/8) / 7/9)
[231902] ['1/3', '1/4', '1/8', '2/3', '8/7'] -> ((((2/3 / 1/4) / 1/8) - 1/3) * 8/7)
[231903] ['1/3', '1/4', '1/8', '2/3', '8/9'] -> (((2/3 / 1/4) / 1/8) + (8/9 / 1/3))
[231906] ['1/3', '1/4', '1/8', '2/3', '9/5'] -> ((((1/3 / 1/8) + 2/3) / 1/4) * 9/5)
[231907] ['1/3', '1/4', '1/8', '2/3', '9/7'] -> ((((2/3 / 1/4) - 1/3) / 1/8) * 9/7)
[231932] ['1/3', '1/4', '1/8', '2/5', '7/4'] -> (7/4 / (1/8 * ((1/3 / 2/5) - 1/4)))
[231934] ['1/3', '1/4', '1/8', '2/5', '7/6'] -> ((1/3 + 7/6) / ((1/8 / 2/5) - 1/4))
[231935] ['1/3', '1/4', '1/8', '2/5', '7/8'] -> (7/8 / (1/8 * ((1/4 / 2/5) - 1/3)))
[231937] ['1/3', '1/4', '1/8', '2/5', '8/3'] -> ((((1/3 / 1/4) / 1/8) / 2/5) - 8/3)
[231948] ['1/3', '1/4', '1/8', '2/7', '3/2'] -> ((3/2 / 1/3) / ((1/8 / 2/7) - 1/4))
[231952] ['1/3', '1/4', '1/8', '2/7', '3/8'] -> ((1/8 + (1/4 / 2/7)) / (3/8 - 1/3))
[231955] ['1/3', '1/4', '1/8', '2/7', '4/7'] -> (((1/4 / (1/3 - 2/7)) / 1/8) * 4/7)
[231962] ['1/3', '1/4', '1/8', '2/7', '5/8'] -> (5/8 / (1/4 * ((1/8 / 2/7) - 1/3)))
[231968] ['1/3', '1/4', '1/8', '2/7', '7/4'] -> (((1/4 / (1/3 - 2/7)) / 1/8) / 7/4)
[231978] ['1/3', '1/4', '1/8', '2/7', '9/4'] -> (9/4 / ((1/3 + 1/4) * (2/7 - 1/8)))
[231983] ['1/3', '1/4', '1/8', '2/9', '3/2'] -> (3/2 / (1/4 - ((1/3 * 1/8) / 2/9)))
[231985] ['1/3', '1/4', '1/8', '2/9', '3/5'] -> (3/5 / (1/4 - (1/8 / (1/3 + 2/9))))
[231990] ['1/3', '1/4', '1/8', '2/9', '4/7'] -> (((1/3 / (2/9 - 1/8)) / 1/4) / 4/7)
[231992] ['1/3', '1/4', '1/8', '2/9', '5/2'] -> ((5/2 / 1/3) / ((1/8 / 2/9) - 1/4))
[231994] ['1/3', '1/4', '1/8', '2/9', '5/4'] -> (5/4 / (1/8 * ((2/9 / 1/3) - 1/4)))
[231995] ['1/3', '1/4', '1/8', '2/9', '5/6'] -> (5/6 / (1/8 * (1/3 - (1/4 * 2/9))))
[231998] ['1/3', '1/4', '1/8', '2/9', '5/9'] -> ((5/9 / 1/3) / (1/8 - (1/4 * 2/9)))
[232005] ['1/3', '1/4', '1/8', '2/9', '7/6'] -> (7/6 / (1/8 * (1/3 + (1/4 * 2/9))))
[232006] ['1/3', '1/4', '1/8', '2/9', '7/8'] -> ((((1/3 + 1/4) / 1/8) / 2/9) / 7/8)
[232010] ['1/3', '1/4', '1/8', '2/9', '8/7'] -> ((((1/3 + 1/4) / 1/8) / 2/9) * 8/7)
[232023] ['1/3', '1/4', '1/8', '3/2', '4/5'] -> ((((3/2 - 1/4) / 1/3) / 1/8) * 4/5)
[232024] ['1/3', '1/4', '1/8', '3/2', '4/7'] -> ((((1/4 + 3/2) / 1/3) / 1/8) * 4/7)
[232025] ['1/3', '1/4', '1/8', '3/2', '4/9'] -> (((3/2 / 1/8) - (1/3 / 1/4)) / 4/9)
[232032] ['1/3', '1/4', '1/8', '3/2', '5/9'] -> (((1/3 / 1/4) + (3/2 / 1/8)) / 5/9)
[232033] ['1/3', '1/4', '1/8', '3/2', '6/5'] -> (((3/2 / (1/3 - 1/8)) / 1/4) / 6/5)
[232034] ['1/3', '1/4', '1/8', '3/2', '6/7'] -> (((3/2 / (1/3 + 1/4)) / 1/8) / 6/7)
[232048] ['1/3', '1/4', '1/8', '3/2', '9/5'] -> (((1/3 / 1/4) + (3/2 / 1/8)) * 9/5)
[232052] ['1/3', '1/4', '1/8', '3/4', '3/5'] -> (((3/4 / (1/3 - 1/8)) / 1/4) / 3/5)
[232053] ['1/3', '1/4', '1/8', '3/4', '3/7'] -> (((3/4 / (1/3 + 1/4)) / 1/8) / 3/7)
[232065] ['1/3', '1/4', '1/8', '3/4', '5/9'] -> ((((3/4 - 1/3) / 1/4) / 1/8) / 5/9)
[232076] ['1/3', '1/4', '1/8', '3/4', '8/5'] -> (8/5 / ((1/4 / (3/4 - 1/8)) - 1/3))
[232077] ['1/3', '1/4', '1/8', '3/4', '8/7'] -> (8/7 / (1/3 - (1/4 / (1/8 + 3/4))))
[232078] ['1/3', '1/4', '1/8', '3/4', '8/9'] -> ((((3/4 / 1/4) - 1/3) / 1/8) / 8/9)
[232081] ['1/3', '1/4', '1/8', '3/4', '9/5'] -> ((((3/4 - 1/3) / 1/4) / 1/8) * 9/5)
[232083] ['1/3', '1/4', '1/8', '3/4', '9/8'] -> ((((3/4 / 1/4) - 1/3) / 1/8) * 9/8)
[232089] ['1/3', '1/4', '1/8', '3/5', '4/7'] -> (4/7 / ((1/8 / (3/5 - 1/4)) - 1/3))
[232097] ['1/3', '1/4', '1/8', '3/5', '5/9'] -> ((1/3 / ((1/4 * 3/5) - 1/8)) / 5/9)
[232112] ['1/3', '1/4', '1/8', '3/5', '9/4'] -> (9/4 / (1/8 * (1/3 + (1/4 / 3/5))))
[232130] ['1/3', '1/4', '1/8', '3/7', '6/7'] -> (6/7 / ((1/4 + 1/8) * (3/7 - 1/3)))
[232136] ['1/3', '1/4', '1/8', '3/7', '7/8'] -> (((1/4 / (3/7 - 1/3)) / 1/8) / 7/8)
[232137] ['1/3', '1/4', '1/8', '3/7', '7/9'] -> ((1/3 / (1/8 - (1/4 * 3/7))) / 7/9)
[232140] ['1/3', '1/4', '1/8', '3/7', '8/7'] -> (((1/4 / (3/7 - 1/3)) / 1/8) * 8/7)
[232141] ['1/3', '1/4', '1/8', '3/7', '8/9'] -> ((((1/3 / 1/4) / 1/8) / 3/7) - 8/9)
[232148] ['1/3', '1/4', '1/8', '3/8', '4/3'] -> ((((1/3 + 3/8) / 1/4) / 1/8) + 4/3)
[232149] ['1/3', '1/4', '1/8', '3/8', '4/5'] -> ((1/8 + 3/8) / (1/3 - (1/4 / 4/5)))
[232152] ['1/3', '1/4', '1/8', '3/8', '5/2'] -> ((5/2 / 1/4) / ((1/3 * 1/8) + 3/8))
[232159] ['1/3', '1/4', '1/8', '3/8', '6/5'] -> ((3/8 / 1/8) / (1/3 - (1/4 / 6/5)))
[232165] ['1/3', '1/4', '1/8', '3/8', '7/6'] -> (((1/3 + 7/6) / 1/4) / (3/8 - 1/8))
[232169] ['1/3', '1/4', '1/8', '3/8', '8/5'] -> ((((1/4 + 3/8) / 1/3) / 1/8) * 8/5)
[232174] ['1/3', '1/4', '1/8', '3/8', '9/5'] -> (((1/3 + (3/8 / 1/8)) / 1/4) * 9/5)
[232178] ['1/3', '1/4', '1/8', '4/3', '4/5'] -> ((((4/3 / 1/3) - 1/4) / 1/8) * 4/5)
[232181] ['1/3', '1/4', '1/8', '4/3', '5/2'] -> ((5/2 / 1/3) / (1/8 + (1/4 / 4/3)))
[232184] ['1/3', '1/4', '1/8', '4/3', '5/6'] -> ((4/3 / 1/8) * ((5/6 / 1/3) - 1/4))
[232187] ['1/3', '1/4', '1/8', '4/3', '5/9'] -> (((1/3 + 4/3) / (1/4 - 1/8)) / 5/9)
[232192] ['1/3', '1/4', '1/8', '4/3', '7/4'] -> (7/4 / (1/8 * (4/3 - (1/4 / 1/3))))
[232194] ['1/3', '1/4', '1/8', '4/3', '7/6'] -> ((1/3 + 7/6) / ((1/4 / 4/3) - 1/8))
[232198] ['1/3', '1/4', '1/8', '4/3', '8/5'] -> (((4/3 / (1/3 - 1/8)) / 1/4) - 8/5)
[232200] ['1/3', '1/4', '1/8', '4/3', '8/9'] -> ((((1/3 / 1/4) + 4/3) / 1/8) / 8/9)
[232203] ['1/3', '1/4', '1/8', '4/3', '9/5'] -> (((1/3 + 4/3) / (1/4 - 1/8)) * 9/5)
[232205] ['1/3', '1/4', '1/8', '4/3', '9/8'] -> ((((1/3 / 1/4) + 4/3) / 1/8) * 9/8)
