[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1243104] ['1/9', '4/7', '5/9', '7/4', '8/7'] -> (8/7 / ((1/9 / 7/4) - (4/7 - 5/9)))
[1243129] ['1/9', '4/7', '5/9', '7/6', '8/7'] -> (8/7 / ((4/7 * (7/6 - 1/9)) - 5/9))
[1243140] ['1/9', '4/7', '5/9', '7/8', '8/7'] -> (8/7 / ((1/9 + 4/7) - (5/9 / 7/8)))
[1243155] ['1/9', '4/7', '5/9', '7/9', '9/7'] -> (9/7 / ((5/9 / (1/9 + 7/9)) - 4/7))
[1243159] ['1/9', '4/7', '5/9', '8/3', '8/7'] -> ((8/3 / ((1/9 + 4/7) - 5/9)) * 8/7)
[1243160] ['1/9', '4/7', '5/9', '8/3', '8/9'] -> (8/9 / (5/9 - ((1/9 * 8/3) / 4/7)))
[1243161] ['1/9', '4/7', '5/9', '8/3', '9/2'] -> (((1/9 + 5/9) + (8/3 / 4/7)) * 9/2)
[1243164] ['1/9', '4/7', '5/9', '8/3', '9/7'] -> (9/7 / (((4/7 - 5/9) / 1/9) / 8/3))
[1243172] ['1/9', '4/7', '5/9', '8/5', '9/7'] -> (9/7 / ((1/9 / 8/5) - (4/7 - 5/9)))
[1243174] ['1/9', '4/7', '5/9', '8/7', '8/7'] -> (8/7 / ((1/9 + 4/7) - (5/9 * 8/7)))
[1243207] ['1/9', '4/7', '6/5', '6/5', '7/5'] -> ((((4/7 + 6/5) / 1/9) + 6/5) * 7/5)
[1243209] ['1/9', '4/7', '6/5', '6/5', '7/8'] -> ((((6/5 / 1/9) + 6/5) / 4/7) / 7/8)
[1243229] ['1/9', '4/7', '6/5', '6/7', '8/5'] -> (((4/7 / (6/5 - 6/7)) / 1/9) * 8/5)
[1243240] ['1/9', '4/7', '6/5', '7/2', '7/5'] -> (((6/5 / 4/7) + (7/2 / 1/9)) / 7/5)
[1243250] ['1/9', '4/7', '6/5', '7/2', '9/5'] -> ((((4/7 / 1/9) + 6/5) * 7/2) + 9/5)
[1243266] ['1/9', '4/7', '6/5', '7/3', '9/7'] -> ((((4/7 / 6/5) + 7/3) / 1/9) - 9/7)
[1243310] ['1/9', '4/7', '6/5', '7/8', '8/5'] -> (8/5 / (((1/9 * 4/7) * 6/5) * 7/8))
[1243334] ['1/9', '4/7', '6/5', '8/3', '9/5'] -> ((6/5 + ((8/3 / 1/9) / 4/7)) / 9/5)
[1243338] ['1/9', '4/7', '6/5', '8/5', '8/7'] -> ((((8/5 / 1/9) / 4/7) / 6/5) * 8/7)
[1243378] ['1/9', '4/7', '6/7', '6/7', '7/6'] -> ((((4/7 + 6/7) + 6/7) / 1/9) * 7/6)
[1243383] ['1/9', '4/7', '6/7', '6/7', '8/7'] -> ((8/7 / 1/9) / ((6/7 / 6/7) - 4/7))
[1243385] ['1/9', '4/7', '6/7', '6/7', '9/2'] -> ((6/7 + 6/7) / (4/7 - (1/9 * 9/2)))
[1243391] ['1/9', '4/7', '6/7', '7/2', '7/3'] -> ((((4/7 * 7/2) - 6/7) / 1/9) * 7/3)
[1243398] ['1/9', '4/7', '6/7', '7/2', '8/5'] -> ((((4/7 / 1/9) - 6/7) * 7/2) * 8/5)
[1243406] ['1/9', '4/7', '6/7', '7/3', '7/3'] -> ((((4/7 * 6/7) * 7/3) / 1/9) * 7/3)
[1243409] ['1/9', '4/7', '6/7', '7/3', '7/6'] -> (((4/7 + (7/3 / 1/9)) / 6/7) - 7/6)
[1243416] ['1/9', '4/7', '6/7', '7/3', '9/2'] -> (((7/3 / 1/9) - (6/7 / 4/7)) + 9/2)
[1243419] ['1/9', '4/7', '6/7', '7/3', '9/7'] -> ((((4/7 + 7/3) / 1/9) - 6/7) - 9/7)
[1243451] ['1/9', '4/7', '6/7', '7/6', '8/3'] -> (((7/6 / 1/9) - (6/7 / 4/7)) * 8/3)
[1243452] ['1/9', '4/7', '6/7', '7/6', '8/5'] -> ((((4/7 + 6/7) * 7/6) / 1/9) * 8/5)
[1243453] ['1/9', '4/7', '6/7', '7/6', '8/7'] -> (8/7 / (1/9 * ((6/7 * 7/6) - 4/7)))
[1243464] ['1/9', '4/7', '6/7', '7/8', '8/7'] -> (8/7 / (((1/9 * 4/7) * 6/7) * 7/8))
[1243466] ['1/9', '4/7', '6/7', '7/8', '9/2'] -> (((6/7 / (4/7 + 7/8)) / 1/9) * 9/2)
[1243485] ['1/9', '4/7', '6/7', '8/3', '9/2'] -> ((((8/3 / 4/7) / 6/7) - 1/9) * 9/2)
[1243498] ['1/9', '4/7', '6/7', '8/7', '8/7'] -> ((((8/7 / 1/9) / 4/7) / 6/7) * 8/7)
[1243500] ['1/9', '4/7', '6/7', '8/7', '9/2'] -> (((6/7 + (8/7 / 1/9)) / 4/7) + 9/2)
[1243511] ['1/9', '4/7', '6/7', '9/2', '9/2'] -> (((4/7 / 1/9) + (6/7 / 9/2)) * 9/2)
[1243514] ['1/9', '4/7', '6/7', '9/2', '9/7'] -> (((6/7 + (4/7 * 9/2)) / 1/9) / 9/7)
[1243531] ['1/9', '4/7', '7/2', '7/2', '7/8'] -> ((((7/2 / 1/9) - 4/7) - 7/2) * 7/8)
[1243543] ['1/9', '4/7', '7/2', '7/3', '7/4'] -> ((((4/7 * 7/2) * 7/3) / 1/9) / 7/4)
[1243551] ['1/9', '4/7', '7/2', '7/3', '8/9'] -> (8/9 / (1/9 * (7/3 - (4/7 * 7/2))))
[1243559] ['1/9', '4/7', '7/2', '7/4', '7/6'] -> (7/6 / (1/9 * (7/2 - (7/4 / 4/7))))
[1243565] ['1/9', '4/7', '7/2', '7/4', '8/9'] -> (((4/7 * (7/2 + 7/4)) / 1/9) * 8/9)
[1243570] ['1/9', '4/7', '7/2', '7/4', '9/8'] -> (((4/7 * (7/2 + 7/4)) / 1/9) / 9/8)
[1243576] ['1/9', '4/7', '7/2', '7/5', '8/5'] -> (8/5 / (1/9 * ((4/7 * 7/2) - 7/5)))
[1243585] ['1/9', '4/7', '7/2', '7/6', '7/8'] -> ((((4/7 * 7/2) * 7/6) / 1/9) / 7/8)
[1243589] ['1/9', '4/7', '7/2', '7/6', '8/7'] -> ((((4/7 * 7/2) * 7/6) / 1/9) * 8/7)
[1243597] ['1/9', '4/7', '7/2', '7/8', '7/9'] -> ((((7/2 / 7/8) - 4/7) / 1/9) * 7/9)
[1243601] ['1/9', '4/7', '7/2', '7/8', '8/9'] -> (((7/2 - (4/7 * 7/8)) / 1/9) * 8/9)
[1243605] ['1/9', '4/7', '7/2', '7/8', '9/7'] -> ((((7/2 / 7/8) - 4/7) / 1/9) / 9/7)
[1243606] ['1/9', '4/7', '7/2', '7/8', '9/8'] -> (((7/2 - (4/7 * 7/8)) / 1/9) / 9/8)
[1243608] ['1/9', '4/7', '7/2', '7/9', '8/3'] -> (((4/7 * 7/2) + (7/9 / 1/9)) * 8/3)
[1243635] ['1/9', '4/7', '7/2', '8/7', '8/9'] -> (((7/2 - (4/7 / 8/7)) / 1/9) * 8/9)
[1243639] ['1/9', '4/7', '7/2', '8/7', '9/7'] -> ((((7/2 * 8/7) - 4/7) / 1/9) / 9/7)
[1243640] ['1/9', '4/7', '7/2', '8/7', '9/8'] -> (((7/2 - (4/7 / 8/7)) / 1/9) / 9/8)
[1243642] ['1/9', '4/7', '7/2', '8/9', '9/2'] -> ((((7/2 * 8/9) / 4/7) - 1/9) * 9/2)
[1243645] ['1/9', '4/7', '7/2', '8/9', '9/7'] -> (((7/2 / 1/9) - (4/7 / 8/9)) / 9/7)
[1243669] ['1/9', '4/7', '7/3', '7/3', '8/5'] -> (((7/3 / 1/9) + 7/3) * (8/5 - 4/7))
[1243673] ['1/9', '4/7', '7/3', '7/3', '9/4'] -> (((7/3 / 1/9) - 7/3) * (4/7 * 9/4))
[1243674] ['1/9', '4/7', '7/3', '7/3', '9/5'] -> (((7/3 / 1/9) + 7/3) * (4/7 * 9/5))
[1243678] ['1/9', '4/7', '7/3', '7/4', '7/5'] -> (7/5 / (1/9 / (4/7 + (7/3 / 7/4))))
[1243685] ['1/9', '4/7', '7/3', '7/4', '8/9'] -> (8/9 / ((1/9 * 4/7) * (7/3 - 7/4)))
[1243700] ['1/9', '4/7', '7/3', '7/5', '9/4'] -> ((((7/3 / 1/9) / 4/7) / 7/5) - 9/4)
[1243704] ['1/9', '4/7', '7/3', '7/6', '7/6'] -> (((4/7 + (7/3 / 1/9)) * 7/6) - 7/6)
[1243706] ['1/9', '4/7', '7/3', '7/6', '7/9'] -> (7/9 / (1/9 * (7/3 - (7/6 / 4/7))))
[1243708] ['1/9', '4/7', '7/3', '7/6', '8/5'] -> (((7/3 - (4/7 * 7/6)) / 1/9) * 8/5)
[1243710] ['1/9', '4/7', '7/3', '7/6', '8/9'] -> (((7/3 + (4/7 * 7/6)) / 1/9) * 8/9)
[1243712] ['1/9', '4/7', '7/3', '7/6', '9/4'] -> ((((7/3 / 4/7) - 7/6) / 1/9) - 9/4)
[1243715] ['1/9', '4/7', '7/3', '7/6', '9/8'] -> (((7/3 + (4/7 * 7/6)) / 1/9) / 9/8)
[1243729] ['1/9', '4/7', '7/3', '7/9', '8/5'] -> ((7/3 * ((7/9 / 1/9) - 4/7)) * 8/5)
[1243739] ['1/9', '4/7', '7/3', '8/3', '8/7'] -> ((((8/3 / 4/7) - 7/3) / 1/9) * 8/7)
[1243746] ['1/9', '4/7', '7/3', '8/5', '8/5'] -> (8/5 / (((8/5 - 1/9) / 7/3) - 4/7))
[1243755] ['1/9', '4/7', '7/3', '8/7', '8/9'] -> (8/9 / (1/9 * (7/3 - (8/7 / 4/7))))
[1243759] ['1/9', '4/7', '7/3', '8/7', '9/7'] -> (((4/7 + (7/3 / 1/9)) + 8/7) + 9/7)
[1243763] ['1/9', '4/7', '7/3', '8/9', '9/4'] -> ((((4/7 * 7/3) * 8/9) / 1/9) * 9/4)
[1243775] ['1/9', '4/7', '7/3', '9/4', '9/8'] -> ((((4/7 * 7/3) * 9/4) / 1/9) / 9/8)
[1243811] ['1/9', '4/7', '7/4', '7/6', '7/9'] -> (7/9 / (1/9 * ((7/6 / 4/7) - 7/4)))
[1243813] ['1/9', '4/7', '7/4', '7/6', '8/5'] -> (((4/7 * (7/4 + 7/6)) / 1/9) * 8/5)
[1243815] ['1/9', '4/7', '7/4', '7/6', '8/9'] -> (8/9 / ((1/9 * 4/7) * (7/4 - 7/6)))
[1243816] ['1/9', '4/7', '7/4', '7/6', '9/2'] -> ((((4/7 * 7/4) + 7/6) / 1/9) + 9/2)
[1243817] ['1/9', '4/7', '7/4', '7/6', '9/4'] -> (((7/4 + (4/7 * 7/6)) / 1/9) + 9/4)
[1243833] ['1/9', '4/7', '7/4', '7/9', '8/3'] -> (8/3 / (((4/7 * 7/4) - 1/9) - 7/9))
[1243843] ['1/9', '4/7', '7/4', '8/3', '8/5'] -> (((8/3 - (4/7 * 7/4)) / 1/9) * 8/5)
[1243847] ['1/9', '4/7', '7/4', '8/3', '9/4'] -> ((((8/3 / 4/7) - 7/4) / 1/9) - 9/4)
[1243849] ['1/9', '4/7', '7/4', '8/3', '9/7'] -> (((4/7 * (7/4 + 8/3)) / 1/9) + 9/7)
[1243851] ['1/9', '4/7', '7/4', '8/5', '8/5'] -> (8/5 / (1/9 * (8/5 - (4/7 * 7/4))))
[1243860] ['1/9', '4/7', '7/4', '8/7', '8/9'] -> (((4/7 + 8/7) / (1/9 / 7/4)) * 8/9)
[1243865] ['1/9', '4/7', '7/4', '8/7', '9/8'] -> (((4/7 + 8/7) / (1/9 / 7/4)) / 9/8)
[1243879] ['1/9', '4/7', '7/4', '9/4', '9/7'] -> ((((7/4 + 9/4) - 4/7) / 1/9) / 9/7)
[1243892] ['1/9', '4/7', '7/5', '7/5', '8/5'] -> ((8/5 / 1/9) / (7/5 - (4/7 * 7/5)))
[1243894] ['1/9', '4/7', '7/5', '7/5', '8/9'] -> ((7/5 + 7/5) * (4/7 + (8/9 / 1/9)))
[1243924] ['1/9', '4/7', '7/5', '7/9', '8/3'] -> ((7/5 * ((7/9 / 1/9) - 4/7)) * 8/3)
[1243983] ['1/9', '4/7', '7/6', '7/6', '8/7'] -> ((8/7 / 1/9) / ((7/6 / 7/6) - 4/7))
[1243985] ['1/9', '4/7', '7/6', '7/6', '9/2'] -> (((7/6 / 1/9) - 7/6) * (4/7 * 9/2))
[1243990] ['1/9', '4/7', '7/6', '7/8', '7/8'] -> ((((7/6 / 1/9) / 4/7) / 7/8) / 7/8)
[1243993] ['1/9', '4/7', '7/6', '7/8', '8/5'] -> (((7/6 + (4/7 * 7/8)) / 1/9) * 8/5)
[1243994] ['1/9', '4/7', '7/6', '7/8', '8/7'] -> ((((7/6 / 1/9) / 4/7) / 7/8) * 8/7)
[1243996] ['1/9', '4/7', '7/6', '7/8', '9/2'] -> (9/2 / ((1/9 * 7/6) * (4/7 + 7/8)))
[1243997] ['1/9', '4/7', '7/6', '7/8', '9/4'] -> ((((7/6 / 4/7) + 7/8) / 1/9) - 9/4)
[1244004] ['1/9', '4/7', '7/6', '7/9', '8/7'] -> (8/7 / (7/9 - (4/7 * (1/9 + 7/6))))
[1244015] ['1/9', '4/7', '7/6', '8/3', '9/2'] -> ((((7/6 * 8/3) / 4/7) - 1/9) * 9/2)
[1244028] ['1/9', '4/7', '7/6', '8/7', '8/7'] -> ((((7/6 * 8/7) / 1/9) / 4/7) * 8/7)
[1244036] ['1/9', '4/7', '7/6', '8/9', '9/2'] -> ((((4/7 * 7/6) * 8/9) / 1/9) * 9/2)
[1244042] ['1/9', '4/7', '7/6', '9/2', '9/4'] -> ((((7/6 / 1/9) + 9/2) / 4/7) - 9/4)
[1244045] ['1/9', '4/7', '7/6', '9/2', '9/8'] -> ((((4/7 * 7/6) * 9/2) / 1/9) / 9/8)
[1244046] ['1/9', '4/7', '7/6', '9/4', '9/4'] -> ((((4/7 * 7/6) + 9/4) / 1/9) - 9/4)
[1244050] ['1/9', '4/7', '7/6', '9/5', '9/5'] -> ((((4/7 * 7/6) + 9/5) / 1/9) + 9/5)
[1244060] ['1/9', '4/7', '7/8', '7/8', '8/7'] -> ((8/7 / 1/9) / ((7/8 / 7/8) - 4/7))
[1244094] ['1/9', '4/7', '7/8', '8/7', '8/7'] -> (8/7 / (1/9 * ((7/8 * 8/7) - 4/7)))
[1244114] ['1/9', '4/7', '7/8', '9/4', '9/7'] -> (9/7 / ((7/8 - (1/9 * 9/4)) - 4/7))
[1244126] ['1/9', '4/7', '7/9', '7/9', '8/9'] -> ((8/9 / 1/9) / (7/9 - (4/7 * 7/9)))
[1244136] ['1/9', '4/7', '7/9', '8/3', '9/2'] -> (((7/9 + (8/3 / 4/7)) - 1/9) * 9/2)
[1244137] ['1/9', '4/7', '7/9', '8/3', '9/4'] -> ((((4/7 * 7/9) * 8/3) / 1/9) * 9/4)
[1244158] ['1/9', '4/7', '7/9', '8/9', '9/4'] -> ((((7/9 + 8/9) / 1/9) / 4/7) - 9/4)
[1244190] ['1/9', '4/7', '8/3', '8/5', '9/4'] -> ((((8/3 / 1/9) / 4/7) / 8/5) - 9/4)
[1244197] ['1/9', '4/7', '8/3', '8/7', '9/4'] -> ((8/3 * ((4/7 / 1/9) - 8/7)) * 9/4)
[1244198] ['1/9', '4/7', '8/3', '8/7', '9/5'] -> ((((8/7 / 1/9) - 8/3) / 4/7) * 9/5)
[1244205] ['1/9', '4/7', '8/3', '8/9', '9/7'] -> (9/7 / (4/7 / (8/3 + (8/9 / 1/9))))
[1244219] ['1/9', '4/7', '8/3', '9/7', '9/7'] -> ((((4/7 * 8/3) + 9/7) / 1/9) - 9/7)
[1244223] ['1/9', '4/7', '8/5', '8/5', '8/7'] -> ((8/7 / 1/9) / ((8/5 / 8/5) - 4/7))
[1244234] ['1/9', '4/7', '8/5', '8/7', '9/5'] -> ((((8/5 + 8/7) / 1/9) / 4/7) / 9/5)
[1244241] ['1/9', '4/7', '8/5', '8/9', '9/7'] -> (9/7 / (((1/9 + 8/9) / 8/5) - 4/7))
[1244254] ['1/9', '4/7', '8/5', '9/5', '9/8'] -> ((((8/5 / 1/9) / 4/7) + 9/5) / 9/8)
[1244258] ['1/9', '4/7', '8/7', '8/7', '8/7'] -> ((8/7 / ((8/7 / 8/7) - 4/7)) / 1/9)
[1244284] ['1/9', '4/7', '8/7', '9/7', '9/8'] -> ((((4/7 + 8/7) + 9/7) / 1/9) / 9/8)
[1244295] ['1/9', '4/7', '8/9', '9/2', '9/7'] -> ((((8/9 * 9/2) - 4/7) / 1/9) / 9/7)
[1244310] ['1/9', '4/7', '9/2', '9/2', '9/7'] -> ((((9/2 - 4/7) / 1/9) - 9/2) / 9/7)
[1244343] ['1/9', '4/9', '4/9', '4/9', '5/2'] -> ((4/9 + ((4/9 + 4/9) * 5/2)) / 1/9)
[1244348] ['1/9', '4/9', '4/9', '4/9', '5/8'] -> ((4/9 / (4/9 - (4/9 * 5/8))) / 1/9)
[1244350] ['1/9', '4/9', '4/9', '4/9', '6/5'] -> (4/9 / (((1/9 + 4/9) / 6/5) - 4/9))
[1244352] ['1/9', '4/9', '4/9', '4/9', '7/2'] -> ((((4/9 + 4/9) * 7/2) - 4/9) / 1/9)
[1244353] ['1/9', '4/9', '4/9', '4/9', '7/3'] -> (((4/9 + 7/3) / 1/9) - (4/9 / 4/9))
[1244356] ['1/9', '4/9', '4/9', '4/9', '7/6'] -> ((4/9 / (7/6 - (4/9 / 4/9))) / 1/9)
[1244358] ['1/9', '4/9', '4/9', '4/9', '7/9'] -> (((4/9 + 4/9) / (7/9 - 4/9)) / 1/9)
[1244360] ['1/9', '4/9', '4/9', '4/9', '8/5'] -> ((4/9 / (4/9 - (4/9 / 8/5))) / 1/9)
[1244368] ['1/9', '4/9', '4/9', '5/2', '5/2'] -> (((5/2 / 1/9) + 5/2) - (4/9 / 4/9))
[1244371] ['1/9', '4/9', '4/9', '5/2', '5/6'] -> ((((4/9 + 4/9) * 5/2) / 1/9) / 5/6)
[1244375] ['1/9', '4/9', '4/9', '5/2', '6/5'] -> ((((4/9 + 4/9) * 5/2) / 1/9) * 6/5)
[1244393] ['1/9', '4/9', '4/9', '5/3', '5/3'] -> (((5/3 * 5/3) / 1/9) - (4/9 / 4/9))
[1244398] ['1/9', '4/9', '4/9', '5/3', '5/9'] -> ((((4/9 + 4/9) * 5/3) / 1/9) / 5/9)
[1244414] ['1/9', '4/9', '4/9', '5/3', '9/5'] -> ((((4/9 + 4/9) * 5/3) / 1/9) * 9/5)
[1244447] ['1/9', '4/9', '4/9', '5/6', '7/3'] -> (((4/9 / (5/6 - 4/9)) / 1/9) * 7/3)
[1244456] ['1/9', '4/9', '4/9', '5/6', '8/9'] -> (8/9 / ((1/9 + (4/9 * 5/6)) - 4/9))
[1244457] ['1/9', '4/9', '4/9', '5/6', '9/2'] -> ((((4/9 / 1/9) + 4/9) / 5/6) * 9/2)
[1244466] ['1/9', '4/9', '4/9', '5/7', '6/7'] -> (6/7 / (((4/9 - 1/9) / 4/9) - 5/7))
[1244467] ['1/9', '4/9', '4/9', '5/7', '7/2'] -> (((4/9 + (4/9 * 5/7)) / 1/9) * 7/2)
[1244475] ['1/9', '4/9', '4/9', '5/7', '8/5'] -> (8/5 / (((4/9 / 5/7) - 1/9) - 4/9))
[1244476] ['1/9', '4/9', '4/9', '5/7', '8/7'] -> (8/7 / (4/9 - ((1/9 + 4/9) * 5/7)))
[1244488] ['1/9', '4/9', '4/9', '5/8', '7/3'] -> (7/3 / (4/9 - ((1/9 + 4/9) * 5/8)))
[1244522] ['1/9', '4/9', '4/9', '6/5', '6/5'] -> (6/5 / (((1/9 + 4/9) / 4/9) - 6/5))
[1244534] ['1/9', '4/9', '4/9', '6/5', '8/9'] -> (8/9 / ((1/9 + (4/9 / 6/5)) - 4/9))
[1244535] ['1/9', '4/9', '4/9', '6/5', '9/2'] -> ((((4/9 / 1/9) + 4/9) * 6/5) * 9/2)
[1244541] ['1/9', '4/9', '4/9', '6/7', '7/2'] -> ((((4/9 + 4/9) * 6/7) / 1/9) * 7/2)
[1244550] ['1/9', '4/9', '4/9', '6/7', '8/7'] -> (8/7 / ((1/9 + (4/9 * 6/7)) - 4/9))
[1244551] ['1/9', '4/9', '4/9', '6/7', '8/9'] -> (8/9 / ((1/9 + 4/9) - (4/9 / 6/7)))
[1244567] ['1/9', '4/9', '4/9', '7/2', '8/9'] -> ((4/9 + 8/9) / (4/9 - (1/9 * 7/2)))
[1244573] ['1/9', '4/9', '4/9', '7/3', '7/3'] -> ((7/3 + 7/3) / (4/9 - (1/9 / 4/9)))
[1244578] ['1/9', '4/9', '4/9', '7/3', '7/9'] -> ((((4/9 + 4/9) * 7/3) / 1/9) / 7/9)
[1244582] ['1/9', '4/9', '4/9', '7/3', '8/9'] -> ((7/3 / ((4/9 * 4/9) - 1/9)) * 8/9)
[1244583] ['1/9', '4/9', '4/9', '7/3', '9/2'] -> ((((4/9 * 7/3) - 4/9) / 1/9) * 9/2)
[1244584] ['1/9', '4/9', '4/9', '7/3', '9/4'] -> (((4/9 + 7/3) / 1/9) - (4/9 * 9/4))
[1244585] ['1/9', '4/9', '4/9', '7/3', '9/5'] -> (((4/9 + (4/9 * 7/3)) / 1/9) * 9/5)
[1244586] ['1/9', '4/9', '4/9', '7/3', '9/7'] -> ((((4/9 + 4/9) * 7/3) / 1/9) * 9/7)
[1244587] ['1/9', '4/9', '4/9', '7/3', '9/8'] -> ((7/3 / ((4/9 * 4/9) - 1/9)) / 9/8)
[1244596] ['1/9', '4/9', '4/9', '7/4', '8/9'] -> ((8/9 / 1/9) / ((4/9 * 7/4) - 4/9))
[1244608] ['1/9', '4/9', '4/9', '7/5', '8/7'] -> (8/7 / (4/9 - ((1/9 + 4/9) / 7/5)))
[1244620] ['1/9', '4/9', '4/9', '7/6', '8/7'] -> (8/7 / ((1/9 + (4/9 / 7/6)) - 4/9))
[1244621] ['1/9', '4/9', '4/9', '7/6', '8/9'] -> (8/9 / ((1/9 + 4/9) - (4/9 * 7/6)))
[1244622] ['1/9', '4/9', '4/9', '7/6', '9/2'] -> ((((4/9 / 4/9) + 7/6) / 1/9) + 9/2)
[1244631] ['1/9', '4/9', '4/9', '7/8', '8/7'] -> (8/7 / ((1/9 + 4/9) - (4/9 / 7/8)))
[1244635] ['1/9', '4/9', '4/9', '7/8', '9/5'] -> (9/5 / (7/8 - (4/9 / (1/9 + 4/9))))
[1244640] ['1/9', '4/9', '4/9', '7/9', '8/5'] -> ((((4/9 + 4/9) + 7/9) / 1/9) * 8/5)
[1244642] ['1/9', '4/9', '4/9', '7/9', '8/9'] -> (8/9 / ((4/9 * (7/9 - 4/9)) - 1/9))
[1244652] ['1/9', '4/9', '4/9', '8/3', '9/2'] -> ((((4/9 + 4/9) / 1/9) - 8/3) * 9/2)
[1244653] ['1/9', '4/9', '4/9', '8/3', '9/4'] -> ((((4/9 + 4/9) / 1/9) + 8/3) * 9/4)
[1244655] ['1/9', '4/9', '4/9', '8/3', '9/7'] -> ((8/3 / ((4/9 * 4/9) - 1/9)) / 9/7)
[1244665] ['1/9', '4/9', '4/9', '8/7', '8/7'] -> (8/7 / ((1/9 + 4/9) - (4/9 * 8/7)))
[1244677] ['1/9', '4/9', '4/9', '8/9', '9/8'] -> ((((4/9 + 8/9) / 1/9) / 4/9) / 9/8)
[1244694] ['1/9', '4/9', '5/2', '5/2', '5/3'] -> ((5/2 + 5/2) + ((4/9 + 5/3) / 1/9))
[1244696] ['1/9', '4/9', '5/2', '5/2', '5/6'] -> (((4/9 * (5/2 + 5/2)) / 1/9) / 5/6)
[1244699] ['1/9', '4/9', '5/2', '5/2', '5/9'] -> ((((5/2 / 1/9) + 5/2) - 4/9) - 5/9)
[1244700] ['1/9', '4/9', '5/2', '5/2', '6/5'] -> (((4/9 * (5/2 + 5/2)) / 1/9) * 6/5)
[1244703] ['1/9', '4/9', '5/2', '5/2', '7/3'] -> (((4/9 + 7/3) / 1/9) - (5/2 / 5/2))
[1244708] ['1/9', '4/9', '5/2', '5/2', '7/9'] -> (((5/2 / 1/9) - 4/9) + (5/2 * 7/9))
[1244713] ['1/9', '4/9', '5/2', '5/2', '9/2'] -> ((((4/9 + 5/2) + 5/2) - 1/9) * 9/2)
[1244714] ['1/9', '4/9', '5/2', '5/2', '9/4'] -> (((5/2 / 1/9) + 5/2) - (4/9 * 9/4))
[1244716] ['1/9', '4/9', '5/2', '5/2', '9/7'] -> (((5/2 / 1/9) - 4/9) + (5/2 / 9/7))
[1244720] ['1/9', '4/9', '5/2', '5/3', '5/6'] -> ((((4/9 + 5/2) / 1/9) - 5/3) - 5/6)
[1244726] ['1/9', '4/9', '5/2', '5/3', '7/2'] -> (((5/2 * (5/3 - 4/9)) / 1/9) - 7/2)
[1244734] ['1/9', '4/9', '5/2', '5/3', '8/5'] -> (8/5 / (5/3 - ((4/9 / 1/9) / 5/2)))
[1244738] ['1/9', '4/9', '5/2', '5/3', '9/4'] -> (((5/2 / 1/9) + (5/3 / 4/9)) - 9/4)
[1244742] ['1/9', '4/9', '5/2', '5/4', '5/4'] -> ((((4/9 + 5/2) / 1/9) - 5/4) - 5/4)
[1244743] ['1/9', '4/9', '5/2', '5/4', '5/6'] -> (5/6 / (1/9 * ((5/4 / 4/9) - 5/2)))
[1244745] ['1/9', '4/9', '5/2', '5/4', '5/8'] -> (((4/9 * (5/2 + 5/4)) / 1/9) / 5/8)
[1244750] ['1/9', '4/9', '5/2', '5/4', '7/3'] -> (7/3 / (4/9 - ((1/9 * 5/2) * 5/4)))
[1244756] ['1/9', '4/9', '5/2', '5/4', '8/3'] -> (8/3 / (((4/9 * 5/4) / 5/2) - 1/9))
[1244757] ['1/9', '4/9', '5/2', '5/4', '8/5'] -> (((4/9 * (5/2 + 5/4)) / 1/9) * 8/5)
[1244768] ['1/9', '4/9', '5/2', '5/6', '5/9'] -> (((4/9 * (5/2 + 5/6)) / 1/9) / 5/9)
[1244779] ['1/9', '4/9', '5/2', '5/6', '8/5'] -> (8/5 / (4/9 - ((1/9 + 5/6) / 5/2)))
[1244781] ['1/9', '4/9', '5/2', '5/6', '8/9'] -> (8/9 / (((4/9 * 5/6) / 5/2) - 1/9))
[1244782] ['1/9', '4/9', '5/2', '5/6', '9/2'] -> (((5/2 / (1/9 + 4/9)) + 5/6) * 9/2)
[1244791] ['1/9', '4/9', '5/2', '5/7', '6/7'] -> (6/7 / ((5/7 / 5/2) - (1/9 / 4/9)))
[1244808] ['1/9', '4/9', '5/2', '5/8', '5/8'] -> ((5/2 / ((4/9 * 5/8) - 1/9)) / 5/8)
[1244810] ['1/9', '4/9', '5/2', '5/8', '6/5'] -> (((5/2 - (4/9 * 5/8)) / 1/9) * 6/5)
[1244820] ['1/9', '4/9', '5/2', '5/8', '8/5'] -> ((5/2 / ((4/9 * 5/8) - 1/9)) * 8/5)
[1244838] ['1/9', '4/9', '5/2', '5/9', '8/3'] -> (8/3 / ((4/9 - (5/9 / 5/2)) - 1/9))
[1244841] ['1/9', '4/9', '5/2', '5/9', '8/9'] -> (8/9 / (((4/9 / 5/2) - 1/9) * 5/9))
[1244859] ['1/9', '4/9', '5/2', '6/5', '8/9'] -> (8/9 / (((4/9 / 5/2) / 6/5) - 1/9))
[1244865] ['1/9', '4/9', '5/2', '6/7', '6/7'] -> (((5/2 / 1/9) - (6/7 / 4/9)) / 6/7)
[1244870] ['1/9', '4/9', '5/2', '6/7', '7/6'] -> (((5/2 / 1/9) - (6/7 / 4/9)) * 7/6)
[1244877] ['1/9', '4/9', '5/2', '6/7', '9/2'] -> (((5/2 - (1/9 / 6/7)) / 4/9) * 9/2)
