[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1791049] ['3/5', '7/2', '9/4', '9/4', '9/4'] -> (((7/2 * (9/4 + 9/4)) / 3/5) - 9/4)
[1791050] ['3/5', '7/2', '9/4', '9/4', '9/5'] -> ((((7/2 + 9/4) + 9/4) / 3/5) * 9/5)
[1791061] ['3/5', '7/2', '9/5', '9/5', '9/8'] -> ((7/2 * (9/5 + 9/5)) / (9/8 - 3/5))
[1791073] ['3/5', '7/3', '7/3', '7/3', '7/8'] -> (7/3 / (((7/3 - 7/8) / 3/5) - 7/3))
[1791076] ['3/5', '7/3', '7/3', '7/3', '8/5'] -> (7/3 / (((7/3 / 3/5) / 8/5) - 7/3))
[1791089] ['3/5', '7/3', '7/3', '7/4', '8/3'] -> (8/3 / (7/3 - ((7/3 / 3/5) / 7/4)))
[1791090] ['3/5', '7/3', '7/3', '7/4', '8/5'] -> (8/5 / ((3/5 * 7/3) - (7/3 / 7/4)))
[1791103] ['3/5', '7/3', '7/3', '7/5', '8/5'] -> (8/5 / ((7/3 - (7/3 / 7/5)) - 3/5))
[1791115] ['3/5', '7/3', '7/3', '7/6', '8/5'] -> (8/5 / ((7/3 / (7/3 + 7/6)) - 3/5))
[1791118] ['3/5', '7/3', '7/3', '7/6', '9/2'] -> ((((7/3 / 3/5) + 7/3) / 7/6) * 9/2)
[1791131] ['3/5', '7/3', '7/3', '7/8', '9/5'] -> ((9/5 / 3/5) / ((7/3 / 7/3) - 7/8))
[1791140] ['3/5', '7/3', '7/3', '7/9', '9/4'] -> (((7/3 + 7/3) / (7/9 - 3/5)) - 9/4)
[1791148] ['3/5', '7/3', '7/3', '8/3', '9/2'] -> ((7/3 + (3/5 * (7/3 + 8/3))) * 9/2)
[1791149] ['3/5', '7/3', '7/3', '8/3', '9/4'] -> ((7/3 + ((7/3 + 8/3) / 3/5)) * 9/4)
[1791153] ['3/5', '7/3', '7/3', '8/5', '8/5'] -> (8/5 / (((7/3 / 3/5) / 7/3) - 8/5))
[1791156] ['3/5', '7/3', '7/3', '8/5', '9/2'] -> ((((3/5 * 7/3) + 7/3) + 8/5) * 9/2)
[1791169] ['3/5', '7/3', '7/3', '8/9', '9/2'] -> ((((7/3 / 3/5) + 7/3) - 8/9) * 9/2)
[1791176] ['3/5', '7/3', '7/3', '9/2', '9/5'] -> (((7/3 + 7/3) * 9/2) + (9/5 / 3/5))
[1791195] ['3/5', '7/3', '7/4', '7/4', '8/5'] -> (8/5 / ((7/3 / (7/4 + 7/4)) - 3/5))
[1791203] ['3/5', '7/3', '7/4', '7/5', '7/5'] -> ((3/5 + 7/5) / (7/4 - (7/3 / 7/5)))
[1791207] ['3/5', '7/3', '7/4', '7/5', '8/3'] -> ((3/5 * 8/3) / (7/5 - (7/3 / 7/4)))
[1791220] ['3/5', '7/3', '7/4', '7/6', '8/5'] -> (8/5 / (((7/3 - 7/6) / 7/4) - 3/5))
[1791231] ['3/5', '7/3', '7/4', '7/8', '8/5'] -> (8/5 / (((7/3 - 7/4) / 7/8) - 3/5))
[1791241] ['3/5', '7/3', '7/4', '7/9', '8/5'] -> ((7/3 / (3/5 - (7/9 / 7/4))) * 8/5)
[1791243] ['3/5', '7/3', '7/4', '7/9', '8/9'] -> (8/9 / ((7/3 / 7/4) - (7/9 / 3/5)))
[1791262] ['3/5', '7/3', '7/4', '8/5', '9/4'] -> ((8/5 / ((7/4 / 7/3) - 3/5)) * 9/4)
[1791276] ['3/5', '7/3', '7/4', '8/9', '9/5'] -> (9/5 / ((7/4 / 7/3) - (3/5 / 8/9)))
[1791281] ['3/5', '7/3', '7/4', '9/2', '9/5'] -> (9/5 / (((3/5 + 7/4) - 7/3) * 9/2))
[1791299] ['3/5', '7/3', '7/5', '7/5', '8/5'] -> (8/5 / (((7/3 - 7/5) / 7/5) - 3/5))
[1791314] ['3/5', '7/3', '7/5', '7/6', '9/2'] -> ((((7/3 + 7/5) / 3/5) / 7/6) * 9/2)
[1791316] ['3/5', '7/3', '7/5', '7/6', '9/5'] -> ((3/5 + 9/5) / ((7/5 - 7/6) / 7/3))
[1791323] ['3/5', '7/3', '7/5', '7/8', '8/7'] -> (8/7 / (7/3 - ((3/5 + 7/5) / 7/8)))
[1791328] ['3/5', '7/3', '7/5', '7/8', '9/7'] -> (9/7 / ((3/5 / 7/5) - (7/8 / 7/3)))
[1791332] ['3/5', '7/3', '7/5', '7/9', '8/5'] -> (8/5 / ((3/5 + (7/5 / 7/9)) - 7/3))
[1791333] ['3/5', '7/3', '7/5', '7/9', '8/7'] -> (((7/3 + 7/5) / (7/9 - 3/5)) * 8/7)
[1791340] ['3/5', '7/3', '7/5', '8/3', '8/3'] -> (8/3 / (((7/3 / 3/5) / 7/5) - 8/3))
[1791341] ['3/5', '7/3', '7/5', '8/3', '8/5'] -> (8/5 / ((7/3 / 7/5) - (3/5 * 8/3)))
[1791345] ['3/5', '7/3', '7/5', '8/3', '9/4'] -> ((((7/3 + 7/5) + 8/3) / 3/5) * 9/4)
[1791346] ['3/5', '7/3', '7/5', '8/3', '9/5'] -> (9/5 / ((3/5 + (7/3 / 8/3)) - 7/5))
[1791349] ['3/5', '7/3', '7/5', '8/5', '8/5'] -> (8/5 / (((7/5 + 8/5) - 3/5) - 7/3))
[1791357] ['3/5', '7/3', '7/5', '8/7', '8/7'] -> (8/7 / (7/3 - ((3/5 + 7/5) * 8/7)))
[1791365] ['3/5', '7/3', '7/5', '8/9', '9/2'] -> ((((7/3 + 7/5) / 3/5) - 8/9) * 9/2)
[1791366] ['3/5', '7/3', '7/5', '8/9', '9/4'] -> ((7/3 / ((3/5 + 8/9) - 7/5)) - 9/4)
[1791370] ['3/5', '7/3', '7/5', '9/2', '9/2'] -> ((((3/5 + 7/3) + 7/5) * 9/2) + 9/2)
[1791389] ['3/5', '7/3', '7/6', '7/6', '8/5'] -> (8/5 / ((7/6 - (7/6 / 7/3)) - 3/5))
[1791399] ['3/5', '7/3', '7/6', '7/8', '8/3'] -> (8/3 / (7/3 - ((7/6 / 3/5) / 7/8)))
[1791400] ['3/5', '7/3', '7/6', '7/8', '8/5'] -> (8/5 / ((3/5 * 7/3) - (7/6 / 7/8)))
[1791410] ['3/5', '7/3', '7/6', '7/9', '8/5'] -> (8/5 / ((7/9 / (7/3 - 7/6)) - 3/5))
[1791418] ['3/5', '7/3', '7/6', '8/3', '8/3'] -> ((8/3 / (3/5 - (7/6 / 7/3))) - 8/3)
[1791428] ['3/5', '7/3', '7/6', '8/5', '8/7'] -> (8/7 / (7/3 - ((8/5 / 3/5) / 7/6)))
[1791430] ['3/5', '7/3', '7/6', '8/5', '9/2'] -> ((((7/3 * 8/5) / 3/5) / 7/6) * 9/2)
[1791448] ['3/5', '7/3', '7/6', '9/2', '9/2'] -> ((((7/6 / 3/5) / 7/3) + 9/2) * 9/2)
[1791449] ['3/5', '7/3', '7/6', '9/2', '9/4'] -> ((((7/3 + 7/6) * 9/2) / 3/5) - 9/4)
[1791450] ['3/5', '7/3', '7/6', '9/2', '9/5'] -> ((((7/3 + 7/6) + 9/2) / 3/5) * 9/5)
[1791479] ['3/5', '7/3', '7/8', '7/9', '9/2'] -> ((((7/3 / 3/5) + 7/9) / 7/8) * 9/2)
[1791494] ['3/5', '7/3', '7/8', '8/5', '8/7'] -> (8/7 / ((7/3 - (3/5 / 7/8)) - 8/5))
[1791498] ['3/5', '7/3', '7/8', '8/5', '9/5'] -> (9/5 / (7/8 * ((8/5 / 7/3) - 3/5)))
[1791499] ['3/5', '7/3', '7/8', '8/5', '9/7'] -> (9/7 / (((8/5 - 3/5) - 7/8) / 7/3))
[1791509] ['3/5', '7/3', '7/8', '8/9', '9/2'] -> ((((7/3 / 3/5) / 7/8) + 8/9) * 9/2)
[1791521] ['3/5', '7/3', '7/8', '9/4', '9/7'] -> (9/7 / (3/5 * ((9/4 / 7/3) - 7/8)))
[1791523] ['3/5', '7/3', '7/8', '9/5', '9/5'] -> (9/5 / (((7/8 * 9/5) / 7/3) - 3/5))
[1791531] ['3/5', '7/3', '7/9', '7/9', '8/5'] -> (8/5 / (((7/9 + 7/9) / 7/3) - 3/5))
[1791545] ['3/5', '7/3', '7/9', '8/3', '9/5'] -> ((((7/3 * 8/3) / 3/5) / 7/9) * 9/5)
[1791549] ['3/5', '7/3', '7/9', '8/5', '8/7'] -> (((7/3 * 8/5) / (7/9 - 3/5)) * 8/7)
[1791558] ['3/5', '7/3', '7/9', '8/7', '9/2'] -> ((((7/3 / 3/5) + 7/9) * 8/7) * 9/2)
[1791585] ['3/5', '7/3', '8/3', '8/3', '8/5'] -> (8/5 / (3/5 - (8/3 / (7/3 + 8/3))))
[1791588] ['3/5', '7/3', '8/3', '8/3', '9/2'] -> (((7/3 * 8/3) + 8/3) * (3/5 * 9/2))
[1791589] ['3/5', '7/3', '8/3', '8/3', '9/4'] -> (((7/3 * 8/3) + (8/3 / 3/5)) * 9/4)
[1791590] ['3/5', '7/3', '8/3', '8/3', '9/5'] -> (((8/3 / (8/3 - 7/3)) / 3/5) * 9/5)
[1791597] ['3/5', '7/3', '8/3', '8/5', '9/4'] -> (((8/3 + (7/3 * 8/5)) / 3/5) * 9/4)
[1791601] ['3/5', '7/3', '8/3', '8/7', '8/7'] -> (8/7 / (7/3 - (3/5 * (8/3 + 8/7))))
[1791603] ['3/5', '7/3', '8/3', '8/7', '9/2'] -> (((3/5 * 7/3) * (8/3 + 8/7)) * 9/2)
[1791604] ['3/5', '7/3', '8/3', '8/7', '9/4'] -> ((7/3 * (8/3 + (8/7 / 3/5))) * 9/4)
[1791611] ['3/5', '7/3', '8/3', '8/9', '9/5'] -> ((3/5 / (8/9 - (7/3 / 8/3))) / 9/5)
[1791624] ['3/5', '7/3', '8/3', '9/5', '9/7'] -> (9/7 / (((3/5 / 7/3) / 8/3) / 9/5))
[1791629] ['3/5', '7/3', '8/5', '8/5', '8/5'] -> ((8/5 + 8/5) / ((7/3 - 3/5) - 8/5))
[1791632] ['3/5', '7/3', '8/5', '8/5', '9/2'] -> ((((7/3 + 8/5) - 3/5) * 8/5) * 9/2)
[1791635] ['3/5', '7/3', '8/5', '8/5', '9/7'] -> ((8/5 / ((8/5 / 7/3) - 3/5)) * 9/7)
[1791637] ['3/5', '7/3', '8/5', '8/7', '8/7'] -> (8/7 / ((7/3 - (3/5 * 8/7)) - 8/5))
[1791640] ['3/5', '7/3', '8/5', '8/7', '9/4'] -> (((7/3 * (8/5 + 8/7)) / 3/5) * 9/4)
[1791641] ['3/5', '7/3', '8/5', '8/7', '9/5'] -> ((8/7 / ((8/5 / 7/3) - 3/5)) * 9/5)
[1791644] ['3/5', '7/3', '8/5', '8/9', '8/9'] -> (8/9 / (((8/5 * 8/9) / 3/5) - 7/3))
[1791650] ['3/5', '7/3', '8/5', '9/2', '9/2'] -> (((3/5 + (7/3 * 8/5)) * 9/2) + 9/2)
[1791655] ['3/5', '7/3', '8/5', '9/4', '9/4'] -> ((9/4 / ((8/5 / 7/3) - 3/5)) - 9/4)
[1791673] ['3/5', '7/3', '8/7', '8/9', '9/2'] -> ((((7/3 * 8/7) / 3/5) + 8/9) * 9/2)
[1791687] ['3/5', '7/3', '8/7', '9/5', '9/5'] -> (9/5 / (((9/5 / 7/3) / 8/7) - 3/5))
[1791693] ['3/5', '7/3', '8/9', '8/9', '8/9'] -> (8/9 / (((8/9 / 3/5) + 8/9) - 7/3))
[1791701] ['3/5', '7/3', '8/9', '9/2', '9/5'] -> (9/5 / ((3/5 * 9/2) - (7/3 / 8/9)))
[1791708] ['3/5', '7/3', '8/9', '9/5', '9/5'] -> ((8/9 / ((3/5 + 9/5) - 7/3)) * 9/5)
[1791714] ['3/5', '7/3', '9/2', '9/2', '9/2'] -> (((7/3 + (9/2 / 3/5)) - 9/2) * 9/2)
[1791719] ['3/5', '7/3', '9/2', '9/4', '9/4'] -> (((7/3 * (9/2 + 9/4)) / 3/5) - 9/4)
[1791741] ['3/5', '7/3', '9/5', '9/5', '9/8'] -> ((9/5 / ((3/5 + 9/5) - 7/3)) / 9/8)
[1791755] ['3/5', '7/4', '7/4', '7/4', '8/5'] -> (7/4 / (((7/4 / 3/5) / 8/5) - 7/4))
[1791779] ['3/5', '7/4', '7/4', '7/6', '8/3'] -> ((7/4 * 8/3) / ((7/6 / 3/5) - 7/4))
[1791780] ['3/5', '7/4', '7/4', '7/6', '8/5'] -> ((7/4 * 8/5) / (7/6 - (3/5 * 7/4)))
[1791784] ['3/5', '7/4', '7/4', '7/6', '9/4'] -> ((7/4 / ((7/6 / 7/4) - 3/5)) - 9/4)
[1791788] ['3/5', '7/4', '7/4', '7/8', '7/8'] -> (7/4 / ((7/4 * 7/8) - (7/8 / 3/5)))
[1791791] ['3/5', '7/4', '7/4', '7/8', '8/5'] -> (8/5 / ((7/4 / (7/4 + 7/8)) - 3/5))
[1791794] ['3/5', '7/4', '7/4', '7/8', '9/2'] -> ((((7/4 / 3/5) + 7/4) / 7/8) * 9/2)
[1791818] ['3/5', '7/4', '7/4', '8/5', '8/5'] -> (8/5 / (((7/4 / 3/5) / 7/4) - 8/5))
[1791828] ['3/5', '7/4', '7/4', '8/7', '9/2'] -> ((((7/4 / 3/5) + 7/4) * 8/7) * 9/2)
[1791830] ['3/5', '7/4', '7/4', '8/7', '9/5'] -> (((3/5 * 7/4) * 8/7) / (9/5 - 7/4))
[1791840] ['3/5', '7/4', '7/4', '9/2', '9/4'] -> ((((7/4 + 7/4) * 9/2) / 3/5) - 9/4)
[1791841] ['3/5', '7/4', '7/4', '9/2', '9/5'] -> ((((7/4 + 7/4) + 9/2) / 3/5) * 9/5)
[1791855] ['3/5', '7/4', '7/5', '7/5', '7/6'] -> ((7/5 + 7/5) / (7/6 - (3/5 * 7/4)))
[1791859] ['3/5', '7/4', '7/5', '7/5', '8/5'] -> (8/5 / (7/5 - ((7/5 / 3/5) / 7/4)))
[1791868] ['3/5', '7/4', '7/5', '7/6', '7/8'] -> ((7/5 / ((7/6 / 7/4) - 3/5)) / 7/8)
[1791872] ['3/5', '7/4', '7/5', '7/6', '8/7'] -> ((7/5 / ((7/6 / 7/4) - 3/5)) * 8/7)
[1791882] ['3/5', '7/4', '7/5', '7/8', '8/5'] -> (8/5 / (3/5 - (7/5 / (7/4 + 7/8))))
[1791891] ['3/5', '7/4', '7/5', '7/9', '8/3'] -> ((7/5 / (3/5 - (7/9 / 7/4))) * 8/3)
[1791894] ['3/5', '7/4', '7/5', '7/9', '8/9'] -> ((3/5 / ((7/5 / 7/4) - 7/9)) * 8/9)
[1791899] ['3/5', '7/4', '7/5', '7/9', '9/8'] -> ((3/5 / ((7/5 / 7/4) - 7/9)) / 9/8)
[1791900] ['3/5', '7/4', '7/5', '8/3', '8/3'] -> ((3/5 + ((7/4 + 7/5) * 8/3)) * 8/3)
[1791903] ['3/5', '7/4', '7/5', '8/3', '8/9'] -> ((7/5 / ((7/4 / 8/3) - 3/5)) - 8/9)
[1791905] ['3/5', '7/4', '7/5', '8/3', '9/4'] -> ((8/3 / ((3/5 + 7/5) - 7/4)) * 9/4)
[1791906] ['3/5', '7/4', '7/5', '8/3', '9/5'] -> ((8/3 / ((7/5 / 7/4) - 3/5)) * 9/5)
[1791914] ['3/5', '7/4', '7/5', '8/5', '9/5'] -> (((3/5 + 7/5) / (7/4 - 8/5)) * 9/5)
[1791921] ['3/5', '7/4', '7/5', '8/7', '9/5'] -> (9/5 / ((3/5 + (7/5 / 8/7)) - 7/4))
[1791970] ['3/5', '7/4', '7/6', '7/9', '8/5'] -> (8/5 / (3/5 * (7/9 - (7/6 / 7/4))))
[1791974] ['3/5', '7/4', '7/6', '7/9', '9/4'] -> ((7/4 / ((7/9 / 7/6) - 3/5)) - 9/4)
[1791984] ['3/5', '7/4', '7/6', '8/3', '9/5'] -> (9/5 / (((3/5 + 7/4) * 7/6) - 8/3))
[1792005] ['3/5', '7/4', '7/6', '8/9', '9/5'] -> ((8/9 / ((7/6 / 7/4) - 3/5)) * 9/5)
[1792019] ['3/5', '7/4', '7/6', '9/5', '9/8'] -> ((9/5 / ((7/6 / 7/4) - 3/5)) / 9/8)
[1792041] ['3/5', '7/4', '7/8', '7/9', '9/5'] -> (9/5 / ((7/8 / 7/9) - (3/5 * 7/4)))
[1792044] ['3/5', '7/4', '7/8', '8/3', '8/3'] -> ((8/3 / (3/5 - (7/8 / 7/4))) - 8/3)
[1792045] ['3/5', '7/4', '7/8', '8/3', '8/5'] -> (8/5 / ((8/3 - (7/4 / 7/8)) - 3/5))
[1792056] ['3/5', '7/4', '7/8', '8/5', '9/2'] -> ((((7/4 * 8/5) / 3/5) / 7/8) * 9/2)
[1792071] ['3/5', '7/4', '7/8', '8/9', '9/5'] -> ((3/5 / ((7/8 + 8/9) - 7/4)) / 9/5)
[1792074] ['3/5', '7/4', '7/8', '9/2', '9/2'] -> ((((7/8 / 3/5) / 7/4) + 9/2) * 9/2)
[1792076] ['3/5', '7/4', '7/8', '9/2', '9/5'] -> (9/5 / (((3/5 * 9/2) - 7/4) - 7/8))
[1792093] ['3/5', '7/4', '7/9', '7/9', '8/9'] -> (8/9 / (7/9 - ((7/9 / 3/5) / 7/4)))
[1792104] ['3/5', '7/4', '7/9', '8/3', '9/4'] -> (((7/4 * 8/3) / (7/9 - 3/5)) - 9/4)
[1792125] ['3/5', '7/4', '7/9', '8/9', '9/4'] -> (((7/4 / (8/9 - 7/9)) / 3/5) - 9/4)
[1792149] ['3/5', '7/4', '8/3', '8/3', '9/4'] -> ((8/3 / ((7/4 / 3/5) - 8/3)) * 9/4)
[1792158] ['3/5', '7/4', '8/3', '8/5', '9/5'] -> (9/5 / (((3/5 / 8/3) + 8/5) - 7/4))
[1792175] ['3/5', '7/4', '8/3', '9/2', '9/4'] -> ((7/4 + ((8/3 * 9/2) / 3/5)) + 9/4)
[1792178] ['3/5', '7/4', '8/3', '9/2', '9/8'] -> ((((7/4 / 3/5) + 8/3) * 9/2) - 9/8)
[1792188] ['3/5', '7/4', '8/3', '9/8', '9/8'] -> (9/8 / (((9/8 / 3/5) - 7/4) / 8/3))
[1792193] ['3/5', '7/4', '8/5', '8/5', '9/4'] -> (9/4 / ((3/5 + (7/4 / 8/5)) - 8/5))
[1792199] ['3/5', '7/4', '8/5', '8/7', '9/2'] -> ((((7/4 * 8/5) * 8/7) / 3/5) * 9/2)
[1792212] ['3/5', '7/4', '8/5', '9/2', '9/5'] -> (9/5 / (((7/4 - 8/5) * 9/2) - 3/5))
[1792214] ['3/5', '7/4', '8/5', '9/2', '9/8'] -> ((((7/4 + 8/5) * 9/2) / 3/5) - 9/8)
[1792215] ['3/5', '7/4', '8/5', '9/4', '9/4'] -> (((7/4 + 9/4) / (3/5 / 8/5)) * 9/4)
[1792219] ['3/5', '7/4', '8/5', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/5) - (3/5 * 7/4)))
[1792224] ['3/5', '7/4', '8/5', '9/8', '9/8'] -> (9/8 / ((9/8 - (3/5 * 7/4)) / 8/5))
[1792227] ['3/5', '7/4', '8/7', '8/7', '9/2'] -> (((8/7 / 3/5) + 8/7) * (7/4 * 9/2))
[1792256] ['3/5', '7/4', '8/9', '8/9', '9/5'] -> (9/5 / (7/4 - ((3/5 + 8/9) / 8/9)))
[1792274] ['3/5', '7/4', '9/2', '9/2', '9/2'] -> ((3/5 * (7/4 + 9/2)) + (9/2 * 9/2))
[1792276] ['3/5', '7/4', '9/2', '9/2', '9/5'] -> ((3/5 + (9/2 * 9/2)) + (7/4 * 9/5))
[1792278] ['3/5', '7/4', '9/2', '9/2', '9/8'] -> (((9/2 + 9/2) / 3/5) / (7/4 - 9/8))
[1792289] ['3/5', '7/4', '9/4', '9/4', '9/4'] -> (((9/4 / 3/5) + 9/4) * (7/4 + 9/4))
[1792295] ['3/5', '7/4', '9/4', '9/5', '9/8'] -> (((3/5 * 9/4) / (9/5 - 7/4)) / 9/8)
[1792310] ['3/5', '7/5', '7/5', '7/5', '7/6'] -> (7/5 / ((7/6 / (7/5 - 3/5)) - 7/5))
[1792311] ['3/5', '7/5', '7/5', '7/5', '7/8'] -> (7/5 / (((7/5 / 3/5) - 7/5) - 7/8))
[1792314] ['3/5', '7/5', '7/5', '7/5', '8/5'] -> (7/5 / (((7/5 / 3/5) / 8/5) - 7/5))
[1792335] ['3/5', '7/5', '7/5', '7/8', '7/9'] -> ((7/5 / ((3/5 + 7/8) - 7/5)) / 7/9)
[1792340] ['3/5', '7/5', '7/5', '7/8', '9/2'] -> ((((7/5 + 7/5) / 3/5) / 7/8) * 9/2)
[1792342] ['3/5', '7/5', '7/5', '7/8', '9/5'] -> ((9/5 / 3/5) / ((7/5 / 7/5) - 7/8))
[1792343] ['3/5', '7/5', '7/5', '7/8', '9/7'] -> ((7/5 * 9/7) / ((3/5 + 7/8) - 7/5))
[1792350] ['3/5', '7/5', '7/5', '7/9', '9/2'] -> (((7/5 + (7/5 / 7/9)) / 3/5) * 9/2)
[1792356] ['3/5', '7/5', '7/5', '8/3', '8/5'] -> (8/5 / (7/5 - (8/3 / (3/5 + 7/5))))
[1792362] ['3/5', '7/5', '7/5', '8/3', '9/7'] -> ((7/5 * 9/7) / (3/5 - (7/5 / 8/3)))
[1792364] ['3/5', '7/5', '7/5', '8/5', '8/5'] -> (8/5 / (((7/5 / 3/5) / 7/5) - 8/5))
[1792367] ['3/5', '7/5', '7/5', '8/5', '9/2'] -> ((((7/5 / 3/5) + 7/5) + 8/5) * 9/2)
[1792369] ['3/5', '7/5', '7/5', '8/5', '9/5'] -> (9/5 / ((3/5 + (7/5 / 8/5)) - 7/5))
[1792374] ['3/5', '7/5', '7/5', '8/7', '9/2'] -> ((((7/5 + 7/5) * 8/7) / 3/5) * 9/2)
[1792389] ['3/5', '7/5', '7/5', '9/2', '9/8'] -> (((7/5 + 7/5) * 9/2) / (9/8 - 3/5))
[1792414] ['3/5', '7/5', '7/6', '7/8', '8/3'] -> ((3/5 / (7/5 - (7/6 / 7/8))) * 8/3)
[1792420] ['3/5', '7/5', '7/6', '7/8', '9/5'] -> (9/5 / ((3/5 * 7/6) - (7/8 / 7/5)))
[1792426] ['3/5', '7/5', '7/6', '7/9', '8/7'] -> ((7/5 / ((7/9 / 7/6) - 3/5)) * 8/7)
[1792429] ['3/5', '7/5', '7/6', '7/9', '9/4'] -> ((7/6 / (3/5 - (7/9 / 7/5))) - 9/4)
[1792433] ['3/5', '7/5', '7/6', '8/3', '8/3'] -> (8/3 / (((7/6 - 3/5) * 8/3) - 7/5))
[1792435] ['3/5', '7/5', '7/6', '8/3', '8/7'] -> (8/7 / ((7/5 / 3/5) - (8/3 / 7/6)))
[1792437] ['3/5', '7/5', '7/6', '8/3', '9/2'] -> ((((7/5 * 8/3) / 3/5) / 7/6) * 9/2)
[1792443] ['3/5', '7/5', '7/6', '8/5', '8/7'] -> ((3/5 / (7/5 - (8/5 / 7/6))) * 8/7)
[1792450] ['3/5', '7/5', '7/6', '8/7', '8/7'] -> (8/7 / ((3/5 + 7/5) * (7/6 - 8/7)))
[1792463] ['3/5', '7/5', '7/6', '9/2', '9/2'] -> ((((3/5 + 7/5) + 9/2) - 7/6) * 9/2)
[1792481] ['3/5', '7/5', '7/8', '7/8', '8/5'] -> ((7/8 * 8/5) / ((7/8 / 3/5) - 7/5))
[1792500] ['3/5', '7/5', '7/8', '8/3', '8/5'] -> (8/5 / (((7/8 / 7/5) - 3/5) * 8/3))
[1792509] ['3/5', '7/5', '7/8', '8/5', '8/7'] -> ((8/5 / ((7/8 / 3/5) - 7/5)) / 8/7)
[1792511] ['3/5', '7/5', '7/8', '8/5', '9/2'] -> ((((7/5 / 7/8) + 8/5) / 3/5) * 9/2)
[1792515] ['3/5', '7/5', '7/8', '8/5', '9/8'] -> (9/8 / (((3/5 + 7/8) - 7/5) / 8/5))
[1792527] ['3/5', '7/5', '7/8', '8/9', '9/7'] -> (((3/5 / (8/9 - 7/8)) / 7/5) / 9/7)
[1792539] ['3/5', '7/5', '7/8', '9/5', '9/7'] -> ((9/5 / ((7/8 / 3/5) - 7/5)) / 9/7)
[1792554] ['3/5', '7/5', '7/9', '8/3', '8/3'] -> (8/3 / (((3/5 + 7/5) + 7/9) - 8/3))
[1792556] ['3/5', '7/5', '7/9', '8/3', '8/7'] -> (((7/5 * 8/3) / (7/9 - 3/5)) * 8/7)
[1792560] ['3/5', '7/5', '7/9', '8/3', '9/5'] -> (9/5 / (((7/5 / 7/9) / 8/3) - 3/5))
[1792578] ['3/5', '7/5', '7/9', '8/9', '8/9'] -> (8/9 / (((7/9 / 3/5) / 7/5) - 8/9))
[1792581] ['3/5', '7/5', '7/9', '8/9', '9/5'] -> (9/5 / ((3/5 + (7/9 / 8/9)) - 7/5))
[1792603] ['3/5', '7/5', '8/3', '8/3', '9/2'] -> (((3/5 * 8/3) + (7/5 * 8/3)) * 9/2)
[1792610] ['3/5', '7/5', '8/3', '8/5', '8/9'] -> ((8/5 / (3/5 - (7/5 / 8/3))) / 8/9)
[1792613] ['3/5', '7/5', '8/3', '8/5', '9/5'] -> (((7/5 + 8/5) / (3/5 / 8/3)) * 9/5)
[1792615] ['3/5', '7/5', '8/3', '8/5', '9/8'] -> ((8/5 / (3/5 - (7/5 / 8/3))) * 9/8)
[1792616] ['3/5', '7/5', '8/3', '8/7', '8/7'] -> (8/7 / ((8/3 * (8/7 - 3/5)) - 7/5))
[1792623] ['3/5', '7/5', '8/3', '8/9', '8/9'] -> (8/9 / ((8/3 * 8/9) - (7/5 / 3/5)))
[1792629] ['3/5', '7/5', '8/3', '9/2', '9/2'] -> (((3/5 + (7/5 * 8/3)) * 9/2) + 9/2)
[1792634] ['3/5', '7/5', '8/3', '9/4', '9/4'] -> ((8/3 / ((9/4 - 3/5) - 7/5)) * 9/4)
[1792638] ['3/5', '7/5', '8/3', '9/5', '9/5'] -> ((8/3 / ((3/5 + 7/5) - 9/5)) * 9/5)
[1792639] ['3/5', '7/5', '8/3', '9/5', '9/7'] -> (9/7 / (((9/5 / 8/3) - 3/5) / 7/5))
[1792641] ['3/5', '7/5', '8/3', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/3) - (3/5 / 7/5)))
[1792644] ['3/5', '7/5', '8/5', '8/5', '8/5'] -> (8/5 / (3/5 - (8/5 / (7/5 + 8/5))))
[1792647] ['3/5', '7/5', '8/5', '8/5', '9/2'] -> ((((7/5 * 8/5) / 3/5) + 8/5) * 9/2)
[1792649] ['3/5', '7/5', '8/5', '8/5', '9/5'] -> (((8/5 * 9/5) / 3/5) / (8/5 - 7/5))
[1792659] ['3/5', '7/5', '8/5', '8/9', '8/9'] -> ((3/5 / ((8/5 * 8/9) - 7/5)) * 8/9)
[1792660] ['3/5', '7/5', '8/5', '8/9', '9/2'] -> (((7/5 + (8/5 / 8/9)) / 3/5) * 9/2)
[1792662] ['3/5', '7/5', '8/5', '8/9', '9/5'] -> ((3/5 / (8/9 - (7/5 / 8/5))) / 9/5)
[1792664] ['3/5', '7/5', '8/5', '8/9', '9/8'] -> ((3/5 / ((8/5 * 8/9) - 7/5)) / 9/8)
[1792679] ['3/5', '7/5', '8/5', '9/8', '9/8'] -> ((3/5 / ((8/5 / 9/8) - 7/5)) / 9/8)
[1792680] ['3/5', '7/5', '8/7', '8/7', '8/7'] -> (8/7 / (((7/5 / 3/5) - 8/7) - 8/7))
[1792682] ['3/5', '7/5', '8/7', '8/7', '9/2'] -> (((7/5 * (8/7 + 8/7)) / 3/5) * 9/2)
[1792709] ['3/5', '7/5', '8/9', '8/9', '9/2'] -> (9/2 / ((7/5 / (8/9 + 8/9)) - 3/5))
