[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1139144] ['1/8', '5/3', '5/4', '8/3', '8/3'] -> (((5/3 + (5/4 / 1/8)) - 8/3) * 8/3)
[1139145] ['1/8', '5/3', '5/4', '8/3', '8/5'] -> (((5/4 + (5/3 / 8/3)) / 1/8) * 8/5)
[1139148] ['1/8', '5/3', '5/4', '8/3', '9/2'] -> ((5/3 + ((1/8 + 5/4) * 8/3)) * 9/2)
[1139156] ['1/8', '5/3', '5/4', '8/5', '9/2'] -> ((((5/3 - 5/4) * 8/5) / 1/8) * 9/2)
[1139165] ['1/8', '5/3', '5/4', '8/7', '9/5'] -> (((5/3 + (5/4 / 1/8)) * 8/7) * 9/5)
[1139166] ['1/8', '5/3', '5/4', '8/7', '9/7'] -> (9/7 / ((5/3 * (5/4 - 8/7)) - 1/8))
[1139169] ['1/8', '5/3', '5/4', '8/9', '9/2'] -> ((((5/4 * 8/9) / 1/8) / 5/3) * 9/2)
[1139170] ['1/8', '5/3', '5/4', '8/9', '9/4'] -> ((((5/3 + 5/4) / 1/8) / 8/9) - 9/4)
[1139174] ['1/8', '5/3', '5/4', '9/2', '9/2'] -> (9/2 / ((5/4 / 5/3) - (1/8 * 9/2)))
[1139178] ['1/8', '5/3', '5/4', '9/2', '9/8'] -> ((((5/4 * 9/2) / 1/8) / 5/3) / 9/8)
[1139179] ['1/8', '5/3', '5/4', '9/4', '9/4'] -> (((5/3 + (5/4 / 1/8)) * 9/4) - 9/4)
[1139182] ['1/8', '5/3', '5/4', '9/4', '9/8'] -> (9/8 / (1/8 / ((5/3 + 9/4) - 5/4)))
[1139183] ['1/8', '5/3', '5/4', '9/5', '9/5'] -> (9/5 / ((5/3 * (5/4 - 1/8)) - 9/5))
[1139186] ['1/8', '5/3', '5/4', '9/7', '9/7'] -> (9/7 / (((1/8 + 5/4) - 9/7) / 5/3))
[1139188] ['1/8', '5/3', '5/4', '9/8', '9/8'] -> (9/8 / (1/8 * (9/8 - (5/4 / 5/3))))
[1139189] ['1/8', '5/3', '5/6', '5/6', '5/6'] -> (((5/3 / 5/6) + (5/6 / 5/6)) / 1/8)
[1139195] ['1/8', '5/3', '5/6', '5/6', '7/2'] -> ((7/2 / 1/8) / ((5/3 / 5/6) - 5/6))
[1139196] ['1/8', '5/3', '5/6', '5/6', '7/3'] -> ((7/3 - 5/6) / ((1/8 * 5/6) / 5/3))
[1139197] ['1/8', '5/3', '5/6', '5/6', '7/4'] -> ((5/6 / 5/6) / ((1/8 + 5/3) - 7/4))
[1139205] ['1/8', '5/3', '5/6', '5/6', '8/9'] -> (((5/3 + (5/6 / 5/6)) / 1/8) / 8/9)
[1139206] ['1/8', '5/3', '5/6', '5/6', '9/2'] -> (((5/3 - (5/6 / 5/6)) / 1/8) * 9/2)
[1139207] ['1/8', '5/3', '5/6', '5/6', '9/4'] -> ((((5/6 / 5/3) + 5/6) / 1/8) * 9/4)
[1139215] ['1/8', '5/3', '5/6', '5/7', '6/7'] -> ((((5/3 + 5/6) / 1/8) / 5/7) * 6/7)
[1139216] ['1/8', '5/3', '5/6', '5/7', '7/2'] -> (7/2 / ((1/8 * (5/3 - 5/6)) / 5/7))
[1139217] ['1/8', '5/3', '5/6', '5/7', '7/3'] -> ((((5/3 / 5/6) - 5/7) / 1/8) * 7/3)
[1139220] ['1/8', '5/3', '5/6', '5/7', '7/6'] -> ((((5/3 + 5/6) / 1/8) / 5/7) / 7/6)
[1139223] ['1/8', '5/3', '5/6', '5/7', '8/3'] -> (((5/6 / 1/8) + (5/3 / 5/7)) * 8/3)
[1139224] ['1/8', '5/3', '5/6', '5/7', '8/5'] -> ((((5/3 / 1/8) / 5/6) / 5/7) + 8/5)
[1139225] ['1/8', '5/3', '5/6', '5/7', '8/7'] -> ((((5/3 + 5/7) / 1/8) / 5/6) + 8/7)
[1139235] ['1/8', '5/3', '5/6', '5/8', '6/7'] -> (((5/6 + (5/3 / 5/8)) / 1/8) * 6/7)
[1139236] ['1/8', '5/3', '5/6', '5/8', '7/2'] -> ((((5/3 / 1/8) / 5/8) - 5/6) + 7/2)
[1139240] ['1/8', '5/3', '5/6', '5/8', '7/6'] -> (((5/6 + (5/3 / 5/8)) / 1/8) / 7/6)
[1139241] ['1/8', '5/3', '5/6', '5/8', '7/8'] -> ((((5/3 / 5/6) + 5/8) / 1/8) / 7/8)
[1139245] ['1/8', '5/3', '5/6', '5/8', '8/7'] -> ((((5/3 / 5/6) + 5/8) / 1/8) * 8/7)
[1139247] ['1/8', '5/3', '5/6', '5/8', '9/2'] -> (9/2 / (((5/6 * 5/8) / 5/3) - 1/8))
[1139248] ['1/8', '5/3', '5/6', '5/8', '9/4'] -> ((((5/3 - 5/6) / 1/8) / 5/8) * 9/4)
[1139252] ['1/8', '5/3', '5/6', '5/9', '5/9'] -> (5/9 / (((5/3 - 1/8) * 5/9) - 5/6))
[1139255] ['1/8', '5/3', '5/6', '5/9', '7/2'] -> (7/2 / (1/8 * (5/6 + (5/9 / 5/3))))
[1139256] ['1/8', '5/3', '5/6', '5/9', '7/3'] -> (7/3 / ((5/9 / (5/3 + 5/6)) - 1/8))
[1139258] ['1/8', '5/3', '5/6', '5/9', '7/5'] -> (7/5 / (((1/8 + 5/6) / 5/9) - 5/3))
[1139261] ['1/8', '5/3', '5/6', '5/9', '7/9'] -> (7/9 / ((1/8 + 5/6) - (5/3 * 5/9)))
[1139262] ['1/8', '5/3', '5/6', '5/9', '8/3'] -> ((((5/6 / 1/8) - 5/3) / 5/9) * 8/3)
[1139263] ['1/8', '5/3', '5/6', '5/9', '8/5'] -> (((5/3 + (5/6 / 1/8)) / 5/9) * 8/5)
[1139266] ['1/8', '5/3', '5/6', '5/9', '9/2'] -> (((5/9 / (5/3 - 5/6)) / 1/8) * 9/2)
[1139267] ['1/8', '5/3', '5/6', '5/9', '9/4'] -> ((((5/3 - 5/9) / 1/8) / 5/6) * 9/4)
[1139269] ['1/8', '5/3', '5/6', '5/9', '9/7'] -> (9/7 / (1/8 / (5/3 + (5/9 / 5/6))))
[1139270] ['1/8', '5/3', '5/6', '5/9', '9/8'] -> (9/8 / ((1/8 * 5/6) / (5/3 + 5/9)))
[1139273] ['1/8', '5/3', '5/6', '6/5', '7/2'] -> (7/2 / (1/8 * ((5/3 * 6/5) - 5/6)))
[1139277] ['1/8', '5/3', '5/6', '6/5', '7/6'] -> (7/6 / ((1/8 * 5/6) * (5/3 - 6/5)))
[1139281] ['1/8', '5/3', '5/6', '6/5', '8/5'] -> ((((5/3 / 1/8) - 5/6) * 6/5) * 8/5)
[1139284] ['1/8', '5/3', '5/6', '6/5', '9/2'] -> (((5/3 - (5/6 * 6/5)) / 1/8) * 9/2)
[1139288] ['1/8', '5/3', '5/6', '6/5', '9/8'] -> (9/8 / (1/8 / (5/3 + (5/6 * 6/5))))
[1139292] ['1/8', '5/3', '5/6', '6/7', '7/4'] -> ((((5/3 * 6/7) / 1/8) / 5/6) * 7/4)
[1139293] ['1/8', '5/3', '5/6', '6/7', '7/5'] -> (7/5 / ((1/8 / (5/3 + 5/6)) / 6/7))
[1139299] ['1/8', '5/3', '5/6', '6/7', '8/7'] -> ((((5/3 / 5/6) + 6/7) / 1/8) + 8/7)
[1139304] ['1/8', '5/3', '5/6', '6/7', '9/7'] -> (9/7 / (((1/8 * 5/6) * 6/7) / 5/3))
[1139309] ['1/8', '5/3', '5/6', '7/2', '7/5'] -> (((7/2 / (5/3 - 5/6)) / 1/8) / 7/5)
[1139313] ['1/8', '5/3', '5/6', '7/2', '8/3'] -> ((((5/3 / 1/8) - 5/6) - 7/2) * 8/3)
[1139318] ['1/8', '5/3', '5/6', '7/2', '9/4'] -> ((((5/3 / 1/8) + 5/6) - 7/2) * 9/4)
[1139321] ['1/8', '5/3', '5/6', '7/2', '9/8'] -> (9/8 / (1/8 / ((5/6 + 7/2) - 5/3)))
[1139331] ['1/8', '5/3', '5/6', '7/3', '8/9'] -> ((5/3 + ((5/6 + 7/3) / 1/8)) * 8/9)
[1139333] ['1/8', '5/3', '5/6', '7/3', '9/4'] -> (((5/3 + (5/6 / 1/8)) + 7/3) * 9/4)
[1139336] ['1/8', '5/3', '5/6', '7/3', '9/8'] -> ((5/3 + ((5/6 + 7/3) / 1/8)) / 9/8)
[1139338] ['1/8', '5/3', '5/6', '7/4', '7/5'] -> (7/5 / (1/8 / (5/3 + (5/6 / 7/4))))
[1139339] ['1/8', '5/3', '5/6', '7/4', '7/6'] -> ((((5/3 * 7/4) / 1/8) / 5/6) / 7/6)
[1139343] ['1/8', '5/3', '5/6', '7/4', '8/5'] -> (8/5 / ((1/8 / 5/6) + (5/3 - 7/4)))
[1139344] ['1/8', '5/3', '5/6', '7/4', '8/7'] -> (8/7 / (((5/3 - 1/8) / 7/4) - 5/6))
[1139346] ['1/8', '5/3', '5/6', '7/4', '9/2'] -> (9/2 / (((1/8 * 5/6) + 7/4) - 5/3))
[1139352] ['1/8', '5/3', '5/6', '7/5', '7/6'] -> ((((5/3 + 5/6) * 7/5) / 1/8) / 7/6)
[1139355] ['1/8', '5/3', '5/6', '7/5', '8/3'] -> (((5/6 / 1/8) + (5/3 * 7/5)) * 8/3)
[1139361] ['1/8', '5/3', '5/6', '7/5', '9/5'] -> (9/5 / (1/8 * ((5/3 / 5/6) - 7/5)))
[1139367] ['1/8', '5/3', '5/6', '7/6', '8/3'] -> (((5/3 * (5/6 + 7/6)) / 1/8) - 8/3)
[1139371] ['1/8', '5/3', '5/6', '7/6', '9/2'] -> (((7/6 - (5/6 / 5/3)) / 1/8) * 9/2)
[1139372] ['1/8', '5/3', '5/6', '7/6', '9/4'] -> ((((5/3 + 5/6) - 7/6) / 1/8) * 9/4)
[1139374] ['1/8', '5/3', '5/6', '7/6', '9/7'] -> (9/7 / (((1/8 * 5/6) / 5/3) / 7/6))
[1139380] ['1/8', '5/3', '5/6', '7/8', '8/7'] -> ((((5/3 + 5/6) / 1/8) / 7/8) + 8/7)
[1139381] ['1/8', '5/3', '5/6', '7/8', '8/9'] -> ((((5/3 + 5/6) + 7/8) / 1/8) * 8/9)
[1139382] ['1/8', '5/3', '5/6', '7/8', '9/2'] -> ((((5/3 + 7/8) / 1/8) - 5/6) + 9/2)
[1139402] ['1/8', '5/3', '5/6', '8/3', '9/4'] -> ((((5/6 * 8/3) / 1/8) / 5/3) * 9/4)
[1139406] ['1/8', '5/3', '5/6', '8/5', '8/5'] -> (((5/6 + (5/3 / 8/5)) / 1/8) * 8/5)
[1139409] ['1/8', '5/3', '5/6', '8/5', '9/2'] -> (9/2 / (((5/6 / 5/3) / 8/5) - 1/8))
[1139410] ['1/8', '5/3', '5/6', '8/5', '9/4'] -> ((((5/3 - 5/6) * 8/5) / 1/8) * 9/4)
[1139411] ['1/8', '5/3', '5/6', '8/5', '9/5'] -> (((5/3 + (5/6 / 1/8)) * 8/5) * 9/5)
[1139421] ['1/8', '5/3', '5/6', '8/9', '8/9'] -> ((((5/3 / 5/6) + 8/9) / 1/8) + 8/9)
[1139424] ['1/8', '5/3', '5/6', '8/9', '9/5'] -> (9/5 / (1/8 * (5/3 - (8/9 / 5/6))))
[1139427] ['1/8', '5/3', '5/6', '9/2', '9/2'] -> (9/2 / ((5/3 / (5/6 + 9/2)) - 1/8))
[1139429] ['1/8', '5/3', '5/6', '9/2', '9/5'] -> (((9/2 / (5/3 - 5/6)) / 1/8) / 9/5)
[1139433] ['1/8', '5/3', '5/6', '9/4', '9/5'] -> ((((5/6 * 9/4) / 1/8) - 5/3) * 9/5)
[1139436] ['1/8', '5/3', '5/6', '9/5', '9/5'] -> (9/5 / (((5/3 / 5/6) - 1/8) - 9/5))
[1139442] ['1/8', '5/3', '5/7', '5/7', '5/7'] -> ((5/7 / ((5/3 - 5/7) - 5/7)) / 1/8)
[1139446] ['1/8', '5/3', '5/7', '5/7', '6/7'] -> ((6/7 / 1/8) / (5/7 - (5/7 / 5/3)))
[1139447] ['1/8', '5/3', '5/7', '5/7', '7/2'] -> ((((5/7 + 5/7) / 1/8) / 5/3) * 7/2)
[1139449] ['1/8', '5/3', '5/7', '5/7', '7/4'] -> ((5/7 / 5/7) / ((1/8 + 5/3) - 7/4))
[1139457] ['1/8', '5/3', '5/7', '5/7', '8/9'] -> (((5/3 + (5/7 / 5/7)) / 1/8) / 8/9)
[1139458] ['1/8', '5/3', '5/7', '5/7', '9/2'] -> (((5/3 - (5/7 / 5/7)) / 1/8) * 9/2)
[1139459] ['1/8', '5/3', '5/7', '5/7', '9/4'] -> ((((5/3 - 5/7) / 1/8) / 5/7) * 9/4)
[1139462] ['1/8', '5/3', '5/7', '5/7', '9/8'] -> (((5/3 + (5/7 / 5/7)) / 1/8) * 9/8)
[1139478] ['1/8', '5/3', '5/7', '5/8', '9/2'] -> ((((5/8 / 1/8) / 5/7) - 5/3) * 9/2)
[1139486] ['1/8', '5/3', '5/7', '5/9', '7/2'] -> (((5/3 / (5/7 - 5/9)) / 1/8) / 7/2)
[1139488] ['1/8', '5/3', '5/7', '5/9', '7/4'] -> ((((5/3 - 5/7) / 1/8) / 5/9) * 7/4)
[1139493] ['1/8', '5/3', '5/7', '5/9', '8/3'] -> (8/3 / (1/8 * (5/3 - (5/9 / 5/7))))
[1139505] ['1/8', '5/3', '5/7', '6/5', '7/3'] -> ((((5/3 * 6/5) - 5/7) / 1/8) * 7/3)
[1139513] ['1/8', '5/3', '5/7', '6/5', '8/7'] -> ((((5/3 + 5/7) * 6/5) / 1/8) + 8/7)
[1139522] ['1/8', '5/3', '5/7', '6/7', '7/3'] -> ((((5/7 / 5/3) + 6/7) / 1/8) * 7/3)
[1139534] ['1/8', '5/3', '5/7', '6/7', '9/5'] -> (9/5 / ((5/7 - (6/7 / 5/3)) - 1/8))
[1139535] ['1/8', '5/3', '5/7', '6/7', '9/7'] -> (9/7 / (1/8 * (6/7 - (5/7 / 5/3))))
[1139537] ['1/8', '5/3', '5/7', '7/2', '7/2'] -> (7/2 / (1/8 * (7/2 - (5/3 / 5/7))))
[1139544] ['1/8', '5/3', '5/7', '7/2', '8/3'] -> ((((5/3 - 5/7) * 7/2) / 1/8) - 8/3)
[1139548] ['1/8', '5/3', '5/7', '7/2', '9/2'] -> ((((5/3 / 1/8) / 5/7) / 7/2) * 9/2)
[1139553] ['1/8', '5/3', '5/7', '7/3', '7/3'] -> ((((5/3 / 1/8) - 5/7) - 7/3) * 7/3)
[1139559] ['1/8', '5/3', '5/7', '7/3', '8/3'] -> (((5/3 + (5/7 * 7/3)) / 1/8) - 8/3)
[1139568] ['1/8', '5/3', '5/7', '7/4', '7/4'] -> (7/4 / (1/8 * ((5/3 / 5/7) - 7/4)))
[1139569] ['1/8', '5/3', '5/7', '7/4', '7/5'] -> (7/5 / (((1/8 + 5/3) - 7/4) / 5/7))
[1139578] ['1/8', '5/3', '5/7', '7/4', '9/4'] -> ((((5/3 / 1/8) / 5/7) / 7/4) * 9/4)
[1139586] ['1/8', '5/3', '5/7', '7/5', '8/3'] -> ((((5/3 + 5/7) * 7/5) / 1/8) - 8/3)
[1139590] ['1/8', '5/3', '5/7', '7/5', '9/2'] -> (((5/3 - (5/7 * 7/5)) / 1/8) * 9/2)
[1139591] ['1/8', '5/3', '5/7', '7/5', '9/4'] -> ((((5/3 - 5/7) * 7/5) / 1/8) * 9/4)
[1139594] ['1/8', '5/3', '5/7', '7/5', '9/8'] -> (9/8 / (1/8 / (5/3 + (5/7 * 7/5))))
[1139595] ['1/8', '5/3', '5/7', '7/6', '7/6'] -> ((((5/3 / 5/7) + 7/6) / 1/8) / 7/6)
[1139617] ['1/8', '5/3', '5/7', '7/8', '9/8'] -> (9/8 / (((1/8 * 5/7) * 7/8) / 5/3))
[1139621] ['1/8', '5/3', '5/7', '7/9', '8/7'] -> (((5/7 + (5/3 / 7/9)) / 1/8) + 8/7)
[1139622] ['1/8', '5/3', '5/7', '7/9', '8/9'] -> ((((5/3 / 5/7) + 7/9) / 1/8) - 8/9)
[1139634] ['1/8', '5/3', '5/7', '8/3', '9/5'] -> (((5/3 + (8/3 / 5/7)) / 1/8) / 9/5)
[1139635] ['1/8', '5/3', '5/7', '8/3', '9/7'] -> ((((5/3 * 5/7) + 8/3) / 1/8) / 9/7)
[1139641] ['1/8', '5/3', '5/7', '8/5', '9/4'] -> ((5/7 * ((5/3 / 1/8) + 8/5)) * 9/4)
[1139648] ['1/8', '5/3', '5/7', '8/7', '9/4'] -> ((((5/3 * 5/7) / 1/8) + 8/7) * 9/4)
[1139650] ['1/8', '5/3', '5/7', '8/7', '9/7'] -> (9/7 / (1/8 / ((5/3 * 5/7) + 8/7)))
[1139651] ['1/8', '5/3', '5/7', '8/7', '9/8'] -> (9/8 / (((1/8 * 5/7) / 5/3) / 8/7))
[1139678] ['1/8', '5/3', '5/8', '5/8', '7/3'] -> ((((5/3 / 5/8) + 5/8) / 1/8) - 7/3)
[1139687] ['1/8', '5/3', '5/8', '5/8', '8/9'] -> (((5/3 + (5/8 / 5/8)) / 1/8) / 8/9)
[1139692] ['1/8', '5/3', '5/8', '5/8', '9/8'] -> (((5/3 + (5/8 / 5/8)) / 1/8) * 9/8)
[1139697] ['1/8', '5/3', '5/8', '5/9', '7/3'] -> (7/3 / (1/8 * (5/3 - (5/9 / 5/8))))
[1139701] ['1/8', '5/3', '5/8', '5/9', '7/8'] -> (7/8 / (1/8 * (5/8 - (5/9 / 5/3))))
[1139707] ['1/8', '5/3', '5/8', '5/9', '9/2'] -> (((5/8 / 1/8) + (5/9 / 5/3)) * 9/2)
[1139708] ['1/8', '5/3', '5/8', '5/9', '9/4'] -> ((5/3 + ((5/8 / 1/8) / 5/9)) * 9/4)
[1139712] ['1/8', '5/3', '5/8', '6/5', '6/5'] -> (6/5 / ((5/3 * (1/8 + 5/8)) - 6/5))
[1139722] ['1/8', '5/3', '5/8', '6/5', '8/5'] -> (8/5 / (5/3 - (6/5 / (1/8 + 5/8))))
[1139723] ['1/8', '5/3', '5/8', '6/5', '8/7'] -> (((5/8 + (5/3 * 6/5)) / 1/8) * 8/7)
[1139725] ['1/8', '5/3', '5/8', '6/5', '9/2'] -> (9/2 / (((5/8 / 5/3) / 6/5) - 1/8))
[1139730] ['1/8', '5/3', '5/8', '6/7', '6/7'] -> (6/7 / (5/8 - ((1/8 + 6/7) / 5/3)))
[1139740] ['1/8', '5/3', '5/8', '6/7', '8/7'] -> (8/7 / ((6/7 / (5/8 - 1/8)) - 5/3))
[1139741] ['1/8', '5/3', '5/8', '6/7', '8/9'] -> ((((5/3 / 1/8) / 5/8) / 6/7) - 8/9)
[1139754] ['1/8', '5/3', '5/8', '7/2', '8/3'] -> (((5/3 * (7/2 - 1/8)) / 5/8) * 8/3)
[1139783] ['1/8', '5/3', '5/8', '7/4', '8/3'] -> (((1/8 + 5/8) / (7/4 - 5/3)) * 8/3)
[1139797] ['1/8', '5/3', '5/8', '7/5', '8/5'] -> (8/5 / ((5/3 - (1/8 / 5/8)) - 7/5))
[1139799] ['1/8', '5/3', '5/8', '7/5', '8/9'] -> (((5/3 * (5/8 + 7/5)) / 1/8) * 8/9)
[1139800] ['1/8', '5/3', '5/8', '7/5', '9/2'] -> ((((5/8 * 7/5) / 1/8) - 5/3) * 9/2)
[1139801] ['1/8', '5/3', '5/8', '7/5', '9/4'] -> ((5/3 * ((5/8 / 1/8) + 7/5)) * 9/4)
[1139804] ['1/8', '5/3', '5/8', '7/5', '9/8'] -> (((5/3 * (5/8 + 7/5)) / 1/8) / 9/8)
[1139811] ['1/8', '5/3', '5/8', '7/6', '8/9'] -> ((((5/3 * 7/6) / 1/8) / 5/8) - 8/9)
[1139814] ['1/8', '5/3', '5/8', '7/6', '9/5'] -> (9/5 / (((7/6 / 5/8) - 1/8) - 5/3))
[1139816] ['1/8', '5/3', '5/8', '7/6', '9/8'] -> (9/8 / (7/6 - ((1/8 + 5/3) * 5/8)))
[1139820] ['1/8', '5/3', '5/8', '7/8', '8/5'] -> (8/5 / (5/3 - ((1/8 + 7/8) / 5/8)))
[1139825] ['1/8', '5/3', '5/8', '7/8', '9/5'] -> ((5/3 / ((7/8 - 1/8) - 5/8)) * 9/5)
[1139826] ['1/8', '5/3', '5/8', '7/8', '9/7'] -> (9/7 / (((1/8 * 5/8) / 5/3) / 7/8))
[1139838] ['1/8', '5/3', '5/8', '8/3', '8/3'] -> (((5/3 + (5/8 * 8/3)) / 1/8) - 8/3)
[1139840] ['1/8', '5/3', '5/8', '8/3', '8/7'] -> ((((5/3 + 5/8) / 1/8) + 8/3) * 8/7)
[1139842] ['1/8', '5/3', '5/8', '8/3', '9/2'] -> ((8/3 / (1/8 + (5/8 / 5/3))) * 9/2)
[1139843] ['1/8', '5/3', '5/8', '8/3', '9/4'] -> ((8/3 / ((5/8 / 5/3) - 1/8)) * 9/4)
[1139851] ['1/8', '5/3', '5/8', '8/5', '9/4'] -> (((5/3 + (5/8 / 1/8)) * 8/5) * 9/4)
[1139854] ['1/8', '5/3', '5/8', '8/5', '9/8'] -> (9/8 / (1/8 / (5/3 + (5/8 * 8/5))))
[1139860] ['1/8', '5/3', '5/8', '8/7', '9/7'] -> (9/7 / (((1/8 * 5/8) * 8/7) / 5/3))
[1139873] ['1/8', '5/3', '5/8', '9/4', '9/4'] -> (9/4 / ((5/8 / 5/3) - (1/8 * 9/4)))
[1139886] ['1/8', '5/3', '5/9', '5/9', '7/2'] -> ((7/2 / 1/8) - ((5/3 + 5/9) / 5/9))
[1139887] ['1/8', '5/3', '5/9', '5/9', '7/3'] -> (7/3 / ((5/9 - (5/9 / 5/3)) - 1/8))
[1139888] ['1/8', '5/3', '5/9', '5/9', '7/4'] -> ((5/9 / 5/9) / ((1/8 + 5/3) - 7/4))
[1139896] ['1/8', '5/3', '5/9', '5/9', '8/9'] -> (((5/3 + (5/9 / 5/9)) / 1/8) / 8/9)
[1139901] ['1/8', '5/3', '5/9', '5/9', '9/8'] -> (((5/3 + (5/9 / 5/9)) / 1/8) * 9/8)
[1139907] ['1/8', '5/3', '5/9', '6/5', '7/5'] -> ((((5/3 / 5/9) + 6/5) / 1/8) / 7/5)
[1139910] ['1/8', '5/3', '5/9', '6/5', '7/9'] -> (7/9 / ((1/8 * 5/9) * (5/3 - 6/5)))
[1139916] ['1/8', '5/3', '5/9', '6/5', '9/4'] -> ((((5/3 - 5/9) * 6/5) / 1/8) * 9/4)
[1139918] ['1/8', '5/3', '5/9', '6/5', '9/7'] -> (9/7 / (1/8 / (5/3 + (5/9 * 6/5))))
[1139919] ['1/8', '5/3', '5/9', '6/5', '9/8'] -> (9/8 / ((1/8 / (5/3 + 5/9)) / 6/5))
[1139927] ['1/8', '5/3', '5/9', '6/7', '7/9'] -> ((((5/3 / 5/9) + 6/7) / 1/8) * 7/9)
[1139929] ['1/8', '5/3', '5/9', '6/7', '8/5'] -> ((((5/3 / 1/8) / 6/7) - 5/9) * 8/5)
[1139932] ['1/8', '5/3', '5/9', '6/7', '9/2'] -> (9/2 / ((5/9 / 5/3) - (1/8 / 6/7)))
[1139935] ['1/8', '5/3', '5/9', '6/7', '9/7'] -> ((((5/3 / 5/9) + 6/7) / 1/8) / 9/7)
[1139958] ['1/8', '5/3', '5/9', '7/3', '7/9'] -> ((5/3 + ((5/9 + 7/3) / 1/8)) - 7/9)
[1139959] ['1/8', '5/3', '5/9', '7/3', '8/3'] -> ((((5/3 * 7/3) - 5/9) / 1/8) - 8/3)
[1139963] ['1/8', '5/3', '5/9', '7/3', '9/2'] -> ((((5/3 / 5/9) - 7/3) / 1/8) * 9/2)
[1139967] ['1/8', '5/3', '5/9', '7/3', '9/8'] -> (9/8 / (1/8 / ((5/9 / 5/3) + 7/3)))
[1139973] ['1/8', '5/3', '5/9', '7/4', '8/3'] -> (8/3 / (((7/4 - 5/3) / 1/8) - 5/9))
[1139982] ['1/8', '5/3', '5/9', '7/5', '7/5'] -> ((((5/3 * 7/5) / 1/8) / 5/9) / 7/5)
[1139986] ['1/8', '5/3', '5/9', '7/5', '8/3'] -> (8/3 / (1/8 * (5/3 - (5/9 * 7/5))))
[1139998] ['1/8', '5/3', '5/9', '7/6', '8/3'] -> (((7/6 / 1/8) - (5/9 / 5/3)) * 8/3)
[1139999] ['1/8', '5/3', '5/9', '7/6', '8/5'] -> ((((5/3 * 7/6) / 1/8) - 5/9) * 8/5)
[1140000] ['1/8', '5/3', '5/9', '7/6', '8/7'] -> (8/7 / ((7/6 / (1/8 + 5/9)) - 5/3))
[1140008] ['1/8', '5/3', '5/9', '7/8', '7/9'] -> ((((5/3 + 5/9) + 7/8) / 1/8) - 7/9)
[1140010] ['1/8', '5/3', '5/9', '7/8', '8/5'] -> (8/5 / (((7/8 - 5/9) / 5/3) - 1/8))
[1140011] ['1/8', '5/3', '5/9', '7/8', '8/7'] -> ((((5/3 * 7/8) / 1/8) / 5/9) * 8/7)
[1140021] ['1/8', '5/3', '5/9', '7/9', '8/7'] -> ((((5/3 + 5/9) / 1/8) / 7/9) + 8/7)
[1140023] ['1/8', '5/3', '5/9', '7/9', '9/2'] -> (((5/3 + (5/9 / 1/8)) - 7/9) * 9/2)
[1140029] ['1/8', '5/3', '5/9', '8/3', '8/5'] -> (((5/3 + (5/9 / 8/3)) / 1/8) * 8/5)
[1140030] ['1/8', '5/3', '5/9', '8/3', '8/7'] -> (((8/3 / 1/8) - (5/9 / 5/3)) * 8/7)
[1140035] ['1/8', '5/3', '5/9', '8/3', '9/7'] -> (9/7 / (1/8 / (8/3 - (5/9 / 5/3))))
[1140054] ['1/8', '5/3', '5/9', '8/9', '9/4'] -> ((((5/3 + 5/9) - 8/9) / 1/8) * 9/4)
[1140055] ['1/8', '5/3', '5/9', '8/9', '9/5'] -> (9/5 / (((8/9 - 5/9) / 5/3) - 1/8))
[1140069] ['1/8', '5/3', '5/9', '9/5', '9/8'] -> (9/8 / (1/8 / (5/3 + (5/9 * 9/5))))
[1140073] ['1/8', '5/3', '6/5', '6/5', '6/5'] -> (((5/3 * 6/5) + (6/5 / 6/5)) / 1/8)
[1140074] ['1/8', '5/3', '6/5', '6/5', '6/7'] -> (((6/5 / (5/3 - 6/5)) / 1/8) / 6/7)
[1140075] ['1/8', '5/3', '6/5', '6/5', '7/2'] -> ((7/2 / 1/8) - (5/3 * (6/5 + 6/5)))
[1140079] ['1/8', '5/3', '6/5', '6/5', '7/6'] -> (((6/5 / (5/3 - 6/5)) / 1/8) * 7/6)
[1140083] ['1/8', '5/3', '6/5', '6/5', '8/5'] -> ((((5/3 * 6/5) + 6/5) / 1/8) - 8/5)
[1140085] ['1/8', '5/3', '6/5', '6/5', '8/9'] -> (((5/3 + (6/5 / 6/5)) / 1/8) / 8/9)
[1140090] ['1/8', '5/3', '6/5', '6/5', '9/8'] -> (((5/3 + (6/5 / 6/5)) / 1/8) * 9/8)
[1140097] ['1/8', '5/3', '6/5', '6/7', '7/8'] -> (7/8 / ((1/8 / (6/5 + 6/7)) / 5/3))
[1140101] ['1/8', '5/3', '6/5', '6/7', '8/7'] -> ((((5/3 * 6/5) + 6/7) / 1/8) + 8/7)
[1140106] ['1/8', '5/3', '6/5', '6/7', '9/7'] -> (9/7 / (((1/8 * 6/7) / 5/3) / 6/5))
[1140130] ['1/8', '5/3', '6/5', '7/3', '8/3'] -> ((((5/3 + 7/3) / 1/8) / 6/5) - 8/3)
[1140141] ['1/8', '5/3', '6/5', '7/4', '7/6'] -> ((((5/3 * 6/5) * 7/4) / 1/8) / 7/6)
[1140145] ['1/8', '5/3', '6/5', '7/4', '8/5'] -> (8/5 / ((1/8 * 6/5) + (5/3 - 7/4)))
