[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1191931] ['1/9', '2/7', '5/3', '7/9', '9/7'] -> (9/7 / (2/7 / ((7/9 / 1/9) - 5/3)))
[1191950] ['1/9', '2/7', '5/3', '8/7', '8/7'] -> ((((8/7 / 2/7) - 5/3) / 1/9) * 8/7)
[1191958] ['1/9', '2/7', '5/3', '8/9', '9/2'] -> ((((1/9 + 5/3) / 2/7) - 8/9) * 9/2)
[1191961] ['1/9', '2/7', '5/3', '8/9', '9/7'] -> ((((5/3 + 8/9) / 1/9) - 2/7) + 9/7)
[1191963] ['1/9', '2/7', '5/3', '9/2', '9/2'] -> (((5/3 / 2/7) - (1/9 * 9/2)) * 9/2)
[1191986] ['1/9', '2/7', '5/4', '5/4', '7/3'] -> (((2/7 + (5/4 / 1/9)) - 5/4) * 7/3)
[1192003] ['1/9', '2/7', '5/4', '5/6', '5/8'] -> ((((5/6 / 2/7) - 5/4) / 1/9) / 5/8)
[1192012] ['1/9', '2/7', '5/4', '5/6', '7/8'] -> ((((5/6 / 1/9) / 2/7) / 5/4) / 7/8)
[1192015] ['1/9', '2/7', '5/4', '5/6', '8/5'] -> ((((5/6 / 2/7) - 5/4) / 1/9) * 8/5)
[1192016] ['1/9', '2/7', '5/4', '5/6', '8/7'] -> ((((5/6 / 1/9) / 2/7) / 5/4) * 8/7)
[1192040] ['1/9', '2/7', '5/4', '5/7', '9/4'] -> (((5/4 / (5/7 - 2/7)) / 1/9) - 9/4)
[1192047] ['1/9', '2/7', '5/4', '5/8', '6/7'] -> (((2/7 + (5/4 / 5/8)) / 1/9) / 6/7)
[1192052] ['1/9', '2/7', '5/4', '5/8', '7/6'] -> (((2/7 + (5/4 / 5/8)) / 1/9) * 7/6)
[1192066] ['1/9', '2/7', '5/4', '5/9', '6/7'] -> (6/7 / (2/7 - ((1/9 * 5/4) / 5/9)))
[1192076] ['1/9', '2/7', '5/4', '5/9', '8/7'] -> (8/7 / (((5/9 / 5/4) - 1/9) - 2/7))
[1192079] ['1/9', '2/7', '5/4', '5/9', '9/4'] -> ((5/4 / ((2/7 * 5/9) - 1/9)) - 9/4)
[1192086] ['1/9', '2/7', '5/4', '6/5', '7/3'] -> (((5/4 * (6/5 - 2/7)) / 1/9) * 7/3)
[1192094] ['1/9', '2/7', '5/4', '6/5', '8/7'] -> (8/7 / (((1/9 * 2/7) * 5/4) * 6/5))
[1192104] ['1/9', '2/7', '5/4', '6/7', '7/4'] -> ((((6/7 / 1/9) / 2/7) - 5/4) - 7/4)
[1192119] ['1/9', '2/7', '5/4', '7/2', '7/3'] -> (7/3 / (1/9 * ((5/4 / 2/7) - 7/2)))
[1192158] ['1/9', '2/7', '5/4', '7/4', '9/2'] -> (9/2 / ((1/9 * (5/4 - 2/7)) * 7/4))
[1192163] ['1/9', '2/7', '5/4', '7/5', '7/5'] -> (7/5 / ((1/9 * (7/5 - 5/4)) / 2/7))
[1192178] ['1/9', '2/7', '5/4', '7/6', '7/9'] -> (((2/7 / (5/4 - 7/6)) / 1/9) * 7/9)
[1192186] ['1/9', '2/7', '5/4', '7/6', '9/7'] -> (((2/7 / (5/4 - 7/6)) / 1/9) / 9/7)
[1192195] ['1/9', '2/7', '5/4', '7/8', '9/4'] -> (9/4 / ((1/9 * (5/4 - 2/7)) * 7/8))
[1192201] ['1/9', '2/7', '5/4', '7/9', '8/5'] -> (8/5 / (((2/7 * 7/9) / 5/4) - 1/9))
[1192212] ['1/9', '2/7', '5/4', '8/3', '8/9'] -> (((8/3 / (5/4 - 2/7)) / 1/9) - 8/9)
[1192229] ['1/9', '2/7', '5/4', '8/7', '9/4'] -> (((8/7 / (5/4 - 2/7)) / 1/9) * 9/4)
[1192240] ['1/9', '2/7', '5/4', '9/2', '9/4'] -> ((5/4 / (1/9 - (2/7 / 9/2))) - 9/4)
[1192243] ['1/9', '2/7', '5/4', '9/2', '9/8'] -> (((5/4 / 1/9) + (9/2 / 2/7)) / 9/8)
[1192272] ['1/9', '2/7', '5/6', '5/6', '9/4'] -> (((5/6 / 2/7) + 5/6) + (9/4 / 1/9))
[1192277] ['1/9', '2/7', '5/6', '5/7', '5/8'] -> ((((5/7 / 2/7) - 5/6) / 1/9) / 5/8)
[1192282] ['1/9', '2/7', '5/6', '5/7', '7/3'] -> (((2/7 + (5/7 / 5/6)) / 1/9) * 7/3)
[1192289] ['1/9', '2/7', '5/6', '5/7', '8/5'] -> ((((5/7 / 2/7) - 5/6) / 1/9) * 8/5)
[1192291] ['1/9', '2/7', '5/6', '5/7', '8/9'] -> ((((5/7 / 1/9) / 2/7) / 5/6) * 8/9)
[1192296] ['1/9', '2/7', '5/6', '5/7', '9/8'] -> ((((5/7 / 1/9) / 2/7) / 5/6) / 9/8)
[1192303] ['1/9', '2/7', '5/6', '5/8', '7/4'] -> ((((5/6 / 1/9) / 2/7) / 5/8) / 7/4)
[1192325] ['1/9', '2/7', '5/6', '5/9', '7/8'] -> ((((5/9 / 1/9) / 2/7) / 5/6) / 7/8)
[1192338] ['1/9', '2/7', '5/6', '6/5', '7/2'] -> (((5/6 * (6/5 - 2/7)) / 1/9) * 7/2)
[1192364] ['1/9', '2/7', '5/6', '6/7', '8/7'] -> (8/7 / (1/9 * ((5/6 * 6/7) - 2/7)))
[1192395] ['1/9', '2/7', '5/6', '7/3', '8/7'] -> (8/7 / ((1/9 * 2/7) * (7/3 - 5/6)))
[1192402] ['1/9', '2/7', '5/6', '7/4', '7/4'] -> ((((5/6 / 2/7) + 7/4) / 1/9) / 7/4)
[1192404] ['1/9', '2/7', '5/6', '7/4', '7/6'] -> ((((5/6 / 1/9) / 2/7) + 7/4) / 7/6)
[1192408] ['1/9', '2/7', '5/6', '7/4', '8/5'] -> ((((5/6 / 1/9) / 2/7) / 7/4) * 8/5)
[1192410] ['1/9', '2/7', '5/6', '7/4', '8/9'] -> (8/9 / (1/9 * (5/6 - (2/7 * 7/4))))
[1192411] ['1/9', '2/7', '5/6', '7/4', '9/2'] -> ((5/6 + ((2/7 * 7/4) / 1/9)) * 9/2)
[1192423] ['1/9', '2/7', '5/6', '7/5', '8/9'] -> (8/9 / (((1/9 * 2/7) * 5/6) * 7/5))
[1192429] ['1/9', '2/7', '5/6', '7/6', '7/6'] -> ((((2/7 + 5/6) + 7/6) / 1/9) * 7/6)
[1192455] ['1/9', '2/7', '5/6', '7/9', '8/7'] -> (8/7 / (2/7 * ((1/9 + 5/6) - 7/9)))
[1192464] ['1/9', '2/7', '5/6', '8/3', '8/7'] -> ((8/3 / ((2/7 * 5/6) - 1/9)) * 8/7)
[1192483] ['1/9', '2/7', '5/6', '8/7', '9/5'] -> ((((8/7 / 1/9) / 2/7) / 5/6) / 9/5)
[1192493] ['1/9', '2/7', '5/6', '9/2', '9/4'] -> ((((5/6 / 1/9) / 2/7) - 9/2) + 9/4)
[1192506] ['1/9', '2/7', '5/6', '9/8', '9/8'] -> ((((5/6 / 1/9) / 2/7) - 9/8) - 9/8)
[1192508] ['1/9', '2/7', '5/7', '5/7', '5/8'] -> (((5/7 / (5/7 - 2/7)) / 1/9) / 5/8)
[1192510] ['1/9', '2/7', '5/7', '5/7', '6/5'] -> ((((5/7 / 1/9) - 5/7) / 2/7) * 6/5)
[1192512] ['1/9', '2/7', '5/7', '5/7', '7/2'] -> ((((5/7 / 1/9) + 5/7) - 2/7) * 7/2)
[1192513] ['1/9', '2/7', '5/7', '5/7', '7/3'] -> ((((5/7 + 5/7) - 2/7) / 1/9) * 7/3)
[1192520] ['1/9', '2/7', '5/7', '5/7', '8/5'] -> (((5/7 / (5/7 - 2/7)) / 1/9) * 8/5)
[1192530] ['1/9', '2/7', '5/7', '5/8', '6/5'] -> (((2/7 / (5/7 - 5/8)) / 1/9) / 6/5)
[1192549] ['1/9', '2/7', '5/7', '5/9', '6/5'] -> (((5/7 + (5/9 / 1/9)) / 2/7) * 6/5)
[1192551] ['1/9', '2/7', '5/7', '5/9', '7/2'] -> ((((2/7 + 5/9) / 1/9) - 5/7) * 7/2)
[1192570] ['1/9', '2/7', '5/7', '6/5', '7/3'] -> (((2/7 + (5/7 * 6/5)) / 1/9) * 7/3)
[1192579] ['1/9', '2/7', '5/7', '6/5', '8/9'] -> ((((5/7 * 6/5) / 1/9) / 2/7) * 8/9)
[1192584] ['1/9', '2/7', '5/7', '6/5', '9/8'] -> ((((5/7 * 6/5) / 1/9) / 2/7) / 9/8)
[1192585] ['1/9', '2/7', '5/7', '6/7', '6/7'] -> ((((6/7 / 2/7) - 5/7) / 1/9) / 6/7)
[1192590] ['1/9', '2/7', '5/7', '6/7', '7/6'] -> ((((6/7 / 2/7) - 5/7) / 1/9) * 7/6)
[1192595] ['1/9', '2/7', '5/7', '6/7', '8/7'] -> (8/7 / (1/9 * ((2/7 + 6/7) - 5/7)))
[1192598] ['1/9', '2/7', '5/7', '6/7', '9/4'] -> ((((5/7 / 1/9) / 2/7) / 6/7) - 9/4)
[1192620] ['1/9', '2/7', '5/7', '7/3', '7/5'] -> (7/5 / (1/9 / ((2/7 + 7/3) - 5/7)))
[1192621] ['1/9', '2/7', '5/7', '7/3', '7/6'] -> (((2/7 + (7/3 / 1/9)) - 5/7) * 7/6)
[1192627] ['1/9', '2/7', '5/7', '7/3', '8/9'] -> ((5/7 / (2/7 - (1/9 * 7/3))) * 8/9)
[1192628] ['1/9', '2/7', '5/7', '7/3', '9/2'] -> (((7/3 / (5/7 - 2/7)) - 1/9) * 9/2)
[1192632] ['1/9', '2/7', '5/7', '7/3', '9/8'] -> ((5/7 / (2/7 - (1/9 * 7/3))) / 9/8)
[1192652] ['1/9', '2/7', '5/7', '7/5', '8/5'] -> (8/5 / ((1/9 * (5/7 - 2/7)) * 7/5))
[1192667] ['1/9', '2/7', '5/7', '7/6', '9/2'] -> ((((2/7 + 5/7) + 7/6) / 1/9) + 9/2)
[1192668] ['1/9', '2/7', '5/7', '7/6', '9/4'] -> ((((5/7 * 7/6) / 1/9) / 2/7) - 9/4)
[1192685] ['1/9', '2/7', '5/7', '7/9', '8/5'] -> (8/5 / ((2/7 * 7/9) - (1/9 / 5/7)))
[1192686] ['1/9', '2/7', '5/7', '7/9', '8/7'] -> (8/7 / (((2/7 * 5/7) * 7/9) - 1/9))
[1192688] ['1/9', '2/7', '5/7', '7/9', '9/2'] -> ((1/9 + ((5/7 + 7/9) / 2/7)) * 9/2)
[1192692] ['1/9', '2/7', '5/7', '7/9', '9/8'] -> (((5/7 + (7/9 / 1/9)) / 2/7) / 9/8)
[1192694] ['1/9', '2/7', '5/7', '8/3', '8/5'] -> ((((8/3 - 2/7) - 5/7) / 1/9) * 8/5)
[1192702] ['1/9', '2/7', '5/7', '8/5', '8/5'] -> (8/5 / (1/9 * ((8/5 - 2/7) - 5/7)))
[1192721] ['1/9', '2/7', '5/7', '8/9', '9/7'] -> (9/7 / ((1/9 * (5/7 - 2/7)) / 8/9))
[1192727] ['1/9', '2/7', '5/7', '9/2', '9/8'] -> ((((5/7 / 1/9) / 2/7) + 9/2) / 9/8)
[1192760] ['1/9', '2/7', '5/8', '5/9', '6/7'] -> ((((5/9 / 1/9) / 2/7) / 5/8) * 6/7)
[1192761] ['1/9', '2/7', '5/8', '5/9', '7/2'] -> (7/2 / (((1/9 + 5/9) - 5/8) / 2/7))
[1192765] ['1/9', '2/7', '5/8', '5/9', '7/6'] -> ((((5/9 / 1/9) / 2/7) / 5/8) / 7/6)
[1192769] ['1/9', '2/7', '5/8', '5/9', '8/5'] -> (8/5 / (((1/9 / 2/7) / 5/8) - 5/9))
[1192774] ['1/9', '2/7', '5/8', '5/9', '9/5'] -> (9/5 / (((1/9 / 2/7) / 5/9) - 5/8))
[1192775] ['1/9', '2/7', '5/8', '5/9', '9/7'] -> (9/7 / (5/8 * (2/7 - (1/9 / 5/9))))
[1192797] ['1/9', '2/7', '5/8', '6/7', '7/3'] -> (7/3 / (((2/7 * 5/8) / 6/7) - 1/9))
[1192802] ['1/9', '2/7', '5/8', '6/7', '7/9'] -> (7/9 / (1/9 * (5/8 - (2/7 / 6/7))))
[1192809] ['1/9', '2/7', '5/8', '6/7', '9/5'] -> ((((6/7 / 1/9) / 2/7) / 5/8) / 9/5)
[1192812] ['1/9', '2/7', '5/8', '7/2', '7/2'] -> (7/2 / (1/9 * (7/2 - (5/8 / 2/7))))
[1192872] ['1/9', '2/7', '5/8', '7/6', '7/9'] -> (7/9 / (1/9 * (5/8 - (2/7 * 7/6))))
[1192902] ['1/9', '2/7', '5/8', '7/9', '9/8'] -> ((5/8 + ((7/9 / 1/9) / 2/7)) - 9/8)
[1192920] ['1/9', '2/7', '5/8', '8/7', '8/7'] -> (8/7 / (1/9 * ((5/8 * 8/7) - 2/7)))
[1192928] ['1/9', '2/7', '5/8', '8/9', '9/2'] -> (9/2 / (5/8 - ((1/9 / 2/7) / 8/9)))
[1192931] ['1/9', '2/7', '5/8', '8/9', '9/7'] -> (9/7 / ((2/7 * 5/8) - (1/9 / 8/9)))
[1192936] ['1/9', '2/7', '5/8', '9/2', '9/7'] -> (9/7 / (5/8 - ((2/7 / 1/9) / 9/2)))
[1192942] ['1/9', '2/7', '5/8', '9/5', '9/5'] -> (9/5 / (((1/9 * 9/5) / 2/7) - 5/8))
[1192943] ['1/9', '2/7', '5/8', '9/5', '9/7'] -> (9/7 / (5/8 * (2/7 - (1/9 * 9/5))))
[1192952] ['1/9', '2/7', '5/9', '5/9', '7/3'] -> ((2/7 + ((5/9 + 5/9) / 1/9)) * 7/3)
[1192960] ['1/9', '2/7', '5/9', '5/9', '8/7'] -> (8/7 / ((2/7 - (1/9 / 5/9)) * 5/9))
[1192970] ['1/9', '2/7', '5/9', '6/5', '7/3'] -> (((6/5 / 1/9) - (2/7 / 5/9)) * 7/3)
[1192974] ['1/9', '2/7', '5/9', '6/5', '7/8'] -> ((((5/9 * 6/5) / 1/9) / 2/7) / 7/8)
[1192978] ['1/9', '2/7', '5/9', '6/5', '8/7'] -> ((((5/9 * 6/5) / 1/9) / 2/7) * 8/7)
[1192993] ['1/9', '2/7', '5/9', '6/7', '8/3'] -> (8/3 / ((5/9 - (2/7 / 6/7)) - 1/9))
[1192994] ['1/9', '2/7', '5/9', '6/7', '8/5'] -> ((((5/9 * 6/7) / 1/9) / 2/7) * 8/5)
[1193004] ['1/9', '2/7', '5/9', '7/2', '7/4'] -> (((1/9 + (7/2 / 2/7)) / 5/9) + 7/4)
[1193013] ['1/9', '2/7', '5/9', '7/2', '9/2'] -> ((((5/9 / 2/7) + 7/2) - 1/9) * 9/2)
[1193022] ['1/9', '2/7', '5/9', '7/3', '7/8'] -> ((5/9 / (2/7 - (1/9 * 7/3))) / 7/8)
[1193026] ['1/9', '2/7', '5/9', '7/3', '8/7'] -> ((5/9 / (2/7 - (1/9 * 7/3))) * 8/7)
[1193051] ['1/9', '2/7', '5/9', '7/5', '8/3'] -> (8/3 / (((2/7 * 5/9) * 7/5) - 1/9))
[1193060] ['1/9', '2/7', '5/9', '7/6', '7/6'] -> ((((5/9 / 2/7) + 7/6) / 1/9) / 7/6)
[1193063] ['1/9', '2/7', '5/9', '7/6', '8/3'] -> (8/3 / ((5/9 - (2/7 * 7/6)) - 1/9))
[1193064] ['1/9', '2/7', '5/9', '7/6', '8/5'] -> ((((5/9 / 1/9) / 2/7) / 7/6) * 8/5)
[1193067] ['1/9', '2/7', '5/9', '7/6', '9/2'] -> (((5/9 / 1/9) + (2/7 * 7/6)) * 9/2)
[1193080] ['1/9', '2/7', '5/9', '7/8', '9/5'] -> (9/5 / ((2/7 - (1/9 / 5/9)) * 7/8))
[1193085] ['1/9', '2/7', '5/9', '7/9', '8/5'] -> (8/5 / ((2/7 - (1/9 / 5/9)) * 7/9))
[1193095] ['1/9', '2/7', '5/9', '8/3', '8/7'] -> (((8/3 / (5/9 - 1/9)) / 2/7) * 8/7)
[1193108] ['1/9', '2/7', '5/9', '8/5', '9/7'] -> (9/7 / ((2/7 - (1/9 / 5/9)) / 8/5))
[1193114] ['1/9', '2/7', '5/9', '8/7', '9/5'] -> ((8/7 / (2/7 - (1/9 / 5/9))) * 9/5)
[1193118] ['1/9', '2/7', '5/9', '8/9', '9/2'] -> ((8/9 / (5/9 - (1/9 / 2/7))) * 9/2)
[1193121] ['1/9', '2/7', '5/9', '8/9', '9/7'] -> (9/7 / (((2/7 * 5/9) - 1/9) / 8/9))
[1193127] ['1/9', '2/7', '5/9', '9/2', '9/8'] -> ((9/2 / (5/9 - (1/9 / 2/7))) / 9/8)
[1193128] ['1/9', '2/7', '5/9', '9/4', '9/4'] -> ((9/4 / (2/7 - (1/9 / 5/9))) - 9/4)
[1193136] ['1/9', '2/7', '5/9', '9/7', '9/8'] -> ((9/7 / ((2/7 * 5/9) - 1/9)) / 9/8)
[1193140] ['1/9', '2/7', '6/5', '6/5', '7/2'] -> ((((6/5 - 2/7) / 1/9) / 6/5) * 7/2)
[1193141] ['1/9', '2/7', '6/5', '6/5', '7/3'] -> (((6/5 / 2/7) - 6/5) + (7/3 / 1/9))
[1193142] ['1/9', '2/7', '6/5', '6/5', '7/4'] -> ((((6/5 / 1/9) + 6/5) / 2/7) / 7/4)
[1193143] ['1/9', '2/7', '6/5', '6/5', '7/5'] -> ((((6/5 / 1/9) - 6/5) / 2/7) / 7/5)
[1193148] ['1/9', '2/7', '6/5', '6/5', '8/5'] -> (((6/5 / 1/9) + (6/5 / 2/7)) * 8/5)
[1193149] ['1/9', '2/7', '6/5', '6/5', '8/7'] -> ((6/5 + 6/5) * ((8/7 / 1/9) - 2/7))
[1193150] ['1/9', '2/7', '6/5', '6/5', '8/9'] -> ((((6/5 / 2/7) - 6/5) / 1/9) * 8/9)
[1193155] ['1/9', '2/7', '6/5', '6/5', '9/8'] -> ((((6/5 / 2/7) - 6/5) / 1/9) / 9/8)
[1193166] ['1/9', '2/7', '6/5', '6/7', '8/7'] -> (8/7 / (1/9 * ((6/7 / 6/5) - 2/7)))
[1193210] ['1/9', '2/7', '6/5', '7/4', '8/5'] -> (8/5 / (((1/9 * 2/7) * 6/5) * 7/4))
[1193225] ['1/9', '2/7', '6/5', '7/5', '8/9'] -> ((((6/5 / 1/9) / 2/7) / 7/5) * 8/9)
[1193230] ['1/9', '2/7', '6/5', '7/5', '9/8'] -> ((((6/5 / 1/9) / 2/7) / 7/5) / 9/8)
[1193251] ['1/9', '2/7', '6/5', '7/8', '9/5'] -> ((((6/5 / 1/9) / 2/7) / 7/8) / 9/5)
[1193266] ['1/9', '2/7', '6/5', '8/3', '8/7'] -> ((8/3 / ((2/7 / 6/5) - 1/9)) * 8/7)
[1193269] ['1/9', '2/7', '6/5', '8/3', '9/4'] -> (((8/3 / (6/5 - 2/7)) / 1/9) - 9/4)
[1193285] ['1/9', '2/7', '6/5', '8/7', '9/5'] -> ((((6/5 * 8/7) / 1/9) / 2/7) / 9/5)
[1193309] ['1/9', '2/7', '6/7', '6/7', '6/7'] -> ((((6/7 * 6/7) / 1/9) / 2/7) + 6/7)
[1193310] ['1/9', '2/7', '6/7', '6/7', '7/2'] -> (((2/7 + (6/7 / 1/9)) * 6/7) * 7/2)
[1193322] ['1/9', '2/7', '6/7', '6/7', '9/4'] -> ((((6/7 + 6/7) / 1/9) / 2/7) / 9/4)
[1193330] ['1/9', '2/7', '6/7', '7/2', '7/6'] -> (((2/7 + (6/7 / 1/9)) * 7/2) / 7/6)
[1193335] ['1/9', '2/7', '6/7', '7/2', '8/7'] -> (8/7 / (((1/9 * 6/7) * 7/2) - 2/7))
[1193343] ['1/9', '2/7', '6/7', '7/3', '7/4'] -> (((6/7 + (2/7 * 7/3)) / 1/9) * 7/4)
[1193345] ['1/9', '2/7', '6/7', '7/3', '7/6'] -> (((2/7 + (6/7 * 7/3)) / 1/9) * 7/6)
[1193352] ['1/9', '2/7', '6/7', '7/3', '9/2'] -> ((((2/7 / 1/9) / 6/7) + 7/3) * 9/2)
[1193355] ['1/9', '2/7', '6/7', '7/3', '9/7'] -> ((((2/7 + 7/3) / 1/9) - 6/7) + 9/7)
[1193364] ['1/9', '2/7', '6/7', '7/4', '8/7'] -> (8/7 / (((1/9 * 2/7) * 6/7) * 7/4))
[1193397] ['1/9', '2/7', '6/7', '7/8', '7/9'] -> ((((6/7 / 1/9) / 2/7) / 7/8) * 7/9)
[1193405] ['1/9', '2/7', '6/7', '7/8', '9/7'] -> ((((6/7 / 1/9) / 2/7) / 7/8) / 9/7)
[1193409] ['1/9', '2/7', '6/7', '7/9', '8/5'] -> ((2/7 + ((6/7 + 7/9) / 1/9)) * 8/5)
[1193412] ['1/9', '2/7', '6/7', '7/9', '9/2'] -> ((((6/7 + 7/9) - 1/9) / 2/7) * 9/2)
[1193421] ['1/9', '2/7', '6/7', '8/3', '9/2'] -> (((2/7 + (6/7 / 1/9)) - 8/3) * 9/2)
[1193422] ['1/9', '2/7', '6/7', '8/3', '9/4'] -> (((2/7 + (6/7 / 1/9)) + 8/3) * 9/4)
[1193426] ['1/9', '2/7', '6/7', '8/5', '8/5'] -> ((2/7 + ((6/7 + 8/5) / 1/9)) + 8/5)
[1193431] ['1/9', '2/7', '6/7', '8/5', '9/5'] -> ((((6/7 * 8/5) / 1/9) / 2/7) / 9/5)
[1193439] ['1/9', '2/7', '6/7', '8/7', '9/7'] -> ((((6/7 * 8/7) / 1/9) / 2/7) / 9/7)
[1193442] ['1/9', '2/7', '6/7', '8/9', '9/2'] -> ((6/7 / (2/7 - (1/9 / 8/9))) * 9/2)
[1193454] ['1/9', '2/7', '6/7', '9/4', '9/7'] -> (9/7 / ((9/4 / 6/7) - (2/7 / 1/9)))
[1193456] ['1/9', '2/7', '6/7', '9/5', '9/5'] -> ((((6/7 / 2/7) + 9/5) / 1/9) / 9/5)
[1193472] ['1/9', '2/7', '7/2', '7/2', '8/9'] -> ((((1/9 + 7/2) + 7/2) / 2/7) - 8/9)
[1193473] ['1/9', '2/7', '7/2', '7/2', '9/2'] -> (((7/2 + 7/2) / 2/7) - (1/9 * 9/2))
[1193479] ['1/9', '2/7', '7/2', '7/3', '7/4'] -> ((((7/3 / 2/7) - 7/2) / 1/9) / 7/4)
[1193485] ['1/9', '2/7', '7/2', '7/3', '8/5'] -> (((2/7 * (7/2 + 7/3)) / 1/9) * 8/5)
[1193487] ['1/9', '2/7', '7/2', '7/3', '8/9'] -> (8/9 / ((1/9 * 2/7) * (7/2 - 7/3)))
[1193501] ['1/9', '2/7', '7/2', '7/4', '8/9'] -> (((7/2 - (2/7 * 7/4)) / 1/9) * 8/9)
[1193506] ['1/9', '2/7', '7/2', '7/4', '9/8'] -> (((7/2 - (2/7 * 7/4)) / 1/9) / 9/8)
[1193512] ['1/9', '2/7', '7/2', '7/5', '8/5'] -> (8/5 / ((1/9 * 2/7) * (7/2 - 7/5)))
[1193525] ['1/9', '2/7', '7/2', '7/6', '8/7'] -> (8/7 / (((1/9 * 7/2) / 7/6) - 2/7))
[1193527] ['1/9', '2/7', '7/2', '7/6', '9/2'] -> ((((2/7 * 7/2) + 7/6) / 1/9) + 9/2)
[1193541] ['1/9', '2/7', '7/2', '7/8', '9/7'] -> (9/7 / ((7/2 - (2/7 / 1/9)) - 7/8))
[1193554] ['1/9', '2/7', '7/2', '8/3', '8/5'] -> (((8/3 - (2/7 * 7/2)) / 1/9) * 8/5)
[1193556] ['1/9', '2/7', '7/2', '8/3', '8/9'] -> (8/9 / (7/2 * ((1/9 * 8/3) - 2/7)))
[1193558] ['1/9', '2/7', '7/2', '8/3', '9/4'] -> ((((7/2 - 8/3) / 1/9) / 2/7) - 9/4)
[1193562] ['1/9', '2/7', '7/2', '8/5', '8/5'] -> (8/5 / (1/9 * (8/5 - (2/7 * 7/2))))
[1193571] ['1/9', '2/7', '7/2', '8/7', '8/9'] -> (((7/2 * (8/7 - 2/7)) / 1/9) * 8/9)
[1193576] ['1/9', '2/7', '7/2', '8/7', '9/8'] -> (((7/2 * (8/7 - 2/7)) / 1/9) / 9/8)
[1193577] ['1/9', '2/7', '7/2', '8/9', '8/9'] -> ((7/2 * ((8/9 / 1/9) - 2/7)) * 8/9)
[1193582] ['1/9', '2/7', '7/2', '8/9', '9/8'] -> ((7/2 * ((8/9 / 1/9) - 2/7)) / 9/8)
[1193590] ['1/9', '2/7', '7/2', '9/4', '9/7'] -> (((7/2 / 1/9) - (2/7 * 9/4)) / 9/7)
[1193596] ['1/9', '2/7', '7/2', '9/7', '9/8'] -> (((7/2 / 1/9) - (9/7 / 2/7)) / 9/8)
[1193598] ['1/9', '2/7', '7/3', '7/3', '7/3'] -> (((2/7 * 7/3) + (7/3 / 1/9)) + 7/3)
[1193603] ['1/9', '2/7', '7/3', '7/3', '7/9'] -> ((((7/3 * 7/3) - 1/9) / 2/7) / 7/9)
[1193605] ['1/9', '2/7', '7/3', '7/3', '8/5'] -> (((7/3 - (2/7 * 7/3)) / 1/9) * 8/5)
[1193607] ['1/9', '2/7', '7/3', '7/3', '8/9'] -> ((((2/7 * 7/3) + 7/3) / 1/9) * 8/9)
[1193608] ['1/9', '2/7', '7/3', '7/3', '9/2'] -> (((7/3 / 1/9) - 7/3) * (2/7 * 9/2))
[1193611] ['1/9', '2/7', '7/3', '7/3', '9/7'] -> ((((7/3 * 7/3) - 1/9) / 2/7) * 9/7)
[1193612] ['1/9', '2/7', '7/3', '7/3', '9/8'] -> ((((2/7 * 7/3) + 7/3) / 1/9) / 9/8)
[1193613] ['1/9', '2/7', '7/3', '7/4', '7/4'] -> ((((7/3 / 1/9) / 2/7) / 7/4) / 7/4)
[1193623] ['1/9', '2/7', '7/3', '7/4', '9/4'] -> ((((2/7 * 7/3) + 7/4) / 1/9) + 9/4)
[1193634] ['1/9', '2/7', '7/3', '7/5', '8/9'] -> (8/9 / ((2/7 - (1/9 * 7/3)) * 7/5))
[1193646] ['1/9', '2/7', '7/3', '7/6', '8/9'] -> (8/9 / ((1/9 * 2/7) * (7/3 - 7/6)))
[1193647] ['1/9', '2/7', '7/3', '7/6', '9/2'] -> ((7/3 + ((2/7 * 7/6) / 1/9)) * 9/2)
[1193653] ['1/9', '2/7', '7/3', '7/8', '7/9'] -> (7/9 / (((1/9 * 7/3) / 2/7) - 7/8))
[1193667] ['1/9', '2/7', '7/3', '7/9', '8/9'] -> (8/9 / ((1/9 * 7/3) - (2/7 * 7/9)))
[1193668] ['1/9', '2/7', '7/3', '7/9', '9/2'] -> ((((7/3 - 7/9) / 2/7) - 1/9) * 9/2)
[1193675] ['1/9', '2/7', '7/3', '8/3', '8/7'] -> (8/7 / ((1/9 / (8/3 - 7/3)) - 2/7))
[1193694] ['1/9', '2/7', '7/3', '8/7', '9/5'] -> ((8/7 / (2/7 - (1/9 * 7/3))) / 9/5)
[1193697] ['1/9', '2/7', '7/3', '8/9', '8/9'] -> (8/9 / (((1/9 + 2/7) * 7/3) - 8/9))
[1193701] ['1/9', '2/7', '7/3', '8/9', '9/7'] -> (9/7 / ((7/3 / 8/9) - (2/7 / 1/9)))
[1193707] ['1/9', '2/7', '7/3', '9/2', '9/8'] -> ((((2/7 * 7/3) * 9/2) / 1/9) / 9/8)
[1193710] ['1/9', '2/7', '7/3', '9/4', '9/7'] -> (((2/7 / (7/3 - 9/4)) / 1/9) / 9/7)
[1193712] ['1/9', '2/7', '7/3', '9/5', '9/5'] -> ((((2/7 * 7/3) + 9/5) / 1/9) + 9/5)
[1193718] ['1/9', '2/7', '7/4', '7/4', '7/4'] -> ((((7/4 / 1/9) - 2/7) - 7/4) * 7/4)
[1193749] ['1/9', '2/7', '7/4', '7/6', '8/5'] -> ((((2/7 * 7/4) + 7/6) / 1/9) * 8/5)
