[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[516812] ['1/4', '2/9', '5/6', '5/8', '9/4'] -> ((((5/6 + 5/8) / 1/4) / 2/9) - 9/4)
[516815] ['1/4', '2/9', '5/6', '5/8', '9/8'] -> (((5/8 / (1/4 - 2/9)) / 5/6) / 9/8)
[516816] ['1/4', '2/9', '5/6', '5/9', '5/9'] -> (((5/6 + (5/9 / 2/9)) / 1/4) / 5/9)
[516825] ['1/4', '2/9', '5/6', '5/9', '7/9'] -> (7/9 / ((5/6 * (5/9 - 1/4)) - 2/9))
[516826] ['1/4', '2/9', '5/6', '5/9', '8/3'] -> (8/3 / (1/4 * ((5/9 / 5/6) - 2/9)))
[516829] ['1/4', '2/9', '5/6', '5/9', '8/9'] -> ((((5/6 / 1/4) / 2/9) / 5/9) * 8/9)
[516830] ['1/4', '2/9', '5/6', '5/9', '9/2'] -> ((((5/6 + 5/9) / 1/4) - 2/9) * 9/2)
[516832] ['1/4', '2/9', '5/6', '5/9', '9/5'] -> (((5/6 + (5/9 / 2/9)) / 1/4) * 9/5)
[516834] ['1/4', '2/9', '5/6', '5/9', '9/8'] -> ((((5/6 / 1/4) / 2/9) / 5/9) / 9/8)
[516835] ['1/4', '2/9', '5/6', '6/5', '6/5'] -> (((5/6 / (1/4 - 2/9)) - 6/5) / 6/5)
[516841] ['1/4', '2/9', '5/6', '6/5', '7/6'] -> (7/6 / (2/9 - ((1/4 * 5/6) / 6/5)))
[516844] ['1/4', '2/9', '5/6', '6/5', '8/3'] -> (8/3 / ((5/6 * 6/5) - (2/9 / 1/4)))
[516845] ['1/4', '2/9', '5/6', '6/5', '8/5'] -> (8/5 / (((2/9 / 1/4) - 5/6) * 6/5))
[516861] ['1/4', '2/9', '5/6', '6/7', '8/3'] -> (8/3 / ((2/9 * (5/6 - 1/4)) * 6/7))
[516862] ['1/4', '2/9', '5/6', '6/7', '8/5'] -> (8/5 / (((1/4 / 5/6) - 2/9) * 6/7))
[516863] ['1/4', '2/9', '5/6', '6/7', '8/7'] -> (8/7 / (((2/9 / 1/4) - 5/6) * 6/7))
[516865] ['1/4', '2/9', '5/6', '6/7', '9/2'] -> (9/2 / (1/4 * ((5/6 / 6/7) - 2/9)))
[516866] ['1/4', '2/9', '5/6', '6/7', '9/4'] -> ((5/6 / ((2/9 / 1/4) - 6/7)) - 9/4)
[516871] ['1/4', '2/9', '5/6', '7/2', '7/3'] -> (7/3 / ((1/4 * (2/9 + 7/2)) - 5/6))
[516873] ['1/4', '2/9', '5/6', '7/2', '7/5'] -> (7/5 / (((2/9 / 5/6) - 1/4) * 7/2))
[516874] ['1/4', '2/9', '5/6', '7/2', '7/6'] -> (7/6 / ((2/9 - (1/4 * 5/6)) * 7/2))
[516881] ['1/4', '2/9', '5/6', '7/2', '9/2'] -> ((2/9 / ((1/4 * 7/2) - 5/6)) * 9/2)
[516883] ['1/4', '2/9', '5/6', '7/2', '9/5'] -> ((5/6 * (1/4 + (7/2 / 2/9))) * 9/5)
[516884] ['1/4', '2/9', '5/6', '7/2', '9/7'] -> (9/7 / ((1/4 - (5/6 / 7/2)) / 2/9))
[516885] ['1/4', '2/9', '5/6', '7/2', '9/8'] -> (((7/2 / (5/6 - 1/4)) / 2/9) / 9/8)
[516887] ['1/4', '2/9', '5/6', '7/3', '7/4'] -> ((7/3 / ((2/9 / 1/4) - 5/6)) / 7/4)
[516891] ['1/4', '2/9', '5/6', '7/3', '7/9'] -> (7/9 / ((2/9 - (1/4 * 5/6)) * 7/3))
[516895] ['1/4', '2/9', '5/6', '7/3', '8/9'] -> ((((7/3 - 5/6) / 1/4) / 2/9) * 8/9)
[516900] ['1/4', '2/9', '5/6', '7/3', '9/8'] -> ((((7/3 - 5/6) / 1/4) / 2/9) / 9/8)
[516902] ['1/4', '2/9', '5/6', '7/4', '7/5'] -> (7/5 / (((1/4 - 2/9) * 7/4) / 5/6))
[516909] ['1/4', '2/9', '5/6', '7/4', '8/9'] -> ((7/4 / (1/4 - (2/9 * 5/6))) * 8/9)
[516911] ['1/4', '2/9', '5/6', '7/4', '9/4'] -> ((((5/6 * 7/4) / 1/4) / 2/9) - 9/4)
[516914] ['1/4', '2/9', '5/6', '7/4', '9/8'] -> ((7/4 / (1/4 - (2/9 * 5/6))) / 9/8)
[516917] ['1/4', '2/9', '5/6', '7/5', '7/8'] -> ((((5/6 * 7/5) / 1/4) / 2/9) / 7/8)
[516918] ['1/4', '2/9', '5/6', '7/5', '7/9'] -> (7/9 / (((1/4 - 2/9) * 5/6) * 7/5))
[516921] ['1/4', '2/9', '5/6', '7/5', '8/7'] -> ((((5/6 * 7/5) / 1/4) / 2/9) * 8/7)
[516923] ['1/4', '2/9', '5/6', '7/5', '9/2'] -> (((7/5 / 1/4) - (2/9 / 5/6)) * 9/2)
[516929] ['1/4', '2/9', '5/6', '7/6', '7/8'] -> ((7/6 / ((2/9 / 1/4) - 5/6)) / 7/8)
[516932] ['1/4', '2/9', '5/6', '7/6', '8/5'] -> ((7/6 / ((1/4 / 5/6) - 2/9)) * 8/5)
[516933] ['1/4', '2/9', '5/6', '7/6', '8/7'] -> ((7/6 / ((2/9 / 1/4) - 5/6)) * 8/7)
[516943] ['1/4', '2/9', '5/6', '7/8', '8/5'] -> ((5/6 / (1/4 - (2/9 * 7/8))) * 8/5)
[516945] ['1/4', '2/9', '5/6', '7/8', '8/9'] -> (((1/4 / (7/8 - 5/6)) / 2/9) * 8/9)
[516946] ['1/4', '2/9', '5/6', '7/8', '9/2'] -> (((5/6 + (7/8 / 1/4)) / 2/9) + 9/2)
[516947] ['1/4', '2/9', '5/6', '7/8', '9/4'] -> (((5/6 * 7/8) / (1/4 - 2/9)) - 9/4)
[516948] ['1/4', '2/9', '5/6', '7/8', '9/5'] -> (9/5 / ((1/4 / 2/9) - (7/8 / 5/6)))
[516952] ['1/4', '2/9', '5/6', '7/9', '8/3'] -> (8/3 / (((1/4 * 2/9) + 5/6) - 7/9))
[516955] ['1/4', '2/9', '5/6', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/9 * 5/6) / 1/4)))
[516957] ['1/4', '2/9', '5/6', '7/9', '9/4'] -> ((((7/9 / 2/9) - 5/6) / 1/4) * 9/4)
[516959] ['1/4', '2/9', '5/6', '7/9', '9/7'] -> (9/7 / ((1/4 / 2/9) - (5/6 / 7/9)))
[516961] ['1/4', '2/9', '5/6', '8/3', '8/3'] -> (8/3 / (5/6 - (1/4 * (2/9 + 8/3))))
[516965] ['1/4', '2/9', '5/6', '8/3', '9/2'] -> (9/2 / (1/4 * (5/6 - (2/9 / 8/3))))
[516966] ['1/4', '2/9', '5/6', '8/3', '9/4'] -> (((1/4 + (5/6 / 2/9)) * 8/3) * 9/4)
[516969] ['1/4', '2/9', '5/6', '8/3', '9/8'] -> ((((5/6 / 1/4) + 8/3) / 2/9) / 9/8)
[516972] ['1/4', '2/9', '5/6', '8/5', '8/9'] -> (8/9 / (((1/4 - 2/9) * 5/6) * 8/5))
[516973] ['1/4', '2/9', '5/6', '8/5', '9/2'] -> (((8/5 - (2/9 / 5/6)) / 1/4) * 9/2)
[516975] ['1/4', '2/9', '5/6', '8/5', '9/5'] -> ((((5/6 / 1/4) + 8/5) / 2/9) + 9/5)
[516981] ['1/4', '2/9', '5/6', '8/7', '9/4'] -> (((5/6 / (1/4 - 2/9)) / 8/7) - 9/4)
[516988] ['1/4', '2/9', '5/6', '8/9', '9/5'] -> ((((5/6 * 8/9) / 1/4) / 2/9) * 9/5)
[516992] ['1/4', '2/9', '5/6', '9/2', '9/4'] -> (((5/6 / 2/9) + (9/2 / 1/4)) + 9/4)
[516993] ['1/4', '2/9', '5/6', '9/2', '9/5'] -> (9/5 / (((2/9 / 5/6) - 1/4) * 9/2))
[516997] ['1/4', '2/9', '5/6', '9/4', '9/5'] -> (((5/6 / (1/4 - 2/9)) / 9/4) * 9/5)
[516999] ['1/4', '2/9', '5/6', '9/4', '9/8'] -> ((((5/6 / 1/4) + 9/4) / 2/9) - 9/8)
[517000] ['1/4', '2/9', '5/6', '9/5', '9/5'] -> ((((5/6 / 2/9) + 9/5) / 1/4) + 9/5)
[517002] ['1/4', '2/9', '5/6', '9/5', '9/8'] -> ((((5/6 * 9/5) / 1/4) / 2/9) / 9/8)
[517003] ['1/4', '2/9', '5/6', '9/7', '9/7'] -> (9/7 / ((1/4 / 2/9) - (5/6 * 9/7)))
[517010] ['1/4', '2/9', '5/7', '5/7', '6/7'] -> ((5/7 + 5/7) / (1/4 - (2/9 * 6/7)))
[517015] ['1/4', '2/9', '5/7', '5/7', '7/6'] -> ((5/7 + 5/7) / (1/4 - (2/9 / 7/6)))
[517018] ['1/4', '2/9', '5/7', '5/7', '8/3'] -> (8/3 / ((5/7 / 5/7) - (2/9 / 1/4)))
[517035] ['1/4', '2/9', '5/7', '5/8', '7/6'] -> ((((5/7 / 1/4) / 2/9) / 5/8) * 7/6)
[517040] ['1/4', '2/9', '5/7', '5/8', '8/7'] -> (8/7 / ((2/9 * (5/7 + 5/8)) - 1/4))
[517048] ['1/4', '2/9', '5/7', '5/9', '6/5'] -> (6/5 / ((2/9 / 5/9) - (1/4 / 5/7)))
[517054] ['1/4', '2/9', '5/7', '5/9', '7/6'] -> (((5/9 / (1/4 - 2/9)) / 5/7) / 7/6)
[517057] ['1/4', '2/9', '5/7', '5/9', '8/3'] -> (8/3 / ((2/9 / 1/4) - (5/9 / 5/7)))
[517059] ['1/4', '2/9', '5/7', '5/9', '8/7'] -> ((((5/7 + 5/9) / 1/4) / 2/9) + 8/7)
[517063] ['1/4', '2/9', '5/7', '5/9', '9/5'] -> (9/5 / (1/4 - (2/9 / (5/7 + 5/9))))
[517074] ['1/4', '2/9', '5/7', '6/5', '7/9'] -> (((5/7 * 6/5) / (1/4 - 2/9)) * 7/9)
[517077] ['1/4', '2/9', '5/7', '6/5', '8/7'] -> (8/7 / (((1/4 * 2/9) * 5/7) * 6/5))
[517084] ['1/4', '2/9', '5/7', '6/7', '6/7'] -> (((5/7 / (1/4 - 2/9)) - 6/7) - 6/7)
[517086] ['1/4', '2/9', '5/7', '6/7', '7/3'] -> ((5/7 / ((1/4 / 6/7) - 2/9)) * 7/3)
[517087] ['1/4', '2/9', '5/7', '6/7', '7/4'] -> ((((5/7 / 1/4) / 2/9) + 6/7) * 7/4)
[517093] ['1/4', '2/9', '5/7', '6/7', '8/5'] -> ((((5/7 / 1/4) / 2/9) / 6/7) * 8/5)
[517094] ['1/4', '2/9', '5/7', '6/7', '8/7'] -> (8/7 / (((2/9 * 6/7) / 1/4) - 5/7))
[517099] ['1/4', '2/9', '5/7', '6/7', '9/7'] -> (9/7 / (6/7 - ((1/4 * 5/7) / 2/9)))
[517137] ['1/4', '2/9', '5/7', '7/4', '8/3'] -> ((5/7 / (2/9 - (1/4 / 7/4))) * 8/3)
[517150] ['1/4', '2/9', '5/7', '7/5', '8/3'] -> (8/3 / ((5/7 * 7/5) - (2/9 / 1/4)))
[517162] ['1/4', '2/9', '5/7', '7/6', '8/3'] -> (8/3 / (2/9 * (5/7 - (1/4 / 7/6))))
[517163] ['1/4', '2/9', '5/7', '7/6', '8/5'] -> ((((5/7 * 7/6) / 1/4) / 2/9) * 8/5)
[517164] ['1/4', '2/9', '5/7', '7/6', '8/7'] -> (8/7 / (((2/9 / 1/4) / 7/6) - 5/7))
[517173] ['1/4', '2/9', '5/7', '7/8', '8/3'] -> (8/3 / (1/4 - ((2/9 * 5/7) * 7/8)))
[517177] ['1/4', '2/9', '5/7', '7/8', '9/2'] -> (9/2 / ((1/4 + 5/7) * (2/9 * 7/8)))
[517211] ['1/4', '2/9', '5/7', '8/7', '9/2'] -> (((8/7 / (1/4 + 5/7)) / 2/9) * 9/2)
[517225] ['1/4', '2/9', '5/7', '9/2', '9/7'] -> ((((5/7 / 2/9) + 9/2) / 1/4) / 9/7)
[517229] ['1/4', '2/9', '5/7', '9/4', '9/7'] -> (9/7 / (1/4 * (5/7 - (2/9 * 9/4))))
[517239] ['1/4', '2/9', '5/8', '5/8', '6/5'] -> ((6/5 / 2/9) / (5/8 - (1/4 / 5/8)))
[517242] ['1/4', '2/9', '5/8', '5/8', '7/3'] -> (((7/3 - 1/4) / 2/9) / (5/8 * 5/8))
[517245] ['1/4', '2/9', '5/8', '5/8', '7/6'] -> ((5/8 / 5/8) / (7/6 - (1/4 / 2/9)))
[517261] ['1/4', '2/9', '5/8', '5/9', '7/3'] -> (7/3 / (((1/4 + 5/8) - 2/9) - 5/9))
[517268] ['1/4', '2/9', '5/8', '5/9', '8/5'] -> (8/5 / ((1/4 / 5/8) + (2/9 - 5/9)))
[517270] ['1/4', '2/9', '5/8', '5/9', '8/9'] -> (8/9 / ((2/9 / (5/8 - 1/4)) - 5/9))
[517272] ['1/4', '2/9', '5/8', '5/9', '9/4'] -> (9/4 / (5/8 * ((2/9 / 5/9) - 1/4)))
[517281] ['1/4', '2/9', '5/8', '6/5', '7/5'] -> (7/5 / (5/8 - ((1/4 + 2/9) * 6/5)))
[517288] ['1/4', '2/9', '5/8', '6/5', '8/9'] -> (((5/8 * 6/5) / (1/4 - 2/9)) * 8/9)
[517296] ['1/4', '2/9', '5/8', '6/7', '7/3'] -> (((6/7 / (5/8 - 1/4)) / 2/9) * 7/3)
[517307] ['1/4', '2/9', '5/8', '6/7', '9/4'] -> (((5/8 / (1/4 - 2/9)) / 6/7) - 9/4)
[517313] ['1/4', '2/9', '5/8', '7/2', '7/4'] -> (((7/2 / (5/8 - 1/4)) / 2/9) / 7/4)
[517330] ['1/4', '2/9', '5/8', '7/3', '7/6'] -> (((7/3 / (5/8 - 1/4)) / 2/9) / 7/6)
[517331] ['1/4', '2/9', '5/8', '7/3', '7/8'] -> ((7/3 / (1/4 - (2/9 * 5/8))) / 7/8)
[517334] ['1/4', '2/9', '5/8', '7/3', '8/5'] -> ((((7/3 - 1/4) / 2/9) / 5/8) * 8/5)
[517335] ['1/4', '2/9', '5/8', '7/3', '8/7'] -> ((7/3 / (1/4 - (2/9 * 5/8))) * 8/7)
[517336] ['1/4', '2/9', '5/8', '7/3', '8/9'] -> (8/9 / (2/9 * ((5/8 / 1/4) - 7/3)))
[517337] ['1/4', '2/9', '5/8', '7/3', '9/2'] -> ((2/9 / (5/8 - (1/4 * 7/3))) * 9/2)
[517345] ['1/4', '2/9', '5/8', '7/4', '7/8'] -> (((7/4 / (5/8 - 1/4)) / 2/9) / 7/8)
[517347] ['1/4', '2/9', '5/8', '7/4', '8/3'] -> (((7/4 / (1/4 + 5/8)) / 2/9) * 8/3)
[517349] ['1/4', '2/9', '5/8', '7/4', '8/7'] -> (((7/4 / (5/8 - 1/4)) / 2/9) * 8/7)
[517351] ['1/4', '2/9', '5/8', '7/4', '9/2'] -> (9/2 / (2/9 * ((5/8 * 7/4) - 1/4)))
[517357] ['1/4', '2/9', '5/8', '7/5', '7/6'] -> (7/6 / (((1/4 * 2/9) * 5/8) * 7/5))
[517373] ['1/4', '2/9', '5/8', '7/6', '8/5'] -> ((5/8 / (7/6 - (1/4 / 2/9))) * 8/5)
[517377] ['1/4', '2/9', '5/8', '7/6', '9/4'] -> (((5/8 * 7/6) / (1/4 - 2/9)) - 9/4)
[517386] ['1/4', '2/9', '5/8', '7/8', '8/9'] -> ((((5/8 + 7/8) / 1/4) / 2/9) * 8/9)
[517387] ['1/4', '2/9', '5/8', '7/8', '9/2'] -> (9/2 / (2/9 * (5/8 + (1/4 * 7/8))))
[517388] ['1/4', '2/9', '5/8', '7/8', '9/4'] -> (((5/8 + 7/8) / (1/4 - 2/9)) / 9/4)
[517391] ['1/4', '2/9', '5/8', '7/8', '9/8'] -> ((((5/8 + 7/8) / 1/4) / 2/9) / 9/8)
[517394] ['1/4', '2/9', '5/8', '7/9', '8/5'] -> ((((7/9 / 1/4) / 2/9) / 5/8) + 8/5)
[517397] ['1/4', '2/9', '5/8', '7/9', '9/2'] -> (((2/9 + (7/9 / 1/4)) / 5/8) * 9/2)
[517398] ['1/4', '2/9', '5/8', '7/9', '9/4'] -> (9/4 / (1/4 * ((2/9 + 7/9) - 5/8)))
[517403] ['1/4', '2/9', '5/8', '8/3', '8/5'] -> ((8/3 / ((1/4 / 5/8) - 2/9)) * 8/5)
[517404] ['1/4', '2/9', '5/8', '8/3', '8/7'] -> ((((1/4 + 8/3) / 2/9) / 5/8) * 8/7)
[517405] ['1/4', '2/9', '5/8', '8/3', '8/9'] -> (8/9 / (2/9 * (8/3 - (5/8 / 1/4))))
[517414] ['1/4', '2/9', '5/8', '8/5', '9/2'] -> (9/2 / ((2/9 * 5/8) * (8/5 - 1/4)))
[517421] ['1/4', '2/9', '5/8', '8/7', '9/2'] -> (9/2 / (2/9 * (5/8 + (1/4 / 8/7))))
[517432] ['1/4', '2/9', '5/8', '9/2', '9/2'] -> (9/2 / (2/9 - ((1/4 * 5/8) / 9/2)))
[517433] ['1/4', '2/9', '5/8', '9/2', '9/4'] -> (9/4 / (1/4 * ((2/9 * 9/2) - 5/8)))
[517440] ['1/4', '2/9', '5/8', '9/4', '9/8'] -> (((9/4 / (5/8 - 1/4)) / 2/9) / 9/8)
[517454] ['1/4', '2/9', '5/9', '5/9', '7/6'] -> ((5/9 / 5/9) / (7/6 - (1/4 / 2/9)))
[517457] ['1/4', '2/9', '5/9', '5/9', '8/3'] -> (8/3 / ((5/9 / 5/9) - (2/9 / 1/4)))
[517461] ['1/4', '2/9', '5/9', '5/9', '9/2'] -> ((((2/9 + 5/9) + 5/9) / 1/4) * 9/2)
[517474] ['1/4', '2/9', '5/9', '6/5', '7/9'] -> (7/9 / (((5/9 - 1/4) / 6/5) - 2/9))
[517475] ['1/4', '2/9', '5/9', '6/5', '8/3'] -> (8/3 / (1/4 * ((5/9 * 6/5) - 2/9)))
[517478] ['1/4', '2/9', '5/9', '6/5', '8/9'] -> (8/9 / (((1/4 * 2/9) * 5/9) * 6/5))
[517484] ['1/4', '2/9', '5/9', '6/7', '6/7'] -> (6/7 / (((5/9 - 2/9) * 6/7) - 1/4))
[517488] ['1/4', '2/9', '5/9', '6/7', '7/5'] -> (7/5 / (((1/4 - 2/9) / 5/9) / 6/7))
[517502] ['1/4', '2/9', '5/9', '7/2', '7/3'] -> (7/3 / (((1/4 * 7/2) - 2/9) - 5/9))
[517508] ['1/4', '2/9', '5/9', '7/2', '8/3'] -> ((1/4 + ((5/9 * 7/2) / 2/9)) * 8/3)
[517512] ['1/4', '2/9', '5/9', '7/2', '9/2'] -> (((5/9 + (2/9 * 7/2)) / 1/4) * 9/2)
[517528] ['1/4', '2/9', '5/9', '7/3', '9/4'] -> ((((5/9 + 7/3) - 2/9) / 1/4) * 9/4)
[517530] ['1/4', '2/9', '5/9', '7/3', '9/7'] -> (9/7 / ((1/4 - (5/9 / 7/3)) / 2/9))
[517547] ['1/4', '2/9', '5/9', '7/5', '7/6'] -> (((5/9 * 7/5) / (1/4 - 2/9)) / 7/6)
[517550] ['1/4', '2/9', '5/9', '7/5', '8/3'] -> (8/3 / ((2/9 / 1/4) - (5/9 * 7/5)))
[517561] ['1/4', '2/9', '5/9', '7/6', '7/9'] -> (((5/9 + (7/6 / 2/9)) / 1/4) + 7/9)
[517562] ['1/4', '2/9', '5/9', '7/6', '8/3'] -> ((((7/6 / 2/9) - 1/4) / 5/9) * 8/3)
[517566] ['1/4', '2/9', '5/9', '7/6', '9/2'] -> ((((5/9 / 2/9) - 7/6) / 1/4) * 9/2)
[517568] ['1/4', '2/9', '5/9', '7/6', '9/5'] -> ((5/9 / (7/6 - (1/4 / 2/9))) * 9/5)
[517573] ['1/4', '2/9', '5/9', '7/8', '8/3'] -> (8/3 / ((5/9 - (2/9 * 7/8)) - 1/4))
[517577] ['1/4', '2/9', '5/9', '7/8', '9/2'] -> (9/2 / (1/4 * (5/9 + (2/9 * 7/8))))
[517586] ['1/4', '2/9', '5/9', '7/9', '8/9'] -> (8/9 / ((1/4 - 2/9) * (5/9 + 7/9)))
[517601] ['1/4', '2/9', '5/9', '8/5', '8/5'] -> (8/5 / ((1/4 * 8/5) - (5/9 - 2/9)))
[517605] ['1/4', '2/9', '5/9', '8/5', '9/4'] -> ((8/5 / ((2/9 / 5/9) - 1/4)) * 9/4)
[517611] ['1/4', '2/9', '5/9', '8/7', '9/2'] -> (9/2 / (1/4 * (5/9 + (2/9 / 8/7))))
[517637] ['1/4', '2/9', '6/5', '6/5', '6/5'] -> ((((6/5 / 1/4) / 2/9) + 6/5) + 6/5)
[517641] ['1/4', '2/9', '6/5', '6/5', '7/4'] -> (((6/5 / (1/4 - 2/9)) - 6/5) / 7/4)
[517642] ['1/4', '2/9', '6/5', '6/5', '7/5'] -> (7/5 / ((2/9 * 6/5) - (1/4 / 6/5)))
[517643] ['1/4', '2/9', '6/5', '6/5', '7/6'] -> (7/6 / (2/9 - ((1/4 / 6/5) / 6/5)))
[517646] ['1/4', '2/9', '6/5', '6/5', '8/3'] -> (8/3 / ((6/5 / 6/5) - (2/9 / 1/4)))
[517647] ['1/4', '2/9', '6/5', '6/5', '8/5'] -> ((8/5 / (1/4 - 2/9)) / (6/5 + 6/5))
[517649] ['1/4', '2/9', '6/5', '6/5', '8/9'] -> ((((6/5 / 1/4) + 6/5) / 2/9) * 8/9)
[517652] ['1/4', '2/9', '6/5', '6/5', '9/5'] -> ((((6/5 + 6/5) / 1/4) / 2/9) / 9/5)
[517654] ['1/4', '2/9', '6/5', '6/5', '9/8'] -> ((((6/5 / 1/4) + 6/5) / 2/9) / 9/8)
[517664] ['1/4', '2/9', '6/5', '6/7', '8/5'] -> (8/5 / (((1/4 * 6/5) - 2/9) * 6/7))
[517675] ['1/4', '2/9', '6/5', '7/2', '7/5'] -> (7/5 / (((2/9 * 6/5) - 1/4) * 7/2))
[517676] ['1/4', '2/9', '6/5', '7/2', '7/6'] -> (7/6 / ((2/9 - (1/4 / 6/5)) * 7/2))
[517683] ['1/4', '2/9', '6/5', '7/2', '9/2'] -> (((2/9 + 6/5) * (1/4 + 7/2)) * 9/2)
[517685] ['1/4', '2/9', '6/5', '7/2', '9/5'] -> (((1/4 + (7/2 / 2/9)) / 6/5) * 9/5)
[517693] ['1/4', '2/9', '6/5', '7/3', '7/9'] -> (7/9 / ((2/9 - (1/4 / 6/5)) * 7/3))
[517694] ['1/4', '2/9', '6/5', '7/3', '8/3'] -> ((1/4 + ((7/3 / 2/9) / 6/5)) * 8/3)
[517700] ['1/4', '2/9', '6/5', '7/3', '9/5'] -> ((6/5 + ((7/3 / 1/4) / 2/9)) / 9/5)
[517704] ['1/4', '2/9', '6/5', '7/4', '7/5'] -> (7/5 / (((1/4 - 2/9) * 6/5) * 7/4))
[517709] ['1/4', '2/9', '6/5', '7/4', '8/5'] -> (8/5 / (2/9 * ((7/4 - 1/4) - 6/5)))
[517711] ['1/4', '2/9', '6/5', '7/4', '8/9'] -> ((7/4 / (1/4 - (2/9 / 6/5))) * 8/9)
[517713] ['1/4', '2/9', '6/5', '7/4', '9/4'] -> ((((7/4 / 1/4) / 2/9) / 6/5) - 9/4)
[517716] ['1/4', '2/9', '6/5', '7/4', '9/8'] -> ((7/4 / (1/4 - (2/9 / 6/5))) / 9/8)
[517719] ['1/4', '2/9', '6/5', '7/5', '7/8'] -> ((((7/5 / 1/4) / 2/9) / 6/5) / 7/8)
[517720] ['1/4', '2/9', '6/5', '7/5', '7/9'] -> (((6/5 / (1/4 - 2/9)) / 7/5) * 7/9)
[517723] ['1/4', '2/9', '6/5', '7/5', '8/7'] -> ((((7/5 / 1/4) / 2/9) / 6/5) * 8/7)
[517725] ['1/4', '2/9', '6/5', '7/5', '9/2'] -> (((7/5 / 1/4) - (2/9 * 6/5)) * 9/2)
[517733] ['1/4', '2/9', '6/5', '7/6', '8/3'] -> (((2/9 / (6/5 - 7/6)) / 1/4) - 8/3)
[517734] ['1/4', '2/9', '6/5', '7/6', '8/5'] -> ((7/6 / ((1/4 * 6/5) - 2/9)) * 8/5)
[517745] ['1/4', '2/9', '6/5', '7/8', '8/5'] -> (8/5 / (6/5 * (1/4 - (2/9 * 7/8))))
[517749] ['1/4', '2/9', '6/5', '7/8', '9/4'] -> (((7/8 / (1/4 - 2/9)) / 6/5) - 9/4)
[517750] ['1/4', '2/9', '6/5', '7/8', '9/5'] -> (9/5 / ((1/4 / 2/9) - (6/5 * 7/8)))
[517757] ['1/4', '2/9', '6/5', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/9 / 1/4) / 6/5)))
[517760] ['1/4', '2/9', '6/5', '7/9', '9/5'] -> ((6/5 / (2/9 - (1/4 * 7/9))) / 9/5)
[517766] ['1/4', '2/9', '6/5', '8/3', '8/9'] -> (8/9 / ((2/9 - (1/4 / 6/5)) * 8/3))
[517769] ['1/4', '2/9', '6/5', '8/3', '9/5'] -> ((((8/3 / 2/9) - 6/5) / 1/4) / 9/5)
[517774] ['1/4', '2/9', '6/5', '8/5', '8/9'] -> (((6/5 / (1/4 - 2/9)) / 8/5) * 8/9)
[517775] ['1/4', '2/9', '6/5', '8/5', '9/2'] -> (((8/5 - (2/9 * 6/5)) / 1/4) * 9/2)
[517784] ['1/4', '2/9', '6/5', '8/7', '9/5'] -> (9/5 / ((1/4 / 2/9) - (6/5 / 8/7)))
[517788] ['1/4', '2/9', '6/5', '8/9', '9/2'] -> (((2/9 + 8/9) / (1/4 / 6/5)) * 9/2)
[517790] ['1/4', '2/9', '6/5', '8/9', '9/5'] -> ((((8/9 / 1/4) / 2/9) / 6/5) * 9/5)
[517793] ['1/4', '2/9', '6/5', '9/2', '9/2'] -> ((6/5 * (9/2 - (1/4 * 2/9))) * 9/2)
[517805] ['1/4', '2/9', '6/5', '9/7', '9/7'] -> (9/7 / ((1/4 / 2/9) - (9/7 / 6/5)))
[517813] ['1/4', '2/9', '6/7', '6/7', '7/6'] -> ((6/7 / 6/7) / (7/6 - (1/4 / 2/9)))
[517816] ['1/4', '2/9', '6/7', '6/7', '8/3'] -> (8/3 / ((6/7 / 6/7) - (2/9 / 1/4)))
[517818] ['1/4', '2/9', '6/7', '6/7', '8/7'] -> ((8/7 / (1/4 - 2/9)) / (6/7 + 6/7))
[517819] ['1/4', '2/9', '6/7', '6/7', '8/9'] -> ((6/7 / ((2/9 / 1/4) - 6/7)) * 8/9)
[517820] ['1/4', '2/9', '6/7', '6/7', '9/2'] -> ((6/7 / (2/9 - (1/4 * 6/7))) / 9/2)
[517823] ['1/4', '2/9', '6/7', '6/7', '9/7'] -> ((((6/7 + 6/7) / 1/4) / 2/9) / 9/7)
[517824] ['1/4', '2/9', '6/7', '6/7', '9/8'] -> ((6/7 / ((2/9 / 1/4) - 6/7)) / 9/8)
[517827] ['1/4', '2/9', '6/7', '7/2', '7/4'] -> ((6/7 * (1/4 + (7/2 / 2/9))) * 7/4)
[517831] ['1/4', '2/9', '6/7', '7/2', '7/9'] -> (7/9 / (((2/9 / 6/7) - 1/4) * 7/2))
[517832] ['1/4', '2/9', '6/7', '7/2', '8/3'] -> (8/3 / (((2/9 / 1/4) - 6/7) * 7/2))
[517839] ['1/4', '2/9', '6/7', '7/2', '9/7'] -> (9/7 / (6/7 / (1/4 + (7/2 / 2/9))))
[517843] ['1/4', '2/9', '6/7', '7/3', '7/5'] -> ((7/3 / ((1/4 / 6/7) - 2/9)) / 7/5)
[517847] ['1/4', '2/9', '6/7', '7/3', '8/3'] -> (8/3 / (((1/4 * 2/9) * 6/7) * 7/3))
[517852] ['1/4', '2/9', '6/7', '7/3', '9/4'] -> ((((7/3 / 1/4) / 6/7) - 2/9) * 9/4)
