[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2104083] ['7/2', '7/3', '7/3', '7/3', '9/2'] -> ((((7/3 / 7/2) + 7/3) + 7/3) * 9/2)
[2104086] ['7/2', '7/3', '7/3', '7/3', '9/7'] -> (((7/2 * (7/3 + 7/3)) + 7/3) * 9/7)
[2104087] ['7/2', '7/3', '7/3', '7/3', '9/8'] -> ((7/3 / ((7/2 - 7/3) - 9/8)) / 7/3)
[2104119] ['7/2', '7/3', '7/3', '7/6', '8/5'] -> ((7/3 + 7/6) / (7/3 - (7/2 / 8/5)))
[2104120] ['7/2', '7/3', '7/3', '7/6', '8/7'] -> ((7/2 * 8/7) / (7/6 - (7/3 / 7/3)))
[2104126] ['7/2', '7/3', '7/3', '7/6', '9/8'] -> ((7/2 / 7/6) / (9/8 - (7/3 / 7/3)))
[2104130] ['7/2', '7/3', '7/3', '7/8', '8/5'] -> (8/5 / ((7/2 / (7/3 - 7/8)) - 7/3))
[2104133] ['7/2', '7/3', '7/3', '7/8', '9/2'] -> ((7/2 + 9/2) / ((7/3 / 7/8) - 7/3))
[2104136] ['7/2', '7/3', '7/3', '7/8', '9/7'] -> (((7/2 * (7/3 + 7/3)) / 7/8) * 9/7)
[2104138] ['7/2', '7/3', '7/3', '7/9', '7/9'] -> ((7/2 * (7/3 + (7/3 / 7/9))) / 7/9)
[2104143] ['7/2', '7/3', '7/3', '7/9', '9/2'] -> (((7/2 * 7/3) + (7/3 * 9/2)) / 7/9)
[2104148] ['7/2', '7/3', '7/3', '8/3', '8/3'] -> ((7/2 + (7/3 / 7/3)) * (8/3 + 8/3))
[2104152] ['7/2', '7/3', '7/3', '8/3', '9/2'] -> (((7/3 * 8/3) / (7/2 - 7/3)) * 9/2)
[2104167] ['7/2', '7/3', '7/3', '8/7', '9/2'] -> ((7/2 + 9/2) / ((7/3 * 8/7) - 7/3))
[2104170] ['7/2', '7/3', '7/3', '8/7', '9/7'] -> (((7/2 * (7/3 + 7/3)) * 8/7) * 9/7)
[2104181] ['7/2', '7/3', '7/3', '9/2', '9/7'] -> (((7/2 * 7/3) + (7/3 * 9/2)) * 9/7)
[2104190] ['7/2', '7/3', '7/3', '9/7', '9/7'] -> ((7/2 * (7/3 + (7/3 * 9/7))) * 9/7)
[2104194] ['7/2', '7/3', '7/4', '7/4', '7/5'] -> ((7/2 / 7/4) / (7/4 - (7/3 / 7/5)))
[2104197] ['7/2', '7/3', '7/4', '7/4', '7/9'] -> ((7/2 / 7/4) / (7/3 - (7/4 / 7/9)))
[2104198] ['7/2', '7/3', '7/4', '7/4', '8/3'] -> (((7/2 + 7/4) * 8/3) / (7/3 - 7/4))
[2104199] ['7/2', '7/3', '7/4', '7/4', '8/5'] -> ((7/4 + 7/4) / (7/3 - (7/2 / 8/5)))
[2104203] ['7/2', '7/3', '7/4', '7/4', '9/4'] -> ((7/2 * (7/4 + 9/4)) / (7/3 - 7/4))
[2104206] ['7/2', '7/3', '7/4', '7/4', '9/8'] -> ((7/4 / 7/4) / ((7/2 - 7/3) - 9/8))
[2104220] ['7/2', '7/3', '7/4', '7/6', '7/6'] -> (7/3 / (7/2 - ((7/4 + 7/6) * 7/6)))
[2104222] ['7/2', '7/3', '7/4', '7/6', '7/9'] -> ((7/2 + 7/6) / ((7/4 + 7/9) - 7/3))
[2104225] ['7/2', '7/3', '7/4', '7/6', '8/7'] -> ((7/2 * 8/7) / ((7/3 / 7/4) - 7/6))
[2104236] ['7/2', '7/3', '7/4', '7/8', '8/7'] -> (8/7 / (7/3 - ((7/2 / 7/4) / 7/8)))
[2104249] ['7/2', '7/3', '7/4', '7/9', '9/4'] -> ((7/2 / ((7/3 * 7/9) - 7/4)) / 9/4)
[2104260] ['7/2', '7/3', '7/4', '8/3', '9/7'] -> ((7/3 + ((7/2 * 7/4) * 8/3)) * 9/7)
[2104263] ['7/2', '7/3', '7/4', '8/5', '8/7'] -> (((7/2 / (7/4 - 8/5)) - 7/3) * 8/7)
[2104270] ['7/2', '7/3', '7/4', '8/7', '8/7'] -> (8/7 / (7/3 - ((7/2 * 8/7) / 7/4)))
[2104278] ['7/2', '7/3', '7/4', '8/9', '9/2'] -> (((7/2 * 8/9) / (7/3 - 7/4)) * 9/2)
[2104283] ['7/2', '7/3', '7/4', '9/2', '9/2'] -> (((7/3 + (7/2 / 7/4)) * 9/2) + 9/2)
[2104287] ['7/2', '7/3', '7/4', '9/2', '9/8'] -> (((7/2 * 9/2) / (7/3 - 7/4)) / 9/8)
[2104292] ['7/2', '7/3', '7/4', '9/5', '9/5'] -> (((7/3 / (9/5 - 7/4)) / 7/2) * 9/5)
[2104307] ['7/2', '7/3', '7/5', '7/5', '9/4'] -> ((7/3 + 7/5) / ((7/2 / 9/4) - 7/5))
[2104310] ['7/2', '7/3', '7/5', '7/5', '9/8'] -> ((7/5 / 7/5) / ((7/2 - 7/3) - 9/8))
[2104314] ['7/2', '7/3', '7/5', '7/6', '8/3'] -> (((7/2 * 7/3) + (7/6 / 7/5)) * 8/3)
[2104315] ['7/2', '7/3', '7/5', '7/6', '8/5'] -> ((7/2 * 8/5) / ((7/5 + 7/6) - 7/3))
[2104318] ['7/2', '7/3', '7/5', '7/6', '9/2'] -> ((((7/2 + 7/3) / 7/5) + 7/6) * 9/2)
[2104335] ['7/2', '7/3', '7/5', '7/9', '8/3'] -> (8/3 / ((7/3 / 7/2) - (7/9 / 7/5)))
[2104336] ['7/2', '7/3', '7/5', '7/9', '8/5'] -> (8/5 / ((7/5 / 7/2) - (7/9 / 7/3)))
[2104359] ['7/2', '7/3', '7/5', '8/5', '9/7'] -> ((7/2 * ((7/3 + 7/5) + 8/5)) * 9/7)
[2104369] ['7/2', '7/3', '7/5', '8/9', '9/2'] -> ((8/9 / ((7/2 / 7/5) - 7/3)) * 9/2)
[2104371] ['7/2', '7/3', '7/5', '8/9', '9/5'] -> (9/5 / ((7/5 / 8/9) - (7/2 / 7/3)))
[2104376] ['7/2', '7/3', '7/5', '9/2', '9/5'] -> (((7/2 + 9/2) / (7/5 / 7/3)) * 9/5)
[2104378] ['7/2', '7/3', '7/5', '9/2', '9/8'] -> ((9/2 / ((7/2 / 7/5) - 7/3)) / 9/8)
[2104384] ['7/2', '7/3', '7/5', '9/5', '9/7'] -> (((7/2 + 7/3) * (7/5 + 9/5)) * 9/7)
[2104391] ['7/2', '7/3', '7/6', '7/6', '7/9'] -> (((7/2 * 7/3) + 7/6) / (7/6 - 7/9))
[2104392] ['7/2', '7/3', '7/6', '7/6', '8/3'] -> ((7/3 + 7/6) / ((7/2 / 8/3) - 7/6))
[2104394] ['7/2', '7/3', '7/6', '7/6', '8/7'] -> (((7/3 / 7/2) / 7/6) / (7/6 - 8/7))
[2104407] ['7/2', '7/3', '7/6', '7/8', '9/2'] -> ((((7/2 + 7/3) - 7/6) / 7/8) * 9/2)
[2104408] ['7/2', '7/3', '7/6', '7/8', '9/4'] -> ((((7/2 * 7/3) + 7/6) / 7/8) * 9/4)
[2104414] ['7/2', '7/3', '7/6', '7/9', '8/5'] -> (((7/2 + 7/3) / (7/6 - 7/9)) * 8/5)
[2104415] ['7/2', '7/3', '7/6', '7/9', '8/7'] -> (((7/2 * 7/3) / (7/6 - 7/9)) * 8/7)
[2104422] ['7/2', '7/3', '7/6', '8/3', '8/3'] -> (((7/2 * 8/3) / 7/6) / (8/3 - 7/3))
[2104423] ['7/2', '7/3', '7/6', '8/3', '8/5'] -> (((7/2 * (7/3 + 8/3)) / 7/6) * 8/5)
[2104425] ['7/2', '7/3', '7/6', '8/3', '8/9'] -> ((((7/2 * 7/3) + 7/6) * 8/3) - 8/9)
[2104427] ['7/2', '7/3', '7/6', '8/3', '9/4'] -> (((7/2 + (7/6 / 7/3)) * 8/3) * 9/4)
[2104428] ['7/2', '7/3', '7/6', '8/3', '9/5'] -> ((((7/2 + 7/3) * 8/3) / 7/6) * 9/5)
[2104434] ['7/2', '7/3', '7/6', '8/5', '9/2'] -> (9/2 / ((7/2 / 8/5) - (7/3 / 7/6)))
[2104442] ['7/2', '7/3', '7/6', '8/7', '9/4'] -> ((((7/2 * 7/3) + 7/6) * 8/7) * 9/4)
[2104443] ['7/2', '7/3', '7/6', '8/7', '9/5'] -> ((7/6 + (7/2 * (7/3 + 8/7))) * 9/5)
[2104455] ['7/2', '7/3', '7/6', '9/2', '9/7'] -> ((((7/2 + 7/6) * 9/2) - 7/3) * 9/7)
[2104460] ['7/2', '7/3', '7/6', '9/4', '9/8'] -> ((7/2 / (7/6 - (7/3 / 9/4))) / 9/8)
[2104463] ['7/2', '7/3', '7/6', '9/5', '9/8'] -> ((7/2 / ((7/3 / 9/5) - 7/6)) / 9/8)
[2104477] ['7/2', '7/3', '7/8', '7/8', '9/8'] -> ((7/8 / 7/8) / ((7/2 - 7/3) - 9/8))
[2104478] ['7/2', '7/3', '7/8', '7/9', '7/9'] -> (7/9 / (((7/2 - 7/3) * 7/9) - 7/8))
[2104479] ['7/2', '7/3', '7/8', '7/9', '8/3'] -> (8/3 / ((7/3 / (7/2 - 7/8)) - 7/9))
[2104488] ['7/2', '7/3', '7/8', '8/3', '8/3'] -> (((7/2 / 7/8) + (7/3 + 8/3)) * 8/3)
[2104491] ['7/2', '7/3', '7/8', '8/3', '8/9'] -> ((((7/2 * 7/3) * 8/3) / 7/8) - 8/9)
[2104492] ['7/2', '7/3', '7/8', '8/3', '9/2'] -> ((7/3 / ((7/2 / 8/3) - 7/8)) * 9/2)
[2104494] ['7/2', '7/3', '7/8', '8/3', '9/5'] -> (((7/3 + (7/2 * 8/3)) / 7/8) * 9/5)
[2104495] ['7/2', '7/3', '7/8', '8/3', '9/7'] -> ((7/2 * ((7/3 / 7/8) + 8/3)) * 9/7)
[2104497] ['7/2', '7/3', '7/8', '8/5', '8/5'] -> (8/5 / (((7/2 / 7/8) - 7/3) - 8/5))
[2104501] ['7/2', '7/3', '7/8', '8/5', '9/4'] -> ((((7/2 + 7/3) * 8/5) / 7/8) * 9/4)
[2104508] ['7/2', '7/3', '7/8', '8/7', '9/4'] -> ((((7/2 * 7/3) * 8/7) / 7/8) * 9/4)
[2104509] ['7/2', '7/3', '7/8', '8/7', '9/5'] -> ((7/2 * ((7/3 / 7/8) + 8/7)) * 9/5)
[2104513] ['7/2', '7/3', '7/8', '8/9', '9/2'] -> (((7/2 / (8/9 - 7/8)) / 7/3) / 9/2)
[2104519] ['7/2', '7/3', '7/8', '9/2', '9/4'] -> (((7/2 + (7/3 / 7/8)) + 9/2) * 9/4)
[2104521] ['7/2', '7/3', '7/8', '9/2', '9/7'] -> (9/7 / (((9/2 - 7/2) - 7/8) / 7/3))
[2104522] ['7/2', '7/3', '7/8', '9/2', '9/8'] -> (9/8 / ((7/8 / (7/2 + 9/2)) / 7/3))
[2104542] ['7/2', '7/3', '7/9', '7/9', '9/8'] -> ((7/9 / 7/9) / ((7/2 - 7/3) - 9/8))
[2104544] ['7/2', '7/3', '7/9', '8/3', '8/5'] -> (((7/3 + (7/2 * 8/3)) / 7/9) * 8/5)
[2104545] ['7/2', '7/3', '7/9', '8/3', '8/7'] -> ((((7/2 * 7/3) * 8/3) - 7/9) * 8/7)
[2104546] ['7/2', '7/3', '7/9', '8/3', '8/9'] -> (8/9 / (7/3 * (7/9 - (8/3 / 7/2))))
[2104547] ['7/2', '7/3', '7/9', '8/3', '9/2'] -> ((8/3 / (7/2 - (7/3 / 7/9))) * 9/2)
[2104555] ['7/2', '7/3', '7/9', '8/5', '9/2'] -> ((7/9 / (7/3 - (7/2 / 8/5))) * 9/2)
[2104573] ['7/2', '7/3', '7/9', '9/2', '9/2'] -> ((7/3 * ((9/2 / 7/9) - 7/2)) * 9/2)
[2104574] ['7/2', '7/3', '7/9', '9/2', '9/4'] -> ((7/2 * ((7/3 / 7/9) + 9/2)) - 9/4)
[2104578] ['7/2', '7/3', '7/9', '9/4', '9/4'] -> (((7/2 / (7/3 - 9/4)) / 7/9) / 9/4)
[2104590] ['7/2', '7/3', '8/3', '8/3', '8/7'] -> ((7/3 + (7/2 * (8/3 + 8/3))) * 8/7)
[2104591] ['7/2', '7/3', '8/3', '8/3', '8/9'] -> ((8/3 + 8/3) / (8/9 - (7/3 / 7/2)))
[2104593] ['7/2', '7/3', '8/3', '8/3', '9/4'] -> ((((7/2 * 8/3) * 8/3) / 7/3) * 9/4)
[2104594] ['7/2', '7/3', '8/3', '8/3', '9/5'] -> (((8/3 / 7/3) + 8/3) * (7/2 * 9/5))
[2104595] ['7/2', '7/3', '8/3', '8/3', '9/7'] -> ((((7/2 * 8/3) - 7/3) * 8/3) * 9/7)
[2104596] ['7/2', '7/3', '8/3', '8/3', '9/8'] -> ((8/3 / 8/3) / ((7/2 - 7/3) - 9/8))
[2104600] ['7/2', '7/3', '8/3', '8/5', '9/2'] -> ((((7/3 / 7/2) + 8/3) * 8/5) * 9/2)
[2104606] ['7/2', '7/3', '8/3', '8/7', '8/9'] -> ((((7/2 * 7/3) * 8/3) * 8/7) - 8/9)
[2104609] ['7/2', '7/3', '8/3', '8/7', '9/5'] -> (((7/3 + (7/2 * 8/3)) * 8/7) * 9/5)
[2104610] ['7/2', '7/3', '8/3', '8/7', '9/7'] -> ((7/2 * (8/3 + (7/3 * 8/7))) * 9/7)
[2104612] ['7/2', '7/3', '8/3', '8/9', '8/9'] -> ((7/2 * ((7/3 * 8/3) + 8/9)) - 8/9)
[2104613] ['7/2', '7/3', '8/3', '8/9', '9/2'] -> (((7/2 * (8/3 + 8/9)) / 7/3) * 9/2)
[2104614] ['7/2', '7/3', '8/3', '8/9', '9/4'] -> ((7/2 * (8/3 + (8/9 / 7/3))) * 9/4)
[2104623] ['7/2', '7/3', '8/3', '9/4', '9/4'] -> (((7/3 + (7/2 * 8/3)) * 9/4) - 9/4)
[2104641] ['7/2', '7/3', '8/5', '8/7', '8/7'] -> (8/7 / ((8/7 / 8/5) - (7/3 / 7/2)))
[2104654] ['7/2', '7/3', '8/5', '9/2', '9/2'] -> ((8/5 * ((7/3 + 9/2) - 7/2)) * 9/2)
[2104657] ['7/2', '7/3', '8/5', '9/2', '9/7'] -> ((9/2 / (7/3 - (7/2 / 8/5))) / 9/7)
[2104671] ['7/2', '7/3', '8/7', '8/7', '9/2'] -> (((7/3 * 8/7) - 8/7) * (7/2 * 9/2))
[2104672] ['7/2', '7/3', '8/7', '8/7', '9/4'] -> ((((7/2 * 7/3) * 8/7) * 8/7) * 9/4)
[2104674] ['7/2', '7/3', '8/7', '8/7', '9/7'] -> (((7/2 * 7/3) * (8/7 + 8/7)) * 9/7)
[2104677] ['7/2', '7/3', '8/7', '8/9', '9/2'] -> ((7/2 * (8/7 + (8/9 / 7/3))) * 9/2)
[2104683] ['7/2', '7/3', '8/7', '9/2', '9/4'] -> (((7/2 + (7/3 * 8/7)) + 9/2) * 9/4)
[2104689] ['7/2', '7/3', '8/7', '9/4', '9/7'] -> (9/7 / (((7/2 - 7/3) - 8/7) * 9/4))
[2104691] ['7/2', '7/3', '8/7', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/7) - (7/2 / 7/3)))
[2104702] ['7/2', '7/3', '8/9', '8/9', '9/8'] -> ((8/9 / 8/9) / ((7/2 - 7/3) - 9/8))
[2104703] ['7/2', '7/3', '8/9', '9/2', '9/2'] -> ((8/9 * ((7/2 / 7/3) + 9/2)) * 9/2)
[2104715] ['7/2', '7/3', '8/9', '9/7', '9/7'] -> (9/7 / ((7/2 / 7/3) - (9/7 / 8/9)))
[2104717] ['7/2', '7/3', '8/9', '9/8', '9/8'] -> (9/8 / (((7/2 - 7/3) - 9/8) / 8/9))
[2104726] ['7/2', '7/3', '9/2', '9/4', '9/8'] -> ((9/2 + ((7/2 * 7/3) * 9/4)) + 9/8)
[2104732] ['7/2', '7/3', '9/2', '9/8', '9/8'] -> ((((7/2 + 7/3) * 9/2) - 9/8) - 9/8)
[2104736] ['7/2', '7/3', '9/4', '9/4', '9/8'] -> ((9/4 / 9/4) / ((7/2 - 7/3) - 9/8))
[2104750] ['7/2', '7/3', '9/7', '9/7', '9/8'] -> ((9/7 / 9/7) / ((7/2 - 7/3) - 9/8))
[2104752] ['7/2', '7/3', '9/8', '9/8', '9/8'] -> ((9/8 / ((7/2 - 7/3) - 9/8)) / 9/8)
[2104756] ['7/2', '7/4', '7/4', '7/4', '7/8'] -> ((7/2 + 7/4) / (7/4 - (7/4 * 7/8)))
[2104760] ['7/2', '7/4', '7/4', '7/4', '8/7'] -> ((7/2 + 7/4) / (7/4 - (7/4 / 8/7)))
[2104761] ['7/2', '7/4', '7/4', '7/4', '8/9'] -> ((7/2 + 7/4) / ((7/4 / 8/9) - 7/4))
[2104766] ['7/2', '7/4', '7/4', '7/4', '9/8'] -> ((7/2 + 7/4) / ((7/4 * 9/8) - 7/4))
[2104772] ['7/2', '7/4', '7/4', '7/5', '8/5'] -> (((7/2 + 7/4) * 8/5) / (7/4 - 7/5))
[2104775] ['7/2', '7/4', '7/4', '7/5', '9/2'] -> ((7/4 + (7/4 / 7/5)) * (7/2 + 9/2))
[2104783] ['7/2', '7/4', '7/4', '7/6', '8/3'] -> (((7/2 + 7/4) * 8/3) / (7/4 - 7/6))
[2104785] ['7/2', '7/4', '7/4', '7/6', '8/7'] -> ((7/2 * 8/7) / (7/6 - (7/4 / 7/4)))
[2104788] ['7/2', '7/4', '7/4', '7/6', '9/4'] -> ((7/2 * (7/4 + 9/4)) / (7/4 - 7/6))
[2104789] ['7/2', '7/4', '7/4', '7/6', '9/5'] -> ((7/2 / (7/4 + 7/6)) / (9/5 - 7/4))
[2104794] ['7/2', '7/4', '7/4', '7/8', '8/3'] -> ((((7/2 * 7/4) + 7/4) * 8/3) / 7/8)
[2104813] ['7/2', '7/4', '7/4', '8/3', '8/3'] -> ((7/2 + (7/4 / 7/4)) * (8/3 + 8/3))
[2104815] ['7/2', '7/4', '7/4', '8/3', '8/7'] -> ((((7/2 * 7/4) + 7/4) * 8/3) * 8/7)
[2104819] ['7/2', '7/4', '7/4', '8/3', '9/5'] -> ((7/4 * 8/3) / ((7/2 / 9/5) - 7/4))
[2104820] ['7/2', '7/4', '7/4', '8/3', '9/7'] -> ((((7/2 + 7/4) + 7/4) * 8/3) * 9/7)
[2104822] ['7/2', '7/4', '7/4', '8/5', '8/5'] -> (((7/2 / 7/4) + 8/5) / (7/4 - 8/5))
[2104825] ['7/2', '7/4', '7/4', '8/5', '9/2'] -> ((7/2 * 9/2) / (7/4 - (7/4 / 8/5)))
[2104827] ['7/2', '7/4', '7/4', '8/5', '9/5'] -> (((7/2 / (7/4 - 8/5)) / 7/4) * 9/5)
[2104833] ['7/2', '7/4', '7/4', '8/7', '9/4'] -> (((7/2 + 7/4) * 8/7) * (7/4 + 9/4))
[2104843] ['7/2', '7/4', '7/4', '9/2', '9/2'] -> (((7/2 / 7/4) + 7/4) + (9/2 * 9/2))
[2104878] ['7/2', '7/4', '7/5', '7/6', '9/2'] -> (((7/4 / 7/5) + (7/2 * 7/6)) * 9/2)
[2104879] ['7/2', '7/4', '7/5', '7/6', '9/4'] -> (((7/2 * 7/4) / (7/5 - 7/6)) - 9/4)
[2104880] ['7/2', '7/4', '7/5', '7/6', '9/5'] -> (((7/2 + 7/6) / (7/4 - 7/5)) * 9/5)
[2104885] ['7/2', '7/4', '7/5', '7/8', '8/3'] -> ((7/2 / ((7/4 * 7/8) - 7/5)) - 8/3)
[2104886] ['7/2', '7/4', '7/5', '7/8', '8/5'] -> (8/5 / (7/5 - (7/2 / (7/4 + 7/8))))
[2104904] ['7/2', '7/4', '7/5', '8/3', '8/3'] -> (((7/2 * 8/3) / (7/4 - 7/5)) - 8/3)
[2104905] ['7/2', '7/4', '7/5', '8/3', '8/5'] -> (8/5 / (7/5 - ((7/4 * 8/3) / 7/2)))
[2104916] ['7/2', '7/4', '7/5', '8/5', '9/2'] -> (9/2 / (7/4 - ((7/2 / 7/5) / 8/5)))
[2104917] ['7/2', '7/4', '7/5', '8/5', '9/4'] -> (((7/2 + 7/4) / (8/5 - 7/5)) - 9/4)
[2104952] ['7/2', '7/4', '7/6', '7/6', '8/3'] -> ((7/2 * 8/3) / (7/4 - (7/6 * 7/6)))
[2104965] ['7/2', '7/4', '7/6', '7/8', '8/7'] -> (((7/2 * 7/4) / (7/6 - 7/8)) * 8/7)
[2104967] ['7/2', '7/4', '7/6', '7/8', '9/2'] -> (((7/2 + 7/6) / (7/4 - 7/8)) * 9/2)
[2104988] ['7/2', '7/4', '7/6', '8/3', '9/5'] -> (((7/2 + (7/4 / 7/6)) * 8/3) * 9/5)
[2104991] ['7/2', '7/4', '7/6', '8/5', '8/5'] -> (8/5 / (((7/4 / 7/2) + 7/6) - 8/5))
[2104999] ['7/2', '7/4', '7/6', '8/7', '8/7'] -> (((7/4 / (7/6 - 8/7)) / 7/2) * 8/7)
[2105007] ['7/2', '7/4', '7/6', '8/9', '9/2'] -> (((7/2 * 8/9) / (7/4 - 7/6)) * 9/2)
[2105013] ['7/2', '7/4', '7/6', '9/2', '9/4'] -> (((7/4 + (7/2 * 7/6)) * 9/2) - 9/4)
[2105015] ['7/2', '7/4', '7/6', '9/2', '9/7'] -> (((7/4 + 7/6) + (7/2 * 9/2)) * 9/7)
[2105016] ['7/2', '7/4', '7/6', '9/2', '9/8'] -> (((7/2 * 9/2) / (7/4 - 7/6)) / 9/8)
[2105019] ['7/2', '7/4', '7/6', '9/4', '9/7'] -> (((7/2 + 7/6) * (7/4 + 9/4)) * 9/7)
[2105037] ['7/2', '7/4', '7/8', '7/8', '9/8'] -> (((7/2 + 7/4) / 7/8) / (9/8 - 7/8))
[2105044] ['7/2', '7/4', '7/8', '7/9', '9/4'] -> (((7/2 + 7/4) / (7/8 - 7/9)) / 9/4)
[2105055] ['7/2', '7/4', '7/8', '8/3', '9/7'] -> (9/7 / (((7/8 / 7/2) / 7/4) / 8/3))
[2105060] ['7/2', '7/4', '7/8', '8/5', '9/2'] -> (9/2 / ((7/2 / 8/5) - (7/4 / 7/8)))
[2105062] ['7/2', '7/4', '7/8', '8/5', '9/5'] -> (9/5 / (7/8 - ((7/4 * 8/5) / 7/2)))
[2105064] ['7/2', '7/4', '7/8', '8/5', '9/8'] -> (9/8 / ((7/8 / 8/5) - (7/4 / 7/2)))
[2105067] ['7/2', '7/4', '7/8', '8/7', '9/2'] -> ((7/2 / ((7/4 / 8/7) - 7/8)) * 9/2)
[2105073] ['7/2', '7/4', '7/8', '8/9', '9/2'] -> ((((7/2 + 7/4) * 8/9) / 7/8) * 9/2)
[2105081] ['7/2', '7/4', '7/8', '9/2', '9/7'] -> (9/7 / ((7/2 - (9/2 / 7/4)) - 7/8))
[2105082] ['7/2', '7/4', '7/8', '9/2', '9/8'] -> ((((7/2 + 7/4) * 9/2) / 7/8) / 9/8)
[2105098] ['7/2', '7/4', '7/9', '7/9', '9/2'] -> ((7/2 + 9/2) / (7/9 - (7/9 / 7/4)))
[2105103] ['7/2', '7/4', '7/9', '8/3', '8/3'] -> (8/3 / (((7/2 / 7/4) + 7/9) - 8/3))
[2105105] ['7/2', '7/4', '7/9', '8/3', '8/7'] -> ((((7/2 * 7/4) * 8/3) / 7/9) * 8/7)
[2105148] ['7/2', '7/4', '8/3', '8/3', '8/3'] -> (7/2 * (((8/3 / 7/4) + 8/3) + 8/3))
[2105150] ['7/2', '7/4', '8/3', '8/3', '8/7'] -> (((7/2 * 8/3) + 8/3) * (7/4 * 8/7))
[2105161] ['7/2', '7/4', '8/3', '8/5', '9/4'] -> ((7/2 / ((7/4 * 8/5) - 8/3)) - 9/4)
[2105166] ['7/2', '7/4', '8/3', '8/7', '8/9'] -> (((7/2 * 8/3) * (7/4 + 8/7)) * 8/9)
[2105171] ['7/2', '7/4', '8/3', '8/7', '9/8'] -> (((7/2 * 8/3) * (7/4 + 8/7)) / 9/8)
[2105179] ['7/2', '7/4', '8/3', '9/2', '9/4'] -> ((8/3 * (9/2 - (7/4 / 7/2))) * 9/4)
[2105180] ['7/2', '7/4', '8/3', '9/2', '9/5'] -> ((8/3 * ((7/4 / 7/2) + 9/2)) * 9/5)
[2105184] ['7/2', '7/4', '8/3', '9/4', '9/5'] -> (((7/2 * 8/3) + (7/4 + 9/4)) * 9/5)
[2105185] ['7/2', '7/4', '8/3', '9/4', '9/7'] -> (9/7 / (((9/4 - 7/4) / 7/2) / 8/3))
[2105186] ['7/2', '7/4', '8/3', '9/4', '9/8'] -> (9/8 / (((7/2 * 7/4) / 8/3) - 9/4))
[2105187] ['7/2', '7/4', '8/3', '9/5', '9/5'] -> ((8/3 / ((7/2 / 7/4) - 9/5)) * 9/5)
[2105191] ['7/2', '7/4', '8/3', '9/7', '9/8'] -> (9/8 / (7/4 * ((7/2 / 8/3) - 9/7)))
[2105203] ['7/2', '7/4', '8/5', '8/7', '9/2'] -> (9/2 / ((7/2 / 8/5) - (7/4 * 8/7)))
[2105210] ['7/2', '7/4', '8/5', '8/9', '9/4'] -> (((7/2 / (7/4 - 8/5)) / 8/9) - 9/4)
[2105215] ['7/2', '7/4', '8/5', '9/2', '9/4'] -> (9/4 / ((7/2 + (7/4 / 8/5)) - 9/2))
[2105237] ['7/2', '7/4', '8/7', '8/9', '9/2'] -> ((((7/2 + 7/4) * 8/7) * 8/9) * 9/2)
[2105238] ['7/2', '7/4', '8/7', '8/9', '9/4'] -> (((7/2 + 7/4) * (8/7 + 8/9)) * 9/4)
[2105243] ['7/2', '7/4', '8/7', '9/2', '9/4'] -> (9/4 / (((7/2 + 7/4) / 8/7) - 9/2))
[2105246] ['7/2', '7/4', '8/7', '9/2', '9/8'] -> ((((7/2 + 7/4) * 8/7) * 9/2) / 9/8)
[2105263] ['7/2', '7/4', '8/9', '9/2', '9/2'] -> (9/2 / ((7/2 + 7/4) - (9/2 / 8/9)))
[2105333] ['7/2', '7/5', '7/5', '7/6', '9/2'] -> ((7/2 + ((7/5 + 7/6) / 7/5)) * 9/2)
[2105344] ['7/2', '7/5', '7/5', '7/8', '9/2'] -> ((7/5 + (7/5 / 7/8)) * (7/2 + 9/2))
[2105346] ['7/2', '7/5', '7/5', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/5 + 7/5) / 7/2)))
[2105359] ['7/2', '7/5', '7/5', '8/3', '8/3'] -> ((7/2 + (7/5 / 7/5)) * (8/3 + 8/3))
[2105378] ['7/2', '7/5', '7/5', '8/7', '9/2'] -> ((7/5 + (7/5 * 8/7)) * (7/2 + 9/2))
[2105411] ['7/2', '7/5', '7/6', '7/6', '9/2'] -> ((7/2 + 9/2) / (7/6 - (7/6 / 7/5)))
[2105432] ['7/2', '7/5', '7/6', '7/9', '9/2'] -> (((7/6 / 7/5) + (7/2 / 7/9)) * 9/2)
[2105441] ['7/2', '7/5', '7/6', '8/3', '9/2'] -> (((7/2 + 8/3) - (7/6 / 7/5)) * 9/2)
[2105443] ['7/2', '7/5', '7/6', '8/3', '9/5'] -> ((7/6 / (7/5 - (7/2 / 8/3))) * 9/5)
[2105456] ['7/2', '7/5', '7/6', '8/7', '9/2'] -> (((7/5 * (7/2 + 8/7)) - 7/6) * 9/2)
[2105464] ['7/2', '7/5', '7/6', '8/9', '9/5'] -> (((7/2 * 8/9) / (7/5 - 7/6)) * 9/5)
[2105478] ['7/2', '7/5', '7/6', '9/5', '9/8'] -> (((7/2 * 9/5) / (7/5 - 7/6)) / 9/8)
[2105503] ['7/2', '7/5', '7/8', '8/3', '8/3'] -> ((((7/2 / 7/5) + 7/8) * 8/3) * 8/3)
[2105504] ['7/2', '7/5', '7/8', '8/3', '8/5'] -> (8/5 / ((7/5 + 8/3) - (7/2 / 7/8)))
