[778681] ['1/6', '1/8', '3/4', '4/3', '9/8'] -> ((((3/4 / 1/6) / 1/8) / 4/3) / 9/8)
[816357] ['1/6', '2/7', '3/2', '5/3', '8/3'] -> ((3/2 * (1/6 + (5/3 / 2/7))) * 8/3)
[816378] ['1/6', '2/7', '3/2', '5/4', '7/8'] -> ((((5/4 / 1/6) - 3/2) / 2/7) / 7/8)
[816380] ['1/6', '2/7', '3/2', '5/4', '8/3'] -> (((5/4 / (2/7 - 1/6)) - 3/2) * 8/3)
[816382] ['1/6', '2/7', '3/2', '5/4', '8/7'] -> ((((5/4 / 1/6) - 3/2) / 2/7) * 8/7)
[816390] ['1/6', '2/7', '3/2', '5/6', '5/7'] -> (5/7 / ((2/7 - (1/6 * 3/2)) * 5/6))
[816397] ['1/6', '2/7', '3/2', '5/6', '7/4'] -> ((((3/2 + 5/6) / 1/6) - 2/7) * 7/4)
[816400] ['1/6', '2/7', '3/2', '5/6', '7/8'] -> ((3/2 / ((2/7 * 5/6) - 1/6)) / 7/8)
[816404] ['1/6', '2/7', '3/2', '5/6', '8/7'] -> ((3/2 / ((2/7 * 5/6) - 1/6)) * 8/7)
[816407] ['1/6', '2/7', '3/2', '5/6', '9/4'] -> ((((3/2 * 5/6) / 1/6) / 2/7) - 9/4)
[816414] ['1/6', '2/7', '3/2', '5/7', '6/5'] -> ((5/7 / (2/7 - (1/6 * 3/2))) * 6/5)
[816415] ['1/6', '2/7', '3/2', '5/7', '6/7'] -> (6/7 / (5/7 - ((1/6 + 2/7) * 3/2)))
[816421] ['1/6', '2/7', '3/2', '5/7', '7/8'] -> (((3/2 / (5/7 - 2/7)) / 1/6) / 7/8)
[816435] ['1/6', '2/7', '3/2', '5/8', '6/7'] -> (6/7 / ((1/6 + 2/7) - (5/8 / 3/2)))
[816439] ['1/6', '2/7', '3/2', '5/8', '7/5'] -> (7/5 / ((1/6 * 5/8) / (2/7 + 3/2)))
[816443] ['1/6', '2/7', '3/2', '5/8', '8/3'] -> (((3/2 / 2/7) + (5/8 / 1/6)) * 8/3)
[816445] ['1/6', '2/7', '3/2', '5/8', '8/7'] -> (8/7 / (1/6 - ((2/7 * 5/8) / 3/2)))
[816448] ['1/6', '2/7', '3/2', '5/8', '9/4'] -> ((5/8 / ((2/7 / 3/2) - 1/6)) - 9/4)
[816450] ['1/6', '2/7', '3/2', '5/8', '9/7'] -> (9/7 / (((1/6 + 2/7) * 3/2) - 5/8))
[816476] ['1/6', '2/7', '3/2', '6/5', '7/5'] -> ((6/5 / (2/7 - (1/6 * 3/2))) / 7/5)
[816478] ['1/6', '2/7', '3/2', '6/5', '7/8'] -> ((3/2 / ((2/7 / 6/5) - 1/6)) / 7/8)
[816482] ['1/6', '2/7', '3/2', '6/5', '8/7'] -> ((3/2 / ((2/7 / 6/5) - 1/6)) * 8/7)
[816485] ['1/6', '2/7', '3/2', '6/5', '9/4'] -> ((((3/2 / 1/6) / 2/7) / 6/5) - 9/4)
[816489] ['1/6', '2/7', '3/2', '6/7', '6/7'] -> (6/7 / ((3/2 / 6/7) - (2/7 / 1/6)))
[816491] ['1/6', '2/7', '3/2', '6/7', '7/3'] -> (((2/7 + 6/7) / (1/6 / 3/2)) * 7/3)
[816507] ['1/6', '2/7', '3/2', '7/2', '7/3'] -> ((((7/2 - 2/7) - 3/2) / 1/6) * 7/3)
[816514] ['1/6', '2/7', '3/2', '7/2', '8/5'] -> (((3/2 + (2/7 * 7/2)) / 1/6) * 8/5)
[816515] ['1/6', '2/7', '3/2', '7/2', '8/7'] -> (8/7 / ((1/6 * (7/2 - 3/2)) - 2/7))
[816518] ['1/6', '2/7', '3/2', '7/2', '9/4'] -> (((3/2 / 2/7) + (7/2 / 1/6)) - 9/4)
[816525] ['1/6', '2/7', '3/2', '7/3', '7/6'] -> ((3/2 * ((7/3 / 1/6) - 2/7)) * 7/6)
[816532] ['1/6', '2/7', '3/2', '7/3', '9/2'] -> ((((7/3 / 2/7) - 1/6) / 3/2) * 9/2)
[816540] ['1/6', '2/7', '3/2', '7/4', '7/8'] -> ((((3/2 / 2/7) - 7/4) / 1/6) / 7/8)
[816544] ['1/6', '2/7', '3/2', '7/4', '8/7'] -> ((((3/2 / 2/7) - 7/4) / 1/6) * 8/7)
[816549] ['1/6', '2/7', '3/2', '7/4', '9/7'] -> (9/7 / (3/2 * (7/4 - (2/7 / 1/6))))
[816551] ['1/6', '2/7', '3/2', '7/5', '7/5'] -> (7/5 / ((1/6 * (3/2 - 7/5)) / 2/7))
[816556] ['1/6', '2/7', '3/2', '7/5', '8/5'] -> ((((2/7 + 3/2) * 7/5) / 1/6) * 8/5)
[816567] ['1/6', '2/7', '3/2', '7/6', '8/3'] -> ((3/2 / ((2/7 * 7/6) - 1/6)) * 8/3)
[816570] ['1/6', '2/7', '3/2', '7/6', '8/9'] -> ((((3/2 / 1/6) / 2/7) / 7/6) * 8/9)
[816575] ['1/6', '2/7', '3/2', '7/6', '9/8'] -> ((((3/2 / 1/6) / 2/7) / 7/6) / 9/8)
[816583] ['1/6', '2/7', '3/2', '7/8', '9/4'] -> ((((3/2 / 2/7) - 7/8) / 1/6) - 9/4)
[816588] ['1/6', '2/7', '3/2', '7/9', '8/3'] -> (8/3 / ((2/7 * 7/9) - (1/6 / 3/2)))
[816590] ['1/6', '2/7', '3/2', '7/9', '8/7'] -> ((3/2 / (2/7 - (1/6 / 7/9))) * 8/7)
[816591] ['1/6', '2/7', '3/2', '7/9', '8/9'] -> ((3/2 / ((2/7 * 7/9) - 1/6)) * 8/9)
[816596] ['1/6', '2/7', '3/2', '7/9', '9/8'] -> ((3/2 / ((2/7 * 7/9) - 1/6)) / 9/8)
[816602] ['1/6', '2/7', '3/2', '8/3', '9/4'] -> (((3/2 + (8/3 / 2/7)) - 1/6) * 9/4)
[816604] ['1/6', '2/7', '3/2', '8/3', '9/7'] -> ((2/7 + ((3/2 + 8/3) / 1/6)) - 9/7)
[816606] ['1/6', '2/7', '3/2', '8/5', '8/5'] -> ((((8/5 / 1/6) / 2/7) / 3/2) + 8/5)
[816607] ['1/6', '2/7', '3/2', '8/5', '8/7'] -> (8/7 / (1/6 - ((2/7 / 3/2) / 8/5)))
[816621] ['1/6', '2/7', '3/2', '8/9', '8/9'] -> ((8/9 / (2/7 - (1/6 * 3/2))) - 8/9)
[816641] ['1/6', '2/7', '3/2', '9/8', '9/8'] -> ((3/2 + ((9/8 / 1/6) / 2/7)) - 9/8)
[816648] ['1/6', '2/7', '3/4', '3/4', '4/7'] -> (4/7 / ((2/7 / (3/4 + 3/4)) - 1/6))
[816664] ['1/6', '2/7', '3/4', '3/4', '7/8'] -> ((((3/4 / 1/6) / 2/7) / 3/4) / 7/8)
[816667] ['1/6', '2/7', '3/4', '3/4', '8/5'] -> ((((3/4 / 1/6) / 2/7) - 3/4) * 8/5)
[816694] ['1/6', '2/7', '3/4', '3/5', '7/5'] -> (7/5 / (((1/6 + 3/5) - 3/4) / 2/7))
[816703] ['1/6', '2/7', '3/4', '3/5', '9/4'] -> ((((3/4 / 1/6) / 2/7) / 3/5) - 9/4)
[816705] ['1/6', '2/7', '3/4', '3/5', '9/7'] -> (9/7 / (((2/7 - 1/6) * 3/4) * 3/5))
[816708] ['1/6', '2/7', '3/4', '3/7', '3/8'] -> ((3/7 / ((2/7 * 3/4) - 1/6)) / 3/8)
[816711] ['1/6', '2/7', '3/4', '3/7', '4/7'] -> (4/7 / (((3/7 - 2/7) / 3/4) - 1/6))
[816729] ['1/6', '2/7', '3/4', '3/7', '8/3'] -> ((3/7 / ((2/7 * 3/4) - 1/6)) * 8/3)
[816736] ['1/6', '2/7', '3/4', '3/7', '9/7'] -> (9/7 / ((3/4 / 2/7) - (3/7 / 1/6)))
[816738] ['1/6', '2/7', '3/4', '3/8', '3/8'] -> ((((3/4 + 3/8) / 1/6) / 2/7) + 3/8)
[816739] ['1/6', '2/7', '3/4', '3/8', '4/3'] -> ((((3/4 / 2/7) + 3/8) / 1/6) * 4/3)
[816753] ['1/6', '2/7', '3/4', '3/8', '7/3'] -> ((((3/4 / 3/8) - 2/7) / 1/6) * 7/3)
[816756] ['1/6', '2/7', '3/4', '3/8', '7/6'] -> ((1/6 / ((2/7 / 3/4) - 3/8)) / 7/6)
[816764] ['1/6', '2/7', '3/4', '3/8', '9/4'] -> (9/4 / (1/6 * ((3/8 / 2/7) - 3/4)))
[816766] ['1/6', '2/7', '3/4', '3/8', '9/7'] -> (9/7 / ((1/6 * 2/7) * (3/4 + 3/8)))
[816785] ['1/6', '2/7', '3/4', '4/3', '7/6'] -> ((4/3 / ((2/7 * 3/4) - 1/6)) / 7/6)
[816797] ['1/6', '2/7', '3/4', '4/5', '4/5'] -> (4/5 / (2/7 * ((1/6 + 3/4) - 4/5)))
[816827] ['1/6', '2/7', '3/4', '4/7', '5/2'] -> (((2/7 / (3/4 - 4/7)) / 1/6) * 5/2)
[816835] ['1/6', '2/7', '3/4', '4/7', '6/7'] -> (6/7 / ((1/6 * 3/4) * (4/7 - 2/7)))
[816836] ['1/6', '2/7', '3/4', '4/7', '7/2'] -> ((((2/7 + 4/7) / 1/6) / 3/4) * 7/2)
[816853] ['1/6', '2/7', '3/4', '4/9', '5/2'] -> (5/2 / (3/4 * ((1/6 / 2/7) - 4/9)))
[816857] ['1/6', '2/7', '3/4', '4/9', '5/7'] -> (5/7 / (3/4 * (1/6 - (2/7 * 4/9))))
[816889] ['1/6', '2/7', '3/4', '5/2', '7/4'] -> (((5/2 - (2/7 * 3/4)) / 1/6) * 7/4)
[816891] ['1/6', '2/7', '3/4', '5/2', '7/6'] -> (((5/2 / (2/7 - 1/6)) / 3/4) / 7/6)
[816896] ['1/6', '2/7', '3/4', '5/2', '8/7'] -> (8/7 / ((3/4 - (1/6 * 5/2)) - 2/7))
[816910] ['1/6', '2/7', '3/4', '5/3', '6/7'] -> (6/7 / (3/4 * ((2/7 / 1/6) - 5/3)))
[816925] ['1/6', '2/7', '3/4', '5/3', '9/7'] -> (9/7 / (((2/7 - 1/6) * 3/4) / 5/3))
[816944] ['1/6', '2/7', '3/4', '5/4', '8/9'] -> ((3/4 + ((5/4 / 1/6) / 2/7)) * 8/9)
[816949] ['1/6', '2/7', '3/4', '5/4', '9/8'] -> ((3/4 + ((5/4 / 1/6) / 2/7)) / 9/8)
[816951] ['1/6', '2/7', '3/4', '5/6', '5/7'] -> (5/7 / (((1/6 * 2/7) * 3/4) * 5/6))
[816954] ['1/6', '2/7', '3/4', '5/6', '6/5'] -> (6/5 / (3/4 - ((1/6 / 2/7) / 5/6)))
[816960] ['1/6', '2/7', '3/4', '5/6', '7/6'] -> (((2/7 / (5/6 - 3/4)) / 1/6) * 7/6)
[816967] ['1/6', '2/7', '3/4', '5/6', '9/2'] -> (9/2 / (3/4 * (5/6 - (1/6 / 2/7))))
[816973] ['1/6', '2/7', '3/4', '5/7', '5/8'] -> ((5/7 / ((2/7 * 3/4) - 1/6)) / 5/8)
[816975] ['1/6', '2/7', '3/4', '5/7', '6/5'] -> ((((5/7 / 1/6) / 2/7) / 3/4) * 6/5)
[816980] ['1/6', '2/7', '3/4', '5/7', '7/5'] -> (7/5 / (1/6 * (3/4 - (2/7 / 5/7))))
[816986] ['1/6', '2/7', '3/4', '5/7', '8/7'] -> (8/7 / ((1/6 / 2/7) - (3/4 * 5/7)))
[816997] ['1/6', '2/7', '3/4', '5/8', '7/2'] -> (7/2 / (((1/6 + 5/8) - 3/4) / 2/7))
[816999] ['1/6', '2/7', '3/4', '5/8', '7/4'] -> (((2/7 / (3/4 - 5/8)) / 1/6) * 7/4)
[817011] ['1/6', '2/7', '3/4', '5/8', '9/7'] -> (9/7 / ((2/7 * 5/8) - (1/6 * 3/4)))
[817017] ['1/6', '2/7', '3/4', '5/9', '7/3'] -> ((2/7 / ((3/4 - 1/6) - 5/9)) * 7/3)
[817026] ['1/6', '2/7', '3/4', '5/9', '8/9'] -> ((3/4 / ((1/6 / 2/7) - 5/9)) * 8/9)
[817031] ['1/6', '2/7', '3/4', '5/9', '9/8'] -> ((3/4 / ((1/6 / 2/7) - 5/9)) / 9/8)
[817032] ['1/6', '2/7', '3/4', '6/5', '6/5'] -> (6/5 / (3/4 - ((1/6 * 6/5) / 2/7)))
[817037] ['1/6', '2/7', '3/4', '6/5', '7/5'] -> ((((6/5 / 1/6) / 2/7) / 3/4) / 7/5)
[817058] ['1/6', '2/7', '3/4', '6/7', '8/3'] -> (8/3 / ((2/7 / 6/7) - (1/6 / 3/4)))
[817062] ['1/6', '2/7', '3/4', '6/7', '9/2'] -> ((6/7 / (2/7 - (1/6 * 3/4))) * 9/2)
[817067] ['1/6', '2/7', '3/4', '7/2', '7/2'] -> (7/2 / (1/6 * (7/2 - (3/4 / 2/7))))
[817071] ['1/6', '2/7', '3/4', '7/2', '7/6'] -> ((((3/4 / 1/6) + 7/2) / 2/7) / 7/6)
[817075] ['1/6', '2/7', '3/4', '7/2', '8/5'] -> (8/5 / ((3/4 / (7/2 - 2/7)) - 1/6))
[817079] ['1/6', '2/7', '3/4', '7/2', '9/4'] -> ((((2/7 + 3/4) * 7/2) / 1/6) + 9/4)
[817083] ['1/6', '2/7', '3/4', '7/3', '7/3'] -> ((3/4 * ((7/3 / 1/6) - 2/7)) * 7/3)
[817086] ['1/6', '2/7', '3/4', '7/3', '7/6'] -> (7/6 / (1/6 * ((3/4 / 2/7) - 7/3)))
[817089] ['1/6', '2/7', '3/4', '7/3', '8/3'] -> (8/3 / (((2/7 * 3/4) - 1/6) * 7/3))
[817091] ['1/6', '2/7', '3/4', '7/3', '8/7'] -> (8/7 / (7/3 - ((2/7 / 1/6) / 3/4)))
[817093] ['1/6', '2/7', '3/4', '7/3', '9/2'] -> ((((2/7 * 7/3) / 1/6) / 3/4) * 9/2)
[817094] ['1/6', '2/7', '3/4', '7/3', '9/4'] -> ((((7/3 / 2/7) - 1/6) / 3/4) * 9/4)
[817098] ['1/6', '2/7', '3/4', '7/4', '7/4'] -> ((((7/4 / 1/6) / 3/4) - 2/7) * 7/4)
[817108] ['1/6', '2/7', '3/4', '7/4', '9/4'] -> ((((3/4 / 2/7) + 7/4) / 1/6) - 9/4)
[817112] ['1/6', '2/7', '3/4', '7/5', '7/5'] -> (7/5 / (1/6 * (3/4 - (2/7 * 7/5))))
[817118] ['1/6', '2/7', '3/4', '7/5', '8/7'] -> (8/7 / ((1/6 / 2/7) - (3/4 / 7/5)))
[817128] ['1/6', '2/7', '3/4', '7/6', '8/3'] -> (8/3 / ((2/7 * 7/6) - (1/6 / 3/4)))
[817132] ['1/6', '2/7', '3/4', '7/6', '9/2'] -> (9/2 / ((2/7 - (1/6 * 3/4)) * 7/6))
[817139] ['1/6', '2/7', '3/4', '7/8', '8/3'] -> ((3/4 / ((2/7 * 7/8) - 1/6)) * 8/3)
[817143] ['1/6', '2/7', '3/4', '7/8', '9/2'] -> (9/2 / (((2/7 / 3/4) - 1/6) * 7/8))
[817151] ['1/6', '2/7', '3/4', '7/9', '8/7'] -> (((1/6 / (7/9 - 3/4)) / 2/7) * 8/7)
[817152] ['1/6', '2/7', '3/4', '7/9', '8/9'] -> (8/9 / (((2/7 * 3/4) - 1/6) * 7/9))
[817156] ['1/6', '2/7', '3/4', '7/9', '9/7'] -> (9/7 / (3/4 * (2/7 - (1/6 / 7/9))))
[817160] ['1/6', '2/7', '3/4', '8/3', '8/7'] -> (8/7 / (((1/6 * 3/4) * 8/3) - 2/7))
[817163] ['1/6', '2/7', '3/4', '8/3', '9/4'] -> ((3/4 + ((1/6 + 8/3) / 2/7)) * 9/4)
[817173] ['1/6', '2/7', '3/4', '8/5', '9/7'] -> (9/7 / ((2/7 / 8/5) - (1/6 * 3/4)))
[817182] ['1/6', '2/7', '3/4', '8/9', '8/9'] -> ((((8/9 / 1/6) / 2/7) / 3/4) - 8/9)
[817184] ['1/6', '2/7', '3/4', '8/9', '9/4'] -> (9/4 / (3/4 - ((1/6 / 2/7) / 8/9)))
[817186] ['1/6', '2/7', '3/4', '8/9', '9/7'] -> (9/7 / (((2/7 * 3/4) - 1/6) / 8/9))
[817201] ['1/6', '2/7', '3/4', '9/7', '9/8'] -> ((9/7 / ((2/7 * 3/4) - 1/6)) / 9/8)
[817202] ['1/6', '2/7', '3/4', '9/8', '9/8'] -> ((((9/8 / 1/6) / 2/7) - 3/4) + 9/8)
[817205] ['1/6', '2/7', '3/5', '3/5', '3/8'] -> ((((3/5 / 2/7) - 3/5) / 1/6) / 3/8)
[817215] ['1/6', '2/7', '3/5', '3/5', '5/8'] -> ((3/5 / 3/5) / (5/8 - (1/6 / 2/7)))
[817224] ['1/6', '2/7', '3/5', '3/5', '7/8'] -> ((((3/5 / 1/6) / 2/7) / 3/5) / 7/8)
[817226] ['1/6', '2/7', '3/5', '3/5', '8/3'] -> ((((3/5 / 2/7) - 3/5) / 1/6) * 8/3)
[817240] ['1/6', '2/7', '3/5', '3/7', '4/9'] -> ((3/7 / (2/7 - (1/6 / 3/5))) * 4/9)
[817241] ['1/6', '2/7', '3/5', '3/7', '5/2'] -> ((3/5 + ((3/7 / 1/6) / 2/7)) * 5/2)
[817246] ['1/6', '2/7', '3/5', '3/7', '5/8'] -> ((((3/7 / 1/6) / 2/7) / 3/5) / 5/8)
[817257] ['1/6', '2/7', '3/5', '3/7', '8/3'] -> (8/3 / ((2/7 / (3/5 + 3/7)) - 1/6))
[817258] ['1/6', '2/7', '3/5', '3/7', '8/5'] -> ((((3/7 / 1/6) / 2/7) / 3/5) * 8/5)
[817262] ['1/6', '2/7', '3/5', '3/7', '9/4'] -> ((3/7 / (2/7 - (1/6 / 3/5))) / 9/4)
[817275] ['1/6', '2/7', '3/5', '3/8', '5/7'] -> ((((3/5 / 1/6) / 2/7) / 3/8) * 5/7)
[817283] ['1/6', '2/7', '3/5', '3/8', '7/5'] -> ((((3/5 / 1/6) / 2/7) / 3/8) / 7/5)
[817323] ['1/6', '2/7', '3/5', '4/3', '9/7'] -> (9/7 / (((2/7 - 1/6) * 3/5) / 4/3))
[817336] ['1/6', '2/7', '3/5', '4/5', '6/7'] -> ((((4/5 / 1/6) / 2/7) / 3/5) * 6/7)
[817341] ['1/6', '2/7', '3/5', '4/5', '7/6'] -> ((((4/5 / 1/6) / 2/7) / 3/5) / 7/6)
[817345] ['1/6', '2/7', '3/5', '4/5', '8/5'] -> (8/5 / ((1/6 * 2/7) * (3/5 + 4/5)))
[817346] ['1/6', '2/7', '3/5', '4/5', '8/7'] -> (8/7 / (((2/7 * 3/5) / 4/5) - 1/6))
[817358] ['1/6', '2/7', '3/5', '4/7', '5/6'] -> ((((4/7 / 1/6) / 2/7) / 3/5) / 5/6)
[817362] ['1/6', '2/7', '3/5', '4/7', '6/5'] -> ((((4/7 / 1/6) / 2/7) / 3/5) * 6/5)
[817371] ['1/6', '2/7', '3/5', '4/7', '8/3'] -> (8/3 / (1/6 * ((4/7 / 3/5) - 2/7)))
[817397] ['1/6', '2/7', '3/5', '4/9', '8/3'] -> ((4/9 / (3/5 - (1/6 / 2/7))) - 8/3)
[817404] ['1/6', '2/7', '3/5', '4/9', '9/7'] -> (9/7 / (3/5 * ((1/6 / 4/9) - 2/7)))
[817414] ['1/6', '2/7', '3/5', '5/2', '6/7'] -> (6/7 / (2/7 - ((1/6 * 3/5) * 5/2)))
[817429] ['1/6', '2/7', '3/5', '5/2', '9/7'] -> ((2/7 + ((5/2 / 1/6) / 3/5)) - 9/7)
[817444] ['1/6', '2/7', '3/5', '5/3', '7/8'] -> ((((3/5 * 5/3) / 1/6) / 2/7) / 7/8)
[817461] ['1/6', '2/7', '3/5', '5/4', '6/7'] -> (6/7 / (((1/6 * 2/7) * 3/5) * 5/4))
[817470] ['1/6', '2/7', '3/5', '5/4', '8/5'] -> (8/5 / ((5/4 - (1/6 / 2/7)) - 3/5))
[817471] ['1/6', '2/7', '3/5', '5/4', '8/7'] -> (8/7 / (((2/7 * 3/5) * 5/4) - 1/6))
[817483] ['1/6', '2/7', '3/5', '5/6', '6/7'] -> (6/7 / (1/6 * ((3/5 * 5/6) - 2/7)))
[817501] ['1/6', '2/7', '3/5', '5/7', '5/8'] -> (((2/7 / (5/7 - 3/5)) / 1/6) / 5/8)
[817505] ['1/6', '2/7', '3/5', '5/7', '7/2'] -> ((((5/7 / 1/6) / 3/5) - 2/7) * 7/2)
[817512] ['1/6', '2/7', '3/5', '5/7', '8/3'] -> ((((3/5 * 5/7) / 1/6) / 2/7) * 8/3)
[817525] ['1/6', '2/7', '3/5', '5/8', '7/2'] -> (7/2 / ((2/7 - 1/6) * (3/5 + 5/8)))
[817528] ['1/6', '2/7', '3/5', '5/8', '7/5'] -> (7/5 / ((1/6 * 2/7) * (3/5 + 5/8)))
[817534] ['1/6', '2/7', '3/5', '5/8', '8/7'] -> (8/7 / ((3/5 - (1/6 / 5/8)) - 2/7))
[817546] ['1/6', '2/7', '3/5', '5/9', '7/4'] -> ((3/5 / ((1/6 / 5/9) - 2/7)) / 7/4)
[817552] ['1/6', '2/7', '3/5', '5/9', '8/5'] -> (8/5 / ((2/7 * 3/5) * (5/9 - 1/6)))
[817553] ['1/6', '2/7', '3/5', '5/9', '8/7'] -> (8/7 / (2/7 * ((3/5 * 5/9) - 1/6)))
[817560] ['1/6', '2/7', '3/5', '6/5', '6/5'] -> (((3/5 + (6/5 / 2/7)) / 1/6) / 6/5)
[817561] ['1/6', '2/7', '3/5', '6/5', '6/7'] -> (6/7 / (1/6 * ((3/5 / 6/5) - 2/7)))
[817563] ['1/6', '2/7', '3/5', '6/5', '7/3'] -> ((((6/5 / 3/5) - 2/7) / 1/6) * 7/3)
[817579] ['1/6', '2/7', '3/5', '6/7', '7/2'] -> (7/2 / (1/6 / ((6/7 / 3/5) - 2/7)))
[817580] ['1/6', '2/7', '3/5', '6/7', '7/3'] -> (((2/7 + (6/7 / 3/5)) / 1/6) * 7/3)
[817588] ['1/6', '2/7', '3/5', '6/7', '8/7'] -> (8/7 / (2/7 - ((1/6 * 6/7) / 3/5)))
[817590] ['1/6', '2/7', '3/5', '6/7', '9/2'] -> ((6/7 / (2/7 - (1/6 / 3/5))) / 9/2)
[817600] ['1/6', '2/7', '3/5', '7/2', '7/8'] -> (((1/6 + (7/2 / 3/5)) / 2/7) / 7/8)
[817604] ['1/6', '2/7', '3/5', '7/2', '8/7'] -> (((1/6 + (7/2 / 3/5)) / 2/7) * 8/7)
[817623] ['1/6', '2/7', '3/5', '7/3', '9/5'] -> ((((7/3 / 2/7) - 1/6) / 3/5) * 9/5)
[817627] ['1/6', '2/7', '3/5', '7/4', '7/5'] -> (7/5 / (1/6 * ((3/5 / 2/7) - 7/4)))
[817632] ['1/6', '2/7', '3/5', '7/4', '8/5'] -> (8/5 / ((1/6 + (2/7 * 7/4)) - 3/5))
[817642] ['1/6', '2/7', '3/5', '7/5', '7/8'] -> ((((3/5 / 2/7) + 7/5) / 1/6) / 7/8)
[817644] ['1/6', '2/7', '3/5', '7/5', '8/3'] -> ((((3/5 / 1/6) / 2/7) / 7/5) * 8/3)
[817648] ['1/6', '2/7', '3/5', '7/5', '9/2'] -> (((3/5 + (7/5 / 2/7)) - 1/6) * 9/2)
[817657] ['1/6', '2/7', '3/5', '7/6', '8/5'] -> (8/5 - ((3/5 - (7/6 / 1/6)) / 2/7))
[817658] ['1/6', '2/7', '3/5', '7/6', '8/7'] -> (8/7 / (2/7 - ((1/6 / 3/5) / 7/6)))
[817700] ['1/6', '2/7', '3/5', '8/5', '9/5'] -> ((((3/5 / 2/7) + 8/5) / 1/6) + 9/5)
[817718] ['1/6', '2/7', '3/5', '9/2', '9/5'] -> (9/5 / ((3/5 - (1/6 / 2/7)) * 9/2))
[817723] ['1/6', '2/7', '3/5', '9/4', '9/7'] -> (9/7 / (3/5 * ((1/6 * 9/4) - 2/7)))
[817742] ['1/6', '2/7', '3/7', '3/7', '5/8'] -> ((3/7 / 3/7) / (5/8 - (1/6 / 2/7)))
[817748] ['1/6', '2/7', '3/7', '3/7', '7/4'] -> ((3/7 + 3/7) / (7/4 - (2/7 / 1/6)))
[817751] ['1/6', '2/7', '3/7', '3/7', '7/8'] -> ((((3/7 / 1/6) / 2/7) / 3/7) / 7/8)
[817766] ['1/6', '2/7', '3/7', '3/8', '4/9'] -> ((((2/7 / 1/6) / 3/7) / 3/8) / 4/9)
[817767] ['1/6', '2/7', '3/7', '3/8', '5/2'] -> (((3/7 / (2/7 - 1/6)) / 3/8) * 5/2)
[817770] ['1/6', '2/7', '3/7', '3/8', '5/6'] -> (((3/7 / (3/8 - 2/7)) / 1/6) * 5/6)
[817774] ['1/6', '2/7', '3/7', '3/8', '6/5'] -> (((3/7 / (3/8 - 2/7)) / 1/6) / 6/5)
[817788] ['1/6', '2/7', '3/7', '3/8', '9/4'] -> ((((2/7 / 1/6) / 3/7) / 3/8) * 9/4)
[817794] ['1/6', '2/7', '3/7', '4/3', '4/7'] -> (4/7 / (((3/7 - 2/7) * 4/3) - 1/6))
[817796] ['1/6', '2/7', '3/7', '4/3', '5/2'] -> ((((4/3 / 1/6) - 3/7) / 2/7) - 5/2)
[817804] ['1/6', '2/7', '3/7', '4/3', '6/7'] -> (6/7 / (1/6 * (3/7 - (2/7 / 4/3))))
[817841] ['1/6', '2/7', '3/7', '4/5', '8/5'] -> (8/5 / (3/7 - ((1/6 + 2/7) * 4/5)))
[817842] ['1/6', '2/7', '3/7', '4/5', '8/7'] -> (8/7 / ((1/6 / 2/7) - (3/7 / 4/5)))
[817859] ['1/6', '2/7', '3/7', '4/7', '6/7'] -> ((((4/7 / 1/6) / 2/7) / 3/7) * 6/7)
[817864] ['1/6', '2/7', '3/7', '4/7', '7/6'] -> ((((4/7 / 1/6) / 2/7) / 3/7) / 7/6)
[817865] ['1/6', '2/7', '3/7', '4/7', '7/8'] -> ((((3/7 + 4/7) / 1/6) / 2/7) / 7/8)
[817871] ['1/6', '2/7', '3/7', '4/7', '9/2'] -> ((((2/7 / 1/6) + 4/7) / 3/7) * 9/2)
[817876] ['1/6', '2/7', '3/7', '4/9', '4/9'] -> ((3/7 / ((1/6 + 2/7) - 4/9)) * 4/9)
[817885] ['1/6', '2/7', '3/7', '4/9', '6/7'] -> (6/7 / (1/6 * ((2/7 / 4/9) - 3/7)))
[817895] ['1/6', '2/7', '3/7', '4/9', '8/7'] -> (8/7 / (((2/7 / 4/9) - 1/6) - 3/7))
[817896] ['1/6', '2/7', '3/7', '4/9', '8/9'] -> (8/9 / (1/6 * ((2/7 / 3/7) - 4/9)))
[817911] ['1/6', '2/7', '3/7', '5/2', '7/2'] -> (((3/7 + (2/7 * 5/2)) / 1/6) * 7/2)
[817915] ['1/6', '2/7', '3/7', '5/2', '7/6'] -> (((5/2 / (2/7 - 1/6)) - 3/7) * 7/6)
[817925] ['1/6', '2/7', '3/7', '5/2', '9/7'] -> (9/7 / ((3/7 - 2/7) / (1/6 + 5/2)))
[817931] ['1/6', '2/7', '3/7', '5/3', '5/8'] -> ((((3/7 * 5/3) / 1/6) / 2/7) / 5/8)
[817942] ['1/6', '2/7', '3/7', '5/3', '8/3'] -> ((3/7 / ((2/7 / 1/6) - 5/3)) * 8/3)
[817943] ['1/6', '2/7', '3/7', '5/3', '8/5'] -> ((((3/7 * 5/3) / 1/6) / 2/7) * 8/5)
[817957] ['1/6', '2/7', '3/7', '5/4', '6/7'] -> (6/7 / (((2/7 / 1/6) - 3/7) - 5/4))
[817959] ['1/6', '2/7', '3/7', '5/4', '7/3'] -> (7/3 / (1/6 * (5/4 - (2/7 / 3/7))))
[817966] ['1/6', '2/7', '3/7', '5/4', '8/5'] -> (8/5 / (3/7 - ((1/6 + 2/7) / 5/4)))
