[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[16975] ['4/9', '7/5', '7/3', '3', '7'] -> 7/3 / 7/5 + 3 * (4/9 + 7)
[16976] ['2/5', '5/9', '5/7', '1', '8'] -> (5/7 + 1) * (8 / 5/9 - 2/5)
[16977] ['1/6', '3/4', '7/9', '7', '9'] -> (7 + 7/9 * 9) / (3/4 - 1/6)
[16978] ['5/7', '6/7', '6/7', '3', '4'] -> (4 + 6/7 + 6/7) / (5/7 / 3)
[16979] ['6/7', '1', '9/4', '7/3', '4'] -> 1 + 7/3 * (6/7 + 9/4 * 4)
[16980] ['4/9', '7/5', '5/2', '3', '7'] -> 5/2 * ((7 - 7/5) / 4/9 - 3)
[16981] ['2/5', '5/9', '3/4', '1', '8'] -> (2/5 + 8) / (3/4 / 5/9 - 1)
[16982] ['1/9', '2/7', '3/4', '3', '7'] -> 2/7 / 3 / (1/9 - 3/4 / 7)
[16983] ['1/5', '3/4', '6/7', '2', '8'] -> 6/7 * (8 / (1/5 / 3/4) - 2)
[16984] ['5/7', '6/7', '8/9', '3', '4'] -> 4 / (3 * (8/9 - 5/7 / 6/7))
[16985] ['4/9', '3/4', '8/7', '4', '6'] -> (6 + 4 / (3/4 * 8/7)) / 4/9
[16986] ['1/6', '3/4', '8/9', '7', '9'] -> (7 + 9) / (8/9 - 1/6 / 3/4)
[16987] ['6/7', '1', '9/4', '7/2', '4'] -> 6/7 * 7/2 * (9/4 * 4 - 1)
[16988] ['3/4', '4/5', '8/9', '6', '8'] -> (6 + 8 / 4/5) / (3/4 * 8/9)
[16989] ['5/7', '6/7', '9/8', '3', '4'] -> (3 + 4) / (9/8 - 5/7 / 6/7)
[16990] ['3/8', '2/5', '3', '9/2', '5'] -> 3 / (9/2 / 5 - (3/8 + 2/5))
[16991] ['1/5', '3/4', '8/9', '2', '8'] -> (8 + 2 / (1/5 * 3/4)) / 8/9
[16992] ['4/9', '3/4', '7/5', '4', '6'] -> (4 + 6) * (7/5 / 4/9 - 3/4)
[16993] ['1/8', '1/5', '6/7', '2', '6'] -> (2 / 1/5 - 6 / 6/7) / 1/8
[16994] ['2/5', '5/9', '6/7', '1', '8'] -> 8 / 6/7 / (5/9 / 2/5 - 1)
[16995] ['1/6', '3/4', '9/7', '7', '9'] -> (7 + 9 / 9/7) / (3/4 - 1/6)
[16996] ['5/7', '6/7', '6/5', '3', '4'] -> 3 * (6/5 + (6/7 + 4) / 5/7)
[16997] ['1/5', '3/4', '7/6', '2', '8'] -> (8 / (1/5 / 3/4) - 2) / 7/6
[16998] ['1/8', '1/5', '8/9', '2', '6'] -> 2 / (8/9 * (1/5 - 1/8)) - 6
[16999] ['1/4', '1/3', '4/7', '3', '8'] -> 1/4 + 8 + 3 / (1/3 * 4/7)
[17000] ['4/9', '3/2', '8/5', '3', '7'] -> 8/5 / (4/9 * 3/2) * (3 + 7)
[17001] ['1/6', '3/4', '7/5', '7', '9'] -> (9 + 7 / 7/5) / (3/4 - 1/6)
[17002] ['1/9', '2/7', '6/5', '3', '7'] -> (3 + 7) / (1/9 + 2/7) - 6/5
[17003] ['6/7', '1', '8/3', '7/2', '4'] -> 7/2 * 6/7 * 8/3 * (4 - 1)
[17004] ['1/6', '4/9', '9/5', '3', '6'] -> 6 / 9/5 + (4/9 + 3) / 1/6
[17005] ['2/5', '5/9', '1', '9/8', '8'] -> (8 + 1 / (5/9 * 9/8)) / 2/5
[17006] ['1/8', '1/5', '8/7', '2', '6'] -> 8/7 + 6 / (1/5 + 1/8 / 2)
[17007] ['1/6', '3/4', '8/5', '7', '9'] -> 8/5 * (1/6 + 9) + 7 / 3/4
[17008] ['6/7', '1', '8/3', '4', '9/2'] -> 4 * (8/3 + 9/2 - 1 / 6/7)
[17009] ['2/5', '5/9', '1', '8/7', '8'] -> 8 / (5/9 - 2/5) / (1 + 8/7)
[17010] ['8/9', '8/7', '9/7', '3', '3'] -> 9/7 / (8/7 * 3 - 3 / 8/9)
[17011] ['1/9', '5/7', '9/2', '5', '5'] -> (5 + 5 / 5/7) / (1/9 * 9/2)
[17012] ['1/6', '1/2', '5/7', '3', '6'] -> (6 - 1/6) / (5/7 / 3) - 1/2
[17013] ['3/4', '5/6', '6/7', '6', '8'] -> (8 + 6 / 6/7) / (3/4 * 5/6)
[17014] ['2/5', '5/9', '1', '7/6', '8'] -> 7/6 * 8 / (5/9 / 2/5 - 1)
[17015] ['1/4', '1/3', '8/7', '3', '8'] -> (8 / 8/7 - 1/3 * 3) / 1/4
[17016] ['4/9', '8/5', '8/5', '3', '7'] -> (8/5 * 7 - 8/5 / 3) / 4/9
[17017] ['1/9', '3/4', '3/4', '5', '5'] -> ((3/4 + 5) / 3/4 - 5) / 1/9
[17018] ['5/7', '6/7', '9/5', '3', '4'] -> 4 * (6/7 / 5/7 + 9/5 + 3)
[17019] ['1/5', '7/9', '7/9', '2', '8'] -> 8 * (7/9 / (1/5 * 7/9) - 2)
[17020] ['4/9', '7/9', '6/5', '4', '6'] -> 4/9 / (4 / 6 - 7/9 / 6/5)
[17021] ['2/5', '5/9', '1', '6/5', '8'] -> 8 / (5/9 * (6/5 + 2/5 - 1))
[17022] ['1/9', '2/7', '8/5', '3', '7'] -> 8/5 * (7 / (1/9 / 2/7) - 3)
[17023] ['1/6', '1/2', '7/5', '3', '6'] -> 7/5 * 3 * (6 - 1/6) - 1/2
[17024] ['1/6', '7/9', '7/9', '7', '9'] -> 9 + (7 + 7/9 / 1/6) / 7/9
[17025] ['4/9', '7/9', '9/7', '4', '6'] -> 6 / (4/9 / 7/9 - 9/7 / 4)
[17026] ['2/5', '5/9', '1', '5/4', '8'] -> 8 * (5/4 + 1 / 5/9) - 2/5
[17027] ['1/5', '7/9', '5/6', '2', '8'] -> 2 / (1/5 - 7/9 / 5/6 / 8)
[17028] ['3/4', '5/6', '9/7', '6', '8'] -> 9/7 * (6 + 8 * (3/4 + 5/6))
[17029] ['2/5', '5/9', '1', '9/7', '8'] -> 9/7 * (8 / 2/5 - 5/9) - 1
[17030] ['1/8', '1/5', '2', '7/2', '6'] -> 7/2 / 1/8 + 6 - 2 / 1/5
[17031] ['7/8', '7/8', '1', '4/3', '4'] -> 4 / (7/8 * (4/3 - 1 / 7/8))
[17032] ['4/9', '8/5', '7/3', '3', '7'] -> 8/5 * (7/3 * 7 - 4/9 * 3)
[17033] ['1/9', '2/7', '9/5', '3', '7'] -> (3 + 7 / 9/5) / 2/7 - 1/9
[17034] ['3/8', '3/7', '7/8', '3', '5'] -> (5 + 3 / 3/7) / (7/8 - 3/8)
[17035] ['4/9', '8/5', '5/2', '3', '7'] -> 7 / (4/9 / 8/5) - 3 / 5/2
[17036] ['4/9', '7/9', '9/5', '4', '6'] -> (6 - 9/5) / (7/9 / (4/9 + 4))
[17037] ['5/7', '7/8', '6/5', '3', '4'] -> 4 * (6/5 + 3 / (5/7 * 7/8))
[17038] ['7/8', '7/8', '1', '3/2', '4'] -> 4 / ((7/8 + 7/8) / 3/2 - 1)
[17039] ['3/4', '6/7', '7/8', '6', '8'] -> (6/7 + 3/4 / 7/8) * (6 + 8)
[17040] ['1/4', '3/8', '4/5', '3', '8'] -> (8 + 1/4 + 3) / (3/8 / 4/5)
[17041] ['4/9', '7/9', '7/3', '4', '6'] -> 6 / (4/9 - 7/9 + 7/3 / 4)
[17042] ['5/7', '7/8', '5/4', '3', '4'] -> 5/4 * 3 * 4 / (5/7 * 7/8)
[17043] ['1/9', '1/3', '4/7', '3', '7'] -> 4/7 * 7 * (3 + 1/3 / 1/9)
[17044] ['8/9', '8/7', '9/5', '3', '3'] -> 8/7 * 9/5 * 3 * (8/9 + 3)
[17045] ['3/4', '6/7', '7/6', '6', '8'] -> 8 * (6 * 3/4 / 7/6 - 6/7)
[17046] ['1/5', '5/8', '2', '5/2', '3'] -> 3 / 1/5 / (5/2 / 2 - 5/8)
[17047] ['3/8', '3/7', '6/5', '3', '5'] -> (6/5 + 3) * 5 / (3/8 / 3/7)
[17048] ['1/4', '3/8', '8/7', '3', '8'] -> 8 / (8/7 * (3/8 - 1/4 / 3))
[17049] ['5/7', '7/8', '7/5', '3', '4'] -> (7/5 + 4 / 5/7) / (7/8 / 3)
[17050] ['2/5', '5/9', '1', '5/2', '8'] -> 8 / (2/5 * 5/9) / (5/2 - 1)
[17051] ['1/5', '5/8', '2', '3', '7/2'] -> 1/5 + 7/2 * (2 + 3 / 5/8)
[17052] ['1/4', '3/8', '6/5', '3', '8'] -> 8 / (1/4 / 6/5 + 3/8 / 3)
[17053] ['5/7', '7/8', '8/5', '3', '4'] -> 3 * (8/5 + 4 / (5/7 * 7/8))
[17054] ['1/6', '5/9', '8/5', '3', '6'] -> (6 + 3 / (1/6 * 5/9)) / 8/5
[17055] ['1/9', '3/4', '9/7', '5', '5'] -> 3/4 * 9/7 * (5 * 5 - 1/9)
[17056] ['4/9', '7/4', '7/4', '3', '7'] -> (7 / 4/9 - 7/4) / (7/4 / 3)
[17057] ['7/8', '7/8', '1', '9/4', '4'] -> 9/4 / (7/8 - 1 + 7/8 / 4)
[17058] ['1/5', '7/9', '6/5', '2', '8'] -> 2 / (1/5 - 7/9 * 6/5 / 8)
[17059] ['1/5', '2/3', '7/9', '2', '3'] -> 2/3 + 2 * 3 / (1/5 / 7/9)
[17060] ['7/8', '7/8', '1', '7/3', '4'] -> 4 / (7/8 * 7/3 - (7/8 + 1))
[17061] ['4/9', '7/4', '9/5', '3', '7'] -> 9/5 * 3 * (4/9 + 7 / 7/4)
[17062] ['1/9', '1/3', '8/5', '3', '7'] -> 7 / 3 / (1/3 / 8/5 - 1/9)
[17063] ['1/9', '3/4', '7/5', '5', '5'] -> (7/5 * 5 - 5) / (1/9 * 3/4)
[17064] ['5/7', '7/8', '7/4', '3', '4'] -> (3 - 5/7) * 4 * (7/8 + 7/4)
[17065] ['1/6', '4/7', '3/5', '3', '6'] -> (6 / 3/5 - 3) / (1/6 / 4/7)
[17066] ['8/9', '7/6', '7/6', '3', '3'] -> 3 / (7/6 / 7/6 - 8/9) - 3
[17067] ['1/8', '2/9', '6/7', '2', '6'] -> (6 + 2 / 6/7) / (1/8 + 2/9)
[17068] ['1/4', '2/5', '3/7', '3', '8'] -> (8 + 3 / 3/7) / (1/4 / 2/5)
[17069] ['1/5', '7/9', '9/7', '2', '8'] -> 8 * (9/7 / (1/5 / 7/9) - 2)
[17070] ['3/4', '6/7', '9/4', '6', '8'] -> 8 * (6 * 3/4 / 6/7 - 9/4)
[17071] ['1/6', '4/7', '5/8', '3', '6'] -> 6 / (3 * 1/6 / 4/7 - 5/8)
[17072] ['1/9', '3/4', '3/2', '5', '5'] -> 5 / (3/4 / 5) / (3/2 - 1/9)
[17073] ['1/5', '2/3', '9/8', '2', '3'] -> 2/3 + (2 + 3 / 9/8) / 1/5
[17074] ['7/8', '7/8', '1', '8/3', '4'] -> 1 / (7/8 + 8/3 - 7/8 * 4)
[17075] ['1/4', '2/5', '4/9', '3', '8'] -> (8 / 4/9 - 3) / (1/4 / 2/5)
[17076] ['1/8', '2/9', '6/5', '2', '6'] -> (2/9 * 6 + 2 / 6/5) / 1/8
[17077] ['7/8', '7/8', '1', '7/2', '4'] -> 4 * (1 + (7/8 + 7/2) / 7/8)
[17078] ['1/9', '3/4', '8/5', '5', '5'] -> (5 / 3/4 - 5) / (1/9 / 8/5)
[17079] ['3/4', '7/8', '7/8', '6', '8'] -> (6 - 3/4) * 8 / (7/8 + 7/8)
[17080] ['4/9', '7/4', '3', '7/2', '7'] -> 7/2 + 7/4 + 3 + 7 / 4/9
[17081] ['1/5', '2/3', '7/6', '2', '3'] -> (2 / 1/5 - 2/3) / (7/6 / 3)
[17082] ['1/9', '3/8', '2/5', '3', '7'] -> 7 / (3 * (3/8 - 1/9 / 2/5))
[17083] ['3/8', '3/7', '9/4', '3', '5'] -> 3 / (3/8 + 5 - 9/4 / 3/7)
[17084] ['1/4', '2/5', '5/9', '3', '8'] -> 8 / (2/5 * 5/9) - 3 / 1/4
[17085] ['2/5', '4/7', '7/9', '1', '8'] -> 8 / 7/9 / (4/7 / 2/5 - 1)
[17086] ['5/7', '7/8', '5/2', '3', '4'] -> 3 * (4 + 5/2 / (5/7 * 7/8))
[17087] ['1/6', '4/7', '5/6', '3', '6'] -> 6 / (3 / 4/7 - 5/6 / 1/6)
[17088] ['1/9', '3/4', '7/4', '5', '5'] -> (7/4 + 5 / 5) / 1/9 - 3/4
[17089] ['3/4', '7/8', '8/7', '6', '8'] -> 6 * 8 / (8/7 + 3/4 / 7/8)
[17090] ['4/9', '9/5', '9/4', '3', '7'] -> 3 * 7 / (4/9 * 9/5) - 9/4
[17091] ['1/5', '2/3', '9/7', '2', '3'] -> 2/3 + 2 * 3 / (1/5 * 9/7)
[17092] ['1/4', '2/5', '4/7', '3', '8'] -> (2/5 + 8) * (3 - 1/4 * 4/7)
[17093] ['2/5', '4/7', '5/6', '1', '8'] -> 8 / (5/6 / 2/5 - 1 / 4/7)
[17094] ['1/9', '3/8', '3/5', '3', '7'] -> 7 / (3/8 / 3/5 - 1/9 * 3)
[17095] ['3/8', '3/7', '5/2', '3', '5'] -> (3 / 3/7 + 5 / 5/2) / 3/8
[17096] ['8/9', '7/6', '4/3', '3', '3'] -> (7/6 + 4/3 / 8/9) * 3 * 3
[17097] ['5/7', '7/8', '8/3', '3', '4'] -> 4 / (7/8 - 5/7) - 8/3 / 3
[17098] ['2/5', '4/7', '7/8', '1', '8'] -> 8 * (4/7 * 7/8 + 1 / 2/5)
[17099] ['3/4', '7/8', '4/3', '6', '8'] -> 8 / (4/3 - (7/8 + 3/4 / 6))
[17100] ['1/5', '2/3', '7/4', '2', '3'] -> 3 / 1/5 / (7/4 / 2/3 - 2)
[17101] ['5/7', '8/9', '8/9', '3', '4'] -> 8/9 / (3 / 4 - 5/7) - 8/9
[17102] ['1/6', '4/5', '7/8', '7', '9'] -> (7 + 9) / (7/8 - 1/6 / 4/5)
[17103] ['1/9', '3/4', '5/2', '5', '5'] -> 5 / (1/9 * 3/4) / (5 - 5/2)
[17104] ['1/9', '3/8', '4/5', '3', '7'] -> (1/9 + 7) * (3 / 4/5 - 3/8)
[17105] ['4/9', '9/5', '8/3', '3', '7'] -> 8/3 / 4/9 + 9/5 * (3 + 7)
[17106] ['3/4', '7/8', '9/5', '6', '8'] -> 6 + (3/4 + 8) / (7/8 / 9/5)
[17107] ['1/4', '2/5', '8/9', '3', '8'] -> 3 / 8/9 + (1/4 + 8) / 2/5
[17108] ['1/6', '4/5', '9/8', '7', '9'] -> (7 - 9/8) / 1/6 - 9 / 4/5
[17109] ['1/9', '3/8', '6/7', '3', '7'] -> (3 + 7) / (6/7 * (1/9 + 3/8))
[17110] ['1/9', '3/4', '7/2', '5', '5'] -> 7/2 / 1/9 - 3/4 * (5 + 5)
[17111] ['5/7', '8/9', '7/6', '3', '4'] -> 4 / (3 * (8/9 - 5/7 * 7/6))
[17112] ['7/8', '8/9', '1', '7/5', '4'] -> 4 / (7/8 - 1 / 7/5) - 8/9
[17113] ['3/4', '8/9', '8/9', '6', '8'] -> 6 / (8/9 / 8 - (3/4 - 8/9))
[17114] ['1/8', '1/4', '5/9', '2', '6'] -> 2 / 6 / (1/4 * 5/9 - 1/8)
[17115] ['1/5', '5/7', '3/4', '2', '3'] -> 3 / 5/7 / (3/4 / 2 - 1/5)
[17116] ['1/5', '7/9', '2', '9/2', '8'] -> 8 * (7/9 + 2 / (1/5 * 9/2))
[17117] ['1/6', '4/7', '9/5', '3', '6'] -> 9/5 * (6 / 4/7 - (1/6 - 3))
[17118] ['3/4', '8/9', '8/7', '6', '8'] -> 8/7 / (3/4 * 8/9) * (6 + 8)
[17119] ['3/8', '4/9', '5/7', '3', '5'] -> (5 / 5/7 - 3) / (3/8 * 4/9)
[17120] ['4/9', '5/6', '7/6', '4', '6'] -> 6 + (5/6 + 7/6) / (4/9 / 4)
[17121] ['1/9', '7/9', '5/6', '5', '5'] -> (1/9 + 7/9 * 5) / (5/6 / 5)
[17122] ['1/5', '4/5', '8/9', '2', '8'] -> (8/9 + 8) * (1/5 + 2 / 4/5)
[17123] ['5/7', '8/9', '9/7', '3', '4'] -> 9/7 / (5/7 / 8/9 - 3 / 4)
[17124] ['2/5', '4/7', '1', '3/2', '8'] -> (1 + 8 / (2/5 * 4/7)) / 3/2
[17125] ['4/9', '5/2', '5/2', '3', '7'] -> (7 + 5/2 + 5/2) / 4/9 - 3
[17126] ['1/4', '2/5', '7/3', '3', '8'] -> (8 + 7/3 * 3) / (1/4 / 2/5)
[17127] ['8/9', '7/6', '3', '3', '7/2'] -> 3 * 3 * 7/2 * 8/9 / 7/6
[17128] ['3/8', '4/9', '6/7', '3', '5'] -> 4/9 + (3 + 5 / 6/7) / 3/8
[17129] ['1/6', '3/5', '5/7', '3', '6'] -> 5/7 * (3/5 - 3 + 6 / 1/6)
[17130] ['3/4', '8/9', '8/5', '6', '8'] -> 8/5 * ((6 + 8) / 8/9 - 3/4)
[17131] ['4/9', '5/6', '7/5', '4', '6'] -> (6 + 4 * 5/6 * 7/5) / 4/9
[17132] ['8/9', '6/5', '6/5', '3', '3'] -> 3 / (6/5 / 6/5 - 8/9) - 3
[17133] ['1/8', '1/4', '8/5', '2', '6'] -> 8/5 * 6 * (2 + 1/8 / 1/4)
[17134] ['4/9', '3', '7/2', '7/2', '7'] -> 3 * (7/2 + 7 / (4/9 * 7/2))
[17135] ['1/6', '3/5', '7/9', '3', '6'] -> 3 / (1/6 / 7/9) + 6 / 3/5
[17136] ['2/5', '4/7', '1', '9/5', '8'] -> (8 + 4/7 * (1 + 9/5)) / 2/5
[17137] ['1/5', '5/7', '9/8', '2', '3'] -> 3 / (1/5 * 5/7) / (2 - 9/8)
[17138] ['1/4', '3/7', '5/9', '3', '8'] -> 8 / (3/7 * (3 - 5/9 / 1/4))
[17139] ['1/8', '1/4', '9/5', '2', '6'] -> 2 / 6 / (1/4 / 9/5 - 1/8)
[17140] ['1/5', '5/6', '8/9', '2', '8'] -> 8 / (8/9 / (5/6 * 2) - 1/5)
[17141] ['1/6', '3/5', '6/7', '3', '6'] -> 6/7 * (3 / 1/6 + 6 / 3/5)
[17142] ['2/5', '4/7', '1', '9/4', '8'] -> 9/4 + 1 / 4/7 + 8 / 2/5
[17143] ['5/7', '8/9', '8/5', '3', '4'] -> 4 * (8/5 / 8/9 + 3 / 5/7)
[17144] ['4/9', '6/7', '7/8', '4', '6'] -> (4 - 4/9) * (6 + 6/7 * 7/8)
[17145] ['1/6', '4/5', '7/3', '7', '9'] -> 4/5 * (7/3 / 1/6 + 7 + 9)
[17146] ['1/5', '5/7', '7/6', '2', '3'] -> 7/6 * (2 + (5/7 + 3) / 1/5)
[17147] ['1/8', '2/7', '1/3', '2', '6'] -> (2 / 2/7 - 6) / (1/8 * 1/3)
[17148] ['5/7', '8/9', '5/3', '3', '4'] -> (3 + 5/3 / 5/7) / (8/9 / 4)
[17149] ['1/6', '4/5', '8/3', '7', '9'] -> 9 + 7 / (1/6 + 4/5 / 8/3)
[17150] ['1/9', '7/9', '7/4', '5', '5'] -> 5 * (5 - 1/9) - 7/9 / 7/4
[17151] ['8/9', '6/5', '7/5', '3', '3'] -> 3 * 3 / (7/5 / 8/9 - 6/5)
[17152] ['7/8', '1', '9/8', '6/5', '4'] -> 6/5 * (1 + 4) / (9/8 - 7/8)
[17153] ['4/9', '6/7', '9/8', '4', '6'] -> (6/7 + 6) * (4 - 4/9 * 9/8)
[17154] ['1/8', '2/7', '2/5', '2', '6'] -> (2 + 2/7 / 1/8) * (6 - 2/5)
[17155] ['2/5', '4/7', '1', '5/2', '8'] -> 4/7 * 8 * (5/2 / 2/5 - 1)
[17156] ['1/2', '1/2', '9/5', '3', '7'] -> (1/2 + 7) / (1/2 / 9/5) - 3
[17157] ['1/4', '3/7', '5/6', '3', '8'] -> (3 / (1/4 * 3/7) - 8) / 5/6
[17158] ['1/9', '7/9', '9/4', '5', '5'] -> 9/4 * (5 + 5 - (1/9 - 7/9))
[17159] ['1/5', '5/7', '4/3', '2', '3'] -> (1/5 + 3) / (2 - 4/3 / 5/7)
[17160] ['1/6', '5/6', '7/8', '7', '9'] -> (5/6 / 1/6 + 7 + 9) / 7/8
[17161] ['1/2', '5/9', '5/9', '3', '7'] -> (5/9 + 7) / (1/2 - 5/9 / 3)
[17162] ['1/6', '3/5', '8/7', '3', '6'] -> 8/7 * (3/5 + 3) * (6 - 1/6)
[17163] ['1/9', '2/5', '5/7', '3', '7'] -> 5/7 * (3 / 1/9 - (2/5 - 7))
[17164] ['2/5', '4/7', '1', '9/2', '8'] -> (4/7 + 8) * (1 + 2/5 * 9/2)
[17165] ['1/2', '5/9', '4/7', '3', '7'] -> 4/7 / 3 * 7 / (5/9 - 1/2)
[17166] ['1/9', '7/9', '9/2', '5', '5'] -> (5 + 7/9 / 1/9) / (5 - 9/2)
[17167] ['3/8', '4/9', '5/3', '3', '5'] -> (3/8 + 3) * (5 + 4/9 + 5/3)
[17168] ['1/4', '3/7', '6/5', '3', '8'] -> 6/5 * (3 / (1/4 * 3/7) - 8)
[17169] ['1/5', '5/6', '2', '9/4', '8'] -> 8 / (2 * 9/4 - 5/6 / 1/5)
[17170] ['7/8', '1', '9/8', '8/5', '4'] -> 8/5 * (4 / (9/8 - 7/8) - 1)
[17171] ['1/8', '2/7', '3/5', '2', '6'] -> (6 / 3/5 - 2 / 2/7) / 1/8
[17172] ['3/4', '8/7', '5/3', '6', '8'] -> 3/4 * 6 * (8 / 8/7 - 5/3)
[17173] ['1/6', '3/5', '9/7', '3', '6'] -> 3 / (1/6 * 9/7) + 6 / 3/5
[17174] ['5/7', '8/9', '5/2', '3', '4'] -> 3 * (5/2 / 5/7 + 4 / 8/9)
[17175] ['1/6', '3/5', '4/3', '3', '6'] -> 3/5 * (4/3 * 3 + 6 / 1/6)
[17176] ['3/4', '8/7', '9/5', '6', '8'] -> 6 + (3/4 + 8) * 8/7 * 9/5
[17177] ['8/9', '6/5', '7/3', '3', '3'] -> 3 / (7/3 / 8/9 - 3 / 6/5)
[17178] ['1/2', '5/9', '6/7', '3', '7'] -> (7 / (1/2 * 6/7) - 3) / 5/9
[17179] ['2/5', '3/5', '6/7', '1', '8'] -> 8 / (3/5 / 2/5 - 1 / 6/7)
[17180] ['1/6', '5/6', '9/7', '7', '9'] -> 1/6 + 9 + 7 * (5/6 + 9/7)
[17181] ['3/8', '4/9', '5/2', '3', '5'] -> 3/8 + (5 + 5/2 + 3) / 4/9
[17182] ['1/4', '3/7', '8/5', '3', '8'] -> 3/7 * 8/5 * (3 + 8 / 1/4)
[17183] ['8/9', '6/5', '5/2', '3', '3'] -> 5/2 * 3 * 3 * 8/9 * 6/5
[17184] ['1/2', '5/9', '7/8', '3', '7'] -> 7 / (5/9 * 3 - (1/2 + 7/8))
[17185] ['1/8', '2/7', '5/6', '2', '6'] -> (2 + 6 / 2/7) / (1/8 + 5/6)
[17186] ['1/6', '5/8', '5/7', '3', '6'] -> 3 / (1/6 * 6 - 5/8 / 5/7)
[17187] ['3/8', '1/2', '7/9', '3', '5'] -> (5 / 1/2 - 3) / (3/8 * 7/9)
[17188] ['1/5', '6/7', '7/6', '2', '8'] -> 8 * (7/6 / (1/5 / 6/7) - 2)
[17189] ['5/7', '9/8', '7/6', '3', '4'] -> (3 + 4) / (9/8 - 5/7 * 7/6)
[17190] ['1/9', '2/5', '9/8', '3', '7'] -> 7 / (9/8 - 3 * 1/9 / 2/5)
[17191] ['8/9', '5/4', '5/4', '3', '3'] -> 3 / (5/4 / 5/4 - 8/9) - 3
[17192] ['1/5', '6/7', '5/4', '2', '8'] -> (5/4 - 1/5) * 8 * (6/7 + 2)
[17193] ['1/2', '5/9', '7/5', '3', '7'] -> (3 + 7 / (5/9 * 7/5)) / 1/2
[17194] ['1/6', '5/8', '8/7', '3', '6'] -> (5/8 + 6 - 3 / 8/7) / 1/6
[17195] ['1/4', '3/7', '3', '9/2', '8'] -> 3 + 1/4 / 3/7 * 9/2 * 8
[17196] ['3/8', '1/2', '9/7', '3', '5'] -> (5 / 1/2 - 3) / (3/8 / 9/7)
[17197] ['1/5', '3/4', '7/9', '2', '3'] -> 2 / (3 - 7/9 / (1/5 / 3/4))
[17198] ['1/6', '5/8', '9/7', '3', '6'] -> (1/6 + 3 / 9/7) / (5/8 / 6)
[17199] ['2/5', '5/8', '8/9', '1', '8'] -> 8 / (5/8 * 8/9) / (1 - 2/5)
[17200] ['1/6', '6/7', '6/5', '7', '9'] -> (9 - 7 * 6/7 / 6/5) / 1/6
[17201] ['1/2', '5/9', '7/4', '3', '7'] -> 7 / (5/9 - 1/2) / (7/4 * 3)
[17202] ['1/6', '5/8', '7/5', '3', '6'] -> 3 / (1/6 * 6 - 5/8 * 7/5)
[17203] ['5/7', '9/8', '9/7', '3', '4'] -> 9/7 / (5/7 * 9/8 - 3 / 4)
[17204] ['1/9', '2/5', '9/7', '3', '7'] -> 2/5 * 7 * (9/7 / 1/9 - 3)
[17205] ['1/6', '5/8', '5/3', '3', '6'] -> (6 + 5/3 * 3) / (5/8 - 1/6)
[17206] ['2/5', '5/8', '1', '8/7', '8'] -> (8 / 8/7 - 1) / (2/5 * 5/8)
[17207] ['5/7', '9/8', '4/3', '3', '4'] -> 5/7 / (4/3 - 9/8) * (3 + 4)
[17208] ['1/5', '6/7', '2', '9/4', '8'] -> 6/7 * (2 / 1/5 + 9/4 * 8)
[17209] ['1/5', '3/4', '8/9', '2', '3'] -> 2 / (1/5 * 3) / (8/9 - 3/4)
[17210] ['3/4', '9/7', '7/5', '6', '8'] -> 6 * (8 / 7/5 - 9/7 / 3/4)
[17211] ['1/2', '5/9', '3', '7/2', '7'] -> 3 * 7/2 + (1/2 + 7) / 5/9
[17212] ['1/5', '6/7', '2', '7/3', '8'] -> 7/3 * (6/7 / 1/5 - (2 - 8))
[17213] ['1/9', '2/5', '3/2', '3', '7'] -> (3 + 7) / (3/2 * 1/9 / 2/5)
[17214] ['8/9', '5/4', '5/3', '3', '3'] -> 3 / (5/4 - 3 + 5/3 / 8/9)
[17215] ['1/6', '6/7', '7/5', '7', '9'] -> (9 + 6/7 - 7) / (1/6 / 7/5)
[17216] ['1/5', '3/4', '8/7', '2', '3'] -> 3 * (2 / (1/5 * 8/7) - 3/4)
[17217] ['1/4', '4/9', '4/5', '3', '8'] -> 4/5 * (3 / 1/4 + 8 / 4/9)
[17218] ['1/5', '6/7', '2', '5/2', '8'] -> (5/2 + 8) * (6/7 / 1/5 - 2)
[17219] ['1/8', '2/7', '2', '8/3', '6'] -> 6 / (2/7 * (1/8 + 2 / 8/3))
[17220] ['5/7', '9/8', '3/2', '3', '4'] -> (3 - 5/7) * 4 * (9/8 + 3/2)
[17221] ['8/9', '5/4', '7/4', '3', '3'] -> (5/4 + 7/4) * 3 * 8/9 * 3
[17222] ['4/9', '7/8', '5/4', '4', '6'] -> 6 / (4/9 * (7/8 - 5/4 / 4))
[17223] ['1/6', '2/3', '7/5', '3', '6'] -> 6 / (2/3 / (3 - 7/5) - 1/6)
[17224] ['3/8', '5/9', '4/5', '3', '5'] -> 5 / 3 / (5/9 * 4/5 - 3/8)
[17225] ['1/5', '3/4', '9/7', '2', '3'] -> 2 / (3 - 3/4 / (1/5 * 9/7))
[17226] ['1/4', '4/9', '6/7', '3', '8'] -> (6/7 + 3) * (8 - 4/9 / 1/4)
[17227] ['5/7', '9/8', '8/5', '3', '4'] -> 4 * (9/8 * 8/5 + 3 / 5/7)
[17228] ['2/5', '5/8', '1', '9/2', '8'] -> (1 / 2/5 + 9/2 + 8) / 5/8
