[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[69160] ['1/6', '4/7', '3/2', '7', '7'] -> 7 / (1/6 * 3/2) - 4/7 * 7
[69161] ['2/9', '1', '4/3', '5/2', '5'] -> 4/3 / 5/2 / (2/9 - 1 / 5)
[69162] ['5/7', '6/5', '7/3', '4', '6'] -> (4 + 7/3 * 6) / 5/7 - 6/5
[69163] ['1/2', '8/7', '8/5', '6', '6'] -> 6 * (8/7 + 6 / (1/2 + 8/5))
[69164] ['5/8', '4/5', '4/3', '5', '6'] -> (5 + 6 / (4/5 / 4/3)) / 5/8
[69165] ['3/8', '9/8', '8/7', '2', '2'] -> 3/8 / (2 / 2 - 9/8 / 8/7)
[69166] ['2/5', '5/6', '7/8', '5', '8'] -> (5 + 8) / (7/8 - 2/5 * 5/6)
[69167] ['1/2', '8/7', '5/3', '6', '6'] -> 6 * (6 / (5/3 - 1/2) - 8/7)
[69168] ['5/7', '6/5', '5/2', '4', '6'] -> 6/5 * (6 + 4 / (5/7 / 5/2))
[69169] ['1/5', '5/9', '1', '7/2', '6'] -> 1 / 5/9 + 6 * (1/5 + 7/2)
[69170] ['3/8', '9/8', '7/6', '2', '2'] -> 2 / (3/8 - 9/8 - (7/6 - 2))
[69171] ['4/7', '1', '5/3', '5/2', '9'] -> (1 + 9) / (5/3 / 4/7 - 5/2)
[69172] ['1', '5/4', '9/7', '9/5', '6'] -> 5/4 * (6 / (9/7 - 1) - 9/5)
[69173] ['5/7', '6/5', '7/2', '4', '6'] -> 4 + 7/2 * (5/7 + 6 / 6/5)
[69174] ['2/5', '7/8', '2', '8/3', '5'] -> 5 / (7/8 / 2/5 - 2) - 8/3
[69175] ['4/9', '7/8', '8/9', '9', '9'] -> (9 + 9 * (4/9 + 8/9)) / 7/8
[69176] ['5/8', '5/6', '6/7', '5', '6'] -> 6 / (5/8 + 5/6) / (6/7 / 5)
[69177] ['3/8', '9/8', '5/4', '2', '2'] -> 2 / (2 / (3/8 + 9/8) - 5/4)
[69178] ['1', '5/4', '9/7', '7/3', '6'] -> 6 / (1 - 9/7 + 5/4 / 7/3)
[69179] ['5/7', '6/5', '4', '9/2', '6'] -> 4 * (6/5 + 9/2 / 5/7) - 6
[69180] ['5/8', '7/8', '1', '9/7', '7'] -> (1 + 9/7) * 7 * (5/8 + 7/8)
[69181] ['4/9', '7/8', '9/8', '9', '9'] -> 7/8 + 9 + 9 * (4/9 + 9/8)
[69182] ['2/5', '5/6', '9/7', '5', '8'] -> (5/6 + 5) * 8 * 2/5 * 9/7
[69183] ['2/9', '1', '7/5', '9/4', '5'] -> (1 + 7/5) * 5 / (2/9 * 9/4)
[69184] ['4/7', '1', '5/3', '9/2', '9'] -> 9 / 9/2 / (1 / 4/7 - 5/3)
[69185] ['4/9', '5/7', '6/7', '1', '2'] -> (5/7 + 1) / (2 - 6/7 / 4/9)
[69186] ['2/5', '7/8', '2', '9/2', '5'] -> 9/2 / 5 / (7/8 / 2 - 2/5)
[69187] ['5/8', '7/8', '1', '4/3', '7'] -> (1 + 7) / (4/3 * (7/8 - 5/8))
[69188] ['2/9', '1', '7/5', '7/3', '5'] -> (7/5 + 7/3) * 5 / (1 - 2/9)
[69189] ['5/7', '5/4', '4/3', '4', '6'] -> (4 + 6) / (5/4 / 5/7 - 4/3)
[69190] ['5/8', '1', '1', '5/4', '7/4'] -> (1 + 5/4) / (5/8 * 7/4 - 1)
[69191] ['4/9', '7/8', '7/6', '9', '9'] -> 9 * (4/9 * 9 - 7/6 / 7/8)
[69192] ['2/5', '5/6', '7/4', '5', '8'] -> 2/5 / ((5/6 + 8) / 5 - 7/4)
[69193] ['5/7', '5/4', '3/2', '4', '6'] -> 3/2 + 5/7 * 6 * (5/4 + 4)
[69194] ['5/8', '7/8', '1', '5/3', '7'] -> (1 + 7 / 7/8) / (5/8 / 5/3)
[69195] ['5/8', '1', '1', '5/4', '9/5'] -> 1 / ((5/8 + 5/4) / 9/5 - 1)
[69196] ['2/9', '1', '7/5', '7/2', '5'] -> 5 / 2/9 - (1 - 7/2 / 7/5)
[69197] ['1/5', '4/7', '5/6', '1', '6'] -> (1 + 6) / (5/6 * 1/5 / 4/7)
[69198] ['1/8', '4/9', '5/4', '4', '4'] -> (4 - (5/4 - 4)) / (1/8 / 4/9)
[69199] ['5/8', '7/8', '1', '9/4', '7'] -> 1 + (5/8 + 9/4) / (7/8 / 7)
[69200] ['1/2', '6/5', '7/3', '6', '6'] -> 7/3 * 6 + 6 / (1/2 * 6/5)
[69201] ['1/6', '3/5', '2/3', '7', '7'] -> (7 / 3/5 - (2/3 + 7)) / 1/6
[69202] ['1/5', '4/7', '7/8', '1', '6'] -> 6 * (4/7 / 1/5 + 1 / 7/8)
[69203] ['5/7', '5/4', '9/5', '4', '6'] -> (5/7 + 5/4 * 4) * (6 - 9/5)
[69204] ['2/9', '1', '3/2', '7/4', '5'] -> 5 * (3/2 / 2/9 - 7/4) - 1
[69205] ['5/8', '1', '1', '5/4', '8/3'] -> 1 / (8/3 * (5/4 - 1) - 5/8)
[69206] ['1/6', '3/5', '5/7', '7', '7'] -> (7 - 7 * 3/5 * 5/7) / 1/6
[69207] ['1/2', '5/4', '9/7', '6', '6'] -> (1/2 + 5/4) * (6 + 9/7 * 6)
[69208] ['1', '5/4', '7/5', '7/4', '6'] -> 6 / (5/4 * (1 - 7/5 / 7/4))
[69209] ['5/7', '5/4', '9/4', '4', '6'] -> 5/4 / (5/7 - 4 / 6) - 9/4
[69210] ['5/8', '8/9', '1', '8/7', '7'] -> 7 / (8/9 / 8/7) / (1 - 5/8)
[69211] ['2/5', '8/9', '4/3', '2', '5'] -> (8/9 + 4/3) * 2 * (2/5 + 5)
[69212] ['4/9', '7/8', '7/5', '9', '9'] -> 9 / (4/9 - 7/8 / 7/5 / 9)
[69213] ['4/7', '1', '9/5', '7/3', '9'] -> (1 + 9) * 7/3 * 4/7 * 9/5
[69214] ['1/2', '5/4', '7/3', '6', '6'] -> 1/2 + 6 + 6 * 5/4 * 7/3
[69215] ['4/9', '7/8', '8/5', '9', '9'] -> 9 / (4/9 / 8/5 + 7/8 / 9)
[69216] ['5/8', '6/7', '6/5', '5', '6'] -> 5/8 * 6 * (5 + 6/5 / 6/7)
[69217] ['1/6', '3/5', '6/7', '7', '7'] -> (7 / 3/5 - 7) / (1/6 / 6/7)
[69218] ['4/9', '7/8', '5/3', '9', '9'] -> (4/9 * 9 - 5/3) / (7/8 / 9)
[69219] ['1/8', '1/2', '5/9', '4', '4'] -> 4 + (1/2 + 4) / (1/8 / 5/9)
[69220] ['5/8', '8/9', '1', '9/7', '7'] -> (1 + 8/9 * 9/7) / (5/8 / 7)
[69221] ['1/6', '3/5', '8/9', '7', '7'] -> 7 / 3/5 + 7 + 8/9 / 1/6
[69222] ['2/9', '1', '8/5', '7/2', '5'] -> 8/5 / 2/9 / (1 - 7/2 / 5)
[69223] ['4/9', '7/8', '9/5', '9', '9'] -> 9 / 9 / (7/8 / 9/5 - 4/9)
[69224] ['1/8', '1/2', '7/9', '4', '4'] -> (1/2 + 4) / (1/8 / 7/9) - 4
[69225] ['1/6', '3/5', '9/8', '7', '7'] -> 7 * 7 / (1/6 + 9/8 / 3/5)
[69226] ['2/5', '6/7', '9/5', '5', '8'] -> (8 - (9/5 - 5)) / (2/5 / 6/7)
[69227] ['2/9', '1', '8/5', '9/2', '5'] -> 9/2 / 2/9 + (1 + 5) / 8/5
[69228] ['1/2', '9/7', '7/4', '6', '6'] -> (1/2 + 7/4) * (6 + 6 / 9/7)
[69229] ['4/7', '1', '9/4', '9/4', '9'] -> (9/4 + 9) / (1 - 4/7) - 9/4
[69230] ['1/5', '4/7', '1', '5/3', '6'] -> 6 / (1 / 5/3 - 1/5 / 4/7)
[69231] ['1/6', '3/5', '8/7', '7', '7'] -> 3/5 * 8/7 * (7 / 1/6 - 7)
[69232] ['4/9', '5/7', '1', '5/3', '2'] -> 2 / (5/3 / 5/7 - 1 / 4/9)
[69233] ['1/2', '9/7', '9/5', '6', '6'] -> (6 + 6 / 9/5) / (1/2 / 9/7)
[69234] ['4/7', '1', '9/4', '5/2', '9'] -> 9 / ((5/2 - 1) / 4/7 - 9/4)
[69235] ['1/6', '3/5', '7/6', '7', '7'] -> (7 / 3/5 - 7) / (1/6 * 7/6)
[69236] ['1/5', '4/7', '1', '9/4', '6'] -> 6 / (1 - (1/5 + 4/7)) - 9/4
[69237] ['5/8', '1', '1', '9/7', '9/4'] -> 1 / (5/8 / 9/7 - 1 / 9/4)
[69238] ['5/8', '8/9', '1', '9/5', '7'] -> 7 / (5/8 - 8/9 + 1 / 9/5)
[69239] ['2/5', '6/7', '7/2', '5', '8'] -> 7/2 * (6/7 + 8 - 2/5 * 5)
[69240] ['5/7', '4/3', '4', '9/2', '6'] -> (9/2 + 6) * (4 / 4/3 - 5/7)
[69241] ['2/5', '9/8', '9/8', '2', '5'] -> 5 / (2/5 / 2) - 9/8 / 9/8
[69242] ['1/2', '9/7', '5/2', '6', '6'] -> 6 * (9/7 * (6 - 5/2) - 1/2)
[69243] ['1/6', '3/5', '5/4', '7', '7'] -> (7 + 7) / (3/5 * 5/4 - 1/6)
[69244] ['2/5', '6/7', '9/2', '5', '8'] -> 6/7 * ((5 + 8) / 2/5 - 9/2)
[69245] ['1/8', '1/2', '9/7', '4', '4'] -> (1/2 + 4) / (1/8 * 9/7) - 4
[69246] ['4/9', '7/8', '9/2', '9', '9'] -> 9 / (4/9 * 9 + 7/8 - 9/2)
[69247] ['5/8', '8/9', '1', '7/3', '7'] -> (7/3 + 7) / (1 - 5/8) - 8/9
[69248] ['1/5', '4/7', '1', '5/2', '6'] -> 1 + 5/2 / 1/5 + 6 / 4/7
[69249] ['5/8', '1', '1', '9/7', '8/3'] -> (1 + 8/3) / (1 / 9/7 - 5/8)
[69250] ['1', '9/7', '9/7', '7/4', '6'] -> 6 / (1 - 7/4 + 9/7 / 9/7)
[69251] ['4/9', '8/9', '8/7', '9', '9'] -> 8/7 * (9 + 9 * (4/9 + 8/9))
[69252] ['5/8', '8/9', '1', '5/2', '7'] -> 8/9 * (7 / (5/8 / 5/2) - 1)
[69253] ['1/8', '1/2', '9/5', '4', '4'] -> 4 + (1/2 + 4) / (1/8 * 9/5)
[69254] ['5/8', '1', '1', '9/7', '7/2'] -> 9/7 / (5/8 - (1 + 1) / 7/2)
[69255] ['1', '9/7', '9/7', '9/5', '6'] -> (1 + 9/5) * (6 + 9/7 + 9/7)
[69256] ['5/8', '8/9', '1', '7/2', '7'] -> 5/8 - 1 / 8/9 + 7/2 * 7
[69257] ['2/9', '1', '7/4', '8/3', '5'] -> 1 / ((5 - 2/9) / 8/3 - 7/4)
[69258] ['1/2', '7/5', '7/4', '6', '6'] -> 6 * (6 / 7/5 - 1/2 / 7/4)
[69259] ['1/6', '3/5', '8/5', '7', '7'] -> 8/5 / 1/6 / (7 / 7 - 3/5)
[69260] ['5/8', '1', '1', '9/7', '9/2'] -> 9/2 / (5/8 - 1 / (1 + 9/7))
[69261] ['4/9', '5/7', '1', '2', '8/3'] -> 8/3 / (5/7 * (2 - 4/9) - 1)
[69262] ['1', '9/7', '9/7', '9/2', '6'] -> 6 * (9/2 + 1 - 9/7) - 9/7
[69263] ['5/8', '8/9', '1', '9/2', '7'] -> 1 / (7 / 9/2 - (5/8 + 8/9))
[69264] ['2/9', '1', '7/4', '7/2', '5'] -> 1 + 7/4 / 7/2 + 5 / 2/9
[69265] ['5/7', '7/5', '9/4', '4', '6'] -> 6 / (5/7 * (4 - (7/5 + 9/4)))
[69266] ['4/7', '1', '5/2', '8/3', '9'] -> 1 / ((5/2 + 8/3) / 4/7 - 9)
[69267] ['5/8', '1', '1', '4/3', '4/3'] -> 1 / (5/8 - 4/3 + 1 / 4/3)
[69268] ['2/5', '7/8', '6/5', '5', '8'] -> (5 + 8) / (7/8 - 2/5 / 6/5)
[69269] ['1/2', '7/5', '7/3', '6', '6'] -> (6 + 6 / 7/3) / (1/2 / 7/5)
[69270] ['1', '9/7', '4/3', '7/5', '6'] -> 6 / (9/7 / 4/3 - 1 / 7/5)
[69271] ['1/5', '3/5', '7/9', '1', '6'] -> 6 / (1 - 7/9) - 3/5 / 1/5
[69272] ['5/8', '1', '9/8', '8/7', '7'] -> 9/8 * 8/7 * 7 / (1 - 5/8)
[69273] ['4/9', '8/9', '7/4', '9', '9'] -> 9 + 9 * (8/9 + 4/9 * 7/4)
[69274] ['4/7', '1', '5/2', '9/2', '9'] -> 4/7 * (9/2 * 9 - (1 - 5/2))
[69275] ['1', '9/7', '4/3', '3/2', '6'] -> (1 + 4/3) * (9/7 + 3/2 * 6)
[69276] ['1/2', '7/5', '8/3', '6', '6'] -> 6 * (6 / (7/5 - 1/2) - 8/3)
[69277] ['1/6', '3/5', '9/5', '7', '7'] -> (9/5 / 3/5 + 7 / 7) / 1/6
[69278] ['5/8', '1', '9/8', '7/6', '7'] -> 7 / (5/8 + 9/8) / (7/6 - 1)
[69279] ['5/8', '7/8', '9/7', '5', '6'] -> 5 * (6 / 7/8 - 9/7 / 5/8)
[69280] ['2/5', '9/8', '7/4', '2', '5'] -> 5 * (7/4 + 2 * (2/5 + 9/8))
[69281] ['1', '9/7', '4/3', '8/5', '6'] -> 8/5 * (1 / (4/3 - 9/7) - 6)
[69282] ['1/2', '7/5', '9/2', '6', '6'] -> 9/2 * 6 / (7/5 - 1/2) - 6
[69283] ['5/8', '1', '9/8', '6/5', '7'] -> (1 + 7) * (6/5 + 9/8 / 5/8)
[69284] ['4/9', '8/9', '5/2', '9', '9'] -> 4/9 * 9 + 9 * 8/9 * 5/2
[69285] ['1/5', '3/5', '1', '5/4', '6'] -> 6 / (5/4 * (1 - (1/5 + 3/5)))
[69286] ['4/7', '1', '7/2', '7/2', '9'] -> 4/7 * 7/2 * (7/2 + 9) - 1
[69287] ['1', '9/7', '4/3', '7/4', '6'] -> 6 * (1 + 7/4 * 9/7 * 4/3)
[69288] ['5/8', '8/9', '8/9', '5', '6'] -> 6 * ((5 - 8/9) / 8/9 - 5/8)
[69289] ['2/5', '7/8', '7/4', '5', '8'] -> (7/4 + 5) / 2/5 - (7/8 - 8)
[69290] ['3/5', '3/5', '5/7', '1', '9'] -> (9 - 3/5) / (3/5 / (5/7 + 1))
[69291] ['5/8', '1', '9/8', '5/3', '7'] -> (1 + 7) * 5/3 / (5/8 / 9/8)
[69292] ['1/6', '3/5', '7/2', '7', '7'] -> 3/5 * (7 / 1/6 - 7 / 7/2)
[69293] ['2/5', '7/8', '9/4', '5', '8'] -> (8 + 5 / (7/8 + 9/4)) / 2/5
[69294] ['4/9', '9/8', '7/6', '9', '9'] -> 9 + 9 * (7/6 + 4/9 * 9/8)
[69295] ['4/9', '3/4', '1', '9/8', '2'] -> 1 / (3/4 * (2 - 4/9) - 9/8)
[69296] ['3/8', '7/6', '7/5', '2', '2'] -> 2 / (7/6 / 7/5 - 3/8 * 2)
[69297] ['2/9', '1', '9/4', '7/3', '5'] -> 9/4 * (1 + 5) + 7/3 / 2/9
[69298] ['1', '9/7', '4/3', '9/2', '6'] -> 9/2 * 6 - 9/7 * (1 + 4/3)
[69299] ['4/9', '9/8', '6/5', '9', '9'] -> 9 + 9 / (6/5 * 4/9 * 9/8)
[69300] ['2/5', '7/8', '7/3', '5', '8'] -> 7/3 * (8 + 5 * 2/5 / 7/8)
[69301] ['5/8', '8/9', '7/6', '5', '6'] -> 7/6 / ((5/8 + 5) / 6 - 8/9)
[69302] ['3/5', '3/5', '5/6', '1', '9'] -> (3/5 + 9) * (5/6 + 1 / 3/5)
[69303] ['4/9', '3/4', '1', '8/7', '2'] -> 3/4 / (2 - 1 / (4/9 * 8/7))
[69304] ['5/8', '1', '1', '4/3', '7/2'] -> 1 / ((1 + 4/3) / 7/2 - 5/8)
[69305] ['4/9', '9/8', '5/4', '9', '9'] -> (9 + 9) / (5/4 - 4/9 * 9/8)
[69306] ['5/8', '1', '1', '4/3', '9/2'] -> (4/3 + 1 + 1) / (5/8 / 9/2)
[69307] ['1/6', '5/8', '2/3', '7', '7'] -> (7 + 7) / (1/6 + 5/8 * 2/3)
[69308] ['2/9', '1', '7/3', '7/3', '5'] -> (1 + 7/3 * 7/3) / 2/9 - 5
[69309] ['2/5', '8/7', '4/3', '2', '5'] -> 2 / (2/5 / 8/7 - 4/3 / 5)
[69310] ['5/8', '1', '1', '7/5', '7/5'] -> 1 / (5/8 - 7/5 / (1 + 7/5))
[69311] ['1/6', '5/8', '3/4', '7', '7'] -> 7 / 7 / (1/6 + 5/8 - 3/4)
[69312] ['5/7', '8/5', '8/3', '4', '6'] -> (8/5 + 4 / 5/7) * (6 - 8/3)
[69313] ['1', '9/7', '7/5', '5/3', '6'] -> 6 * (1 + 5/3 * 9/7 * 7/5)
[69314] ['5/8', '1', '1', '7/5', '8/5'] -> 1 / (8/5 / (1 + 7/5) - 5/8)
[69315] ['3/8', '7/6', '2', '2', '7/3'] -> (2 + 2 * (7/6 + 7/3)) / 3/8
[69316] ['1/6', '5/8', '7/9', '7', '7'] -> 7 / (7/9 / 1/6 - 5/8 * 7)
[69317] ['1/8', '5/9', '9/7', '4', '4'] -> 4 / (5/9 - 4 * 1/8 / 9/7)
[69318] ['5/8', '1', '1', '7/5', '5/3'] -> 1 / (5/3 * (7/5 - 1) - 5/8)
[69319] ['2/9', '1', '8/3', '8/3', '5'] -> 8/3 / ((8/3 - 1) / 5 - 2/9)
[69320] ['5/7', '5/3', '7/4', '4', '6'] -> (4 + 6) / (5/3 - 5/7 * 7/4)
[69321] ['1/5', '5/8', '1', '8/7', '6'] -> 6 * (5/8 / 1/5 + 1 / 8/7)
[69322] ['3/8', '7/6', '2', '2', '7/2'] -> 2 / 2 / (3/8 - 7/6 / 7/2)
[69323] ['5/8', '1', '8/7', '7/5', '7'] -> 8/7 * 7 * (7/5 + 1 / 5/8)
[69324] ['5/9', '5/9', '4/7', '6', '6'] -> 4/7 * 6 * (6 + 5/9 / 5/9)
[69325] ['2/5', '8/7', '9/5', '2', '5'] -> 8/7 * 5 * (2 + 2/5 + 9/5)
[69326] ['4/9', '3/4', '1', '7/4', '2'] -> 2 / (7/4 / 3/4 - 1 / 4/9)
[69327] ['1', '9/7', '7/5', '7/3', '6'] -> 9/7 * (7/5 + 7/3) * (6 - 1)
[69328] ['5/8', '1', '1', '7/5', '9/5'] -> 9/5 / (7/5 / (1 + 1) - 5/8)
[69329] ['4/9', '9/8', '9/5', '9', '9'] -> 9 / (4/9 - 9/8 / 9/5 / 9)
[69330] ['1/6', '5/8', '7/8', '7', '7'] -> 7 / (1/6 * 7) / (7/8 - 5/8)
[69331] ['5/8', '1', '8/7', '3/2', '7'] -> 7 * (1 + 8/7 * (5/8 + 3/2))
[69332] ['4/9', '3/4', '1', '9/5', '2'] -> 2 / 3/4 / (1 / 9/5 - 4/9)
[69333] ['3/5', '3/5', '1', '7/2', '9'] -> 9 * (7/2 - 1 / (3/5 + 3/5))
[69334] ['5/8', '1', '8/7', '5/3', '7'] -> (1 + 8/7 * 7) / (5/8 / 5/3)
[69335] ['2/5', '8/9', '4/3', '5', '8'] -> 4/3 * 5 * 8 * 2/5 / 8/9
[69336] ['5/8', '8/9', '5/2', '5', '6'] -> 5/2 * 6 + 5 / (5/8 * 8/9)
[69337] ['2/5', '8/7', '2', '5/2', '5'] -> (5/2 - 2/5) * 5 * 8/7 * 2
[69338] ['4/9', '3/4', '1', '2', '7/2'] -> (1 + 2 * 7/2) / (4/9 * 3/4)
[69339] ['4/9', '9/8', '7/3', '9', '9'] -> (7/3 * 9 - 9) / (4/9 * 9/8)
[69340] ['5/8', '8/9', '7/2', '5', '6'] -> 8/9 * 6 * (5 / 5/8 - 7/2)
[69341] ['1/4', '1/4', '3/7', '1', '5'] -> 5 / (3/7 - 1/4) - 1 / 1/4
[69342] ['1', '9/7', '7/5', '7/2', '6'] -> 6 * (7/2 + 1 / 7/5) - 9/7
[69343] ['1/8', '5/9', '9/5', '4', '4'] -> 9/5 / (1/8 / 5/9) + 4 * 4
[69344] ['5/8', '1', '8/7', '9/4', '7'] -> 1 + (5/8 + 9/4) * 8/7 * 7
[69345] ['1/5', '5/8', '1', '7/3', '6'] -> (1 + 6) / (7/3 * 1/5 * 5/8)
[69346] ['5/7', '7/4', '9/5', '4', '6'] -> 6 / (7/4 / 5/7 + 9/5 - 4)
[69347] ['4/9', '9/8', '9/2', '9', '9'] -> (9 + 9 * 4/9 * 9/2) / 9/8
[69348] ['4/9', '7/9', '6/7', '1', '2'] -> 1 / (7/9 / (4/9 * 6/7) - 2)
[69349] ['1/4', '1/4', '5/9', '1', '5'] -> 5 / (1/4 / 5/9 - 1/4) - 1
[69350] ['2/5', '7/6', '7/6', '2', '5'] -> 5 / (2/5 / 2) - 7/6 / 7/6
[69351] ['5/7', '7/4', '5/2', '4', '6'] -> 6 / (4 - (5/2 + 5/7 * 7/4))
[69352] ['5/8', '9/8', '9/7', '5', '6'] -> 6 * (5/8 * 5 + 9/8 / 9/7)
[69353] ['2/5', '8/9', '7/4', '5', '8'] -> 2/5 * (8/9 + 8) * (7/4 + 5)
[69354] ['4/9', '7/9', '7/8', '1', '2'] -> 1 / (7/8 - (4/9 + 7/9 / 2))
[69355] ['3/5', '5/8', '5/6', '1', '9'] -> 9 / 5/8 / (1 / 5/6 - 3/5)
[69356] ['1/4', '1/4', '4/7', '1', '5'] -> (1/4 + 5) * (4/7 + 1 / 1/4)
[69357] ['3/8', '6/5', '7/4', '2', '2'] -> (7/4 + 2) * 2 / (3/8 / 6/5)
[69358] ['5/8', '9/8', '4/3', '5', '6'] -> (5 * (5/8 + 6) - 9/8) / 4/3
[69359] ['5/8', '1', '8/7', '9/2', '7'] -> 7 * (8/7 * (9/2 - 5/8) - 1)
[69360] ['1/6', '5/8', '4/3', '7', '7'] -> 4/3 + (7 + 1/6 + 7) / 5/8
[69361] ['1/5', '2/3', '6/7', '1', '6'] -> 2/3 * (1 + 6 / (1/5 * 6/7))
[69362] ['1/4', '1/4', '5/7', '1', '5'] -> 5 / (1/4 * 5/7) - 1 / 1/4
[69363] ['2/5', '8/9', '9/4', '5', '8'] -> (2/5 + 5) * (8/9 + 8 / 9/4)
[69364] ['5/9', '5/9', '5/4', '6', '6'] -> (6 - 5/9 / 5/9) / (5/4 / 6)
[69365] ['1', '9/7', '3/2', '8/3', '6'] -> 1 + 6 * (8/3 + 3/2 / 9/7)
[69366] ['1/5', '2/3', '1', '9/8', '6'] -> (6 + 1 / 1/5) / (9/8 - 2/3)
[69367] ['5/7', '9/5', '7/3', '4', '6'] -> 4 / (9/5 - 5/7 * 7/3) - 6
[69368] ['3/8', '6/5', '2', '2', '5/2'] -> 6/5 / (2 / 5/2 - 3/8 * 2)
[69369] ['5/8', '1', '1', '3/2', '8/3'] -> 1 / (5/8 / 3/2 - 1 / 8/3)
[69370] ['1', '9/7', '8/5', '8/5', '6'] -> 6 * (8/5 / (9/7 - 1) - 8/5)
[69371] ['1/5', '2/3', '1', '8/7', '6'] -> 8/7 * (1 + 6 / (1/5 / 2/3))
[69372] ['2/5', '8/9', '5/2', '5', '8'] -> 5/2 + 5 / 2/5 + 8 / 8/9
[69373] ['5/9', '5/9', '7/4', '6', '6'] -> (6 + 5/9 / 5/9) / (7/4 / 6)
[69374] ['3/8', '6/5', '2', '2', '8/3'] -> 2 / 3/8 / (8/3 / 6/5 - 2)
[69375] ['4/9', '7/9', '1', '7/6', '2'] -> 1 / (7/6 / (4/9 / 7/9) - 2)
[69376] ['1', '9/7', '8/5', '5/3', '6'] -> 9/7 * 8/5 * 5/3 * (1 + 6)
[69377] ['4/9', '8/7', '4/3', '9', '9'] -> 8/7 * (4/3 / 4/9 + 9 + 9)
[69378] ['1/6', '5/8', '7/4', '7', '7'] -> (7 + 7 / 7/4) / (5/8 - 1/6)
[69379] ['5/7', '9/5', '5/2', '4', '6'] -> 4 / (5/2 / 5/7 - 6 / 9/5)
[69380] ['2/5', '7/6', '7/4', '2', '5'] -> 2/5 / (2 - (7/4 + 7/6 / 5))
[69381] ['2/5', '8/9', '7/2', '5', '8'] -> 8 / (2/5 * 8/9) - (7/2 - 5)
[69382] ['4/9', '7/9', '1', '6/5', '2'] -> 4/9 / ((2 - 7/9) / 6/5 - 1)
[69383] ['3/5', '5/8', '1', '4/3', '9'] -> 9 / (1 / 4/3 - 3/5 * 5/8)
[69384] ['2/5', '7/6', '9/5', '2', '5'] -> 9/5 * (5 / 2/5 - (7/6 - 2))
[69385] ['1/8', '4/7', '3/4', '4', '4'] -> 4/7 * (4 + (3/4 + 4) / 1/8)
[69386] ['1/8', '4/7', '7/9', '4', '4'] -> (4 - 4/7 / 4) / (1/8 / 7/9)
[69387] ['5/8', '1', '7/6', '7/4', '7'] -> 7 / (5/8 - 1 + 7/6 / 7/4)
[69388] ['5/7', '9/5', '7/2', '4', '6'] -> 6 + 5/7 * 9/5 * 7/2 * 4
[69389] ['1/6', '5/8', '9/2', '7', '7'] -> 7 / (1/6 + 9/2 - 5/8 * 7)
[69390] ['2/5', '7/6', '2', '7/2', '5'] -> (2 - 2/5) * 5 / (7/6 / 7/2)
[69391] ['3/5', '5/8', '1', '7/4', '9'] -> 9 / (7/4 - (1 + 3/5 * 5/8))
[69392] ['1/4', '1/4', '1', '7/3', '5'] -> 5 / (1/4 * 1/4) / (1 + 7/3)
[69393] ['1', '9/7', '8/5', '7/3', '6'] -> 7/3 * 9/7 * 8/5 * (6 - 1)
[69394] ['5/7', '9/4', '7/3', '4', '6'] -> 6 / (4 - 7/3 * 5/7 * 9/4)
[69395] ['4/9', '7/9', '1', '3/2', '2'] -> 4/9 / (7/9 / 3/2 - 1 / 2)
[69396] ['5/8', '8/7', '7/4', '5', '6'] -> 6 / (5/8 * 8/7) / (7/4 / 5)
[69397] ['5/8', '1', '7/6', '9/4', '7'] -> 5/8 * 7 / (7/6 - 1) - 9/4
[69398] ['4/9', '8/7', '5/3', '9', '9'] -> 8/7 * 9 * (4/9 * 9 - 5/3)
[69399] ['3/8', '5/4', '7/4', '2', '2'] -> 2 / (7/4 - 5/4 / (3/8 * 2))
[69400] ['1/4', '2/7', '3/8', '1', '5'] -> (1 / (1/4 * 2/7) - 5) / 3/8
[69401] ['2/5', '9/8', '4/3', '5', '8'] -> 4/3 * 5 * 8 * 2/5 * 9/8
[69402] ['1/6', '2/3', '7/9', '7', '7'] -> (7 + 2/3 + 7) / (7/9 - 1/6)
[69403] ['1/4', '2/7', '2/5', '1', '5'] -> (5 / (2/7 / 2/5) - 1) / 1/4
[69404] ['4/9', '8/7', '7/4', '9', '9'] -> 9 * (9 / (8/7 + 7/4) - 4/9)
[69405] ['5/9', '4/7', '2/3', '6', '6'] -> 2/3 / (6 / 6 - 5/9 / 4/7)
[69406] ['5/7', '9/4', '4', '9/2', '6'] -> 6 / (5/7 - 9/4 / 9/2) - 4
[69407] ['5/9', '4/7', '5/7', '6', '6'] -> (6 + 6 / (5/9 / 5/7)) / 4/7
[69408] ['1/8', '4/7', '6/5', '4', '4'] -> (4 - 6/5) * (4 + 4/7 / 1/8)
[69409] ['5/8', '8/7', '9/2', '5', '6'] -> 8/7 * 6 * (5 / 5/8 - 9/2)
[69410] ['1', '9/7', '8/5', '9/2', '6'] -> 8/5 * 6 * (9/2 / 9/7 - 1)
[69411] ['1/6', '2/3', '8/9', '7', '7'] -> (7 + 7) / (2/3 / 8/9 - 1/6)
[69412] ['3/5', '2/3', '3/4', '1', '9'] -> 2/3 * 9 / (3/4 / 3/5 - 1)
[69413] ['2/5', '5/4', '4/3', '2', '5'] -> 5 / (4/3 + 2 - 5/4 / 2/5)
