[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[14539] ['2/7', '4/7', '9/4', '3', '5'] -> 2/7 / (9/4 - 4/7 - 5 / 3)
[14540] ['1/5', '5/8', '8/9', '3', '8'] -> (8 / ((1/5 * 5/8) * 8/9) * 3))
[14541] ['3/5', '9/7', '7/4', '6', '8'] -> 7/4 * 8 * 9/7 / 3/5 - 6
[14542] ['2/5', '5/7', '5/6', '4', '6'] -> (6 + 4 / (2/5 * 5/7)) / 5/6
[14543] ['8/5', '7/3', '7/3', '4', '9'] -> (4 - 8/5) * (9 + 7/3 / 7/3)
[14544] ['1/7', '3/5', '9/4', '7', '9'] -> 9/4 * (9 + 7 * 1/7 / 3/5)
[14545] ['1/3', '3/7', '1', '5/4', '8'] -> 8 * 5/4 / 3/7 - (1/3 - 1)
[14546] ['1/8', '7/6', '5/3', '3', '6'] -> (3 + 6) / (5/3 - (1/8 + 7/6))
[14547] ['1/7', '2', '9/4', '7/3', '8'] -> 2 / (1/7 * 7/3) + 9/4 * 8
[14548] ['3/5', '9/7', '9/4', '6', '8'] -> 6 / 3/5 + 8 * 9/4 / 9/7
[14549] ['1/6', '1/6', '4/7', '2', '3'] -> (1/6 * 3 + 2 / 4/7) / 1/6
[14550] ['7/8', '9/5', '3', '9/2', '6'] -> 9/5 / (7/8 - 6 / (3 + 9/2))
[14551] ['1/3', '3/7', '1', '8/5', '8'] -> 8/5 * (8 + 1 / (1/3 * 3/7))
[14552] ['1/6', '1/6', '3/5', '2', '3'] -> 3 + (1/6 + 2 / 3/5) / 1/6
[14553] ['3/5', '9/7', '7/3', '6', '8'] -> 8 * (6 / (3/5 * 7/3) - 9/7)
[14554] ['3/7', '4/9', '5/8', '3', '7'] -> (7 / 3/7 - 4/9 * 3) / 5/8
[14555] ['3/5', '9/7', '5/2', '6', '8'] -> 5/2 * (9/7 - 3/5) * (6 + 8)
[14556] ['2/7', '3/5', '3/4', '3', '5'] -> (3/5 + 5) * (2/7 + 3 / 3/4)
[14557] ['4/5', '9/7', '9/5', '3', '3'] -> (9/7 + 3) * (3 + 4/5 + 9/5)
[14558] ['1/6', '1/6', '7/9', '2', '3'] -> (7/9 / 1/6 - 2 / 3) / 1/6
[14559] ['1/5', '5/8', '7/3', '3', '8'] -> 8 / (7/3 - 5/8 * (1/5 + 3))
[14560] ['3/2', '3/2', '2', '7/2', '5'] -> 3/2 * 2 * (7/2 + 5) - 3/2
[14561] ['1/7', '2', '5/2', '8/3', '8'] -> (8 / (1/7 * (2 * 5/2)) - 8/3))
[14562] ['2/7', '3/5', '4/5', '3', '5'] -> 3/5 + 3 * (5 + 4/5 / 2/7)
[14563] ['1/7', '5/8', '7/9', '7', '9'] -> 7 / (7/9 - 5/8 / (1/7 * 9))
[14564] ['1/8', '6/5', '7/4', '3', '6'] -> 3 * 6 * (7/4 / 6/5 - 1/8)
[14565] ['5/3', '7/4', '9/5', '4', '9'] -> (7/4 + 9) * 4 / 5/3 - 9/5
[14566] ['4/5', '9/7', '7/3', '3', '3'] -> (9/7 + 3) * 3 * 4/5 * 7/3
[14567] ['2/7', '3/5', '5/6', '3', '5'] -> (3 + 5 / 2/7) / 5/6 - 3/5
[14568] ['1/6', '1/6', '8/9', '2', '3'] -> (8/9 * 3 - 2) / (1/6 * 1/6)
[14569] ['7/9', '1', '8/7', '8/3', '4'] -> 8/7 / (4 - (8/3 + 1 / 7/9))
[14570] ['3/7', '4/9', '4/5', '3', '7'] -> (7 / 3/7 - 3) * 4/5 / 4/9
[14571] ['3/2', '8/5', '2', '7/3', '5'] -> 8/5 * 5 / (3/2 - 7/3 / 2)
[14572] ['1/3', '4/9', '5/7', '1', '8'] -> ((1/3 + 8) / 5/7 - 1) / 4/9
[14573] ['3/5', '9/7', '9/2', '6', '8'] -> (9/7 - 3/5) * (8 + 9/2 * 6)
[14574] ['3/5', '4/5', '6/7', '3', '4'] -> 3 / (6/7 - 3/5 / 4/5) - 4
[14575] ['2/7', '3/5', '7/8', '3', '5'] -> (3 + 3/5 * 5) / (2/7 * 7/8)
[14576] ['1/3', '4/9', '4/5', '1', '8'] -> (8 / 4/5 - (1/3 - 1)) / 4/9
[14577] ['4/5', '9/7', '8/3', '3', '3'] -> (8/3 - 4/5) * 3 * (9/7 + 3)
[14578] ['1/6', '1/6', '2/7', '2', '8'] -> (2 + 8) / (1/6 / 2/7 - 1/6)
[14579] ['1/5', '2/3', '6/7', '3', '8'] -> (3 - 1/5) * (8 + 2/3 * 6/7)
[14580] ['3/2', '5/3', '2', '9/4', '5'] -> 5 / ((3/2 + 9/4) / 2 - 5/3)
[14581] ['3/5', '4/5', '9/8', '3', '4'] -> (4/5 + 3 * 4) * 9/8 / 3/5
[14582] ['1/6', '1/6', '3/7', '2', '8'] -> 8 / (1/6 / (1/6 * /7) - 2)
[14583] ['1/6', '1/6', '9/5', '2', '3'] -> 2 / (1/6 - 1/6 / 9/5) - 3
[14584] ['1/5', '2/3', '7/8', '3', '8'] -> (8 / 1/5 - 3) / (2/3 + 7/8)
[14585] ['1/3', '4/9', '1', '6/5', '8'] -> 8 / (6/5 * (1 - 4/9) - 1/3)
[14586] ['1/8', '5/4', '7/3', '3', '6'] -> (6 + 5/4 / 1/8) / (3 - 7/3)
[14587] ['2/7', '3/5', '6/5', '3', '5'] -> 6/5 * (3 + 5 / 2/7) - 3/5
[14588] ['7/9', '1', '7/6', '7/5', '4'] -> (4 / (7/5 * (1 / 7/9)) - 7/6))
[14589] ['1/6', '1/5', '2/7', '2', '3'] -> 2 / (3 - 1/6 / (1/5 * /7)
)[14590] ['2/5', '5/7', '4', '9/2', '6'] -> (4 * 9/2 - 6 / 5/7) / 2/5
[14591] ['1/3', '4/9', '1', '7/5', '8'] -> (7/5 * (1/3 + 8) - 1) / 4/9
[14592] ['7/4', '7/4', '9/5', '4', '9'] -> 4 * (7/4 / 7/4 + 9 / 9/5)
[14593] ['3/5', '3/2', '7/3', '6', '8'] -> (7/3 - 3/2) * 8 * 3/5 * 6
[14594] ['7/9', '1', '7/6', '3/2', '4'] -> 4 / (7/9 / 7/6 + 1 - 3/2)
[14595] ['8/9', '8/7', '7/6', '3', '6'] -> 6 * (8/9 * 3 + 8/7 * 7/6)
[14596] ['1/6', '1/6', '8/7', '2', '8'] -> 8/7 * (8 + (1/6 + 2) / 1/6)
[14597] ['1/3', '4/9', '1', '7/4', '8'] -> 8 * (7/4 / 1/3 - 1 / 4/9)
[14598] ['2/7', '3/5', '4/3', '3', '5'] -> (3/5 + 5) * (2/7 + 4/3 * 3)
[14599] ['3/5', '5/6', '8/9', '3', '4'] -> 3 * 4 / (5/6 / 3/5 - 8/9)
[14600] ['1/6', '1/6', '6/5', '2', '8'] -> (2 + 1/6 * 8) * 6/5 / 1/6
[14601] ['1/6', '1/5', '4/9', '2', '3'] -> 3 / (2 - 1/6 / (1/5 * /9)
)[14602] ['3/7', '4/9', '3/2', '3', '7'] -> 4/9 * 3/2 + (3 + 7) / 3/7
[14603] ['1/7', '5/8', '4/3', '7', '9'] -> 7 / (5/8 + 9 - 4/3 / 1/7)
[14604] ['2/7', '3/5', '5/3', '3', '5'] -> 3 + (5 + 3/5 * 5/3) / 2/7
[14605] ['1/6', '1/6', '9/7', '2', '8'] -> 9/7 * 8 * (2 + 1/6 + 1/6)
[14606] ['7/4', '9/5', '9/5', '4', '9'] -> (9/5 + 9) / (4 - (7/4 + 9/5))
[14607] ['2/5', '3/4', '8/7', '4', '6'] -> (4 - 8/7) * (2/5 + 6 / 3/4)
[14608] ['3/7', '4/9', '8/5', '3', '7'] -> 8/5 * (7 / 3/7 - 4/9 * 3)
[14609] ['4/5', '4/3', '3', '3', '7/2'] -> 3 / (7/2 / (4/5 * 3) - 4/3)
[14610] ['1/6', '1/6', '7/5', '2', '8'] -> (7/5 + 1/6 / 1/6) * (2 + 8)
[14611] ['8/9', '8/7', '4/3', '3', '6'] -> 4/3 + 6 * (3 + 8/9 / 8/7)
[14612] ['1/7', '5/8', '3/2', '7', '9'] -> (9 + 1/7 * 7) * 3/2 / 5/8
[14613] ['2/7', '3/5', '7/4', '3', '5'] -> (3 - 3/5) * 5 / (2/7 * 7/4)
[14614] ['3/5', '5/3', '9/2', '6', '8'] -> 8 / (6 / 9/2 - 3/5 * 5/3)
[14615] ['8/5', '5/3', '2', '7/2', '5'] -> (5/3 + 5) * (8/5 * 7/2 - 2)
[14616] ['4/5', '7/5', '7/5', '3', '3'] -> 3 * (7/5 + 3 * (4/5 + 7/5))
[14617] ['7/4', '9/5', '7/3', '4', '9'] -> (7/3 + 9) / (4 / 9/5 - 7/4)
[14618] ['3/5', '5/6', '7/6', '3', '4'] -> (3/5 + 7/6 / 5/6) * 3 * 4
[14619] ['8/9', '8/7', '7/5', '3', '6'] -> 7/5 * (8/7 + 6 * 8/9 * 3)
[14620] ['1/6', '1/5', '6/7', '2', '3'] -> 6/7 * (2 / 1/5 + 3 / 1/6)
[14621] ['1/5', '5/7', '7/9', '3', '8'] -> (8 / ((1/5 * 5/7) * 7/9) * 3))
[14622] ['1/6', '1/5', '2/7', '2', '8'] -> 8 / (2/7 * (2 - 1/6 / 1/5))
[14623] ['3/5', '5/6', '5/4', '3', '4'] -> (3 + 4) / (5/4 * (5/6 - 3/5))
[14624] ['4/5', '7/5', '5/3', '3', '3'] -> (7/5 + 5/3 * 3) * 3 / 4/5
[14625] ['1/3', '1/2', '1', '8/7', '8'] -> (1/2 + 1 / 1/3) * (8 - 8/7)
[14626] ['7/9', '1', '6/5', '7/5', '4'] -> 7/5 * 4 / (1 - 7/9) - 6/5
[14627] ['1/6', '1/5', '8/9', '2', '3'] -> 8/9 * (2 / 1/6 + 3 / 1/5)
[14628] ['1/6', '1/5', '1/3', '2', '8'] -> 2 * 8 * (1/3 / 1/5 - 1/6)
[14629] ['7/4', '9/5', '8/3', '4', '9'] -> 9/5 * (7/4 * 4 - (8/3 - 9))
[14630] ['3/5', '7/4', '8/3', '6', '8'] -> 6 + 7/4 * 8/3 + 8 / 3/5
[14631] ['1/6', '1/5', '9/8', '2', '3'] -> (2 / 1/6 + 3 / 1/5) / 9/8
[14632] ['3/7', '4/9', '3', '7/2', '7'] -> 3/7 * 7/2 + (3 + 7) / 4/9
[14633] ['7/4', '9/5', '4', '9/2', '9'] -> 9 / (9/2 * 7/4 / 9/5 - 4)
[14634] ['8/5', '9/5', '2', '9/4', '5'] -> (8/5 + 9/5 / 9/4) * 2 * 5
[14635] ['1/5', '5/7', '8/9', '3', '8'] -> (8 / 8/9 - 3 / 5/7) / 1/5
[14636] ['4/5', '7/5', '9/4', '3', '3'] -> (9/4 + 7/5 / 4/5) * (3 + 3)
[14637] ['8/9', '8/7', '7/4', '3', '6'] -> 8/7 / (6 * 8/9 / 7/4 - 3)
[14638] ['3/7', '4/9', '3', '9/2', '7'] -> 3 + (7 + 4/9 * 9/2) / 3/7
[14639] ['8/5', '9/5', '2', '7/3', '5'] -> (8/5 + 2) * (9/5 * 5 - 7/3)
[14640] ['1/3', '5/9', '4/7', '1', '8'] -> (1/3 - 1 + 8 / 4/7) / 5/9
[14641] ['1/7', '5/8', '9/2', '7', '9'] -> (1/7 + 9 / 9/2) * 7 / 5/8
[14642] ['8/9', '8/7', '9/5', '3', '6'] -> 9/5 * 6 * (3 - 8/9 / 8/7)
[14643] ['3/5', '6/7', '6/7', '3', '4'] -> 4 * (6/7 / 6/7 + 3 / 3/5)
[14644] ['7/9', '1', '6/5', '7/4', '4'] -> 4 / (6/5 * (7/4 - 7/9) - 1)
[14645] ['4/5', '3/2', '5/3', '3', '3'] -> 3 / (5/3 * 3/2 / 4/5 - 3)
[14646] ['8/5', '2', '9/4', '9/4', '5'] -> 8/5 * 5 * (2 + 9/4 / 9/4)
[14647] ['7/4', '4', '9/2', '9/2', '9'] -> 7/4 + 9/2 * (9/2 + 4 / 9)
[14648] ['1/5', '5/7', '5/4', '3', '8'] -> (3 - 1/5) * (8 + 5/7 / 5/4)
[14649] ['7/9', '1', '6/5', '9/5', '4'] -> 4 / (9/5 * 7/9 / 6/5 - 1)
[14650] ['1/6', '1/5', '4/7', '2', '8'] -> (8 / 4/7 - 2 / 1/5) / 1/6
[14651] ['4/5', '3/2', '7/4', '3', '3'] -> 3 / ((3 - 3/2) / 4/5 - 7/4)
[14652] ['3/5', '7/3', '5/2', '6', '8'] -> 5/2 * (6 * (3/5 + 7/3) - 8)
[14653] ['9/5', '9/5', '9/5', '4', '9'] -> 4 * (9/5 / 9/5 + 9 / 9/5)
[14654] ['2/7', '5/8', '5/6', '3', '5'] -> (5 / 2/7 - 5/6 * 3) / 5/8
[14655] ['1/6', '1/5', '5/7', '2', '8'] -> 8 / (1/6 / 5/7 + 1/5 / 2)
[14656] ['2/7', '5/8', '7/8', '3', '5'] -> 3 / (2/7 * 7/8 - 5/8 / 5)
[14657] ['7/9', '1', '6/5', '7/3', '4'] -> 4 / (7/3 / 6/5 - (7/9 + 1))
[14658] ['8/5', '2', '7/3', '7/2', '5'] -> 5 * 8/5 * 2 * 7/2 / 7/3
[14659] ['7/9', '1', '6/5', '5/2', '4'] -> 4 / (5/2 * (1 - 7/9 * 6/5))
[14660] ['3/5', '6/7', '7/6', '3', '4'] -> 4 * (6/7 * 7/6 + 3 / 3/5)
[14661] ['1/5', '5/7', '7/4', '3', '8'] -> 1/5 + (3 + 7/4 * 8) / 5/7
[14662] ['1/6', '2/9', '4/7', '2', '3'] -> (1/6 / 2 + 3 / 4/7) / 2/9
[14663] ['8/5', '2', '7/3', '9/2', '5'] -> 2 / ((7/3 + 5) / 8/5 - 9/2)
[14664] ['1/6', '1/5', '6/7', '2', '8'] -> 6/7 * (8 / 1/5 - 2 / 1/6)
[14665] ['2/5', '7/9', '9/7', '4', '6'] -> (4 + 6) / 2/5 - 7/9 * 9/7
[14666] ['3/5', '6/7', '5/4', '3', '4'] -> 3 / (6/7 - 3/5 * 5/4) - 4
[14667] ['4/5', '8/5', '5/3', '3', '3'] -> 5/3 * (4/5 + 8/5) * (3 + 3)
[14668] ['1/7', '2/3', '8/9', '7', '9'] -> 8/9 * 9 / (1/7 * 7 - 2/3)
[14669] ['3/7', '1/2', '8/5', '3', '7'] -> 8/5 * 7 * (3 - 3/7 / 1/2)
[14670] ['2/7', '5/8', '9/8', '3', '5'] -> 3 / (2/7 * (5 - 5/8) - 9/8)
[14671] ['5/8', '5/8', '5/7', '6', '8'] -> (5/7 + 5/8 / 5/8) * (6 + 8)
[14672] ['4/5', '8/5', '7/4', '3', '3'] -> (3 + 3) / (8/5 / 4/5 - 7/4)
[14673] ['1/7', '2/3', '7/6', '7', '9'] -> 9 * (7/6 + 7 * 1/7 / 2/3)
[14674] ['1/3', '5/9', '1', '7/5', '8'] -> 8 * (1/3 / 5/9 + 1 + 7/5)
[14675] ['3/5', '6/7', '4/3', '3', '4'] -> (6/7 + 3) * (4 + 4/3 / 3/5)
[14676] ['1/6', '1/5', '8/9', '2', '8'] -> (2 - 1/5) * (8 + 8/9 / 1/6)
[14677] ['1/5', '5/7', '3', '7/2', '8'] -> 1/5 - 3 / 5/7 + 7/2 * 8
[14678] ['1/6', '2/9', '4/5', '2', '3'] -> (2 / 4/5 - (1/6 - 3)) / 2/9
[14679] ['2/5', '7/9', '8/5', '4', '6'] -> 6 + (8/5 + 4) / (2/5 * 7/9)
[14680] ['3/5', '6/7', '3/2', '3', '4'] -> 4 * (3/2 / 3/5 + 3 / 6/7)
[14681] ['1/3', '5/9', '1', '7/4', '8'] -> (1/3 - 1 + 7/4 * 8) / 5/9
[14682] ['5/3', '5/3', '2', '7/3', '5'] -> (5/3 + 7/3) * 5 * 2 / 5/3
[14683] ['2/7', '5/8', '6/5', '3', '5'] -> (5 / 2/7 - 3 / 6/5) / 5/8
[14684] ['1/8', '8/5', '7/3', '3', '6'] -> 3 * 6 * (7/3 / 8/5 - 1/8)
[14685] ['1/5', '5/7', '3', '9/2', '8'] -> (8 / (5/7 * (3 / 9/2)) - 1/5))
[14686] ['7/9', '1', '5/4', '9/7', '4'] -> 7/9 / (1 - 5/4 / 9/7) - 4
[14687] ['5/3', '5/3', '2', '5/2', '5'] -> 5 * 2 * 5/2 - 5/3 / 5/3
[14688] ['4/5', '5/3', '9/4', '3', '3'] -> 5/3 * 3 * (3 + 4/5 * 9/4)
[14689] ['1/3', '5/9', '1', '7/2', '8'] -> (1/3 + 5/9) * (7/2 * 8 - 1)
[14690] ['5/8', '5/8', '6/7', '6', '8'] -> 6 / (5/8 * 6/7) + 8 / 5/8
[14691] ['1/8', '8/5', '3', '7/2', '6'] -> 3 / (6 / 8/5 - (1/8 + 7/2))
[14692] ['7/9', '1', '5/4', '4/3', '4'] -> 4/3 / (5/4 - (1 + 7/9 / 4))
[14693] ['2/5', '7/9', '7/4', '4', '6'] -> 4 * 7/4 / 7/9 + 6 / 2/5
[14694] ['5/8', '5/8', '8/9', '6', '8'] -> 6 / 5/8 + 8 / (5/8 * 8/9)
[14695] ['1/7', '2/3', '7/4', '7', '9'] -> (9 + 7 / 1/7) / (2/3 + 7/4)
[14696] ['3/5', '6/7', '9/5', '3', '4'] -> 4 * (9/5 + (3/5 + 3) / 6/7)
[14697] ['1/5', '3/4', '9/7', '3', '8'] -> (3/4 + 8) * (3 - 1/5 * 9/7)
[14698] ['8/9', '6/5', '9/7', '3', '6'] -> 9/7 * (8/9 + 3) * (6 - 6/5)
[14699] ['3/7', '5/9', '3/4', '3', '7'] -> (5/9 * 3 + 7 / 3/7) / 3/4
[14700] ['5/3', '9/5', '2', '7/2', '5'] -> 9/5 * 5 * (7/2 - 5/3 / 2)
[14701] ['5/8', '5/8', '6/5', '6', '8'] -> 8 * (5/8 * 6 - 5/8 * 6/5)
[14702] ['3/5', '6/7', '7/3', '3', '4'] -> 4 / (3/5 * (3 - 7/3 / 6/7))
[14703] ['2/5', '7/9', '7/2', '4', '6'] -> 7/2 * (4 / (2/5 * 7/9) - 6)
[14704] ['2/7', '5/8', '7/4', '3', '5'] -> 5/8 + 5 + 3 * 7/4 / 2/7
[14705] ['1/9', '1/9', '1/8', '5', '5'] -> 5 * 5 - (1/9 + 1/9 / 1/8)
[14706] ['3/7', '5/9', '5/6', '3', '7'] -> 5/9 / 5/6 + (3 + 7) / 3/7
[14707] ['1/5', '3/4', '7/3', '3', '8'] -> (8 / (1/5 * (3 / 3/4)) - 7/3))
[14708] ['4/5', '7/4', '9/5', '3', '3'] -> (7/4 + 9/5 / 4/5) * (3 + 3)
[14709] ['2/5', '7/9', '4', '9/2', '6'] -> 9/2 * (4 / 2/5 - 7/9 * 6)
[14710] ['1/7', '5/7', '7/9', '7', '9'] -> (7 + 9) / (7/9 * (1/7 + 5/7))
[14711] ['5/3', '2', '5/2', '5/2', '5'] -> 5/2 / 5/3 + 5 * (2 + 5/2)
[14712] ['1/6', '1/4', '7/9', '2', '3'] -> (2 / (3 * (1/4 * 7/9)) - 1/6))
[14713] ['5/8', '5/8', '7/5', '6', '8'] -> 5/8 * 6 * (7/5 + 5/8 * 8)
[14714] ['3/5', '6/7', '8/3', '3', '4'] -> 6/7 * 3 * (8/3 + 4 / 3/5)
[14715] ['4/5', '7/4', '9/4', '3', '3'] -> 3 * (3 + (7/4 + 9/4) / 4/5)
[14716] ['1/3', '4/7', '1', '6/5', '8'] -> 8 * (1 / (4/7 - 1/3) - 6/5)
[14717] ['1/5', '3/4', '3', '7/2', '8'] -> (8 / (1/5 * (7/2 / 3/4)) - 3))
[14718] ['8/9', '6/5', '7/3', '3', '6'] -> (7/3 + 8/9 * 3) * (6 - 6/5)
[14719] ['1/9', '1/9', '1/6', '5', '5'] -> 5 / 1/6 - (5 + 1/9 / 1/9)
[14720] ['5/3', '2', '7/2', '7/2', '5'] -> 7/2 + 5 * (2 + 7/2 / 5/3)
[14721] ['5/8', '2/3', '5/7', '6', '8'] -> 5/7 / (5/8 * 2/3) * (6 + 8)
[14722] ['4/5', '7/4', '8/3', '3', '3'] -> 8/3 * (7/4 * 3 + 3 / 4/5)
[14723] ['3/7', '5/9', '8/9', '3', '7'] -> 3 * (7 + 5/9 / 3/7) - 8/9
[14724] ['7/4', '7/4', '7/4', '2', '5'] -> (5 + 7/4 / 7/4) / (2 - 7/4)
[14725] ['8/9', '6/5', '3', '7/2', '6'] -> 6 / (7/2 / 6/5 - 8/9 * 3)
[14726] ['2/7', '5/8', '5/2', '3', '5'] -> (3 + 5) / 2/7 - 5/2 / 5/8
[14727] ['1/8', '8/3', '3', '7/2', '6'] -> 3 * (1/8 + 6 * 7/2 / 8/3)
[14728] ['1/6', '1/4', '9/7', '2', '3'] -> (2 / (3 * (1/4 / 9/7)) - 1/6))
[14729] ['2/5', '5/6', '6/7', '4', '6'] -> (4 + 6 / 5/6) * 6/7 / 2/5
[14730] ['7/4', '7/4', '2', '7/3', '5'] -> 2 * 5 / (7/4 - 7/3 / 7/4)
[14731] ['1/3', '4/7', '1', '5/3', '8'] -> 8 * 5/3 / 4/7 - (1/3 - 1)
[14732] ['3/5', '7/8', '7/8', '3', '4'] -> 4 * (7/8 / 7/8 + 3 / 3/5)
[14733] ['1/6', '2/9', '8/7', '2', '8'] -> (8 / ((1/6 + 2/9) * 2) - 8/7))
[14734] ['2/5', '5/6', '7/8', '4', '6'] -> (4 - 7/8) * (2/5 + 6) / 5/6
[14735] ['7/9', '1', '5/4', '7/2', '4'] -> 1 + 4 * (5/4 + 7/2 / 7/9)
[14736] ['7/4', '7/4', '2', '5/2', '5'] -> 5 * 2 * 5/2 - 7/4 / 7/4
[14737] ['1/5', '7/9', '7/8', '3', '8'] -> 3 / 1/5 + 8 * 7/8 / 7/9
[14738] ['1/3', '4/7', '1', '9/5', '8'] -> 9/5 * (1/3 - 1 + 8 / 4/7)
[14739] ['2/7', '5/8', '3', '9/2', '5'] -> 9/2 / (5/8 / 2/7 + 3 - 5)
[14740] ['2/5', '5/6', '8/7', '4', '6'] -> 5/6 * (8/7 + 4) * (6 - 2/5)
[14741] ['5/8', '2/3', '9/5', '6', '8'] -> 5/8 * 8 * (6 - 2/3 * 9/5)
[14742] ['1/7', '1/7', '5/9', '3', '6'] -> 6 / (1/7 + 1/7 * 5/9) - 3
[14743] ['7/4', '9/5', '2', '7/3', '5'] -> 2 * 7/3 * 5 * 9/5 / 7/4
[14744] ['2/7', '2/3', '5/6', '3', '5'] -> 2/3 + (3 + 5) * 5/6 / 2/7
[14745] ['1/9', '1/9', '3/5', '5', '5'] -> (5 - 1/9 * 5) * 3/5 / 1/9
[14746] ['1/5', '7/9', '8/7', '3', '8'] -> 3 / 1/5 + 8 / (7/9 * 8/7)
[14747] ['1/6', '2/7', '2/5', '2', '3'] -> (3 + 2 / 2/7) * 2/5 / 1/6
[14748] ['1/7', '1/7', '4/5', '3', '6'] -> 6 / (1/7 * 3 - 1/7 / 4/5)
[14749] ['1/7', '5/7', '7/5', '7', '9'] -> 7/5 + (9 + 1/7 + 7) / 5/7
[14750] ['3/5', '7/8', '6/5', '3', '4'] -> 3/5 / (6/5 * 3 / 4 - 7/8)
[14751] ['2/5', '5/6', '7/4', '4', '6'] -> 4 / (5/6 - 2/5 * 7/4) - 6
[14752] ['1/5', '7/9', '7/6', '3', '8'] -> 8 / (7/9 / (1/5 * 7/6) - 3)
[14753] ['3/5', '7/8', '5/4', '3', '4'] -> (4 + 3 / 3/5) / (5/4 - 7/8)
[14754] ['5/8', '5/7', '5/6', '6', '8'] -> (8 + 6 * 5/6 / 5/7) / 5/8
[14755] ['7/4', '2', '7/3', '7/3', '5'] -> (5 + 7/3 / 7/3) / (2 - 7/4)
[14756] ['1/7', '1/7', '5/4', '3', '6'] -> 6 / (1/7 * 3 - 1/7 * 5/4)
[14757] ['8/9', '9/7', '7/5', '3', '6'] -> 8/9 * 7/5 * (9/7 + 3 * 6)
[14758] ['1/6', '2/7', '3/5', '2', '3'] -> 3 / (2/7 - 1/6) - 3/5 * 2
[14759] ['1/9', '1/9', '5/6', '5', '5'] -> (5 - 1/9 / 1/9) * 5 / 5/6
[14760] ['1/7', '1/7', '7/5', '3', '6'] -> 7/5 * 3 * (6 - (1/7 + 1/7))
[14761] ['1/6', '1/4', '4/5', '2', '8'] -> 8 / (1/6 / 4/5 + 1/4 / 2)
[14762] ['2/7', '2/3', '5/4', '3', '5'] -> 3 + 5 / (5/4 * 2/7 * 2/3)
[14763] ['2/5', '6/7', '7/8', '4', '6'] -> 4 + 6 / (7/8 * 2/5 * 6/7)
[14764] ['4/5', '7/3', '3', '3', '9/2'] -> 4/5 * 9/2 * (3 * 3 - 7/3)
[14765] ['3/7', '5/9', '7/4', '3', '7'] -> (3 + 7) / (7/4 * 3/7 * 5/9)
[14766] ['1/9', '1/9', '7/8', '5', '5'] -> 5 / (7/8 - (1/9 + 1/9 * 5))
[14767] ['2/7', '2/3', '7/5', '3', '5'] -> 7/5 * 5 * (3 + 2/7 / 2/3)
[14768] ['1/7', '3/4', '4/5', '7', '9'] -> 3/4 * 4/5 * (7 / 1/7 - 9)
[14769] ['7/4', '2', '9/2', '9/2', '5'] -> (5 + 9/2 / 9/2) / (2 - 7/4)
[14770] ['3/5', '7/8', '5/3', '3', '4'] -> (3/5 + 3 * 4) * 5/3 / 7/8
[14771] ['4/5', '5/2', '8/3', '3', '3'] -> 8/3 * (3 + 3 * 4/5 * 5/2)
[14772] ['1/7', '1/6', '2/9', '3', '6'] -> (2/9 + 6) * (3 + 1/7 / 1/6)
[14773] ['1/7', '3/4', '5/6', '7', '9'] -> 9 / (1/7 * 7 - 3/4 * 5/6)
[14774] ['9/5', '9/5', '2', '9/4', '5'] -> (5 + 9/5 / 9/5) / (9/4 - 2)
[14775] ['1/7', '1/6', '1/4', '3', '6'] -> 3 / (1/4 / (1/7 * 6) - 1/6)
[14776] ['4/5', '8/3', '8/3', '3', '3'] -> 8/3 * 3 / (8/3 / 4/5 - 3)
[14777] ['9/5', '9/5', '2', '5/2', '5'] -> 5 * 2 * 5/2 - 9/5 / 9/5
[14778] ['1/5', '7/9', '9/5', '3', '8'] -> 8 / (7/9 * 3 - (1/5 + 9/5))
[14779] ['7/9', '1', '9/7', '7/3', '4'] -> (9/7 + 1 / 7/9) * 7/3 * 4
[14780] ['1/7', '3/4', '8/9', '7', '9'] -> 9 / (7 * 1/7 / 8/9 - 3/4)
[14781] ['5/8', '5/7', '6/5', '6', '8'] -> (8 + 6 / (5/7 * 6/5)) / 5/8
[14782] ['9/5', '9/5', '2', '7/2', '5'] -> 7/2 * (9/5 + 5) - (9/5 - 2)
[14783] ['1/3', '3/5', '1', '3/2', '8'] -> (1/3 + 1 / 3/5) * 3/2 * 8
[14784] ['1/5', '7/9', '9/4', '3', '8'] -> 9/4 * (3 / 1/5 - 7/9) - 8
[14785] ['1/6', '2/7', '3/8', '2', '8'] -> (2 / 2/7 - 3/8 * 8) / 1/6
[14786] ['7/9', '1', '9/7', '8/3', '4'] -> 4 * (9/7 + (1 + 8/3) / 7/9)
[14787] ['2/7', '5/7', '7/9', '3', '5'] -> (3 + 5) / (7/9 * (5/7 - 2/7))
[14788] ['4/5', '3', '3', '7/2', '7/2'] -> 4/5 * 3 * (7/2 + 3 + 7/2)
[14789] ['9/5', '9/5', '2', '9/2', '5'] -> (5 * 2 * 9/2 - 9/5) / 9/5
[14790] ['1/7', '3/4', '7/6', '7', '9'] -> (9 + 1/7 * 7) / (7/6 - 3/4)
[14791] ['1/3', '3/5', '1', '7/4', '8'] -> 8 * 7/4 / 3/5 - (1/3 - 1)
[14792] ['1/5', '7/9', '7/3', '3', '8'] -> ((7/3 + 3) / 1/5 - 8) / 7/9
