[71605] ['4/9', '4/7', '7/2', '5', '8'] -> (4/9 * (5 + (8 / (4/7 / 7/2))))
[84773] ['3/4', '6/5', '7/2', '5', '8'] -> (5 * (((8 - 7/2) / 3/4) - 6/5))
[84774] ['3/8', '4/7', '7/5', '4', '4'] -> ((4 + (4 / (4/7 * 7/5))) / 3/8)
[84775] ['1/9', '3/8', '1', '8/7', '2'] -> (3/8 + ((1 + 2) / (1/9 * 8/7)))
[84776] ['1/7', '2/7', '2', '2', '7/3'] -> ((2 + (2 / 1/7)) / (2/7 * 7/3))
[84777] ['8/9', '5/2', '5/2', '9', '9'] -> ((5/2 - 9) + (9 * (8/9 + 5/2)))
[84778] ['2/9', '1/2', '7/8', '4', '7'] -> ((7/8 * (1/2 + (7 / 2/9))) - 4)
[84779] ['5/8', '7/5', '8/5', '2', '2'] -> ((8/5 + 2) / (7/5 - (5/8 * 2)))
[84780] ['5/9', '1', '6/5', '6/5', '5'] -> ((6/5 + 6/5) * (1 + (5 / 5/9)))
[84781] ['2/9', '5/8', '3/4', '1', '3'] -> (1 / ((5/8 / 3) - (2/9 * 3/4)))
[84782] ['1/9', '4/3', '8/5', '6', '7'] -> (7 / ((1/9 / 8/5) + (4/3 / 6)))
[84783] ['1/9', '3/8', '1', '7/6', '2'] -> ((1 + (2 / 1/9)) / (7/6 - 3/8))
[84784] ['3/8', '4/7', '8/5', '4', '4'] -> ((8/5 * (3/8 + 4)) * (4 - 4/7))
[84785] ['1/7', '5/9', '4/3', '6', '9'] -> ((1/7 + (5/9 * 9)) * (6 - 4/3))
[84786] ['8/9', '5/2', '7/2', '9', '9'] -> ((8/9 * 9) * (9 - (5/2 + 7/2)))
[84787] ['2/9', '1/2', '8/7', '4', '7'] -> (((1/2 + (7 / 2/9)) / 8/7) - 4)
[84788] ['7/6', '9/7', '7/4', '5', '5'] -> (9/7 * (7/6 + (7/4 * (5 + 5))))
[84789] ['1/9', '3/8', '1', '6/5', '2'] -> ((2 / (1/9 * 6/5)) / (1 - 3/8))
[84790] ['2/5', '6/5', '9/7', '2', '4'] -> (((2/5 + 2) / (9/7 - 6/5)) - 4)
[84791] ['6/7', '1', '7/5', '2', '8/3'] -> (6/7 / ((2 / 8/3) - (1 / 7/5)))
[84792] ['1/7', '5/9', '7/5', '6', '9'] -> ((1/7 + 7/5) * (9 + (5/9 + 6)))
[84793] ['3/4', '9/7', '7/5', '5', '8'] -> ((5 + (7/5 * (9/7 + 8))) / 3/4)
[84794] ['3/8', '4/7', '7/4', '4', '4'] -> (((4/7 * 7/4) + (4 + 4)) / 3/8)
[84795] ['7/6', '9/7', '9/4', '5', '5'] -> ((7/6 * 9/7) + (9/4 * (5 + 5)))
[84796] ['8/9', '7/2', '7/2', '9', '9'] -> ((7/2 + 7/2) + (9 + (8/9 * 9)))
[84797] ['6/7', '1', '7/5', '2', '7/2'] -> ((1 + 7/5) * (7/2 * (6/7 + 2)))
[84798] ['2/9', '1/2', '6/5', '4', '7'] -> ((7 - (4 * (1/2 / 6/5))) / 2/9)
[84799] ['1/7', '1/3', '2/5', '2', '2'] -> ((2/5 + (2 / 1/7)) * (2 - 1/3))
[84800] ['3/4', '9/7', '3/2', '5', '8'] -> (9/7 * ((3/2 * 8) + (5 / 3/4)))
[84801] ['3/7', '4/9', '8/9', '5', '9'] -> ((5 - (8/9 / 4/9)) + (9 / 3/7))
[84802] ['9/8', '9/8', '9/8', '9', '9'] -> ((9 * 9) / (9/8 + (9/8 + 9/8)))
[84803] ['1/9', '7/5', '7/5', '6', '7'] -> (((7/5 / 1/9) - 7) / (7/5 / 6))
[84804] ['2/9', '5/8', '1', '8/7', '3'] -> (1 / (5/8 - (3 * (2/9 / 8/7))))
[84805] ['7/6', '9/7', '8/3', '5', '5'] -> ((9/7 - (8/3 / 7/6)) + (5 * 5))
[84806] ['6/7', '1', '3/2', '8/5', '2'] -> (1 / (3/2 - (2 / (6/7 * 8/5))))
[84807] ['1/9', '3/8', '1', '8/5', '2'] -> (3/8 + ((2 + (1 / 8/5)) / 1/9))
[84808] ['1/7', '1/3', '5/9', '2', '2'] -> (((2 / 1/7) - (1/3 * 2)) / 5/9)
[84809] ['5/9', '1', '6/5', '7/4', '5'] -> (6/5 / (5 - ((1 + 7/4) / 5/9)))
[84810] ['2/9', '5/8', '1', '9/7', '3'] -> ((1 + (3 / 9/7)) / (2/9 * 5/8))
[84811] ['3/8', '4/7', '4', '4', '9/2'] -> (((4 + (9/2 / 3/8)) / 4/7) - 4)
[84812] ['1/9', '3/8', '1', '9/5', '2'] -> (((2 / (1/9 * 9/5)) - 1) / 3/8)
[84813] ['5/8', '7/5', '2', '2', '9/2'] -> ((9/2 / (5/8 / 2)) / (2 - 7/5))
[84814] ['1/7', '5/9', '9/5', '6', '9'] -> ((6 / 1/7) - (9/5 + (9 / 5/9)))
[84815] ['2/5', '9/7', '9/7', '2', '4'] -> (4 * ((9/7 / 9/7) + (2 / 2/5)))
[84816] ['1/7', '1/3', '5/8', '2', '2'] -> ((2 / (1/7 * 2)) / (5/8 - 1/3))
[84817] ['2/9', '5/8', '1', '7/5', '3'] -> ((1 + 7/5) + (3 / (2/9 * 5/8)))
[84818] ['2/5', '9/7', '4/3', '2', '4'] -> (9/7 * ((4 / (2/5 / 2)) - 4/3))
[84819] ['1/7', '5/9', '9/4', '6', '9'] -> (6 / (9 - (9/4 / (1/7 / 5/9))))
[84820] ['7/6', '4/3', '5/3', '5', '5'] -> (((4/3 + 5/3) + (5 * 5)) / 7/6)
[84821] ['3/7', '4/9', '5/4', '5', '9'] -> ((5/4 + (4/9 * 9)) * (5 - 3/7))
[84822] ['2/9', '5/8', '1', '8/5', '3'] -> (8/5 / ((3 * (2/9 / 5/8)) - 1))
[84823] ['1/7', '1/3', '5/7', '2', '2'] -> (((2 / (1/7 / 5/7)) - 2) / 1/3)
[84824] ['1/6', '4/9', '4/9', '5', '7'] -> ((5 / 1/6) - (7 - (4/9 / 4/9)))
[84825] ['3/4', '9/7', '7/3', '5', '8'] -> ((9/7 * 7/3) / (3/4 - (5 / 8)))
[84826] ['6/7', '1', '3/2', '2', '5/2'] -> (1 / (3/2 - (5/2 / (6/7 * 2))))
[84827] ['1/7', '1/3', '3/4', '2', '2'] -> (2 / (1/7 * (3/4 - (1/3 / 2))))
[84828] ['3/8', '3/5', '3/4', '4', '4'] -> ((4 + (4 / (3/5 / 3/4))) / 3/8)
[84829] ['1/9', '2/5', '3/7', '1', '2'] -> (((2 / 2/5) - (1 / 3/7)) / 1/9)
[84830] ['6/7', '1', '3/2', '2', '8/3'] -> (2 / ((1 - 8/3) + (3/2 / 6/7)))
[84831] ['7/6', '4/3', '9/4', '5', '5'] -> (((4/3 * 9/4) + (5 * 5)) / 7/6)
[84832] ['1/9', '7/5', '5/2', '6', '7'] -> (6 + (7 / (5/2 * (1/9 * 7/5))))
[84833] ['5/9', '1', '5/4', '4/3', '5'] -> ((1 + (5/4 * 4/3)) / (5/9 / 5))
[84834] ['1/6', '4/9', '5/8', '5', '7'] -> ((7 / 1/6) - (5 / (4/9 * 5/8)))
[84835] ['1/9', '2/5', '4/9', '1', '2'] -> ((1 + (2 / 2/5)) / (1/9 / 4/9))
[84836] ['2/9', '5/9', '6/7', '4', '7'] -> ((6/7 * 4) / (2/9 - (5/9 / 7)))
[84837] ['6/7', '1', '3/2', '2', '9/2'] -> ((3/2 + (1 / 6/7)) * (2 * 9/2))
[84838] ['1/7', '1/3', '8/9', '2', '2'] -> (2 / ((1/3 / 1/7) - (2 / 8/9)))
[84839] ['1/9', '2/5', '1/2', '1', '2'] -> ((1 / (1/9 * 2/5)) - (1/2 - 2))
[84840] ['1/7', '5/9', '7/2', '6', '9'] -> (6 + (7/2 * (1/7 + (5/9 * 9))))
[84841] ['3/7', '4/9', '3/2', '5', '9'] -> (((9 / 3/7) - 5) / (4/9 * 3/2))
[84842] ['2/5', '9/7', '5/3', '2', '4'] -> (9/7 * (2 + (4 / (2/5 / 5/3))))
[84843] ['5/8', '8/5', '9/5', '2', '2'] -> ((8/5 + (2 / 5/8)) / (2 - 9/5))
[84844] ['3/8', '3/5', '7/8', '4', '4'] -> ((7/8 + (3/8 / 3/5)) * (4 * 4))
[84845] ['1/7', '1/3', '9/8', '2', '2'] -> (2 / ((1/3 / 1/7) - (9/8 * 2)))
[84846] ['1/9', '2/5', '5/9', '1', '2'] -> (((5/9 * 2) / (1/9 * 2/5)) - 1)
[84847] ['2/5', '9/7', '7/4', '2', '4'] -> (7/4 * (((2 + 4) / 2/5) - 9/7))
[84848] ['3/4', '7/5', '7/5', '5', '8'] -> ((3/4 * 8) * (5 - (7/5 / 7/5)))
[84849] ['7/6', '7/5', '8/5', '5', '5'] -> (((7/5 + 8/5) + (5 * 5)) / 7/6)
[84850] ['5/8', '8/5', '2', '2', '5/2'] -> ((8/5 + (2 / 5/8)) * (2 * 5/2))
[84851] ['5/9', '1', '5/4', '9/4', '5'] -> ((5 * (1 + (9/4 / 5/9))) - 5/4)
[84852] ['1/6', '4/9', '5/6', '5', '7'] -> (((5/6 * 7) - (1/6 - 5)) / 4/9)
[84853] ['3/8', '3/5', '7/6', '4', '4'] -> ((4 * ((4 / 3/5) - 3/8)) - 7/6)
[84854] ['1/7', '1/3', '7/5', '2', '2'] -> (((2 / (1/7 * 7/5)) - 2) / 1/3)
[84855] ['1/9', '2/5', '5/8', '1', '2'] -> (2 / (1/9 * (1 - (2/5 * 5/8))))
[84856] ['7/6', '7/5', '7/4', '5', '5'] -> ((7/5 / (7/4 - 7/6)) * (5 + 5))
[84857] ['2/9', '2/3', '1', '6/5', '3'] -> (((1 / 6/5) + (3 / 2/3)) / 2/9)
[84858] ['3/4', '7/5', '5/3', '5', '8'] -> (7/5 / ((5/3 / 8) - (3/4 / 5)))
[84859] ['3/7', '4/9', '9/4', '5', '9'] -> (9 * (5 - (9/4 / (3/7 / 4/9))))
[84860] ['5/9', '1', '5/4', '5/2', '5'] -> ((1 + 5) / (5/2 - (5/4 / 5/9)))
[84861] ['3/8', '3/5', '6/5', '4', '4'] -> (((6/5 * (4 + 4)) - 3/5) / 3/8)
[84862] ['3/4', '7/5', '7/3', '5', '8'] -> ((7/5 + 5) / (7/3 / (3/4 + 8)))
[84863] ['5/8', '8/5', '2', '2', '9/2'] -> (2 * (8/5 + ((2 + 9/2) / 5/8)))
[84864] ['2/9', '4/7', '4/7', '4', '7'] -> ((4 / 2/9) + (7 - (4/7 / 4/7)))
[84865] ['1/9', '8/5', '8/5', '6', '7'] -> ((8/5 / 1/9) / ((8/5 + 6) - 7))
[84866] ['3/8', '3/5', '5/4', '4', '4'] -> (4 * (4 + (5/4 / (3/8 / 3/5))))
[84867] ['2/9', '2/3', '1', '7/5', '3'] -> ((3 + (7/5 * (2/3 + 1))) / 2/9)
[84868] ['1/7', '1/3', '9/5', '2', '2'] -> (9/5 * ((2 / 1/7) - (1/3 * 2)))
[84869] ['1/6', '4/9', '8/7', '5', '7'] -> ((1/6 + ((5 + 7) / 8/7)) / 4/9)
[84870] ['5/8', '5/3', '5/3', '2', '2'] -> (2 / ((5/8 * (5/3 + 5/3)) - 2))
[84871] ['1/9', '2/5', '3/4', '1', '2'] -> ((3/4 * 2) + (1 / (1/9 * 2/5)))
[84872] ['6/7', '1', '8/5', '2', '5/2'] -> (8/5 / (1 - (2 / (6/7 * 5/2))))
[84873] ['7/6', '7/5', '8/3', '5', '5'] -> (5 * ((7/6 * (7/5 + 5)) - 8/3))
[84874] ['5/9', '1', '5/4', '9/2', '5'] -> (((5/4 * 9/2) * (5 - 5/9)) - 1)
[84875] ['3/4', '7/5', '7/2', '5', '8'] -> ((7/5 + 5) * (8 - (3/4 + 7/2)))
[84876] ['1/7', '1/3', '2', '2', '9/4'] -> ((2 / 1/7) / (9/4 + (1/3 - 2)))
[84877] ['1/6', '4/9', '6/5', '5', '7'] -> (((7 / 6/5) - (1/6 - 5)) / 4/9)
[84878] ['6/7', '1', '8/5', '2', '8/3'] -> (8/5 / (1 - (8/3 / (6/7 + 2))))
[84879] ['9/8', '8/7', '8/5', '9', '9'] -> ((9 + (9 / 8/7)) / (9/8 / 8/5))
[84880] ['1/9', '8/5', '9/5', '6', '7'] -> ((7 / (1/9 / 8/5)) / (6 - 9/5))
[84881] ['2/9', '2/3', '1', '9/5', '3'] -> ((3 + (1 / 9/5)) / (2/9 * 2/3))
[84882] ['5/8', '5/3', '9/5', '2', '2'] -> (5/3 / (5/8 - (2 / (9/5 * 2))))
[84883] ['7/6', '7/5', '9/2', '5', '5'] -> ((7/5 + 5) / (7/6 - (9/2 / 5)))
[84884] ['5/9', '1', '9/7', '4/3', '5'] -> ((1 + 4/3) * (9/7 + (5 / 5/9)))
[84885] ['3/7', '4/9', '9/2', '5', '9'] -> ((5 - (4/9 * 9/2)) + (9 / 3/7))
[84886] ['9/8', '8/7', '7/4', '9', '9'] -> ((9 + (9 * (8/7 * 7/4))) / 9/8)
[84887] ['1/9', '2/5', '6/7', '1', '2'] -> ((2/5 + 1) * ((2 / 1/9) - 6/7))
[84888] ['5/8', '5/3', '2', '2', '7/3'] -> ((2 / 2) / (7/3 - (5/8 + 5/3)))
[84889] ['6/7', '1', '8/5', '2', '9/2'] -> ((8/5 * 9/2) * (1 + (2 / 6/7)))
[84890] ['3/4', '8/5', '8/5', '5', '8'] -> ((3/4 * 8) * (5 - (8/5 / 8/5)))
[84891] ['1/9', '2/5', '7/8', '1', '2'] -> ((2 / (1/9 * 2/5)) / (7/8 + 1))
[84892] ['7/6', '3/2', '9/4', '5', '5'] -> ((5 + 5) / ((7/6 + 3/2) - 9/4))
[84893] ['6/7', '1', '5/3', '5/3', '2'] -> (((5/3 + 2) / (1 - 6/7)) - 5/3)
[84894] ['1/7', '3/8', '2/5', '2', '2'] -> (((2 / 1/7) - (2 / 2/5)) / 3/8)
[84895] ['3/7', '1/2', '3/5', '5', '9'] -> ((1/2 * (3/5 + 5)) * (9 - 3/7))
[84896] ['3/4', '8/5', '7/3', '5', '8'] -> (8/5 * (((5 + 8) / 3/4) - 7/3))
[84897] ['5/8', '5/3', '2', '2', '9/2'] -> (2 / ((2 * (5/8 + 5/3)) - 9/2))
[84898] ['3/8', '3/5', '7/3', '4', '4'] -> (4 / ((4 * (3/8 / 3/5)) - 7/3))
[84899] ['1/7', '3/8', '4/9', '2', '2'] -> ((2 / (1/7 * 3/8)) / (2 - 4/9))
[84900] ['1/7', '3/5', '3/4', '6', '9'] -> (6 / (9 - (3/4 / (1/7 * 3/5))))
[84901] ['5/8', '7/4', '7/4', '2', '2'] -> ((7/4 + 2) / (5/8 * (2 - 7/4)))
[84902] ['9/8', '8/7', '7/3', '9', '9'] -> ((9 / (8/7 - 9/8)) / (7/3 * 9))
[84903] ['3/4', '8/5', '7/2', '5', '8'] -> ((8/5 / (3/4 - (7/2 / 5))) - 8)
[84904] ['1/6', '4/9', '8/5', '5', '7'] -> ((7 / 1/6) - (5 / (4/9 / 8/5)))
[84905] ['3/8', '3/5', '7/2', '4', '4'] -> (4 * (7/2 + (4 * (3/8 / 3/5))))
[84906] ['3/4', '8/5', '9/2', '5', '8'] -> (8 / (9/2 - (5 / (3/4 * 8/5))))
[84907] ['1/7', '3/8', '1/2', '2', '2'] -> ((2 + (2 / (1/7 / 1/2))) / 3/8)
[84908] ['1/9', '8/5', '9/2', '6', '7'] -> (8/5 * (9/2 + (7 / (1/9 * 6))))
[84909] ['6/7', '1', '5/3', '2', '5/2'] -> (2 / (((5/2 - 1) / 6/7) - 5/3))
[84910] ['1/9', '2/5', '1', '7/6', '2'] -> (((1 / 2/5) - 7/6) / (1/9 / 2))
[84911] ['1/6', '4/9', '9/5', '5', '7'] -> ((5 + 7) / (9/5 * (4/9 - 1/6)))
[84912] ['7/6', '8/5', '9/5', '5', '5'] -> ((5 / 5) / (7/6 - (9/5 / 8/5)))
[84913] ['2/5', '3/2', '2', '7/3', '4'] -> ((4 / (2/5 / 2)) / (7/3 - 3/2))
[84914] ['9/8', '8/7', '7/2', '9', '9'] -> (((9 * (8/7 * 7/2)) - 9) / 9/8)
[84915] ['5/9', '1', '9/7', '9/5', '5'] -> ((9/7 + 9/5) * (5 * (5/9 + 1)))
[84916] ['1/6', '4/9', '9/4', '5', '7'] -> ((5 / 1/6) - (7 - (4/9 * 9/4)))
[84917] ['1/7', '3/5', '8/9', '6', '9'] -> (8/9 * ((6 / 1/7) - (9 / 3/5)))
[84918] ['9/8', '8/7', '9/2', '9', '9'] -> (8/7 * (9 + ((9/2 + 9) / 9/8)))
[84919] ['2/9', '4/7', '9/8', '4', '7'] -> (7 * ((4 / 9/8) - (2/9 * 4/7)))
[84920] ['1/7', '3/5', '9/8', '6', '9'] -> (((6 / 1/7) - (9 / 3/5)) / 9/8)
[84921] ['1/6', '4/9', '5/2', '5', '7'] -> ((7 + (5 / 5/2)) / (1/6 / 4/9))
[84922] ['1/9', '5/3', '5/2', '6', '7'] -> (((5/2 / 5/3) + (7 / 6)) / 1/9)
[84923] ['2/5', '7/4', '7/4', '2', '4'] -> (4 * ((7/4 / 7/4) + (2 / 2/5)))
[84924] ['7/6', '8/5', '7/2', '5', '5'] -> ((8/5 * 5) / (5 - (7/6 + 7/2)))
[84925] ['3/7', '1/2', '9/8', '5', '9'] -> (5 / (1/2 - (9/8 / (3/7 * 9))))
[84926] ['3/8', '5/8', '9/8', '4', '4'] -> ((4 - (5/8 + 9/8)) / (3/8 / 4))
[84927] ['2/9', '5/7', '1', '7/6', '3'] -> ((1 + (7/6 * (5/7 + 3))) / 2/9)
[84928] ['1/7', '3/5', '7/6', '6', '9'] -> (3/5 * ((6 / (1/7 / 7/6)) - 9))
[84929] ['6/7', '1', '7/4', '7/4', '2'] -> (6/7 / (7/4 - ((1 + 2) / 7/4)))
[84930] ['2/5', '7/4', '2', '7/3', '4'] -> (2 / ((7/3 / 2/5) - (7/4 + 4)))
[84931] ['5/8', '9/5', '2', '2', '7/3'] -> (2 / (7/3 - (2 * (5/8 * 9/5))))
[84932] ['1/7', '3/8', '7/9', '2', '2'] -> ((2 / (1/7 * 3/8)) / (7/9 * 2))
[84933] ['3/8', '5/8', '8/7', '4', '4'] -> ((4 / (8/7 - (3/8 + 5/8))) - 4)
[84934] ['2/9', '5/7', '1', '6/5', '3'] -> (((1 + 3) / (2/9 * 5/7)) - 6/5)
[84935] ['1/9', '2/5', '1', '7/4', '2'] -> ((2 / 1/9) / ((1 / 2/5) - 7/4))
[84936] ['5/9', '1', '9/7', '7/2', '5'] -> (((5/9 + 5) * (9/7 * 7/2)) - 1)
[84937] ['3/7', '1/2', '5/4', '5', '9'] -> (1/2 + ((3/7 + 5/4) * (5 + 9)))
[84938] ['1/6', '1/2', '5/7', '5', '7'] -> ((5/7 + 5) / (1/6 + (1/2 / 7)))
[84939] ['1/9', '2/5', '1', '9/5', '2'] -> ((2 / (9/5 * (1/9 * 2/5))) - 1)
[84940] ['6/7', '1', '7/4', '2', '9/4'] -> (((7/4 + 2) / (1 - 6/7)) - 9/4)
[84941] ['2/9', '4/7', '5/4', '4', '7'] -> (4 / (2/9 * (4/7 + (5/4 / 7))))
[84942] ['2/5', '9/5', '2', '9/4', '4'] -> ((4 + (9/5 / 9/4)) / (2/5 / 2))
[84943] ['1/9', '9/5', '7/3', '6', '7'] -> ((7/3 * (7 + (6 / 9/5))) - 1/9)
[84944] ['2/9', '5/7', '1', '9/7', '3'] -> (3 * (((5/7 + 9/7) / 2/9) - 1))
[84945] ['7/9', '7/9', '7/9', '5', '8'] -> (8 * (5 - ((7/9 + 7/9) / 7/9)))
[84946] ['7/6', '5/3', '7/3', '5', '5'] -> ((5/3 + 7/3) / (7/6 - (5 / 5)))
[84947] ['2/9', '4/7', '4/3', '4', '7'] -> (((4/3 / 4/7) - (4 - 7)) / 2/9)
[84948] ['6/7', '1', '7/4', '2', '5/2'] -> ((2 + (5/2 / 7/4)) / (1 - 6/7))
[84949] ['1/9', '9/5', '5/2', '6', '7'] -> (6 + (5/2 * (7 + (1/9 * 9/5))))
[84950] ['3/8', '5/8', '4', '4', '9/2'] -> (((4 * (4 - 5/8)) - 9/2) / 3/8)
[84951] ['3/7', '1/2', '5/3', '5', '9'] -> ((5 / 3/7) + (9 + (5/3 / 1/2)))
[84952] ['1/6', '1/2', '8/9', '5', '7'] -> ((7 - (1/2 * 5)) / (1/6 / 8/9))
[84953] ['7/9', '7/9', '4/5', '5', '8'] -> (8 * ((4/5 * 5) - (7/9 / 7/9)))
[84954] ['2/5', '2', '9/4', '9/4', '4'] -> (4 * ((2 / 2/5) + (9/4 / 9/4)))
[84955] ['1/9', '9/5', '8/3', '6', '7'] -> ((6 - 8/3) * (7 + (1/9 * 9/5)))
[84956] ['5/9', '1', '4/3', '7/3', '5'] -> ((7/3 - (1 - 4/3)) / (5/9 / 5))
[84957] ['1/9', '2/5', '1', '2', '9/2'] -> (1 + (9/2 * (1/9 + (2 / 2/5))))
[84958] ['1/9', '9/5', '7/2', '6', '7'] -> (9/5 * ((6 * (7/2 - 1/9)) - 7))
[84959] ['2/9', '5/7', '1', '8/5', '3'] -> (8/5 / (1 - (3 * (2/9 / 5/7))))
[84960] ['1/7', '3/8', '9/8', '2', '2'] -> ((3/8 + 9/8) * (2 + (2 / 1/7)))
[84961] ['3/8', '2/3', '7/9', '4', '4'] -> ((4 / (3/8 * 4)) / (7/9 - 2/3))
[84962] ['5/8', '2', '2', '9/4', '7/3'] -> ((2 + (2 * 7/3)) / (5/8 / 9/4))
[84963] ['1/9', '9/5', '9/2', '6', '7'] -> (6 + (9/2 * (1/9 + (7 / 9/5))))
[84964] ['1/7', '3/8', '8/7', '2', '2'] -> (((8/7 / 1/7) + (2 / 2)) / 3/8)
[84965] ['5/8', '2', '2', '9/4', '5/2'] -> ((2 + (5/2 / 5/8)) / (9/4 - 2))
[84966] ['2/9', '4/7', '7/4', '4', '7'] -> ((4 / 2/9) + (7 - (4/7 * 7/4)))
[84967] ['6/7', '1', '9/5', '2', '9/4'] -> (2 / ((9/4 / 9/5) - (1 / 6/7)))
[84968] ['7/6', '7/4', '7/2', '5', '5'] -> ((7/2 * 5) + (5 + (7/4 / 7/6)))
[84969] ['1/7', '3/5', '7/3', '6', '9'] -> (9 + (6 / (1/7 + (3/5 / 7/3))))
[84970] ['9/8', '6/5', '4/3', '9', '9'] -> (6/5 * ((4/3 * 9) + (9 / 9/8)))
[84971] ['5/8', '2', '2', '9/4', '9/2'] -> ((2 * 9/2) / ((5/8 + 2) - 9/4))
[84972] ['7/9', '7/9', '5/4', '5', '8'] -> (8 * ((5 / 5/4) - (7/9 / 7/9)))
[84973] ['1/6', '5/9', '5/8', '5', '7'] -> (7 / ((5/8 / 5/9) - (1/6 * 5)))
[84974] ['9/8', '6/5', '7/5', '9', '9'] -> ((9 / 9) / ((7/5 / 6/5) - 9/8))
[84975] ['3/7', '5/9', '5/9', '5', '9'] -> (9 * (5 - (5/9 / (3/7 * 5/9))))
[84976] ['3/8', '2/3', '8/7', '4', '4'] -> ((4 + 4) / (8/7 * (2/3 - 3/8)))
[84977] ['6/7', '1', '9/5', '2', '5/2'] -> ((5/2 / ((9/5 / 6/7) - 2)) - 1)
[84978] ['7/9', '7/9', '9/7', '5', '8'] -> (8 * (5 - (9/7 * (7/9 + 7/9))))
[84979] ['1/6', '5/9', '2/3', '5', '7'] -> (5/9 + (2/3 * (1/6 + (5 * 7))))
[84980] ['2/9', '5/7', '1', '5/2', '3'] -> (3 * ((1 / 2/9) + (5/2 / 5/7)))
[84981] ['5/9', '1', '7/5', '9/5', '5'] -> ((1 + 7/5) * (9/5 * (5/9 + 5)))
[84982] ['9/8', '6/5', '7/4', '9', '9'] -> ((9 + 9) / (6/5 * (7/4 - 9/8)))
[84983] ['7/9', '7/9', '7/5', '5', '8'] -> (7/5 / ((7/9 / 5) - (7/9 / 8)))
[84984] ['2/9', '4/7', '5/2', '4', '7'] -> (4 / ((5/2 / (7 - 4/7)) - 2/9))
[84985] ['5/9', '1', '7/5', '9/4', '5'] -> ((9/4 * (1 + 7/5)) * (5 - 5/9))
[84986] ['3/7', '5/9', '5/8', '5', '9'] -> (5 / (3/7 * (5/9 - (5/8 / 9))))
[84987] ['2/9', '5/7', '1', '3', '7/2'] -> (((5/7 + 1) / (2/9 / 7/2)) - 3)
[84988] ['7/9', '7/9', '3/2', '5', '8'] -> ((7/9 + 5) + (8 * (7/9 + 3/2)))
[84989] ['7/6', '9/4', '9/4', '5', '5'] -> (((7/6 * 9/4) * (5 + 5)) - 9/4)
[84990] ['5/9', '1', '7/5', '5/2', '5'] -> ((7/5 + (1 / 5/9)) * (5/2 + 5))
[84991] ['1/6', '5/9', '4/5', '5', '7'] -> ((5 + 7) / (4/5 - (1/6 / 5/9)))
[84992] ['1/7', '5/8', '7/9', '6', '9'] -> (9 / (6 - (5/8 / (1/7 * 7/9))))
[84993] ['1/9', '3/7', '4/5', '1', '2'] -> ((4/5 + 2) * ((1 / 1/9) - 3/7))
[84994] ['1/8', '1/8', '1/8', '6', '7'] -> (7 / (1/8 + ((1/8 / 1/8) / 6)))
[84995] ['1/9', '1/9', '1/8', '1', '1'] -> (((1/9 / 1/9) + (1 + 1)) / 1/8)
[84996] ['2/9', '3/5', '5/8', '4', '7'] -> ((3/5 / 5/8) * (7 + (4 / 2/9)))
[84997] ['1/6', '5/9', '6/7', '5', '7'] -> (((1/6 + 5) + (7 / 6/7)) / 5/9)
[84998] ['1/7', '5/8', '4/5', '6', '9'] -> ((6 / 1/7) - (9 / (5/8 * 4/5)))
[84999] ['9/8', '6/5', '7/2', '9', '9'] -> (((7/2 * 9) - 9) / (9/8 / 6/5))
[85000] ['1/9', '3/7', '5/6', '1', '2'] -> (((2 / (1 - 3/7)) - 5/6) / 1/9)
[85001] ['6/7', '1', '2', '9/4', '7/3'] -> (6/7 / ((2 - 1) - (9/4 / 7/3)))
[85002] ['7/6', '9/4', '7/2', '5', '5'] -> ((7/6 * (5 + (7/2 * 5))) - 9/4)
[85003] ['3/7', '3/7', '7/9', '2', '4'] -> (4 / (7/9 * (3/7 - (3/7 / 2))))
[85004] ['7/9', '7/9', '9/4', '5', '8'] -> ((9/4 * 8) + (5 + (7/9 / 7/9)))
[85005] ['2/9', '3/5', '2/3', '4', '7'] -> ((3/5 * 4) * (7 + (2/3 / 2/9)))
[85006] ['5/8', '2', '2', '9/2', '9/2'] -> ((9/2 + 9/2) / ((2 / 2) - 5/8))
[85007] ['3/7', '5/9', '5/6', '5', '9'] -> (((9 / 3/7) - 5) / (5/9 / 5/6))
[85008] ['1/8', '1/8', '2/5', '6', '7'] -> (7 / ((1/8 / 2/5) - (1/8 / 6)))
[85009] ['6/7', '1', '2', '9/4', '5/2'] -> ((1 + 2) / ((9/4 / 6/7) - 5/2))
[85010] ['7/6', '7/3', '7/3', '5', '5'] -> (7/3 + (7/3 * (5 + (5 / 7/6))))
[85011] ['1/9', '1/9', '2/9', '1', '1'] -> (((1 / 1/9) - 1) / (1/9 + 2/9))
[85012] ['7/9', '4/5', '4/5', '5', '8'] -> (5 * ((7/9 * (8 - 4/5)) - 4/5))
[85013] ['1/9', '3/7', '8/9', '1', '2'] -> ((8/9 / 1/9) / ((1 / 3/7) - 2))
[85014] ['1/8', '1/8', '5/9', '6', '7'] -> (7 / ((6 * (1/8 * 5/9)) - 1/8))
[85015] ['2/3', '2/3', '5/7', '2', '2'] -> (2 * ((2/3 / (5/7 - 2/3)) - 2))
[85016] ['1/9', '1/9', '1/4', '1', '1'] -> ((1 + 1) / (1/9 - (1/9 * 1/4)))
[85017] ['1/7', '5/8', '7/6', '6', '9'] -> (9 / ((6 * (1/7 * 7/6)) - 5/8))
