[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[97730] ['3/4', '8/9', '9/5', '4', '4'] -> 9/5 * 4 * (4 - 3/4 * 8/9)
[97731] ['1/5', '2/5', '1', '1', '5/3'] -> 1 / (2/5 / 5/3 - 1/5) - 1
[97732] ['1/7', '3/7', '5/2', '8', '9'] -> 1/7 + 3/7 * 9 + 5/2 * 8
[97733] ['5/8', '6/7', '7/3', '3', '8'] -> 3 + 8 * (5/8 + 6/7 * 7/3)
[97734] ['3/7', '8/9', '3/2', '6', '9'] -> (3/2 + 9) * 6 * 3/7 * 8/9
[97735] ['2/5', '6/7', '8/3', '3', '9'] -> (6/7 + 2/5 * 3) * (8/3 + 9)
[97736] ['2/5', '6/7', '3', '7/2', '9'] -> 9 + (3 + 6/7 * 7/2) / 2/5
[97737] ['2/9', '7/8', '8/5', '5', '6'] -> 6 + (7/8 + 5 / 8/5) / 2/9
[97738] ['2/9', '1', '7/4', '2', '9/4'] -> 7/4 + 2 * (1 + 9/4 / 2/9)
[97739] ['5/8', '6/7', '8/3', '3', '8'] -> (8/3 + 3 + 8 / 6/7) / 5/8
[97740] ['3/4', '9/8', '6/5', '4', '4'] -> 4 * (3/4 / (6/5 - 9/8) - 4)
[97741] ['1/7', '7/5', '5/2', '5', '9'] -> 7/5 * (5/2 * (9 - 1/7) - 5)
[97742] ['1/7', '4/9', '5/9', '8', '9'] -> 8 + 9 + (4/9 + 5/9) / 1/7
[97743] ['3/4', '9/8', '9/7', '4', '4'] -> 9/7 * 4 * (4 + 3/4 / 9/8)
[97744] ['3/7', '8/9', '9/5', '6', '9'] -> 8/9 * 9/5 * (9 / 3/7 - 6)
[97745] ['2/7', '5/6', '5/6', '6', '7'] -> (6 - 2/7) * 7 / (5/6 + 5/6)
[97746] ['1/7', '7/5', '7/2', '5', '9'] -> 7/2 * (9 - 1/7) - 7/5 * 5
[97747] ['1/4', '2/7', '2/3', '8', '8'] -> 8 / (2/3 / 2/7 - 1/4 * 8)
[97748] ['5/8', '7/8', '7/6', '3', '8'] -> 8 / (3 - (7/6 + 5/8 + 7/8))
[97749] ['4/9', '1', '8/7', '5/3', '3'] -> 1 / (5/3 / (8/7 * 3) - 4/9)
[97750] ['2/9', '7/8', '9/4', '5', '6'] -> 5 / (7/8 / 9/4 - 2/9) - 6
[97751] ['7/8', '8/7', '8/7', '5', '9'] -> 5 * 9 / (7/8 + 8/7 / 8/7)
[97752] ['1/7', '4/9', '5/8', '8', '9'] -> (9 / (5/8 - 1/7) - 8) / 4/9
[97753] ['2/9', '1', '9/5', '2', '7/3'] -> (1 + 7/3) * (2 / 2/9 - 9/5)
[97754] ['2/7', '5/6', '8/9', '6', '7'] -> 2/7 / (5/6 / 6 - 8/9 / 7)
[97755] ['2/9', '7/8', '7/3', '5', '6'] -> 7/3 / (2/9 + 7/8 + 5 - 6)
[97756] ['3/4', '9/8', '9/5', '4', '4'] -> 9/5 * 4 * (4 - 3/4 / 9/8)
[97757] ['1/5', '2/5', '1', '1', '9/2'] -> 9/2 / 1/5 - (1 - 1 / 2/5)
[97758] ['1/4', '2/7', '4/5', '8', '8'] -> 4/5 * (1/4 * 8 + 8 / 2/7)
[97759] ['3/7', '8/9', '7/2', '6', '9'] -> 8/9 * (7/2 * (3/7 + 9) - 6)
[97760] ['4/5', '6/7', '2', '5/2', '4'] -> 6/7 * 5/2 * 4 * (4/5 + 2)
[97761] ['1/7', '4/9', '3/4', '8', '9'] -> 1/7 * 8 * (3/4 + 9 / 4/9)
[97762] ['2/7', '5/6', '9/8', '6', '7'] -> 7 / (2/7 * (5/6 + 9/8 / 6))
[97763] ['2/9', '7/8', '8/3', '5', '6'] -> 5 / (7/8 - 2/9 - 8/3 / 6)
[97764] ['1/5', '3/7', '4/9', '1', '1'] -> (1 / (1/5 * 3/7) - 1) / 4/9
[97765] ['5/8', '8/9', '8/7', '3', '8'] -> (8/9 + 3) * (8 - 8/7 / 5/8)
[97766] ['4/5', '6/7', '2', '8/3', '4'] -> (4/5 + 4) * (8/3 + 2 / 6/7)
[97767] ['1/7', '3/2', '9/4', '5', '9'] -> (3/2 + 9) / (9/4 / (1/7 + 5))
[97768] ['4/5', '6/7', '2', '7/2', '4'] -> (4/5 + 4) * (2 + 6/7 * 7/2)
[97769] ['3/4', '8/7', '5/4', '4', '4'] -> 3/4 * 4 / (5/4 - 8/7) - 4
[97770] ['1/7', '4/9', '5/6', '8', '9'] -> (9 / (1/7 / 4/9) - 8) / 5/6
[97771] ['7/8', '8/7', '7/5', '5', '9'] -> 7/5 * (8/7 + (5 + 9) / 7/8)
[97772] ['2/9', '8/9', '8/7', '5', '6'] -> 6 * (5 - (2/9 + 8/9 / 8/7))
[97773] ['4/9', '1', '8/7', '3', '7/2'] -> 3 * (7/2 / (4/9 / 8/7) - 1)
[97774] ['3/7', '9/8', '5/4', '6', '9'] -> 6 / 3/7 + 9 / (9/8 / 5/4)
[97775] ['2/7', '5/6', '7/5', '6', '7'] -> (7 + 6 / 2/7) / (5/6 * 7/5)
[97776] ['1/4', '2/7', '8/5', '8', '8'] -> 8/5 * (8 + 8 * 1/4 / 2/7)
[97777] ['3/4', '8/7', '8/5', '4', '4'] -> (8/7 + 8/5) * (4 + 3/4 + 4)
[97778] ['7/8', '8/7', '9/5', '5', '9'] -> 9 / (9/5 / 5) - 7/8 * 8/7
[97779] ['1/7', '4/9', '6/5', '8', '9'] -> 6/5 * (9 / (1/7 / 4/9) - 8)
[97780] ['1/5', '3/7', '2/3', '1', '1'] -> 2/3 + (1 + 1) / (1/5 * 3/7)
[97781] ['2/5', '7/8', '3', '7/2', '9'] -> 9 / ((7/2 - 3) / 2/5 - 7/8)
[97782] ['1/7', '8/5', '7/4', '5', '9'] -> 8/5 * 5 + 7/4 * (1/7 + 9)
[97783] ['2/7', '5/6', '9/4', '6', '7'] -> 6 * (9/4 + 5/6 / 2/7) - 7
[97784] ['5/8', '8/9', '3', '7/2', '8'] -> 7/2 * 8 - (5/8 + 3 / 8/9)
[97785] ['2/9', '1', '2', '5/2', '5/2'] -> 5/2 / (2/9 / 2) - (1 - 5/2)
[97786] ['3/7', '9/8', '5/3', '6', '9'] -> 9/8 * (6 / 3/7 - (5/3 - 9))
[97787] ['3/4', '8/7', '8/3', '4', '4'] -> 4 / (3/4 - 8/3 / (8/7 * 4))
[97788] ['2/7', '5/6', '8/3', '6', '7'] -> 7 * (2/7 + 6) / (8/3 - 5/6)
[97789] ['1/4', '1/3', '2/5', '8', '8'] -> 1/3 * (8 / (1/4 * 2/5) - 8)
[97790] ['2/5', '8/9', '9/8', '3', '9'] -> 3 + 8/9 * (9/8 + 9 / 2/5)
[97791] ['3/4', '7/6', '7/6', '4', '4'] -> 4 / (3/4 - (7/6 + 7/6) / 4)
[97792] ['3/7', '9/8', '9/5', '6', '9'] -> (9 / 3/7 - 6) / (9/8 / 9/5)
[97793] ['1/7', '8/5', '7/3', '5', '9'] -> 7/3 * 5 * 9 * 1/7 * 8/5
[97794] ['3/4', '7/6', '6/5', '4', '4'] -> (7/6 + 4 / 6/5) / (3/4 / 4)
[97795] ['7/8', '7/6', '9/7', '5', '9'] -> 9/7 / (7/8 / 7/6) * (5 + 9)
[97796] ['2/9', '9/8', '9/7', '5', '6'] -> (2/9 + 6) * (5 - 9/7 / 9/8)
[97797] ['4/9', '1', '7/6', '5/3', '3'] -> 3 / ((5/3 - 7/6) / 4/9 - 1)
[97798] ['1/7', '4/9', '7/4', '8', '9'] -> 8 + 9 / (7/4 * 1/7 / 4/9)
[97799] ['1/7', '8/5', '8/3', '5', '9'] -> 5 * (9 - 8/5 / (1/7 * 8/3))
[97800] ['5/8', '9/8', '3', '7/2', '8'] -> 7/2 * 8 - (5/8 + 9/8 * 3)
[97801] ['3/4', '7/6', '9/7', '4', '4'] -> 4 * (4 + 9/7 / (3/4 / 7/6))
[97802] ['2/5', '8/9', '7/6', '3', '9'] -> 9 / 2/5 - (7/6 - 8/9 * 3)
[97803] ['4/5', '7/8', '3/2', '2', '4'] -> 2 / (7/8 - 4/5) - 4 / 3/2
[97804] ['4/9', '1', '7/6', '7/4', '3'] -> 3 / (1 + 7/4 - 7/6 / 4/9)
[97805] ['1/5', '3/7', '6/7', '1', '1'] -> (1 + (6/7 + 1) / 1/5) / 3/7
[97806] ['2/9', '9/8', '8/5', '5', '6'] -> 5 * (2/9 + 6 - 8/5 / 9/8)
[97807] ['4/9', '1', '7/6', '9/5', '3'] -> 4/9 / ((3 - 7/6) / 9/5 - 1)
[97808] ['1/4', '1/4', '2/5', '1', '2'] -> 1 / 1/4 + 2 / (1/4 * 2/5)
[97809] ['5/8', '8/7', '5/4', '3', '8'] -> (3 + 5/8 / 5/4) * (8 - 8/7)
[97810] ['4/5', '7/8', '5/3', '2', '4'] -> 4 / (5/3 / (4/5 * 2) - 7/8)
[97811] ['3/7', '8/7', '6/5', '6', '9'] -> (8/7 + 3/7 * 9) * (6 - 6/5)
[97812] ['1/4', '1/4', '3/7', '1', '2'] -> 1 / (1/4 / 3/7 / 2 - 1/4)
[97813] ['3/4', '7/6', '8/5', '4', '4'] -> 4 / (7/6 - 3/4) / (8/5 / 4)
[97814] ['7/8', '7/6', '9/5', '5', '9'] -> (9 + 9/5 * 5) / (7/8 / 7/6)
[97815] ['1/7', '4/9', '5/2', '8', '9'] -> (4/9 * 9 + 8 / 1/7) / 5/2
[97816] ['2/7', '7/8', '8/9', '6', '7'] -> 7 * 2/7 / 6 / (8/9 - 7/8)
[97817] ['1/7', '4/9', '8/3', '8', '9'] -> 1/7 / 4/9 * (8/3 + 8 * 9)
[97818] ['4/5', '7/8', '2', '9/4', '4'] -> 9/4 / (7/8 - 4/5) - (2 + 4)
[97819] ['1/5', '3/7', '1', '1', '8/7'] -> (1 + 8/7) / (1/5 * 3/7) - 1
[97820] ['1/7', '5/3', '9/2', '5', '9'] -> (5 + 9 / 1/7) / (9/2 - 5/3)
[97821] ['1/7', '4/9', '9/2', '8', '9'] -> 4/9 * (8 / 1/7 - 9 / 9/2)
[97822] ['4/5', '7/8', '2', '7/3', '4'] -> 4 / (7/3 / 7/8 - 2 / 4/5)
[97823] ['1/4', '1/4', '3/5', '1', '2'] -> 1 / (1/4 - 1/4 / 3/5 / 2)
[97824] ['2/7', '7/8', '9/7', '6', '7'] -> (9/7 + 2/7 * 6) / (7/8 / 7)
[97825] ['1/5', '3/7', '1', '1', '6/5'] -> (1 + 1 + 6/5 / 3/7) / 1/5
[97826] ['2/9', '8/7', '7/5', '5', '6'] -> 8/7 + (5 + 6 / 2/9) / 7/5
[97827] ['1/4', '3/8', '5/7', '8', '8'] -> 8 / 5/7 + 8 / (1/4 + 3/8)
[97828] ['3/4', '6/5', '3/2', '4', '4'] -> 4 * (3/4 + 4 + 3/2 / 6/5)
[97829] ['1/7', '1/2', '2/3', '8', '9'] -> 8 / (2/3 / (1/7 * 1/2) - 9)
[97830] ['3/7', '7/6', '7/5', '6', '9'] -> 7/6 * (7/5 * (6 + 9) - 3/7)
[97831] ['1/4', '3/8', '7/9', '8', '8'] -> 8 / 8 / (3/8 * 7/9 - 1/4)
[97832] ['3/4', '6/5', '7/3', '4', '4'] -> 4 / (4 * 3/4 / 6/5 - 7/3)
[97833] ['1/7', '1/2', '3/4', '8', '9'] -> 8 / (1/7 / 3/4) - 9 / 1/2
[97834] ['7/8', '6/5', '9/4', '5', '9'] -> (6/5 + 9) / (7/8 - 9/4 / 5)
[97835] ['2/5', '9/8', '7/6', '3', '9'] -> 9 / 2/5 - (7/6 - 3 / 9/8)
[97836] ['1/4', '3/8', '6/7', '8', '8'] -> (8 + 8) / (3/8 + 1/4 / 6/7)
[97837] ['3/4', '6/5', '7/2', '4', '4'] -> 4 * (7/2 + 4 * 3/4 / 6/5)
[97838] ['1/7', '1/2', '7/9', '8', '9'] -> 9 / (7/9 * (1/2 - 1/7 / 8))
[97839] ['1/4', '3/8', '8/9', '8', '8'] -> (8 / 8/9 - 3/8 * 8) / 1/4
[97840] ['2/7', '7/8', '9/5', '6', '7'] -> (7/8 + 7) * (6 / 9/5 - 2/7)
[97841] ['5/8', '7/6', '9/7', '3', '8'] -> (3 + 8 * 7/6 * 9/7) / 5/8
[97842] ['2/9', '8/7', '9/4', '5', '6'] -> 5 / (2/9 * 6 - 8/7) - 9/4
[97843] ['1/7', '1/2', '4/5', '8', '9'] -> 8 / 4/5 + 9 / (1/7 + 1/2)
[97844] ['1/4', '3/8', '9/7', '8', '8'] -> 8 / 8 / (3/8 / 9/7 - 1/4)
[97845] ['4/9', '1', '6/5', '9/5', '3'] -> 6/5 / (9/5 / 4/9 - (1 + 3))
[97846] ['7/8', '6/5', '9/2', '5', '9'] -> 9 / (5 - (7/8 + 9/2 / 6/5))
[97847] ['1/4', '3/8', '7/5', '8', '8'] -> 7/5 * 8 + 8 / (1/4 + 3/8)
[97848] ['2/5', '9/8', '7/3', '3', '9'] -> 9 + (7/3 + 3) / (2/5 / 9/8)
[97849] ['1/4', '1/4', '1', '8/5', '2'] -> (1 + 2 / (1/4 * 8/5)) / 1/4
[97850] ['2/7', '8/9', '9/8', '6', '7'] -> (7 + 6 / 2/7) / 9/8 - 8/9
[97851] ['3/7', '6/5', '9/4', '6', '9'] -> 6 / (3/7 / 9/4) - 9 / 6/5
[97852] ['1/7', '9/5', '9/2', '5', '9'] -> (9 + 9/5 / 1/7) / (9/2 / 5)
[97853] ['3/4', '9/7', '7/5', '4', '4'] -> (9/7 + 3/4 * 4) * 7/5 * 4
[97854] ['4/9', '1', '6/5', '5/2', '3'] -> 6/5 / (4/9 - 1 / 5/2) - 3
[97855] ['2/7', '8/9', '8/7', '6', '7'] -> 8/7 / (6 * (2/7 + 8/9) - 7)
[97856] ['1/7', '9/4', '9/4', '5', '9'] -> (9/4 + 9 / 1/7) / 9/4 - 5
[97857] ['1/5', '3/7', '1', '1', '9/4'] -> 9/4 * (1 / (1/5 * 3/7) - 1)
[97858] ['3/4', '9/7', '8/5', '4', '4'] -> (9/7 + 3/4 * 4) * (8/5 + 4)
[97859] ['2/5', '8/7', '8/7', '3', '9'] -> (8/7 + 8/7 / 2/5) * (9 - 3)
[97860] ['2/9', '7/6', '6/5', '5', '6'] -> 7/6 - 5 / 6/5 + 6 / 2/9
[97861] ['4/5', '8/9', '7/4', '2', '4'] -> 4 / 8/9 / (7/4 / 4/5 - 2)
[97862] ['1/4', '2/5', '4/7', '8', '8'] -> (8 / 2/5 - 8 / 4/7) / 1/4
[97863] ['4/5', '8/9', '9/5', '2', '4'] -> 4 * (4/5 + 9/5 * (8/9 + 2))
[97864] ['4/9', '1', '6/5', '3', '9/2'] -> 6/5 * 9/2 * (3 + 4/9 + 1)
[97865] ['5/8', '6/5', '9/7', '3', '8'] -> (3 - 9/7) * (6/5 + 8 / 5/8)
[97866] ['7/8', '5/4', '9/5', '5', '9'] -> 9 / (9/5 - (5/4 + 7/8 / 5))
[97867] ['1/5', '3/7', '1', '1', '8/3'] -> (8/3 + 1 / 3/7) / 1/5 - 1
[97868] ['2/5', '8/7', '5/4', '3', '9'] -> 8/7 * (3 + 9 / (2/5 * 5/4))
[97869] ['5/8', '6/5', '7/5', '3', '8'] -> 7/5 / (5/8 / 3 - 6/5 / 8)
[97870] ['3/7', '5/4', '7/5', '6', '9'] -> 5/4 * (6 + 7/5 * (3/7 + 9))
[97871] ['1/5', '3/7', '1', '1', '7/2'] -> (3/7 + 1) / (1/5 / 7/2) - 1
[97872] ['3/4', '9/7', '7/3', '4', '4'] -> 4 * (3/4 * 4 + 9/7 * 7/3)
[97873] ['1/7', '9/4', '9/2', '5', '9'] -> 5 / 1/7 - (9 + 9/2 / 9/4)
[97874] ['5/8', '6/5', '7/3', '3', '8'] -> 8 / 5/8 / (6/5 + 7/3 - 3)
[97875] ['1/7', '5/9', '5/9', '8', '9'] -> 5/9 / (1/7 * 5/9) + 8 + 9
[97876] ['1/4', '2/5', '6/7', '8', '8'] -> (2/5 + 8) * (6/7 + 1/4 * 8)
[97877] ['2/7', '8/9', '3/2', '6', '7'] -> 7 * (3/2 + 6 * 2/7 / 8/9)
[97878] ['4/5', '8/9', '2', '7/2', '4'] -> (8/9 + 2 * 4) * (7/2 - 4/5)
[97879] ['7/8', '9/7', '9/7', '5', '9'] -> 5 * 9 / (7/8 + 9/7 / 9/7)
[97880] ['2/9', '6/5', '5/4', '5', '6'] -> 6/5 + (6 + 5 / 2/9) / 5/4
[97881] ['4/5', '8/9', '2', '4', '9/2'] -> (2 - 8/9) * 9/2 * (4/5 + 4)
[97882] ['2/7', '8/9', '8/5', '6', '7'] -> 7 * (6 / 8/5 - 2/7 / 8/9)
[97883] ['3/4', '4/3', '9/5', '4', '4'] -> 9/5 * (4/3 + 4 * 3/4 * 4)
[97884] ['4/9', '1', '5/4', '8/5', '3'] -> 8/5 / (3 * 4/9 / 5/4 - 1)
[97885] ['1/4', '2/5', '8/7', '8', '8'] -> (8 + 8 / 8/7) / (1/4 / 2/5)
[97886] ['3/7', '5/4', '7/3', '6', '9'] -> 6 * 9 / (5/4 + 3/7 * 7/3)
[97887] ['1/7', '5/2', '8/3', '5', '9'] -> (8/3 + 9) / (5/2 / (1/7 + 5))
[97888] ['3/4', '7/5', '7/5', '4', '4'] -> 4 * (3/4 + 7/5 * 4) - 7/5
[97889] ['4/9', '1', '5/4', '7/4', '3'] -> 3 / ((7/4 - 5/4) / 4/9 - 1)
[97890] ['3/7', '5/4', '7/2', '6', '9'] -> 6 / 3/7 + (7/2 + 9) / 5/4
[97891] ['1/4', '2/7', '8/9', '1', '2'] -> 8/9 * (2 / (1/4 * 2/7) - 1)
[97892] ['1/7', '5/9', '2/3', '8', '9'] -> 8 / (5/9 * 9 - 2/3 / 1/7)
[97893] ['5/8', '9/7', '3/2', '3', '8'] -> (9/7 + 3) * (8 - 3/2 / 5/8)
[97894] ['1/4', '2/5', '9/7', '8', '8'] -> (2/5 + 8) * (8 - 9/7 / 1/4)
[97895] ['1/7', '8/3', '7/2', '5', '9'] -> 8/3 * (7/2 * (1/7 + 5) - 9)
[97896] ['1/4', '2/7', '1', '9/8', '2'] -> (2 / (1/4 * 2/7) - 1) / 9/8
[97897] ['1/4', '2/5', '4/3', '8', '8'] -> 4/3 * (8 / 2/5 - 1/4 * 8)
[97898] ['2/9', '6/5', '9/4', '5', '6'] -> (6 + 6/5 * 5) / (2/9 * 9/4)
[97899] ['1/5', '4/9', '2/3', '1', '1'] -> (2/3 + (1 + 1) / 1/5) / 4/9
[97900] ['2/7', '9/8', '9/8', '6', '7'] -> 6 / (9/8 + 9/8 - 2/7 * 7)
[97901] ['5/8', '9/7', '5/3', '3', '8'] -> 8 / (5/3 / 5/8 - 3 / 9/7)
[97902] ['7/8', '9/7', '7/4', '5', '9'] -> (5 + 9 / 9/7) / (7/8 / 7/4)
[97903] ['1/4', '2/5', '7/3', '8', '8'] -> 8 / (1/4 / 2/5 - 7/3 / 8)
[97904] ['2/9', '6/5', '7/3', '5', '6'] -> 6 * (2/9 + 5 / 6/5) - 7/3
[97905] ['4/9', '1', '5/4', '5/2', '3'] -> 3 / (5/4 / (4/9 * 5/2) - 1)
[97906] ['1/6', '1/6', '2/7', '5', '9'] -> 2/7 * (5 / 1/6 + 9 / 1/6)
[97907] ['3/7', '4/3', '8/5', '6', '9'] -> 8/5 / (9 / (3/7 + 6) - 4/3)
[97908] ['5/8', '9/7', '9/5', '3', '8'] -> 8 / 5/8 / (3 / 9/7 - 9/5)
[97909] ['1/4', '2/7', '1', '7/5', '2'] -> (1 + 2 / (2/7 * 7/5)) / 1/4
[97910] ['3/4', '7/5', '5/2', '4', '4'] -> (4 + 4 * 7/5 * 5/2) / 3/4
[97911] ['1/6', '1/6', '3/7', '5', '9'] -> 9 * (5 - 1/6 / 1/6 / 3/7)
[97912] ['4/9', '1', '5/4', '3', '7/2'] -> (1 + 7/2) / (3 - 5/4 / 4/9)
[97913] ['1/4', '2/5', '9/2', '8', '8'] -> 8 * (9/2 / 2/5 - (1/4 + 8))
[97914] ['2/5', '7/6', '9/7', '3', '9'] -> 3 - 7/6 * 9/7 + 9 / 2/5
[97915] ['1/7', '5/9', '7/8', '8', '9'] -> (8 - 5/9 * 9) / (1/7 * 7/8)
[97916] ['4/5', '9/8', '5/3', '2', '4'] -> 4 / (9/8 * 2 - 5/3 / 4/5)
[97917] ['1/6', '1/6', '5/7', '5', '9'] -> (5/7 + 1/6 / 1/6) * (5 + 9)
[97918] ['1/4', '2/7', '1', '5/3', '2'] -> 1 / (1/4 / 2/7 - 5/3 / 2)
[97919] ['4/5', '9/8', '7/4', '2', '4'] -> 9/8 * 4 / (7/4 / 4/5 - 2)
[97920] ['1/7', '5/9', '9/8', '8', '9'] -> (9 / (1/7 / 5/9) - 8) / 9/8
[97921] ['1/4', '3/7', '1/2', '8', '8'] -> 3/7 * (8 / (1/4 * 1/2) - 8)
[97922] ['4/5', '9/8', '2', '9/4', '4'] -> 9/4 / (4 - (9/8 + 2) / 4/5)
[97923] ['1/4', '3/7', '5/9', '8', '8'] -> (8 / 1/4 - 8 / 3/7) / 5/9
[97924] ['4/9', '1', '9/7', '7/5', '3'] -> 3 / (7/5 - 9/7) - 1 / 4/9
[97925] ['2/5', '7/6', '7/4', '3', '9'] -> 3 - 7/4 / 7/6 + 9 / 2/5
[97926] ['1/7', '5/9', '7/6', '8', '9'] -> 8 * 9 * (5/9 / 7/6 - 1/7)
[97927] ['3/7', '7/5', '7/4', '6', '9'] -> 7/4 * (3/7 + 9 + 6 / 7/5)
[97928] ['4/5', '9/8', '2', '7/3', '4'] -> 4 / (4/5 * (9/8 + 2) - 7/3)
[97929] ['5/8', '9/7', '3', '9/2', '8'] -> (8 - 9/2) / (5/8 / (9/7 + 3))
[97930] ['2/5', '7/6', '9/4', '3', '9'] -> 9/4 * (9 + 2/5 * (7/6 + 3))
[97931] ['1/7', '5/9', '6/5', '8', '9'] -> 8 / 5/9 / (9 - 6/5 / 1/7)
[97932] ['2/7', '9/8', '3/2', '6', '7'] -> 7 * (3/2 + 6 * 2/7 * 9/8)
[97933] ['1/4', '2/7', '1', '2', '8/3'] -> (2 + 8/3) / (1/4 / (2/7 + 1))
[97934] ['2/9', '5/4', '7/2', '5', '6'] -> 5/4 * (6 / 2/9 - 5) - 7/2
[97935] ['1/6', '1/6', '8/7', '5', '9'] -> (5 - 1/6 * 9) / (1/6 / 8/7)
[97936] ['2/7', '9/8', '8/5', '6', '7'] -> 7 * (6 / 8/5 - 2/7 * 9/8)
[97937] ['3/7', '7/5', '9/2', '6', '9'] -> (6 / (7/5 / 9/2) - 9) / 3/7
[97938] ['2/5', '7/6', '3', '7/2', '9'] -> 9 + (3 + 7/2 / 7/6) / 2/5
[97939] ['4/9', '1', '9/7', '5/3', '3'] -> (5/3 + 3) / (4/9 / (1 + 9/7))
[97940] ['7/8', '4/3', '5/3', '5', '9'] -> 9 / (5 * (7/8 - 4/3 / 5/3))
[97941] ['1/4', '1/3', '4/7', '1', '2'] -> 1 / (1/3 / 4/7 / 2 - 1/4)
[97942] ['2/9', '9/7', '7/5', '5', '6'] -> (9/7 + 5) / 2/9 - 6 / 7/5
[97943] ['1/6', '1/6', '9/7', '5', '9'] -> (1/6 + 5) / 1/6 - 9 / 9/7
[97944] ['3/4', '8/5', '8/3', '4', '4'] -> 4 * (8/3 + 4 / (3/4 * 8/5))
[97945] ['5/8', '7/5', '9/4', '3', '8'] -> (3 + 9/4 * 8) / (5/8 * 7/5)
[97946] ['1/6', '1/6', '7/5', '5', '9'] -> 5 * (9 - 7/5 / (1/6 + 1/6))
[97947] ['1/7', '5/9', '7/5', '8', '9'] -> 8 - 1/7 * 7/5 + 9 / 5/9
[97948] ['2/7', '9/8', '9/5', '6', '7'] -> 9/8 * 7 * (6 / 9/5 - 2/7)
[97949] ['2/9', '9/7', '7/4', '5', '6'] -> 6 / (7/4 / 9/7 - 2/9 * 5)
[97950] ['3/4', '5/3', '5/3', '4', '4'] -> 4 * (4 + 3/4 + 5/3) - 5/3
[97951] ['1/4', '3/7', '9/8', '8', '8'] -> (9/8 - 1/4) * 8 * 3/7 * 8
[97952] ['2/7', '9/8', '7/3', '6', '7'] -> 9/8 * (7/3 / 7 + 6 / 2/7)
[97953] ['1/4', '1/3', '7/9', '1', '2'] -> 1/3 * 2 / (1/4 + 7/9 - 1)
[97954] ['3/4', '5/3', '9/5', '4', '4'] -> 4 * (3/4 * 4 + 5/3 * 9/5)
[97955] ['4/9', '1', '9/7', '7/3', '3'] -> 7/3 * (9/7 + (1 + 3) / 4/9)
[97956] ['1/6', '1/5', '3/8', '5', '9'] -> 1/5 / (3/8 / 9 - 1/6 / 5)
[97957] ['4/5', '8/7', '7/5', '2', '4'] -> 2 / (7/5 / (8/7 - 4/5) - 4)
[97958] ['3/4', '7/4', '9/5', '4', '4'] -> 9/5 * (4 + 4 / (3/4 / 7/4))
[97959] ['2/9', '9/7', '7/3', '5', '6'] -> (6 + 9/7 - 5) / (2/9 / 7/3)
[97960] ['1/4', '3/7', '3/2', '8', '8'] -> 3/7 * (8 + 8 / (1/4 / 3/2))
[97961] ['1/5', '4/9', '1', '1', '4/3'] -> ((1 + 4/3) / 1/5 - 1) / 4/9
[97962] ['7/8', '7/5', '9/4', '5', '9'] -> 9 / (5 * (7/5 - 7/8) - 9/4)
[97963] ['2/5', '5/4', '7/3', '3', '9'] -> (7/3 + 3) * 9 * 2/5 * 5/4
[97964] ['4/5', '8/7', '8/5', '2', '4'] -> 8/5 / (2 - (4/5 + 8/7)) - 4
[97965] ['7/8', '7/5', '7/3', '5', '9'] -> 7/3 / (7/8 - 7/5 * 5 / 9)
[97966] ['1/7', '5/9', '9/5', '8', '9'] -> 9/5 / (1/7 / 5/9) + 8 + 9
[97967] ['4/5', '8/7', '5/3', '2', '4'] -> (8/7 + 4) * 5/3 * (4/5 + 2)
[97968] ['1/5', '4/9', '1', '1', '3/2'] -> 3/2 + (1 + 1) / (1/5 * 4/9)
[97969] ['3/7', '8/5', '9/5', '6', '9'] -> 8/5 / 9/5 * (6 + 9 / 3/7)
[97970] ['1/4', '3/7', '5/3', '8', '8'] -> 8 * (8 * 1/4 / 3/7 - 5/3)
[97971] ['4/5', '8/7', '7/4', '2', '4'] -> 7/4 * 4 * (2 + 8/7 / 4/5)
[97972] ['1/5', '4/9', '1', '1', '8/5'] -> 1 + (1 + 8/5 / 4/9) / 1/5
[97973] ['1/4', '3/8', '2/5', '1', '2'] -> (1 / 1/4 + 2 / 2/5) / 3/8
[97974] ['3/4', '9/5', '7/3', '4', '4'] -> 4 / (7/3 / 4 - 3/4 / 9/5)
[97975] ['3/7', '8/5', '9/4', '6', '9'] -> 8/5 * (9 / 3/7 - 9/4) - 6
[97976] ['1/4', '3/7', '9/5', '8', '8'] -> 9/5 * (8 / 1/4 - 8 / 3/7)
[97977] ['5/8', '9/5', '3', '7/2', '8'] -> 9/5 / (7/2 / (8 - 3) - 5/8)
[97978] ['1/5', '4/9', '1', '1', '5/3'] -> (1 + 5/3) / (1/5 * (1 - 4/9))
[97979] ['3/4', '9/5', '5/2', '4', '4'] -> (9/5 - 3/4 / 5/2) * 4 * 4
[97980] ['1/4', '3/7', '9/4', '8', '8'] -> 8 * (1/4 + 8 - 9/4 / 3/7)
[97981] ['1/6', '1/5', '3/4', '5', '9'] -> 9 / (5 * (1/5 - 1/6 * 3/4))
[97982] ['2/7', '7/6', '9/7', '6', '7'] -> 9/7 * (7 / 2/7 - 7/6) - 6
[97983] ['3/4', '9/5', '7/2', '4', '4'] -> (7/2 * 4 - 4) / (3/4 / 9/5)
